"","evi_mean_50","evi_mean_100","evi_mean_200","evi_mean_250","evi_mean_300","evi_mean_400","evi_mean_500","evi_mean_1000","evi_mean_1500","evi_mean_2000","evi_mean_3000","evi_sd_50","evi_sd_100","evi_sd_200","evi_sd_250","evi_sd_300","evi_sd_400","evi_sd_500","evi_sd_1000","evi_sd_1500","evi_sd_2000","evi_sd_3000","imp_mean_50","imp_mean_100","imp_mean_200","imp_mean_250","imp_mean_300","imp_mean_400","imp_mean_500","imp_mean_1000","imp_mean_1500","imp_mean_2000","imp_mean_3000","imp_sd_50","imp_sd_100","imp_sd_200","imp_sd_250","imp_sd_300","imp_sd_400","imp_sd_500","imp_sd_1000","imp_sd_1500","imp_sd_2000","imp_sd_3000"
"1",0.22682621921483,0.200698409606219,0.23971981419821,0.230974478393966,0.211336985528279,0.184666704505682,0.170101152217169,0.129731499226909,0.114014681479553,0.114165118929216,0.112949784420163,0.0333586178237017,0.0753439473856852,0.114138552865979,0.110233661550672,0.115612237244392,0.108518972276331,0.102083292217449,0.0779146652183427,0.0648581767890503,0.0586388433204792,0.0538270497958251,44,47.3142857142857,39.8478260869565,42.3800904977376,47.0605095541401,53.7775800711744,57.6766398158803,69.1744851258581,75.187141947804,75.4277220630373,75.3201655260226,18.9208879284245,24.8072231281079,27.3004109949847,26.1843180339085,26.8512557829185,25.7844208621387,25.2638184980356,21.4451528788023,18.4794564541255,17.1439986497554,16.1728973358651
"3",0.142386775779886,0.122896900769332,0.129348721677548,0.125836755760851,0.122423339551138,0.120337641316218,0.119268366711559,0.1067606915482,0.0974665288176391,0.0991040734505473,0.093250150725361,0.0122905423450507,0.0236525704270557,0.0310325769510391,0.0348658856508209,0.0409428152517515,0.0516795491177041,0.0571042571629366,0.0616100299833592,0.0599884502796568,0.0638036862684713,0.0588094224556554,65.7777777777778,74.2285714285714,73.158273381295,74.7909090909091,74.9777777777778,75.0143112701252,74.8270332187858,77.942439862543,80.6359470468432,79.5558739255014,79.6313829109894,8.18195847242239,10.079349051944,12.5491838136386,13.2120710370323,14.5061862977791,16.3493385214607,16.7691039220546,16.9643452275088,16.6455343545059,18.475411056126,17.538470186379
"4",0.254353265148885,0.255460625191711,0.254166977398026,0.256196284862087,0.264604285688872,0.271788857592843,0.27374093978943,0.258053195559554,0.232782468996987,0.218040575005875,0.20040092803731,0.019952906210676,0.0251749130365882,0.0401081232441348,0.041744382703974,0.0493458931836482,0.0544239510812138,0.0656886537816244,0.0864889346587279,0.0783850443456328,0.0793232079360098,0.100659771353664,17.625,17.3333333333333,19.6071428571429,21.6954545454545,20.3044871794872,20.2900355871886,21.2034482758621,25.2557273768614,28.6783394880937,33.4341379557338,39.5661350396333,14.0706127392215,15.0066651858433,16.393847077298,18.084857746223,17.9368375298485,18.0155272798671,18.939094121405,26.0554057619926,29.1284363303248,31.1050969319639,33.9730840487397
"5",0.237121230141343,0.224630394179317,0.218257606139565,0.222659914259612,0.21834630468116,0.199438216242675,0.193422137550902,0.181496316108226,0.169981453947036,0.162790788400865,0.1599878886347,0.0422472092991461,0.0385615225637902,0.0487005201468219,0.0505683535054386,0.0473571080280472,0.0533666117933943,0.0590226753133699,0.0639663199113153,0.0687546035591204,0.066673269542628,0.0705805197875089,38.8888888888889,48.5135135135135,44.6642857142857,41.986301369863,41.408945686901,44.9003558718861,48.1565714285714,48.9467506441454,52.6458147534718,56.8847365406644,58.1143120901509,17.1569551818238,15.8545850739736,18.8433950087915,20.8611573236299,21.9684837595259,23.6799974981641,24.2946620902703,23.4870860645604,24.2126615057806,23.7610362202268,24.6310194703831
"6",0.278832979773013,0.261545042712073,0.251868459188148,0.254172549781893,0.248938351037224,0.233218786719299,0.231410026618391,0.22976434605849,0.219842203446937,0.210073309308022,0.19354653465158,0.0282602298820491,0.0356735576517986,0.041658997488736,0.0461706392380559,0.052552345433606,0.0610357685803919,0.0639942101109321,0.0759233890871444,0.0832195214332417,0.0787214893379115,0.0999992153028179,32.5,33.0571428571429,30.5507246376812,31.6301369863014,33.5111821086262,38.680926916221,37.1071835803877,35.3090596330275,38.0011454753723,39.9921964490263,43.4650681441855,10.9935045757549,15.535429824499,14.4843597823026,16.3245524962044,18.6822460337983,21.9387900889694,23.7554589915436,27.361753735004,29.8655443107425,30.4771441385681,33.543173646638
"7",0.152321442879375,0.174334702179237,0.181336414953092,0.18075589166088,0.187322483550732,0.193134081963256,0.188711136120804,0.164985156001148,0.172172904058531,0.171067375700113,0.181294917621981,0.0295712813849859,0.0341817110728114,0.0429769998504704,0.0549643239279764,0.0582449284623048,0.0610794266375398,0.0660201041520615,0.0767709827924554,0.0722890243574033,0.0718074867539825,0.0840226473740366,20.25,33.7222222222222,48.5142857142857,50.9543378995434,46.9519230769231,44.9237588652482,47.7744533947066,47.627147766323,48.990958869222,51.5797163730125,51.0718107126935,8.79529094783924,17.6887552838537,20.6200592824043,21.2636942791948,23.6014795196865,24.6871624268111,25.8289256826261,27.566427395168,26.2495623961771,26.4464593484209,27.8921667278322
"8",0.160835819603507,0.156893955489436,0.138049518083081,0.139693860731629,0.140519966737331,0.142891915526967,0.146882788695206,0.134314591467263,0.139125525698756,0.138831947218447,0.136745326515058,0.0413270630281809,0.0383955729055859,0.0316575932313081,0.0308718635252518,0.0327692279952034,0.0353359550620254,0.0370388448486902,0.0426853306717141,0.0474175786197713,0.0476390277278397,0.0501426388896388,45.5,60.5555555555556,66.0071942446043,65.5,66.0191082802548,66.125,65.8165137614679,69.213528231585,68.4333715158457,68.429891148668,69.3385443199185,7.54036755451237,13.0962250710314,12.0617351618318,11.6393679314965,11.5860284581183,10.9215162406432,11.1207051437997,13.3778872544657,14.2689888934469,14.3594656456958,15.6976775622922
"9",0.140565009015885,0.157984727697224,0.153046449302747,0.146968095010063,0.144927101023124,0.140924987403111,0.136995603398362,0.147053080148346,0.159936267504578,0.170716598002067,0.189033601916975,0.0489915919420503,0.081761335827454,0.0759424613205526,0.0701465522730405,0.0673135255688201,0.0650201685988041,0.0651387577875791,0.0685382658244585,0.0703603790672155,0.0743521794222203,0.0853872802194791,61.75,60.375,64.2847222222222,63.7953488372093,63.3955696202532,62.9099099099099,63.8331428571429,59.3318990246701,55.4382236925818,50.4237761236759,45.1810023866348,12.0387631500008,20.6737327497105,19.5386163070732,19.3019532386321,20.2209661582456,20.827358755626,20.5121953694735,25.3696176859047,26.2965950916356,28.6595428311098,29.3377160029653
"10",0.164427421760934,0.161634567299018,0.162368917092867,0.157228043356957,0.155450298214504,0.157113664419541,0.154284601873212,0.152020190611104,0.139847066906368,0.139400276708473,0.142463099554229,0.0148029965225758,0.0158476912577484,0.0196649850282604,0.0237413929434652,0.0256711007817228,0.0306850405490484,0.0369948378843326,0.0364540073272593,0.0425221334619051,0.0439679847628022,0.0499644900403735,60.4444444444444,59.7567567567568,58.6357142857143,59.0456621004566,58.9041533546326,60.0269299820467,61.4050343249428,63.2448512585812,67.2455357142857,67.62406930126,66.7075267447784,6.67291373972253,5.04097326033489,6.90032916980002,8.57068381195843,10.3967950868992,12.616122211629,12.8326356684987,11.5884408803754,13.4630901257057,14.0923754065114,16.3505682258808
"11",0.107110977812833,0.105000175555358,0.0952070938781938,0.0965969667890248,0.0958865512513785,0.0939400982159976,0.0934666330487892,0.100611738066434,0.105279623985846,0.107331778572914,0.117317266895813,0.028902800265646,0.0365303520856873,0.0371325994336981,0.0382905157223224,0.0365598559264662,0.0358482301785282,0.0377558489989722,0.0400471667308379,0.0434727750247925,0.0497189327442688,0.0602622465713276,80.625,82.5714285714286,79.8714285714286,77.4657534246575,76.9400630914827,76.8351254480287,76.9885583524027,76.3869951303352,74.7781456953642,74.6127113786185,72.6070973901973,6.86476510887299,8.0083989524444,11.5458690218485,13.703025372557,14.0741550096804,13.2083722660895,13.0812898390348,13.6676072150674,14.4527900317592,15.7995317270734,17.9201103454833
