"","site","year","week","temp_air_max","temp_air_min","temp_air_mean","rh_max","rh_min","rh_mean","tempsoil1_max","tempsoil1_min","tempsoil1_mean","tempsoil5_max","tempsoil5_min","tempsoil5_mean","dd_air","dd_soil1","dd_soil5","dd_air_accum","dd_soil1_accum","dd_soil5_accum","photoperiod","Name","Longitude","Latitude"
"29","Site01",2014,21,29.3514166666667,13.0721666666667,19.2077817460317,94.7583333333333,50.125,76.2378968253968,27.5505,19.0124166666667,21.261123015873,25.8291666666667,19.234,21.1285828373016,64.4544722222222,78.8278611111111,77.9000798611111,1030.2013197601,1067.9253488005,1057.08341603535,14.2550696927974,"Nature Garden Site1",-118.288463,34.017621
"30","Site01",2014,22,29.4404166666667,12.9515833333333,20.3197738095238,97.8583333333333,40.9833333333333,73.3405257936508,27.7290833333333,19.5495833333333,22.4022137896825,25.8029166666667,19.86075,22.2865168650794,72.2384166666667,86.8154965277778,86.0056180555556,1102.43973642677,1154.74084532828,1143.08903409091,14.3473365507291,"Nature Garden Site1",-118.288463,34.017621
"31","Site01",2014,23,28.3743333333333,13.5995833333333,19.6719533730159,97.05,42.6416666666667,77.1325396825397,26.7345,19.86275,22.2993759920635,25.9651666666667,20.1264166666667,22.2276195436508,67.7036736111111,86.0956319444444,85.5933368055556,1170.14341003788,1240.83647727273,1228.68237089646,14.4040755211197,"Nature Garden Site1",-118.288463,34.017621
"32","Site01",2014,24,27.6638333333333,13.942,19.9745233134921,94.55,48.6416666666667,73.2108134920635,26.9815,20.045,22.5312554563492,25.7036666666667,20.297,22.4330674603175,69.8216631944444,87.7187881944444,87.0314722222222,1239.96507323232,1328.55526546717,1315.71384311869,14.4232180066845,"Nature Garden Site1",-118.288463,34.017621
"33","Site01",2014,25,30.8245,14.3215,21.1527862103175,96.6916666666667,38.7083333333333,74.1082341269841,27.9266666666667,20.025,22.921376984127,26.58125,20.222,22.7890560515873,78.0695034722222,90.4496388888889,89.5233923611111,1318.03457670455,1419.00490435606,1405.2372354798,14.4041082343703,"Nature Garden Site1",-118.288463,34.017621
"34","Site01",2014,26,30.8995,16.9293333333333,22.0352966269841,94.2166666666667,51.9166666666667,77.1673611111111,28.8956666666667,21.294,23.7556681547619,27.4663333333333,21.441,23.6278020833333,84.2470763888889,96.2896770833333,95.3946145833333,1402.28165309343,1515.29458143939,1500.63185006313,14.3475932323043,"Nature Garden Site1",-118.288463,34.017621
"35","Site01",2014,27,33.7165833333333,17.5715833333333,23.5057132936508,97.275,35.2416666666667,74.3647817460318,29.09275,22.264,24.5739801587302,27.86875,22.413,24.4434275793651,94.5399930555556,102.017861111111,101.103993055556,1496.82164614899,1617.31244255051,1601.73584311869,14.2559044270768,"Nature Garden Site1",-118.288463,34.017621
"36","Site01",2014,28,30.3678333333333,16.9749166666667,22.6583323412698,96.075,50.225,76.1792658730159,28.94125,22.156,24.412716765873,27.731,22.383,24.3204523809524,88.6083263888889,100.889017361111,100.243166666667,1585.42997253788,1718.20145991162,1701.97900978535,14.1323629938791,"Nature Garden Site1",-118.288463,34.017621
"37","Site01",2014,29,30.5764166666667,16.4948333333333,21.8020535714286,97.2333333333333,45.6583333333333,75.69375,28.80675,21.748,23.9892673611111,27.458,21.887,23.8961969246032,82.614375,97.9248715277778,97.2733784722222,1668.04434753788,1816.12633143939,1799.25238825758,13.9809837340837,"Nature Garden Site1",-118.288463,34.017621
"38","Site01",2014,30,35.5835,17.0641666666667,24.0319756944444,96.1,30.9916666666667,71.1219742063492,30.141,22.238,24.6866805555556,28.5780833333333,22.427,24.5579866071429,98.2238298611111,102.806763888889,101.90590625,1766.26817739899,1918.93309532828,1901.15829450758,13.8060653333298,"Nature Garden Site1",-118.288463,34.017621
"39","Site01",2014,31,33.6054166666667,16.2386666666667,23.338410218254,96.7416666666667,43.6166666666667,75.9164186507936,29.26975,22.102,24.7667534722222,27.9426666666667,22.411,24.6678363095238,93.3688715277778,103.367274305556,102.674854166667,1859.63704892677,2022.30036963384,2003.83314867424,13.611839124541,"Nature Garden Site1",-118.288463,34.017621
"40","Site01",2014,32,31.11275,16.9351666666667,22.0197038690476,97.375,46.1166666666667,77.4012400793651,28.4706666666667,22.194,24.2739275793651,27.3903333333333,22.439,24.2216423611111,84.1379270833333,99.9174930555556,99.5514965277778,1943.7749760101,2122.21786268939,2103.38464520202,13.4022172060715,"Nature Garden Site1",-118.288463,34.017621
"41","Site01",2014,33,34.318,16.6734166666667,22.806375,97.4833333333333,30.85,73.3765376984127,28.4995833333333,22.0146666666667,24.2726101190476,27.5093333333333,22.234,24.188873015873,89.644625,99.9082708333333,99.3221111111111,2033.4196010101,2222.12613352273,2202.70675631313,13.1806493772689,"Nature Garden Site1",-118.288463,34.017621
"42","Site01",2014,34,31.1748333333333,16.3498333333333,22.1800421626984,98.0166666666667,41.6416666666667,75.337748015873,28.2704166666667,21.2049166666667,23.9695079365079,27.3390833333333,21.425,23.9115233134921,85.2602951388889,97.7865555555556,97.3806631944444,2118.67989614899,2319.91268907828,2300.08741950758,12.9500765561687,"Nature Garden Site1",-118.288463,34.017621
"43","Site01",2014,35,35.2688333333333,17.33975,24.1256364087302,98,27.8333333333333,69.7094246031746,29.1695,21.676,24.4591706349206,27.77025,21.871,24.3343735119048,98.8794548611111,101.214194444444,100.340614583333,2217.5593510101,2421.12688352273,2400.42803409091,12.7129583977988,"Nature Garden Site1",-118.288463,34.017621
"44","Site01",2014,36,35.93725,17.3795,23.5123516865079,97.65,30.875,72.5032647907648,29.3279166666667,22.19,24.4513783369408,27.6920833333333,22.399,24.3363252164502,94.5864618055556,101.159648358586,100.354276515152,2312.14581281566,2522.28653188131,2500.78231060606,12.4713521156414,"Nature Garden Site1",-118.288463,34.017621
"45","Site01",2014,37,40.2119166666667,16.1374166666667,25.8299171626984,95.8416666666667,30.0166666666667,65.0872023809524,29.2401666666667,21.115,24.369783234127,28.0665833333333,21.463,24.2711334325397,110.809420138889,100.588482638889,99.8979340277778,2422.95523295455,2622.8750145202,2600.68024463384,12.2270238700961,"Nature Garden Site1",-118.288463,34.017621
"46","Site01",2014,38,37.4685,15.76175,22.3861061507937,99.1,31.525,76.0796130952381,29.2673333333333,21.093,23.681410218254,28.0975,21.346,23.642431547619,86.7027430555556,95.7698715277778,95.4970208333333,2509.6579760101,2718.64488604798,2696.17726546717,11.9815799617018,"Nature Garden Site1",-118.288463,34.017621
"47","Site01",2014,39,33.8209166666667,14.7246666666667,21.4094310515873,99.3583333333333,31.35,74.4470734126984,26.46925,19.97775,22.4648462301587,25.3374166666667,20.24375,22.4326364087302,79.8660173611111,87.2539236111111,87.0284548611111,2589.52399337121,2805.89880965909,2783.20572032828,11.7366101370403,"Nature Garden Site1",-118.288463,34.017621
"48","Site01",2014,40,39.4675,15.728,23.9388878968254,98.9166666666667,10.85,57.212996031746,24.17475,19.77775,21.9276388888889,23.717,20.0729166666667,21.9254513888889,97.5722152777778,83.4934722222222,83.4781597222222,2687.09620864899,2889.39228188131,2866.6838800505,11.4938383052496,"Nature Garden Site1",-118.288463,34.017621
"49","Site01",2014,41,31.7359166666667,15.3976666666667,21.1881825396825,98.8333333333333,33.35,81.1272321428571,23.6188333333333,20.6465,21.9448268849206,23.262,20.811,21.9224692460317,78.3172777777778,83.6137881944444,83.4572847222222,2765.41348642677,2973.00607007576,2950.14116477273,11.2552761763595,"Nature Garden Site1",-118.288463,34.017621
"50","Site01",2014,42,27.3640833333333,14.7724166666667,19.7411999007936,99.7416666666667,43.7833333333333,80.337251984127,22.613,19.018,20.7099781746032,22.337,19.226,20.7248670634921,68.1883993055555,74.9698472222222,75.0740694444444,2833.60188573232,3047.97591729798,3025.21523421717,11.0233723195722,"Nature Garden Site1",-118.288463,34.017621
"51","Site01",2014,43,32.2431666666667,12.6764166666667,19.7722435515873,99.4916666666667,25.175,77.3430059523809,21.969,18.1680833333333,20.0831775793651,21.646,18.376,20.0933601190476,68.4057048611111,70.5822430555556,70.6535208333333,2902.00759059343,3118.55816035354,3095.8687550505,10.8011426883096,"Nature Garden Site1",-118.288463,34.017621
"52","Site01",2014,44,32.1043333333333,8.43541666666667,17.1806195436508,99.05,20.5166666666667,70.491121031746,21.74175,14.908,18.2869191468254,21.266,15.282,18.3553392857143,50.4536076388889,58.0084340277778,58.487375,2952.46119823232,3176.56659438131,3154.3561300505,10.592259227066,"Nature Garden Site1",-118.288463,34.017621
"53","Site01",2014,45,33.7320833333333,10.3751666666667,19.4568784722222,99.35,14.8916666666667,58.7793154761905,21.036,15.103,18.4562718253968,20.5230833333333,15.4,18.4338735119048,66.1981493055556,59.1939027777778,59.0371145833333,3018.65934753788,3235.76049715909,3213.39324463384,10.4010627849308,"Nature Garden Site1",-118.288463,34.017621
"54","Site01",2014,46,26.18925,10.7154166666667,16.7937088293651,100,14.475,67.1569940476191,20.2019166666667,14.525,17.6407886904762,19.821,14.838,17.6810873015873,47.5559618055556,53.4855208333333,53.7676111111111,3066.21530934343,3289.24601799242,3267.16085574495,10.2324598695859,"Nature Garden Site1",-118.288463,34.017621
"55","Site01",2014,47,27.4599166666667,9.89691666666667,16.6854290674603,96.1916666666667,12.3916666666667,57.7829365079365,19.0795,14.375,16.6900629960317,18.5585,14.677,16.7093606150794,46.8053194444444,46.8304409722222,46.9655243055556,3113.02062878788,3336.07645896465,3314.1263800505,10.091667366809,"Nature Garden Site1",-118.288463,34.017621
"56","Site01",2014,48,32.0464166666667,9.774,16.9618864087302,99.75,13.7416666666667,66.3088293650794,20.3428333333333,14.517,16.9593263888889,19.6529166666667,14.804,16.9483506944444,48.7428715277778,48.7152847222222,48.6384548611111,3161.76350031566,3384.79174368687,3362.76483491162,9.9837935293069,"Nature Garden Site1",-118.288463,34.017621
"57","Site01",2014,49,26.15025,11.5461666666667,16.8531195436508,100,37.5916666666667,83.4535218253968,19.85675,15.296,17.2549399801587,19.2085,15.493,17.206029265873,47.9718368055556,50.7845798611111,50.4422048611111,3209.73533712121,3435.57632354798,3413.20703977273,9.91329027333064,"Nature Garden Site1",-118.288463,34.017621
"58","Site01",2014,50,22.2000833333333,6.85741666666667,13.926505952381,100,46.5833333333333,83.1986111111111,18.2451666666667,12.936,15.4513169642857,17.885,13.251,15.4920466269841,28.9041319444444,38.15921875,38.4443263888889,3238.63946906566,3473.73554229798,3451.65136616162,9.88337064895703,"Nature Garden Site1",-118.288463,34.017621
"59","Site01",2014,51,27.9204166666667,8.21966666666667,13.979503968254,99.9583333333333,32.9416666666667,82.590625,18.1999166666667,12.781,14.717650297619,17.582,12.978,14.7058452380952,28.6382777777778,33.0235520833333,32.9409166666667,3267.27774684343,3506.75909438131,3484.59228282828,9.8955295560116,"Nature Garden Site1",-118.288463,34.017621
"60","Site01",2014,52,24.61525,2.59691666666667,11.5310600198413,94.8833333333333,19.8583333333333,57.4666666666667,17.5675833333333,10.1875833333333,13.1051111111111,17.056,10.5449166666667,13.1971374007937,19.821125,21.7357777777778,22.3799618055556,3287.09887184343,3528.49487215909,3506.97224463384,9.95252465985732,"Nature Garden Site1",-118.288463,34.017621
"61","Site01",2014,53,14.35725,3.75675,8.85975694444445,66.475,21.925,39.0170138888889,13.0399166666667,9.57258333333333,11.0047916666667,12.642,9.97675,11.1731944444444,1.12225,1.04525347222222,1.17416319444444,3288.22112184343,3529.54012563131,3508.14640782828,9.96372869658247,"Nature Garden Site1",-118.288463,34.017621
"62","Site01",2015,1,29.8439166666667,2.41141666666667,12.9763323412698,97.0416666666667,17.8833333333333,58.419494047619,17.77775,8.70508333333333,12.4087301587302,16.92725,9.1015,12.3734523809524,30.8043993055556,17.5465277777778,16.9625520833333,30.8043993055556,17.5465277777778,16.9625520833333,10.0471796044334,"Nature Garden Site1",-118.288463,34.017621
"63","Site01",2015,2,23.9281666666667,7.15166666666667,14.6301899801587,100,29.7583333333333,83.7445436507936,18.4118333333333,12.7226666666667,14.9500595238095,17.64125,13.0160833333333,14.8765639880952,32.9419479166667,34.6504166666667,34.1359479166667,63.7463472222222,52.1969444444444,51.0985,10.1770416964026,"Nature Garden Site1",-118.288463,34.017621
"64","Site01",2015,3,26.1774166666667,8.33608333333333,15.2386924603175,100,22.4333333333333,68.3800595238095,18.3069166666667,12.596,15.0884811507937,17.5616666666667,12.8793333333333,15.0188735119048,37.0835868055556,35.6193680555556,35.1321145833333,100.829934027778,87.8163125,86.2306145833333,10.3372403857252,"Nature Garden Site1",-118.288463,34.017621
"65","Site01",2015,4,29.7565833333333,7.715,16.6899156746032,95.0083333333333,16.2833333333333,53.6644345238095,19.56325,12.35825,15.4600362103175,18.725,12.66225,15.3766205357143,47.6575138888889,38.2202534722222,37.63634375,148.487447916667,126.036565972222,123.866958333333,10.5225369347024,"Nature Garden Site1",-118.288463,34.017621
"66","Site01",2015,5,27.4430833333333,9.07041666666667,16.3243953373016,99.8,28.1583333333333,77.2817956349206,19.8565833333333,13.816,16.4872212301587,19.1051666666667,14.142,16.3897197420635,44.3889444444444,45.4105486111111,44.7280381944444,192.876392361111,171.447114583333,168.594996527778,10.7278153492057,"Nature Garden Site1",-118.288463,34.017621
"67","Site01",2015,6,30.84475,10.0749166666667,17.5331077741703,100,14.1833333333333,74.5306908369408,21.7855,14.9279166666667,17.4714361471861,20.68225,15.127,17.3510023448773,52.7317544191919,52.300053030303,51.4570164141414,245.608146780303,223.747167613636,220.052012941919,10.9484189290673,"Nature Garden Site1",-118.288463,34.017621
"68","Site01",2015,7,33.6845,10.6730833333333,18.3930510912698,99.1666666666667,12.6833333333333,59.8117063492063,21.9588333333333,14.974,17.8520793650794,20.883,15.304,17.7460902777778,58.7513576388889,54.9645555555556,54.2226319444444,304.359504419192,278.711723169192,274.274644886364,11.1803232557846,"Nature Garden Site1",-118.288463,34.017621
"69","Site01",2015,8,24.2991666666667,6.87825,15.1401607142857,99.5416666666667,20.0083333333333,75.6107638888889,20.5431666666667,12.767,16.4860471230159,19.82125,13.1429166666667,16.4675873015873,36.7004618055556,45.4023298611111,45.2731111111111,341.059966224747,324.114053030303,319.547755997475,11.4201723651543,"Nature Garden Site1",-118.288463,34.017621
"70","Site01",2015,9,24.2191666666667,7.60691666666667,13.8819632936508,99.3,29.6083333333333,76.383878968254,18.25725,12.2370833333333,15.0532822420635,17.5856666666667,12.791,15.0485689484127,28.2925381944444,35.3729756944444,35.3399826388889,369.352504419192,359.487028724747,354.887738636364,11.6652184280163,"Nature Garden Site1",-118.288463,34.017621
"71","Site01",2015,10,32.8683333333333,8.59291666666667,17.86053125,98.0916666666667,12.1833333333333,57.6384424603175,19.712,12.964,16.4497490079365,19.125,13.199,16.3508100198413,55.12721875,45.1482430555556,44.4556701388889,424.479723169192,404.635271780303,399.343408775253,11.9132031374742,"Nature Garden Site1",-118.288463,34.017621
"72","Site01",2015,11,35.691,12.1646666666667,22.039744047619,90.8583333333333,15.9166666666667,48.4554563492064,23.2303333333333,15.1729166666667,18.9336116071429,21.9845833333333,15.316,18.7732113095238,84.2782083333333,62.53528125,61.4124791666667,508.757931502525,467.170553030303,460.755887941919,12.1622096983567,"Nature Garden Site1",-118.288463,34.017621
"73","Site01",2015,12,30.6961666666667,12.5395,18.4540580357143,98.2166666666667,31.9166666666667,75.1305555555556,22.3278333333333,16.62,18.8135724206349,21.4334166666667,16.8200833333333,18.7315788690476,59.17840625,61.6950069444444,61.1210520833333,567.936337752525,528.865559974747,521.876940025253,12.4105041063334,"Nature Garden Site1",-118.288463,34.017621
"74","Site01",2015,13,36.1229166666667,12.4005,19.4136235119048,99.775,14.8166666666667,69.4116567460318,23.349,17.0344166666667,19.3628536706349,22.2118333333333,17.195,19.2694756944444,65.8953645833333,65.5399756944445,64.8863298611111,633.831702335859,594.405535669192,586.763269886364,12.6563765751376,"Nature Garden Site1",-118.288463,34.017621
"75","Site01",2015,14,32.3701666666667,7.9075,16.6826041666667,97.9583333333333,13.225,59.2416666666667,23.2966666666667,14.599,17.9427757936508,21.7219166666667,14.99375,17.9043606150794,47.2565173611111,55.5994305555556,55.3305243055556,681.08821969697,650.004966224747,642.093794191919,12.8979896656522,"Nature Garden Site1",-118.288463,34.017621
"76","Site01",2015,15,28.9959166666667,9.45758333333333,17.3633050595238,97.9666666666667,22.325,70.428621031746,23.3886666666667,14.9,18.49590625,22.1021666666667,15.197,18.3607822420635,51.5815833333333,59.47134375,58.5254756944444,732.669803030303,709.476309974747,700.619269886364,13.1332389307031,"Nature Garden Site1",-118.288463,34.017621
"77","Site01",2015,16,30.4158333333333,8.11141666666667,17.4232609126984,97.325,13.0583333333333,61.6227678571429,23.5314166666667,15.881,18.6863492063492,22.2635833333333,16.318,18.6029459325397,52.0792291666667,60.8044444444444,60.2206215277778,784.74903219697,770.280754419192,760.839891414141,13.3596342824259,"Nature Garden Site1",-118.288463,34.017621
"78","Site01",2015,17,34.7805833333333,11.3273333333333,18.6589300595238,97.125,17.6166666666667,64.396378968254,25.1354166666667,15.887,18.9079975198413,23.771,16.072,18.7273878968254,60.6125104166667,62.3559826388889,61.0917152777778,845.361542613636,832.636737058081,821.931606691919,13.574215043066,"Nature Garden Site1",-118.288463,34.017621
"79","Site01",2015,18,31.63875,11.5320833333333,18.1918646751911,97.9916666666667,22.4666666666667,69.7927579365079,24.3856944444444,17.6408333333333,19.7520920965608,23.3619907407407,17.7498148148148,19.6943050962669,57.3430527263374,68.2646446759259,67.8601356738683,902.704595339974,900.901381734007,889.791742365788,13.7735173817424,"Nature Garden Site1",-118.288463,34.017621
"80","Site01",2015,19,26.7327314814815,9.11375,16.1741107253086,97.8083333333333,45.375,75.4085317460317,22.1321759259259,14.8697685185185,18.0044359016755,21.2246759259259,15.7160648148148,17.9869728284832,43.3173476080247,56.0310513117284,55.9088097993827,946.021942947998,956.932433045735,945.70055216517,13.9536171610898,"Nature Garden Site1",-118.288463,34.017621
