"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10214684, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214684, SEN S/N: 10200844)","Current, mA (LGR S/N: 10214684, SEN S/N: 10200844)","Wetness, % (LGR S/N: 10214684, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10213739, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10222768, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10359305)","RH, % (LGR S/N: 10214684, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214684, SEN S/N: 10359305)","Water Content, m³/m³ (LGR S/N: 10214684, SEN S/N: 10465840)","Batt, V (LGR S/N: 10214684)"
1,2014-09-19 11:30:00,746.9,-0.1988,0.0000,2.35,25.963,27.210,27.899,54.900,18.0,0.0752,4.321
2,2014-09-19 11:35:00,765.6,-0.1988,0.0000,2.35,26.036,27.407,28.593,53.000,18.1,0.0752,4.393
3,2014-09-19 11:40:00,254.4,-0.1988,0.0000,2.35,26.085,27.751,28.642,53.500,18.3,0.0758,4.363
4,2014-09-19 11:45:00,666.9,-0.1988,0.0000,1.76,26.182,28.097,28.072,53.500,17.8,0.0762,4.351
5,2014-09-19 11:50:00,170.6,-0.1988,0.0000,1.76,26.280,28.369,27.899,54.000,17.8,0.0762,4.351
6,2014-09-19 11:55:00,311.9,-0.1988,0.0000,1.76,26.402,28.518,27.087,55.100,17.3,0.0768,4.345
7,2014-09-19 12:00:00,236.9,-0.1988,0.0000,1.76,26.500,28.593,28.345,54.800,18.4,0.0768,4.339
8,2014-09-19 12:05:00,861.9,-0.1988,0.0000,1.76,26.573,28.717,26.793,56.100,17.3,0.0768,4.339
9,2014-09-19 12:10:00,408.1,-0.1988,0.0000,1.76,26.671,28.816,28.196,54.100,18.1,0.0768,4.333
10,2014-09-19 12:15:00,811.9,-0.1988,0.0000,1.76,26.744,28.990,28.816,52.300,18.1,0.0775,4.333
11,2014-09-19 12:20:00,794.4,-0.1988,0.0000,1.76,26.818,29.190,29.414,51.800,18.5,0.0775,4.400
12,2014-09-19 12:25:00,798.1,-0.1988,0.0000,1.76,26.916,29.414,29.140,52.200,18.4,0.0775,4.387
13,2014-09-19 12:30:00,791.9,-0.1988,0.0000,1.76,26.989,29.665,29.840,52.800,19.2,0.0775,4.369
14,2014-09-19 12:35:00,791.9,-0.1988,0.0000,1.76,27.063,29.941,29.690,51.100,18.5,0.0781,4.363
15,2014-09-19 12:40:00,804.4,-0.1988,0.0000,1.76,27.161,30.167,29.340,52.400,18.6,0.0781,4.357
16,2014-09-19 12:45:00,828.1,-0.1988,0.0000,1.76,27.259,30.293,29.190,52.700,18.6,0.0781,4.351
17,2014-09-19 12:50:00,820.6,-0.1988,0.0000,2.35,27.333,30.369,29.165,53.400,18.7,0.0787,4.345
18,2014-09-19 12:55:00,281.9,-0.1988,0.0000,2.35,27.407,30.469,29.439,52.400,18.7,0.0781,4.339
19,2014-09-19 13:00:00,813.1,-0.1988,0.0000,2.35,27.456,30.545,29.815,52.800,19.2,0.0787,4.339
20,2014-09-19 13:05:00,831.9,-0.1988,0.0000,2.35,27.530,30.545,30.495,50.900,19.2,0.0787,4.333
21,2014-09-19 13:10:00,745.6,-0.1988,0.0000,2.35,27.554,30.520,30.041,51.100,18.8,0.0787,4.333
22,2014-09-19 13:15:00,756.9,-0.1988,0.0000,2.35,27.604,30.520,28.916,51.500,17.9,0.0787,4.327
23,2014-09-19 13:20:00,760.6,-0.1988,0.0000,2.35,27.653,30.571,28.221,53.400,17.9,0.0787,4.412
24,2014-09-19 13:25:00,750.6,-0.1988,0.0000,1.76,27.677,30.621,28.048,54.700,18.1,0.0787,4.393
25,2014-09-19 13:30:00,749.4,-0.1988,0.0000,1.76,27.702,30.646,27.063,56.800,17.8,0.0787,4.381
26,2014-09-19 13:35:00,750.6,-0.1988,0.0000,1.76,27.727,30.596,27.677,57.000,18.4,0.0787,4.369
27,2014-09-19 13:40:00,743.1,-0.1988,0.0000,1.76,27.751,30.545,28.097,55.200,18.3,0.0787,4.363
28,2014-09-19 13:45:00,741.9,-0.1988,0.0000,1.76,27.801,30.495,28.122,55.200,18.3,0.0794,4.357
29,2014-09-19 13:50:00,739.4,-0.1988,0.0000,1.76,27.801,30.444,27.825,55.200,18.0,0.0794,4.351
30,2014-09-19 13:55:00,735.6,-0.1988,0.0000,1.76,27.850,30.444,28.593,55.100,18.7,0.0794,4.345
31,2014-09-19 14:00:00,731.9,-0.1988,0.0000,1.76,27.850,30.444,27.801,55.100,18.0,0.0787,4.339
32,2014-09-19 14:05:00,725.6,-0.1988,0.0000,2.35,27.899,30.444,29.389,53.400,19.0,0.0794,4.339
33,2014-09-19 14:10:00,715.6,-0.1988,0.0000,2.35,27.899,30.444,29.240,53.200,18.8,0.0794,4.339
34,2014-09-19 14:15:00,711.9,-0.1988,0.0000,1.76,27.924,30.444,28.816,52.200,18.1,0.0794,4.333
35,2014-09-19 14:20:00,706.9,-0.1988,0.0000,1.76,27.949,30.444,27.653,55.400,17.9,0.0787,4.333
36,2014-09-19 14:25:00,699.4,-0.1988,0.0000,1.76,27.998,30.419,27.875,55.200,18.1,0.0787,4.424
37,2014-09-19 14:30:00,693.1,-0.1988,0.0000,1.76,28.023,30.419,27.554,55.900,18.0,0.0794,4.393
38,2014-09-19 14:35:00,684.4,-0.1988,0.0000,1.76,28.072,30.444,27.776,54.500,17.8,0.0787,4.381
39,2014-09-19 14:40:00,678.1,-0.1988,0.0000,1.76,28.122,30.495,27.481,55.700,17.9,0.0787,4.369
40,2014-09-19 14:45:00,668.1,-0.1988,0.0000,1.76,28.171,30.520,27.850,55.100,18.0,0.0781,4.363
41,2014-09-19 14:50:00,659.4,-0.1988,0.0000,1.76,28.221,30.596,27.974,53.900,17.8,0.0787,4.357
42,2014-09-19 14:55:00,653.1,-0.1988,0.0000,1.76,28.270,30.672,27.505,55.600,17.9,0.0781,4.351
43,2014-09-19 15:00:00,639.4,-0.1988,0.0000,1.76,28.295,30.748,28.097,55.400,18.3,0.0787,4.345
44,2014-09-19 15:05:00,630.6,-0.1988,0.0000,1.76,28.345,30.849,28.568,54.700,18.6,0.0787,4.339
45,2014-09-19 15:10:00,621.9,-0.1988,0.0000,1.76,28.394,30.900,28.642,53.100,18.2,0.0787,4.339
46,2014-09-19 15:15:00,609.4,-0.1988,0.0000,1.76,28.419,30.874,27.949,52.800,17.4,0.0787,4.333
47,2014-09-19 15:20:00,598.1,-0.1988,0.0000,1.76,28.444,30.950,26.842,55.800,17.3,0.0787,4.333
48,2014-09-19 15:25:00,589.4,-0.1988,0.0000,1.76,28.493,31.077,28.816,52.900,18.3,0.0787,4.333
49,2014-09-19 15:30:00,578.1,-0.1988,0.0000,1.76,28.543,31.179,27.974,53.500,17.7,0.0781,4.460
50,2014-09-19 15:35:00,566.9,-0.1988,0.0000,1.76,28.593,31.255,28.072,54.100,17.9,0.0787,4.412
51,2014-09-19 15:40:00,554.4,-0.1988,0.0000,1.76,28.642,31.281,27.653,54.400,17.6,0.0787,4.393
52,2014-09-19 15:45:00,546.9,-0.1988,0.0000,1.76,28.692,31.255,26.622,55.800,17.1,0.0787,4.381
53,2014-09-19 15:50:00,533.1,-0.1988,0.0000,1.18,28.742,31.204,26.256,56.900,17.1,0.0787,4.369
54,2014-09-19 15:55:00,520.6,-0.1988,0.0000,1.18,28.791,31.103,26.916,56.200,17.5,0.0787,4.363
