Date Time	Solar Radiation (W/m²)  #10200135	Wetness (%)  #10205906	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222873	Voltage (V)  #10348623	Current (mA)  #10348623	Temp (°F)  #10359303	RH (%)  #10359303	Batt (V) c:5
07/03/15 14:30:00.0	918.1	2.94	74.770	74.120	0.3008	-0.1988	0.0000	79.831	56.500	4.339
07/03/15 14:35:00.0	903.1	2.94	74.899	74.206	0.3008	-0.1988	0.0000	79.655	57.300	4.345
07/03/15 14:40:00.0	891.9	2.35	75.029	74.295	0.3008	-0.1988	0.0000	78.822	58.700	4.345
07/03/15 14:45:00.0	876.9	2.35	75.117	74.424	0.3008	-0.1988	0.0000	78.953	57.500	4.400
07/03/15 14:50:00.0	864.4	2.35	75.290	74.511	0.3005	-0.1988	0.0000	79.261	57.400	4.375
07/03/15 14:55:00.0	845.6	2.35	75.420	74.597	0.3008	-0.1988	0.0000	78.559	58.200	4.363
07/03/15 15:00:00.0	835.6	2.35	75.551	74.683	0.3008	-0.1988	0.0000	78.296	58.900	4.363
07/03/15 15:05:00.0	819.4	2.35	75.637	74.813	0.3008	-0.1988	0.0000	78.514	59.100	4.357
07/03/15 15:10:00.0	804.4	2.35	75.767	74.899	0.3011	-0.1988	0.0000	78.910	57.900	4.357
07/03/15 15:15:00.0	349.4	2.35	75.898	74.986	0.3011	-0.1937	0.0000	78.559	57.800	4.400
07/03/15 15:20:00.0	771.9	2.94	76.028	75.117	0.3011	-0.1937	0.0000	77.990	58.000	4.369
07/03/15 15:25:00.0	751.9	2.94	76.158	75.204	0.3011	-0.1937	0.0000	78.251	58.300	4.363
07/03/15 15:30:00.0	303.1	2.35	76.289	75.290	0.3011	-0.1988	0.0000	78.602	57.300	4.363
07/03/15 15:35:00.0	54.4	2.35	76.375	75.376	0.3011	-0.1988	0.0000	77.859	58.700	4.363
07/03/15 15:40:00.0	141.9	1.76	76.464	75.508	0.3011	-0.1937	0.0000	77.421	59.200	4.357
