"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374971, SEN S/N: 10205904)","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2013-10-03 10:01:44,4.12,31.9,19.246,19.151,0.1547,-0.1988,0.0000,20.555,69.700,14.8,4.212
2,2013-10-03 10:06:44,1.76,33.1,19.318,19.175,0.1570,-0.1988,0.0000,20.698,69.000,14.8,4.218
3,2013-10-03 10:11:44,1.76,24.4,19.413,19.222,0.1577,-0.1988,0.0000,20.698,67.500,14.5,4.218
4,2013-10-03 10:16:44,1.18,13.1,19.460,19.270,0.1577,-0.1988,0.0000,20.436,66.400,14.0,4.218
5,2013-10-03 10:21:44,1.18,13.1,19.436,19.318,0.1570,-0.1988,0.0000,20.174,66.400,13.7,4.218
6,2013-10-03 10:26:44,1.18,14.4,19.413,19.341,0.1577,-0.1988,0.0000,20.031,66.800,13.7,4.218
7,2013-10-03 10:31:44,1.18,30.6,19.413,19.365,0.1570,-0.1988,0.0000,20.079,68.100,14.0,4.218
8,2013-10-03 10:36:44,1.18,34.4,19.436,19.389,0.1570,-0.1988,0.0000,20.484,68.300,14.5,4.218
9,2013-10-03 10:41:44,1.18,39.4,19.508,19.389,0.1570,-0.1988,0.0000,20.865,66.900,14.5,4.218
10,2013-10-03 10:46:44,1.18,18.1,19.579,19.413,0.1570,-0.1988,0.0000,21.127,65.300,14.4,4.218
11,2013-10-03 10:51:44,1.18,20.6,19.627,19.460,0.1570,-0.1988,0.0000,20.913,64.800,14.1,4.218
12,2013-10-03 10:56:44,1.18,40.6,19.651,19.484,0.1570,-0.1988,0.0000,20.913,64.700,14.0,4.218
13,2013-10-03 11:01:44,1.18,24.4,19.698,19.508,0.1570,-0.1988,0.0000,21.175,64.300,14.2,4.218
14,2013-10-03 11:06:44,1.18,43.1,19.746,19.532,0.1570,-0.1988,0.0000,21.318,63.100,14.0,4.218
15,2013-10-03 11:11:44,1.18,45.6,19.793,19.579,0.1570,-0.1988,0.0000,21.390,62.300,13.9,4.218
16,2013-10-03 11:16:44,1.18,30.6,19.865,19.603,0.1570,-0.1988,0.0000,21.724,61.800,14.1,4.218
17,2013-10-03 11:21:44,1.18,36.9,19.960,19.627,0.1570,-0.1988,0.0000,21.939,60.700,14.0,4.218
18,2013-10-03 11:26:44,1.18,19.4,20.055,19.674,0.1570,-0.1988,0.0000,21.748,61.100,13.9,4.218
19,2013-10-03 11:31:44,1.18,18.1,20.079,19.722,0.1570,-0.1988,0.0000,21.628,60.900,13.8,4.249
20,2013-10-03 11:36:44,1.18,100.6,20.079,19.770,0.1570,-0.1988,0.0000,21.581,60.000,13.5,4.249
21,2013-10-03 11:41:44,1.18,489.4,20.103,19.793,0.1570,-0.1988,0.0000,21.700,59.300,13.4,4.224
22,2013-10-03 11:46:44,1.18,506.9,20.174,19.817,0.1570,-0.1988,0.0000,22.226,59.200,13.9,4.224
23,2013-10-03 11:51:44,1.18,258.1,20.246,19.841,0.1570,-0.1988,0.0000,22.729,58.400,14.2,4.224
24,2013-10-03 11:56:44,1.18,344.4,20.317,19.888,0.1570,-0.1988,0.0000,22.130,60.000,14.0,4.224
25,2013-10-03 12:01:44,1.18,20.6,20.365,19.936,0.1570,-0.1988,0.0000,22.202,61.000,14.3,4.224
26,2013-10-03 12:06:44,1.18,24.4,20.365,19.960,0.1570,-0.1988,0.0000,21.461,63.800,14.3,4.224
27,2013-10-03 12:11:44,1.18,59.4,20.388,20.007,0.1570,-0.1988,0.0000,21.891,63.400,14.6,4.231
28,2013-10-03 12:16:44,0.59,159.4,20.436,20.031,0.1570,-0.1988,0.0000,22.226,62.000,14.6,4.231
29,2013-10-03 12:21:44,0.59,106.9,20.531,20.079,0.1566,-0.1988,0.0000,22.824,60.000,14.7,4.224
30,2013-10-03 12:26:44,0.00,51.9,20.603,20.103,0.1566,-0.1988,0.0000,22.824,59.200,14.5,4.231
31,2013-10-03 12:31:44,0.59,53.1,20.698,20.150,0.1566,-0.1988,0.0000,22.800,59.500,14.5,4.237
32,2013-10-03 12:36:44,1.18,24.4,20.793,20.198,0.1570,-0.1988,0.0000,22.729,60.300,14.7,4.224
33,2013-10-03 12:41:44,0.59,24.4,20.865,20.246,0.1570,-0.1988,0.0000,22.393,60.500,14.4,4.224
34,2013-10-03 12:46:44,1.18,29.4,20.984,20.293,0.1570,-0.1988,0.0000,22.178,60.100,14.1,4.224
35,2013-10-03 12:51:44,1.18,200.6,21.127,20.365,0.1566,-0.1988,0.0000,22.824,59.500,14.5,4.237
36,2013-10-03 12:56:44,1.18,53.1,21.819,20.460,0.1570,-0.1988,0.0000,23.737,57.800,14.9,4.249
37,2013-10-03 13:01:44,1.18,425.6,22.681,20.674,0.1566,-0.1988,0.0000,24.219,56.500,15.0,4.249
38,2013-10-03 13:06:44,1.18,51.9,23.352,20.984,0.1570,-0.1988,0.0000,24.146,56.400,14.9,4.255
39,2013-10-03 13:11:44,1.18,50.6,23.833,21.318,0.1577,-0.1988,0.0000,23.905,56.500,14.8,4.279
40,2013-10-03 13:16:44,1.18,45.6,24.243,21.652,0.1577,-0.1988,0.0000,24.050,56.700,14.9,4.297
41,2013-10-03 13:21:44,1.18,139.4,24.677,21.939,0.1581,-0.1988,0.0000,23.857,56.900,14.8,4.315
42,2013-10-03 13:26:44,0.59,224.4,24.895,22.250,0.1585,-0.1988,0.0000,23.016,59.100,14.6,4.303
43,2013-10-03 13:31:44,1.18,46.9,25.040,22.489,0.1585,-0.1988,0.0000,23.400,58.400,14.8,4.291
44,2013-10-03 13:36:44,1.18,111.9,24.919,22.705,0.1585,-0.1988,0.0000,23.569,58.000,14.8,4.285
45,2013-10-03 13:41:44,1.18,221.9,24.677,22.824,0.1590,-0.1988,0.0000,23.232,58.900,14.8,4.267
46,2013-10-03 13:46:44,0.59,204.4,24.436,22.872,0.1590,-0.1988,0.0000,23.472,58.500,14.9,4.261
47,2013-10-03 13:51:44,0.59,100.6,24.243,22.896,0.1590,-0.1988,0.0000,23.016,59.100,14.6,4.255
48,2013-10-03 13:56:44,0.59,54.4,24.074,22.896,0.1590,-0.1988,0.0000,23.304,58.900,14.8,4.255
49,2013-10-03 14:01:44,1.18,49.4,23.905,22.872,0.1590,-0.1988,0.0000,23.112,59.600,14.8,4.249
50,2013-10-03 14:06:44,1.18,45.6,23.761,22.824,0.1585,-0.1988,0.0000,23.136,59.000,14.7,4.249
51,2013-10-03 14:11:44,1.18,41.9,23.641,22.800,0.1585,-0.1988,0.0000,23.016,59.800,14.8,4.249
52,2013-10-03 14:16:44,1.18,41.9,23.497,22.753,0.1585,-0.1988,0.0000,22.729,61.000,14.8,4.249
53,2013-10-03 14:21:44,1.18,39.4,23.400,22.705,0.1585,-0.1988,0.0000,22.681,60.800,14.7,4.249
54,2013-10-03 14:26:44,1.18,40.6,23.304,22.657,0.1585,-0.1988,0.0000,22.920,60.500,14.9,4.249
