Date Time	Wetness (%)  #10314900	Temp (°F)  #10359308	RH (%)  #10359308	Voltage (V)  #10363598	Current (mA)  #10363598	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374508	Solar Radiation (W/m²)  #10375644	Batt (V) c:5
04/04/15 10:00:00.0	4.71	81.023	22.000	-0.2039	0.0000	67.158	65.574	0.2083	809.4	4.315
04/04/15 10:05:00.0	2.94	82.175	21.900	-0.2039	0.0000	67.500	65.701	0.2087	821.9	4.321
04/04/15 10:10:00.0	2.35	83.199	21.600	-0.2039	0.0000	68.099	65.916	0.2087	791.9	4.333
04/04/15 10:15:00.0	2.35	82.753	22.400	-0.2039	0.0000	68.614	66.173	0.2087	846.9	4.333
04/04/15 10:20:00.0	2.94	84.182	20.500	-0.2039	0.0000	69.386	66.472	0.2087	865.6	4.333
04/04/15 10:25:00.0	2.35	83.511	21.400	-0.2039	0.0000	71.964	67.114	0.2092	870.6	4.333
04/04/15 10:30:00.0	2.35	83.959	21.800	-0.2039	0.0000	75.074	68.270	0.2092	883.1	4.333
04/04/15 10:35:00.0	2.94	83.914	20.400	-0.2039	0.0000	77.815	69.600	0.2095	893.1	4.333
04/04/15 10:40:00.0	3.53	84.722	19.000	-0.2039	0.0000	78.382	70.846	0.2100	895.6	4.339
04/04/15 10:45:00.0	4.12	83.779	19.100	-0.2039	0.0000	77.464	71.274	0.2095	914.4	4.333
04/04/15 10:50:00.0	4.12	83.199	19.600	-0.2039	0.0000	79.480	71.791	0.2100	919.4	4.339
04/04/15 10:55:00.0	4.12	82.353	19.900	-0.2039	0.0000	82.798	73.040	0.2100	929.4	4.333
04/04/15 11:00:00.0	3.53	83.021	19.200	-0.2039	0.0000	85.487	74.467	0.2100	935.6	4.333
04/04/15 11:05:00.0	3.53	83.914	19.300	-0.2039	0.0000	87.620	75.985	0.2104	930.6	4.333
04/04/15 11:10:00.0	3.53	81.997	19.000	-0.2039	0.0000	87.118	76.986	0.2109	873.1	4.333
04/04/15 11:15:00.0	3.53	82.620	18.900	-0.2039	0.0000	86.617	77.421	0.2104	670.6	4.333
04/04/15 11:20:00.0	3.53	82.353	18.700	-0.2039	0.0000	86.981	78.033	0.2112	239.4	4.333
04/04/15 11:25:00.0	2.94	81.819	19.200	-0.2039	0.0000	87.163	78.427	0.2112	139.4	4.333
04/04/15 11:30:00.0	2.94	83.021	19.000	-0.2039	0.0000	85.894	78.602	0.2117	606.9	4.333
04/04/15 11:35:00.0	2.94	82.841	18.800	-0.2039	0.0000	84.227	78.382	0.2112	205.6	4.333
04/04/15 11:40:00.0	2.94	83.691	18.200	-0.2039	0.0000	82.708	77.902	0.2117	211.9	4.333
04/04/15 11:45:00.0	2.35	83.467	18.700	-0.2039	0.0000	82.218	77.553	0.2117	281.9	4.333
04/04/15 11:50:00.0	2.35	83.377	19.400	-0.2039	0.0000	82.085	77.378	0.2112	91.9	4.333
04/04/15 11:55:00.0	2.35	82.976	20.000	-0.2039	0.0000	83.422	77.378	0.2117	120.6	4.333
04/04/15 12:00:00.0	3.53	82.620	20.000	-0.2039	0.0000	85.082	77.945	0.2112	618.1	4.333
04/04/15 12:05:00.0	2.35	82.263	19.700	-0.2039	0.0000	84.407	78.165	0.2112	905.6	4.333
04/04/15 12:10:00.0	2.94	82.530	19.400	-0.2039	0.0000	84.632	78.296	0.2112	570.6	4.333
04/04/15 12:15:00.0	2.94	82.665	19.000	-0.2039	0.0000	85.352	78.559	0.2112	501.9	4.333
04/04/15 12:20:00.0	2.35	82.308	18.900	-0.2039	0.0000	84.497	78.690	0.2112	905.6	4.333
04/04/15 12:25:00.0	2.35	82.353	19.400	-0.2039	0.0000	83.601	78.559	0.2112	650.6	4.333
04/04/15 12:30:00.0	2.35	83.869	19.200	-0.2039	0.0000	84.094	78.471	0.2109	641.9	4.333
04/04/15 12:35:00.0	2.35	83.199	18.200	-0.2039	0.0000	84.452	78.690	0.2112	510.6	4.333
04/04/15 12:40:00.0	2.35	82.798	19.000	-0.2039	0.0000	83.779	78.690	0.2112	948.1	4.333
04/04/15 12:45:00.0	3.53	83.377	19.200	-0.2039	0.0000	84.137	78.733	0.2109	685.6	4.333
04/04/15 12:50:00.0	2.35	82.396	20.500	-0.2039	0.0000	84.272	78.822	0.2109	526.9	4.333
04/04/15 12:55:00.0	2.35	81.421	19.900	-0.2039	0.0000	84.317	78.910	0.2109	926.9	4.333
04/04/15 13:00:00.0	3.53	81.909	18.800	-0.2039	0.0000	83.556	78.910	0.2109	903.1	4.333
04/04/15 13:05:00.0	2.35	82.931	20.400	-0.2039	0.0000	82.218	78.602	0.2109	810.6	4.333
04/04/15 13:10:00.0	2.35	82.665	19.400	-0.2039	0.0000	81.199	78.208	0.2104	894.4	4.333
04/04/15 13:15:00.0	2.94	81.554	21.000	-0.2039	0.0000	80.316	77.770	0.2104	893.1	4.333
04/04/15 13:20:00.0	2.35	82.665	23.200	-0.2039	0.0000	79.743	77.378	0.2100	875.6	4.339
04/04/15 13:25:00.0	2.94	81.997	24.900	-0.2039	0.0000	79.392	77.072	0.2100	779.4	4.339
04/04/15 13:30:00.0	3.53	80.935	23.400	-0.2039	0.0000	79.084	76.811	0.2100	608.1	4.339
04/04/15 13:35:00.0	2.35	80.935	23.300	-0.2039	0.0000	78.733	76.550	0.2100	96.9	4.339
04/04/15 13:40:00.0	2.94	81.111	23.400	-0.2039	0.0000	78.382	76.332	0.2100	301.9	4.345
04/04/15 13:45:00.0	3.53	81.066	23.000	-0.2039	0.0000	78.076	76.114	0.2100	609.4	4.345
04/04/15 13:50:00.0	2.35	81.333	22.500	-0.2039	0.0000	78.339	75.985	0.2100	593.1	4.339
04/04/15 13:55:00.0	3.53	81.244	22.300	-0.2039	0.0000	78.910	76.028	0.2095	635.6	4.339
04/04/15 14:00:00.0	2.35	80.978	22.500	-0.2039	0.0000	79.392	76.114	0.2095	410.6	4.339
04/04/15 14:05:00.0	2.94	80.757	22.200	-0.2039	0.0000	79.612	76.289	0.2095	501.9	4.351
04/04/15 14:10:00.0	2.94	82.085	22.200	-0.2039	0.0000	79.920	76.375	0.2095	480.6	4.339
04/04/15 14:15:00.0	2.35	82.263	22.500	-0.2039	0.0000	79.567	76.419	0.2095	510.6	4.339
04/04/15 14:20:00.0	2.94	81.952	22.500	-0.2039	0.0000	79.347	76.375	0.2092	684.4	4.345
04/04/15 14:25:00.0	2.35	82.353	21.600	-0.2039	0.0000	79.567	76.332	0.2095	356.9	4.351
04/04/15 14:30:00.0	2.35	81.554	21.500	-0.2039	0.0000	79.435	76.332	0.2092	461.9	4.339
04/04/15 14:35:00.0	3.53	81.023	20.900	-0.2039	0.0000	80.845	76.507	0.2092	720.6	4.333
04/04/15 14:40:00.0	2.35	80.580	20.900	-0.2039	0.0000	81.554	76.854	0.2092	214.4	4.339
04/04/15 14:45:00.0	2.94	80.978	21.400	-0.2039	0.0000	81.730	77.117	0.2092	475.6	4.345
04/04/15 14:50:00.0	3.53	81.199	21.500	-0.2039	0.0000	81.687	77.292	0.2092	341.9	4.351
04/04/15 14:55:00.0	2.35	81.597	22.500	-0.2039	0.0000	81.642	77.378	0.2095	345.6	4.339
04/04/15 15:00:00.0	2.35	81.288	22.200	-0.2039	0.0000	82.085	77.509	0.2092	230.6	4.363
04/04/15 15:05:00.0	2.35	81.066	21.100	-0.2039	0.0000	83.199	77.815	0.2092	186.9	4.333
04/04/15 15:10:00.0	2.94	80.845	21.900	-0.2039	0.0000	83.511	78.208	0.2092	270.6	4.381
04/04/15 15:15:00.0	2.35	81.023	21.500	-0.2039	0.0000	82.931	78.296	0.2092	294.4	4.339
04/04/15 15:20:00.0	3.53	80.184	20.600	-0.2039	0.0000	82.530	78.296	0.2095	379.4	4.333
04/04/15 15:25:00.0	2.35	80.316	22.000	-0.2039	0.0000	81.997	78.208	0.2095	224.4	4.327
04/04/15 15:30:00.0	3.53	81.111	21.500	-0.2039	0.0000	82.353	78.121	0.2095	280.6	4.339
04/04/15 15:35:00.0	3.53	80.802	22.300	-0.2039	0.0000	83.064	78.296	0.2092	534.4	4.363
04/04/15 15:40:00.0	2.94	81.909	23.100	-0.2039	0.0000	83.467	78.471	0.2092	321.9	4.339
04/04/15 15:45:00.0	2.35	80.227	22.800	-0.2039	0.0000	83.646	78.733	0.2095	458.1	4.333
04/04/15 15:50:00.0	2.35	81.288	22.500	-0.2039	0.0000	83.959	78.822	0.2092	400.6	4.327
04/04/15 15:55:00.0	2.94	81.023	21.700	-0.2039	0.0000	84.587	79.084	0.2095	435.6	4.418
04/04/15 16:00:00.0	3.53	82.175	21.300	-0.2039	0.0000	84.722	79.304	0.2092	389.4	4.351
04/04/15 16:05:00.0	2.94	82.130	22.300	-0.2039	0.0000	85.082	79.480	0.2095	375.6	4.339
04/04/15 16:10:00.0	2.94	81.687	21.900	-0.2039	0.0000	85.307	79.700	0.2092	448.1	4.333
04/04/15 16:15:00.0	3.53	80.890	21.700	-0.2039	0.0000	84.945	79.831	0.2095	396.9	4.339
04/04/15 16:20:00.0	2.94	80.227	22.100	-0.2039	0.0000	84.407	79.831	0.2092	411.9	4.363
04/04/15 16:25:00.0	2.35	80.625	22.400	-0.2039	0.0000	84.407	79.788	0.2092	369.4	4.339
04/04/15 16:30:00.0	3.53	79.876	23.200	-0.2039	0.0000	84.317	79.788	0.2092	363.1	4.333
04/04/15 16:35:00.0	3.53	79.041	22.800	-0.2039	0.0000	83.959	79.788	0.2092	356.9	4.327
04/04/15 16:40:00.0	2.94	78.121	23.800	-0.2039	0.0000	83.736	79.700	0.2092	335.6	4.400
04/04/15 16:45:00.0	3.53	79.304	24.600	-0.2039	0.0000	83.467	79.612	0.2092	319.4	4.351
04/04/15 16:50:00.0	2.94	78.690	26.000	-0.2039	0.0000	82.841	79.480	0.2087	301.9	4.339
04/04/15 16:55:00.0	2.94	78.076	26.000	-0.2039	0.0000	81.997	79.173	0.2087	285.6	4.333
04/04/15 17:00:00.0	2.94	77.203	27.100	-0.2039	0.0000	81.111	78.865	0.2087	261.9	4.327
04/04/15 17:05:00.0	2.94	77.421	29.100	-0.2039	0.0000	80.361	78.514	0.2083	244.4	4.339
04/04/15 17:10:00.0	2.35	76.899	29.300	-0.2039	0.0000	79.743	78.121	0.2087	229.4	4.339
04/04/15 17:15:00.0	2.35	77.072	30.000	-0.2039	0.0000	79.173	77.815	0.2087	180.6	4.339
04/04/15 17:20:00.0	1.76	74.813	32.500	-0.2039	0.0000	78.645	77.464	0.2083	145.6	4.339
04/04/15 17:25:00.0	2.35	74.640	32.800	-0.2039	0.0000	78.121	77.160	0.2078	145.6	4.339
04/04/15 17:30:00.0	2.35	74.727	32.100	-0.2039	0.0000	77.596	76.811	0.2083	59.4	4.333
04/04/15 17:35:00.0	1.76	72.739	33.000	-0.2039	0.0000	77.029	76.507	0.2078	35.6	4.327
04/04/15 17:40:00.0	2.94	72.050	33.800	-0.2039	0.0000	76.550	76.158	0.2078	29.4	4.321
04/04/15 17:45:00.0	1.76	70.846	35.400	-0.2039	0.0000	76.071	75.853	0.2078	28.1	4.321
04/04/15 17:50:00.0	1.76	70.543	36.900	-0.2039	0.0000	75.594	75.551	0.2073	23.1	4.321
04/04/15 17:55:00.0	1.76	69.901	37.700	-0.2039	0.0000	75.160	75.247	0.2073	15.6	4.321
04/04/15 18:00:00.0	1.76	69.213	38.000	-0.2039	0.0000	74.727	74.899	0.2073	11.9	4.321
04/04/15 18:05:00.0	1.76	68.785	38.500	-0.2039	0.0000	74.295	74.597	0.2073	8.1	4.321
04/04/15 18:10:00.0	2.35	68.571	39.700	-0.2039	0.0000	73.904	74.338	0.2070	4.4	4.321
04/04/15 18:15:00.0	1.76	67.842	42.600	-0.2039	0.0000	73.558	74.034	0.2070	1.9	4.321
04/04/15 18:20:00.0	2.35	67.456	44.200	-0.2039	0.0000	73.213	73.774	0.2070	0.6	4.321
