"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10221049, SEN S/N: 10200136)","Voltage, V (LGR S/N: 10221049, SEN S/N: 10200856)","Current, mA (LGR S/N: 10221049, SEN S/N: 10200856)","Wetness, % (LGR S/N: 10221049, SEN S/N: 10205909)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213641)","RH, % (LGR S/N: 10221049, SEN S/N: 10213641)","DewPt, °C (LGR S/N: 10221049, SEN S/N: 10213641)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213736, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213737, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10221049, SEN S/N: 10222872)","Batt, V (LGR S/N: 10221049)"
1,2014-06-11 19:00:02,114.4,-0.2039,0.0000,62.35,21.676,67.700,15.5,23.280,22.585,0.0992,4.327
2,2014-06-11 19:05:02,101.9,-0.2039,0.0000,12.35,21.939,66.700,15.5,23.232,22.489,0.0992,4.333
3,2014-06-11 19:10:02,85.6,-0.2039,0.0000,12.35,21.413,67.600,15.2,23.184,22.417,0.0992,4.333
4,2014-06-11 19:15:02,75.6,-0.2039,0.0000,12.35,21.246,67.800,15.1,23.112,22.298,0.0992,4.333
5,2014-06-11 19:20:02,63.1,-0.2039,0.0000,11.76,20.984,68.900,15.1,23.064,22.202,0.0986,4.333
6,2014-06-11 19:25:02,49.4,-0.2039,0.0000,16.47,20.341,70.900,14.9,22.992,22.082,0.0986,4.333
7,2014-06-11 19:30:02,34.4,-0.2039,0.0000,19.41,20.079,72.500,15.0,22.944,21.987,0.0992,4.333
8,2014-06-11 19:35:02,11.9,-0.2039,0.0000,26.47,19.627,73.800,14.8,22.872,21.891,0.0986,4.333
9,2014-06-11 19:40:02,8.1,-0.2039,0.0000,34.12,19.508,74.700,14.9,22.824,21.772,0.0986,4.333
10,2014-06-11 19:45:02,5.6,-0.2039,0.0000,35.88,19.508,75.200,15.0,22.776,21.700,0.0986,4.333
11,2014-06-11 19:50:02,3.1,-0.2039,0.0000,48.82,19.222,75.800,14.9,22.705,21.604,0.0986,4.333
12,2014-06-11 19:55:02,1.9,-0.2039,0.0000,48.24,19.056,76.100,14.8,22.657,21.509,0.0981,4.333
13,2014-06-11 20:00:02,0.6,-0.2039,0.0000,50.00,18.866,76.600,14.7,22.585,21.413,0.0986,4.333
14,2014-06-11 20:05:02,0.6,-0.2039,0.0000,60.59,18.723,77.500,14.7,22.537,21.318,0.0986,4.333
15,2014-06-11 20:10:02,0.6,-0.2039,0.0000,67.06,18.485,78.300,14.7,22.489,21.223,0.0981,4.333
16,2014-06-11 20:15:02,0.6,-0.2039,0.0000,72.35,18.438,79.100,14.8,22.417,21.103,0.0981,4.333
17,2014-06-11 20:20:02,0.6,-0.2039,0.0000,71.18,18.414,79.000,14.7,22.369,21.032,0.0981,4.333
18,2014-06-11 20:25:02,0.6,-0.2039,0.0000,71.18,18.343,79.100,14.7,22.321,20.936,0.0981,4.333
19,2014-06-11 20:30:02,0.6,-0.2039,0.0000,72.94,18.343,79.200,14.7,22.250,20.865,0.0981,4.333
20,2014-06-11 20:35:02,0.6,-0.2039,0.0000,74.71,18.343,79.300,14.7,22.202,20.793,0.0981,4.333
21,2014-06-11 20:40:02,0.6,-0.2039,0.0000,82.94,18.176,80.100,14.7,22.154,20.722,0.0981,4.333
22,2014-06-11 20:45:02,0.6,-0.2039,0.0000,80.00,18.081,80.400,14.7,22.106,20.650,0.0975,4.333
23,2014-06-11 20:50:02,0.6,-0.2039,0.0000,81.76,17.938,80.600,14.6,22.034,20.579,0.0975,4.333
24,2014-06-11 20:55:02,0.6,-0.2039,0.0000,85.88,17.891,81.000,14.6,21.987,20.507,0.0975,4.333
25,2014-06-11 21:00:02,0.6,-0.2039,0.0000,85.29,17.938,81.300,14.7,21.939,20.460,0.0975,4.333
26,2014-06-11 21:05:02,0.6,-0.2039,0.0000,87.65,17.796,81.600,14.6,21.891,20.388,0.0975,4.333
27,2014-06-11 21:10:02,0.6,-0.2039,0.0000,90.00,17.796,82.300,14.8,21.843,20.317,0.0975,4.333
28,2014-06-11 21:15:02,0.6,-0.2039,0.0000,90.59,17.748,82.600,14.8,21.795,20.269,0.0975,4.333
29,2014-06-11 21:20:02,0.6,-0.2039,0.0000,90.59,17.701,83.100,14.8,21.748,20.222,0.0969,4.333
30,2014-06-11 21:25:02,0.6,-0.2039,0.0000,91.18,17.677,83.300,14.8,21.700,20.174,0.0975,4.333
31,2014-06-11 21:30:02,0.6,-0.2039,0.0000,90.59,17.701,83.500,14.9,21.652,20.126,0.0969,4.333
32,2014-06-11 21:35:02,0.6,-0.2039,0.0000,90.00,17.724,83.700,15.0,21.628,20.103,0.0969,4.333
33,2014-06-11 21:40:02,0.6,-0.2039,0.0000,90.59,17.724,83.700,15.0,21.581,20.079,0.0969,4.327
34,2014-06-11 21:45:02,0.6,-0.2039,0.0000,89.41,17.701,83.900,15.0,21.533,20.031,0.0969,4.327
35,2014-06-11 21:50:02,0.6,-0.2039,0.0000,88.82,17.772,83.800,15.0,21.509,20.007,0.0969,4.327
36,2014-06-11 21:55:02,0.6,-0.2039,0.0000,87.06,17.796,83.700,15.0,21.461,19.984,0.0969,4.327
37,2014-06-11 22:00:02,0.6,-0.2039,0.0000,87.06,17.819,83.500,15.0,21.437,19.984,0.0969,4.327
38,2014-06-11 22:05:02,0.6,-0.2039,0.0000,87.65,17.796,83.700,15.0,21.413,19.960,0.0969,4.327
39,2014-06-11 22:10:02,0.6,-0.2039,0.0000,85.88,17.796,83.800,15.0,21.366,19.936,0.0969,4.327
40,2014-06-11 22:15:02,0.6,-0.2039,0.0000,84.71,17.843,83.700,15.1,21.342,19.912,0.0969,4.327
41,2014-06-11 22:20:02,0.6,-0.2039,0.0000,83.53,17.915,83.700,15.1,21.318,19.912,0.0969,4.327
42,2014-06-11 22:25:02,0.6,-0.2039,0.0000,85.88,17.819,83.300,15.0,21.294,19.888,0.0963,4.327
43,2014-06-11 22:30:02,0.6,-0.2039,0.0000,84.71,17.819,83.600,15.0,21.270,19.865,0.0963,4.327
44,2014-06-11 22:35:02,0.6,-0.2039,0.0000,84.71,17.843,83.600,15.0,21.246,19.841,0.0963,4.327
45,2014-06-11 22:40:02,0.6,-0.2039,0.0000,82.94,17.915,83.800,15.2,21.223,19.841,0.0969,4.327
46,2014-06-11 22:45:02,0.6,-0.2039,0.0000,82.94,17.867,83.300,15.0,21.199,19.817,0.0963,4.327
47,2014-06-11 22:50:02,0.6,-0.2039,0.0000,82.94,17.772,83.000,14.9,21.175,19.793,0.0963,4.327
48,2014-06-11 22:55:02,0.6,-0.2039,0.0000,82.94,17.843,83.300,15.0,21.151,19.746,0.0963,4.321
49,2014-06-11 23:00:02,0.6,-0.2039,0.0000,83.53,17.796,83.400,15.0,21.127,19.746,0.0969,4.321
50,2014-06-11 23:05:02,0.6,-0.2039,0.0000,82.35,17.843,83.300,15.0,21.103,19.722,0.0963,4.321
51,2014-06-11 23:10:02,0.6,-0.2039,0.0000,82.94,17.843,83.300,15.0,21.079,19.722,0.0963,4.321
52,2014-06-11 23:15:02,0.6,-0.2039,0.0000,82.94,17.819,83.300,15.0,21.056,19.698,0.0963,4.321
