"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10214684, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214684, SEN S/N: 10200844)","Current, mA (LGR S/N: 10214684, SEN S/N: 10200844)","Wetness, % (LGR S/N: 10214684, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10213739, LBL: 10213739)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10222768, LBL: 10222768)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10359305)","RH, % (LGR S/N: 10214684, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214684, SEN S/N: 10359305)","Water Content, m³/m³ (LGR S/N: 10214684, SEN S/N: 10465840)","Batt, V (LGR S/N: 10214684)"
963,2014-02-26 02:25:00,0.6,-0.1988,0.0000,1.18,17.629,16.677,14.409,79.900,11.0,0.1219,4.303
964,2014-02-26 02:30:00,0.6,-0.1988,0.0000,1.18,17.629,16.701,14.457,79.800,11.0,0.1219,4.303
965,2014-02-26 02:35:00,0.6,-0.1988,0.0000,1.18,17.629,16.725,14.433,79.800,11.0,0.1219,4.303
966,2014-02-26 02:40:00,0.6,-0.1988,0.0000,1.18,17.629,16.725,14.314,79.800,10.9,0.1219,4.303
967,2014-02-26 02:45:00,0.6,-0.1988,0.0000,1.18,17.605,16.725,14.242,80.100,10.9,0.1219,4.333
968,2014-02-26 02:50:00,0.6,-0.1988,0.0000,1.18,17.605,16.725,14.194,80.000,10.8,0.1224,4.303
969,2014-02-26 02:55:00,0.6,-0.1988,0.0000,1.18,17.605,16.749,14.170,80.200,10.8,0.1224,4.303
970,2014-02-26 03:00:00,0.6,-0.2039,0.0000,1.18,17.605,16.749,14.170,80.300,10.8,0.1224,4.303
971,2014-02-26 03:05:00,0.6,-0.1988,0.0000,1.18,17.605,16.725,14.194,80.500,10.9,0.1219,4.303
972,2014-02-26 03:10:00,0.6,-0.1988,0.0000,1.18,17.605,16.749,14.242,80.800,11.0,0.1219,4.303
973,2014-02-26 03:15:00,0.6,-0.1988,0.0000,1.18,17.605,16.749,14.242,80.800,11.0,0.1224,4.303
974,2014-02-26 03:20:00,0.6,-0.1988,0.0000,1.18,17.605,16.749,14.242,81.400,11.1,0.1224,4.303
975,2014-02-26 03:25:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.194,81.700,11.1,0.1224,4.303
976,2014-02-26 03:30:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.194,81.900,11.2,0.1224,4.303
977,2014-02-26 03:35:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.170,82.100,11.2,0.1224,4.303
978,2014-02-26 03:40:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.170,82.200,11.2,0.1224,4.303
979,2014-02-26 03:45:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.194,82.400,11.3,0.1219,4.303
980,2014-02-26 03:50:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.194,82.700,11.3,0.1224,4.303
981,2014-02-26 03:55:00,0.6,-0.1988,0.0000,1.18,17.582,16.749,14.194,82.800,11.3,0.1224,4.303
982,2014-02-26 04:00:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.218,82.800,11.4,0.1224,4.303
983,2014-02-26 04:05:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.218,82.800,11.4,0.1219,4.303
984,2014-02-26 04:10:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.242,83.000,11.4,0.1224,4.303
985,2014-02-26 04:15:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.266,83.000,11.4,0.1224,4.303
986,2014-02-26 04:20:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.242,82.900,11.4,0.1224,4.303
987,2014-02-26 04:25:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.242,82.800,11.4,0.1219,4.303
988,2014-02-26 04:30:00,0.6,-0.1988,0.0000,1.18,17.558,16.773,14.218,82.700,11.3,0.1224,4.303
989,2014-02-26 04:35:00,0.6,-0.1988,0.0000,1.18,17.558,16.749,14.170,82.700,11.3,0.1224,4.303
990,2014-02-26 04:40:00,0.6,-0.1988,0.0000,3.53,17.558,16.749,14.170,82.700,11.3,0.1224,4.303
991,2014-02-26 04:45:00,0.6,-0.1988,0.0000,17.65,17.558,16.749,14.098,82.800,11.2,0.1224,4.303
992,2014-02-26 04:50:00,0.6,-0.1988,0.0000,3.53,17.534,16.749,14.098,82.800,11.2,0.1224,4.303
993,2014-02-26 04:55:00,0.6,-0.1988,0.0000,2.94,17.534,16.749,14.098,82.700,11.2,0.1224,4.303
994,2014-02-26 05:00:00,0.6,-0.1988,0.0000,2.94,17.534,16.725,14.050,82.900,11.2,0.1224,4.303
995,2014-02-26 05:05:00,0.6,-0.1988,0.0000,2.94,17.534,16.725,14.074,83.000,11.2,0.1219,4.303
996,2014-02-26 05:10:00,0.6,-0.1988,0.0000,2.94,17.510,16.725,14.098,82.800,11.2,0.1224,4.303
997,2014-02-26 05:15:00,0.6,-0.1988,0.0000,2.94,17.510,16.701,14.050,82.700,11.2,0.1224,4.303
998,2014-02-26 05:20:00,0.6,-0.1988,0.0000,2.94,17.510,16.701,14.050,82.700,11.2,0.1224,4.303
999,2014-02-26 05:25:00,0.6,-0.1988,0.0000,2.94,17.510,16.677,14.050,82.800,11.2,0.1224,4.303
1000,2014-02-26 05:30:00,0.6,-0.1988,0.0000,2.94,17.510,16.677,14.026,83.000,11.2,0.1224,4.303
1001,2014-02-26 05:35:00,0.6,-0.1988,0.0000,2.94,17.510,16.677,13.930,83.200,11.1,0.1224,4.303
1002,2014-02-26 05:40:00,0.6,-0.1988,0.0000,2.94,17.486,16.654,13.930,83.300,11.2,0.1224,4.303
1003,2014-02-26 05:45:00,0.6,-0.2039,0.0000,2.94,17.486,16.654,13.906,83.500,11.2,0.1224,4.303
1004,2014-02-26 05:50:00,0.6,-0.1988,0.0000,2.94,17.486,16.630,13.834,83.700,11.1,0.1224,4.303
1005,2014-02-26 05:55:00,0.6,-0.1988,0.0000,2.94,17.486,16.630,13.834,83.700,11.1,0.1224,4.303
1006,2014-02-26 06:00:00,0.6,-0.1988,0.0000,2.94,17.463,16.606,13.810,83.700,11.1,0.1224,4.303
1007,2014-02-26 06:05:00,0.6,-0.1988,0.0000,2.94,17.463,16.606,13.810,83.700,11.1,0.1224,4.303
1008,2014-02-26 06:10:00,0.6,-0.1988,0.0000,2.94,17.463,16.606,13.858,83.900,11.2,0.1224,4.303
1009,2014-02-26 06:15:00,0.6,-0.1988,0.0000,2.94,17.463,16.606,13.810,84.100,11.2,0.1224,4.303
1010,2014-02-26 06:20:00,0.6,-0.1988,0.0000,3.53,17.439,16.582,13.786,84.200,11.2,0.1224,4.303
1011,2014-02-26 06:25:00,0.6,-0.1988,0.0000,5.29,17.439,16.582,13.786,84.400,11.2,0.1224,4.303
1012,2014-02-26 06:30:00,0.6,-0.1988,0.0000,17.65,17.439,16.582,13.762,84.500,11.2,0.1224,4.303
1013,2014-02-26 06:35:00,0.6,-0.1988,0.0000,52.94,17.439,16.582,13.786,84.800,11.3,0.1224,4.303
1014,2014-02-26 06:40:00,0.6,-0.1988,0.0000,94.71,17.415,16.558,13.690,85.200,11.3,0.1224,4.303
1015,2014-02-26 06:45:00,0.6,-0.1988,0.0000,99.41,17.415,16.558,13.642,85.600,11.3,0.1224,4.303
1016,2014-02-26 06:50:00,1.9,-0.1988,0.0000,100.00,17.415,16.558,13.666,85.700,11.3,0.1224,4.303
1017,2014-02-26 06:55:00,1.9,-0.1988,0.0000,100.00,17.415,16.558,13.642,86.100,11.4,0.1224,4.303
1018,2014-02-26 07:00:00,1.9,-0.1988,0.0000,100.00,17.415,16.558,13.570,86.400,11.4,0.1224,4.303
1019,2014-02-26 07:05:00,3.1,-0.2039,0.0000,100.00,17.391,16.558,13.642,86.700,11.5,0.1224,4.303
1020,2014-02-26 07:10:00,6.9,-0.1988,0.0000,78.24,17.391,16.558,13.690,86.400,11.5,0.1229,4.303
1021,2014-02-26 07:15:00,13.1,-0.1988,0.0000,85.29,17.391,16.558,13.666,86.500,11.5,0.1229,4.303
1022,2014-02-26 07:20:00,20.6,-0.1988,0.0000,37.65,17.391,16.582,13.690,86.600,11.5,0.1229,4.315
1023,2014-02-26 07:25:00,41.9,-0.1988,0.0000,21.76,17.391,16.582,13.906,86.500,11.7,0.1224,4.351
1024,2014-02-26 07:30:00,78.1,-0.2039,0.0000,12.35,17.391,16.606,14.170,86.100,11.9,0.1229,4.363
1025,2014-02-26 07:35:00,56.9,-0.1988,0.0000,6.47,17.368,16.630,14.505,85.400,12.1,0.1229,4.381
1026,2014-02-26 07:40:00,71.9,-0.1988,0.0000,6.47,17.368,16.677,14.577,84.400,12.0,0.1229,4.363
1027,2014-02-26 07:45:00,73.1,-0.1988,0.0000,5.88,17.368,16.725,14.697,84.100,12.1,0.1229,4.345
1028,2014-02-26 07:50:00,59.4,-0.1988,0.0000,5.29,17.391,16.749,14.816,83.600,12.1,0.1229,4.339
1029,2014-02-26 07:55:00,63.1,-0.1988,0.0000,4.71,17.391,16.796,14.745,83.200,11.9,0.1229,4.339
1030,2014-02-26 08:00:00,61.9,-0.1988,0.0000,4.71,17.391,16.796,14.864,83.100,12.0,0.1229,4.333
1031,2014-02-26 08:05:00,83.1,-0.1988,0.0000,4.12,17.415,16.820,14.936,82.700,12.0,0.1224,4.345
1032,2014-02-26 08:10:00,118.1,-0.1988,0.0000,3.53,17.415,16.844,15.103,82.300,12.1,0.1229,4.387
1033,2014-02-26 08:15:00,90.6,-0.1988,0.0000,2.94,17.415,16.868,15.509,81.700,12.4,0.1229,4.339
1034,2014-02-26 08:20:00,70.6,-0.1988,0.0000,2.94,17.415,16.939,15.652,80.600,12.3,0.1229,4.339
1035,2014-02-26 08:25:00,76.9,-0.2039,0.0000,2.94,17.415,16.987,15.700,79.700,12.2,0.1224,4.333
1036,2014-02-26 08:30:00,83.1,-0.1988,0.0000,2.35,17.439,17.011,15.772,78.400,12.0,0.1229,4.351
1037,2014-02-26 08:35:00,90.6,-0.1988,0.0000,2.35,17.463,17.034,15.819,77.600,11.9,0.1229,4.351
1038,2014-02-26 08:40:00,80.6,-0.1988,0.0000,1.76,17.463,17.058,16.106,77.000,12.1,0.1229,4.339
1039,2014-02-26 08:45:00,76.9,-0.1988,0.0000,1.76,17.463,17.106,16.153,75.700,11.9,0.1229,4.339
1040,2014-02-26 08:50:00,78.1,-0.1988,0.0000,1.76,17.486,17.130,16.082,74.800,11.6,0.1229,4.333
1041,2014-02-26 08:55:00,79.4,-0.1988,0.0000,1.76,17.486,17.153,16.201,74.800,11.7,0.1229,4.357
1042,2014-02-26 09:00:00,109.4,-0.1988,0.0000,1.76,17.510,17.177,16.344,73.500,11.6,0.1229,4.381
1043,2014-02-26 09:05:00,115.6,-0.1988,0.0000,1.76,17.510,17.201,16.582,73.200,11.8,0.1229,4.339
1044,2014-02-26 09:10:00,98.1,-0.1988,0.0000,1.76,17.510,17.249,16.511,72.400,11.5,0.1229,4.339
1045,2014-02-26 09:15:00,129.4,-0.1988,0.0000,1.76,17.534,17.272,16.534,72.000,11.5,0.1229,4.333
1046,2014-02-26 09:20:00,185.6,-0.1988,0.0000,1.76,17.534,17.320,16.773,71.200,11.5,0.1229,4.345
1047,2014-02-26 09:25:00,236.9,-0.1988,0.0000,1.18,17.558,17.344,17.201,70.600,11.8,0.1229,4.339
1048,2014-02-26 09:30:00,526.9,-0.1988,0.0000,1.18,17.558,17.415,17.510,69.800,12.0,0.1229,4.339
1049,2014-02-26 09:35:00,198.1,-0.1988,0.0000,1.18,17.582,17.486,18.033,68.200,12.1,0.1229,4.333
1050,2014-02-26 09:40:00,203.1,-0.1988,0.0000,1.18,17.605,17.605,17.677,66.800,11.4,0.1237,4.351
1051,2014-02-26 09:45:00,205.6,-0.1988,0.0000,1.18,17.605,17.701,17.843,66.500,11.5,0.1229,4.339
1052,2014-02-26 09:50:00,175.6,-0.1988,0.0000,1.18,17.629,17.772,18.200,65.700,11.7,0.1229,4.339
1053,2014-02-26 09:55:00,138.1,-0.1988,0.0000,1.18,17.653,17.867,18.247,64.300,11.4,0.1237,4.339
1054,2014-02-26 10:00:00,126.9,-0.1988,0.0000,1.18,17.677,17.915,17.867,64.400,11.1,0.1229,4.333
1055,2014-02-26 10:05:00,125.6,-0.1988,0.0000,1.18,17.701,17.938,17.653,63.900,10.8,0.1229,4.345
1056,2014-02-26 10:10:00,126.9,-0.1988,0.0000,1.18,17.724,17.962,17.653,63.500,10.7,0.1229,4.339
1057,2014-02-26 10:15:00,124.4,-0.1988,0.0000,0.59,17.748,17.962,17.558,62.500,10.3,0.1229,4.339
1058,2014-02-26 10:20:00,104.4,-0.1988,0.0000,0.59,17.772,17.962,17.510,62.800,10.4,0.1229,4.333
1059,2014-02-26 10:25:00,79.4,-0.1988,0.0000,1.18,17.796,17.962,17.510,61.900,10.1,0.1229,4.339
1060,2014-02-26 10:30:00,68.1,-0.1988,0.0000,0.59,17.796,17.938,17.391,61.500,9.9,0.1229,4.345
1061,2014-02-26 10:35:00,64.4,-0.1988,0.0000,0.59,17.819,17.915,17.391,62.100,10.1,0.1229,4.339
1062,2014-02-26 10:40:00,80.6,-0.1988,0.0000,0.59,17.819,17.891,17.130,61.900,9.8,0.1229,4.333
1063,2014-02-26 10:45:00,83.1,-0.1988,0.0000,0.59,17.843,17.867,17.225,62.300,10.0,0.1229,4.333
1064,2014-02-26 10:50:00,84.4,-0.1988,0.0000,0.59,17.843,17.843,17.415,61.600,10.0,0.1229,4.339
1065,2014-02-26 10:55:00,75.6,-0.1988,0.0000,0.59,17.843,17.819,17.439,61.800,10.1,0.1229,4.339
1066,2014-02-26 11:00:00,50.6,-0.1988,0.0000,0.59,17.843,17.819,17.391,61.900,10.0,0.1224,4.339
1067,2014-02-26 11:05:00,35.6,-0.1988,0.0000,0.59,17.843,17.819,17.106,61.800,9.7,0.1224,4.333
1068,2014-02-26 11:10:00,53.1,-0.1988,0.0000,0.59,17.843,17.796,17.201,62.400,10.0,0.1224,4.333
1069,2014-02-26 11:15:00,66.9,-0.1988,0.0000,0.59,17.843,17.772,17.177,62.200,9.9,0.1229,4.351
1070,2014-02-26 11:20:00,51.9,-0.1988,0.0000,0.59,17.843,17.748,17.272,62.200,10.0,0.1224,4.339
1071,2014-02-26 11:25:00,45.6,-0.1988,0.0000,0.59,17.843,17.748,17.225,62.500,10.0,0.1224,4.339
1072,2014-02-26 11:30:00,75.6,-0.1988,0.0000,0.59,17.843,17.724,17.106,62.200,9.8,0.1224,4.339
1073,2014-02-26 11:35:00,140.6,-0.1988,0.0000,0.59,17.843,17.724,17.177,62.700,10.0,0.1224,4.333
1074,2014-02-26 11:40:00,211.9,-0.1988,0.0000,0.59,17.843,17.748,17.938,62.000,10.6,0.1224,4.351
1075,2014-02-26 11:45:00,530.6,-0.1988,0.0000,1.18,17.843,17.843,18.842,62.800,11.6,0.1224,4.339
1076,2014-02-26 11:50:00,313.1,-0.1988,0.0000,1.18,17.843,18.057,19.270,63.900,12.3,0.1229,4.339
1077,2014-02-26 11:55:00,526.9,-0.1988,0.0000,1.76,17.867,18.343,20.174,61.600,12.6,0.1229,4.333
1078,2014-02-26 12:00:00,430.6,-0.1988,0.0000,1.18,17.891,18.604,19.175,61.700,11.7,0.1229,4.333
1079,2014-02-26 12:05:00,425.6,-0.1988,0.0000,1.18,17.938,18.866,19.912,60.100,12.0,0.1229,4.369
1080,2014-02-26 12:10:00,363.1,-0.1988,0.0000,1.18,17.986,19.080,19.936,59.600,11.9,0.1229,4.357
1081,2014-02-26 12:15:00,410.6,-0.1988,0.0000,1.18,18.033,19.246,19.080,59.200,11.0,0.1229,4.345
1082,2014-02-26 12:20:00,723.1,-0.1988,0.0000,1.18,18.081,19.365,20.317,57.500,11.7,0.1229,4.339
1083,2014-02-26 12:25:00,695.6,-0.1988,0.0000,1.76,18.152,19.508,20.984,55.800,11.8,0.1229,4.339
1084,2014-02-26 12:30:00,308.1,-0.1988,0.0000,1.18,18.224,19.651,21.270,53.200,11.4,0.1237,4.339
1085,2014-02-26 12:35:00,169.4,-0.1988,0.0000,1.18,18.271,19.770,20.579,54.700,11.2,0.1237,4.333
1086,2014-02-26 12:40:00,115.6,-0.1988,0.0000,0.59,18.343,19.841,19.056,56.700,10.3,0.1237,4.333
1087,2014-02-26 12:45:00,105.6,-0.1988,0.0000,1.18,18.390,19.793,18.913,56.900,10.2,0.1229,4.393
1088,2014-02-26 12:50:00,111.9,-0.1988,0.0000,0.59,18.461,19.698,18.842,57.300,10.2,0.1229,4.339
1089,2014-02-26 12:55:00,108.1,-0.1988,0.0000,0.59,18.485,19.603,18.533,57.900,10.1,0.1229,4.333
1090,2014-02-26 13:00:00,131.9,-0.1988,0.0000,0.59,18.509,19.484,18.580,59.200,10.5,0.1224,4.333
1091,2014-02-26 13:05:00,464.4,-0.1988,0.0000,0.59,18.533,19.413,19.270,59.300,11.2,0.1224,4.375
1092,2014-02-26 13:10:00,364.4,-0.1988,0.0000,1.18,18.557,19.436,19.056,58.900,10.9,0.1224,4.351
1093,2014-02-26 13:15:00,623.1,-0.1988,0.0000,1.18,18.557,19.555,19.651,58.800,11.4,0.1224,4.345
1094,2014-02-26 13:20:00,536.9,-0.1988,0.0000,1.18,18.580,19.746,20.579,55.400,11.4,0.1224,4.339
1095,2014-02-26 13:25:00,594.4,-0.1988,0.0000,1.18,18.604,20.031,20.412,56.200,11.4,0.1229,4.339
1096,2014-02-26 13:30:00,443.1,-0.1988,0.0000,1.18,18.652,20.293,20.984,54.600,11.5,0.1229,4.339
1097,2014-02-26 13:35:00,610.6,-0.1988,0.0000,1.18,18.723,20.507,21.127,54.800,11.7,0.1229,4.333
1098,2014-02-26 13:40:00,414.4,-0.1988,0.0000,1.18,18.794,20.793,21.676,54.000,12.0,0.1229,4.442
1099,2014-02-26 13:45:00,373.1,-0.1988,0.0000,1.18,18.889,21.103,21.127,53.700,11.4,0.1229,4.363
1100,2014-02-26 13:50:00,583.1,-0.1988,0.0000,1.76,18.985,21.318,22.345,52.100,12.1,0.1237,4.351
1101,2014-02-26 13:55:00,449.4,-0.1988,0.0000,1.18,19.080,21.485,21.270,51.300,10.8,0.1229,4.345
1102,2014-02-26 14:00:00,536.9,-0.1988,0.0000,1.18,19.175,21.628,21.843,52.200,11.6,0.1237,4.339
1103,2014-02-26 14:05:00,513.1,-0.1988,0.0000,1.18,19.270,21.843,21.151,52.400,11.0,0.1229,4.339
1104,2014-02-26 14:10:00,565.6,-0.1988,0.0000,1.76,19.365,21.963,21.772,52.700,11.7,0.1229,4.333
1105,2014-02-26 14:15:00,363.1,-0.1988,0.0000,1.18,19.436,22.058,22.705,50.600,11.9,0.1237,4.345
1106,2014-02-26 14:20:00,236.9,-0.1988,0.0000,1.18,19.508,22.106,20.722,53.000,10.8,0.1229,4.393
1107,2014-02-26 14:25:00,254.4,-0.1988,0.0000,1.18,19.555,21.987,20.650,54.100,11.1,0.1229,4.357
1108,2014-02-26 14:30:00,348.1,-0.1988,0.0000,1.18,19.603,21.891,20.388,55.500,11.2,0.1229,4.345
1109,2014-02-26 14:35:00,208.1,-0.1988,0.0000,1.18,19.651,21.772,19.960,56.900,11.2,0.1229,4.339
1110,2014-02-26 14:40:00,199.4,-0.1988,0.0000,0.59,19.651,21.652,19.080,59.400,11.0,0.1229,4.339
1111,2014-02-26 14:45:00,234.4,-0.1988,0.0000,0.59,19.674,21.509,18.461,61.900,11.0,0.1224,4.339
1112,2014-02-26 14:50:00,215.6,-0.1988,0.0000,1.18,19.674,21.390,18.937,61.600,11.4,0.1224,4.333
1113,2014-02-26 14:55:00,200.6,-0.1988,0.0000,1.18,19.674,21.246,19.222,61.100,11.6,0.1224,4.333
1114,2014-02-26 15:00:00,286.9,-0.1988,0.0000,0.59,19.674,21.151,18.461,62.600,11.2,0.1224,4.369
1115,2014-02-26 15:05:00,191.9,-0.1988,0.0000,0.59,19.651,21.079,18.985,62.400,11.7,0.1224,4.345
1116,2014-02-26 15:10:00,194.4,-0.1988,0.0000,0.59,19.651,21.008,18.842,62.000,11.4,0.1224,4.339
1117,2014-02-26 15:15:00,274.4,-0.1988,0.0000,0.59,19.627,20.936,18.033,62.900,10.9,0.1224,4.339
1118,2014-02-26 15:20:00,140.6,-0.1988,0.0000,0.59,19.603,20.841,18.295,63.200,11.2,0.1219,4.339
1119,2014-02-26 15:25:00,98.1,-0.1988,0.0000,0.59,19.603,20.770,18.033,63.200,10.9,0.1219,4.339
1120,2014-02-26 15:30:00,118.1,-0.1988,0.0000,0.59,19.579,20.650,17.843,64.200,11.0,0.1214,4.333
1121,2014-02-26 15:35:00,111.9,-0.1988,0.0000,0.59,19.555,20.507,17.915,64.500,11.1,0.1219,4.369
1122,2014-02-26 15:40:00,106.9,-0.1988,0.0000,0.59,19.532,20.412,17.962,64.700,11.2,0.1219,4.339
1123,2014-02-26 15:45:00,81.9,-0.1988,0.0000,0.59,19.508,20.317,17.843,65.100,11.2,0.1214,4.339
1124,2014-02-26 15:50:00,90.6,-0.1988,0.0000,0.59,19.484,20.222,17.510,65.200,10.9,0.1214,4.339
1125,2014-02-26 15:55:00,129.4,-0.1988,0.0000,0.59,19.460,20.126,17.558,65.700,11.1,0.1214,4.333
1126,2014-02-26 16:00:00,140.6,-0.1988,0.0000,0.59,19.436,20.031,17.629,66.400,11.3,0.1214,4.351
1127,2014-02-26 16:05:00,125.6,-0.1988,0.0000,0.59,19.413,19.984,17.843,65.200,11.2,0.1214,4.345
1128,2014-02-26 16:10:00,73.1,-0.1988,0.0000,0.59,19.365,19.960,17.986,65.100,11.4,0.1214,4.339
1129,2014-02-26 16:15:00,81.9,-0.1988,0.0000,0.59,19.365,19.912,17.701,65.500,11.2,0.1209,4.339
1130,2014-02-26 16:20:00,64.4,-0.1988,0.0000,0.59,19.341,19.841,17.748,65.600,11.2,0.1214,4.339
1131,2014-02-26 16:25:00,71.9,-0.1988,0.0000,0.59,19.318,19.793,17.510,66.300,11.2,0.1214,4.333
1132,2014-02-26 16:30:00,69.4,-0.1988,0.0000,0.59,19.294,19.722,17.534,66.400,11.2,0.1209,4.339
1133,2014-02-26 16:35:00,93.1,-0.1988,0.0000,0.59,19.270,19.651,17.772,66.400,11.4,0.1214,4.339
1134,2014-02-26 16:40:00,73.1,-0.1988,0.0000,0.59,19.246,19.603,17.843,66.100,11.4,0.1209,4.339
1135,2014-02-26 16:45:00,45.6,-0.1988,0.0000,0.59,19.222,19.555,17.629,66.000,11.2,0.1209,4.333
1136,2014-02-26 16:50:00,29.4,-0.1988,0.0000,0.00,19.199,19.484,17.249,66.700,11.0,0.1209,4.345
1137,2014-02-26 16:55:00,25.6,-0.1988,0.0000,0.00,19.175,19.413,17.011,67.400,10.9,0.1209,4.339
1138,2014-02-26 17:00:00,19.4,-0.1988,0.0000,0.59,19.151,19.318,16.963,67.600,10.9,0.1209,4.339
1139,2014-02-26 17:05:00,20.6,-0.1988,0.0000,0.59,19.127,19.222,16.701,68.600,10.9,0.1209,4.333
1140,2014-02-26 17:10:00,18.1,-0.1988,0.0000,0.59,19.103,19.127,16.654,69.600,11.1,0.1204,4.339
1141,2014-02-26 17:15:00,14.4,-0.1988,0.0000,0.59,19.080,19.032,16.630,69.900,11.1,0.1204,4.345
1142,2014-02-26 17:20:00,11.9,-0.1988,0.0000,0.59,19.032,18.961,16.725,70.000,11.2,0.1204,4.339
1143,2014-02-26 17:25:00,8.1,-0.1988,0.0000,0.59,19.008,18.889,16.534,71.000,11.3,0.1204,4.333
1144,2014-02-26 17:30:00,3.1,-0.1988,0.0000,0.59,18.985,18.842,16.606,71.200,11.4,0.1199,4.333
1145,2014-02-26 17:35:00,0.6,-0.1988,0.0000,0.59,18.937,18.794,16.582,71.300,11.4,0.1199,4.333
1146,2014-02-26 17:40:00,0.6,-0.1988,0.0000,0.59,18.913,18.747,16.511,71.600,11.4,0.1204,4.333
1147,2014-02-26 17:45:00,0.6,-0.1988,0.0000,0.59,18.889,18.699,16.415,72.100,11.4,0.1204,4.333
1148,2014-02-26 17:50:00,0.6,-0.1988,0.0000,0.59,18.842,18.652,16.415,72.400,11.5,0.1199,4.327
1149,2014-02-26 17:55:00,0.6,-0.1988,0.0000,0.59,18.842,18.628,16.415,72.600,11.5,0.1199,4.327
1150,2014-02-26 18:00:00,0.6,-0.1988,0.0000,0.59,18.818,18.580,16.368,72.900,11.5,0.1199,4.345
1151,2014-02-26 18:05:00,0.6,-0.1988,0.0000,0.59,18.794,18.533,16.392,73.100,11.6,0.1199,4.327
1152,2014-02-26 18:10:00,0.6,-0.1988,0.0000,0.59,18.771,18.509,16.392,73.100,11.6,0.1199,4.321
1153,2014-02-26 18:15:00,0.6,-0.1988,0.0000,0.59,18.747,18.485,16.344,73.300,11.6,0.1199,4.321
1154,2014-02-26 18:20:00,0.6,-0.1988,0.0000,0.59,18.723,18.438,16.296,73.800,11.6,0.1199,4.321
1155,2014-02-26 18:25:00,0.6,-0.1988,0.0000,0.59,18.699,18.414,16.344,73.700,11.7,0.1199,4.321
1156,2014-02-26 18:30:00,0.6,-0.1988,0.0000,0.59,18.699,18.390,16.177,73.900,11.5,0.1199,4.321
1157,2014-02-26 18:35:00,0.6,-0.1988,0.0000,0.59,18.652,18.343,16.177,74.100,11.6,0.1199,4.321
1158,2014-02-26 18:40:00,0.6,-0.1988,0.0000,0.59,18.652,18.319,16.153,74.300,11.6,0.1199,4.321
1159,2014-02-26 18:45:00,0.6,-0.1988,0.0000,0.59,18.628,18.295,16.177,74.200,11.6,0.1194,4.351
1160,2014-02-26 18:50:00,0.6,-0.1988,0.0000,0.59,18.604,18.271,16.153,74.300,11.6,0.1194,4.321
1161,2014-02-26 18:55:00,0.6,-0.1988,0.0000,0.59,18.604,18.247,16.153,74.200,11.6,0.1194,4.321
1162,2014-02-26 19:00:00,0.6,-0.1988,0.0000,0.59,18.580,18.224,16.106,74.300,11.5,0.1199,4.321
1163,2014-02-26 19:05:00,0.6,-0.1988,0.0000,1.76,18.557,18.176,16.106,74.400,11.6,0.1199,4.321
1164,2014-02-26 19:10:00,0.6,-0.1988,0.0000,4.12,18.557,18.152,16.034,74.900,11.6,0.1194,4.321
1165,2014-02-26 19:15:00,0.6,-0.1988,0.0000,1.18,18.533,18.152,16.010,75.100,11.6,0.1199,4.321
1166,2014-02-26 19:20:00,0.6,-0.1988,0.0000,1.18,18.509,18.129,16.106,74.900,11.7,0.1199,4.321
1167,2014-02-26 19:25:00,0.6,-0.1988,0.0000,1.18,18.509,18.105,16.201,74.500,11.7,0.1194,4.321
1168,2014-02-26 19:30:00,0.6,-0.1988,0.0000,1.18,18.485,18.081,16.225,74.600,11.7,0.1194,4.321
1169,2014-02-26 19:35:00,0.6,-0.1988,0.0000,1.18,18.461,18.057,16.153,74.800,11.7,0.1194,4.321
1170,2014-02-26 19:40:00,0.6,-0.1988,0.0000,1.18,18.461,18.057,16.201,74.800,11.7,0.1194,4.321
1171,2014-02-26 19:45:00,0.6,-0.1988,0.0000,1.18,18.438,18.033,16.201,74.900,11.8,0.1194,4.321
1172,2014-02-26 19:50:00,0.6,-0.1988,0.0000,77.65,18.414,18.010,16.177,75.200,11.8,0.1194,4.321
1173,2014-02-26 19:55:00,0.6,-0.1988,0.0000,100.00,18.414,18.010,16.034,76.300,11.9,0.1204,4.321
1174,2014-02-26 20:00:00,0.6,-0.1988,0.0000,100.00,18.414,17.986,15.939,77.400,12.0,0.1204,4.321
1175,2014-02-26 20:05:00,0.6,-0.1988,0.0000,100.00,18.390,17.986,15.748,78.600,12.1,0.1204,4.321
