"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10214684, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214684, SEN S/N: 10200844)","Current, mA (LGR S/N: 10214684, SEN S/N: 10200844)","Wetness, % (LGR S/N: 10214684, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10213739, LBL: 10213739)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10222768, LBL: 10222768)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10359305)","RH, % (LGR S/N: 10214684, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214684, SEN S/N: 10359305)","Water Content, m³/m³ (LGR S/N: 10214684, SEN S/N: 10465840)","Batt, V (LGR S/N: 10214684)"
1,2014-02-22 18:15:00,0.6,-0.1988,0.0000,1.18,18.913,18.580,16.106,74.200,11.5,0.1307,4.291
2,2014-02-22 18:20:00,0.6,-0.1988,0.0000,0.59,18.937,18.557,16.058,74.900,11.6,0.1297,4.255
3,2014-02-22 18:25:00,0.6,-0.1988,0.0000,1.18,18.913,18.509,15.963,75.500,11.7,0.1297,4.267
4,2014-02-22 18:30:00,0.6,-0.1988,0.0000,1.18,18.889,18.461,15.867,75.800,11.6,0.1297,4.267
5,2014-02-22 18:35:00,0.6,-0.1988,0.0000,1.18,18.866,18.366,15.796,76.300,11.7,0.1297,4.267
6,2014-02-22 18:40:00,0.6,-0.1988,0.0000,1.18,18.842,18.295,15.629,76.600,11.5,0.1290,4.267
7,2014-02-22 18:45:00,0.6,-0.1988,0.0000,1.76,18.818,18.224,15.485,77.200,11.5,0.1290,4.267
8,2014-02-22 18:50:00,0.6,-0.1988,0.0000,1.76,18.794,18.152,15.533,77.700,11.7,0.1297,4.267
9,2014-02-22 18:55:00,0.6,-0.1988,0.0000,1.76,18.771,18.105,15.461,77.700,11.6,0.1290,4.267
10,2014-02-22 19:00:00,0.6,-0.1988,0.0000,1.76,18.747,18.033,15.390,78.100,11.6,0.1290,4.267
11,2014-02-22 19:05:00,0.6,-0.1988,0.0000,2.35,18.699,17.986,15.247,78.100,11.5,0.1290,4.267
12,2014-02-22 19:10:00,0.6,-0.1988,0.0000,1.76,18.675,17.938,15.247,78.600,11.6,0.1290,4.267
13,2014-02-22 19:15:00,0.6,-0.1988,0.0000,2.94,18.652,17.867,15.079,79.300,11.5,0.1290,4.267
14,2014-02-22 19:20:00,0.6,-0.1988,0.0000,2.94,18.628,17.819,14.984,79.600,11.5,0.1290,4.267
15,2014-02-22 19:25:00,0.6,-0.1988,0.0000,2.94,18.580,17.772,14.912,79.900,11.5,0.1290,4.267
16,2014-02-22 19:30:00,0.6,-0.1988,0.0000,3.53,18.557,17.724,14.888,80.600,11.6,0.1290,4.267
17,2014-02-22 19:35:00,0.6,-0.1988,0.0000,2.94,18.533,17.677,14.936,80.500,11.6,0.1285,4.267
18,2014-02-22 19:40:00,0.6,-0.1988,0.0000,2.94,18.509,17.629,15.008,80.100,11.6,0.1281,4.267
19,2014-02-22 19:45:00,0.6,-0.1988,0.0000,3.53,18.485,17.582,14.936,80.200,11.6,0.1285,4.267
20,2014-02-22 19:50:00,0.6,-0.1988,0.0000,3.53,18.461,17.534,14.864,80.300,11.5,0.1290,4.267
21,2014-02-22 19:55:00,0.6,-0.1988,0.0000,3.53,18.438,17.486,14.792,80.700,11.5,0.1285,4.267
22,2014-02-22 20:00:00,0.6,-0.1988,0.0000,3.53,18.414,17.463,14.768,80.700,11.5,0.1285,4.267
23,2014-02-22 20:05:00,0.6,-0.1988,0.0000,4.12,18.366,17.415,14.816,81.400,11.7,0.1285,4.267
24,2014-02-22 20:10:00,0.6,-0.1988,0.0000,4.71,18.343,17.368,14.792,81.500,11.7,0.1285,4.267
25,2014-02-22 20:15:00,0.6,-0.1988,0.0000,11.18,18.319,17.344,14.721,81.900,11.7,0.1285,4.267
26,2014-02-22 20:20:00,0.6,-0.1988,0.0000,11.76,18.295,17.296,14.673,82.500,11.7,0.1281,4.267
27,2014-02-22 20:25:00,0.6,-0.1988,0.0000,20.00,18.271,17.272,14.457,82.800,11.6,0.1281,4.267
28,2014-02-22 20:30:00,0.6,-0.1988,0.0000,37.65,18.271,17.249,14.290,83.500,11.5,0.1285,4.267
29,2014-02-22 20:35:00,0.6,-0.1988,0.0000,51.18,18.247,17.201,14.170,84.300,11.6,0.1285,4.267
30,2014-02-22 20:40:00,0.6,-0.1988,0.0000,52.94,18.224,17.177,14.050,84.800,11.5,0.1281,4.267
31,2014-02-22 20:45:00,0.6,-0.1988,0.0000,71.76,18.176,17.153,13.978,85.300,11.6,0.1285,4.267
32,2014-02-22 20:50:00,0.6,-0.1988,0.0000,72.35,18.176,17.106,13.906,85.800,11.6,0.1285,4.267
33,2014-02-22 20:55:00,0.6,-0.1988,0.0000,80.59,18.152,17.082,13.906,86.200,11.7,0.1285,4.267
34,2014-02-22 21:00:00,0.6,-0.1988,0.0000,72.94,18.129,17.034,14.002,86.700,11.8,0.1281,4.267
35,2014-02-22 21:05:00,0.6,-0.1988,0.0000,71.18,18.105,17.011,14.170,86.600,12.0,0.1281,4.267
36,2014-02-22 21:10:00,0.6,-0.1988,0.0000,71.76,18.081,16.987,14.170,86.400,11.9,0.1285,4.267
37,2014-02-22 21:15:00,0.6,-0.1988,0.0000,74.12,18.057,16.963,14.050,86.200,11.8,0.1285,4.267
38,2014-02-22 21:20:00,0.6,-0.1988,0.0000,84.12,18.033,16.939,13.954,86.400,11.7,0.1281,4.267
39,2014-02-22 21:25:00,0.6,-0.1988,0.0000,82.94,18.033,16.892,13.762,86.500,11.6,0.1281,4.267
40,2014-02-22 21:30:00,0.6,-0.1988,0.0000,84.71,18.010,16.868,13.690,86.800,11.5,0.1285,4.267
41,2014-02-22 21:35:00,0.6,-0.1988,0.0000,85.88,17.986,16.844,13.594,87.100,11.5,0.1285,4.267
42,2014-02-22 21:40:00,0.6,-0.1988,0.0000,88.82,17.962,16.796,13.473,87.300,11.4,0.1281,4.267
43,2014-02-22 21:45:00,0.6,-0.2039,0.0000,90.00,17.938,16.773,13.497,87.600,11.5,0.1285,4.267
44,2014-02-22 21:50:00,0.6,-0.1988,0.0000,90.00,17.915,16.749,13.425,87.800,11.5,0.1285,4.267
45,2014-02-22 21:55:00,0.6,-0.1988,0.0000,95.88,17.891,16.725,13.570,88.600,11.7,0.1285,4.267
46,2014-02-22 22:00:00,0.6,-0.1988,0.0000,93.53,17.891,16.677,13.401,88.500,11.6,0.1281,4.267
47,2014-02-22 22:05:00,0.6,-0.1988,0.0000,92.94,17.867,16.654,13.281,88.400,11.4,0.1285,4.267
48,2014-02-22 22:10:00,0.6,-0.1988,0.0000,90.00,17.843,16.630,13.137,88.600,11.3,0.1285,4.267
49,2014-02-22 22:15:00,0.6,-0.1988,0.0000,83.53,17.819,16.606,13.040,88.400,11.2,0.1285,4.267
50,2014-02-22 22:20:00,0.6,-0.1988,0.0000,81.76,17.796,16.582,12.992,88.100,11.1,0.1281,4.267
51,2014-02-22 22:25:00,0.6,-0.1988,0.0000,82.35,17.796,16.534,12.968,88.400,11.1,0.1285,4.267
52,2014-02-22 22:30:00,0.6,-0.1988,0.0000,82.35,17.772,16.511,12.896,88.100,11.0,0.1285,4.267
53,2014-02-22 22:35:00,0.6,-0.1988,0.0000,82.94,17.748,16.487,12.920,88.100,11.0,0.1285,4.267
54,2014-02-22 22:40:00,0.6,-0.1988,0.0000,87.06,17.724,16.439,12.847,88.300,11.0,0.1281,4.267
55,2014-02-22 22:45:00,0.6,-0.1988,0.0000,80.00,17.701,16.415,12.896,88.300,11.0,0.1285,4.267
56,2014-02-22 22:50:00,0.6,-0.1988,0.0000,85.29,17.701,16.392,12.727,88.300,10.9,0.1285,4.267
57,2014-02-22 22:55:00,0.6,-0.1988,0.0000,83.53,17.677,16.344,12.582,88.300,10.7,0.1285,4.267
58,2014-02-22 23:00:00,0.6,-0.1988,0.0000,88.24,17.653,16.320,12.582,88.700,10.8,0.1285,4.267
59,2014-02-22 23:05:00,0.6,-0.1988,0.0000,94.12,17.629,16.296,12.485,88.800,10.7,0.1285,4.267
60,2014-02-22 23:10:00,0.6,-0.1988,0.0000,100.00,17.605,16.272,12.413,89.400,10.7,0.1285,4.267
61,2014-02-22 23:15:00,0.6,-0.1988,0.0000,100.00,17.605,16.225,12.147,90.500,10.7,0.1285,4.267
62,2014-02-22 23:20:00,0.6,-0.1988,0.0000,100.00,17.582,16.201,12.074,91.000,10.7,0.1285,4.267
63,2014-02-22 23:25:00,0.6,-0.1988,0.0000,100.00,17.558,16.177,11.977,91.500,10.6,0.1285,4.267
64,2014-02-22 23:30:00,0.6,-0.1988,0.0000,100.00,17.534,16.153,11.977,91.800,10.7,0.1285,4.267
65,2014-02-22 23:35:00,0.6,-0.1988,0.0000,100.00,17.510,16.153,11.977,92.000,10.7,0.1290,4.267
66,2014-02-22 23:40:00,0.6,-0.1988,0.0000,100.00,17.486,16.129,11.929,92.400,10.7,0.1285,4.267
67,2014-02-22 23:45:00,0.6,-0.1988,0.0000,100.00,17.486,16.106,11.807,92.400,10.6,0.1285,4.267
68,2014-02-22 23:50:00,0.6,-0.1988,0.0000,100.00,17.463,16.082,11.710,92.700,10.6,0.1290,4.267
69,2014-02-22 23:55:00,0.6,-0.1988,0.0000,100.00,17.439,16.058,11.662,92.800,10.5,0.1290,4.267
70,2014-02-23 00:00:00,0.6,-0.1988,0.0000,100.00,17.439,16.034,11.613,93.000,10.5,0.1285,4.267
71,2014-02-23 00:05:00,0.6,-0.1988,0.0000,100.00,17.415,16.010,11.565,92.900,10.5,0.1285,4.267
72,2014-02-23 00:10:00,0.6,-0.2039,0.0000,100.00,17.391,15.986,11.492,93.100,10.4,0.1290,4.267
73,2014-02-23 00:15:00,0.6,-0.1988,0.0000,100.00,17.368,15.963,11.443,93.200,10.4,0.1290,4.267
74,2014-02-23 00:20:00,0.6,-0.1988,0.0000,100.00,17.368,15.939,11.394,93.200,10.3,0.1285,4.267
75,2014-02-23 00:25:00,0.6,-0.1988,0.0000,100.00,17.320,15.915,11.224,93.200,10.2,0.1285,4.303
76,2014-02-23 00:30:00,0.6,-0.1988,0.0000,100.00,17.320,15.891,11.102,93.300,10.1,0.1285,4.267
77,2014-02-23 00:35:00,0.6,-0.1988,0.0000,100.00,17.320,15.867,11.005,93.600,10.0,0.1290,4.267
78,2014-02-23 00:40:00,0.6,-0.1988,0.0000,100.00,17.296,15.843,10.907,93.700,9.9,0.1285,4.267
79,2014-02-23 00:45:00,0.6,-0.1988,0.0000,100.00,17.272,15.819,10.834,93.800,9.9,0.1285,4.267
80,2014-02-23 00:50:00,0.6,-0.1988,0.0000,100.00,17.249,15.772,10.956,93.800,10.0,0.1290,4.267
81,2014-02-23 00:55:00,0.6,-0.2039,0.0000,100.00,17.225,15.748,10.810,93.800,9.9,0.1290,4.267
82,2014-02-23 01:00:00,0.6,-0.1988,0.0000,100.00,17.225,15.700,10.834,94.000,9.9,0.1285,4.267
83,2014-02-23 01:05:00,0.6,-0.1988,0.0000,100.00,17.201,15.676,10.834,94.100,9.9,0.1290,4.267
84,2014-02-23 01:10:00,0.6,-0.1988,0.0000,100.00,17.177,15.652,10.712,94.200,9.8,0.1290,4.291
85,2014-02-23 01:15:00,0.6,-0.1988,0.0000,100.00,17.153,15.605,10.687,94.200,9.8,0.1290,4.267
86,2014-02-23 01:20:00,0.6,-0.1988,0.0000,100.00,17.130,15.581,10.638,94.300,9.8,0.1285,4.267
87,2014-02-23 01:25:00,0.6,-0.1988,0.0000,100.00,17.130,15.557,10.565,94.300,9.7,0.1290,4.267
88,2014-02-23 01:30:00,0.6,-0.1988,0.0000,100.00,17.106,15.533,10.614,94.400,9.8,0.1290,4.267
89,2014-02-23 01:35:00,0.6,-0.1988,0.0000,100.00,17.082,15.485,10.907,94.600,10.1,0.1290,4.267
90,2014-02-23 01:40:00,0.6,-0.2039,0.0000,100.00,17.058,15.485,11.078,94.600,10.3,0.1285,4.267
91,2014-02-23 01:45:00,0.6,-0.1988,0.0000,100.00,17.058,15.485,11.127,94.600,10.3,0.1290,4.267
92,2014-02-23 01:50:00,0.6,-0.1988,0.0000,100.00,17.034,15.485,11.127,94.700,10.3,0.1290,4.267
93,2014-02-23 01:55:00,0.6,-0.1988,0.0000,100.00,17.011,15.509,11.102,94.800,10.3,0.1297,4.267
94,2014-02-23 02:00:00,0.6,-0.1988,0.0000,100.00,17.011,15.509,11.175,94.900,10.4,0.1290,4.267
95,2014-02-23 02:05:00,0.6,-0.1988,0.0000,100.00,16.987,15.533,11.273,95.000,10.5,0.1297,4.267
96,2014-02-23 02:10:00,0.6,-0.2039,0.0000,100.00,16.987,15.533,11.467,95.000,10.7,0.1297,4.267
97,2014-02-23 02:15:00,0.6,-0.1988,0.0000,100.00,16.963,15.557,11.540,95.000,10.8,0.1297,4.267
98,2014-02-23 02:20:00,0.6,-0.2039,0.0000,100.00,16.963,15.581,11.613,95.100,10.9,0.1290,4.267
99,2014-02-23 02:25:00,0.6,-0.2039,0.0000,100.00,16.939,15.581,11.613,95.200,10.9,0.1297,4.267
100,2014-02-23 02:30:00,0.6,-0.1988,0.0000,100.00,16.939,15.605,11.613,95.200,10.9,0.1297,4.267
101,2014-02-23 02:35:00,0.6,-0.1988,0.0000,100.00,16.939,15.605,11.565,95.200,10.8,0.1297,4.267
102,2014-02-23 02:40:00,0.6,-0.1988,0.0000,100.00,16.939,15.605,11.565,95.200,10.8,0.1297,4.291
103,2014-02-23 02:45:00,0.6,-0.1988,0.0000,100.00,16.939,15.629,11.613,95.300,10.9,0.1302,4.267
104,2014-02-23 02:50:00,0.6,-0.1988,0.0000,100.00,16.939,15.629,11.662,95.500,11.0,0.1302,4.267
105,2014-02-23 02:55:00,0.6,-0.1988,0.0000,100.00,16.939,15.629,11.783,95.500,11.1,0.1302,4.267
106,2014-02-23 03:00:00,0.6,-0.2039,0.0000,100.00,16.915,15.629,11.734,95.600,11.1,0.1297,4.267
107,2014-02-23 03:05:00,0.6,-0.1988,0.0000,100.00,16.915,15.629,11.807,95.600,11.1,0.1302,4.267
108,2014-02-23 03:10:00,0.6,-0.1988,0.0000,100.00,16.915,15.652,11.832,95.600,11.2,0.1302,4.267
109,2014-02-23 03:15:00,0.6,-0.1988,0.0000,100.00,16.915,15.652,11.807,95.600,11.1,0.1302,4.267
110,2014-02-23 03:20:00,0.6,-0.1988,0.0000,100.00,16.915,15.652,11.710,95.700,11.1,0.1302,4.267
111,2014-02-23 03:25:00,0.6,-0.1988,0.0000,100.00,16.892,15.676,11.734,95.800,11.1,0.1302,4.279
112,2014-02-23 03:30:00,0.6,-0.1988,0.0000,100.00,16.892,15.676,11.613,95.800,11.0,0.1302,4.267
113,2014-02-23 03:35:00,0.6,-0.1988,0.0000,100.00,16.892,15.676,11.540,95.800,10.9,0.1307,4.267
114,2014-02-23 03:40:00,0.6,-0.1988,0.0000,100.00,16.892,15.676,11.467,95.900,10.8,0.1302,4.267
115,2014-02-23 03:45:00,0.6,-0.1988,0.0000,100.00,16.892,15.676,11.540,96.000,10.9,0.1307,4.267
116,2014-02-23 03:50:00,0.6,-0.1988,0.0000,100.00,16.892,15.652,11.540,96.000,10.9,0.1307,4.267
117,2014-02-23 03:55:00,0.6,-0.2039,0.0000,100.00,16.892,15.652,11.565,95.900,10.9,0.1307,4.267
118,2014-02-23 04:00:00,0.6,-0.1988,0.0000,100.00,16.868,15.652,11.492,96.000,10.9,0.1302,4.267
119,2014-02-23 04:05:00,0.6,-0.1988,0.0000,100.00,16.868,15.652,11.419,96.000,10.8,0.1307,4.267
120,2014-02-23 04:10:00,0.6,-0.2039,0.0000,100.00,16.868,15.652,11.443,96.100,10.9,0.1307,4.267
121,2014-02-23 04:15:00,0.6,-0.1988,0.0000,100.00,16.868,15.629,11.467,96.100,10.9,0.1307,4.267
122,2014-02-23 04:20:00,0.6,-0.1988,0.0000,100.00,16.844,15.629,11.565,96.100,11.0,0.1302,4.267
123,2014-02-23 04:25:00,0.6,-0.1988,0.0000,100.00,16.844,15.629,11.637,96.100,11.0,0.1307,4.267
124,2014-02-23 04:30:00,0.6,-0.1988,0.0000,100.00,16.844,15.629,11.467,96.100,10.9,0.1307,4.267
125,2014-02-23 04:35:00,0.6,-0.1988,0.0000,100.00,16.844,15.629,11.467,96.200,10.9,0.1307,4.267
126,2014-02-23 04:40:00,0.6,-0.1988,0.0000,100.00,16.844,15.629,11.443,96.200,10.9,0.1302,4.267
127,2014-02-23 04:45:00,0.6,-0.1988,0.0000,100.00,16.820,15.629,11.394,96.200,10.8,0.1307,4.267
128,2014-02-23 04:50:00,0.6,-0.2039,0.0000,100.00,16.820,15.605,11.321,96.200,10.8,0.1307,4.267
129,2014-02-23 04:55:00,0.6,-0.1988,0.0000,100.00,16.820,15.581,11.297,96.100,10.7,0.1307,4.267
130,2014-02-23 05:00:00,0.6,-0.1988,0.0000,100.00,16.796,15.557,11.297,96.200,10.7,0.1307,4.267
131,2014-02-23 05:05:00,0.6,-0.1988,0.0000,100.00,16.796,15.557,11.297,96.200,10.7,0.1307,4.267
132,2014-02-23 05:10:00,0.6,-0.1988,0.0000,100.00,16.796,15.533,11.297,96.300,10.7,0.1307,4.267
133,2014-02-23 05:15:00,0.6,-0.1988,0.0000,100.00,16.796,15.533,11.248,96.300,10.7,0.1312,4.267
134,2014-02-23 05:20:00,0.6,-0.1988,0.0000,100.00,16.773,15.509,11.248,96.400,10.7,0.1307,4.267
135,2014-02-23 05:25:00,0.6,-0.1988,0.0000,100.00,16.749,15.509,11.224,96.400,10.7,0.1307,4.267
136,2014-02-23 05:30:00,0.6,-0.1988,0.0000,100.00,16.749,15.485,11.248,96.400,10.7,0.1307,4.267
137,2014-02-23 05:35:00,0.6,-0.1988,0.0000,100.00,16.749,15.485,11.175,96.400,10.6,0.1307,4.267
138,2014-02-23 05:40:00,0.6,-0.1988,0.0000,100.00,16.749,15.461,11.102,96.400,10.6,0.1307,4.267
139,2014-02-23 05:45:00,0.6,-0.1988,0.0000,100.00,16.749,15.461,10.980,96.400,10.4,0.1307,4.267
140,2014-02-23 05:50:00,0.6,-0.1988,0.0000,100.00,16.725,15.461,10.956,96.500,10.4,0.1307,4.267
141,2014-02-23 05:55:00,0.6,-0.2039,0.0000,100.00,16.725,15.438,11.029,96.500,10.5,0.1312,4.267
142,2014-02-23 06:00:00,0.6,-0.1988,0.0000,100.00,16.701,15.438,10.956,96.500,10.4,0.1307,4.267
143,2014-02-23 06:05:00,0.6,-0.1988,0.0000,100.00,16.701,15.414,10.907,96.600,10.4,0.1307,4.267
144,2014-02-23 06:10:00,0.6,-0.1988,0.0000,100.00,16.701,15.414,10.956,96.500,10.4,0.1312,4.267
145,2014-02-23 06:15:00,0.6,-0.1988,0.0000,100.00,16.677,15.390,10.810,96.500,10.3,0.1312,4.267
146,2014-02-23 06:20:00,0.6,-0.1988,0.0000,100.00,16.677,15.390,10.736,96.600,10.2,0.1307,4.267
147,2014-02-23 06:25:00,0.6,-0.1988,0.0000,100.00,16.654,15.366,10.736,96.700,10.2,0.1307,4.267
148,2014-02-23 06:30:00,1.9,-0.1988,0.0000,100.00,16.654,15.366,10.834,96.600,10.3,0.1312,4.267
149,2014-02-23 06:35:00,3.1,-0.1988,0.0000,100.00,16.654,15.342,10.712,96.700,10.2,0.1312,4.267
150,2014-02-23 06:40:00,5.6,-0.1988,0.0000,100.00,16.654,15.342,10.663,96.700,10.2,0.1312,4.267
151,2014-02-23 06:45:00,6.9,-0.2039,0.0000,100.00,16.630,15.318,10.687,96.700,10.2,0.1312,4.267
152,2014-02-23 06:50:00,10.6,-0.1988,0.0000,100.00,16.630,15.294,10.638,96.700,10.1,0.1312,4.267
153,2014-02-23 06:55:00,10.6,-0.1988,0.0000,100.00,16.606,15.294,10.565,96.700,10.1,0.1312,4.267
154,2014-02-23 07:00:00,19.4,-0.1988,0.0000,100.00,16.606,15.270,10.590,96.800,10.1,0.1307,4.273
155,2014-02-23 07:05:00,16.9,-0.1988,0.0000,100.00,16.606,15.270,10.614,96.800,10.1,0.1312,4.285
156,2014-02-23 07:10:00,28.1,-0.2039,0.0000,100.00,16.582,15.270,10.443,96.900,10.0,0.1312,4.291
157,2014-02-23 07:15:00,28.1,-0.1988,0.0000,100.00,16.582,15.247,10.492,96.900,10.0,0.1312,4.297
158,2014-02-23 07:20:00,36.9,-0.1988,0.0000,100.00,16.558,15.223,10.516,96.900,10.1,0.1312,4.315
159,2014-02-23 07:25:00,29.4,-0.1988,0.0000,100.00,16.558,15.223,10.467,97.000,10.0,0.1317,4.321
160,2014-02-23 07:30:00,34.4,-0.1988,0.0000,100.00,16.558,15.223,10.492,96.900,10.0,0.1317,4.333
161,2014-02-23 07:35:00,41.9,-0.2039,0.0000,100.00,16.558,15.223,10.443,96.900,10.0,0.1317,4.339
162,2014-02-23 07:40:00,53.1,-0.1988,0.0000,100.00,16.534,15.223,10.785,97.000,10.3,0.1317,4.363
163,2014-02-23 07:45:00,63.1,-0.1988,0.0000,100.00,16.534,15.223,10.761,97.000,10.3,0.1317,4.357
164,2014-02-23 07:50:00,73.1,-0.1988,0.0000,100.00,16.511,15.247,10.810,96.900,10.3,0.1317,4.339
165,2014-02-23 07:55:00,65.6,-0.2039,0.0000,100.00,16.511,15.270,10.541,97.000,10.1,0.1317,4.333
166,2014-02-23 08:00:00,60.6,-0.1988,0.0000,100.00,16.511,15.294,10.761,97.000,10.3,0.1317,4.327
167,2014-02-23 08:05:00,79.4,-0.1988,0.0000,100.00,16.511,15.318,10.687,97.000,10.2,0.1317,4.393
168,2014-02-23 08:10:00,83.1,-0.1988,0.0000,98.24,16.511,15.342,10.834,97.100,10.4,0.1317,4.357
169,2014-02-23 08:15:00,81.9,-0.1988,0.0000,84.12,16.511,15.366,11.102,97.000,10.7,0.1321,4.345
170,2014-02-23 08:20:00,61.9,-0.2039,0.0000,81.18,16.511,15.390,10.883,97.200,10.5,0.1317,4.339
171,2014-02-23 08:25:00,60.6,-0.1988,0.0000,77.65,16.511,15.390,11.102,97.000,10.7,0.1317,4.333
172,2014-02-23 08:30:00,74.4,-0.1988,0.0000,72.35,16.511,15.390,11.346,97.000,10.9,0.1321,4.363
173,2014-02-23 08:35:00,69.4,-0.1988,0.0000,65.88,16.511,15.366,11.686,96.800,11.2,0.1321,4.345
174,2014-02-23 08:40:00,69.4,-0.2039,0.0000,59.41,16.511,15.366,11.977,96.600,11.5,0.1317,4.339
175,2014-02-23 08:45:00,73.1,-0.1988,0.0000,52.94,16.511,15.390,12.340,96.100,11.8,0.1321,4.333
176,2014-02-23 08:50:00,70.6,-0.1988,0.0000,35.88,16.511,15.390,12.992,95.800,12.4,0.1317,4.345
177,2014-02-23 08:55:00,71.9,-0.1988,0.0000,24.12,16.511,15.414,13.497,94.500,12.6,0.1317,4.351
178,2014-02-23 09:00:00,73.1,-0.1988,0.0000,17.06,16.511,15.461,14.122,93.500,13.1,0.1317,4.339
179,2014-02-23 09:05:00,70.6,-0.2039,0.0000,12.35,16.511,15.509,13.978,90.700,12.5,0.1321,4.333
180,2014-02-23 09:10:00,69.4,-0.1988,0.0000,8.82,16.534,15.533,14.385,87.600,12.4,0.1321,4.333
181,2014-02-23 09:15:00,70.6,-0.1988,0.0000,7.06,16.534,15.557,14.433,85.200,12.0,0.1321,4.375
182,2014-02-23 09:20:00,73.1,-0.1988,0.0000,5.88,16.534,15.605,14.768,84.400,12.2,0.1317,4.345
183,2014-02-23 09:25:00,441.9,-0.1988,0.0000,4.12,16.558,15.629,15.867,81.800,12.8,0.1321,4.339
184,2014-02-23 09:30:00,449.4,-0.1988,0.0000,3.53,16.558,15.700,16.010,79.600,12.5,0.1317,4.333
185,2014-02-23 09:35:00,464.4,-0.1988,0.0000,2.94,16.558,15.748,16.415,78.900,12.8,0.1317,4.333
186,2014-02-23 09:40:00,484.4,-0.1988,0.0000,2.35,16.582,15.819,16.796,76.000,12.6,0.1317,4.363
187,2014-02-23 09:45:00,491.9,-0.1988,0.0000,1.76,16.606,15.891,17.486,73.300,12.7,0.1317,4.345
188,2014-02-23 09:50:00,504.4,-0.1988,0.0000,1.76,16.630,16.010,17.058,69.900,11.5,0.1317,4.339
189,2014-02-23 09:55:00,508.1,-0.1988,0.0000,1.76,16.654,16.129,17.867,69.600,12.3,0.1317,4.333
190,2014-02-23 10:00:00,529.4,-0.1988,0.0000,1.76,16.701,16.272,19.103,66.800,12.8,0.1317,4.333
191,2014-02-23 10:05:00,525.6,-0.1988,0.0000,1.76,16.725,16.606,19.460,64.400,12.6,0.1317,4.351
192,2014-02-23 10:10:00,536.9,-0.1988,0.0000,1.76,16.796,17.011,18.913,61.700,11.4,0.1321,4.339
193,2014-02-23 10:15:00,544.4,-0.1988,0.0000,1.76,16.868,17.463,19.318,60.300,11.5,0.1321,4.333
194,2014-02-23 10:20:00,553.1,-0.1988,0.0000,1.76,16.939,17.891,19.746,59.100,11.6,0.1321,4.333
195,2014-02-23 10:25:00,566.9,-0.1988,0.0000,1.76,17.034,18.343,19.651,57.500,11.0,0.1326,4.381
196,2014-02-23 10:30:00,571.9,-0.1988,0.0000,1.76,17.153,18.747,20.555,55.400,11.3,0.1326,4.345
197,2014-02-23 10:35:00,575.6,-0.1988,0.0000,1.76,17.272,19.151,20.889,53.600,11.1,0.1326,4.339
198,2014-02-23 10:40:00,580.6,-0.1988,0.0000,1.76,17.368,19.532,21.103,51.900,10.9,0.1326,4.333
199,2014-02-23 10:45:00,590.6,-0.1988,0.0000,1.76,17.510,19.888,22.034,49.800,11.1,0.1326,4.327
200,2014-02-23 10:50:00,593.1,-0.1988,0.0000,1.76,17.629,20.246,21.175,48.600,9.9,0.1326,4.369
201,2014-02-23 10:55:00,595.6,-0.1988,0.0000,1.18,17.748,20.579,20.722,48.400,9.5,0.1331,4.351
202,2014-02-23 11:00:00,608.1,-0.1988,0.0000,1.18,17.891,20.746,22.729,45.500,10.4,0.1326,4.339
203,2014-02-23 11:05:00,605.6,-0.1988,0.0000,1.18,17.986,20.936,22.489,46.500,10.5,0.1331,4.333
204,2014-02-23 11:10:00,616.9,-0.1988,0.0000,1.18,18.129,21.246,23.497,42.900,10.2,0.1331,4.327
205,2014-02-23 11:15:00,616.9,-0.1988,0.0000,1.18,18.224,21.581,23.930,42.100,10.3,0.1331,4.363
206,2014-02-23 11:20:00,618.1,-0.1988,0.0000,1.18,18.366,21.891,24.871,40.600,10.6,0.1331,4.339
207,2014-02-23 11:25:00,621.9,-0.1988,0.0000,1.18,18.461,22.178,24.798,39.200,10.0,0.1331,4.333
208,2014-02-23 11:30:00,625.6,-0.1988,0.0000,0.59,18.604,22.441,23.881,36.300,8.0,0.1331,4.327
209,2014-02-23 11:35:00,633.1,-0.1988,0.0000,1.18,18.723,22.657,24.315,37.500,8.9,0.1331,4.351
210,2014-02-23 11:40:00,640.6,-0.1988,0.0000,1.18,18.842,22.800,25.186,35.400,8.8,0.1331,4.363
211,2014-02-23 11:45:00,638.1,-0.1988,0.0000,1.18,18.937,22.824,24.798,35.300,8.4,0.1331,4.363
212,2014-02-23 11:50:00,634.4,-0.1988,0.0000,1.18,19.032,22.800,25.477,34.100,8.5,0.1331,4.333
213,2014-02-23 11:55:00,623.1,-0.1988,0.0000,1.76,19.103,22.800,24.823,36.500,9.0,0.1331,4.327
214,2014-02-23 12:00:00,626.9,-0.1988,0.0000,1.76,19.175,22.753,25.016,36.500,9.1,0.1331,4.321
215,2014-02-23 12:05:00,629.4,-0.1988,0.0000,1.18,19.222,22.681,24.291,35.100,7.9,0.1326,4.345
216,2014-02-23 12:10:00,635.6,-0.1988,0.0000,1.18,19.270,22.633,22.848,35.200,6.7,0.1321,4.339
