"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10375445, SEN S/N: 10348609)","Current, mA (LGR S/N: 10375445, SEN S/N: 10348609)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10359314)","RH, % (LGR S/N: 10375445, SEN S/N: 10359314)","DewPt, °C (LGR S/N: 10375445, SEN S/N: 10359314)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10365585, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10365593, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10375445, SEN S/N: 10374506)","Wetness, % (LGR S/N: 10375445, SEN S/N: 10374911)","Solar Radiation, W/m² (LGR S/N: 10375445, SEN S/N: 10375648)","Batt, V (LGR S/N: 10375445)"
1,2014-10-31 15:00:03,-0.1988,0.0000,20.674,64.900,13.9,20.460,20.317,0.0297,5.29,26.9,4.315
2,2014-10-31 15:05:03,-0.1988,0.0000,20.722,64.800,13.9,20.460,20.317,0.0297,4.71,49.4,4.345
3,2014-10-31 15:10:03,-0.1988,0.0000,20.889,64.500,14.0,20.460,20.317,0.0297,4.12,35.6,4.363
4,2014-10-31 15:15:03,-0.1988,0.0000,20.960,64.100,13.9,20.460,20.317,0.0297,4.12,34.4,4.345
5,2014-10-31 15:20:03,-0.1988,0.0000,21.008,63.700,13.9,20.460,20.317,0.0297,4.12,41.9,4.339
6,2014-10-31 15:25:03,-0.1988,0.0000,21.032,63.500,13.9,20.460,20.317,0.0297,4.12,28.1,4.333
7,2014-10-31 15:30:03,-0.1988,0.0000,21.032,63.200,13.8,20.460,20.317,0.0297,4.12,26.9,4.333
8,2014-10-31 15:35:03,-0.1988,0.0000,20.913,63.000,13.6,20.460,20.317,0.0297,3.53,36.9,4.351
9,2014-10-31 15:40:03,-0.1988,0.0000,20.817,63.200,13.6,20.460,20.317,0.0297,4.12,20.6,4.351
10,2014-10-31 15:45:03,-0.1988,0.0000,20.770,63.400,13.6,20.460,20.317,0.0297,4.12,23.1,4.339
11,2014-10-31 15:50:03,-0.1988,0.0000,20.698,63.200,13.5,20.460,20.341,0.0297,4.12,21.9,4.333
12,2014-10-31 15:55:03,-0.1988,0.0000,20.698,63.800,13.6,20.460,20.341,0.0297,4.12,18.1,4.333
13,2014-10-31 16:00:03,-0.1988,0.0000,20.555,64.100,13.6,20.460,20.341,0.0297,4.12,16.9,4.333
14,2014-10-31 16:05:03,-0.1988,0.0000,20.507,64.100,13.5,20.460,20.341,0.0297,4.12,19.4,4.339
15,2014-10-31 16:10:03,-0.1988,0.0000,20.650,64.200,13.7,20.436,20.341,0.0297,4.12,30.6,4.345
16,2014-10-31 16:15:03,-0.1988,0.0000,20.746,64.100,13.7,20.436,20.341,0.0297,3.53,28.1,4.351
17,2014-10-31 16:20:03,-0.1988,0.0000,20.817,64.400,13.9,20.436,20.341,0.0297,4.12,28.1,4.339
18,2014-10-31 16:25:03,-0.1988,0.0000,20.746,64.500,13.8,20.412,20.341,0.0297,4.12,29.4,4.333
19,2014-10-31 16:30:03,-0.2039,0.0000,20.698,64.900,13.9,20.412,20.341,0.0297,4.12,33.1,4.333
20,2014-10-31 16:35:03,-0.1988,0.0000,20.746,65.600,14.1,20.412,20.341,0.0306,4.12,31.9,4.351
