Date Time	Temp (°F)  #10359313	RH (%)  #10359313	Voltage (V)  #10363573	Current (mA)  #10363573	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374518	Wetness (%)  #10374912	Solar Radiation (W/m²)  #10378954	Batt (V) c:5
10/06/15 18:00:00.0	71.490	70.500	-0.2039	0.0000	71.577	71.661	-0.2858	3.53	14.4	4.303
10/06/15 18:05:00.0	71.404	70.600	-0.2039	0.0000	71.490	71.577	-0.2858	3.53	11.9	4.315
10/06/15 18:10:00.0	71.146	70.900	-0.2039	0.0000	71.146	71.231	-0.2842	4.12	9.4	4.315
10/06/15 18:15:00.0	70.974	71.300	-0.2039	0.0000	71.017	71.146	-0.2842	4.12	8.1	4.315
10/06/15 18:20:00.0	70.846	71.400	-0.2039	0.0000	70.846	70.930	-0.2842	4.12	5.6	4.315
10/06/15 18:25:00.0	70.630	71.600	-0.2039	0.0000	70.716	70.846	-0.2842	4.12	4.4	4.315
10/06/15 18:30:00.0	70.502	72.000	-0.2039	0.0000	70.543	70.673	-0.2842	4.71	1.9	4.315
10/06/15 18:35:00.0	70.416	72.300	-0.2039	0.0000	70.372	70.502	-0.2858	4.71	0.6	4.321
10/06/15 18:40:00.0	70.243	72.600	-0.2039	0.0000	70.243	70.372	-0.2842	5.29	0.6	4.321
10/06/15 18:45:00.0	70.029	73.000	-0.2039	0.0000	70.029	70.158	-0.2842	5.88	0.6	4.315
10/06/15 18:50:00.0	69.858	73.400	-0.2039	0.0000	69.901	70.029	-0.2842	6.47	0.6	4.315
10/06/15 18:55:00.0	69.814	73.800	-0.2039	0.0000	69.858	69.985	-0.2842	6.47	0.6	4.315
10/06/15 19:00:00.0	69.643	74.000	-0.2039	0.0000	69.685	69.814	-0.2842	7.06	0.6	4.345
10/06/15 19:05:00.0	69.514	74.000	-0.2039	0.0000	69.600	69.728	-0.2858	7.65	0.6	4.315
10/06/15 19:10:00.0	69.514	74.500	-0.2039	0.0000	69.600	69.728	-0.2858	7.06	0.6	4.321
10/06/15 19:15:00.0	69.471	74.400	-0.2039	0.0000	69.427	69.600	-0.2858	7.65	0.6	4.315
10/06/15 19:20:00.0	69.343	74.600	-0.2039	0.0000	69.427	69.557	-0.2858	8.24	0.6	4.315
10/06/15 19:25:00.0	69.256	74.700	-0.2039	0.0000	69.300	69.471	-0.2858	8.82	0.6	4.315
10/06/15 19:30:00.0	69.170	74.800	-0.2039	0.0000	69.256	69.386	-0.2858	8.82	0.6	4.315
10/06/15 19:35:00.0	69.042	74.900	-0.2039	0.0000	68.956	69.170	-0.2858	9.41	0.6	4.315
10/06/15 19:40:00.0	69.170	74.900	-0.2039	0.0000	69.085	69.256	-0.2858	8.82	0.6	4.315
10/06/15 19:45:00.0	69.213	74.800	-0.2039	0.0000	69.042	69.256	-0.2858	8.24	0.6	4.315
10/06/15 19:50:00.0	69.170	74.600	-0.2039	0.0000	69.042	69.213	-0.2858	8.82	0.6	4.315
10/06/15 19:55:00.0	68.871	74.400	-0.2039	0.0000	68.828	68.956	-0.2858	8.24	0.6	4.315
10/06/15 20:00:00.0	68.785	74.200	-0.2039	0.0000	68.698	68.871	-0.2858	8.24	0.6	4.315
10/06/15 20:05:00.0	68.828	74.400	-0.2039	0.0000	68.527	68.657	-0.2858	8.24	0.6	4.315
10/06/15 20:10:00.0	68.828	74.500	-0.2039	0.0000	68.484	68.614	-0.2858	8.24	0.6	4.315
10/06/15 20:15:00.0	68.698	74.200	-0.2039	0.0000	68.270	68.400	-0.2858	7.65	0.6	4.333
10/06/15 20:20:00.0	68.571	74.200	-0.2039	0.0000	68.099	68.270	-0.2858	7.65	0.6	4.315
10/06/15 20:25:00.0	68.657	74.300	-0.2039	0.0000	68.270	68.443	-0.2858	8.24	0.6	4.315
10/06/15 20:30:00.0	68.871	74.500	-0.2039	0.0000	68.484	68.614	-0.2858	8.24	0.6	4.315
10/06/15 20:35:00.0	68.828	74.700	-0.2039	0.0000	68.356	68.484	-0.2858	9.41	0.6	4.309
10/06/15 20:40:00.0	68.828	74.800	-0.2039	0.0000	68.484	68.614	-0.2858	8.24	0.6	4.309
10/06/15 20:45:00.0	68.828	74.600	-0.2039	0.0000	68.614	68.742	-0.2858	8.24	0.6	4.309
10/06/15 20:50:00.0	68.956	74.700	-0.2039	0.0000	68.657	68.785	-0.2858	8.24	0.6	4.309
10/06/15 20:55:00.0	68.828	74.600	-0.2039	0.0000	68.400	68.527	-0.2858	8.82	0.6	4.309
10/06/15 21:00:00.0	68.698	74.800	-0.2039	0.0000	68.142	68.270	-0.2858	10.00	0.6	4.309
10/06/15 21:05:00.0	68.356	74.900	-0.2039	0.0000	67.842	68.013	-0.2858	11.18	0.6	4.309
10/06/15 21:10:00.0	68.313	75.100	-0.2039	0.0000	67.928	68.013	-0.2858	10.00	0.6	4.309
10/06/15 21:15:00.0	68.313	75.000	-0.2039	0.0000	67.798	67.928	-0.2858	10.59	0.6	4.309
10/06/15 21:20:00.0	68.484	75.000	-0.2039	0.0000	68.313	68.443	-0.2858	9.41	0.6	4.309
10/06/15 21:25:00.0	68.614	74.800	-0.2039	0.0000	68.571	68.785	-0.2858	8.82	0.6	4.339
10/06/15 21:30:00.0	68.785	74.200	-0.2039	0.0000	68.571	68.742	-0.2858	7.65	0.6	4.309
10/06/15 21:35:00.0	68.527	73.900	-0.2039	0.0000	68.056	68.227	-0.2858	8.24	0.6	4.309
10/06/15 21:40:00.0	68.400	74.000	-0.2039	0.0000	67.842	67.971	-0.2858	8.24	0.6	4.309
10/06/15 21:45:00.0	68.443	74.100	-0.2039	0.0000	68.099	68.227	-0.2858	8.24	0.6	4.309
10/06/15 21:50:00.0	68.443	73.900	-0.2039	0.0000	68.056	68.185	-0.2858	7.65	0.6	4.309
10/06/15 21:55:00.0	68.443	73.800	-0.2039	0.0000	68.013	68.142	-0.2858	7.65	0.6	4.303
10/06/15 22:00:00.0	68.400	73.900	-0.2039	0.0000	67.757	67.885	-0.2858	8.24	0.6	4.309
10/06/15 22:05:00.0	68.356	74.200	-0.2039	0.0000	68.056	68.227	-0.2858	8.24	0.6	4.303
10/06/15 22:10:00.0	68.614	74.100	-0.2039	0.0000	68.313	68.443	-0.2858	8.24	0.6	4.303
10/06/15 22:15:00.0	68.527	74.200	-0.2039	0.0000	68.227	68.400	-0.2858	8.24	0.6	4.303
10/06/15 22:20:00.0	68.527	74.100	-0.2039	0.0000	68.099	68.270	-0.2858	8.82	0.6	4.303
10/06/15 22:25:00.0	68.185	74.300	-0.2039	0.0000	67.842	68.013	-0.2858	9.41	0.6	4.303
10/06/15 22:30:00.0	68.227	74.500	-0.2039	0.0000	67.842	67.971	-0.2858	9.41	0.6	4.303
10/06/15 22:35:00.0	68.227	74.700	-0.2039	0.0000	68.056	68.227	-0.2858	8.82	0.6	4.303
