"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374976, SEN S/N: 10314901)","Voltage, V (LGR S/N: 10374976, SEN S/N: 10348619)","Current, mA (LGR S/N: 10374976, SEN S/N: 10348619)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10359306)","RH, % (LGR S/N: 10374976, SEN S/N: 10359306)","DewPt, °C (LGR S/N: 10374976, SEN S/N: 10359306)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10365580, LBL: 1 cm)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10365600, LBL: 5 cm)","Water Content, m³/m³ (LGR S/N: 10374976, SEN S/N: 10374512)","Solar Radiation, W/m² (LGR S/N: 10374976, SEN S/N: 10375656)","Batt, V (LGR S/N: 10374976)"
1,2014-06-27 14:10:00,4.12,-0.1988,0.0063,28.841,51.900,18.0,26.989,27.456,0.0614,978.1,4.345
2,2014-06-27 14:15:00,4.12,-0.1988,0.0063,28.568,51.600,17.6,27.161,27.653,0.0614,968.1,4.351
3,2014-06-27 14:20:00,4.12,-0.1988,0.0063,28.345,52.600,17.7,27.333,27.850,0.0614,950.6,4.345
4,2014-06-27 14:25:00,4.12,-0.1988,0.0063,28.270,54.100,18.1,27.530,28.048,0.0614,936.9,4.363
5,2014-06-27 14:30:00,4.12,-0.1988,0.0063,29.290,51.500,18.3,27.727,28.221,0.0614,931.9,4.381
6,2014-06-27 14:35:00,4.12,-0.1988,0.0063,28.097,51.800,17.3,27.899,28.419,0.0621,915.6,4.363
7,2014-06-27 14:40:00,4.12,-0.1988,0.0063,27.974,53.700,17.7,28.097,28.617,0.0621,906.9,4.357
8,2014-06-27 14:45:00,4.12,-0.1988,0.0063,28.147,53.500,17.8,28.270,28.816,0.0614,891.9,4.351
9,2014-06-27 14:50:00,4.12,-0.1988,0.0063,28.369,52.800,17.8,28.468,29.015,0.0621,875.6,4.351
10,2014-06-27 14:55:00,4.12,-0.1988,0.0063,28.667,53.400,18.3,28.642,29.215,0.0621,861.9,4.351
11,2014-06-27 15:00:00,4.12,-0.1988,0.0063,28.617,51.900,17.8,28.816,29.414,0.0621,840.6,4.363
12,2014-06-27 15:05:00,4.12,-0.1988,0.0063,28.617,51.900,17.8,29.015,29.615,0.0621,829.4,4.357
13,2014-06-27 15:10:00,4.12,-0.1988,0.0063,28.369,52.000,17.6,29.190,29.815,0.0621,128.1,4.351
14,2014-06-27 15:15:00,4.12,-0.1988,0.0063,27.899,52.800,17.4,29.365,29.991,0.0628,323.1,4.351
15,2014-06-27 15:20:00,4.12,-0.1988,0.0063,27.751,53.300,17.4,29.540,30.192,0.0621,545.6,4.363
16,2014-06-27 15:25:00,4.12,-0.1988,0.0063,27.604,53.400,17.3,29.715,30.369,0.0628,141.9,4.363
17,2014-06-27 15:30:00,3.53,-0.1988,0.0063,27.456,53.100,17.1,29.865,30.545,0.0628,105.6,4.357
18,2014-06-27 15:35:00,3.53,-0.1988,0.0063,27.628,53.100,17.2,30.016,30.697,0.0628,101.9,4.351
19,2014-06-27 15:40:00,2.94,-0.1988,0.0063,27.259,53.600,17.0,30.167,30.849,0.0628,128.1,4.351
20,2014-06-27 15:45:00,2.94,-0.1988,0.0063,27.235,53.300,16.9,30.293,31.001,0.0632,116.9,4.357
21,2014-06-27 15:50:00,3.53,-0.1988,0.0063,27.579,53.300,17.2,30.419,31.128,0.0632,95.6,4.363
22,2014-06-27 15:55:00,2.94,-0.1988,0.0063,27.530,52.800,17.1,30.520,31.230,0.0632,96.9,4.363
23,2014-06-27 16:00:00,2.94,-0.1988,0.0063,26.989,53.900,16.9,30.621,31.331,0.0632,95.6,4.357
24,2014-06-27 16:05:00,2.94,-0.1988,0.0063,27.161,53.800,17.0,30.722,31.433,0.0632,378.1,4.351
25,2014-06-27 16:10:00,2.94,-0.1988,0.0063,26.965,54.100,16.9,30.798,31.510,0.0632,654.4,4.363
26,2014-06-27 16:15:00,3.53,-0.1988,0.0063,27.063,54.800,17.2,30.874,31.586,0.0632,595.6,4.363
27,2014-06-27 16:20:00,3.53,-0.1988,0.0063,26.793,54.200,16.8,30.950,31.637,0.0632,91.9,4.363
28,2014-06-27 16:25:00,2.94,-0.1988,0.0063,26.524,55.600,16.9,31.001,31.689,0.0639,91.9,4.357
29,2014-06-27 16:30:00,2.94,-0.1988,0.0063,27.063,54.300,17.1,31.026,31.740,0.0639,93.1,4.351
