"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374979, SEN S/N: 10348621)","Current, mA (LGR S/N: 10374979, SEN S/N: 10348621)","Temp, °C (LGR S/N: 10374979, SEN S/N: 10359298)","RH, % (LGR S/N: 10374979, SEN S/N: 10359298)","DewPt, °C (LGR S/N: 10374979, SEN S/N: 10359298)","Temp, °C (LGR S/N: 10374979, SEN S/N: 10365590, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374979, SEN S/N: 10365592, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374979, SEN S/N: 10374511)","Wetness, % (LGR S/N: 10374979, SEN S/N: 10374906)","Solar Radiation, W/m² (LGR S/N: 10374979, SEN S/N: 10378951)","Batt, V (LGR S/N: 10374979)"
1,2014-01-31 07:40:00,-0.2039,0.0000,13.546,78.100,9.8,13.546,13.016,0.1577,8.82,41.9,4.321
2,2014-01-31 07:45:00,-0.2039,0.0000,13.570,77.900,9.8,13.546,13.064,0.1577,8.24,39.4,4.321
3,2014-01-31 07:50:00,-0.2039,0.0000,13.642,77.200,9.7,13.546,13.064,0.1577,7.65,46.9,4.321
4,2014-01-31 07:55:00,-0.2039,0.0000,13.714,77.200,9.8,13.570,13.088,0.1577,7.06,41.9,4.321
5,2014-01-31 08:00:00,-0.2039,0.0000,13.738,77.000,9.8,13.546,13.112,0.1577,7.06,41.9,4.321
6,2014-01-31 08:05:00,-0.2039,0.0000,13.786,76.500,9.7,13.570,13.137,0.1577,6.47,50.6,4.321
7,2014-01-31 08:10:00,-0.2039,0.0000,13.834,75.900,9.7,13.570,13.161,0.1577,5.88,51.9,4.327
8,2014-01-31 08:15:00,-0.2039,0.0000,13.834,75.300,9.6,13.570,13.161,0.1577,5.29,53.1,4.327
9,2014-01-31 08:20:00,-0.2039,0.0000,13.858,74.600,9.4,13.594,13.161,0.1577,5.29,65.6,4.333
10,2014-01-31 08:25:00,-0.2039,0.0000,13.906,73.800,9.3,13.594,13.161,0.1577,4.71,74.4,4.339
11,2014-01-31 08:30:00,-0.2039,0.0000,14.002,73.500,9.4,13.594,13.161,0.1577,4.12,80.6,4.333
12,2014-01-31 08:35:00,-0.2039,0.0000,14.050,73.800,9.5,13.594,13.209,0.1577,4.12,86.9,4.339
13,2014-01-31 08:40:00,-0.2039,0.0000,14.122,74.100,9.6,13.594,13.233,0.1577,3.53,105.6,4.351
14,2014-01-31 08:45:00,-0.2039,0.0000,14.266,74.200,9.8,13.594,13.305,0.1577,3.53,120.6,4.363
15,2014-01-31 08:50:00,-0.2039,0.0000,14.457,73.600,9.8,13.618,13.353,0.1570,3.53,114.4,4.363
16,2014-01-31 08:55:00,-0.2039,0.0000,14.529,73.200,9.8,13.642,13.425,0.1577,2.94,104.4,4.363
17,2014-01-31 09:00:00,-0.2039,0.0000,14.601,72.300,9.7,13.666,13.497,0.1577,2.94,118.1,4.369
18,2014-01-31 09:05:00,-0.2039,0.0000,14.697,72.400,9.8,13.690,13.570,0.1570,2.94,123.1,4.363
19,2014-01-31 09:10:00,-0.2039,0.0000,14.792,71.900,9.8,13.738,13.618,0.1570,2.35,151.9,4.363
20,2014-01-31 09:15:00,-0.2039,0.0000,15.079,71.700,10.0,13.762,13.690,0.1570,2.35,150.6,4.369
21,2014-01-31 09:20:00,-0.2039,0.0000,15.151,71.000,9.9,13.786,13.762,0.1570,2.35,158.1,4.381
22,2014-01-31 09:25:00,-0.2039,0.0000,15.079,70.600,9.8,13.810,13.810,0.1570,2.35,189.4,4.369
23,2014-01-31 09:30:00,-0.2039,0.0000,15.414,70.000,10.0,13.834,13.882,0.1570,2.35,306.9,4.357
24,2014-01-31 09:35:00,-0.2039,0.0000,15.724,68.000,9.8,13.882,13.978,0.1570,1.76,280.6,4.363
25,2014-01-31 09:40:00,-0.2039,0.0000,15.581,67.900,9.7,13.930,14.074,0.1570,1.76,215.6,4.381
26,2014-01-31 09:45:00,-0.2039,0.0000,15.700,67.600,9.7,13.978,14.146,0.1566,1.76,285.6,4.387
27,2014-01-31 09:50:00,-0.2039,0.0000,15.891,67.600,9.9,14.026,14.242,0.1566,1.76,198.1,4.363
28,2014-01-31 09:55:00,-0.2039,0.0000,15.772,67.800,9.9,14.074,14.314,0.1566,1.76,209.4,4.351
29,2014-01-31 10:00:00,-0.2039,0.0000,16.344,67.100,10.2,14.122,14.457,0.1566,2.35,316.9,4.430
30,2014-01-31 10:05:00,-0.2039,0.0000,17.130,65.300,10.6,14.170,14.649,0.1566,1.76,321.9,4.418
31,2014-01-31 10:10:00,-0.2039,0.0000,17.153,64.500,10.4,14.242,14.840,0.1566,2.35,288.1,4.363
32,2014-01-31 10:15:00,-0.2039,0.0000,16.915,63.400,9.9,14.337,15.008,0.1566,1.76,370.6,4.357
33,2014-01-31 10:20:00,-0.2039,0.0000,17.439,62.300,10.2,14.409,15.151,0.1562,1.76,323.1,4.351
34,2014-01-31 10:25:00,-0.2039,0.0000,17.058,62.500,9.9,14.505,15.318,0.1562,1.76,221.9,4.369
35,2014-01-31 10:30:00,-0.2039,0.0000,16.654,63.100,9.6,14.601,15.366,0.1562,1.76,311.9,4.369
36,2014-01-31 10:35:00,-0.2039,0.0000,16.987,62.900,9.9,14.697,15.414,0.1558,1.76,273.1,4.363
37,2014-01-31 10:40:00,-0.2039,0.0000,18.057,61.000,10.4,14.745,15.605,0.1562,2.35,253.1,4.351
38,2014-01-31 10:45:00,-0.2039,0.0000,18.152,58.800,10.0,14.840,15.963,0.1558,2.35,213.1,4.460
39,2014-01-31 10:50:00,-0.2039,0.0000,18.818,59.400,10.8,14.960,16.129,0.1558,2.94,618.1,4.369
40,2014-01-31 10:55:00,-0.2039,0.0000,19.555,56.200,10.6,15.079,16.439,0.1558,2.94,658.1,4.363
41,2014-01-31 11:00:00,-0.2039,0.0000,19.294,55.700,10.2,15.223,16.796,0.1558,2.94,679.4,4.351
42,2014-01-31 11:05:00,-0.2039,0.0000,18.913,55.000,9.7,15.390,17.177,0.1558,2.94,328.1,4.345
43,2014-01-31 11:10:00,-0.2039,0.0000,18.961,54.500,9.6,15.557,17.439,0.1551,2.94,545.6,4.363
44,2014-01-31 11:15:00,-0.2039,0.0000,19.103,52.800,9.3,15.748,17.724,0.1551,2.35,410.6,4.357
45,2014-01-31 11:20:00,-0.2039,0.0000,18.794,52.900,9.0,15.915,17.724,0.1551,1.76,201.9,4.351
46,2014-01-31 11:25:00,-0.2039,0.0000,18.961,52.400,9.0,16.058,17.701,0.1551,2.35,580.6,4.345
47,2014-01-31 11:30:00,-0.2039,0.0000,19.080,52.600,9.2,16.177,17.819,0.1551,2.35,639.4,4.369
48,2014-01-31 11:35:00,-0.2039,0.0000,18.366,53.200,8.7,16.272,17.915,0.1551,1.76,431.9,4.357
49,2014-01-31 11:40:00,-0.2039,0.0000,18.533,52.800,8.7,16.392,17.938,0.1547,1.76,373.1,4.351
50,2014-01-31 11:45:00,-0.2039,0.0000,18.319,54.700,9.1,16.487,18.010,0.1547,1.76,535.6,4.351
51,2014-01-31 11:50:00,-0.2039,0.0000,18.343,53.200,8.7,16.558,18.152,0.1547,1.76,448.1,4.369
52,2014-01-31 11:55:00,-0.2039,0.0000,18.129,54.400,8.8,16.677,18.176,0.1547,1.76,220.6,4.363
53,2014-01-31 12:00:00,-0.2039,0.0000,17.486,56.500,8.8,16.749,18.033,0.1542,1.18,208.1,4.351
54,2014-01-31 12:05:00,-0.2039,0.0000,17.320,57.800,8.9,16.796,17.819,0.1542,1.18,306.9,4.351
55,2014-01-31 12:10:00,-0.2039,0.0000,17.225,58.100,8.9,16.820,17.677,0.1542,1.18,235.6,4.363
56,2014-01-31 12:15:00,-0.2039,0.0000,17.153,59.100,9.1,16.796,17.558,0.1542,1.18,240.6,4.363
57,2014-01-31 12:20:00,-0.2039,0.0000,17.391,59.900,9.5,16.773,17.463,0.1542,1.18,351.9,4.363
58,2014-01-31 12:25:00,-0.2039,0.0000,17.249,60.500,9.6,16.749,17.439,0.1542,1.18,270.6,4.351
59,2014-01-31 12:30:00,-0.2039,0.0000,17.439,60.400,9.7,16.749,17.415,0.1542,1.18,310.6,4.351
60,2014-01-31 12:35:00,-0.2039,0.0000,17.819,60.300,10.0,16.749,17.415,0.1542,1.18,260.6,4.369
61,2014-01-31 12:40:00,-0.2039,0.0000,17.510,60.500,9.8,16.749,17.415,0.1542,1.18,250.6,4.363
62,2014-01-31 12:45:00,-0.2039,0.0000,17.106,61.200,9.6,16.749,17.368,0.1538,1.18,203.1,4.357
63,2014-01-31 12:50:00,-0.2039,0.0000,17.106,61.400,9.6,16.749,17.272,0.1538,1.18,165.6,4.351
64,2014-01-31 12:55:00,-0.2039,0.0000,16.939,61.600,9.5,16.725,17.177,0.1538,1.18,184.4,4.400
65,2014-01-31 13:00:00,-0.2039,0.0000,16.701,62.000,9.4,16.701,17.058,0.1538,1.18,176.9,4.381
66,2014-01-31 13:05:00,-0.2039,0.0000,16.820,62.300,9.6,16.654,16.963,0.1538,1.18,151.9,4.363
67,2014-01-31 13:10:00,-0.2039,0.0000,16.582,62.400,9.4,16.630,16.892,0.1538,1.18,146.9,4.357
68,2014-01-31 13:15:00,-0.2039,0.0000,16.511,62.300,9.3,16.606,16.796,0.1538,1.18,169.4,4.351
69,2014-01-31 13:20:00,-0.2039,0.0000,16.487,62.700,9.4,16.558,16.749,0.1538,1.18,193.1,4.381
