"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374972, SEN S/N: 10200134)","Wetness, % (LGR S/N: 10374972, SEN S/N: 10205908)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222766, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222772, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374972, SEN S/N: 10222875)","Voltage, V (LGR S/N: 10374972, SEN S/N: 10348617)","Current, mA (LGR S/N: 10374972, SEN S/N: 10348617)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10359302)","RH, % (LGR S/N: 10374972, SEN S/N: 10359302)","DewPt, °C (LGR S/N: 10374972, SEN S/N: 10359302)","Batt, V (LGR S/N: 10374972)"
1,2014-10-04 10:35:00,613.1,0.00,32.433,23.376,0.0446,-0.2039,0.0000,34.097,15.300,4.1,4.357
2,2014-10-04 10:40:00,631.9,0.00,34.624,24.291,0.0454,-0.2039,0.0000,34.995,15.400,4.9,4.400
3,2014-10-04 10:45:00,644.4,0.00,36.227,25.258,0.0470,-0.2039,0.0000,35.904,14.400,4.6,4.363
4,2014-10-04 10:50:00,651.9,0.00,36.661,26.231,0.0474,-0.2039,0.0000,35.475,13.900,3.8,4.345
5,2014-10-04 10:55:00,658.1,0.00,34.810,26.989,0.0490,-0.2039,0.0000,36.065,14.300,4.7,4.339
6,2014-10-04 11:00:00,665.6,0.00,35.422,27.505,0.0501,-0.2039,0.0000,35.582,13.700,3.7,4.333
7,2014-10-04 11:05:00,661.9,0.00,38.504,28.097,0.0517,-0.2039,0.0000,35.985,13.500,3.8,4.333
8,2014-10-04 11:10:00,595.6,0.00,40.114,28.841,0.0521,-0.2039,0.0000,35.262,13.200,2.9,4.351
9,2014-10-04 11:15:00,646.9,0.00,41.036,29.640,0.0536,-0.2039,0.0000,35.475,13.200,3.1,4.339
10,2014-10-04 11:20:00,471.9,0.00,40.429,30.394,0.0544,-0.2039,0.0000,34.889,13.600,3.0,4.333
11,2014-10-04 11:25:00,645.6,0.00,40.804,30.925,0.0547,-0.2039,0.0000,35.208,13.700,3.4,4.333
12,2014-10-04 11:30:00,728.1,0.00,42.863,31.433,0.0555,-0.2039,0.0000,35.850,13.800,4.0,4.357
13,2014-10-04 11:35:00,770.6,0.00,44.781,32.098,0.0562,-0.2039,0.0000,36.552,13.500,4.2,4.339
14,2014-10-04 11:40:00,748.1,0.00,46.194,32.898,0.0562,-0.2039,0.0000,36.633,12.800,3.5,4.333
15,2014-10-04 11:45:00,739.4,0.00,46.417,33.678,0.0570,-0.2039,0.0000,37.042,13.100,4.2,4.333
16,2014-10-04 11:50:00,689.4,0.00,44.043,34.308,0.0574,-0.2039,0.0000,37.015,12.700,3.7,4.357
17,2014-10-04 11:55:00,749.4,0.00,43.223,34.624,0.0581,-0.2039,0.0000,36.389,12.300,2.8,4.339
18,2014-10-04 12:00:00,720.6,0.00,42.149,34.836,0.0588,-0.2039,0.0000,37.783,12.500,4.1,4.333
19,2014-10-04 12:05:00,746.9,0.00,41.913,34.916,0.0596,-0.2039,0.0000,37.949,12.900,4.7,4.327
20,2014-10-04 12:10:00,754.4,0.00,42.684,34.995,0.0599,-0.2039,0.0000,38.087,13.000,4.9,4.424
21,2014-10-04 12:15:00,746.9,0.00,43.103,35.155,0.0614,-0.2039,0.0000,37.811,13.200,4.9,4.351
22,2014-10-04 12:20:00,741.9,0.00,43.344,35.368,0.0614,-0.2039,0.0000,37.976,13.000,4.8,4.375
23,2014-10-04 12:25:00,741.9,0.00,43.647,35.582,0.0621,-0.2039,0.0000,38.115,12.500,4.3,4.333
24,2014-10-04 12:30:00,740.6,0.00,43.829,35.850,0.0621,-0.2039,0.0000,38.309,12.000,3.9,4.333
25,2014-10-04 12:35:00,736.9,0.00,44.104,36.065,0.0621,-0.2039,0.0000,38.868,12.200,4.6,4.351
26,2014-10-04 12:40:00,739.4,0.00,44.319,36.308,0.0628,-0.2039,0.0000,38.700,11.900,4.1,4.381
27,2014-10-04 12:45:00,735.6,0.00,44.196,36.525,0.0621,-0.2039,0.0000,38.896,11.300,3.5,4.339
28,2014-10-04 12:50:00,735.6,0.59,43.073,36.688,0.0621,-0.2039,0.0000,39.460,11.800,4.6,4.339
29,2014-10-04 12:55:00,728.1,0.00,42.356,36.715,0.0621,-0.2039,0.0000,38.924,12.100,4.5,4.333
30,2014-10-04 13:00:00,711.9,0.00,42.031,36.688,0.0621,-0.2039,0.0000,39.318,12.200,4.9,4.327
31,2014-10-04 13:05:00,720.6,0.00,41.707,36.633,0.0621,-0.2039,0.0000,39.177,13.900,6.7,4.351
32,2014-10-04 13:10:00,729.4,0.00,41.414,36.579,0.0621,-0.2039,0.0000,38.952,14.500,7.1,4.339
33,2014-10-04 13:15:00,711.9,0.00,41.268,36.498,0.0621,-0.2039,0.0000,40.286,14.100,7.8,4.333
34,2014-10-04 13:20:00,725.6,0.00,40.544,36.444,0.0614,-0.2039,0.0000,39.914,13.900,7.3,4.333
35,2014-10-04 13:25:00,721.9,0.00,39.743,36.335,0.0607,-0.2039,0.0000,40.631,12.800,6.6,4.351
36,2014-10-04 13:30:00,716.9,0.59,39.234,36.200,0.0614,-0.2039,0.0000,40.114,12.600,6.0,4.339
37,2014-10-04 13:35:00,715.6,0.00,38.756,36.039,0.0607,-0.2039,0.0000,39.658,13.100,6.2,4.333
38,2014-10-04 13:40:00,706.9,0.00,38.421,35.877,0.0607,-0.2039,0.0000,39.829,12.100,5.2,4.333
39,2014-10-04 13:45:00,703.1,0.00,38.004,35.689,0.0607,-0.2039,0.0000,39.686,12.800,5.9,4.333
40,2014-10-04 13:50:00,694.4,0.00,37.563,35.529,0.0599,-0.2039,0.0000,40.028,12.600,5.9,4.333
41,2014-10-04 13:55:00,690.6,0.00,37.233,35.342,0.0599,-0.2039,0.0000,40.429,11.900,5.4,4.339
42,2014-10-04 14:00:00,685.6,0.59,36.987,35.155,0.0599,-0.2039,0.0000,39.857,12.300,5.5,4.339
43,2014-10-04 14:05:00,675.6,0.00,36.688,34.995,0.0596,-0.2039,0.0000,40.142,12.300,5.7,4.339
44,2014-10-04 14:10:00,674.4,0.00,36.498,34.810,0.0596,-0.2039,0.0000,40.775,11.800,5.6,4.339
45,2014-10-04 14:15:00,589.4,0.59,36.254,34.651,0.0596,-0.2039,0.0000,40.286,11.500,4.8,4.333
46,2014-10-04 14:20:00,658.1,0.00,36.012,34.519,0.0588,-0.2039,0.0000,39.573,12.300,5.2,4.339
47,2014-10-04 14:25:00,650.6,0.59,35.823,34.387,0.0588,-0.2039,0.0000,40.862,11.300,5.0,4.339
48,2014-10-04 14:30:00,636.9,0.59,35.716,34.255,0.0581,-0.2039,0.0000,40.228,11.900,5.3,4.339
49,2014-10-04 14:35:00,628.1,0.00,35.823,34.124,0.0581,-0.2039,0.0000,38.644,12.200,4.4,4.333
50,2014-10-04 14:40:00,620.6,0.00,36.119,34.071,0.0574,-0.2039,0.0000,39.121,12.700,5.4,4.333
51,2014-10-04 14:45:00,538.1,0.00,36.742,34.045,0.0574,-0.2039,0.0000,39.460,12.400,5.3,4.333
52,2014-10-04 14:50:00,476.9,0.00,37.233,34.097,0.0570,-0.2039,0.0000,38.421,12.200,4.2,4.333
53,2014-10-04 14:55:00,559.4,0.00,37.288,34.150,0.0570,-0.2039,0.0000,38.143,11.800,3.5,4.321
54,2014-10-04 15:00:00,588.1,0.00,36.960,34.202,0.0570,-0.2039,0.0000,38.672,12.500,4.8,4.333
55,2014-10-04 15:05:00,571.9,0.00,38.032,34.229,0.0570,-0.2039,0.0000,38.728,12.100,4.4,4.339
56,2014-10-04 15:10:00,556.9,0.00,38.476,34.308,0.0570,-0.2039,0.0000,38.421,12.800,4.9,4.339
57,2014-10-04 15:15:00,544.4,0.00,38.087,34.440,0.0562,-0.2039,0.0000,38.756,12.800,5.2,4.339
58,2014-10-04 15:20:00,533.1,0.00,37.261,34.492,0.0562,-0.2039,0.0000,38.700,12.100,4.3,4.339
59,2014-10-04 15:25:00,520.6,0.00,36.552,34.466,0.0562,-0.2039,0.0000,38.644,12.000,4.2,4.339
60,2014-10-04 15:30:00,509.4,0.00,36.039,34.387,0.0555,-0.2039,0.0000,38.198,11.500,3.2,4.339
61,2014-10-04 15:35:00,493.1,1.18,35.662,34.255,0.0562,-0.2039,0.0000,38.115,11.700,3.4,4.339
62,2014-10-04 15:40:00,481.9,0.00,35.395,34.150,0.0562,-0.2039,0.0000,37.838,12.200,3.8,4.339
63,2014-10-04 15:45:00,468.1,0.00,35.208,34.019,0.0555,-0.2039,0.0000,38.115,12.600,4.5,4.339
64,2014-10-04 15:50:00,454.4,0.00,35.102,33.914,0.0555,-0.2039,0.0000,37.755,12.200,3.7,4.339
65,2014-10-04 15:55:00,439.4,0.00,35.075,33.835,0.0555,-0.2039,0.0000,38.143,12.400,4.3,4.333
66,2014-10-04 16:00:00,428.1,0.00,35.049,33.783,0.0555,-0.2039,0.0000,37.949,12.100,3.8,4.333
67,2014-10-04 16:05:00,414.4,0.00,35.395,33.730,0.0555,-0.2039,0.0000,37.783,11.600,3.0,4.333
68,2014-10-04 16:10:00,399.4,0.00,37.178,33.757,0.0555,-0.2039,0.0000,38.115,11.400,3.0,4.333
69,2014-10-04 16:15:00,384.4,0.00,38.421,33.914,0.0555,-0.2039,0.0000,38.004,11.300,2.8,4.327
70,2014-10-04 16:20:00,369.4,0.00,39.149,34.176,0.0555,-0.2039,0.0000,37.838,11.900,3.4,4.327
71,2014-10-04 16:25:00,356.9,0.00,39.488,34.440,0.0562,-0.2039,0.0000,37.178,12.200,3.3,4.327
72,2014-10-04 16:30:00,341.9,0.00,38.952,34.677,0.0555,-0.2039,0.0000,36.362,11.600,1.9,4.327
73,2014-10-04 16:35:00,326.9,0.00,37.288,34.783,0.0562,-0.2039,0.0000,36.661,11.200,1.7,4.327
74,2014-10-04 16:40:00,310.6,0.00,36.119,34.704,0.0555,-0.2039,0.0000,36.254,11.800,2.1,4.327
75,2014-10-04 16:45:00,295.6,0.00,35.422,34.519,0.0555,-0.2039,0.0000,36.227,11.600,1.8,4.321
76,2014-10-04 16:50:00,279.4,0.00,35.662,34.281,0.0547,-0.2039,0.0000,36.173,12.200,2.5,4.321
77,2014-10-04 16:55:00,265.6,0.00,35.877,34.124,0.0547,-0.2039,0.0000,36.851,11.900,2.7,4.321
78,2014-10-04 17:00:00,249.4,0.00,35.529,34.045,0.0544,-0.2039,0.0000,36.498,12.200,2.8,4.321
79,2014-10-04 17:05:00,235.6,0.00,35.049,33.966,0.0544,-0.2039,0.0000,36.417,12.300,2.8,4.321
80,2014-10-04 17:10:00,221.9,0.00,34.281,33.835,0.0544,-0.2039,0.0000,36.254,12.200,2.6,4.321
81,2014-10-04 17:15:00,206.9,0.00,33.652,33.652,0.0544,-0.2039,0.0000,35.743,12.400,2.4,4.321
82,2014-10-04 17:20:00,190.6,0.00,33.157,33.417,0.0536,-0.2039,0.0000,35.315,12.600,2.3,4.321
83,2014-10-04 17:25:00,71.9,0.00,32.665,33.183,0.0536,-0.2039,0.0000,35.022,12.700,2.2,4.321
84,2014-10-04 17:30:00,51.9,0.00,32.253,32.949,0.0536,-0.2039,0.0000,33.887,13.900,2.6,4.321
85,2014-10-04 17:35:00,29.4,0.00,31.868,32.691,0.0528,-0.2039,0.0000,33.313,13.800,2.0,4.321
86,2014-10-04 17:40:00,29.4,0.00,31.510,32.458,0.0528,-0.2039,0.0000,32.975,14.000,1.9,4.321
87,2014-10-04 17:45:00,30.6,0.00,31.179,32.227,0.0528,-0.2039,0.0000,32.691,14.500,2.2,4.321
88,2014-10-04 17:50:00,54.4,0.00,30.874,31.996,0.0521,-0.2039,0.0000,32.381,15.000,2.4,4.321
89,2014-10-04 17:55:00,24.4,0.00,30.571,31.791,0.0517,-0.2039,0.0000,32.098,15.400,2.6,4.321
