Date Time	Voltage (V)  #10348621	Current (mA)  #10348621	Temp (°F)  #10359298	RH (%)  #10359298	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374511	Wetness (%)  #10374906	Solar Radiation (W/m²)  #10378951	Batt (V) c:5
06/26/15 10:20:00.0	-0.2039	0.0000	76.028	67.600	74.206	75.420	0.1490	1.76	950.6	4.381
06/26/15 10:25:00.0	-0.2039	0.0000	76.158	67.800	74.250	76.464	0.1490	1.76	968.1	4.363
06/26/15 10:30:00.0	-0.2039	0.0000	76.158	67.700	74.338	77.770	0.1490	1.18	975.6	4.357
06/26/15 10:35:00.0	-0.2039	0.0000	76.114	67.700	74.554	79.216	0.1490	1.76	990.6	4.351
06/26/15 10:40:00.0	-0.2039	0.0000	76.725	66.400	74.770	80.757	0.1490	1.76	993.1	4.351
06/26/15 10:45:00.0	-0.2039	0.0000	77.815	65.500	75.074	82.218	0.1490	1.76	1,013.1	4.381
06/26/15 10:50:00.0	-0.2039	0.0063	77.815	65.100	75.333	83.556	0.1495	1.76	1,015.6	4.393
06/26/15 10:55:00.0	-0.2039	0.0000	77.553	64.000	75.594	84.767	0.1495	1.76	1,021.9	4.363
06/26/15 11:00:00.0	-0.2039	0.0000	76.375	65.000	75.898	85.849	0.1495	1.76	1,033.1	4.357
06/26/15 11:05:00.0	-0.2039	0.0000	76.899	64.900	76.158	86.799	0.1495	1.18	1,039.4	4.351
06/26/15 11:10:00.0	-0.2039	0.0063	77.421	64.200	76.419	87.665	0.1495	1.76	1,040.6	4.351
06/26/15 11:15:00.0	-0.2039	0.0000	78.953	63.800	76.725	88.443	0.1499	1.76	1,053.1	4.381
06/26/15 11:20:00.0	-0.2039	0.0000	79.084	61.900	76.986	89.269	0.1499	1.76	990.6	4.363
06/26/15 11:25:00.0	-0.2039	0.0000	78.121	63.200	77.292	90.009	0.1499	1.76	1,108.1	4.363
06/26/15 11:30:00.0	-0.2039	0.0000	78.471	62.900	77.639	90.703	0.1503	1.76	1,145.6	4.357
06/26/15 11:35:00.0	-0.2039	0.0000	79.173	60.900	77.945	91.495	0.1508	1.76	1,096.9	4.351
06/26/15 11:40:00.0	-0.2039	0.0000	78.822	61.200	78.339	92.151	0.1508	1.76	1,100.6	4.351
06/26/15 11:45:00.0	-0.2039	0.0000	77.770	62.100	78.690	92.527	0.1508	1.76	996.9	4.393
06/26/15 11:50:00.0	-0.2039	0.0000	77.378	62.400	79.084	92.667	0.1508	1.18	998.1	4.369
06/26/15 11:55:00.0	-0.2039	0.0000	78.296	62.200	79.524	92.574	0.1508	1.76	1,139.4	4.363
06/26/15 12:00:00.0	-0.2039	0.0000	77.596	62.500	79.963	92.527	0.1514	1.18	956.9	4.363
06/26/15 12:05:00.0	-0.2039	0.0000	77.378	64.800	80.449	92.386	0.1514	1.18	1,034.4	4.357
06/26/15 12:10:00.0	-0.2039	0.0000	77.509	63.500	80.935	92.197	0.1514	1.18	1,121.9	4.351
06/26/15 12:15:00.0	-0.2039	0.0000	77.203	63.400	81.466	92.151	0.1519	1.18	975.6	4.351
06/26/15 12:20:00.0	-0.2039	0.0000	76.942	63.000	81.997	92.338	0.1514	1.18	1,051.9	4.387
