"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-07-12 09:55:00,-0.2039,0.0000,27.259,56.200,17.8,36.119,35.689,-0.0150,2.35,619.4,4.363
2,2014-07-12 10:00:00,-0.2039,0.0000,26.280,56.600,17.0,36.552,36.119,-0.0086,2.35,575.6,4.339
3,2014-07-12 10:05:00,-0.1988,0.0000,26.451,56.800,17.2,36.960,36.552,-0.0080,2.35,598.1,4.333
4,2014-07-12 10:10:00,-0.1988,0.0000,27.087,55.100,17.3,37.370,36.987,-0.0086,2.35,626.9,4.333
5,2014-07-12 10:15:00,-0.1988,0.0000,26.158,56.300,16.8,37.838,37.425,-0.0080,2.35,640.6,4.327
6,2014-07-12 10:20:00,-0.1988,0.0000,26.573,56.200,17.2,38.282,37.866,-0.0069,2.35,625.6,4.339
7,2014-07-12 10:25:00,-0.1988,0.0000,25.939,55.800,16.5,38.672,38.254,-0.0069,2.35,590.6,4.339
8,2014-07-12 10:30:00,-0.1988,0.0000,26.207,56.600,16.9,38.952,38.560,-0.0063,2.35,554.4,4.333
9,2014-07-12 10:35:00,-0.1988,0.0000,25.890,55.400,16.3,39.205,38.812,-0.0063,1.76,546.9,4.333
10,2014-07-12 10:40:00,-0.1988,0.0000,26.109,57.200,17.0,39.234,38.952,-0.0069,1.76,615.6,4.345
11,2014-07-12 10:45:00,-0.1988,0.0000,27.382,53.300,17.1,39.036,38.868,-0.0063,1.76,605.6,4.339
12,2014-07-12 10:50:00,-0.1988,0.0000,27.776,51.400,16.9,38.868,38.728,-0.0052,2.35,664.4,4.333
13,2014-07-12 10:55:00,-0.1988,0.0000,27.308,51.900,16.6,38.616,38.449,-0.0052,2.35,726.9,4.333
14,2014-07-12 11:00:00,-0.1988,0.0000,27.161,52.200,16.5,38.309,38.115,-0.0052,2.35,761.9,4.333
15,2014-07-12 11:05:00,-0.1988,0.0000,28.048,51.200,17.0,38.198,38.004,-0.0047,2.35,776.9,4.351
16,2014-07-12 11:10:00,-0.1988,0.0000,27.210,51.900,16.5,38.087,37.893,-0.0047,2.35,805.6,4.339
17,2014-07-12 11:15:00,-0.1988,0.0000,27.259,51.500,16.4,37.949,37.673,-0.0052,2.35,824.4,4.333
18,2014-07-12 11:20:00,-0.1988,0.0000,27.358,53.300,17.0,37.866,37.508,-0.0047,2.35,835.6,4.333
19,2014-07-12 11:25:00,-0.1988,0.0000,27.850,51.500,17.0,37.866,37.508,-0.0052,2.35,789.4,4.333
20,2014-07-12 11:30:00,-0.1988,0.0000,28.866,47.400,16.6,37.783,37.480,-0.0052,2.35,729.4,4.400
21,2014-07-12 11:35:00,-0.1988,0.0000,29.040,47.300,16.7,37.783,37.425,-0.0052,2.35,728.1,4.339
22,2014-07-12 11:40:00,-0.1988,0.0000,27.702,49.800,16.3,37.838,37.398,-0.0052,2.35,819.4,4.333
23,2014-07-12 11:45:00,-0.1988,0.0000,28.444,50.300,17.1,38.032,37.535,-0.0052,2.35,840.6,4.333
24,2014-07-12 11:50:00,-0.1988,0.0000,29.740,48.100,17.6,38.728,38.004,-0.0047,2.94,879.4,4.333
25,2014-07-12 11:55:00,-0.1988,0.0000,28.617,49.300,17.0,39.686,38.896,-0.0047,2.35,835.6,4.363
26,2014-07-12 12:00:00,-0.1988,0.0000,30.217,47.000,17.7,40.688,39.886,-0.0047,2.94,876.9,4.339
27,2014-07-12 12:05:00,-0.1988,0.0000,29.865,45.400,16.8,41.648,40.833,-0.0036,2.94,825.6,4.333
28,2014-07-12 12:10:00,-0.1988,0.0000,29.389,46.300,16.7,42.564,41.707,-0.0036,2.94,881.9,4.333
29,2014-07-12 12:15:00,-0.1988,0.0000,29.941,46.500,17.3,43.404,42.475,-0.0036,2.94,943.1,4.333
30,2014-07-12 12:20:00,-0.1988,0.0000,30.495,47.000,17.9,44.288,43.314,-0.0025,2.94,931.9,4.333
31,2014-07-12 12:25:00,-0.1988,0.0000,28.270,49.000,16.6,45.154,44.104,-0.0025,2.35,944.4,4.339
32,2014-07-12 12:30:00,-0.1988,0.0000,29.414,49.600,17.8,45.782,44.688,-0.0019,2.35,951.9,4.339
33,2014-07-12 12:35:00,-0.1988,0.0000,29.790,46.300,17.0,46.449,45.342,-0.0019,2.35,938.1,4.333
34,2014-07-12 12:40:00,-0.1988,0.0000,30.545,46.300,17.7,47.157,46.035,-0.0008,2.94,929.4,4.333
35,2014-07-12 12:45:00,-0.1988,0.0000,29.439,48.600,17.5,47.842,46.673,-0.0008,2.94,935.6,4.333
36,2014-07-12 12:50:00,-0.1988,0.0000,30.318,47.500,17.9,48.437,47.255,-0.0003,2.94,935.6,4.369
37,2014-07-12 12:55:00,-0.1988,0.0000,29.991,46.800,17.4,49.073,47.875,-0.0003,2.94,945.6,4.339
38,2014-07-12 13:00:00,-0.1988,0.0000,30.016,48.400,18.0,49.615,48.404,0.0008,2.94,963.1,4.339
39,2014-07-12 13:05:00,-0.1988,0.0000,29.865,47.700,17.6,50.128,48.938,0.0013,2.94,1006.9,4.333
40,2014-07-12 13:10:00,-0.1988,0.0000,29.215,49.100,17.5,50.682,49.445,0.0013,2.35,1026.9,4.333
41,2014-07-12 13:15:00,-0.1988,0.0000,30.117,47.700,17.8,51.207,49.991,0.0013,2.94,1025.6,4.333
42,2014-07-12 13:20:00,-0.1988,0.0000,30.268,48.000,18.1,51.773,50.543,0.0024,2.94,1029.4,4.333
43,2014-07-12 13:25:00,-0.1988,0.0000,30.268,47.700,18.0,52.383,51.207,0.0029,2.94,1030.6,4.345
44,2014-07-12 13:30:00,-0.1988,0.0000,30.925,46.500,18.1,53.074,51.880,0.0029,2.94,945.6,4.339
45,2014-07-12 13:35:00,-0.1988,0.0000,29.765,48.800,17.9,53.701,52.455,0.0029,2.35,999.4,4.333
46,2014-07-12 13:40:00,-0.1988,0.0000,30.672,47.500,18.3,54.150,52.855,0.0040,2.94,954.4,4.333
47,2014-07-12 13:45:00,-0.1988,0.0000,29.991,47.900,17.8,54.489,53.184,0.0040,2.35,959.4,4.333
48,2014-07-12 13:50:00,-0.1988,0.0000,29.865,47.000,17.4,54.754,53.405,0.0050,2.35,920.6,4.333
49,2014-07-12 13:55:00,-0.1988,0.0000,29.365,49.500,17.7,54.868,53.516,0.0040,2.35,939.4,4.351
50,2014-07-12 14:00:00,-0.1988,0.0000,30.469,48.500,18.4,54.983,53.701,0.0050,2.35,999.4,4.357
51,2014-07-12 14:05:00,-0.1988,0.0000,30.041,47.000,17.5,55.251,54.000,0.0050,2.35,985.6,4.333
52,2014-07-12 14:10:00,-0.1988,0.0000,30.394,47.500,18.0,55.444,54.225,0.0056,2.35,900.6,4.333
53,2014-07-12 14:15:00,-0.1988,0.0000,31.153,45.900,18.1,55.677,54.451,0.0056,2.35,880.6,4.333
54,2014-07-12 14:20:00,-0.1988,0.0000,30.950,46.500,18.2,55.871,54.678,0.0056,2.35,875.6,4.333
55,2014-07-12 14:25:00,-0.1988,0.0000,30.318,46.700,17.7,55.988,54.792,0.0056,2.35,795.6,4.339
56,2014-07-12 14:30:00,-0.1988,0.0000,30.016,47.500,17.7,55.988,54.792,0.0066,1.76,678.1,4.339
57,2014-07-12 14:35:00,-0.1988,0.0000,30.343,47.500,18.0,55.871,54.716,0.0066,2.35,799.4,4.333
58,2014-07-12 14:40:00,-0.1988,0.0000,29.615,48.800,17.7,55.793,54.678,0.0066,2.35,830.6,4.333
59,2014-07-12 14:45:00,-0.1988,0.0000,30.976,46.100,18.1,55.754,54.716,0.0066,2.35,788.1,4.333
60,2014-07-12 14:50:00,-0.1988,0.0000,30.066,47.400,17.7,55.677,54.678,0.0066,2.35,766.9,4.339
61,2014-07-12 14:55:00,-0.1988,0.0000,30.318,46.800,17.7,55.483,54.564,0.0066,1.76,694.4,4.333
62,2014-07-12 15:00:00,-0.1988,0.0000,30.117,47.500,17.8,55.251,54.413,0.0066,1.76,678.1,4.333
63,2014-07-12 15:05:00,-0.1988,0.0000,29.165,49.700,17.6,54.830,54.150,0.0066,1.76,590.6,4.333
64,2014-07-12 15:10:00,-0.1988,0.0000,29.715,48.000,17.6,54.187,53.701,0.0066,1.76,804.4,4.327
65,2014-07-12 15:15:00,-0.1988,0.0000,29.464,48.400,17.5,53.590,53.442,0.0066,1.76,788.1,4.339
66,2014-07-12 15:20:00,-0.1988,0.0000,30.243,47.000,17.7,53.001,53.111,0.0066,1.76,795.6,4.333
67,2014-07-12 15:25:00,-0.1988,0.0000,30.117,47.600,17.8,52.419,52.564,0.0066,1.76,821.9,4.333
68,2014-07-12 15:30:00,-0.1988,0.0000,31.153,45.500,18.0,51.988,51.916,0.0066,1.76,869.4,4.333
69,2014-07-12 15:35:00,-0.1988,0.0000,30.545,44.900,17.2,51.809,51.419,0.0066,1.76,715.6,4.327
70,2014-07-12 15:40:00,-0.1988,0.0000,30.041,46.100,17.2,51.773,51.137,0.0066,1.76,734.4,4.339
71,2014-07-12 15:45:00,-0.1988,0.0000,29.815,46.200,17.0,51.773,50.996,0.0066,1.76,734.4,4.333
72,2014-07-12 15:50:00,-0.1988,0.0000,30.091,46.000,17.2,51.809,50.961,0.0066,1.76,700.6,4.333
73,2014-07-12 15:55:00,-0.1988,0.0000,29.815,45.200,16.7,51.809,50.891,0.0066,1.76,664.4,4.333
74,2014-07-12 16:00:00,-0.1988,0.0000,29.991,44.900,16.7,51.738,50.786,0.0056,1.76,660.6,4.339
75,2014-07-12 16:05:00,-0.1988,0.0000,29.790,45.500,16.8,51.702,50.682,0.0056,1.76,633.1,4.333
76,2014-07-12 16:10:00,-0.1988,0.0000,29.790,44.200,16.3,51.596,50.508,0.0056,1.76,534.4,4.333
77,2014-07-12 16:15:00,-0.1988,0.0000,28.816,44.800,15.6,51.383,50.266,0.0050,1.18,449.4,4.327
78,2014-07-12 16:20:00,-0.1988,0.0000,29.140,44.900,16.0,50.996,49.922,0.0050,1.18,446.9,4.327
79,2014-07-12 16:25:00,-0.1988,0.0000,28.866,44.700,15.7,50.473,49.445,0.0050,1.18,360.6,4.339
80,2014-07-12 16:30:00,-0.1988,0.0000,27.899,46.400,15.4,49.922,48.938,0.0040,1.18,269.4,4.333
81,2014-07-12 16:35:00,-0.1988,0.0000,27.850,47.400,15.7,49.343,48.404,0.0040,1.18,461.9,4.333
82,2014-07-12 16:40:00,-0.1988,0.0000,28.617,46.000,15.9,48.905,48.073,0.0029,1.18,488.1,4.327
83,2014-07-12 16:45:00,-0.1988,0.0000,28.742,46.500,16.2,48.771,47.974,0.0029,1.18,525.6,4.345
84,2014-07-12 16:50:00,-0.1988,0.0000,28.742,46.000,16.0,48.771,48.007,0.0029,1.18,381.9,4.333
85,2014-07-12 16:55:00,-0.1988,0.0000,29.040,44.500,15.7,48.838,48.073,0.0024,1.18,61.9,4.333
86,2014-07-12 17:00:00,-0.1988,0.0000,28.717,46.400,16.1,48.905,48.106,0.0024,1.18,54.4,4.327
87,2014-07-12 17:05:00,-0.1988,0.0000,28.394,46.800,15.9,48.938,48.172,0.0024,1.18,51.9,4.327
88,2014-07-12 17:10:00,-0.1988,0.0000,28.543,46.300,15.9,48.972,48.205,0.0013,1.18,49.4,4.339
89,2014-07-12 17:15:00,-0.1988,0.0000,28.345,47.000,16.0,48.704,47.941,0.0013,1.18,48.1,4.333
90,2014-07-12 17:20:00,-0.1988,0.0000,28.866,45.300,15.9,47.974,47.255,0.0008,1.18,48.1,4.333
91,2014-07-12 17:25:00,-0.1988,0.0000,28.518,45.800,15.7,47.125,46.481,0.0008,0.59,48.1,4.327
92,2014-07-12 17:30:00,-0.1988,0.0000,28.345,45.700,15.5,46.258,45.687,0.0008,0.59,48.1,4.339
93,2014-07-12 17:35:00,-0.1988,0.0000,28.320,45.600,15.5,45.467,44.968,-0.0003,0.59,48.1,4.339
