"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10384930, SEN S/N: 10359318)","RH, % (LGR S/N: 10384930, SEN S/N: 10359318)","DewPt, °C (LGR S/N: 10384930, SEN S/N: 10359318)","Voltage, V (LGR S/N: 10384930, SEN S/N: 10363602)","Current, mA (LGR S/N: 10384930, SEN S/N: 10363602)","Temp, °C (LGR S/N: 10384930, SEN S/N: 10365535, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10384930, SEN S/N: 10365539, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10384930, SEN S/N: 10374521)","Wetness, % (LGR S/N: 10384930, SEN S/N: 10374909)","Solar Radiation, W/m² (LGR S/N: 10384930, SEN S/N: 10375650)","Batt, V (LGR S/N: 10384930)"
1,2014-01-03 12:40:00,22.082,27.000,2.2,-0.1988,0.0000,19.222,16.058,0.1122,0.59,113.1,4.351
2,2014-01-03 12:45:00,21.843,27.000,2.0,-0.1988,0.0000,18.557,16.177,0.1133,0.59,115.6,4.339
3,2014-01-03 12:50:00,22.082,27.800,2.6,-0.1988,0.0000,18.224,16.177,0.1128,0.59,121.9,4.345
4,2014-01-03 12:55:00,22.154,28.000,2.8,-0.1988,0.0000,18.081,16.177,0.1122,0.59,120.6,4.351
5,2014-01-03 13:00:00,21.987,28.900,3.1,-0.1988,0.0000,18.010,16.177,0.1122,0.59,120.6,4.339
6,2014-01-03 13:05:00,22.034,29.400,3.4,-0.1988,0.0000,17.986,16.177,0.1122,1.18,114.4,4.339
7,2014-01-03 13:10:00,21.867,30.600,3.8,-0.1988,0.0000,17.986,16.177,0.1122,1.18,116.9,4.351
8,2014-01-03 13:15:00,22.154,30.000,3.8,-0.1988,0.0000,18.033,16.201,0.1122,1.18,121.9,4.345
9,2014-01-03 13:20:00,21.819,31.300,4.1,-0.1988,0.0000,18.057,16.225,0.1117,1.18,214.4,4.339
10,2014-01-03 13:25:00,22.274,30.100,3.9,-0.1988,0.0000,18.152,16.249,0.1122,1.18,206.9,4.387
11,2014-01-03 13:30:00,22.226,30.600,4.1,-0.1988,0.0000,18.200,16.272,0.1122,1.18,239.4,4.339
12,2014-01-03 13:35:00,21.795,30.000,3.5,-0.1988,0.0000,18.176,16.320,0.1117,1.18,199.4,4.351
13,2014-01-03 13:40:00,21.819,31.300,4.1,-0.1988,0.0000,18.152,16.344,0.1117,1.18,154.4,4.339
14,2014-01-03 13:45:00,21.772,31.500,4.1,-0.1988,0.0000,18.200,16.368,0.1117,1.18,149.4,4.351
15,2014-01-03 13:50:00,22.345,31.200,4.5,-0.1988,0.0000,18.271,16.392,0.1117,1.76,271.9,4.339
16,2014-01-03 13:55:00,21.915,30.500,3.8,-0.1988,0.0000,18.366,16.439,0.1117,1.18,239.4,4.363
17,2014-01-03 14:00:00,22.441,31.300,4.6,-0.1988,0.0000,18.414,16.463,0.1117,1.18,229.4,4.339
18,2014-01-03 14:05:00,22.202,30.900,4.2,-0.1988,0.0000,18.485,16.511,0.1117,1.18,156.9,4.339
19,2014-01-03 14:10:00,22.657,31.600,5.0,-0.1988,0.0000,18.557,16.558,0.1117,1.18,260.6,4.339
20,2014-01-03 14:15:00,22.345,32.900,5.3,-0.1988,0.0000,18.652,16.606,0.1112,1.18,283.1,4.351
21,2014-01-03 14:20:00,22.130,35.400,6.1,-0.1988,0.0000,18.747,16.654,0.1112,1.18,169.4,4.339
22,2014-01-03 14:25:00,22.298,39.400,7.8,-0.1988,0.0000,18.842,16.701,0.1117,1.76,118.1,4.339
23,2014-01-03 14:30:00,21.891,40.900,8.0,-0.1988,0.0000,18.937,16.749,0.1112,1.18,374.4,4.351
24,2014-01-03 14:35:00,21.819,40.900,8.0,-0.1988,0.0000,19.008,16.796,0.1112,1.18,164.4,4.339
25,2014-01-03 14:40:00,21.963,41.600,8.3,-0.1988,0.0000,19.032,16.844,0.1117,1.18,150.6,4.339
26,2014-01-03 14:45:00,21.604,42.900,8.5,-0.1988,0.0000,18.985,16.915,0.1117,1.18,140.6,4.339
27,2014-01-03 14:50:00,21.795,42.700,8.6,-0.1988,0.0000,19.032,16.963,0.1117,1.18,376.9,4.363
28,2014-01-03 14:55:00,22.393,42.000,8.9,-0.1988,0.0000,19.080,16.987,0.1112,1.76,196.9,4.339
29,2014-01-03 15:00:00,22.202,42.200,8.8,-0.1988,0.0000,19.103,17.034,0.1112,1.18,166.9,4.339
30,2014-01-03 15:05:00,21.819,43.700,8.9,-0.1988,0.0000,19.127,17.058,0.1112,1.18,298.1,4.363
31,2014-01-03 15:10:00,21.891,43.700,9.0,-0.1988,0.0000,19.103,17.106,0.1112,1.18,189.4,4.393
32,2014-01-03 15:15:00,21.533,45.100,9.1,-0.1988,0.0000,19.103,17.130,0.1107,1.18,259.4,4.345
33,2014-01-03 15:20:00,21.223,45.900,9.1,-0.1988,0.0000,19.103,17.153,0.1112,1.18,149.4,4.339
34,2014-01-03 15:25:00,21.008,46.700,9.2,-0.1988,0.0000,19.056,17.177,0.1112,0.59,146.9,4.339
35,2014-01-03 15:30:00,20.579,48.100,9.2,-0.1988,0.0000,18.985,17.201,0.1112,0.59,103.1,4.339
36,2014-01-03 15:35:00,20.507,48.500,9.3,-0.1988,0.0000,18.913,17.201,0.1107,0.59,146.9,4.351
37,2014-01-03 15:40:00,20.484,48.800,9.4,-0.1988,0.0000,18.866,17.225,0.1107,0.59,151.9,4.339
38,2014-01-03 15:45:00,20.579,49.100,9.5,-0.1988,0.0000,18.818,17.225,0.1107,0.59,134.4,4.339
39,2014-01-03 15:50:00,20.317,50.100,9.6,-0.1988,0.0000,18.771,17.225,0.1107,0.59,91.9,4.339
40,2014-01-03 15:55:00,20.031,50.700,9.5,-0.1988,0.0000,18.723,17.225,0.1107,0.59,88.1,4.351
41,2014-01-03 16:00:00,20.174,50.300,9.5,-0.1988,0.0000,18.675,17.225,0.1101,0.59,106.9,4.351
42,2014-01-03 16:05:00,19.960,50.400,9.4,-0.1988,0.0000,18.604,17.225,0.1107,0.59,101.9,4.339
43,2014-01-03 16:10:00,19.984,50.300,9.4,-0.1988,0.0000,18.557,17.225,0.1101,0.59,79.4,4.339
44,2014-01-03 16:15:00,19.603,50.100,8.9,-0.1988,0.0000,18.485,17.201,0.1101,0.59,69.4,4.339
45,2014-01-03 16:20:00,19.603,50.000,8.9,-0.1988,0.0000,18.390,17.201,0.1101,0.59,63.1,4.351
46,2014-01-03 16:25:00,19.389,49.900,8.7,-0.1988,0.0000,18.295,17.177,0.1101,0.00,56.9,4.351
47,2014-01-03 16:30:00,19.127,50.300,8.6,-0.1988,0.0000,18.200,17.177,0.1101,0.59,53.1,4.345
48,2014-01-03 16:35:00,19.032,50.700,8.6,-0.1988,0.0000,18.081,17.153,0.1096,0.00,49.4,4.339
49,2014-01-03 16:40:00,18.961,51.500,8.8,-0.1988,0.0000,18.010,17.130,0.1096,0.00,43.1,4.339
50,2014-01-03 16:45:00,18.533,53.400,8.9,-0.1988,0.0000,17.891,17.082,0.1096,0.00,36.9,4.345
51,2014-01-03 16:50:00,18.271,54.400,8.9,-0.1988,0.0000,17.772,17.058,0.1096,0.59,33.1,4.339
52,2014-01-03 16:55:00,18.200,55.000,9.0,-0.1988,0.0000,17.677,17.034,0.1091,0.00,31.9,4.339
53,2014-01-03 17:00:00,18.081,54.600,8.8,-0.1988,0.0000,17.558,16.987,0.1096,0.00,28.1,4.339
54,2014-01-03 17:05:00,17.938,54.100,8.5,-0.1988,0.0000,17.463,16.963,0.1096,0.00,24.4,4.339
55,2014-01-03 17:10:00,17.748,54.700,8.5,-0.1988,0.0000,17.344,16.915,0.1096,0.00,21.9,4.339
56,2014-01-03 17:15:00,17.391,56.900,8.8,-0.1988,0.0000,17.225,16.868,0.1091,0.00,19.4,4.339
57,2014-01-03 17:20:00,17.153,58.200,8.9,-0.1988,0.0000,17.106,16.844,0.1091,0.00,15.6,4.339
58,2014-01-03 17:25:00,17.011,60.200,9.3,-0.1988,0.0000,17.011,16.796,0.1091,0.00,11.9,4.333
59,2014-01-03 17:30:00,16.654,62.900,9.6,-0.1988,0.0000,16.892,16.749,0.1091,0.00,9.4,4.333
60,2014-01-03 17:35:00,15.867,67.300,9.8,-0.1988,0.0000,16.773,16.701,0.1085,0.59,6.9,4.333
61,2014-01-03 17:40:00,14.960,71.000,9.8,-0.1988,0.0000,16.606,16.654,0.1085,0.59,4.4,4.333
62,2014-01-03 17:45:00,14.218,74.400,9.7,-0.1988,0.0000,16.392,16.606,0.1091,1.76,3.1,4.333
63,2014-01-03 17:50:00,14.050,75.800,9.9,-0.1988,0.0000,16.225,16.558,0.1085,2.94,0.6,4.333
64,2014-01-03 17:55:00,13.834,77.300,9.9,-0.1988,0.0000,16.058,16.487,0.1085,5.88,0.6,4.333
65,2014-01-03 18:00:00,13.642,78.600,10.0,-0.1988,0.0000,15.915,16.415,0.1085,8.82,0.6,4.333
66,2014-01-03 18:05:00,13.449,79.800,10.0,-0.1988,0.0000,15.772,16.344,0.1085,9.41,0.6,4.333
67,2014-01-03 18:10:00,13.401,80.200,10.1,-0.1988,0.0000,15.629,16.272,0.1085,14.12,0.6,4.333
68,2014-01-03 18:15:00,13.425,78.700,9.8,-0.1988,0.0000,15.533,16.201,0.1085,17.06,0.6,4.333
69,2014-01-03 18:20:00,13.473,79.000,9.9,-0.1988,0.0000,15.438,16.153,0.1085,15.29,0.6,4.333
70,2014-01-03 18:25:00,13.570,78.200,9.9,-0.1988,0.0000,15.366,16.082,0.1085,11.18,0.6,4.333
71,2014-01-03 18:30:00,13.690,77.700,9.9,-0.1988,0.0000,15.294,16.034,0.1085,11.76,0.6,4.333
72,2014-01-03 18:35:00,13.714,77.300,9.8,-0.1988,0.0000,15.223,15.986,0.1085,7.06,0.6,4.333
73,2014-01-03 18:40:00,13.786,76.300,9.7,-0.1988,0.0000,15.151,15.915,0.1091,5.88,0.6,4.333
74,2014-01-03 18:45:00,13.810,75.400,9.5,-0.1988,0.0000,15.079,15.867,0.1085,4.12,0.6,4.327
75,2014-01-03 18:50:00,13.906,74.300,9.4,-0.1988,0.0000,15.008,15.819,0.1085,2.35,0.6,4.327
76,2014-01-03 18:55:00,13.930,72.200,9.0,-0.1988,0.0000,14.936,15.772,0.1085,1.18,0.6,4.327
77,2014-01-03 19:00:00,13.834,70.400,8.6,-0.1988,0.0000,14.864,15.724,0.1091,0.59,0.6,4.327
78,2014-01-03 19:05:00,13.738,69.300,8.2,-0.1988,0.0000,14.792,15.700,0.1091,0.59,0.6,4.327
79,2014-01-03 19:10:00,13.738,67.900,7.9,-0.1988,0.0000,14.721,15.652,0.1091,0.59,0.6,4.327
80,2014-01-03 19:15:00,13.762,67.100,7.8,-0.1988,0.0000,14.673,15.605,0.1091,0.00,0.6,4.327
