Date Time	Temp (°F)  #10359296	RH (%)  #10359296	Voltage (V)  #10363572	Current (mA)  #10363572	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374517	Wetness (%)  #10374908	Solar Radiation (W/m²)  #10375653	Batt (V) c:5
04/17/15 13:25:00.0	80.935	21.300	-0.1988	0.0000	64.033	66.515	0.0969	2.35	1,038.1	4.351
04/17/15 13:30:00.0	80.051	21.000	-0.1988	0.0000	64.161	66.686	0.0969	1.76	1,035.6	4.357
04/17/15 13:35:00.0	79.261	21.700	-0.1988	0.0000	64.332	66.814	0.0969	1.76	1,030.6	4.363
04/17/15 13:40:00.0	80.890	21.600	-0.1988	0.0000	64.459	66.985	0.0969	1.76	1,023.1	4.363
04/17/15 13:45:00.0	80.051	22.600	-0.1988	0.0000	64.632	67.158	0.0969	1.76	1,016.9	4.357
04/17/15 13:50:00.0	78.559	23.500	-0.1988	0.0000	64.760	67.372	0.0969	1.76	1,008.1	4.351
04/17/15 13:55:00.0	79.084	23.800	-0.1988	0.0000	64.931	67.586	0.0975	1.76	576.9	4.357
04/17/15 14:00:00.0	78.514	24.000	-0.1988	0.0000	65.102	67.798	0.0975	1.76	344.4	4.369
04/17/15 14:05:00.0	78.822	22.700	-0.1988	0.0000	65.230	67.971	0.0975	1.76	979.4	4.363
04/17/15 14:10:00.0	80.227	23.200	-0.1988	0.0000	65.359	68.099	0.0975	1.76	894.4	4.351
04/17/15 14:15:00.0	78.559	23.300	-0.1988	0.0000	65.530	68.270	0.0975	1.76	953.1	4.363
04/17/15 14:20:00.0	78.382	24.600	-0.1988	0.0000	65.701	68.443	0.0981	1.76	945.6	4.363
04/17/15 14:25:00.0	77.945	26.400	-0.1988	0.0000	65.788	68.614	0.0975	1.18	926.9	4.387
04/17/15 14:30:00.0	77.247	28.300	-0.1988	0.0000	65.959	68.785	0.0981	1.76	918.1	4.369
04/17/15 14:35:00.0	78.822	29.100	-0.1988	0.0000	66.087	68.913	0.0981	1.76	900.6	4.363
04/17/15 14:40:00.0	78.910	29.100	-0.1988	0.0000	66.214	69.042	0.0981	1.76	523.1	4.351
04/17/15 14:45:00.0	78.645	29.800	-0.1988	0.0000	66.344	69.213	0.0981	1.76	875.6	4.345
04/17/15 14:50:00.0	79.347	29.700	-0.1988	0.0000	66.429	69.386	0.0981	1.76	866.9	4.375
