Date Time	Solar Radiation (W/m²)  #10200135	Wetness (%)  #10205906	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222873	Voltage (V)  #10348623	Current (mA)  #10348623	Temp (°F)  #10359303	RH (%)  #10359303	Batt (V) c:5
05/22/15 15:20:00.0	149.4	1.18	66.214	65.916	0.3008	-0.1988	0.0000	66.772	59.100	4.351
05/22/15 15:25:00.0	225.6	1.18	66.258	65.959	0.3008	-0.1988	0.0000	65.487	61.000	4.351
05/22/15 15:30:00.0	224.4	1.18	66.301	65.959	0.3008	-0.1988	0.0000	66.686	60.400	4.351
05/22/15 15:35:00.0	235.6	1.18	66.301	66.000	0.3008	-0.1988	0.0000	65.658	61.500	4.375
05/22/15 15:40:00.0	220.6	1.18	66.344	66.043	0.3008	-0.1988	0.0000	66.214	60.100	4.406
05/22/15 15:45:00.0	223.1	1.18	66.344	66.043	0.3008	-0.1988	0.0000	65.658	61.000	4.387
05/22/15 15:50:00.0	193.1	1.18	66.385	66.087	0.3008	-0.1988	0.0000	65.701	61.100	4.381
05/22/15 15:55:00.0	238.1	1.18	66.429	66.087	0.3008	-0.1937	0.0000	65.658	61.700	4.369
05/22/15 16:00:00.0	208.1	1.18	66.429	66.130	0.3008	-0.1988	0.0000	65.658	61.200	4.369
05/22/15 16:05:00.0	153.1	1.18	66.429	66.130	0.3008	-0.1988	0.0000	65.745	61.700	4.363
05/22/15 16:10:00.0	154.4	0.59	66.472	66.173	0.3008	-0.1988	0.0000	65.273	62.200	4.363
05/22/15 16:15:00.0	139.4	1.18	66.472	66.173	0.3008	-0.1988	0.0000	64.974	62.700	4.369
05/22/15 16:20:00.0	111.9	1.18	66.515	66.214	0.3008	-0.1988	0.0000	64.418	62.700	4.363
05/22/15 16:25:00.0	129.4	0.59	66.515	66.214	0.3008	-0.1988	0.0000	63.990	63.000	4.363
05/22/15 16:30:00.0	106.9	1.18	66.515	66.214	0.3008	-0.1988	0.0000	64.033	62.100	4.363
05/22/15 16:35:00.0	108.1	0.59	66.558	66.258	0.3008	-0.1988	0.0000	63.775	62.600	4.369
05/22/15 16:40:00.0	104.4	0.59	66.558	66.258	0.3008	-0.1988	0.0000	63.475	62.400	4.381
05/22/15 16:45:00.0	98.1	0.59	66.558	66.258	0.3008	-0.1988	0.0000	63.475	62.600	4.369
05/22/15 16:50:00.0	91.9	0.59	66.558	66.301	0.3008	-0.1988	0.0000	63.561	63.000	4.363
05/22/15 16:55:00.0	76.9	0.59	66.558	66.301	0.3008	-0.1988	0.0000	63.176	63.600	4.363
05/22/15 17:00:00.0	61.9	0.59	66.558	66.301	0.3011	-0.1988	0.0000	63.176	63.700	4.363
05/22/15 17:05:00.0	54.4	0.59	66.600	66.344	0.3011	-0.1988	0.0000	63.176	63.500	4.363
05/22/15 17:10:00.0	54.4	0.59	66.600	66.344	0.3008	-0.1988	0.0000	63.005	64.300	4.363
05/22/15 17:15:00.0	59.4	0.59	66.600	66.344	0.3008	-0.1937	0.0000	62.919	64.800	4.363
05/22/15 17:20:00.0	51.9	0.59	66.600	66.344	0.3008	-0.1988	0.0000	62.875	65.000	4.363
