"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10214684, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214684, SEN S/N: 10200844)","Current, mA (LGR S/N: 10214684, SEN S/N: 10200844)","Wetness, % (LGR S/N: 10214684, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10213739, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10222768, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10359305)","RH, % (LGR S/N: 10214684, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214684, SEN S/N: 10359305)","Water Content, m³/m³ (LGR S/N: 10214684, SEN S/N: 10465840)","Batt, V (LGR S/N: 10214684)"
1,2014-06-28 18:35:00,28.1,-0.1988,0.0000,2.35,28.072,28.791,22.729,73.200,17.7,0.0581,4.339
2,2014-06-28 18:40:00,28.1,-0.1988,0.0000,2.35,27.974,28.642,22.417,74.100,17.6,0.0574,4.357
3,2014-06-28 18:45:00,25.6,-0.1988,0.0000,2.35,27.875,28.493,22.824,73.600,17.9,0.0574,4.351
4,2014-06-28 18:50:00,25.6,-0.1988,0.0000,2.94,27.801,28.345,22.705,73.600,17.8,0.0574,4.345
5,2014-06-28 18:55:00,23.1,-0.1988,0.0000,2.35,27.702,28.196,22.729,73.700,17.8,0.0574,4.339
6,2014-06-28 19:00:00,21.9,-0.1988,0.0000,2.94,27.628,28.048,22.489,74.200,17.7,0.0570,4.339
7,2014-06-28 19:05:00,20.6,-0.1988,0.0000,2.94,27.554,27.924,22.513,74.200,17.7,0.0574,4.339
8,2014-06-28 19:10:00,19.4,-0.1988,0.0000,2.94,27.481,27.801,22.441,74.200,17.6,0.0570,4.333
9,2014-06-28 19:15:00,18.1,-0.1988,0.0000,2.94,27.407,27.677,22.369,74.600,17.7,0.0562,4.333
10,2014-06-28 19:20:00,16.9,-0.1988,0.0000,2.94,27.308,27.554,22.178,75.000,17.6,0.0562,4.339
11,2014-06-28 19:25:00,15.6,-0.1988,0.0000,3.53,27.259,27.431,22.082,75.700,17.6,0.0570,4.339
12,2014-06-28 19:30:00,14.4,-0.1988,0.0000,3.53,27.186,27.333,21.963,75.800,17.5,0.0562,4.339
13,2014-06-28 19:35:00,11.9,-0.1988,0.0000,3.53,27.112,27.210,21.724,76.400,17.4,0.0562,4.339
14,2014-06-28 19:40:00,10.6,-0.1988,0.0000,4.12,27.038,27.112,21.557,77.100,17.4,0.0562,4.333
15,2014-06-28 19:45:00,9.4,-0.1988,0.0000,4.71,26.989,26.989,21.413,77.300,17.3,0.0562,4.333
16,2014-06-28 19:50:00,6.9,-0.1988,0.0000,5.29,26.916,26.891,21.342,77.600,17.3,0.0555,4.333
17,2014-06-28 19:55:00,5.6,-0.1988,0.0000,5.88,26.867,26.769,21.318,77.800,17.3,0.0555,4.333
18,2014-06-28 20:00:00,3.1,-0.1988,0.0000,7.06,26.793,26.671,21.223,78.600,17.4,0.0555,4.327
19,2014-06-28 20:05:00,3.1,-0.1988,0.0000,8.24,26.720,26.573,21.103,79.000,17.3,0.0547,4.327
20,2014-06-28 20:10:00,0.6,-0.1988,0.0000,9.41,26.671,26.475,21.103,78.900,17.3,0.0547,4.327
21,2014-06-28 20:15:00,0.6,-0.1988,0.0000,12.35,26.598,26.378,20.936,79.600,17.3,0.0555,4.321
