Date Time	Solar Radiation (W/m²)  #10200136	Voltage (V)  #10200856	Current (mA)  #10200856	Wetness (%)  #10205909	Temp (°F)  #10213641	RH (%)  #10213641	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10222872	Batt (V) c:5
05/06/15 18:25:02.0	24.4	-0.2039	0.0000	0.00	63.090	59.600	68.400	68.313	0.0664	4.321
05/06/15 18:30:02.0	21.9	-0.2039	0.0000	0.00	63.005	59.200	68.356	68.185	0.0664	4.321
05/06/15 18:35:02.0	19.4	-0.2039	0.0000	0.00	62.791	59.600	68.313	68.099	0.0664	4.321
05/06/15 18:40:02.0	18.1	-0.2039	0.0000	0.00	62.620	60.200	68.270	67.971	0.0664	4.321
05/06/15 18:45:02.0	15.6	-0.2039	0.0000	0.00	62.577	60.600	68.227	67.842	0.0664	4.321
05/06/15 18:50:02.0	13.1	-0.2039	0.0000	0.00	62.577	60.000	68.142	67.757	0.0664	4.321
05/06/15 18:55:02.0	11.9	-0.2039	0.0000	0.00	62.447	60.400	68.099	67.627	0.0660	4.321
05/06/15 19:00:02.0	11.9	-0.2039	0.0000	0.00	62.233	60.500	68.056	67.543	0.0664	4.321
05/06/15 19:05:02.0	9.4	-0.2039	0.0000	0.00	62.191	60.400	68.013	67.413	0.0664	4.321
05/06/15 19:10:02.0	8.1	-0.2039	0.0000	0.00	61.891	60.700	67.971	67.285	0.0664	4.321
05/06/15 19:15:02.0	5.6	-0.2039	0.0000	0.00	61.848	61.100	67.928	67.158	0.0660	4.321
05/06/15 19:20:02.0	4.4	-0.2039	0.0000	0.00	61.677	61.100	67.842	67.028	0.0660	4.321
05/06/15 19:25:02.0	3.1	-0.2039	0.0000	0.00	61.462	61.600	67.798	66.943	0.0660	4.321
05/06/15 19:30:02.0	1.9	-0.2039	0.0000	0.00	61.333	62.000	67.757	66.814	0.0660	4.321
05/06/15 19:35:02.0	0.6	-0.2039	0.0000	0.00	61.205	62.000	67.671	66.686	0.0660	4.321
05/06/15 19:40:02.0	0.6	-0.2039	0.0000	0.00	61.119	62.400	67.627	66.558	0.0660	4.321
05/06/15 19:45:02.0	0.6	-0.2039	0.0000	0.00	61.075	62.900	67.586	66.429	0.0660	4.321
05/06/15 19:50:02.0	0.6	-0.2039	0.0000	0.00	60.991	63.400	67.543	66.344	0.0660	4.321
05/06/15 19:55:02.0	0.6	-0.2039	0.0000	0.00	60.818	63.600	67.456	66.214	0.0660	4.321
05/06/15 20:00:02.0	0.6	-0.2039	0.0000	0.00	60.818	64.900	67.413	66.130	0.0660	4.321
05/06/15 20:05:02.0	0.6	-0.2039	0.0000	0.00	60.733	63.700	67.329	66.043	0.0653	4.321
05/06/15 20:10:02.0	0.6	-0.2039	0.0000	0.00	60.647	63.900	67.285	65.916	0.0653	4.321
05/06/15 20:15:02.0	0.6	-0.2039	0.0000	0.00	60.561	64.900	67.242	65.872	0.0653	4.321
