Date Time	Temp (°F)  #10359317	RH (%)  #10359317	Voltage (V)  #10363597	Current (mA)  #10363597	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374507	Wetness (%)  #10374903	Solar Radiation (W/m²)  #10375655	Batt (V) c:5
06/02/15 14:00:00.0	79.128	56.600	-0.2039	0.0000	72.912	71.060	0.2935	2.94	1,040.6	4.363
06/02/15 14:05:00.0	78.645	56.600	-0.2039	0.0000	72.997	71.146	0.2922	2.94	1,033.1	4.363
06/02/15 14:10:00.0	79.920	55.000	-0.2039	0.0000	73.083	71.231	0.2932	2.94	1,024.4	4.351
06/02/15 14:15:00.0	79.216	54.900	-0.2039	0.0000	73.170	71.274	0.2922	2.94	1,011.9	4.345
06/02/15 14:20:00.0	78.076	55.300	-0.2039	0.0000	73.256	71.361	0.2925	2.94	1,008.1	4.345
06/02/15 14:25:00.0	77.117	55.500	-0.2039	0.0000	73.342	71.447	0.2935	2.35	991.9	4.363
06/02/15 14:30:00.0	78.121	57.200	-0.2039	0.0000	73.429	71.490	0.2922	2.94	980.6	4.357
06/02/15 14:35:00.0	79.304	56.500	-0.2039	0.0000	73.515	71.577	0.2932	2.94	966.9	4.351
06/02/15 14:40:00.0	79.347	55.300	-0.2039	0.0000	73.602	71.661	0.2922	2.94	955.6	4.345
06/02/15 14:45:00.0	78.602	55.900	-0.2039	0.0000	73.688	71.704	0.2925	2.94	938.1	4.345
06/02/15 14:50:00.0	78.339	55.300	-0.2039	0.0000	73.774	71.791	0.2935	2.94	921.9	4.369
06/02/15 14:55:00.0	78.996	56.300	-0.2039	0.0000	73.861	71.877	0.2925	2.94	914.4	4.351
06/02/15 15:00:00.0	79.743	55.100	-0.2039	0.0000	73.990	71.964	0.2932	2.94	891.9	4.351
06/02/15 15:05:00.0	78.645	54.100	-0.2039	0.0000	74.077	72.007	0.2922	2.35	875.6	4.345
06/02/15 15:10:00.0	80.008	55.500	-0.2039	0.0000	74.206	72.093	0.2932	2.94	864.4	4.345
06/02/15 15:15:00.0	78.822	56.200	-0.2039	0.0000	74.250	72.178	0.2938	2.35	858.1	4.381
06/02/15 15:20:00.0	78.251	56.400	-0.2039	0.0000	74.338	72.221	0.2925	2.35	838.1	4.357
06/02/15 15:25:00.0	78.777	56.000	-0.2039	0.0000	74.424	72.307	0.2935	2.35	830.6	4.351
06/02/15 15:30:00.0	77.945	55.400	-0.2039	0.0000	74.511	72.394	0.2925	2.35	819.4	4.357
06/02/15 15:35:00.0	79.524	55.100	-0.2039	0.0000	74.554	72.480	0.2932	2.35	805.6	4.345
06/02/15 15:40:00.0	78.427	55.600	-0.2039	0.0000	74.640	72.523	0.2922	2.35	796.9	4.345
06/02/15 15:45:00.0	78.251	56.700	-0.2039	0.0000	74.683	72.610	0.2932	2.35	783.1	4.363
06/02/15 15:50:00.0	77.859	56.600	-0.2039	0.0000	74.727	72.653	0.2938	2.35	768.1	4.351
06/02/15 15:55:00.0	78.121	56.600	-0.2039	0.0000	74.770	72.739	0.2925	2.35	751.9	4.351
06/02/15 16:00:00.0	78.033	57.100	-0.2039	0.0000	74.813	72.783	0.2935	2.35	739.4	4.345
06/02/15 16:05:00.0	78.076	56.800	-0.2039	0.0000	74.899	72.869	0.2925	2.35	726.9	4.345
06/02/15 16:10:00.0	77.945	56.600	-0.2039	0.0000	74.899	72.912	0.2935	2.35	714.4	4.363
06/02/15 16:15:00.0	78.382	56.800	-0.2039	0.0000	74.943	72.955	0.2922	2.35	694.4	4.351
06/02/15 16:20:00.0	79.435	56.000	-0.2039	0.0000	75.029	73.040	0.2932	2.35	686.9	4.351
06/02/15 16:25:00.0	79.831	55.000	-0.2039	0.0000	75.074	73.083	0.2938	2.35	669.4	4.345
06/02/15 16:30:00.0	79.392	56.100	-0.2039	0.0000	75.074	73.126	0.2925	2.35	654.4	4.369
06/02/15 16:35:00.0	77.509	56.400	-0.2039	0.0000	75.117	73.213	0.2935	2.35	635.6	4.363
06/02/15 16:40:00.0	78.033	55.600	-0.2039	0.0000	75.160	73.256	0.2925	2.35	621.9	4.351
06/02/15 16:45:00.0	77.160	57.200	-0.2039	0.0000	75.204	73.299	0.2932	2.35	603.1	4.345
06/02/15 16:50:00.0	78.602	56.200	-0.2039	0.0000	75.204	73.342	0.2922	2.35	590.6	4.345
06/02/15 16:55:00.0	79.084	55.500	-0.2039	0.0000	75.247	73.386	0.2932	2.35	570.6	4.345
06/02/15 17:00:00.0	79.261	55.400	-0.2039	0.0000	75.290	73.429	0.2938	2.35	555.6	4.351
06/02/15 17:05:00.0	76.854	56.000	-0.2039	0.0000	75.290	73.472	0.2925	1.76	535.6	4.351
06/02/15 17:10:00.0	76.725	57.100	-0.2039	0.0000	75.333	73.515	0.2935	1.76	521.9	4.345
06/02/15 17:15:00.0	76.986	57.000	-0.2039	0.0000	75.333	73.558	0.2925	1.76	504.4	4.345
06/02/15 17:20:00.0	75.853	57.400	-0.2039	0.0000	75.333	73.602	0.2935	1.76	486.9	4.357
06/02/15 17:25:00.0	75.290	58.400	-0.2039	0.0000	75.333	73.645	0.2925	1.76	466.9	4.351
06/02/15 17:30:00.0	76.811	57.600	-0.2039	0.0000	75.333	73.688	0.2925	1.76	450.6	4.363
06/02/15 17:35:00.0	75.681	58.200	-0.2039	0.0000	75.290	73.688	0.2935	1.76	428.1	4.345
06/02/15 17:40:00.0	74.683	59.000	-0.2039	0.0000	75.290	73.731	0.2925	1.18	411.9	4.375
06/02/15 17:45:00.0	74.295	59.900	-0.2039	0.0000	75.290	73.774	0.2932	1.76	391.9	4.351
06/02/15 17:50:00.0	74.683	59.700	-0.2039	0.0000	75.247	73.774	0.2938	1.76	373.1	4.351
06/02/15 17:55:00.0	73.774	60.900	-0.2039	0.0000	75.204	73.818	0.2922	1.18	118.1	4.345
06/02/15 18:00:00.0	71.447	63.100	-0.2039	0.0000	75.160	73.818	0.2928	1.18	63.1	4.345
06/02/15 18:05:00.0	69.514	65.400	-0.2039	0.0000	75.117	73.861	0.2935	1.18	56.9	4.351
06/02/15 18:10:00.0	69.129	67.300	-0.2039	0.0000	75.074	73.861	0.2922	1.18	51.9	4.351
06/02/15 18:15:00.0	68.785	68.400	-0.2039	0.0000	74.986	73.861	0.2922	0.59	46.9	4.351
06/02/15 18:20:00.0	68.484	68.900	-0.2039	0.0000	74.899	73.861	0.2928	1.18	43.1	4.351
06/02/15 18:25:00.0	68.356	69.700	-0.2039	0.0000	74.856	73.861	0.2932	1.18	39.4	4.351
06/02/15 18:30:00.0	68.443	70.200	-0.2039	0.0000	74.770	73.861	0.2922	1.18	35.6	4.351
06/02/15 18:35:00.0	68.185	70.600	-0.2039	0.0000	74.727	73.861	0.2919	1.18	33.1	4.351
