"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2014-01-03 11:10:00,-0.1988,0.0000,0.00,424.4,22.800,26.700,2.7,16.654,16.415,0.0914,4.357
2,2014-01-03 11:15:00,-0.1988,0.0000,0.59,549.4,23.136,26.600,2.9,16.844,16.558,0.0908,4.351
3,2014-01-03 11:20:00,-0.1988,0.0000,0.00,518.1,23.569,26.000,3.0,17.034,16.701,0.0908,4.387
4,2014-01-03 11:25:00,-0.1988,0.0000,0.59,516.9,23.809,25.400,2.8,17.225,16.844,0.0914,4.387
5,2014-01-03 11:30:00,-0.1988,0.0000,0.00,371.9,23.737,25.700,2.9,17.439,16.987,0.0908,4.412
6,2014-01-03 11:35:00,-0.1988,0.0000,0.00,465.6,23.737,25.200,2.7,17.629,17.130,0.0908,4.393
7,2014-01-03 11:40:00,-0.1988,0.0000,0.00,441.9,23.809,25.500,2.9,17.843,17.272,0.0908,4.381
8,2014-01-03 11:45:00,-0.1988,0.0000,0.00,504.4,23.857,25.900,3.2,18.033,17.415,0.0908,4.369
9,2014-01-03 11:50:00,-0.1988,0.0000,0.00,510.6,24.557,25.700,3.6,18.200,17.558,0.0908,4.363
10,2014-01-03 11:55:00,-0.1988,0.0000,0.59,525.6,24.726,25.300,3.6,18.366,17.701,0.0908,4.442
11,2014-01-03 12:00:00,-0.1988,0.0000,0.00,498.1,24.074,26.900,3.9,18.533,17.843,0.0908,4.393
12,2014-01-03 12:05:00,-0.1988,0.0000,0.00,481.9,23.978,28.300,4.5,18.699,17.962,0.0908,4.381
13,2014-01-03 12:10:00,-0.1988,0.0000,0.00,479.4,24.002,28.500,4.6,18.842,18.081,0.0908,4.375
14,2014-01-03 12:15:00,-0.1988,0.0000,0.00,495.6,24.002,28.600,4.7,18.985,18.224,0.0908,4.363
15,2014-01-03 12:20:00,-0.1988,0.0000,0.00,490.6,24.050,28.600,4.7,19.151,18.366,0.0908,4.393
16,2014-01-03 12:25:00,-0.1988,0.0000,0.00,489.4,23.761,29.800,5.1,19.294,18.485,0.0908,4.393
17,2014-01-03 12:30:00,-0.1988,0.0000,0.00,479.4,23.954,29.400,5.0,19.413,18.604,0.0908,4.381
18,2014-01-03 12:35:00,-0.1988,0.0000,0.00,401.9,23.064,29.800,4.5,19.555,18.723,0.0908,4.369
19,2014-01-03 12:40:00,-0.1988,0.0000,0.00,410.6,23.184,30.000,4.7,19.674,18.842,0.0908,4.363
20,2014-01-03 12:45:00,-0.1988,0.0000,0.00,411.9,23.160,30.200,4.7,19.793,18.937,0.0908,4.418
21,2014-01-03 12:50:00,-0.1988,0.0000,0.00,408.1,23.136,30.700,5.0,19.888,19.032,0.0908,4.393
22,2014-01-03 12:55:00,-0.1988,0.0000,0.00,415.6,23.569,30.600,5.3,19.984,19.127,0.0908,4.381
23,2014-01-03 13:00:00,-0.1988,0.0000,0.00,438.1,23.472,30.400,5.1,20.079,19.222,0.0908,4.369
24,2014-01-03 13:05:00,-0.1988,0.0000,0.00,448.1,24.098,29.500,5.2,20.126,19.318,0.0908,4.363
25,2014-01-03 13:10:00,-0.1988,0.0000,0.00,458.1,24.267,30.100,5.7,20.198,19.389,0.0908,4.418
26,2014-01-03 13:15:00,-0.1988,0.0000,0.00,449.4,24.050,31.200,6.0,20.246,19.460,0.0908,4.393
27,2014-01-03 13:20:00,-0.1988,0.0000,0.00,471.9,24.508,28.600,5.1,20.293,19.555,0.0908,4.381
28,2014-01-03 13:25:00,-0.1988,0.0000,0.00,474.4,24.026,32.300,6.5,20.365,19.603,0.0908,4.369
29,2014-01-03 13:30:00,-0.1988,0.0000,0.00,476.9,23.954,34.000,7.1,20.412,19.674,0.0908,4.387
30,2014-01-03 13:35:00,-0.1988,0.0000,0.00,441.9,23.569,35.900,7.6,20.460,19.746,0.0902,4.418
31,2014-01-03 13:40:00,-0.1988,0.0000,0.00,291.9,23.737,37.800,8.5,20.507,19.793,0.0908,4.393
32,2014-01-03 13:45:00,-0.1988,0.0000,0.00,450.6,24.098,37.100,8.6,20.555,19.865,0.0902,4.381
33,2014-01-03 13:50:00,-0.1988,0.0000,0.00,465.6,24.098,38.200,9.0,20.603,19.912,0.0902,4.375
34,2014-01-03 13:55:00,-0.1988,0.0000,0.00,425.6,24.726,36.800,9.0,20.650,19.984,0.0902,4.363
35,2014-01-03 14:00:00,-0.1988,0.0000,0.00,425.6,24.171,37.800,8.9,20.698,20.031,0.0896,4.448
36,2014-01-03 14:05:00,-0.1988,0.0000,0.00,406.9,23.833,38.700,8.9,20.746,20.079,0.0896,4.393
37,2014-01-03 14:10:00,-0.1988,0.0000,0.00,386.9,23.208,41.100,9.3,20.770,20.126,0.0896,4.387
38,2014-01-03 14:15:00,-0.1988,0.0000,0.00,365.6,23.208,42.100,9.6,20.817,20.174,0.0896,4.400
39,2014-01-03 14:20:00,-0.1988,0.0000,0.00,335.6,22.753,42.500,9.4,20.841,20.246,0.0896,4.369
40,2014-01-03 14:25:00,-0.1988,0.0000,0.00,310.6,22.489,44.100,9.7,20.889,20.293,0.0896,4.363
41,2014-01-03 14:30:00,-0.1988,0.0000,0.00,288.1,22.321,44.700,9.7,20.913,20.317,0.0896,4.393
42,2014-01-03 14:35:00,-0.1988,0.0000,0.00,291.9,22.226,45.900,10.0,20.936,20.365,0.0893,4.381
43,2014-01-03 14:40:00,-0.1988,0.0000,0.00,269.4,21.652,46.900,9.8,20.936,20.388,0.0893,4.375
44,2014-01-03 14:45:00,-0.1988,0.0000,0.00,229.4,22.106,46.000,10.0,20.960,20.436,0.0893,4.369
45,2014-01-03 14:50:00,-0.1988,0.0000,0.00,205.6,21.437,47.500,9.8,20.960,20.460,0.0893,4.363
46,2014-01-03 14:55:00,-0.1988,0.0000,0.00,183.1,21.509,47.600,9.9,20.960,20.460,0.0893,4.381
47,2014-01-03 15:00:00,-0.1988,0.0000,0.00,180.6,20.722,49.200,9.7,20.960,20.484,0.0893,4.430
48,2014-01-03 15:05:00,-0.1988,0.0000,0.00,164.4,20.674,49.700,9.8,20.960,20.507,0.0893,4.381
49,2014-01-03 15:10:00,-0.1988,0.0000,0.00,158.1,20.484,50.100,9.8,20.936,20.507,0.0893,4.375
50,2014-01-03 15:15:00,-0.1988,0.0000,0.00,135.6,20.246,50.500,9.7,20.936,20.507,0.0887,4.369
51,2014-01-03 15:20:00,-0.1988,0.0000,0.00,113.1,19.960,50.400,9.4,20.936,20.507,0.0887,4.369
52,2014-01-03 15:25:00,-0.1988,0.0000,0.00,98.1,19.722,50.500,9.2,20.913,20.531,0.0887,4.393
53,2014-01-03 15:30:00,-0.1988,0.0000,0.00,88.1,19.579,50.400,9.0,20.889,20.507,0.0887,4.381
54,2014-01-03 15:35:00,-0.1988,0.0000,0.00,78.1,19.080,51.200,8.8,20.865,20.507,0.0887,4.369
55,2014-01-03 15:40:00,-0.1988,0.0000,0.00,66.9,18.842,51.800,8.7,20.841,20.507,0.0887,4.369
56,2014-01-03 15:45:00,-0.1988,0.0000,0.00,56.9,18.580,52.600,8.7,20.793,20.484,0.0887,4.381
57,2014-01-03 15:50:00,-0.1988,0.0000,0.00,50.6,18.414,53.800,8.9,20.770,20.484,0.0887,4.406
58,2014-01-03 15:55:00,-0.1988,0.0000,0.00,46.9,18.152,55.300,9.1,20.746,20.460,0.0887,4.387
59,2014-01-03 16:00:00,-0.1988,0.0000,0.00,41.9,17.962,55.700,9.0,20.698,20.436,0.0881,4.381
60,2014-01-03 16:05:00,-0.1988,0.0000,0.00,36.9,17.915,55.500,8.9,20.650,20.412,0.0881,4.369
61,2014-01-03 16:10:00,-0.1988,0.0000,0.00,33.1,17.819,54.700,8.6,20.603,20.388,0.0881,4.369
62,2014-01-03 16:15:00,-0.1988,0.0000,0.00,29.4,17.605,54.900,8.4,20.555,20.365,0.0881,4.369
63,2014-01-03 16:20:00,-0.1988,0.0000,0.00,24.4,17.391,56.200,8.6,20.531,20.341,0.0881,4.363
64,2014-01-03 16:25:00,-0.1988,0.0000,0.00,19.4,17.130,58.500,8.9,20.484,20.317,0.0881,4.363
65,2014-01-03 16:30:00,-0.1988,0.0000,0.00,14.4,16.820,61.100,9.3,20.436,20.269,0.0881,4.363
66,2014-01-03 16:35:00,-0.1988,0.0000,0.00,11.9,16.296,64.800,9.7,20.365,20.246,0.0881,4.363
67,2014-01-03 16:40:00,-0.1988,0.0000,0.00,8.1,15.629,68.400,9.8,20.341,20.198,0.0881,4.363
68,2014-01-03 16:45:00,-0.1988,0.0000,0.00,4.4,14.792,71.800,9.8,20.293,20.174,0.0875,4.357
69,2014-01-03 16:50:00,-0.1988,0.0000,0.00,1.9,14.337,74.200,9.8,20.222,20.126,0.0875,4.357
70,2014-01-03 16:55:00,-0.1988,0.0000,0.00,0.6,13.690,76.900,9.7,20.174,20.103,0.0875,4.357
71,2014-01-03 17:00:00,-0.1988,0.0000,1.18,0.6,13.546,78.600,9.9,20.126,20.055,0.0875,4.351
72,2014-01-03 17:05:00,-0.1988,0.0000,2.35,0.6,13.522,79.800,10.1,20.055,20.007,0.0875,4.351
73,2014-01-03 17:10:00,-0.1988,0.0000,2.35,0.6,13.473,80.400,10.2,19.984,19.960,0.0875,4.351
74,2014-01-03 17:15:00,-0.1988,0.0000,2.94,0.6,13.449,80.700,10.2,19.936,19.912,0.0869,4.351
75,2014-01-03 17:20:00,-0.2039,0.0000,3.53,0.6,13.401,80.400,10.1,19.865,19.865,0.0869,4.351
76,2014-01-03 17:25:00,-0.2039,0.0000,4.12,0.6,13.329,80.200,10.0,19.793,19.817,0.0869,4.351
77,2014-01-03 17:30:00,-0.2039,0.0000,4.12,0.6,13.401,80.500,10.1,19.746,19.746,0.0869,4.363
78,2014-01-03 17:35:00,-0.2039,0.0000,3.53,0.6,13.546,79.900,10.2,19.674,19.698,0.0869,4.345
79,2014-01-03 17:40:00,-0.1988,0.0000,3.53,0.6,13.473,80.400,10.2,19.603,19.651,0.0869,4.345
80,2014-01-03 17:45:00,-0.2039,0.0000,4.12,0.6,13.329,80.900,10.1,19.555,19.603,0.0869,4.345
81,2014-01-03 17:50:00,-0.2039,0.0000,5.29,0.6,13.209,81.200,10.1,19.484,19.555,0.0863,4.345
82,2014-01-03 17:55:00,-0.2039,0.0000,7.06,0.6,13.137,81.200,10.0,19.436,19.508,0.0863,4.345
83,2014-01-03 18:00:00,-0.2039,0.0000,5.29,0.6,13.185,80.800,10.0,19.365,19.460,0.0863,4.345
84,2014-01-03 18:05:00,-0.2039,0.0000,2.35,0.6,13.666,77.700,9.9,19.318,19.413,0.0863,4.345
85,2014-01-03 18:10:00,-0.1988,0.0000,1.18,0.6,14.194,73.500,9.5,19.270,19.365,0.0863,4.345
86,2014-01-03 18:15:00,-0.2039,0.0000,1.18,0.6,14.409,71.100,9.3,19.222,19.318,0.0863,4.339
87,2014-01-03 18:20:00,-0.2039,0.0000,0.59,0.6,14.649,68.200,8.9,19.175,19.270,0.0863,4.339
88,2014-01-03 18:25:00,-0.2039,0.0000,0.59,0.6,14.745,66.300,8.5,19.103,19.222,0.0863,4.339
89,2014-01-03 18:30:00,-0.2039,0.0000,0.00,0.6,15.151,64.500,8.5,19.056,19.175,0.0863,4.339
90,2014-01-03 18:35:00,-0.2039,0.0000,0.00,0.6,15.342,63.900,8.6,19.008,19.151,0.0863,4.339
91,2014-01-03 18:40:00,-0.2039,0.0000,0.00,0.6,15.151,63.700,8.3,18.961,19.103,0.0857,4.339
92,2014-01-03 18:45:00,-0.2039,0.0000,0.00,0.6,14.888,64.000,8.2,18.913,19.056,0.0857,4.339
93,2014-01-03 18:50:00,-0.2039,0.0000,0.00,0.6,14.864,63.700,8.1,18.866,19.008,0.0857,4.339
94,2014-01-03 18:55:00,-0.2039,0.0000,0.00,0.6,14.721,64.500,8.1,18.842,18.985,0.0857,4.339
95,2014-01-03 19:00:00,-0.1988,0.0000,0.59,0.6,14.553,69.600,9.1,18.794,18.937,0.0857,4.339
96,2014-01-03 19:05:00,-0.2039,0.0000,0.59,0.6,14.385,71.600,9.3,18.747,18.889,0.0857,4.339
97,2014-01-03 19:10:00,-0.2039,0.0000,1.18,0.6,14.242,73.700,9.6,18.699,18.866,0.0857,4.339
98,2014-01-03 19:15:00,-0.2039,0.0000,1.18,0.6,14.122,74.500,9.7,18.675,18.818,0.0857,4.339
99,2014-01-03 19:20:00,-0.2039,0.0000,1.18,0.6,13.930,74.800,9.5,18.628,18.794,0.0857,4.339
100,2014-01-03 19:25:00,-0.2039,0.0000,1.18,0.6,13.738,75.500,9.5,18.604,18.747,0.0850,4.339
101,2014-01-03 19:30:00,-0.2039,0.0000,1.18,0.6,13.594,74.900,9.2,18.557,18.723,0.0850,4.339
102,2014-01-03 19:35:00,-0.2039,0.0000,1.18,0.6,13.570,75.500,9.3,18.533,18.699,0.0850,4.339
103,2014-01-03 19:40:00,-0.2039,0.0000,1.18,0.6,13.546,75.000,9.2,18.485,18.652,0.0850,4.333
104,2014-01-03 19:45:00,-0.1988,0.0000,1.18,0.6,13.401,74.800,9.0,18.461,18.628,0.0850,4.333
105,2014-01-03 19:50:00,-0.2039,0.0000,0.59,0.6,13.329,74.600,8.9,18.414,18.580,0.0850,4.339
106,2014-01-03 19:55:00,-0.2039,0.0000,0.59,0.6,13.329,74.300,8.9,18.366,18.557,0.0850,4.333
107,2014-01-03 20:00:00,-0.2039,0.0000,0.59,0.6,13.522,73.100,8.8,18.343,18.509,0.0850,4.333
108,2014-01-03 20:05:00,-0.2039,0.0000,0.59,0.6,13.882,74.100,9.4,18.295,18.485,0.0850,4.333
109,2014-01-03 20:10:00,-0.2039,0.0000,1.18,0.6,13.882,74.500,9.4,18.271,18.461,0.0850,4.333
110,2014-01-03 20:15:00,-0.2039,0.0000,1.18,0.6,13.786,77.000,9.8,18.224,18.414,0.0850,4.333
111,2014-01-03 20:20:00,-0.2039,0.0000,1.18,0.6,13.570,77.300,9.7,18.200,18.390,0.0850,4.333
112,2014-01-03 20:25:00,-0.2039,0.0000,1.76,0.6,13.473,78.100,9.7,18.152,18.343,0.0850,4.333
113,2014-01-03 20:30:00,-0.2039,0.0000,1.76,0.6,13.425,78.900,9.9,18.129,18.319,0.0850,4.333
114,2014-01-03 20:35:00,-0.2039,0.0000,2.35,0.6,13.329,79.000,9.8,18.081,18.295,0.0850,4.333
115,2014-01-03 20:40:00,-0.2039,0.0000,2.94,0.6,13.161,79.500,9.7,18.057,18.271,0.0850,4.333
116,2014-01-03 20:45:00,-0.2039,0.0000,3.53,0.6,13.088,80.000,9.7,18.033,18.224,0.0850,4.333
117,2014-01-03 20:50:00,-0.2039,0.0000,2.94,0.6,12.944,80.200,9.6,17.986,18.200,0.0850,4.333
118,2014-01-03 20:55:00,-0.2039,0.0000,3.53,0.6,12.823,81.000,9.7,17.962,18.176,0.0850,4.333
119,2014-01-03 21:00:00,-0.2039,0.0000,3.53,0.6,12.775,81.000,9.6,17.938,18.129,0.0850,4.333
