Date Time	Temp (°F)  #10359318	RH (%)  #10359318	Voltage (V)  #10363602	Current (mA)  #10363602	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374521	Wetness (%)  #10374909	Solar Radiation (W/m²)  #10375650	Batt (V) c:5
05/22/15 16:05:00.0	66.472	60.100	-0.1988	0.0000	75.942	70.543	0.0835	1.76	133.1	4.339
05/22/15 16:10:00.0	64.931	60.700	-0.1988	0.0000	75.074	70.716	0.0835	1.76	54.4	4.351
05/22/15 16:15:00.0	64.803	62.200	-0.1988	0.0000	73.861	70.846	0.0835	1.76	40.6	4.351
05/22/15 16:20:00.0	64.117	62.800	-0.1988	0.0000	72.869	70.803	0.0829	1.76	38.1	4.345
05/22/15 16:25:00.0	64.074	63.300	-0.1988	0.0000	72.136	70.673	0.0829	1.76	39.4	4.345
05/22/15 16:30:00.0	63.990	62.300	-0.1988	0.0000	71.577	70.502	0.0829	1.76	35.6	4.351
05/22/15 16:35:00.0	63.946	61.400	-0.1988	0.0000	71.060	70.329	0.0822	1.18	31.9	4.345
05/22/15 16:40:00.0	63.475	62.400	-0.1988	0.0000	70.502	70.115	0.0822	1.18	28.1	4.345
05/22/15 16:45:00.0	63.648	62.300	-0.1988	0.0000	70.158	69.901	0.0816	1.18	30.6	4.345
05/22/15 16:50:00.0	63.732	63.000	-0.1988	0.0000	69.858	69.728	0.0816	1.18	25.6	4.339
05/22/15 16:55:00.0	63.518	62.600	-0.1988	0.0000	69.600	69.514	0.0816	1.76	23.1	4.339
05/22/15 17:00:00.0	63.262	63.300	-0.1988	0.0000	69.213	69.343	0.0810	1.76	19.4	4.339
05/22/15 17:05:00.0	63.304	62.800	-0.1988	0.0000	68.956	69.170	0.0810	1.76	18.1	4.339
05/22/15 17:10:00.0	63.176	64.000	-0.1988	0.0000	68.657	68.999	0.0810	1.18	16.9	4.339
05/22/15 17:15:00.0	63.262	64.900	-0.1988	0.0000	68.484	68.871	0.0810	1.18	18.1	4.339
05/22/15 17:20:00.0	63.090	64.000	-0.1988	0.0000	68.313	68.698	0.0810	1.18	16.9	4.339
05/22/15 17:25:00.0	62.748	64.900	-0.1988	0.0000	68.056	68.571	0.0810	1.76	18.1	4.339
05/22/15 17:30:00.0	63.090	63.900	-0.1988	0.0000	67.885	68.443	0.0803	1.76	15.6	4.333
05/22/15 17:35:00.0	63.133	63.800	-0.1988	0.0000	67.757	68.270	0.0803	1.76	14.4	4.333
05/22/15 17:40:00.0	63.090	63.100	-0.1988	0.0000	67.627	68.185	0.0803	1.76	16.9	4.333
05/22/15 17:45:00.0	63.347	63.500	-0.1988	0.0000	67.543	68.056	0.0803	1.18	15.6	4.333
05/22/15 17:50:00.0	63.347	64.000	-0.1988	0.0000	67.456	67.971	0.0803	1.76	14.4	4.333
05/22/15 17:55:00.0	63.005	64.600	-0.1988	0.0000	67.372	67.842	0.0797	1.76	11.9	4.333
05/22/15 18:00:00.0	62.748	65.400	-0.1988	0.0000	67.199	67.757	0.0797	1.76	11.9	4.339
05/22/15 18:05:00.0	62.661	64.300	-0.1988	0.0000	67.028	67.671	0.0797	1.76	11.9	4.333
05/22/15 18:10:00.0	62.148	65.300	-0.1988	0.0000	66.814	67.586	0.0797	1.18	13.1	4.333
05/22/15 18:15:00.0	62.276	65.800	-0.1988	0.0000	66.729	67.500	0.0797	1.76	11.9	4.333
05/22/15 18:20:00.0	62.148	67.000	-0.1988	0.0000	66.600	67.413	0.0797	1.76	11.9	4.333
05/22/15 18:25:00.0	61.804	68.800	-0.1988	0.0000	66.429	67.329	0.0797	1.76	13.1	4.333
05/22/15 18:30:00.0	61.804	69.600	-0.1988	0.0000	66.344	67.242	0.0797	1.18	15.6	4.327
05/22/15 18:35:00.0	61.462	70.600	-0.1988	0.0000	66.214	67.158	0.0797	1.76	8.1	4.327
05/22/15 18:40:00.0	61.419	71.900	-0.1988	0.0000	66.087	67.071	0.0797	1.76	6.9	4.327
05/22/15 18:45:00.0	61.248	72.300	-0.1988	0.0000	65.959	66.985	0.0797	1.76	5.6	4.327
05/22/15 18:50:00.0	61.248	73.100	-0.1988	0.0000	65.788	66.900	0.0794	1.76	4.4	4.327
05/22/15 18:55:00.0	61.162	73.800	-0.1988	0.0000	65.701	66.814	0.0794	1.76	3.1	4.327
05/22/15 19:00:00.0	61.290	73.700	-0.1988	0.0000	65.615	66.729	0.0794	1.76	3.1	4.321
05/22/15 19:05:00.0	61.032	73.700	-0.1988	0.0000	65.487	66.686	0.0794	1.76	3.1	4.327
05/22/15 19:10:00.0	60.991	74.500	-0.1988	0.0000	65.403	66.600	0.0794	1.76	1.9	4.321
05/22/15 19:15:00.0	60.904	75.200	-0.1988	0.0000	65.316	66.515	0.0794	1.76	1.9	4.327
05/22/15 19:20:00.0	60.861	74.900	-0.1988	0.0000	65.188	66.472	0.0794	1.76	0.6	4.321
05/22/15 19:25:00.0	60.904	75.400	-0.1988	0.0000	65.102	66.385	0.0794	1.76	0.6	4.321
05/22/15 19:30:00.0	60.818	75.600	-0.1988	0.0000	64.974	66.301	0.0794	1.76	0.6	4.321
05/22/15 19:35:00.0	60.948	75.900	-0.1988	0.0000	64.931	66.214	0.0794	2.35	0.6	4.321
05/22/15 19:40:00.0	60.991	76.300	-0.1988	0.0000	64.888	66.173	0.0794	2.35	0.6	4.321
05/22/15 19:45:00.0	61.119	76.100	-0.1988	0.0000	64.845	66.087	0.0794	2.35	0.6	4.321
05/22/15 19:50:00.0	61.290	75.400	-0.1988	0.0000	64.845	66.043	0.0794	2.35	0.6	4.321
05/22/15 19:55:00.0	60.904	75.600	-0.1988	0.0000	64.760	66.000	0.0794	2.35	0.6	4.321
05/22/15 20:00:00.0	60.775	75.200	-0.1988	0.0000	64.674	65.959	0.0794	2.35	0.6	4.321
05/22/15 20:05:00.0	60.861	75.000	-0.1988	0.0000	64.589	65.872	0.0794	1.76	0.6	4.321
05/22/15 20:10:00.0	60.861	74.200	-0.1988	0.0000	64.546	65.829	0.0787	1.76	0.6	4.321
05/22/15 20:15:00.0	60.690	74.000	-0.1988	0.0000	64.418	65.788	0.0787	1.76	0.6	4.321
05/22/15 20:20:00.0	60.690	74.000	-0.1988	0.0000	64.332	65.745	0.0787	1.76	0.6	4.321
05/22/15 20:25:00.0	60.561	74.300	-0.1988	0.0000	64.247	65.658	0.0787	1.76	0.6	4.321
05/22/15 20:30:00.0	60.604	74.500	-0.2039	0.0000	64.204	65.615	0.0794	1.76	0.6	4.321
05/22/15 20:35:00.0	60.561	74.400	-0.1988	0.0000	64.117	65.574	0.0794	1.76	0.6	4.321
05/22/15 20:40:00.0	60.561	74.400	-0.1988	0.0000	64.033	65.530	0.0787	1.76	0.6	4.321
05/22/15 20:45:00.0	60.517	74.100	-0.1988	0.0000	63.990	65.444	0.0787	1.76	0.6	4.321
05/22/15 20:50:00.0	60.517	73.800	-0.1988	0.0000	63.946	65.403	0.0787	1.76	0.6	4.357
05/22/15 20:55:00.0	60.474	73.700	-0.1988	0.0000	63.903	65.359	0.0787	1.76	0.6	4.321
05/22/15 21:00:00.0	60.390	73.500	-0.1988	0.0000	63.862	65.316	0.0794	1.76	0.6	4.321
05/22/15 21:05:00.0	60.517	73.500	-0.1988	0.0000	63.819	65.273	0.0794	1.76	0.6	4.321
05/22/15 21:10:00.0	60.604	73.500	-0.1988	0.0000	63.819	65.230	0.0787	1.76	0.6	4.321
05/22/15 21:15:00.0	60.474	74.000	-0.1988	0.0000	63.775	65.188	0.0787	1.76	0.6	4.321
05/22/15 21:20:00.0	60.433	74.000	-0.1988	0.0000	63.732	65.145	0.0787	1.76	0.6	4.321
05/22/15 21:25:00.0	60.474	73.700	-0.1988	0.0000	63.689	65.102	0.0787	1.76	0.6	4.321
05/22/15 21:30:00.0	60.433	73.600	-0.1988	0.0000	63.648	65.059	0.0787	1.76	0.6	4.321
05/22/15 21:35:00.0	60.433	73.600	-0.1988	0.0000	63.604	65.017	0.0787	1.76	0.6	4.321
05/22/15 21:40:00.0	60.517	73.700	-0.1988	0.0000	63.604	65.017	0.0787	1.76	0.6	4.321
05/22/15 21:45:00.0	60.517	73.300	-0.1988	0.0000	63.561	64.974	0.0794	1.76	0.6	4.321
05/22/15 21:50:00.0	60.561	73.500	-0.1988	0.0000	63.561	64.931	0.0787	1.76	0.6	4.321
05/22/15 21:55:00.0	60.561	73.700	-0.1988	0.0000	63.518	64.888	0.0787	1.76	0.6	4.321
05/22/15 22:00:00.0	60.561	73.500	-0.1988	0.0000	63.475	64.845	0.0787	1.76	0.6	4.321
05/22/15 22:05:00.0	60.604	73.600	-0.1988	0.0000	63.390	64.845	0.0787	1.76	0.6	4.321
05/22/15 22:10:00.0	60.433	73.800	-0.1988	0.0000	63.347	64.803	0.0787	1.76	0.6	4.321
05/22/15 22:15:00.0	60.433	74.000	-0.1988	0.0000	63.304	64.760	0.0787	1.76	0.6	4.321
05/22/15 22:20:00.0	60.604	73.800	-0.1988	0.0000	63.347	64.760	0.0787	1.76	0.6	4.321
05/22/15 22:25:00.0	60.604	73.600	-0.1988	0.0000	63.304	64.717	0.0787	1.76	0.6	4.321
05/22/15 22:30:00.0	60.690	73.700	-0.1988	0.0000	63.347	64.674	0.0787	1.76	0.6	4.321
05/22/15 22:35:00.0	60.733	73.600	-0.1988	0.0000	63.347	64.674	0.0787	1.76	0.6	4.321
05/22/15 22:40:00.0	60.775	73.400	-0.1988	0.0000	63.304	64.632	0.0787	1.76	0.6	4.321
05/22/15 22:45:00.0	60.818	73.600	-0.1988	0.0000	63.304	64.632	0.0794	2.35	0.6	4.321
05/22/15 22:50:00.0	60.818	73.700	-0.1988	0.0000	63.304	64.589	0.0787	1.76	0.6	4.321
05/22/15 22:55:00.0	60.733	73.600	-0.1988	0.0000	63.304	64.589	0.0787	2.35	0.6	4.321
05/22/15 23:00:00.0	60.690	73.600	-0.1988	0.0000	63.219	64.589	0.0787	1.76	0.6	4.315
05/22/15 23:05:00.0	60.647	73.700	-0.1988	0.0000	63.176	64.546	0.0787	1.76	0.6	4.321
05/22/15 23:10:00.0	60.517	73.900	-0.1988	0.0000	63.176	64.546	0.0787	2.35	0.6	4.315
05/22/15 23:15:00.0	60.517	74.300	-0.1988	0.0000	63.133	64.503	0.0787	2.35	0.6	4.321
05/22/15 23:20:00.0	60.647	74.300	-0.1988	0.0000	63.133	64.503	0.0787	1.76	0.6	4.315
05/22/15 23:25:00.0	60.561	74.400	-0.1988	0.0000	63.133	64.459	0.0787	2.35	0.6	4.315
05/22/15 23:30:00.0	60.604	74.500	-0.1988	0.0000	63.133	64.459	0.0787	2.35	0.6	4.315
05/22/15 23:35:00.0	60.561	74.700	-0.1988	0.0000	63.090	64.418	0.0787	2.35	0.6	4.315
05/22/15 23:40:00.0	60.517	74.800	-0.1988	0.0000	63.090	64.418	0.0787	2.35	0.6	4.315
05/22/15 23:45:00.0	60.517	75.000	-0.1988	0.0000	63.048	64.375	0.0787	2.35	0.6	4.327
05/22/15 23:50:00.0	60.433	75.100	-0.1988	0.0000	63.048	64.375	0.0787	2.35	0.6	4.315
05/22/15 23:55:00.0	60.474	75.300	-0.1988	0.0000	63.048	64.332	0.0787	2.35	0.6	4.315
05/23/15 00:00:00.0	60.260	75.200	-0.1988	0.0000	63.005	64.332	0.0787	2.35	0.6	4.315
05/23/15 00:05:00.0	60.174	75.100	-0.1988	0.0000	62.919	64.332	0.0787	2.35	0.6	4.315
05/23/15 00:10:00.0	60.003	75.100	-0.1988	0.0000	62.834	64.288	0.0787	2.35	0.6	4.315
05/23/15 00:15:00.0	59.873	75.600	-0.1988	0.0000	62.748	64.288	0.0787	2.35	0.6	4.315
05/23/15 00:20:00.0	59.830	75.800	-0.1988	0.0000	62.748	64.247	0.0787	2.35	0.6	4.315
05/23/15 00:25:00.0	59.916	75.800	-0.1988	0.0000	62.748	64.204	0.0787	2.35	0.6	4.315
05/23/15 00:30:00.0	60.003	75.800	-0.1988	0.0000	62.704	64.204	0.0787	2.35	0.6	4.315
05/23/15 00:35:00.0	60.003	76.000	-0.1988	0.0000	62.704	64.161	0.0787	2.35	0.6	4.315
05/23/15 00:40:00.0	59.916	76.400	-0.1988	0.0000	62.704	64.161	0.0787	2.35	0.6	4.315
05/23/15 00:45:00.0	59.916	76.500	-0.1988	0.0000	62.704	64.117	0.0787	2.35	0.6	4.315
05/23/15 00:50:00.0	59.873	77.000	-0.1988	0.0000	62.661	64.117	0.0787	2.35	0.6	4.315
05/23/15 00:55:00.0	59.830	77.000	-0.1988	0.0000	62.661	64.074	0.0787	2.35	0.6	4.315
05/23/15 01:00:00.0	59.830	76.900	-0.1988	0.0000	62.620	64.074	0.0787	2.35	0.6	4.315
05/23/15 01:05:00.0	59.745	76.900	-0.1988	0.0000	62.577	64.033	0.0787	2.35	0.6	4.315
05/23/15 01:10:00.0	59.745	77.200	-0.1988	0.0000	62.533	64.033	0.0787	2.35	0.6	4.315
