Date Time	Voltage (V)  #10200841	Current (mA)  #10200841	Wetness (%)  #10205910	Solar Radiation (W/m²)  #10208648	Temp (°F)  #10213639	RH (%)  #10213639	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222877	Batt (V) c:5
07/03/15 13:40:02.0	-0.2039	0.0000	0.00	1,003.1	83.691	55.300	82.308	80.802	0.0932	4.363
07/03/15 13:45:02.0	-0.2039	0.0000	0.00	993.1	83.064	54.700	82.486	80.978	0.0932	4.357
07/03/15 13:50:02.0	-0.2039	0.0000	0.00	984.4	82.976	52.600	82.620	81.154	0.0932	4.406
07/03/15 13:55:02.0	-0.2039	0.0000	0.00	964.4	81.775	54.000	82.708	81.288	0.0937	4.400
07/03/15 14:00:02.0	-0.2039	0.0000	0.00	954.4	82.218	54.000	82.798	81.421	0.0937	4.393
07/03/15 14:05:02.0	-0.2039	0.0000	0.00	955.6	82.218	54.100	82.886	81.509	0.0937	4.381
07/03/15 14:10:02.0	-0.2039	0.0000	0.00	938.1	81.288	55.800	82.931	81.597	0.0937	4.369
07/03/15 14:15:02.0	-0.2039	0.0000	0.00	950.6	82.085	55.800	82.976	81.687	0.0937	4.363
07/03/15 14:20:02.0	-0.2039	0.0000	0.00	950.6	81.199	55.700	83.021	81.775	0.0937	4.430
07/03/15 14:25:02.0	-0.2039	0.0000	0.00	934.4	80.537	57.300	83.064	81.864	0.0937	4.400
07/03/15 14:30:02.0	-0.2039	0.0000	0.00	924.4	82.085	54.900	83.109	81.909	0.0937	4.393
07/03/15 14:35:02.0	-0.2039	0.0000	0.00	908.1	80.802	56.700	83.109	81.997	0.0937	4.381
07/03/15 14:40:02.0	-0.2039	0.0000	0.00	894.4	81.421	56.200	83.154	82.042	0.0937	4.369
07/03/15 14:45:02.0	-0.2039	0.0000	0.00	881.9	82.798	54.100	83.154	82.085	0.0937	4.363
07/03/15 14:50:02.0	-0.2039	0.0000	0.00	863.1	81.376	55.900	83.199	82.130	0.0937	4.418
07/03/15 14:55:02.0	-0.2039	0.0000	0.00	846.9	80.935	55.800	83.199	82.175	0.0937	4.412
07/03/15 15:00:02.0	-0.2039	0.0000	0.00	829.4	81.066	55.300	83.199	82.218	0.0943	4.393
07/03/15 15:05:02.0	-0.2039	0.0000	0.00	819.4	80.668	55.900	83.242	82.218	0.0943	4.381
