"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-11-13 11:55:00,-0.2039,0.0000,19.698,61.100,12.0,20.293,20.198,0.1307,0.00,94.4,4.333
2,2014-11-13 12:00:00,-0.2039,0.0000,19.389,61.700,11.9,20.126,20.055,0.1347,0.00,130.6,4.333
3,2014-11-13 12:05:00,-0.2039,0.0000,19.817,60.800,12.0,19.984,19.912,0.1387,0.00,166.9,4.339
4,2014-11-13 12:10:00,-0.2039,0.0000,19.603,61.100,11.9,19.888,19.793,0.1387,0.00,149.4,4.369
5,2014-11-13 12:15:00,-0.2039,0.0000,19.817,60.300,11.9,19.817,19.722,0.1387,0.00,165.6,4.345
6,2014-11-13 12:20:00,-0.2039,0.0000,19.603,60.700,11.8,19.746,19.651,0.1538,0.00,166.9,4.339
7,2014-11-13 12:25:00,-0.2039,0.0000,19.960,60.100,12.0,19.674,19.579,0.1425,0.00,181.9,4.333
8,2014-11-13 12:30:00,-0.2039,0.0000,20.031,60.100,12.1,19.651,19.555,0.1430,0.00,209.4,4.333
9,2014-11-13 12:35:00,-0.2039,0.0000,20.246,59.300,12.1,19.674,19.555,0.1430,0.00,233.1,4.351
10,2014-11-13 12:40:00,-0.2039,0.0000,20.246,59.900,12.2,19.698,19.579,0.1430,0.00,249.4,4.339
11,2014-11-13 12:45:00,-0.2039,0.0000,20.460,59.200,12.2,19.746,19.627,0.1430,0.00,268.1,4.339
12,2014-11-13 12:50:00,-0.2039,0.0000,20.555,59.900,12.5,19.817,19.674,0.1430,0.00,276.9,4.333
13,2014-11-13 12:55:00,-0.2039,0.0000,20.412,59.400,12.3,19.888,19.770,0.1434,0.00,273.1,4.363
14,2014-11-13 13:00:00,-0.2039,0.0000,20.150,59.700,12.1,19.960,19.841,0.1434,0.00,265.6,4.345
15,2014-11-13 13:05:00,-0.2039,0.0000,20.031,60.000,12.0,20.007,19.888,0.1430,0.00,246.9,4.339
16,2014-11-13 13:10:00,-0.2039,0.0000,20.460,60.400,12.6,20.079,19.960,0.1434,0.00,251.9,4.339
17,2014-11-13 13:15:00,-0.2039,0.0000,20.674,59.000,12.4,20.126,20.007,0.1430,0.59,259.4,4.333
18,2014-11-13 13:20:00,-0.2039,0.0000,20.269,59.500,12.1,20.174,20.055,0.1434,0.00,275.6,4.339
19,2014-11-13 13:25:00,-0.2039,0.0000,20.555,59.900,12.5,20.198,20.079,0.1430,0.00,279.4,4.339
20,2014-11-13 13:30:00,-0.2039,0.0000,20.889,58.200,12.4,20.246,20.126,0.1434,0.00,269.4,4.339
21,2014-11-13 13:35:00,-0.2039,0.0000,20.698,59.100,12.4,20.317,20.198,0.1434,0.00,278.1,4.339
22,2014-11-13 13:40:00,-0.2039,0.0000,20.936,58.800,12.6,20.388,20.269,0.1434,0.00,271.9,4.351
23,2014-11-13 13:45:00,-0.2039,0.0000,21.223,58.700,12.8,20.460,20.341,0.1434,0.59,263.1,4.339
24,2014-11-13 13:50:00,-0.2039,0.0000,20.793,59.100,12.5,20.507,20.388,0.1434,0.00,254.4,4.339
25,2014-11-13 13:55:00,-0.2039,0.0000,21.151,58.100,12.6,20.555,20.436,0.1434,0.00,223.1,4.333
26,2014-11-13 14:00:00,-0.2039,0.0000,20.936,58.400,12.5,20.579,20.484,0.1434,0.00,200.6,4.339
27,2014-11-13 14:05:00,-0.2039,0.0000,20.627,58.700,12.3,20.579,20.484,0.1434,0.00,223.1,4.345
28,2014-11-13 14:10:00,-0.2039,0.0000,20.507,59.300,12.3,20.579,20.484,0.1434,0.00,245.6,4.339
29,2014-11-13 14:15:00,-0.2039,0.0000,20.770,59.300,12.6,20.579,20.484,0.1441,0.00,243.1,4.339
30,2014-11-13 14:20:00,-0.2039,0.0000,20.841,59.700,12.7,20.603,20.507,0.1434,0.00,226.9,4.333
31,2014-11-13 14:25:00,-0.2039,0.0000,20.913,59.800,12.8,20.627,20.531,0.1434,0.00,234.4,4.363
32,2014-11-13 14:30:00,-0.2039,0.0000,20.841,59.700,12.7,20.674,20.555,0.1441,0.59,203.1,4.339
33,2014-11-13 14:35:00,-0.2039,0.0000,20.913,59.500,12.7,20.698,20.579,0.1434,0.59,216.9,4.339
34,2014-11-13 14:40:00,-0.2039,0.0000,20.984,59.700,12.9,20.698,20.579,0.1434,0.00,178.1,4.339
35,2014-11-13 14:45:00,-0.2039,0.0000,20.555,60.700,12.7,20.698,20.603,0.1434,0.00,166.9,4.339
36,2014-11-13 14:50:00,-0.2039,0.0000,20.627,60.700,12.8,20.650,20.555,0.1434,0.00,211.9,4.351
37,2014-11-13 14:55:00,-0.2039,0.0000,20.984,60.800,13.1,20.627,20.531,0.1441,0.00,199.4,4.339
38,2014-11-13 15:00:00,-0.2039,0.0000,20.770,60.800,12.9,20.627,20.531,0.1434,0.00,209.4,4.339
39,2014-11-13 15:05:00,-0.2039,0.0000,20.507,61.700,12.9,20.627,20.531,0.1434,0.00,223.1,4.339
40,2014-11-13 15:10:00,-0.2039,0.0000,19.841,63.000,12.6,20.627,20.531,0.1434,0.00,171.9,4.339
41,2014-11-13 15:15:00,-0.2039,0.0000,20.007,63.400,12.9,20.603,20.507,0.1434,0.00,204.4,4.351
42,2014-11-13 15:20:00,-0.2039,0.0000,19.912,63.700,12.8,20.579,20.484,0.1434,0.00,205.6,4.339
43,2014-11-13 15:25:00,-0.2039,0.0000,19.912,64.000,12.9,20.555,20.460,0.1434,0.00,173.1,4.339
44,2014-11-13 15:30:00,-0.2039,0.0000,20.222,63.500,13.1,20.555,20.436,0.1441,0.00,158.1,4.339
45,2014-11-13 15:35:00,-0.2039,0.0000,20.031,63.200,12.8,20.531,20.436,0.1434,0.00,176.9,4.339
46,2014-11-13 15:40:00,-0.2039,0.0000,19.627,64.800,12.8,20.531,20.412,0.1434,0.00,184.4,4.345
47,2014-11-13 15:45:00,-0.2039,0.0000,19.888,64.600,13.0,20.484,20.388,0.1434,0.00,173.1,4.339
48,2014-11-13 15:50:00,-0.2039,0.0000,19.722,64.700,12.9,20.484,20.365,0.1434,0.00,146.9,4.339
49,2014-11-13 15:55:00,-0.2039,0.0000,19.484,65.600,12.9,20.436,20.341,0.1434,0.00,196.9,4.339
50,2014-11-13 16:00:00,-0.2039,0.0000,19.508,66.200,13.1,20.412,20.293,0.1434,0.00,191.9,4.351
51,2014-11-13 16:05:00,-0.2039,0.0000,19.674,65.700,13.1,20.388,20.269,0.1434,0.00,170.6,4.345
52,2014-11-13 16:10:00,-0.2039,0.0000,19.103,67.200,12.9,20.365,20.269,0.1434,0.00,131.9,4.339
53,2014-11-13 16:15:00,-0.2039,0.0000,18.889,68.500,13.0,20.341,20.222,0.1434,0.00,106.9,4.339
54,2014-11-13 16:20:00,-0.2039,0.0000,18.628,69.800,13.0,20.269,20.150,0.1434,0.00,101.9,4.339
55,2014-11-13 16:25:00,-0.2039,0.0000,18.652,70.100,13.1,20.198,20.079,0.1434,0.00,100.6,4.339
56,2014-11-13 16:30:00,-0.2039,0.0000,18.580,70.600,13.2,20.103,20.007,0.1430,0.00,110.6,4.351
57,2014-11-13 16:35:00,-0.2039,0.0000,18.652,71.000,13.3,20.055,19.936,0.1430,0.00,108.1,4.339
58,2014-11-13 16:40:00,-0.2039,0.0000,18.794,70.800,13.4,19.984,19.888,0.1430,0.00,100.6,4.339
59,2014-11-13 16:45:00,-0.2039,0.0000,18.794,70.700,13.4,19.960,19.841,0.1430,0.00,91.9,4.339
60,2014-11-13 16:50:00,-0.2039,0.0000,18.485,71.100,13.2,19.912,19.793,0.1430,0.00,73.1,4.339
61,2014-11-13 16:55:00,-0.2039,0.0000,18.295,71.600,13.1,19.841,19.746,0.1430,0.00,56.9,4.339
62,2014-11-13 17:00:00,-0.2039,0.0000,18.247,72.200,13.2,19.770,19.674,0.1430,0.00,56.9,4.339
63,2014-11-13 17:05:00,-0.2039,0.0000,18.176,72.400,13.1,19.698,19.579,0.1430,0.00,53.1,4.339
64,2014-11-13 17:10:00,-0.2039,0.0000,17.986,72.900,13.1,19.603,19.508,0.1430,0.00,49.4,4.333
65,2014-11-13 17:15:00,-0.2039,0.0000,17.938,73.400,13.1,19.532,19.413,0.1425,0.00,39.4,4.333
66,2014-11-13 17:20:00,-0.2039,0.0000,17.843,73.800,13.1,19.436,19.341,0.1425,0.00,30.6,4.333
67,2014-11-13 17:25:00,-0.2039,0.0000,17.796,73.900,13.1,19.341,19.246,0.1425,0.59,29.4,4.345
68,2014-11-13 17:30:00,-0.2039,0.0000,17.701,74.100,13.0,19.270,19.151,0.1425,0.00,24.4,4.333
69,2014-11-13 17:35:00,-0.2039,0.0000,17.486,74.800,13.0,19.175,19.080,0.1425,0.59,14.4,4.333
70,2014-11-13 17:40:00,-0.2039,0.0000,17.320,75.100,12.9,19.080,18.985,0.1425,0.59,6.9,4.333
71,2014-11-13 17:45:00,-0.2039,0.0000,17.153,75.800,12.9,18.985,18.889,0.1421,1.18,3.1,4.333
72,2014-11-13 17:50:00,-0.2039,0.0000,17.011,76.200,12.8,18.889,18.794,0.1425,1.18,3.1,4.333
73,2014-11-13 17:55:00,-0.2039,0.0000,16.987,76.900,12.9,18.794,18.675,0.1425,1.18,6.9,4.333
74,2014-11-13 18:00:00,-0.2039,0.0000,16.915,77.100,12.9,18.699,18.580,0.1421,1.18,0.6,4.333
75,2014-11-13 18:05:00,-0.2039,0.0000,16.796,77.400,12.8,18.604,18.509,0.1421,1.76,0.6,4.333
76,2014-11-13 18:10:00,-0.2039,0.0000,16.892,78.100,13.1,18.533,18.414,0.1425,1.18,0.6,4.333
77,2014-11-13 18:15:00,-0.2039,0.0000,16.892,78.000,13.0,18.438,18.343,0.1425,1.76,0.6,4.333
78,2014-11-13 18:20:00,-0.2039,0.0000,16.796,78.200,13.0,18.366,18.247,0.1421,2.35,0.6,4.333
79,2014-11-13 18:25:00,-0.2039,0.0000,16.701,78.900,13.0,18.295,18.176,0.1421,2.35,0.6,4.333
80,2014-11-13 18:30:00,-0.2039,0.0000,16.487,79.200,12.9,18.224,18.105,0.1425,4.12,0.6,4.327
81,2014-11-13 18:35:00,-0.2039,0.0000,16.368,79.300,12.8,18.129,18.033,0.1425,4.71,0.6,4.327
82,2014-11-13 18:40:00,-0.2039,0.0000,16.296,80.100,12.9,18.057,17.938,0.1425,4.71,0.6,4.327
83,2014-11-13 18:45:00,-0.2039,0.0000,16.177,80.400,12.8,17.986,17.867,0.1425,7.06,0.6,4.327
84,2014-11-13 18:50:00,-0.2039,0.0000,16.201,80.700,12.9,17.915,17.796,0.1425,6.47,0.6,4.327
85,2014-11-13 18:55:00,-0.2039,0.0000,16.082,80.800,12.8,17.843,17.724,0.1425,5.29,0.6,4.327
86,2014-11-13 19:00:00,-0.2039,0.0000,16.296,81.000,13.0,17.772,17.653,0.1425,3.53,0.6,4.327
87,2014-11-13 19:05:00,-0.2039,0.0000,16.320,80.800,13.0,17.748,17.629,0.1430,2.94,0.6,4.327
88,2014-11-13 19:10:00,-0.2039,0.0000,16.463,80.500,13.1,17.724,17.605,0.1425,2.35,0.6,4.327
89,2014-11-13 19:15:00,-0.2039,0.0000,16.534,80.100,13.1,17.701,17.582,0.1430,1.76,0.6,4.321
90,2014-11-13 19:20:00,-0.2039,0.0000,16.606,79.900,13.1,17.701,17.582,0.1430,1.76,0.6,4.321
91,2014-11-13 19:25:00,-0.2039,0.0000,16.630,79.700,13.1,17.701,17.582,0.1430,1.76,0.6,4.321
92,2014-11-13 19:30:00,-0.2039,0.0000,16.677,79.800,13.2,17.701,17.582,0.1430,1.76,0.6,4.321
