Date Time	Voltage (V)  #10200843	Current (mA)  #10200843	Temp (°F)  #10359301	RH (%)  #10359301	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374513	Wetness (%)  #10374916	Solar Radiation (W/m²)  #10378947	Batt (V) c:5
04/17/15 11:00:00.0	-0.2039	0.0000	77.596	26.600	65.359	68.400	0.1194	1.76	81.9	4.297
04/17/15 11:05:00.0	-0.2039	0.0000	77.464	23.900	65.444	68.227	0.1194	1.76	161.9	4.279
04/17/15 11:10:00.0	-0.2039	0.0000	77.770	24.500	65.530	68.185	0.1184	2.35	75.6	4.291
04/17/15 11:15:00.0	-0.2039	0.0000	77.029	23.700	65.574	68.142	0.1184	1.76	126.9	4.291
04/17/15 11:20:00.0	-0.2039	0.0000	77.029	24.100	65.615	68.099	0.1184	1.76	228.1	4.297
04/17/15 11:25:00.0	-0.2039	0.0000	77.029	24.300	65.658	68.013	0.1184	1.76	94.4	4.303
04/17/15 11:30:00.0	-0.2039	0.0000	76.942	24.400	65.701	67.928	0.1184	1.76	78.1	4.309
04/17/15 11:35:00.0	-0.2039	0.0000	76.942	24.600	65.745	67.885	0.1184	1.76	78.1	4.315
04/17/15 11:40:00.0	-0.2039	0.0000	76.464	24.800	65.745	67.842	0.1179	1.76	79.4	4.321
04/17/15 11:45:00.0	-0.2039	0.0000	77.464	24.900	65.788	67.757	0.1184	2.35	79.4	4.339
04/17/15 11:50:00.0	-0.2039	0.0000	77.029	26.700	65.788	67.757	0.1184	1.76	410.6	4.321
04/17/15 11:55:00.0	-0.2039	0.0000	76.289	25.300	65.829	67.714	0.1184	1.76	108.1	4.321
04/17/15 12:00:00.0	-0.2039	0.0000	77.247	25.600	65.829	67.714	0.1189	1.76	109.4	4.321
04/17/15 12:05:00.0	-0.2039	0.0000	77.247	24.400	65.829	67.714	0.1184	1.76	864.4	4.327
04/17/15 12:10:00.0	-0.2039	0.0000	77.727	23.900	65.872	67.757	0.1184	2.35	89.4	4.333
04/17/15 12:15:00.0	-0.2039	0.0000	77.247	22.800	65.872	67.798	0.1184	2.35	85.6	4.339
04/17/15 12:20:00.0	-0.2039	0.0000	76.986	23.700	65.916	67.885	0.1184	2.35	86.9	4.339
04/17/15 12:25:00.0	-0.2039	0.0000	76.899	24.100	65.916	67.885	0.1184	1.76	98.1	4.339
04/17/15 12:30:00.0	-0.2039	0.0000	76.550	24.500	65.916	67.885	0.1184	1.76	88.1	4.339
04/17/15 12:35:00.0	-0.2039	0.0000	76.332	24.500	65.916	67.885	0.1184	1.76	88.1	4.339
04/17/15 12:40:00.0	-0.2039	0.0000	75.985	25.300	65.959	67.928	0.1184	1.76	89.4	4.345
04/17/15 12:45:00.0	-0.2039	0.0000	75.594	26.000	66.000	67.971	0.1179	1.76	95.6	4.339
04/17/15 12:50:00.0	-0.2039	0.0000	75.853	25.300	66.000	68.013	0.1184	1.76	95.6	4.339
04/17/15 12:55:00.0	-0.2039	0.0000	75.290	25.500	66.043	68.185	0.1184	2.35	96.9	4.339
04/17/15 13:00:00.0	-0.2039	0.0000	75.333	25.200	66.087	68.356	0.1184	1.76	95.6	4.345
04/17/15 13:05:00.0	-0.2039	0.0000	76.071	25.700	66.087	68.484	0.1184	2.35	99.4	4.339
04/17/15 13:10:00.0	-0.2039	0.0000	75.204	25.400	66.130	68.484	0.1184	1.76	100.6	4.339
04/17/15 13:15:00.0	-0.2039	0.0000	75.290	27.300	66.173	68.400	0.1184	1.76	99.4	4.339
04/17/15 13:20:00.0	-0.2039	0.0000	75.942	29.000	66.214	68.313	0.1184	2.35	106.9	4.357
04/17/15 13:25:00.0	-0.2039	0.0000	76.158	30.800	66.258	68.313	0.1184	2.35	125.6	4.339
04/17/15 13:30:00.0	-0.2039	0.0000	75.594	31.700	66.258	68.527	0.1184	2.35	106.9	4.333
04/17/15 13:35:00.0	-0.2039	0.0000	75.942	33.400	66.301	68.698	0.1184	2.35	211.9	4.321
04/17/15 13:40:00.0	-0.2039	0.0000	75.333	33.700	66.344	68.828	0.1184	2.35	288.1	4.363
04/17/15 13:45:00.0	-0.2039	0.0000	75.681	34.100	66.344	68.913	0.1184	2.35	194.4	4.363
04/17/15 13:50:00.0	-0.2039	0.0000	75.290	33.600	66.429	68.999	0.1184	1.76	531.9	4.339
04/17/15 13:55:00.0	-0.2039	0.0000	74.511	34.300	66.472	68.999	0.1184	1.76	360.6	4.333
04/17/15 14:00:00.0	-0.2039	0.0000	74.034	35.500	66.515	68.956	0.1184	1.76	143.1	4.327
04/17/15 14:05:00.0	-0.2039	0.0000	74.856	34.600	66.558	68.913	0.1184	1.76	356.9	4.345
04/17/15 14:10:00.0	-0.2039	0.0000	75.029	33.200	66.600	68.871	0.1179	2.35	666.9	4.357
04/17/15 14:15:00.0	-0.2039	0.0000	75.420	31.800	66.600	68.828	0.1184	2.35	795.6	4.345
04/17/15 14:20:00.0	-0.2039	0.0000	75.074	29.100	66.643	68.742	0.1184	2.35	785.6	4.333
04/17/15 14:25:00.0	-0.2039	0.0000	75.333	28.800	66.686	68.698	0.1184	2.35	133.1	4.327
04/17/15 14:30:00.0	-0.2039	0.0000	75.681	27.600	66.686	68.657	0.1184	2.35	190.6	4.345
04/17/15 14:35:00.0	-0.2039	0.0000	75.810	28.400	66.686	68.614	0.1184	2.35	749.4	4.351
04/17/15 14:40:00.0	-0.2039	0.0000	75.463	27.600	66.686	68.614	0.1184	1.76	730.6	4.345
04/17/15 14:45:00.0	-0.2039	0.0000	74.554	28.800	66.729	68.614	0.1184	2.35	181.9	4.339
04/17/15 14:50:00.0	-0.2039	0.0000	74.856	29.900	66.729	68.571	0.1184	1.76	420.6	4.327
04/17/15 14:55:00.0	-0.2039	0.0000	75.376	31.500	66.729	68.614	0.1184	1.76	331.9	4.345
04/17/15 15:00:00.0	-0.2039	0.0000	73.818	32.900	66.729	68.657	0.1184	1.76	688.1	4.363
04/17/15 15:05:00.0	-0.2039	0.0000	74.034	34.000	66.729	68.657	0.1184	1.76	561.9	4.345
04/17/15 15:10:00.0	-0.2039	0.0000	74.250	36.000	66.772	68.698	0.1184	2.35	526.9	4.339
04/17/15 15:15:00.0	-0.2039	0.0000	73.774	36.700	66.772	68.785	0.1184	2.35	128.1	4.333
04/17/15 15:20:00.0	-0.2039	0.0000	74.597	34.300	66.772	68.828	0.1189	2.35	219.4	4.339
04/17/15 15:25:00.0	-0.2039	0.0000	75.117	34.300	66.814	68.913	0.1184	2.35	176.9	4.357
04/17/15 15:30:00.0	-0.2039	0.0000	75.074	34.100	66.814	68.956	0.1184	2.35	555.6	4.363
04/17/15 15:35:00.0	-0.2039	0.0000	75.551	31.900	66.857	69.042	0.1184	1.76	148.1	4.339
04/17/15 15:40:00.0	-0.2039	0.0000	76.681	32.100	66.857	69.129	0.1184	1.76	123.1	4.333
04/17/15 15:45:00.0	-0.2039	0.0000	75.724	30.300	66.900	69.213	0.1184	1.76	206.9	4.333
04/17/15 15:50:00.0	-0.2039	0.0000	75.985	31.200	66.943	69.256	0.1184	1.76	178.1	4.357
04/17/15 15:55:00.0	-0.2039	0.0000	75.333	31.100	66.943	69.386	0.1184	1.76	186.9	4.357
04/17/15 16:00:00.0	-0.2039	0.0000	75.681	31.500	66.985	69.514	0.1184	2.35	136.9	4.339
04/17/15 16:05:00.0	-0.2039	0.0000	75.508	32.600	67.028	69.643	0.1184	2.35	118.1	4.333
04/17/15 16:10:00.0	-0.2039	0.0000	75.074	32.600	67.028	69.814	0.1189	1.76	160.6	4.339
04/17/15 16:15:00.0	-0.2039	0.0000	74.295	32.600	67.114	69.985	0.1184	1.76	265.6	4.363
04/17/15 16:20:00.0	-0.2039	0.0000	74.813	33.800	67.158	70.158	0.1184	1.76	215.6	4.351
04/17/15 16:25:00.0	-0.2039	0.0000	74.424	33.600	67.199	70.329	0.1184	1.76	113.1	4.339
04/17/15 16:30:00.0	-0.2039	0.0000	73.904	34.200	67.242	70.543	0.1184	1.76	124.4	4.333
04/17/15 16:35:00.0	-0.2039	0.0000	74.640	32.300	67.285	70.673	0.1184	1.76	314.4	4.321
04/17/15 16:40:00.0	-0.2039	0.0000	74.899	30.900	67.372	70.716	0.1184	1.76	135.6	4.351
04/17/15 16:45:00.0	-0.2039	0.0000	74.295	31.200	67.413	70.673	0.1189	1.76	231.9	4.363
04/17/15 16:50:00.0	-0.2039	0.0000	74.511	30.600	67.500	70.543	0.1184	1.76	234.4	4.339
04/17/15 16:55:00.0	-0.2039	0.0000	74.338	30.800	67.543	70.329	0.1184	1.76	238.1	4.333
04/17/15 17:00:00.0	-0.2039	0.0000	73.731	31.100	67.586	70.115	0.1184	1.76	84.4	4.327
04/17/15 17:05:00.0	-0.2039	0.0000	73.515	31.800	67.627	69.901	0.1189	1.76	71.9	4.333
04/17/15 17:10:00.0	-0.2039	0.0000	73.256	32.200	67.627	69.728	0.1189	1.76	60.6	4.333
04/17/15 17:15:00.0	-0.2039	0.0000	72.739	33.000	67.627	69.600	0.1184	1.76	58.1	4.327
04/17/15 17:20:00.0	-0.2039	0.0000	72.437	33.200	67.627	69.427	0.1184	1.76	49.4	4.321
