"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2014-08-29 11:50:00,-0.2039,0.0000,33.966,26.100,11.8,26.549,25.720,-0.0120,1.76,80.6,4.351
2,2014-08-29 11:55:00,-0.2039,0.0000,33.966,26.100,11.8,26.891,25.817,-0.0120,1.76,63.1,4.339
3,2014-08-29 12:00:00,-0.2039,0.0000,34.677,25.700,12.2,27.382,26.012,-0.0120,1.76,60.6,4.333
4,2014-08-29 12:05:00,-0.2039,0.0000,34.545,25.700,12.1,28.048,26.256,-0.0120,2.35,81.9,4.327
5,2014-08-29 12:10:00,-0.2039,0.0000,33.313,26.400,11.5,28.891,26.598,-0.0120,2.35,331.9,4.381
6,2014-08-29 12:15:00,-0.2039,0.0000,34.360,26.200,12.2,29.815,27.063,-0.0120,2.35,215.6,4.357
7,2014-08-29 12:20:00,-0.2039,0.0000,35.342,25.300,12.5,30.672,27.554,-0.0120,2.35,96.9,4.345
8,2014-08-29 12:25:00,-0.2039,0.0000,35.609,24.600,12.3,31.510,28.097,-0.0115,2.94,929.4,4.339
9,2014-08-29 12:30:00,-0.2039,0.0000,35.475,25.600,12.8,32.407,28.642,-0.0115,3.53,919.4,4.333
10,2014-08-29 12:35:00,-0.2039,0.0000,35.475,26.000,13.0,33.261,29.215,-0.0103,3.53,904.4,4.381
11,2014-08-29 12:40:00,-0.2039,0.0000,37.069,25.100,13.8,34.097,29.815,-0.0103,4.12,898.1,4.351
12,2014-08-29 12:45:00,-0.2039,0.0000,37.124,24.200,13.3,34.916,30.369,-0.0097,4.12,893.1,4.339
13,2014-08-29 12:50:00,-0.2039,0.0000,36.579,24.500,13.1,35.662,30.925,-0.0097,4.12,895.6,4.333
14,2014-08-29 12:55:00,-0.2039,0.0000,37.042,23.700,12.9,36.389,31.484,-0.0086,4.12,881.9,4.327
15,2014-08-29 13:00:00,-0.2039,0.0000,37.563,23.400,13.2,37.069,32.021,-0.0080,4.12,863.1,4.363
16,2014-08-29 13:05:00,-0.2039,0.0000,37.069,28.600,15.9,37.700,32.536,-0.0080,4.12,844.4,4.345
17,2014-08-29 13:10:00,-0.2039,0.0000,36.039,32.300,16.9,38.309,33.027,-0.0069,3.53,840.6,4.333
18,2014-08-29 13:15:00,-0.2039,0.0000,36.579,32.900,17.7,38.896,33.495,-0.0069,4.12,834.4,4.327
19,2014-08-29 13:20:00,-0.2039,0.0000,35.315,34.600,17.4,39.431,33.940,-0.0063,3.53,820.6,4.442
20,2014-08-29 13:25:00,-0.2039,0.0000,34.863,36.200,17.7,39.943,34.387,-0.0063,3.53,800.6,4.345
21,2014-08-29 13:30:00,-0.2039,0.0000,34.836,36.400,17.7,40.372,34.783,-0.0052,3.53,796.9,4.339
22,2014-08-29 13:35:00,-0.2039,0.0000,34.492,36.800,17.6,40.775,35.155,-0.0047,3.53,790.6,4.327
23,2014-08-29 13:40:00,-0.2039,0.0000,34.097,37.400,17.5,41.123,35.502,-0.0047,3.53,775.6,4.321
24,2014-08-29 13:45:00,-0.2039,0.0000,34.413,37.200,17.7,41.443,35.850,-0.0047,3.53,766.9,4.351
25,2014-08-29 13:50:00,-0.2039,0.0000,34.836,36.600,17.8,41.736,36.146,-0.0047,3.53,753.1,4.339
26,2014-08-29 13:55:00,-0.2039,0.0000,34.440,37.200,17.7,42.001,36.417,-0.0036,3.53,744.4,4.327
27,2014-08-29 14:00:00,-0.2039,0.0000,35.102,36.200,17.9,42.238,36.688,-0.0036,3.53,735.6,4.321
28,2014-08-29 14:05:00,-0.2039,0.0000,34.229,37.400,17.6,42.475,36.933,-0.0025,3.53,731.9,4.351
29,2014-08-29 14:10:00,-0.2039,0.0000,33.940,37.500,17.4,42.684,37.178,-0.0025,2.94,713.1,4.333
30,2014-08-29 14:15:00,-0.2039,0.0000,33.887,37.700,17.5,42.863,37.398,-0.0025,2.94,701.9,4.327
31,2014-08-29 14:20:00,-0.2039,0.0000,33.365,38.200,17.2,43.043,37.590,-0.0019,2.94,699.4,4.321
32,2014-08-29 14:25:00,-0.2039,0.0000,34.045,37.800,17.6,43.163,37.783,-0.0019,2.94,681.9,4.351
33,2014-08-29 14:30:00,-0.2039,0.0000,35.368,35.900,18.0,43.284,37.949,-0.0019,3.53,664.4,4.442
34,2014-08-29 14:35:00,-0.2039,0.0000,35.049,35.600,17.6,43.404,38.115,-0.0019,2.94,660.6,4.345
35,2014-08-29 14:40:00,-0.2039,0.0000,33.704,37.200,17.1,43.495,38.254,-0.0019,2.94,640.6,4.333
36,2014-08-29 14:45:00,-0.2039,0.0000,33.469,37.800,17.1,43.586,38.393,-0.0008,2.94,629.4,4.327
37,2014-08-29 14:50:00,-0.2039,0.0000,33.313,37.900,17.0,43.647,38.504,-0.0008,2.94,613.1,4.321
38,2014-08-29 14:55:00,-0.2039,0.0000,33.940,37.200,17.3,43.677,38.616,-0.0008,2.94,599.4,4.339
39,2014-08-29 15:00:00,-0.2039,0.0000,34.176,36.200,17.1,43.677,38.700,-0.0008,2.94,584.4,4.412
40,2014-08-29 15:05:00,-0.2039,0.0000,33.391,37.400,16.9,43.616,38.784,-0.0008,2.94,549.4,4.345
41,2014-08-29 15:10:00,-0.2039,0.0000,32.717,39.000,17.0,43.344,38.812,-0.0008,2.35,193.1,4.333
42,2014-08-29 15:15:00,-0.2039,0.0000,32.536,39.200,16.9,42.923,38.728,-0.0008,1.76,108.1,4.321
43,2014-08-29 15:20:00,-0.2039,0.0000,31.970,40.000,16.7,42.356,38.588,-0.0008,2.35,370.6,4.321
44,2014-08-29 15:25:00,-0.2039,0.0000,32.304,39.000,16.6,41.766,38.365,-0.0008,2.35,379.4,4.345
45,2014-08-29 15:30:00,-0.2039,0.0000,31.791,39.700,16.4,41.181,38.115,-0.0008,2.35,374.4,4.339
46,2014-08-29 15:35:00,-0.2039,0.0000,31.612,40.300,16.5,40.602,37.838,-0.0019,1.76,255.6,4.333
47,2014-08-29 15:40:00,-0.2039,0.0000,30.950,41.000,16.2,40.028,37.535,-0.0019,1.18,48.1,4.321
48,2014-08-29 15:45:00,-0.2039,0.0000,30.343,42.900,16.3,39.460,37.233,-0.0025,1.76,48.1,4.327
49,2014-08-29 15:50:00,-0.2039,0.0000,29.966,43.900,16.4,38.924,36.905,-0.0025,1.18,51.9,4.321
50,2014-08-29 15:55:00,-0.2039,0.0000,29.740,43.900,16.2,38.421,36.579,-0.0025,1.18,43.1,4.321
51,2014-08-29 16:00:00,-0.2039,0.0000,29.715,43.700,16.1,37.949,36.281,-0.0025,1.18,40.6,4.321
52,2014-08-29 16:05:00,-0.2039,0.0000,29.414,43.600,15.8,37.508,35.985,-0.0036,1.18,39.4,4.321
53,2014-08-29 16:10:00,-0.2039,0.0000,29.165,44.100,15.7,37.069,35.689,-0.0047,1.18,36.9,4.321
54,2014-08-29 16:15:00,-0.2039,0.0000,28.866,44.800,15.7,36.661,35.395,-0.0036,1.18,35.6,4.321
55,2014-08-29 16:20:00,-0.2039,0.0000,28.642,45.200,15.6,36.254,35.128,-0.0047,1.18,34.4,4.339
56,2014-08-29 16:25:00,-0.2039,0.0000,28.891,44.600,15.6,35.877,34.863,-0.0047,1.18,33.1,4.315
57,2014-08-29 16:30:00,-0.2039,0.0000,28.593,44.600,15.4,35.529,34.598,-0.0047,1.18,31.9,4.315
58,2014-08-29 16:35:00,-0.2039,0.0000,28.369,45.300,15.4,35.182,34.360,-0.0047,1.18,30.6,4.315
59,2014-08-29 16:40:00,-0.2039,0.0000,28.419,45.000,15.4,34.863,34.124,-0.0052,1.18,29.4,4.315
60,2014-08-29 16:45:00,-0.2039,0.0000,28.245,45.200,15.3,34.572,33.887,-0.0063,1.18,25.6,4.315
61,2014-08-29 16:50:00,-0.2039,0.0000,27.825,46.000,15.2,34.281,33.678,-0.0063,1.18,24.4,4.309
62,2014-08-29 16:55:00,-0.2039,0.0000,27.653,46.600,15.2,33.992,33.443,-0.0063,1.18,20.6,4.309
63,2014-08-29 17:00:00,-0.2039,0.0000,27.554,46.600,15.1,33.704,33.235,-0.0063,1.18,19.4,4.309
64,2014-08-29 17:05:00,-0.2039,0.0000,27.284,47.500,15.2,33.443,33.053,-0.0063,1.18,18.1,4.309
65,2014-08-29 17:10:00,-0.2039,0.0000,27.136,47.500,15.0,33.183,32.846,-0.0069,0.59,16.9,4.309
66,2014-08-29 17:15:00,-0.2039,0.0000,27.063,47.300,14.9,32.924,32.665,-0.0069,1.18,15.6,4.309
67,2014-08-29 17:20:00,-0.2039,0.0000,26.916,47.200,14.7,32.691,32.458,-0.0069,0.59,14.4,4.309
68,2014-08-29 17:25:00,-0.2039,0.0000,26.793,46.800,14.5,32.458,32.278,-0.0069,0.59,13.1,4.303
69,2014-08-29 17:30:00,-0.2039,0.0000,26.598,46.900,14.3,32.227,32.098,-0.0080,0.59,11.9,4.309
70,2014-08-29 17:35:00,-0.2039,0.0000,26.475,47.500,14.4,31.970,31.944,-0.0080,0.59,10.6,4.303
71,2014-08-29 17:40:00,-0.2039,0.0000,26.280,48.400,14.5,31.740,31.765,-0.0080,0.59,10.6,4.303
72,2014-08-29 17:45:00,-0.2039,0.0000,26.134,49.700,14.8,31.535,31.586,-0.0086,0.59,9.4,4.303
73,2014-08-29 17:50:00,-0.2039,0.0000,25.963,49.600,14.6,31.306,31.433,-0.0086,0.59,8.1,4.303
74,2014-08-29 17:55:00,-0.2039,0.0000,25.671,50.100,14.5,31.103,31.255,-0.0080,0.59,6.9,4.303
75,2014-08-29 18:00:00,-0.2039,0.0000,25.307,51.000,14.5,30.900,31.103,-0.0086,0.59,5.6,4.303
76,2014-08-29 18:05:00,-0.2039,0.0000,25.016,52.200,14.6,30.672,30.950,-0.0086,0.59,5.6,4.303
77,2014-08-29 18:10:00,-0.2039,0.0000,24.726,52.900,14.5,30.469,30.773,-0.0086,0.59,4.4,4.303
78,2014-08-29 18:15:00,-0.2039,0.0000,24.677,52.600,14.4,30.268,30.621,-0.0086,0.59,3.1,4.327
79,2014-08-29 18:20:00,-0.2039,0.0000,24.532,53.300,14.4,30.066,30.469,-0.0097,0.59,1.9,4.303
80,2014-08-29 18:25:00,-0.2039,0.0000,24.171,53.800,14.2,29.865,30.318,-0.0086,0.59,0.6,4.303
81,2014-08-29 18:30:00,-0.2039,0.0000,23.737,55.200,14.2,29.665,30.167,-0.0097,0.59,0.6,4.303
82,2014-08-29 18:35:00,-0.2039,0.0000,23.424,56.100,14.2,29.490,30.016,-0.0097,0.59,0.6,4.303
83,2014-08-29 18:40:00,-0.2039,0.0000,23.232,56.800,14.2,29.290,29.865,-0.0097,0.59,0.6,4.303
84,2014-08-29 18:45:00,-0.2039,0.0000,23.064,57.600,14.3,29.090,29.715,-0.0097,0.59,0.6,4.303
85,2014-08-29 18:50:00,-0.2039,0.0000,22.920,58.300,14.3,28.916,29.565,-0.0097,0.59,0.6,4.303
86,2014-08-29 18:55:00,-0.2039,0.0000,22.776,59.100,14.4,28.717,29.414,-0.0103,0.59,0.6,4.333
87,2014-08-29 19:00:00,-0.2039,0.0000,22.609,58.900,14.2,28.543,29.265,-0.0103,0.59,0.6,4.303
88,2014-08-29 19:05:00,-0.2039,0.0000,22.489,59.800,14.3,28.394,29.140,-0.0103,1.18,0.6,4.303
89,2014-08-29 19:10:00,-0.2039,0.0000,22.369,60.200,14.3,28.221,28.990,-0.0103,1.18,0.6,4.303
90,2014-08-29 19:15:00,-0.2039,0.0000,22.298,60.900,14.4,28.072,28.866,-0.0103,1.18,0.6,4.303
91,2014-08-29 19:20:00,-0.2039,0.0000,22.202,60.900,14.3,27.899,28.742,-0.0115,0.59,0.6,4.303
92,2014-08-29 19:25:00,-0.2039,0.0000,22.154,61.400,14.4,27.751,28.593,-0.0115,0.59,0.6,4.303
93,2014-08-29 19:30:00,-0.2039,0.0000,22.058,61.800,14.4,27.604,28.468,-0.0115,0.59,0.6,4.303
94,2014-08-29 19:35:00,-0.2039,0.0000,21.939,61.600,14.2,27.481,28.345,-0.0115,1.18,0.6,4.303
95,2014-08-29 19:40:00,-0.2039,0.0000,21.819,62.400,14.3,27.333,28.245,-0.0115,1.18,0.6,4.303
96,2014-08-29 19:45:00,-0.2039,0.0000,21.748,62.800,14.4,27.210,28.122,-0.0115,1.18,0.6,4.303
97,2014-08-29 19:50:00,-0.2039,0.0000,21.604,63.200,14.3,27.087,27.998,-0.0115,1.18,0.6,4.303
98,2014-08-29 19:55:00,-0.2039,0.0000,21.581,63.700,14.4,26.940,27.899,-0.0120,1.18,0.6,4.303
99,2014-08-29 20:00:00,-0.2039,0.0000,21.533,63.800,14.4,26.818,27.776,-0.0120,1.18,0.6,4.303
100,2014-08-29 20:05:00,-0.2039,0.0000,21.342,63.900,14.3,26.720,27.677,-0.0120,1.18,0.6,4.303
101,2014-08-29 20:10:00,-0.2039,0.0000,21.223,63.900,14.1,26.598,27.579,-0.0120,1.18,0.6,4.303
102,2014-08-29 20:15:00,-0.2039,0.0000,21.151,63.900,14.1,26.475,27.481,-0.0120,1.18,0.6,4.303
103,2014-08-29 20:20:00,-0.2039,0.0000,21.103,63.700,14.0,26.353,27.358,-0.0120,1.18,0.6,4.303
104,2014-08-29 20:25:00,-0.2039,0.0000,21.056,63.800,14.0,26.256,27.284,-0.0120,1.18,0.6,4.303
105,2014-08-29 20:30:00,-0.2039,0.0000,20.889,64.300,13.9,26.134,27.161,-0.0120,1.18,0.6,4.297
106,2014-08-29 20:35:00,-0.2039,0.0000,20.770,64.600,13.9,26.036,27.087,-0.0132,1.18,0.6,4.303
107,2014-08-29 20:40:00,-0.2039,0.0000,20.627,65.000,13.8,25.939,26.989,-0.0132,1.18,0.6,4.303
108,2014-08-29 20:45:00,-0.2039,0.0000,20.555,65.500,13.9,25.817,26.891,-0.0132,1.18,0.6,4.297
109,2014-08-29 20:50:00,-0.2039,0.0000,20.603,65.900,14.0,25.720,26.793,-0.0132,1.18,0.6,4.297
110,2014-08-29 20:55:00,-0.2039,0.0000,20.627,66.000,14.1,25.623,26.720,-0.0132,1.18,0.6,4.303
111,2014-08-29 21:00:00,-0.2039,0.0000,20.603,66.100,14.1,25.525,26.622,-0.0132,1.18,0.6,4.297
112,2014-08-29 21:05:00,-0.2039,0.0000,20.484,66.500,14.1,25.428,26.524,-0.0132,1.18,0.6,4.297
113,2014-08-29 21:10:00,-0.2039,0.0000,20.317,66.800,14.0,25.331,26.451,-0.0132,1.76,0.6,4.297
114,2014-08-29 21:15:00,-0.2039,0.0000,20.269,67.000,14.0,25.258,26.353,-0.0132,1.18,0.6,4.297
115,2014-08-29 21:20:00,-0.2039,0.0000,20.293,67.000,14.0,25.162,26.280,-0.0132,1.18,0.6,4.297
116,2014-08-29 21:25:00,-0.2039,0.0000,20.269,66.700,13.9,25.065,26.207,-0.0138,1.18,0.6,4.297
117,2014-08-29 21:30:00,-0.2039,0.0000,20.198,66.700,13.8,24.992,26.109,-0.0138,1.18,0.6,4.297
118,2014-08-29 21:35:00,-0.2039,0.0000,20.198,66.200,13.7,24.895,26.036,-0.0138,1.18,0.6,4.297
119,2014-08-29 21:40:00,-0.2039,0.0000,20.174,65.700,13.6,24.823,25.963,-0.0138,1.18,0.6,4.297
120,2014-08-29 21:45:00,-0.2039,0.0000,19.984,65.800,13.4,24.726,25.890,-0.0138,1.18,0.6,4.297
121,2014-08-29 21:50:00,-0.2039,0.0000,19.888,66.300,13.4,24.653,25.817,-0.0138,1.18,0.6,4.297
122,2014-08-29 21:55:00,-0.2039,0.0000,19.746,66.400,13.3,24.581,25.744,-0.0138,1.18,0.6,4.297
123,2014-08-29 22:00:00,-0.2039,0.0000,19.651,67.300,13.4,24.484,25.671,-0.0138,1.18,0.6,4.297
124,2014-08-29 22:05:00,-0.2039,0.0000,19.603,68.000,13.6,24.412,25.598,-0.0138,1.76,0.6,4.297
125,2014-08-29 22:10:00,-0.2039,0.0000,19.460,69.300,13.7,24.339,25.501,-0.0138,2.94,0.6,4.297
126,2014-08-29 22:15:00,-0.2039,0.0000,19.413,70.000,13.8,24.243,25.453,-0.0150,2.35,0.6,4.297
127,2014-08-29 22:20:00,-0.2039,0.0000,19.341,70.100,13.8,24.171,25.380,-0.0150,2.35,0.6,4.297
