"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2014-10-10 11:00:00,-0.2039,0.0000,25.501,57.700,16.6,22.657,21.843,-0.0150,1.76,103.1,4.363
2,2014-10-10 11:05:00,-0.2039,0.0000,26.622,54.800,16.8,22.729,21.915,-0.0167,1.76,109.4,4.351
3,2014-10-10 11:10:00,-0.2039,0.0000,26.402,54.400,16.5,22.848,21.987,-0.0167,1.76,108.1,4.345
4,2014-10-10 11:15:00,-0.2039,0.0000,26.573,54.200,16.6,22.992,22.058,-0.0156,1.76,109.4,4.339
5,2014-10-10 11:20:00,-0.2039,0.0000,26.329,54.300,16.4,23.112,22.130,-0.0156,1.76,105.6,4.363
6,2014-10-10 11:25:00,-0.2039,0.0000,27.407,51.800,16.6,23.208,22.226,-0.0156,1.76,96.9,4.363
7,2014-10-10 11:30:00,-0.2039,0.0000,26.402,53.900,16.3,23.280,22.298,-0.0156,1.76,111.9,4.357
8,2014-10-10 11:35:00,-0.2039,0.0000,26.109,54.100,16.1,23.352,22.369,-0.0156,1.76,106.9,4.351
9,2014-10-10 11:40:00,-0.2039,0.0000,26.475,53.500,16.3,23.424,22.441,-0.0156,1.76,106.9,4.345
10,2014-10-10 11:45:00,-0.2039,0.0000,26.867,53.100,16.5,23.497,22.513,-0.0156,1.76,111.9,4.345
11,2014-10-10 11:50:00,-0.2039,0.0000,26.549,51.600,15.8,23.569,22.585,-0.0156,1.76,160.6,4.369
12,2014-10-10 11:55:00,-0.2039,0.0000,27.112,50.900,16.1,23.665,22.633,-0.0156,1.76,163.1,4.363
13,2014-10-10 12:00:00,-0.2039,0.0000,28.147,49.200,16.5,23.809,22.705,-0.0156,1.76,153.1,4.351
14,2014-10-10 12:05:00,-0.2039,0.0000,27.974,48.100,16.0,23.978,22.776,-0.0156,1.76,181.9,4.345
15,2014-10-10 12:10:00,-0.2039,0.0000,28.023,48.500,16.2,24.122,22.872,-0.0150,2.35,260.6,4.339
16,2014-10-10 12:15:00,-0.2039,0.0000,27.949,48.100,16.0,24.243,22.968,-0.0150,1.76,173.1,4.381
17,2014-10-10 12:20:00,-0.2039,0.0000,27.628,48.400,15.8,24.436,23.064,-0.0150,1.76,185.6,4.363
