Date Time	Voltage (V)  #10200857	Current (mA)  #10200857	Temp (°F)  #10213636	RH (%)  #10213636	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374515	Wetness (%)  #10374901	Solar Radiation (W/m²)  #10375649	Batt (V) c:5
05/07/15 13:17:12.0	-0.1988	0.0000	67.158	48.400	69.213	65.701	0.0581	0.00	119.4	4.363
05/07/15 13:22:12.0	-0.1988	0.0000	65.444	49.000	69.600	65.959	0.0588	0.00	134.4	4.381
05/07/15 13:27:12.0	-0.1988	0.0000	65.145	47.900	68.871	66.000	0.0588	0.00	109.4	4.363
05/07/15 13:32:12.0	-0.1988	0.0000	64.459	53.600	68.313	65.701	0.0588	0.00	79.4	4.357
05/07/15 13:37:12.0	-0.1988	0.0000	63.862	53.800	68.443	65.701	0.0588	0.00	140.6	4.351
05/07/15 13:42:12.0	-0.1988	0.0000	64.074	54.400	67.456	65.615	0.0588	0.00	53.1	4.351
05/07/15 13:47:12.0	-0.1988	0.0000	63.604	56.700	67.329	65.444	0.0588	0.00	71.9	4.351
05/07/15 13:52:12.0	-0.1988	0.0000	63.133	58.100	67.242	65.359	0.0588	0.00	65.6	4.351
05/07/15 13:57:12.0	-0.1988	0.0000	63.219	58.600	67.071	65.273	0.0588	0.00	99.4	4.363
05/07/15 14:02:12.0	-0.1988	0.0000	63.176	59.200	67.757	65.487	0.0588	0.00	166.9	4.375
05/07/15 14:07:12.0	-0.1988	0.0000	64.204	58.600	68.270	65.658	0.0588	0.00	143.1	4.363
05/07/15 14:12:12.0	-0.1988	0.0000	64.288	58.100	68.443	65.872	0.0588	0.00	169.4	4.351
05/07/15 14:17:12.0	-0.1988	0.0000	64.332	58.600	68.313	65.829	0.0588	0.00	114.4	4.351
05/07/15 14:22:12.0	-0.1988	0.0000	63.561	59.500	67.757	65.701	0.0588	0.00	143.1	4.363
05/07/15 14:27:12.0	-0.1988	0.0000	63.946	59.100	67.885	65.701	0.0588	0.00	116.9	4.375
05/07/15 14:32:12.0	-0.1988	0.0000	64.503	58.200	68.356	65.745	0.0588	0.00	159.4	4.363
05/07/15 14:37:12.0	-0.1988	0.0000	65.530	57.600	68.871	65.916	0.0588	0.00	164.4	4.351
05/07/15 14:42:12.0	-0.1988	0.0000	62.704	59.000	68.227	65.916	0.0596	0.00	105.6	4.351
05/07/15 14:47:12.0	-0.1988	0.0000	64.161	58.700	68.270	65.872	0.0588	0.00	158.1	4.375
05/07/15 14:52:12.0	-0.1988	0.0000	63.304	57.600	67.586	65.829	0.0588	0.00	101.9	4.363
05/07/15 14:57:12.0	-0.1988	0.0000	63.390	58.200	67.500	65.701	0.0588	0.00	126.9	4.357
05/07/15 15:02:12.0	-0.1988	0.0000	63.604	58.400	67.586	65.701	0.0588	0.00	119.4	4.351
05/07/15 15:07:12.0	-0.1988	0.0000	63.347	58.300	67.329	65.574	0.0596	0.00	99.4	4.357
05/07/15 15:12:12.0	-0.1988	0.0000	63.048	58.800	67.413	65.530	0.0588	0.00	119.4	4.369
05/07/15 15:17:12.0	-0.1988	0.0000	62.362	59.500	66.857	65.403	0.0588	0.00	84.4	4.369
05/07/15 15:22:12.0	-0.1988	0.0000	62.919	58.400	66.772	65.359	0.0588	0.00	80.6	4.357
05/07/15 15:27:12.0	-0.1988	0.0000	62.533	59.300	66.643	65.230	0.0588	0.00	70.6	4.351
05/07/15 15:32:12.0	-0.1988	0.0000	61.934	59.000	66.214	65.145	0.0588	0.00	79.4	4.357
05/07/15 15:37:12.0	-0.1988	0.0000	61.205	58.600	65.916	64.974	0.0588	0.00	96.9	4.363
05/07/15 15:42:12.0	-0.1988	0.0000	61.119	59.600	66.087	64.845	0.0588	0.00	118.1	4.369
05/07/15 15:47:12.0	-0.1988	0.0000	62.319	58.100	66.301	64.888	0.0588	0.00	126.9	4.363
05/07/15 15:52:12.0	-0.1988	0.0000	63.090	56.700	66.643	65.059	0.0588	0.00	123.1	4.351
05/07/15 15:57:12.0	-0.1988	0.0000	62.019	57.700	66.214	64.931	0.0588	0.00	104.4	4.351
05/07/15 16:02:12.0	-0.1988	0.0000	62.319	57.700	65.829	64.803	0.0588	0.00	128.1	4.375
05/07/15 16:07:12.0	-0.1988	0.0000	63.390	56.000	65.403	64.717	0.0588	0.00	100.6	4.363
05/07/15 16:12:12.0	-0.1988	0.0000	61.248	57.300	64.760	64.418	0.0588	0.00	133.1	4.351
05/07/15 16:17:12.0	-0.1988	0.0000	61.804	57.300	64.888	64.375	0.0588	0.00	109.4	4.351
05/07/15 16:22:12.0	-0.1988	0.0000	61.462	57.900	64.888	64.288	0.0588	0.00	101.9	4.363
05/07/15 16:27:12.0	-0.1988	0.0000	60.991	58.100	64.717	64.247	0.0581	0.00	78.1	4.363
05/07/15 16:32:12.0	-0.1988	0.0000	60.561	59.200	64.503	64.161	0.0581	0.00	60.6	4.381
05/07/15 16:37:12.0	-0.1988	0.0000	60.003	58.900	64.375	63.990	0.0581	0.00	63.1	4.363
05/07/15 16:42:12.0	-0.1988	0.0000	59.873	59.400	64.247	63.903	0.0581	0.00	53.1	4.363
05/07/15 16:47:12.0	-0.1988	0.0000	60.604	59.500	64.161	63.862	0.0581	0.00	61.9	4.363
05/07/15 16:52:12.0	-0.1988	0.0000	61.075	59.400	64.546	63.903	0.0581	0.00	86.9	4.363
05/07/15 16:57:12.0	-0.1988	0.0000	60.604	60.100	64.288	63.903	0.0581	0.00	64.4	4.363
05/07/15 17:02:12.0	-0.1988	0.0000	60.089	59.800	63.903	63.775	0.0581	0.00	66.9	4.357
05/07/15 17:07:12.0	-0.1988	0.0000	60.433	59.900	63.775	63.648	0.0581	0.00	109.4	4.351
05/07/15 17:12:12.0	-0.1988	0.0000	61.075	58.900	64.033	63.648	0.0581	0.00	44.4	4.363
05/07/15 17:17:12.0	-0.1988	0.0000	60.647	58.700	63.819	63.604	0.0581	0.00	43.1	4.351
05/07/15 17:22:12.0	-0.1988	0.0000	60.089	58.300	63.518	63.475	0.0581	0.00	34.4	4.351
05/07/15 17:27:12.0	-0.1988	0.0000	59.788	58.600	63.561	63.347	0.0581	0.00	69.4	4.351
05/07/15 17:32:12.0	-0.1988	0.0000	60.733	57.300	63.689	63.390	0.0581	0.00	90.6	4.393
05/07/15 17:37:12.0	-0.1988	0.0000	60.561	57.200	63.648	63.390	0.0581	0.00	64.4	4.363
05/07/15 17:42:12.0	-0.1988	0.0000	60.174	57.200	63.518	63.304	0.0581	0.00	68.1	4.357
05/07/15 17:47:12.0	-0.1988	0.0000	60.174	56.300	63.433	63.304	0.0574	0.00	80.6	4.351
05/07/15 17:52:12.0	-0.1988	0.0000	60.174	56.400	63.133	63.176	0.0581	0.00	49.4	4.351
05/07/15 17:57:12.0	-0.1988	0.0000	60.003	56.600	63.005	63.048	0.0574	0.00	33.1	4.351
05/07/15 18:02:12.0	-0.1988	0.0000	59.014	57.300	62.577	62.875	0.0574	0.00	44.4	4.351
05/07/15 18:07:12.0	-0.1988	0.0000	58.885	57.900	62.406	62.748	0.0574	0.00	44.4	4.351
05/07/15 18:12:12.0	-0.1988	0.0000	58.755	57.900	62.148	62.620	0.0574	0.00	43.1	4.351
05/07/15 18:17:12.0	-0.1988	0.0000	58.626	58.000	62.062	62.533	0.0574	0.00	41.9	4.345
05/07/15 18:22:12.0	-0.1988	0.0000	58.755	58.600	62.019	62.490	0.0574	0.00	38.1	4.345
05/07/15 18:27:12.0	-0.1988	0.0000	58.842	57.700	61.804	62.406	0.0574	0.00	39.4	4.345
05/07/15 18:32:12.0	-0.1988	0.0000	58.885	57.700	61.720	62.362	0.0574	0.00	45.6	4.345
05/07/15 18:37:12.0	-0.1988	0.0000	58.368	58.700	61.633	62.233	0.0574	0.00	30.6	4.345
05/07/15 18:42:12.0	-0.1988	0.0000	58.582	58.000	61.547	62.191	0.0574	0.00	24.4	4.345
05/07/15 18:47:12.0	-0.1988	0.0000	58.239	58.200	61.248	62.019	0.0574	0.00	25.6	4.345
05/07/15 18:52:12.0	-0.1988	0.0000	57.893	59.100	60.991	61.934	0.0574	0.00	16.9	4.345
05/07/15 18:57:12.0	-0.1988	0.0000	57.160	61.400	60.561	61.720	0.0570	0.00	8.1	4.339
05/07/15 19:02:12.0	-0.1988	0.0000	56.728	63.000	60.303	61.590	0.0570	0.00	8.1	4.339
05/07/15 19:07:12.0	-0.1988	0.0000	56.512	63.400	60.089	61.462	0.0570	0.00	6.9	4.339
05/07/15 19:12:12.0	-0.1988	0.0000	56.469	63.100	60.089	61.376	0.0570	0.00	5.6	4.339
05/07/15 19:17:12.0	-0.1988	0.0000	56.728	63.500	60.003	61.290	0.0570	0.00	4.4	4.339
05/07/15 19:22:12.0	-0.1988	0.0000	56.642	64.300	59.916	61.205	0.0570	0.00	4.4	4.339
05/07/15 19:27:12.0	-0.1988	0.0000	56.426	64.200	59.659	61.119	0.0570	0.00	0.6	4.339
05/07/15 19:32:12.0	-0.1988	0.0000	56.122	64.400	59.572	60.991	0.0570	0.00	0.6	4.339
05/07/15 19:37:12.0	-0.1988	0.0000	55.819	64.700	59.229	60.818	0.0570	0.00	0.6	4.339
05/07/15 19:42:12.0	-0.1988	0.0000	55.776	64.000	59.056	60.690	0.0570	0.00	0.6	4.339
