"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10214687, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214687, SEN S/N: 10200843)","Current, mA (LGR S/N: 10214687, SEN S/N: 10200843)","Wetness, % (LGR S/N: 10214687, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10213739, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10222768, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214687, SEN S/N: 10222871)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10359305)","RH, % (LGR S/N: 10214687, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214687, SEN S/N: 10359305)","Batt, V (LGR S/N: 10214687)"
1,2013-08-16 15:50:00,575.6,-0.2039,0.0000,1.76,36.525,37.261,0.0252,27.998,51.600,17.1,4.200
2,2013-08-16 15:55:00,566.9,-0.2039,0.0000,1.76,36.146,37.069,0.0288,27.751,51.400,16.8,4.200
3,2013-08-16 16:00:00,554.4,-0.2039,0.0000,1.76,35.770,36.796,0.0288,26.622,55.400,17.0,4.206
4,2013-08-16 16:05:00,543.1,-0.2039,0.0000,1.76,35.475,36.525,0.0288,27.431,53.100,17.1,4.206
5,2013-08-16 16:10:00,531.9,-0.2039,0.0000,1.76,35.235,36.281,0.0288,27.776,52.400,17.2,4.206
6,2013-08-16 16:15:00,520.6,-0.2039,0.0000,1.76,35.022,36.065,0.0288,27.949,51.600,17.1,4.200
7,2013-08-16 16:20:00,504.4,-0.2039,0.0000,1.76,34.836,35.850,0.0283,27.677,51.000,16.6,4.200
8,2013-08-16 16:25:00,490.6,-0.2039,0.0000,1.76,34.704,35.716,0.0288,27.431,52.700,16.9,4.200
9,2013-08-16 16:30:00,478.1,-0.2039,0.0000,1.76,34.598,35.582,0.0288,27.063,52.900,16.7,4.200
10,2013-08-16 16:35:00,463.1,-0.2039,0.0000,1.76,34.519,35.475,0.0288,27.358,52.600,16.8,4.200
11,2013-08-16 16:40:00,450.6,-0.2039,0.0000,1.76,34.413,35.368,0.0288,26.891,53.600,16.7,4.200
12,2013-08-16 16:45:00,435.6,-0.2039,0.0000,1.18,34.308,35.208,0.0288,25.987,54.900,16.2,4.200
13,2013-08-16 16:50:00,420.6,-0.2039,0.0000,1.76,34.202,35.049,0.0288,26.207,56.300,16.8,4.200
14,2013-08-16 16:55:00,408.1,-0.2039,0.0000,1.76,34.045,34.810,0.0288,26.524,54.500,16.6,4.200
15,2013-08-16 17:00:00,390.6,-0.2039,0.0000,1.76,33.887,34.598,0.0288,26.329,54.500,16.4,4.200
16,2013-08-16 17:05:00,376.9,-0.2039,0.0000,1.76,33.704,34.360,0.0288,26.061,55.600,16.5,4.224
17,2013-08-16 17:10:00,359.4,-0.2039,0.0000,1.18,33.521,34.097,0.0288,25.671,56.600,16.4,4.212
18,2013-08-16 17:15:00,65.6,-0.2039,0.0000,1.18,33.339,33.861,0.0288,25.793,56.000,16.4,4.200
19,2013-08-16 17:20:00,28.1,-0.2039,0.0000,0.59,33.157,33.626,0.0283,24.629,58.600,16.0,4.206
20,2013-08-16 17:25:00,26.9,-0.2039,0.0000,0.59,32.949,33.365,0.0283,24.557,59.900,16.3,4.194
21,2013-08-16 17:30:00,25.6,-0.2039,0.0000,0.59,32.742,33.131,0.0283,24.460,60.300,16.3,4.182
22,2013-08-16 17:35:00,24.4,-0.2039,0.0000,0.59,32.562,32.898,0.0283,24.291,59.900,16.0,4.176
23,2013-08-16 17:40:00,23.1,-0.2039,0.0000,0.59,32.381,32.691,0.0283,23.689,60.700,15.7,4.176
24,2013-08-16 17:45:00,23.1,-0.2039,0.0000,0.59,32.201,32.458,0.0274,23.905,61.200,16.0,4.176
25,2013-08-16 17:50:00,21.9,-0.2039,0.0000,0.59,32.021,32.253,0.0274,23.713,61.700,15.9,4.176
26,2013-08-16 17:55:00,20.6,-0.2039,0.0000,0.59,31.842,32.047,0.0274,23.184,64.100,16.0,4.176
27,2013-08-16 18:00:00,19.4,-0.2039,0.0000,0.59,31.663,31.842,0.0274,23.376,63.800,16.2,4.176
28,2013-08-16 18:05:00,19.4,-0.2039,0.0000,0.59,31.510,31.663,0.0274,23.088,63.500,15.8,4.176
29,2013-08-16 18:10:00,18.1,-0.2039,0.0000,0.59,31.331,31.459,0.0270,22.537,66.500,16.0,4.170
30,2013-08-16 18:15:00,18.1,-0.2039,0.0000,0.59,31.179,31.306,0.0274,22.657,65.800,16.0,4.170
31,2013-08-16 18:20:00,16.9,-0.2039,0.0000,0.59,31.026,31.103,0.0270,23.088,65.000,16.2,4.170
32,2013-08-16 18:25:00,16.9,-0.2039,0.0000,0.59,30.874,30.950,0.0270,22.729,64.900,15.8,4.170
33,2013-08-16 18:30:00,15.6,-0.2039,0.0000,0.59,30.748,30.773,0.0270,22.729,66.000,16.1,4.170
34,2013-08-16 18:35:00,14.4,-0.2039,0.0000,0.59,30.596,30.621,0.0270,22.441,66.000,15.8,4.170
35,2013-08-16 18:40:00,14.4,-0.2039,0.0000,0.59,30.469,30.469,0.0270,21.987,67.200,15.6,4.170
36,2013-08-16 18:45:00,13.1,-0.2039,0.0000,0.59,30.343,30.318,0.0270,21.963,67.700,15.7,4.170
37,2013-08-16 18:50:00,11.9,-0.2039,0.0000,0.59,30.192,30.167,0.0261,21.987,68.000,15.8,4.170
38,2013-08-16 18:55:00,11.9,-0.2039,0.0000,0.59,30.066,30.016,0.0270,22.154,67.600,15.9,4.170
39,2013-08-16 19:00:00,10.6,-0.2039,0.0000,0.59,29.941,29.890,0.0270,22.106,67.500,15.8,4.170
40,2013-08-16 19:05:00,9.4,-0.2039,0.0000,0.59,29.840,29.765,0.0261,22.082,67.400,15.8,4.170
41,2013-08-16 19:10:00,8.1,-0.2039,0.0000,0.59,29.715,29.615,0.0261,21.748,67.900,15.6,4.170
42,2013-08-16 19:15:00,8.1,-0.2039,0.0000,0.59,29.615,29.490,0.0261,21.795,68.000,15.6,4.170
43,2013-08-16 19:20:00,5.6,-0.2039,0.0000,0.59,29.490,29.389,0.0261,21.581,69.200,15.7,4.170
44,2013-08-16 19:25:00,4.4,-0.2039,0.0000,0.59,29.389,29.265,0.0261,21.413,69.700,15.7,4.170
45,2013-08-16 19:30:00,3.1,-0.2039,0.0000,0.59,29.290,29.165,0.0261,21.342,70.400,15.8,4.170
46,2013-08-16 19:35:00,1.9,-0.2039,0.0000,0.59,29.190,29.040,0.0261,21.032,72.000,15.8,4.170
47,2013-08-16 19:40:00,0.6,-0.2039,0.0000,0.59,29.090,28.941,0.0261,20.960,73.100,16.0,4.170
48,2013-08-16 19:45:00,0.6,-0.2039,0.0000,0.59,29.015,28.841,0.0261,20.841,73.900,16.0,4.170
49,2013-08-16 19:50:00,0.6,-0.2039,0.0000,0.59,28.891,28.742,0.0261,20.674,74.500,16.0,4.170
50,2013-08-16 19:55:00,0.6,-0.2039,0.0000,0.59,28.816,28.642,0.0261,20.555,75.500,16.1,4.170
51,2013-08-16 20:00:00,0.6,-0.2039,0.0000,0.59,28.742,28.543,0.0261,20.055,77.300,16.0,4.170
52,2013-08-16 20:05:00,0.6,-0.2039,0.0000,0.59,28.642,28.444,0.0252,20.007,77.100,15.9,4.170
53,2013-08-16 20:10:00,0.6,-0.2039,0.0000,0.59,28.568,28.345,0.0252,19.936,77.500,15.9,4.170
54,2013-08-16 20:15:00,0.6,-0.2039,0.0000,0.59,28.493,28.270,0.0252,19.746,78.700,16.0,4.170
55,2013-08-16 20:20:00,0.6,-0.2039,0.0000,0.59,28.394,28.171,0.0252,19.651,79.200,16.0,4.170
56,2013-08-16 20:25:00,0.6,-0.2039,0.0000,0.59,28.320,28.097,0.0252,19.460,80.000,15.9,4.170
57,2013-08-16 20:30:00,0.6,-0.2039,0.0000,0.59,28.245,27.998,0.0252,19.341,80.200,15.9,4.170
58,2013-08-16 20:35:00,0.6,-0.2039,0.0000,0.59,28.171,27.899,0.0252,19.222,81.000,15.9,4.170
59,2013-08-16 20:40:00,0.6,-0.2039,0.0000,0.59,28.072,27.825,0.0252,19.175,81.400,15.9,4.170
60,2013-08-16 20:45:00,0.6,-0.2039,0.0000,0.59,27.998,27.751,0.0252,19.056,81.700,15.9,4.170
61,2013-08-16 20:50:00,0.6,-0.2039,0.0000,0.59,27.924,27.653,0.0252,18.961,82.100,15.9,4.170
62,2013-08-16 20:55:00,0.6,-0.2039,0.0000,0.59,27.850,27.579,0.0252,18.913,82.400,15.9,4.170
63,2013-08-16 21:00:00,0.6,-0.2039,0.0000,0.59,27.801,27.505,0.0252,18.961,81.900,15.8,4.170
64,2013-08-16 21:05:00,0.6,-0.2039,0.0000,0.59,27.702,27.431,0.0252,18.866,82.400,15.8,4.170
65,2013-08-16 21:10:00,0.6,-0.2039,0.0000,0.59,27.653,27.358,0.0252,18.818,82.400,15.8,4.170
66,2013-08-16 21:15:00,0.6,-0.2039,0.0000,0.59,27.579,27.284,0.0247,18.675,82.900,15.7,4.170
67,2013-08-16 21:20:00,0.6,-0.2039,0.0000,0.59,27.505,27.210,0.0247,18.604,82.700,15.6,4.170
68,2013-08-16 21:25:00,0.6,-0.2039,0.0000,0.59,27.456,27.136,0.0252,18.699,82.600,15.7,4.170
69,2013-08-16 21:30:00,0.6,-0.2039,0.0000,0.59,27.382,27.063,0.0247,18.509,82.600,15.5,4.170
70,2013-08-16 21:35:00,0.6,-0.2039,0.0000,0.59,27.308,26.989,0.0247,18.343,83.700,15.6,4.170
71,2013-08-16 21:40:00,0.6,-0.2039,0.0000,0.59,27.259,26.940,0.0252,18.414,83.600,15.6,4.170
72,2013-08-16 21:45:00,0.6,-0.2039,0.0000,0.59,27.210,26.867,0.0252,18.414,83.800,15.6,4.170
73,2013-08-16 21:50:00,0.6,-0.2039,0.0000,0.59,27.161,26.818,0.0247,18.390,83.800,15.6,4.170
74,2013-08-16 21:55:00,0.6,-0.2039,0.0000,0.59,27.087,26.744,0.0247,18.271,84.400,15.6,4.170
75,2013-08-16 22:00:00,0.6,-0.2039,0.0000,0.59,27.038,26.695,0.0261,18.224,84.400,15.6,4.170
76,2013-08-16 22:05:00,0.6,-0.2039,0.0000,0.59,26.965,26.622,0.0252,18.176,84.600,15.6,4.170
77,2013-08-16 22:10:00,0.6,-0.2039,0.0000,0.59,26.916,26.573,0.0252,18.176,85.000,15.6,4.170
78,2013-08-16 22:15:00,0.6,-0.2039,0.0000,0.59,26.867,26.500,0.0252,18.200,84.600,15.6,4.176
79,2013-08-16 22:20:00,0.6,-0.2039,0.0000,0.59,26.818,26.451,0.0252,18.176,84.800,15.6,4.188
80,2013-08-16 22:25:00,0.6,-0.2039,0.0000,0.59,26.769,26.402,0.0252,18.152,84.700,15.6,4.170
81,2013-08-16 22:30:00,0.6,-0.2039,0.0000,0.59,26.720,26.329,0.0252,18.081,85.200,15.6,4.170
82,2013-08-16 22:35:00,0.6,-0.2039,0.0000,0.59,26.671,26.280,0.0252,18.057,85.600,15.6,4.170
83,2013-08-16 22:40:00,0.6,-0.2039,0.0000,0.59,26.622,26.231,0.0252,18.033,85.500,15.6,4.170
84,2013-08-16 22:45:00,0.6,-0.2039,0.0000,0.59,26.573,26.182,0.0252,18.010,85.500,15.6,4.170
85,2013-08-16 22:50:00,0.6,-0.2039,0.0000,0.59,26.524,26.134,0.0252,17.986,85.800,15.6,4.170
86,2013-08-16 22:55:00,0.6,-0.2039,0.0000,0.59,26.475,26.085,0.0252,17.962,85.800,15.6,4.170
87,2013-08-16 23:00:00,0.6,-0.2039,0.0000,0.59,26.426,26.036,0.0252,18.057,85.700,15.6,4.170
88,2013-08-16 23:05:00,0.6,-0.2039,0.0000,0.59,26.378,25.987,0.0252,18.057,85.800,15.7,4.170
89,2013-08-16 23:10:00,0.6,-0.2039,0.0000,0.59,26.329,25.939,0.0252,17.938,86.300,15.6,4.170
90,2013-08-16 23:15:00,0.6,-0.2039,0.0000,0.59,26.304,25.914,0.0252,17.962,86.300,15.7,4.170
91,2013-08-16 23:20:00,0.6,-0.2039,0.0000,0.59,26.256,25.866,0.0252,17.938,86.300,15.6,4.170
92,2013-08-16 23:25:00,0.6,-0.2039,0.0000,1.18,26.207,25.817,0.0252,17.819,86.800,15.6,4.170
93,2013-08-16 23:30:00,0.6,-0.2039,0.0000,1.18,26.158,25.768,0.0247,17.891,86.600,15.6,4.170
94,2013-08-16 23:35:00,0.6,-0.2039,0.0000,1.18,26.134,25.744,0.0252,17.938,86.400,15.7,4.170
95,2013-08-16 23:40:00,0.6,-0.2039,0.0000,1.18,26.085,25.695,0.0252,17.819,86.700,15.6,4.170
96,2013-08-16 23:45:00,0.6,-0.2039,0.0000,0.59,26.061,25.647,0.0252,17.724,86.900,15.5,4.170
97,2013-08-16 23:50:00,0.6,-0.2039,0.0000,0.59,26.012,25.598,0.0252,17.653,87.200,15.5,4.170
98,2013-08-16 23:55:00,0.6,-0.2039,0.0000,1.18,25.987,25.574,0.0252,17.582,87.200,15.4,4.170
99,2013-08-17 00:00:00,0.6,-0.2039,0.0000,0.59,25.939,25.525,0.0252,17.629,87.300,15.5,4.170
100,2013-08-17 00:05:00,0.6,-0.2039,0.0000,1.18,25.890,25.501,0.0247,17.653,87.500,15.6,4.170
101,2013-08-17 00:10:00,0.6,-0.2039,0.0000,0.59,25.866,25.453,0.0252,17.701,87.200,15.6,4.170
102,2013-08-17 00:15:00,0.6,-0.2039,0.0000,1.18,25.841,25.428,0.0252,17.605,87.500,15.5,4.170
103,2013-08-17 00:20:00,0.6,-0.2039,0.0000,1.18,25.793,25.380,0.0252,17.558,87.600,15.5,4.170
104,2013-08-17 00:25:00,0.6,-0.2039,0.0000,1.18,25.768,25.355,0.0252,17.534,87.800,15.5,4.170
105,2013-08-17 00:30:00,0.6,-0.2039,0.0000,1.18,25.744,25.307,0.0252,17.510,88.000,15.5,4.164
106,2013-08-17 00:35:00,0.6,-0.2039,0.0000,1.18,25.695,25.283,0.0247,17.605,88.100,15.6,4.164
107,2013-08-17 00:40:00,0.6,-0.2039,0.0000,1.18,25.671,25.234,0.0252,17.629,87.800,15.6,4.170
108,2013-08-17 00:45:00,0.6,-0.2039,0.0000,1.18,25.623,25.210,0.0247,17.629,87.800,15.6,4.170
109,2013-08-17 00:50:00,0.6,-0.2039,0.0000,1.18,25.598,25.186,0.0252,17.605,87.700,15.6,4.170
110,2013-08-17 00:55:00,0.6,-0.2039,0.0000,1.18,25.550,25.162,0.0252,17.486,88.000,15.5,4.164
111,2013-08-17 01:00:00,0.6,-0.2039,0.0000,1.18,25.550,25.113,0.0252,17.534,88.000,15.5,4.164
112,2013-08-17 01:05:00,0.6,-0.2039,0.0000,1.18,25.501,25.089,0.0252,17.534,87.700,15.5,4.164
113,2013-08-17 01:10:00,0.6,-0.2039,0.0000,1.18,25.477,25.065,0.0252,17.439,88.100,15.5,4.164
114,2013-08-17 01:15:00,0.6,-0.2039,0.0000,1.18,25.453,25.016,0.0247,17.391,88.300,15.5,4.164
115,2013-08-17 01:20:00,0.6,-0.2039,0.0000,1.18,25.404,24.992,0.0252,17.510,88.400,15.6,4.164
116,2013-08-17 01:25:00,0.6,-0.2039,0.0000,1.18,25.404,24.968,0.0252,17.510,88.300,15.6,4.164
117,2013-08-17 01:30:00,0.6,-0.2039,0.0000,1.18,25.355,24.944,0.0252,17.439,88.300,15.5,4.164
118,2013-08-17 01:35:00,0.6,-0.2039,0.0000,1.18,25.331,24.919,0.0252,17.391,88.400,15.5,4.164
119,2013-08-17 01:40:00,0.6,-0.2039,0.0000,1.18,25.307,24.871,0.0247,17.415,88.800,15.6,4.164
120,2013-08-17 01:45:00,0.6,-0.2039,0.0000,1.18,25.258,24.847,0.0252,17.653,88.200,15.7,4.164
121,2013-08-17 01:50:00,0.6,-0.2039,0.0000,1.18,25.258,24.823,0.0252,17.605,87.900,15.6,4.164
122,2013-08-17 01:55:00,0.6,-0.2039,0.0000,1.18,25.210,24.798,0.0252,17.629,88.000,15.6,4.164
123,2013-08-17 02:00:00,0.6,-0.2039,0.0000,1.18,25.210,24.774,0.0252,17.724,87.800,15.7,4.164
124,2013-08-17 02:05:00,0.6,-0.2039,0.0000,1.18,25.162,24.750,0.0252,17.701,87.600,15.6,4.164
125,2013-08-17 02:10:00,0.6,-0.2039,0.0000,1.18,25.137,24.726,0.0252,17.629,87.600,15.6,4.176
126,2013-08-17 02:15:00,0.6,-0.2039,0.0000,1.18,25.113,24.702,0.0252,17.582,87.700,15.5,4.164
127,2013-08-17 02:20:00,0.6,-0.2039,0.0000,1.18,25.089,24.677,0.0252,17.510,88.000,15.5,4.164
128,2013-08-17 02:25:00,0.6,-0.2039,0.0000,1.18,25.065,24.653,0.0252,17.486,88.100,15.5,4.164
129,2013-08-17 02:30:00,0.6,-0.2039,0.0000,1.18,25.040,24.605,0.0252,17.391,88.400,15.5,4.164
130,2013-08-17 02:35:00,0.6,-0.2039,0.0000,1.18,25.016,24.581,0.0247,17.415,88.600,15.5,4.164
131,2013-08-17 02:40:00,0.6,-0.2039,0.0000,1.18,24.968,24.581,0.0252,17.415,88.500,15.5,4.164
132,2013-08-17 02:45:00,0.6,-0.2039,0.0000,1.18,24.968,24.532,0.0252,17.368,88.600,15.5,4.164
133,2013-08-17 02:50:00,0.6,-0.2039,0.0000,1.18,24.944,24.532,0.0252,17.320,88.900,15.5,4.164
134,2013-08-17 02:55:00,0.6,-0.2039,0.0000,1.18,24.919,24.484,0.0252,17.225,89.400,15.5,4.164
135,2013-08-17 03:00:00,0.6,-0.2039,0.0000,1.18,24.895,24.460,0.0252,17.106,89.700,15.4,4.164
136,2013-08-17 03:05:00,0.6,-0.2039,0.0000,1.18,24.871,24.460,0.0252,17.177,89.700,15.5,4.164
137,2013-08-17 03:10:00,0.6,-0.2039,0.0000,1.18,24.847,24.412,0.0252,17.130,90.000,15.5,4.164
138,2013-08-17 03:15:00,0.6,-0.2039,0.0000,1.76,24.823,24.388,0.0247,17.034,90.200,15.4,4.164
139,2013-08-17 03:20:00,0.6,-0.2039,0.0000,1.76,24.823,24.388,0.0252,16.939,90.700,15.4,4.164
140,2013-08-17 03:25:00,0.6,-0.2039,0.0000,1.76,24.774,24.363,0.0252,16.868,90.800,15.4,4.164
141,2013-08-17 03:30:00,0.6,-0.2039,0.0000,1.76,24.774,24.339,0.0252,16.773,91.000,15.3,4.164
142,2013-08-17 03:35:00,0.6,-0.2039,0.0000,1.76,24.750,24.315,0.0247,16.677,91.600,15.3,4.164
143,2013-08-17 03:40:00,0.6,-0.2039,0.0000,1.76,24.726,24.291,0.0252,16.725,91.600,15.4,4.158
144,2013-08-17 03:45:00,0.6,-0.2039,0.0000,1.76,24.677,24.267,0.0252,16.701,91.800,15.4,4.158
145,2013-08-17 03:50:00,0.6,-0.2039,0.0000,1.76,24.677,24.243,0.0247,16.677,91.800,15.4,4.158
146,2013-08-17 03:55:00,0.6,-0.2039,0.0000,1.76,24.653,24.219,0.0252,16.725,92.100,15.5,4.158
147,2013-08-17 04:00:00,0.6,-0.2039,0.0000,1.76,24.629,24.195,0.0247,16.749,92.000,15.5,4.158
148,2013-08-17 04:05:00,0.6,-0.2039,0.0000,1.76,24.605,24.171,0.0252,16.773,91.900,15.5,4.164
149,2013-08-17 04:10:00,0.6,-0.2039,0.0000,1.76,24.581,24.146,0.0252,16.725,91.900,15.4,4.158
150,2013-08-17 04:15:00,0.6,-0.2039,0.0000,1.76,24.557,24.122,0.0252,16.749,91.900,15.4,4.158
151,2013-08-17 04:20:00,0.6,-0.2039,0.0000,1.76,24.532,24.098,0.0252,16.820,91.800,15.5,4.164
152,2013-08-17 04:25:00,0.6,-0.2039,0.0000,1.76,24.508,24.074,0.0252,16.844,91.900,15.5,4.158
153,2013-08-17 04:30:00,0.6,-0.2039,0.0000,1.76,24.484,24.050,0.0252,16.844,91.600,15.5,4.158
154,2013-08-17 04:35:00,0.6,-0.2039,0.0000,1.76,24.484,24.050,0.0252,16.844,91.600,15.5,4.158
155,2013-08-17 04:40:00,0.6,-0.2039,0.0000,1.76,24.436,24.002,0.0252,16.844,91.600,15.5,4.158
156,2013-08-17 04:45:00,0.6,-0.2039,0.0000,1.76,24.436,24.002,0.0252,16.844,91.700,15.5,4.158
157,2013-08-17 04:50:00,0.6,-0.2039,0.0000,1.76,24.388,23.954,0.0261,16.749,91.500,15.4,4.158
158,2013-08-17 04:55:00,0.6,-0.2039,0.0000,1.76,24.388,23.954,0.0252,16.725,91.600,15.4,4.158
159,2013-08-17 05:00:00,0.6,-0.2039,0.0000,1.76,24.363,23.930,0.0252,16.773,91.600,15.4,4.158
160,2013-08-17 05:05:00,0.6,-0.2039,0.0000,1.76,24.339,23.905,0.0261,16.796,91.500,15.4,4.158
161,2013-08-17 05:10:00,0.6,-0.2039,0.0000,1.76,24.339,23.881,0.0261,16.773,91.800,15.5,4.158
162,2013-08-17 05:15:00,0.6,-0.2039,0.0000,1.76,24.291,23.857,0.0252,16.749,91.800,15.4,4.158
163,2013-08-17 05:20:00,0.6,-0.2039,0.0000,1.76,24.291,23.857,0.0261,16.654,92.100,15.4,4.158
164,2013-08-17 05:25:00,0.6,-0.2039,0.0000,1.76,24.267,23.833,0.0261,16.606,92.200,15.4,4.158
165,2013-08-17 05:30:00,0.6,-0.2039,0.0000,1.76,24.243,23.809,0.0252,16.534,92.500,15.3,4.158
166,2013-08-17 05:35:00,0.6,-0.2039,0.0000,1.76,24.243,23.785,0.0252,16.463,92.700,15.3,4.158
167,2013-08-17 05:40:00,0.6,-0.2039,0.0000,1.76,24.195,23.761,0.0261,16.439,92.900,15.3,4.158
168,2013-08-17 05:45:00,0.6,-0.2039,0.0000,1.76,24.195,23.737,0.0261,16.392,93.100,15.3,4.158
169,2013-08-17 05:50:00,0.6,-0.2039,0.0000,1.76,24.171,23.737,0.0261,16.344,93.400,15.3,4.158
170,2013-08-17 05:55:00,0.6,-0.2039,0.0000,1.76,24.146,23.713,0.0252,16.320,93.600,15.3,4.158
171,2013-08-17 06:00:00,0.6,-0.2039,0.0000,1.76,24.122,23.689,0.0261,16.439,93.500,15.4,4.158
172,2013-08-17 06:05:00,0.6,-0.2039,0.0000,1.76,24.098,23.665,0.0261,16.487,93.400,15.4,4.158
173,2013-08-17 06:10:00,0.6,-0.2039,0.0000,1.76,24.098,23.641,0.0252,16.487,93.400,15.4,4.158
174,2013-08-17 06:15:00,0.6,-0.2039,0.0000,1.76,24.074,23.617,0.0261,16.534,93.400,15.5,4.158
175,2013-08-17 06:20:00,1.9,-0.2039,0.0000,1.76,24.050,23.617,0.0261,16.511,93.400,15.5,4.158
176,2013-08-17 06:25:00,3.1,-0.2039,0.0000,1.76,24.050,23.593,0.0252,16.487,93.600,15.5,4.158
177,2013-08-17 06:30:00,4.4,-0.2039,0.0000,1.76,24.026,23.593,0.0252,16.487,93.700,15.5,4.158
178,2013-08-17 06:35:00,6.9,-0.2039,0.0000,1.76,24.002,23.569,0.0261,16.558,93.600,15.5,4.158
179,2013-08-17 06:40:00,8.1,-0.2039,0.0000,1.76,24.002,23.545,0.0261,16.582,93.500,15.5,4.158
180,2013-08-17 06:45:00,8.1,-0.2039,0.0000,1.76,23.978,23.545,0.0261,16.534,93.500,15.5,4.158
181,2013-08-17 06:50:00,16.9,-0.2039,0.0000,1.76,23.954,23.545,0.0261,16.415,93.700,15.4,4.158
182,2013-08-17 06:55:00,20.6,-0.2039,0.0000,1.76,23.954,23.521,0.0261,16.463,93.700,15.5,4.158
183,2013-08-17 07:00:00,21.9,-0.2039,0.0000,1.76,23.954,23.521,0.0261,16.630,93.700,15.6,4.158
184,2013-08-17 07:05:00,28.1,-0.2039,0.0000,1.76,23.930,23.497,0.0261,16.725,93.500,15.7,4.158
185,2013-08-17 07:10:00,28.1,-0.2039,0.0000,1.76,23.930,23.497,0.0261,16.868,93.000,15.7,4.158
186,2013-08-17 07:15:00,36.9,-0.2039,0.0000,1.76,23.905,23.497,0.0261,16.844,92.900,15.7,4.158
187,2013-08-17 07:20:00,33.1,-0.2039,0.0000,1.18,23.905,23.497,0.0261,16.915,92.900,15.8,4.158
188,2013-08-17 07:25:00,44.4,-0.2039,0.0000,1.76,23.905,23.497,0.0261,16.963,92.700,15.8,4.158
189,2013-08-17 07:30:00,45.6,-0.2039,0.0000,1.18,23.905,23.472,0.0261,17.011,92.500,15.8,4.158
190,2013-08-17 07:35:00,43.1,-0.2039,0.0000,1.18,23.881,23.472,0.0261,16.987,92.500,15.8,4.158
191,2013-08-17 07:40:00,59.4,-0.2039,0.0000,1.18,23.881,23.472,0.0261,17.058,92.300,15.8,4.158
192,2013-08-17 07:45:00,56.9,-0.2039,0.0000,1.18,23.881,23.472,0.0261,17.058,92.400,15.8,4.158
193,2013-08-17 07:50:00,65.6,-0.2039,0.0000,1.18,23.881,23.497,0.0261,17.130,92.200,15.9,4.158
194,2013-08-17 07:55:00,55.6,-0.2039,0.0000,1.18,23.881,23.497,0.0261,17.130,92.200,15.9,4.158
195,2013-08-17 08:00:00,36.9,-0.2039,0.0000,1.18,23.881,23.497,0.0261,17.201,91.800,15.9,4.158
196,2013-08-17 08:05:00,41.9,-0.2039,0.0000,1.18,23.881,23.497,0.0261,17.320,91.800,16.0,4.158
197,2013-08-17 08:10:00,40.6,-0.2039,0.0000,1.18,23.881,23.497,0.0261,17.439,91.400,16.0,4.158
198,2013-08-17 08:15:00,41.9,-0.2039,0.0000,1.18,23.881,23.521,0.0371,17.605,91.100,16.2,4.158
199,2013-08-17 08:20:00,41.9,-0.2039,0.0000,1.18,23.881,23.521,0.0363,17.772,90.800,16.3,4.158
200,2013-08-17 08:25:00,41.9,-0.2039,0.0000,1.18,23.857,23.521,0.0371,18.010,90.200,16.4,4.158
201,2013-08-17 08:30:00,44.4,-0.2039,0.0000,1.18,23.881,23.521,0.0371,18.390,89.400,16.6,4.176
202,2013-08-17 08:35:00,45.6,-0.2039,0.0000,1.18,23.857,23.521,0.0371,18.628,88.300,16.7,4.158
203,2013-08-17 08:40:00,46.9,-0.2039,0.0000,1.18,23.857,23.521,0.0371,18.889,87.500,16.8,4.158
204,2013-08-17 08:45:00,48.1,-0.2039,0.0000,1.18,23.857,23.521,0.0371,19.032,86.700,16.8,4.158
205,2013-08-17 08:50:00,49.4,-0.2039,0.0000,1.18,23.857,23.521,0.0371,19.175,86.100,16.8,4.158
206,2013-08-17 08:55:00,51.9,-0.2039,0.0000,1.18,23.857,23.521,0.0371,19.579,85.400,17.1,4.158
207,2013-08-17 09:00:00,53.1,-0.2039,0.0000,1.18,23.857,23.521,0.0371,19.912,84.200,17.2,4.158
208,2013-08-17 09:05:00,54.4,-0.2039,0.0000,1.18,23.857,23.521,0.0371,20.007,83.500,17.1,4.158
209,2013-08-17 09:10:00,56.9,-0.2039,0.0000,1.18,23.881,23.545,0.0371,20.269,82.700,17.3,4.158
210,2013-08-17 09:15:00,58.1,-0.2039,0.0000,1.18,23.881,23.545,0.0371,20.722,82.200,17.6,4.158
211,2013-08-17 09:20:00,60.6,-0.2039,0.0000,1.18,23.881,23.569,0.0375,21.008,81.400,17.7,4.158
212,2013-08-17 09:25:00,61.9,-0.2039,0.0000,1.18,23.881,23.569,0.0375,20.936,80.600,17.5,4.158
213,2013-08-17 09:30:00,65.6,-0.2039,0.0000,1.18,23.905,23.593,0.0371,21.533,79.800,17.9,4.158
214,2013-08-17 09:35:00,554.4,-0.2039,0.0000,1.18,23.905,23.617,0.0375,21.604,78.900,17.8,4.158
215,2013-08-17 09:40:00,578.1,-0.2039,0.0000,1.76,23.905,23.617,0.0371,21.987,78.700,18.1,4.158
216,2013-08-17 09:45:00,583.1,-0.2039,0.0000,1.76,23.930,23.641,0.0375,22.465,76.500,18.2,4.158
