"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214688, SEN S/N: 10200842)","Current, mA (LGR S/N: 10214688, SEN S/N: 10200842)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10213638, LBL: Blue Conference)","RH, % (LGR S/N: 10214688, SEN S/N: 10213638, LBL: Blue Conference)","DewPt, °C (LGR S/N: 10214688, SEN S/N: 10213638)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365543)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365578)","Water Content, m³/m³ (LGR S/N: 10214688, SEN S/N: 10374519)","Wetness, % (LGR S/N: 10214688, SEN S/N: 10374904)","Solar Radiation, W/m² (LGR S/N: 10214688, SEN S/N: 10375646)","Batt, V (LGR S/N: 10214688)"
11,2013-11-20 14:35:00,-0.2039,0.0000,18.842,64.000,11.9,18.913,19.413,-0.0150,1.18,166.9,4.363
12,2013-11-20 14:40:00,-0.2039,0.0000,18.794,63.200,11.7,18.889,19.413,-0.0150,1.18,178.1,4.369
13,2013-11-20 14:45:00,-0.2039,0.0000,18.723,64.000,11.8,18.889,19.413,-0.0150,1.18,156.9,4.369
14,2013-11-20 14:50:00,-0.2039,0.0000,18.604,64.000,11.7,18.889,19.389,-0.0150,1.18,156.9,4.369
15,2013-11-20 14:55:00,-0.2039,0.0000,18.818,64.200,11.9,18.889,19.389,-0.0150,1.18,129.4,4.363
16,2013-11-20 15:00:00,-0.2039,0.0000,18.628,64.600,11.8,18.889,19.365,-0.0150,1.18,115.6,4.363
17,2013-11-20 15:05:00,-0.2039,0.0000,18.557,65.500,12.0,18.866,19.341,-0.0150,1.18,110.6,4.363
18,2013-11-20 15:10:00,-0.2039,0.0000,18.390,65.800,11.9,18.866,19.318,-0.0150,1.18,113.1,4.363
19,2013-11-20 15:15:00,-0.2039,0.0000,18.461,66.400,12.1,18.866,19.294,-0.0150,1.18,101.9,4.357
20,2013-11-20 15:20:00,-0.2039,0.0000,18.461,66.000,12.0,18.842,19.270,-0.0150,1.18,95.6,4.357
21,2013-11-20 15:25:00,-0.2039,0.0000,18.366,66.400,12.0,18.842,19.222,-0.0150,1.18,106.9,4.357
22,2013-11-20 15:30:00,-0.2039,0.0000,18.224,66.700,11.9,18.818,19.199,-0.0150,1.18,106.9,4.357
23,2013-11-20 15:35:00,-0.2039,0.0000,18.271,67.100,12.1,18.794,19.175,-0.0150,1.18,116.9,4.357
24,2013-11-20 15:40:00,-0.2039,0.0000,18.247,66.900,12.0,18.794,19.151,-0.0150,1.18,100.6,4.357
25,2013-11-20 15:45:00,-0.2039,0.0000,17.986,67.700,11.9,18.771,19.151,-0.0150,1.18,78.1,4.351
26,2013-11-20 15:50:00,-0.2039,0.0000,18.081,67.600,12.0,18.771,19.103,-0.0150,1.18,69.4,4.351
27,2013-11-20 15:55:00,-0.2039,0.0000,18.010,67.700,12.0,18.771,19.103,-0.0150,1.18,56.9,4.345
28,2013-11-20 16:00:00,-0.2039,0.0000,17.724,68.300,11.8,18.747,19.056,-0.0150,1.18,53.1,4.345
29,2013-11-20 16:05:00,-0.2039,0.0000,17.605,69.000,11.9,18.723,19.008,-0.0150,1.18,56.9,4.345
30,2013-11-20 16:10:00,-0.2039,0.0000,17.677,69.400,12.0,18.723,18.985,-0.0150,1.18,58.1,4.345
31,2013-11-20 16:15:00,-0.2039,0.0000,17.677,69.200,12.0,18.699,18.961,-0.0150,1.18,41.9,4.339
32,2013-11-20 16:20:00,-0.2039,0.0000,17.558,69.500,11.9,18.675,18.913,-0.0150,1.18,34.4,4.339
33,2013-11-20 16:25:00,-0.2039,0.0000,17.534,70.300,12.1,18.675,18.889,-0.0156,1.18,40.6,4.339
34,2013-11-20 16:30:00,-0.2039,0.0000,17.415,70.500,12.0,18.652,18.842,-0.0150,1.18,51.9,4.339
35,2013-11-20 16:35:00,-0.2039,0.0000,17.368,70.400,11.9,18.628,18.818,-0.0150,1.18,58.1,4.339
36,2013-11-20 16:40:00,-0.2039,0.0000,17.463,70.700,12.1,18.604,18.771,-0.0150,1.18,48.1,4.339
37,2013-11-20 16:45:00,-0.2039,0.0000,17.368,70.800,12.0,18.580,18.747,-0.0150,1.18,25.6,4.339
38,2013-11-20 16:50:00,-0.2039,0.0000,17.296,71.200,12.0,18.557,18.723,-0.0150,1.18,24.4,4.333
39,2013-11-20 16:55:00,-0.2039,0.0000,17.201,71.700,12.1,18.557,18.675,-0.0156,1.76,25.6,4.333
40,2013-11-20 17:00:00,-0.2039,0.0000,17.249,71.700,12.1,18.533,18.628,-0.0156,1.76,20.6,4.333
41,2013-11-20 17:05:00,-0.2039,0.0000,17.153,71.600,12.0,18.509,18.604,-0.0156,1.18,16.9,4.333
42,2013-11-20 17:10:00,-0.2039,0.0000,17.058,72.100,12.0,18.485,18.580,-0.0150,1.76,13.1,4.333
43,2013-11-20 17:15:00,-0.2039,0.0000,16.963,72.200,11.9,18.461,18.533,-0.0156,1.76,11.9,4.327
44,2013-11-20 17:20:00,-0.2039,0.0000,16.939,72.400,12.0,18.438,18.485,-0.0156,1.76,20.6,4.327
45,2013-11-20 17:25:00,-0.2039,0.0000,16.892,73.100,12.1,18.414,18.461,-0.0156,1.76,11.9,4.327
46,2013-11-20 17:30:00,-0.2039,0.0000,16.868,73.100,12.0,18.390,18.414,-0.0150,1.76,3.1,4.321
47,2013-11-20 17:35:00,-0.2039,0.0000,16.892,73.300,12.1,18.366,18.390,-0.0150,2.35,0.6,4.321
48,2013-11-20 17:40:00,-0.2039,0.0000,16.844,73.300,12.1,18.343,18.343,-0.0156,2.35,0.6,4.321
49,2013-11-20 17:45:00,-0.2039,0.0000,16.773,73.500,12.0,18.319,18.295,-0.0156,2.35,0.6,4.321
50,2013-11-20 17:50:00,-0.2039,0.0000,16.749,73.600,12.0,18.295,18.271,-0.0156,2.35,0.6,4.321
51,2013-11-20 17:55:00,-0.2039,0.0000,16.749,73.800,12.1,18.271,18.247,-0.0156,2.35,0.6,4.321
52,2013-11-20 18:00:00,-0.2039,0.0000,16.749,73.900,12.1,18.247,18.200,-0.0156,2.35,0.6,4.321
53,2013-11-20 18:05:00,-0.2039,0.0000,16.725,74.000,12.1,18.224,18.176,-0.0156,2.35,0.6,4.321
54,2013-11-20 18:10:00,-0.2039,0.0000,16.725,74.100,12.1,18.200,18.129,-0.0156,2.94,0.6,4.321
55,2013-11-20 18:15:00,-0.2039,0.0000,16.725,74.200,12.1,18.200,18.105,-0.0156,2.94,0.6,4.321
56,2013-11-20 18:20:00,-0.2039,0.0000,16.701,74.200,12.1,18.176,18.081,-0.0156,2.94,0.6,4.321
57,2013-11-20 18:25:00,-0.2039,0.0000,16.701,74.200,12.1,18.152,18.057,-0.0156,2.94,0.6,4.321
58,2013-11-20 18:30:00,-0.2039,0.0000,16.677,74.300,12.1,18.129,18.033,-0.0156,2.94,0.6,4.321
59,2013-11-20 18:35:00,-0.2039,0.0000,16.654,74.600,12.1,18.105,18.010,-0.0156,2.94,0.6,4.321
60,2013-11-20 18:40:00,-0.2039,0.0000,16.677,74.600,12.2,18.081,17.986,-0.0156,2.94,0.6,4.321
61,2013-11-20 18:45:00,-0.2039,0.0000,16.677,74.800,12.2,18.081,17.962,-0.0156,2.94,0.6,4.321
62,2013-11-20 18:50:00,-0.2039,0.0000,16.654,74.700,12.2,18.057,17.938,-0.0156,3.53,0.6,4.321
63,2013-11-20 18:55:00,-0.2039,0.0000,16.630,74.900,12.2,18.033,17.915,-0.0156,3.53,0.6,4.321
64,2013-11-20 19:00:00,-0.2039,0.0000,16.606,75.600,12.3,18.010,17.891,-0.0156,16.47,0.6,4.321
65,2013-11-20 19:05:00,-0.2039,0.0000,16.487,76.800,12.4,18.010,17.867,-0.0156,41.18,0.6,4.321
66,2013-11-20 19:10:00,-0.2039,0.0000,16.201,79.700,12.7,17.986,17.867,-0.0156,47.06,0.6,4.321
67,2013-11-20 19:15:00,-0.2039,0.0000,16.010,80.400,12.7,17.962,17.843,-0.0150,52.94,0.6,4.321
68,2013-11-20 19:20:00,-0.2039,0.0000,15.843,79.500,12.3,17.962,17.843,-0.0156,54.71,0.6,4.321
69,2013-11-20 19:25:00,-0.2039,0.0000,15.676,81.700,12.6,17.962,17.819,-0.0156,55.29,0.6,4.315
70,2013-11-20 19:30:00,-0.2039,0.0000,15.533,83.300,12.7,17.938,17.796,-0.0156,55.88,0.6,4.321
71,2013-11-20 19:35:00,-0.2039,0.0000,15.605,83.200,12.8,17.915,17.772,-0.0156,56.47,0.6,4.321
72,2013-11-20 19:40:00,-0.2039,0.0000,15.581,82.700,12.7,17.915,17.748,-0.0156,55.88,0.6,4.321
73,2013-11-20 19:45:00,-0.2039,0.0000,15.605,81.300,12.4,17.891,17.724,-0.0156,55.88,0.6,4.315
74,2013-11-20 19:50:00,-0.2039,0.0000,15.509,81.700,12.4,17.867,17.701,-0.0156,55.88,0.6,4.315
75,2013-11-20 19:55:00,-0.2039,0.0000,15.485,81.700,12.4,17.867,17.677,-0.0156,52.35,0.6,4.315
76,2013-11-20 20:00:00,-0.2039,0.0000,15.533,81.200,12.3,17.843,17.653,-0.0156,55.29,0.6,4.315
77,2013-11-20 20:05:00,-0.2039,0.0000,15.509,81.200,12.3,17.819,17.605,-0.0156,54.71,0.6,4.315
78,2013-11-20 20:10:00,-0.2039,0.0000,15.509,81.400,12.4,17.796,17.582,-0.0156,55.88,0.6,4.315
79,2013-11-20 20:15:00,-0.2039,0.0000,15.461,81.900,12.4,17.772,17.558,-0.0156,55.88,0.6,4.315
80,2013-11-20 20:20:00,-0.2039,0.0000,15.461,81.900,12.4,17.772,17.534,-0.0156,56.47,0.6,4.315
81,2013-11-20 20:25:00,-0.2039,0.0000,15.485,82.100,12.5,17.748,17.510,-0.0156,56.47,0.6,4.315
82,2013-11-20 20:30:00,-0.2039,0.0000,15.557,81.200,12.4,17.724,17.486,-0.0156,51.76,0.6,4.315
83,2013-11-20 20:35:00,-0.2039,0.0000,15.485,82.000,12.4,17.724,17.463,-0.0156,56.47,0.6,4.315
84,2013-11-20 20:40:00,-0.2039,0.0000,15.294,82.600,12.4,17.701,17.439,-0.0156,57.06,0.6,4.315
85,2013-11-20 20:45:00,-0.2039,0.0000,15.151,82.900,12.3,17.677,17.415,-0.0156,58.24,0.6,4.315
86,2013-11-20 20:50:00,-0.2039,0.0000,15.055,83.100,12.2,17.653,17.391,-0.0156,58.24,0.6,4.315
87,2013-11-20 20:55:00,-0.2039,0.0000,15.008,83.500,12.3,17.629,17.368,-0.0156,58.24,0.6,4.315
88,2013-11-20 21:00:00,-0.2039,0.0000,14.960,83.200,12.2,17.629,17.344,-0.0167,58.82,0.6,4.315
89,2013-11-20 21:05:00,-0.2039,0.0000,14.936,83.700,12.2,17.605,17.320,-0.0156,58.82,0.6,4.315
90,2013-11-20 21:10:00,-0.2039,0.0000,14.960,83.600,12.2,17.582,17.296,-0.0156,58.24,0.6,4.315
91,2013-11-20 21:15:00,-0.2039,0.0000,14.984,84.000,12.3,17.558,17.249,-0.0156,58.24,0.6,4.309
92,2013-11-20 21:20:00,-0.2039,0.0000,14.984,83.700,12.3,17.534,17.249,-0.0156,57.65,0.6,4.309
93,2013-11-20 21:25:00,-0.2039,0.0000,14.984,84.200,12.4,17.534,17.225,-0.0156,57.06,0.6,4.315
94,2013-11-20 21:30:00,-0.2039,0.0000,15.008,84.400,12.4,17.510,17.201,-0.0156,54.71,0.6,4.309
95,2013-11-20 21:35:00,-0.2039,0.0000,15.055,84.100,12.4,17.510,17.177,-0.0167,55.88,0.6,4.309
96,2013-11-20 21:40:00,-0.2039,0.0000,15.031,84.200,12.4,17.486,17.153,-0.0156,56.47,0.6,4.309
97,2013-11-20 21:45:00,-0.2039,0.0000,14.960,84.700,12.4,17.463,17.153,-0.0156,57.06,0.6,4.309
98,2013-11-20 21:50:00,-0.2039,0.0000,14.984,85.500,12.6,17.463,17.130,-0.0156,56.47,0.6,4.309
99,2013-11-20 21:55:00,-0.2039,0.0000,14.984,86.100,12.7,17.439,17.130,-0.0156,58.82,0.6,4.309
100,2013-11-20 22:00:00,-0.2039,0.0000,14.912,86.400,12.7,17.439,17.106,-0.0156,59.41,0.6,4.309
101,2013-11-20 22:05:00,-0.2039,0.0000,14.816,86.900,12.7,17.415,17.106,-0.0156,59.41,0.6,4.309
102,2013-11-20 22:10:00,-0.2039,0.0000,14.745,87.800,12.8,17.391,17.082,-0.0156,59.41,0.6,4.309
103,2013-11-20 22:15:00,-0.2039,0.0000,14.721,87.600,12.7,17.391,17.082,-0.0156,58.82,0.6,4.309
104,2013-11-20 22:20:00,-0.2039,0.0000,14.721,88.000,12.8,17.391,17.058,-0.0156,58.82,0.6,4.309
105,2013-11-20 22:25:00,-0.2039,0.0000,14.697,87.800,12.7,17.368,17.058,-0.0156,58.82,0.6,4.309
106,2013-11-20 22:30:00,-0.2039,0.0000,14.697,87.700,12.7,17.368,17.034,-0.0156,59.41,0.6,4.309
107,2013-11-20 22:35:00,-0.2039,0.0000,14.697,87.900,12.7,17.344,17.034,-0.0156,59.41,0.6,4.303
108,2013-11-20 22:40:00,-0.2039,0.0000,14.649,87.900,12.7,17.344,17.011,-0.0156,60.00,0.6,4.309
109,2013-11-20 22:45:00,-0.2039,0.0000,14.601,88.000,12.7,17.344,16.987,-0.0156,60.00,0.6,4.309
110,2013-11-20 22:50:00,-0.2039,0.0000,14.577,88.200,12.7,17.320,16.987,-0.0156,59.41,0.6,4.309
111,2013-11-20 22:55:00,-0.2039,0.0000,14.553,88.300,12.7,17.296,16.963,-0.0156,60.00,0.6,4.309
112,2013-11-20 23:00:00,-0.2039,0.0000,14.529,88.500,12.7,17.296,16.963,-0.0156,59.41,0.6,4.303
113,2013-11-20 23:05:00,-0.2039,0.0000,14.505,88.400,12.6,17.296,16.939,-0.0156,59.41,0.6,4.303
114,2013-11-20 23:10:00,-0.2039,0.0000,14.481,89.000,12.7,17.272,16.915,-0.0156,56.47,0.6,4.303
115,2013-11-20 23:15:00,-0.2039,0.0000,14.433,89.100,12.7,17.249,16.915,-0.0156,57.65,0.6,4.303
116,2013-11-20 23:20:00,-0.2039,0.0000,14.433,89.300,12.7,17.249,16.892,-0.0156,58.82,0.6,4.303
117,2013-11-20 23:25:00,-0.2039,0.0000,14.409,89.400,12.7,17.225,16.868,-0.0156,59.41,0.6,4.303
118,2013-11-20 23:30:00,-0.2039,0.0000,14.409,89.600,12.7,17.225,16.868,-0.0156,58.82,0.6,4.303
119,2013-11-20 23:35:00,-0.2039,0.0000,14.409,89.600,12.7,17.225,16.868,-0.0167,59.41,0.6,4.303
120,2013-11-20 23:40:00,-0.2039,0.0000,14.457,89.800,12.8,17.201,16.844,-0.0156,59.41,0.6,4.303
121,2013-11-20 23:45:00,-0.2039,0.0000,14.481,89.700,12.8,17.201,16.844,-0.0156,58.24,0.6,4.303
122,2013-11-20 23:50:00,-0.2039,0.0000,14.481,89.500,12.8,17.177,16.820,-0.0156,57.06,0.6,4.303
123,2013-11-20 23:55:00,-0.2039,0.0000,14.481,89.500,12.8,17.177,16.820,-0.0156,54.71,0.6,4.303
124,2013-11-21 00:00:00,-0.2039,0.0000,14.457,89.400,12.8,17.153,16.796,-0.0156,52.94,0.6,4.303
125,2013-11-21 00:05:00,-0.2039,0.0000,14.457,89.400,12.8,17.153,16.796,-0.0156,52.35,0.6,4.303
126,2013-11-21 00:10:00,-0.2039,0.0000,14.433,89.600,12.8,17.153,16.773,-0.0156,51.76,0.6,4.303
127,2013-11-21 00:15:00,-0.2039,0.0000,14.481,89.700,12.8,17.130,16.773,-0.0156,51.18,0.6,4.303
128,2013-11-21 00:20:00,-0.2039,0.0000,14.457,90.000,12.9,17.130,16.773,-0.0156,50.59,0.6,4.303
129,2013-11-21 00:25:00,-0.2039,0.0000,14.409,90.500,12.9,17.106,16.749,-0.0156,51.76,0.6,4.315
130,2013-11-21 00:30:00,-0.2039,0.0000,14.409,90.900,13.0,17.106,16.725,-0.0156,52.35,0.6,4.309
131,2013-11-21 00:35:00,-0.2039,0.0000,14.385,90.600,12.9,17.106,16.725,-0.0156,51.18,0.6,4.303
132,2013-11-21 00:40:00,-0.2039,0.0000,14.361,90.800,12.9,17.082,16.701,-0.0156,48.24,0.6,4.303
133,2013-11-21 00:45:00,-0.2039,0.0000,14.361,91.100,12.9,17.082,16.701,-0.0156,50.59,0.6,4.303
134,2013-11-21 00:50:00,-0.2039,0.0000,14.337,91.500,13.0,17.058,16.677,-0.0156,47.65,0.6,4.303
135,2013-11-21 00:55:00,-0.2039,0.0000,14.290,91.800,13.0,17.058,16.677,-0.0156,50.00,0.6,4.303
136,2013-11-21 01:00:00,-0.2039,0.0000,14.242,92.100,13.0,17.034,16.654,-0.0156,48.24,0.6,4.303
137,2013-11-21 01:05:00,-0.2039,0.0000,14.218,92.400,13.0,17.034,16.630,-0.0156,48.24,0.6,4.303
138,2013-11-21 01:10:00,-0.2039,0.0000,14.242,92.400,13.0,17.011,16.630,-0.0156,48.82,0.6,4.303
139,2013-11-21 01:15:00,-0.2039,0.0000,14.242,92.400,13.0,17.011,16.606,-0.0156,50.59,0.6,4.303
140,2013-11-21 01:20:00,-0.2039,0.0000,14.242,92.300,13.0,17.011,16.606,-0.0156,50.59,0.6,4.303
141,2013-11-21 01:25:00,-0.2039,0.0000,14.242,92.400,13.0,16.987,16.582,-0.0150,51.18,0.6,4.303
142,2013-11-21 01:30:00,-0.2039,0.0000,14.218,92.300,13.0,16.987,16.582,-0.0150,51.18,0.6,4.303
143,2013-11-21 01:35:00,-0.2039,0.0000,14.242,92.400,13.0,16.963,16.582,-0.0156,51.18,0.6,4.303
144,2013-11-21 01:40:00,-0.2039,0.0000,14.242,92.300,13.0,16.963,16.582,-0.0156,38.24,0.6,4.303
145,2013-11-21 01:45:00,-0.2039,0.0000,14.194,92.400,13.0,16.963,16.558,-0.0150,34.71,0.6,4.303
146,2013-11-21 01:50:00,-0.2039,0.0000,14.146,92.600,13.0,16.963,16.558,-0.0132,34.71,0.6,4.303
147,2013-11-21 01:55:00,-0.2039,0.0000,14.098,92.600,12.9,16.939,16.534,-0.0138,42.94,0.6,4.303
148,2013-11-21 02:00:00,-0.2039,0.0000,14.050,92.700,12.9,16.939,16.534,-0.0132,45.88,0.6,4.303
149,2013-11-21 02:05:00,-0.2039,0.0000,14.050,92.800,12.9,16.915,16.534,-0.0132,50.59,0.6,4.303
150,2013-11-21 02:10:00,-0.2039,0.0000,14.050,93.300,13.0,16.915,16.534,-0.0138,51.76,0.6,4.297
151,2013-11-21 02:15:00,-0.2039,0.0000,14.026,93.400,13.0,16.915,16.511,-0.0132,47.06,0.6,4.297
152,2013-11-21 02:20:00,-0.2039,0.0000,14.050,93.400,13.0,16.892,16.511,-0.0132,52.35,0.6,4.303
153,2013-11-21 02:25:00,-0.2039,0.0000,14.026,93.600,13.0,16.892,16.511,-0.0132,54.12,0.6,4.297
154,2013-11-21 02:30:00,-0.2039,0.0000,14.026,93.600,13.0,16.868,16.487,-0.0132,57.06,0.6,4.303
155,2013-11-21 02:35:00,-0.2039,0.0000,14.002,93.400,13.0,16.868,16.487,-0.0132,58.24,0.6,4.297
156,2013-11-21 02:40:00,-0.2039,0.0000,14.026,93.600,13.0,16.868,16.463,-0.0132,58.82,0.6,4.297
157,2013-11-21 02:45:00,-0.2039,0.0000,14.026,93.800,13.1,16.844,16.463,-0.0132,59.41,0.6,4.297
158,2013-11-21 02:50:00,-0.2039,0.0000,14.026,93.800,13.1,16.844,16.463,-0.0132,60.00,0.6,4.297
159,2013-11-21 02:55:00,-0.2039,0.0000,14.026,93.800,13.1,16.844,16.439,-0.0132,54.71,0.6,4.297
160,2013-11-21 03:00:00,-0.2039,0.0000,14.050,93.900,13.1,16.820,16.439,-0.0132,56.47,0.6,4.297
161,2013-11-21 03:05:00,-0.2039,0.0000,14.050,93.900,13.1,16.820,16.439,-0.0132,58.24,0.6,4.297
162,2013-11-21 03:10:00,-0.2039,0.0000,14.050,93.800,13.1,16.820,16.439,-0.0132,57.06,0.6,4.297
163,2013-11-21 03:15:00,-0.2039,0.0000,14.074,94.000,13.1,16.796,16.439,-0.0132,37.65,0.6,4.297
164,2013-11-21 03:20:00,-0.2039,0.0000,14.050,94.300,13.2,16.796,16.415,-0.0120,42.35,0.6,4.297
165,2013-11-21 03:25:00,-0.2039,0.0000,14.026,94.100,13.1,16.796,16.415,-0.0120,45.88,0.6,4.297
166,2013-11-21 03:30:00,-0.2039,0.0000,14.002,94.200,13.1,16.773,16.392,-0.0115,35.88,0.6,4.297
167,2013-11-21 03:35:00,-0.2039,0.0000,14.002,94.300,13.1,16.773,16.368,-0.0115,44.71,0.6,4.297
168,2013-11-21 03:40:00,-0.2039,0.0000,14.026,94.300,13.1,16.773,16.344,-0.0115,47.65,0.6,4.297
169,2013-11-21 03:45:00,-0.2039,0.0000,14.050,94.500,13.2,16.749,16.344,-0.0115,52.35,0.6,4.297
170,2013-11-21 03:50:00,-0.2039,0.0000,14.050,94.500,13.2,16.749,16.344,-0.0115,54.12,0.6,4.297
171,2013-11-21 03:55:00,-0.2039,0.0000,14.074,94.500,13.2,16.749,16.368,-0.0115,55.88,0.6,4.297
172,2013-11-21 04:00:00,-0.2039,0.0000,14.050,94.600,13.2,16.725,16.368,-0.0115,57.06,0.6,4.297
173,2013-11-21 04:05:00,-0.2039,0.0000,14.026,94.600,13.2,16.725,16.368,-0.0103,59.41,0.6,4.297
174,2013-11-21 04:10:00,-0.2039,0.0000,14.050,94.700,13.2,16.725,16.368,-0.0103,40.00,0.6,4.297
175,2013-11-21 04:15:00,-0.2039,0.0000,14.074,95.100,13.3,16.725,16.368,-0.0103,48.24,0.6,4.297
176,2013-11-21 04:20:00,-0.2039,0.0000,14.098,94.900,13.3,16.725,16.368,-0.0103,52.94,0.6,4.297
177,2013-11-21 04:25:00,-0.2039,0.0000,14.074,95.100,13.3,16.725,16.344,-0.0097,54.12,0.6,4.297
178,2013-11-21 04:30:00,-0.2039,0.0000,14.074,95.000,13.3,16.725,16.344,-0.0097,52.94,0.6,4.297
179,2013-11-21 04:35:00,-0.2039,0.0000,14.050,95.200,13.3,16.701,16.344,-0.0097,51.76,0.6,4.297
180,2013-11-21 04:40:00,-0.2039,0.0000,14.026,95.300,13.3,16.701,16.344,-0.0097,42.94,0.6,4.297
181,2013-11-21 04:45:00,-0.2039,0.0000,14.050,95.400,13.3,16.701,16.320,-0.0086,50.59,0.6,4.297
182,2013-11-21 04:50:00,-0.2039,0.0000,14.026,95.300,13.3,16.677,16.320,-0.0086,53.53,0.6,4.297
183,2013-11-21 04:55:00,-0.2039,0.0000,14.002,94.900,13.2,16.677,16.296,-0.0086,49.41,0.6,4.297
184,2013-11-21 05:00:00,-0.2039,0.0000,13.978,95.000,13.2,16.677,16.296,-0.0086,52.94,0.6,4.297
185,2013-11-21 05:05:00,-0.2039,0.0000,13.954,94.900,13.2,16.654,16.272,-0.0086,55.29,0.6,4.297
186,2013-11-21 05:10:00,-0.2039,0.0000,13.954,95.100,13.2,16.654,16.249,-0.0080,55.88,0.6,4.297
187,2013-11-21 05:15:00,-0.2039,0.0000,13.954,95.100,13.2,16.630,16.225,-0.0080,56.47,0.6,4.297
188,2013-11-21 05:20:00,-0.2039,0.0000,13.978,95.200,13.2,16.630,16.201,-0.0080,57.65,0.6,4.297
189,2013-11-21 05:25:00,-0.2039,0.0000,13.978,95.200,13.2,16.630,16.177,-0.0080,45.29,0.6,4.297
190,2013-11-21 05:30:00,-0.2039,0.0000,13.978,95.100,13.2,16.606,16.153,-0.0086,45.88,0.6,4.297
191,2013-11-21 05:35:00,-0.2039,0.0000,13.978,95.100,13.2,16.606,16.153,-0.0086,45.88,0.6,4.297
192,2013-11-21 05:40:00,-0.2039,0.0000,14.002,95.100,13.2,16.582,16.129,-0.0086,46.47,0.6,4.297
193,2013-11-21 05:45:00,-0.2039,0.0000,14.026,95.100,13.3,16.582,16.106,-0.0086,46.47,0.6,4.297
194,2013-11-21 05:50:00,-0.2039,0.0000,14.026,95.000,13.3,16.582,16.106,-0.0086,47.06,0.6,4.297
195,2013-11-21 05:55:00,-0.2039,0.0000,14.050,94.900,13.3,16.582,16.082,-0.0086,47.65,0.6,4.297
196,2013-11-21 06:00:00,-0.2039,0.0000,14.050,95.100,13.3,16.558,16.058,-0.0080,31.76,0.6,4.291
197,2013-11-21 06:05:00,-0.2039,0.0000,14.026,95.300,13.3,16.558,16.034,-0.0069,31.76,0.6,4.297
198,2013-11-21 06:10:00,-0.2039,0.0000,14.002,95.200,13.3,16.534,16.010,-0.0063,40.59,0.6,4.297
199,2013-11-21 06:15:00,-0.2039,0.0000,14.026,95.400,13.3,16.511,15.963,-0.0063,42.35,0.6,4.291
200,2013-11-21 06:20:00,-0.2039,0.0000,14.026,95.300,13.3,16.487,15.915,-0.0063,43.53,0.6,4.291
201,2013-11-21 06:25:00,-0.2039,0.0000,14.002,95.600,13.3,16.463,15.891,-0.0052,45.88,0.6,4.291
202,2013-11-21 06:30:00,-0.2039,0.0000,14.002,95.600,13.3,16.439,15.867,-0.0052,48.24,0.6,4.291
203,2013-11-21 06:35:00,-0.2039,0.0000,14.002,95.600,13.3,16.439,15.843,-0.0052,51.18,0.6,4.291
204,2013-11-21 06:40:00,-0.2039,0.0000,14.026,95.400,13.3,16.439,15.819,-0.0052,52.94,0.6,4.291
205,2013-11-21 06:45:00,-0.2039,0.0000,14.050,95.400,13.3,16.415,15.796,-0.0052,52.35,0.6,4.291
206,2013-11-21 06:50:00,-0.2039,0.0000,14.074,95.300,13.4,16.415,15.772,-0.0052,53.53,0.6,4.291
