"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-08-22 11:00:00,-0.2039,0.0000,28.221,57.000,18.9,32.639,32.253,-0.0097,1.76,781.9,4.351
2,2014-08-22 11:05:00,-0.1988,0.0000,27.284,58.000,18.3,32.898,32.433,-0.0086,2.35,776.9,4.339
3,2014-08-22 11:10:00,-0.1988,0.0000,27.456,57.700,18.4,33.001,32.691,-0.0086,1.76,786.9,4.333
4,2014-08-22 11:15:00,-0.1988,0.0000,27.628,57.700,18.6,33.001,32.639,-0.0080,1.76,804.4,4.333
5,2014-08-22 11:20:00,-0.1988,0.0000,27.112,59.200,18.5,33.209,32.768,-0.0080,1.76,813.1,4.327
6,2014-08-22 11:25:00,-0.1988,0.0000,28.369,57.000,19.1,33.209,32.794,-0.0080,2.35,824.4,4.345
7,2014-08-22 11:30:00,-0.1988,0.0000,27.825,57.100,18.6,33.365,32.975,-0.0080,1.76,833.1,4.339
8,2014-08-22 11:35:00,-0.1988,0.0000,28.493,57.600,19.3,33.548,33.157,-0.0080,2.35,843.1,4.333
9,2014-08-22 11:40:00,-0.1988,0.0000,27.776,58.900,19.0,33.704,33.287,-0.0069,1.76,853.1,4.333
10,2014-08-22 11:45:00,-0.1988,0.0000,28.891,56.000,19.3,34.150,33.626,-0.0069,2.35,861.9,4.333
11,2014-08-22 11:50:00,-0.1988,0.0000,29.265,54.700,19.2,34.624,34.019,-0.0069,2.35,871.9,4.351
12,2014-08-22 11:55:00,-0.1988,0.0000,29.240,54.100,19.0,35.368,34.704,-0.0063,2.35,883.1,4.339
13,2014-08-22 12:00:00,-0.1988,0.0000,29.665,54.300,19.5,36.308,35.529,-0.0063,2.35,889.4,4.333
14,2014-08-22 12:05:00,-0.1988,0.0000,29.715,52.700,19.0,37.206,36.417,-0.0063,2.35,898.1,4.333
15,2014-08-22 12:10:00,-0.1988,0.0000,30.091,52.400,19.3,38.032,37.151,-0.0063,2.35,901.9,4.333
16,2014-08-22 12:15:00,-0.1988,0.0000,30.016,52.200,19.2,39.036,38.060,-0.0052,2.35,918.1,4.406
