"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374972, SEN S/N: 10200134)","Wetness, % (LGR S/N: 10374972, SEN S/N: 10205908)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222766, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222772, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374972, SEN S/N: 10222875)","Voltage, V (LGR S/N: 10374972, SEN S/N: 10348617)","Current, mA (LGR S/N: 10374972, SEN S/N: 10348617)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10359302)","RH, % (LGR S/N: 10374972, SEN S/N: 10359302)","DewPt, °C (LGR S/N: 10374972, SEN S/N: 10359302)","Batt, V (LGR S/N: 10374972)"
1,2015-02-06 14:30:00,504.4,0.59,20.079,18.961,0.2134,-0.2039,0.0000,25.914,44.100,12.8,4.339
2,2015-02-06 14:35:00,541.9,0.00,20.079,18.937,0.2131,-0.2039,0.0000,25.331,44.700,12.5,4.345
3,2015-02-06 14:40:00,540.6,0.00,20.007,18.913,0.2131,-0.2039,0.0000,25.890,42.200,12.1,4.351
4,2015-02-06 14:45:00,501.9,0.00,19.984,18.889,0.2126,-0.2039,0.0000,25.210,42.300,11.5,4.357
5,2015-02-06 14:50:00,536.9,0.00,20.150,18.842,0.2131,-0.2039,0.0000,25.525,41.300,11.4,4.345
6,2015-02-06 14:55:00,499.4,0.00,20.126,18.866,0.2126,-0.2039,0.0000,25.963,38.200,10.6,4.339
7,2015-02-06 15:00:00,485.6,0.00,20.079,18.866,0.2131,-0.2039,0.0000,26.256,38.100,10.9,4.339
8,2015-02-06 15:05:00,495.6,0.00,19.888,18.842,0.2126,-0.2039,0.0000,26.109,37.600,10.5,4.345
9,2015-02-06 15:10:00,463.1,0.00,19.698,18.818,0.2126,-0.2039,0.0000,25.186,39.700,10.5,4.387
10,2015-02-06 15:15:00,469.4,0.00,19.627,18.771,0.2126,-0.2039,0.0000,25.939,38.700,10.8,4.351
11,2015-02-06 15:20:00,460.6,0.00,19.651,18.747,0.2126,-0.2039,0.0000,25.477,37.600,10.0,4.339
12,2015-02-06 15:25:00,460.6,0.00,20.031,18.747,0.2122,-0.2039,0.0000,25.647,36.400,9.6,4.339
13,2015-02-06 15:30:00,450.6,0.00,20.531,18.794,0.2122,-0.2039,0.0000,25.331,33.200,8.0,4.345
14,2015-02-06 15:35:00,439.4,0.00,20.793,18.889,0.2122,-0.2039,0.0000,25.258,33.300,8.0,4.345
15,2015-02-06 15:40:00,428.1,0.00,20.984,18.985,0.2122,-0.2039,0.0000,24.895,32.400,7.3,4.345
16,2015-02-06 15:45:00,419.4,0.00,21.127,19.080,0.2122,-0.2039,0.0000,25.501,32.900,8.0,4.345
17,2015-02-06 15:50:00,410.6,0.00,21.199,19.175,0.2122,-0.2039,0.0000,25.477,30.900,7.1,4.339
18,2015-02-06 15:55:00,396.9,0.00,21.175,19.222,0.2117,-0.2039,0.0000,25.720,30.600,7.1,4.345
19,2015-02-06 16:00:00,384.4,0.00,21.127,19.270,0.2122,-0.2039,0.0000,26.036,30.500,7.4,4.345
20,2015-02-06 16:05:00,381.9,0.00,21.056,19.294,0.2117,-0.2039,0.0000,26.085,30.600,7.5,4.345
21,2015-02-06 16:10:00,364.4,0.00,20.841,19.294,0.2117,-0.2039,0.0000,25.331,30.200,6.6,4.345
22,2015-02-06 16:15:00,351.9,0.00,20.484,19.270,0.2122,-0.2039,0.0000,25.453,31.800,7.5,4.345
23,2015-02-06 16:20:00,325.6,0.00,20.103,19.222,0.2117,-0.2039,0.0000,25.016,31.400,6.9,4.345
24,2015-02-06 16:25:00,316.9,0.00,19.722,19.127,0.2117,-0.2039,0.0000,24.171,35.300,7.9,4.357
25,2015-02-06 16:30:00,300.6,0.00,19.413,19.032,0.2117,-0.2039,0.0000,24.653,36.600,8.8,4.345
26,2015-02-06 16:35:00,291.9,0.00,19.151,18.889,0.2117,-0.2039,0.0000,24.267,37.200,8.7,4.345
27,2015-02-06 16:40:00,276.9,0.00,18.889,18.771,0.2117,-0.2039,0.0000,24.122,39.200,9.4,4.345
28,2015-02-06 16:45:00,263.1,0.00,18.675,18.628,0.2117,-0.2039,0.0000,23.857,39.800,9.4,4.345
29,2015-02-06 16:50:00,243.1,0.00,18.485,18.509,0.2112,-0.2039,0.0000,23.376,45.000,10.8,4.345
30,2015-02-06 16:55:00,230.6,0.00,18.319,18.366,0.2117,-0.2039,0.0000,23.184,43.000,9.9,4.345
31,2015-02-06 17:00:00,215.6,0.00,18.152,18.247,0.2109,-0.2039,0.0000,23.112,45.200,10.6,4.345
32,2015-02-06 17:05:00,206.9,0.00,18.010,18.152,0.2112,-0.2039,0.0000,22.729,46.100,10.6,4.345
33,2015-02-06 17:10:00,185.6,0.00,17.819,18.033,0.2112,-0.2039,0.0000,22.202,46.400,10.2,4.345
34,2015-02-06 17:15:00,175.6,0.00,17.677,17.915,0.2112,-0.2039,0.0000,21.987,49.800,11.0,4.345
35,2015-02-06 17:20:00,164.4,0.00,17.534,17.796,0.2109,-0.2039,0.0000,21.891,50.400,11.1,4.339
36,2015-02-06 17:25:00,138.1,0.00,17.391,17.701,0.2109,-0.2039,0.0000,21.533,52.500,11.4,4.339
37,2015-02-06 17:30:00,130.6,0.00,17.249,17.605,0.2104,-0.2039,0.0000,21.079,54.600,11.6,4.339
38,2015-02-06 17:35:00,115.6,0.00,17.130,17.486,0.2109,-0.2039,0.0000,20.555,57.200,11.8,4.339
39,2015-02-06 17:40:00,103.1,0.00,16.963,17.391,0.2104,-0.2039,0.0000,20.317,57.500,11.7,4.339
40,2015-02-06 17:45:00,83.1,0.00,16.820,17.296,0.2104,-0.2039,0.0000,20.031,59.500,11.9,4.339
41,2015-02-06 17:50:00,70.6,0.00,16.677,17.177,0.2104,-0.2039,0.0000,19.532,61.800,12.0,4.339
42,2015-02-06 17:55:00,58.1,0.00,16.534,17.082,0.2100,-0.2039,0.0000,19.080,63.200,11.9,4.333
43,2015-02-06 18:00:00,28.1,0.00,16.415,16.987,0.2100,-0.2039,0.0000,18.771,64.200,11.9,4.333
44,2015-02-06 18:05:00,19.4,0.00,16.249,16.892,0.2104,-0.2039,0.0000,18.105,67.400,12.0,4.333
45,2015-02-06 18:10:00,15.6,0.00,16.082,16.773,0.2095,-0.2039,0.0000,17.677,69.100,12.0,4.333
46,2015-02-06 18:15:00,13.1,0.00,15.915,16.654,0.2100,-0.2039,0.0000,17.391,70.000,11.9,4.333
47,2015-02-06 18:20:00,8.1,0.00,15.748,16.558,0.2095,-0.2039,0.0000,17.058,71.200,11.8,4.333
48,2015-02-06 18:25:00,4.4,0.00,15.605,16.439,0.2095,-0.2039,0.0000,16.773,73.400,12.0,4.333
49,2015-02-06 18:30:00,3.1,2.35,15.461,16.320,0.2100,-0.2039,0.0000,16.511,75.200,12.1,4.333
50,2015-02-06 18:35:00,0.6,4.12,15.294,16.225,0.2095,-0.2039,0.0000,16.225,76.300,12.1,4.333
51,2015-02-06 18:40:00,0.6,4.12,15.151,16.106,0.2095,-0.2039,0.0000,16.129,77.400,12.2,4.333
52,2015-02-06 18:45:00,0.6,6.47,15.055,15.986,0.2095,-0.2039,0.0000,16.010,78.400,12.3,4.333
53,2015-02-06 18:50:00,0.6,21.18,14.936,15.891,0.2095,-0.2039,0.0000,15.748,80.100,12.3,4.327
54,2015-02-06 18:55:00,0.6,24.71,14.840,15.796,0.2095,-0.2039,0.0000,15.557,81.200,12.4,4.327
55,2015-02-06 19:00:00,0.6,32.94,14.745,15.700,0.2092,-0.2039,0.0000,15.485,82.100,12.5,4.327
56,2015-02-06 19:05:00,0.6,58.82,14.673,15.629,0.2095,-0.2039,0.0000,15.366,83.000,12.5,4.327
57,2015-02-06 19:10:00,0.6,90.00,14.601,15.533,0.2095,-0.2039,0.0000,15.247,83.900,12.6,4.327
58,2015-02-06 19:15:00,0.6,95.29,14.505,15.461,0.2092,-0.2039,0.0000,15.175,84.300,12.6,4.321
59,2015-02-06 19:20:00,0.6,100.00,14.409,15.390,0.2095,-0.2039,0.0000,15.008,85.100,12.5,4.327
60,2015-02-06 19:25:00,0.6,100.00,14.290,15.294,0.2087,-0.2039,0.0000,14.768,85.800,12.4,4.321
61,2015-02-06 19:30:00,0.6,100.00,14.170,15.223,0.2092,-0.2039,0.0000,14.697,86.400,12.5,4.321
62,2015-02-06 19:35:00,0.6,100.00,14.074,15.127,0.2092,-0.2039,0.0000,14.505,86.900,12.4,4.321
63,2015-02-06 19:40:00,0.6,100.00,13.978,15.031,0.2092,-0.2039,0.0000,14.505,87.100,12.4,4.321
64,2015-02-06 19:45:00,0.6,100.00,13.858,14.960,0.2087,-0.2039,0.0000,14.409,87.600,12.4,4.321
65,2015-02-06 19:50:00,0.6,100.00,13.810,14.888,0.2092,-0.2039,0.0000,14.433,87.900,12.5,4.321
66,2015-02-06 19:55:00,0.6,100.00,13.762,14.792,0.2092,-0.2039,0.0000,14.409,88.100,12.5,4.321
67,2015-02-06 20:00:00,0.6,100.00,13.714,14.745,0.2087,-0.2039,0.0000,14.361,88.400,12.5,4.321
68,2015-02-06 20:05:00,0.6,100.00,13.642,14.673,0.2087,-0.2039,0.0000,14.290,88.700,12.5,4.321
69,2015-02-06 20:10:00,0.6,100.00,13.570,14.601,0.2092,-0.2039,0.0000,14.266,89.000,12.5,4.321
70,2015-02-06 20:15:00,0.6,100.00,13.522,14.553,0.2087,-0.2039,0.0000,14.266,89.300,12.5,4.321
71,2015-02-06 20:20:00,0.6,100.00,13.425,14.481,0.2092,-0.2039,0.0000,14.170,89.500,12.5,4.321
72,2015-02-06 20:25:00,0.6,100.00,13.353,14.409,0.2092,-0.2039,0.0000,14.074,89.800,12.4,4.321
73,2015-02-06 20:30:00,0.6,100.00,13.305,14.361,0.2092,-0.2039,0.0000,13.978,90.200,12.4,4.321
74,2015-02-06 20:35:00,0.6,100.00,13.233,14.290,0.2087,-0.2039,0.0000,13.906,90.600,12.4,4.321
75,2015-02-06 20:40:00,0.6,100.00,13.161,14.242,0.2087,-0.2039,0.0000,13.906,90.700,12.4,4.321
76,2015-02-06 20:45:00,0.6,100.00,13.088,14.170,0.2087,-0.2039,0.0000,13.690,90.900,12.2,4.321
77,2015-02-06 20:50:00,0.6,100.00,13.040,14.098,0.2087,-0.2039,0.0000,13.642,91.600,12.3,4.345
78,2015-02-06 20:55:00,0.6,100.00,12.968,14.050,0.2087,-0.2039,0.0000,13.594,91.600,12.3,4.321
79,2015-02-06 21:00:00,0.6,100.00,12.920,14.002,0.2087,-0.2039,0.0000,13.522,92.000,12.3,4.321
80,2015-02-06 21:05:00,0.6,100.00,12.847,13.930,0.2087,-0.2039,0.0000,13.401,92.300,12.2,4.321
81,2015-02-06 21:10:00,0.6,100.00,12.775,13.882,0.2087,-0.2039,0.0000,13.377,92.600,12.2,4.321
82,2015-02-06 21:15:00,0.6,100.00,12.703,13.810,0.2087,-0.2039,0.0000,13.377,92.900,12.3,4.321
83,2015-02-06 21:20:00,0.6,100.00,12.654,13.762,0.2087,-0.2039,0.0000,13.329,93.100,12.3,4.321
84,2015-02-06 21:25:00,0.6,100.00,12.630,13.714,0.2083,-0.2039,0.0000,13.377,93.400,12.3,4.321
85,2015-02-06 21:30:00,0.6,100.00,12.630,13.666,0.2087,-0.2039,0.0000,13.377,93.400,12.3,4.321
86,2015-02-06 21:35:00,0.6,100.00,12.582,13.618,0.2087,-0.2039,0.0000,13.305,93.500,12.3,4.321
87,2015-02-06 21:40:00,0.6,100.00,12.558,13.570,0.2083,-0.2039,0.0000,13.305,93.600,12.3,4.321
88,2015-02-06 21:45:00,0.6,100.00,12.534,13.546,0.2087,-0.2039,0.0000,13.425,93.700,12.4,4.321
89,2015-02-06 21:50:00,0.6,100.00,12.509,13.497,0.2087,-0.2039,0.0000,13.377,93.700,12.4,4.345
90,2015-02-06 21:55:00,0.6,100.00,12.437,13.473,0.2083,-0.2039,0.0000,13.185,93.600,12.2,4.321
91,2015-02-06 22:00:00,0.6,100.00,12.364,13.425,0.2083,-0.2039,0.0000,13.112,94.100,12.2,4.321
92,2015-02-06 22:05:00,0.6,100.00,12.340,13.377,0.2087,-0.2039,0.0000,13.233,94.300,12.4,4.315
93,2015-02-06 22:10:00,0.6,100.00,12.268,13.329,0.2083,-0.2039,0.0000,13.185,94.200,12.3,4.315
94,2015-02-06 22:15:00,0.6,100.00,12.147,13.281,0.2083,-0.2039,0.0000,13.137,94.400,12.3,4.315
95,2015-02-06 22:20:00,0.6,100.00,12.025,13.233,0.2083,-0.2039,0.0000,13.040,94.700,12.2,4.315
96,2015-02-06 22:25:00,0.6,100.00,11.929,13.161,0.2083,-0.2039,0.0000,12.968,94.600,12.1,4.315
97,2015-02-06 22:30:00,0.6,100.00,11.832,13.088,0.2083,-0.2039,0.0000,12.703,94.700,11.9,4.315
98,2015-02-06 22:35:00,0.6,100.00,11.734,13.016,0.2083,-0.2039,0.0000,12.606,94.900,11.8,4.315
99,2015-02-06 22:40:00,0.6,100.00,11.637,12.944,0.2083,-0.2039,0.0000,12.678,95.300,12.0,4.315
100,2015-02-06 22:45:00,0.6,100.00,11.613,12.871,0.2083,-0.2039,0.0000,12.654,95.400,12.0,4.315
101,2015-02-06 22:50:00,0.6,100.00,11.540,12.823,0.2078,-0.2039,0.0000,12.582,95.500,11.9,4.339
102,2015-02-06 22:55:00,0.6,100.00,11.467,12.751,0.2083,-0.2039,0.0000,12.509,95.700,11.9,4.315
103,2015-02-06 23:00:00,0.6,100.00,11.394,12.703,0.2078,-0.2039,0.0000,12.485,95.700,11.8,4.315
104,2015-02-06 23:05:00,0.6,100.00,11.346,12.654,0.2083,-0.2039,0.0000,12.630,95.900,12.0,4.315
105,2015-02-06 23:10:00,0.6,100.00,11.321,12.582,0.2078,-0.2039,0.0000,12.558,96.000,12.0,4.315
106,2015-02-06 23:15:00,0.6,100.00,11.297,12.534,0.2083,-0.2039,0.0000,12.678,96.200,12.1,4.315
107,2015-02-06 23:20:00,0.6,100.00,11.224,12.485,0.2078,-0.2039,0.0000,12.558,96.000,12.0,4.315
108,2015-02-06 23:25:00,0.6,100.00,11.175,12.437,0.2083,-0.2039,0.0000,12.413,96.000,11.8,4.315
