"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10374970, SEN S/N: 10213640)","RH, % (LGR S/N: 10374970, SEN S/N: 10213640)","DewPt, °C (LGR S/N: 10374970, SEN S/N: 10213640)","Wetness, % (LGR S/N: 10374970, SEN S/N: 10314899)","Voltage, V (LGR S/N: 10374970, SEN S/N: 10348607)","Current, mA (LGR S/N: 10374970, SEN S/N: 10348607)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365542, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365548, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374970, SEN S/N: 10374522)","Solar Radiation, W/m² (LGR S/N: 10374970, SEN S/N: 10378946)","Batt, V (LGR S/N: 10374970)"
1,2014-07-18 12:10:00,28.468,49.400,16.9,3.53,-0.2039,0.0000,30.192,33.652,0.0653,961.9,4.339
2,2014-07-18 12:15:00,27.751,48.900,16.1,3.53,-0.2039,0.0000,30.520,34.045,0.0660,1025.6,4.363
3,2014-07-18 12:20:00,27.850,49.200,16.2,3.53,-0.2039,0.0000,30.824,34.387,0.0664,1011.9,4.357
4,2014-07-18 12:25:00,28.468,47.800,16.3,3.53,-0.2039,0.0000,31.128,34.730,0.0664,990.6,4.339
5,2014-07-18 12:30:00,28.766,48.400,16.8,3.53,-0.2039,0.0000,31.408,35.049,0.0671,1000.6,4.327
6,2014-07-18 12:35:00,29.290,47.500,17.0,3.53,-0.2039,0.0000,31.714,35.368,0.0671,1004.4,4.424
7,2014-07-18 12:40:00,28.941,47.300,16.6,3.53,-0.2039,0.0000,31.970,35.689,0.0671,1009.4,4.406
8,2014-07-18 12:45:00,28.147,47.100,15.8,3.53,-0.2039,0.0000,32.253,36.012,0.0684,1013.1,4.345
9,2014-07-18 12:50:00,28.518,47.400,16.3,3.53,-0.2039,0.0000,32.536,36.308,0.0678,1013.1,4.333
10,2014-07-18 12:55:00,29.340,45.500,16.4,3.53,-0.2039,0.0000,32.794,36.606,0.0684,1015.6,4.327
11,2014-07-18 13:00:00,28.965,46.500,16.4,3.53,-0.2039,0.0000,33.053,36.878,0.0691,1018.1,4.393
12,2014-07-18 13:05:00,29.265,46.900,16.8,3.53,-0.2039,0.0000,33.287,37.124,0.0691,1019.4,4.369
13,2014-07-18 13:10:00,28.791,46.800,16.3,3.53,-0.2039,0.0000,33.548,37.370,0.0695,1038.1,4.339
14,2014-07-18 13:15:00,29.565,45.100,16.4,3.53,-0.2039,0.0000,33.783,37.618,0.0695,874.4,4.333
15,2014-07-18 13:20:00,29.414,44.700,16.2,3.53,-0.2039,0.0000,33.992,37.866,0.0702,1003.1,4.363
16,2014-07-18 13:25:00,29.464,45.100,16.3,3.53,-0.2039,0.0000,34.229,38.087,0.0708,1005.6,4.424
17,2014-07-18 13:30:00,28.866,46.200,16.2,3.53,-0.2039,0.0000,34.440,38.282,0.0708,1020.6,4.345
18,2014-07-18 13:35:00,28.147,46.100,15.5,3.53,-0.2039,0.0000,34.651,38.504,0.0715,581.9,4.345
19,2014-07-18 13:40:00,28.171,47.300,15.9,2.94,-0.2039,0.0000,34.836,38.644,0.0715,379.4,4.345
20,2014-07-18 13:45:00,27.333,47.400,15.2,2.35,-0.2039,0.0000,34.995,38.700,0.0722,541.9,4.406
21,2014-07-18 13:50:00,28.593,46.800,16.1,2.94,-0.2039,0.0000,35.102,38.616,0.0722,850.6,4.363
22,2014-07-18 13:55:00,29.190,45.700,16.3,3.53,-0.2039,0.0000,35.182,38.504,0.0725,1013.1,4.339
23,2014-07-18 14:00:00,30.217,44.600,16.8,3.53,-0.2039,0.0000,35.235,38.504,0.0725,1051.9,4.333
24,2014-07-18 14:05:00,29.916,44.400,16.5,3.53,-0.2039,0.0000,35.288,38.588,0.0725,1048.1,4.351
25,2014-07-18 14:10:00,30.495,42.700,16.4,3.53,-0.2039,0.0000,35.368,38.756,0.0725,996.9,4.381
26,2014-07-18 14:15:00,30.545,43.300,16.7,3.53,-0.2039,0.0000,35.502,38.980,0.0732,1019.4,4.339
27,2014-07-18 14:20:00,29.140,45.300,16.1,3.53,-0.2039,0.0000,35.636,39.234,0.0738,978.1,4.327
28,2014-07-18 14:25:00,30.192,44.700,16.9,3.53,-0.2039,0.0000,35.797,39.460,0.0732,1019.4,4.351
29,2014-07-18 14:30:00,29.290,46.200,16.6,3.53,-0.2039,0.0000,35.958,39.658,0.0738,1023.1,4.400
30,2014-07-18 14:35:00,28.518,47.100,16.2,3.53,-0.2039,0.0000,36.119,39.829,0.0745,893.1,4.357
31,2014-07-18 14:40:00,27.628,48.900,15.9,2.94,-0.2039,0.0000,36.254,40.000,0.0745,353.1,4.333
32,2014-07-18 14:45:00,26.793,50.800,15.8,2.35,-0.2039,0.0000,36.417,40.085,0.0745,540.6,4.327
33,2014-07-18 14:50:00,26.500,51.700,15.8,2.35,-0.2039,0.0000,36.525,40.028,0.0752,776.9,4.406
34,2014-07-18 14:55:00,26.965,51.200,16.0,2.35,-0.2039,0.0000,36.579,39.886,0.0752,786.9,4.381
35,2014-07-18 15:00:00,27.358,51.900,16.6,2.94,-0.2039,0.0000,36.606,39.743,0.0752,916.9,4.339
36,2014-07-18 15:05:00,28.270,49.700,16.8,2.94,-0.2039,0.0000,36.606,39.630,0.0752,900.6,4.327
37,2014-07-18 15:10:00,29.065,48.200,17.0,3.53,-0.2039,0.0000,36.606,39.573,0.0758,880.6,4.393
38,2014-07-18 15:15:00,29.240,47.000,16.8,2.94,-0.2039,0.0000,36.633,39.516,0.0758,858.1,4.430
39,2014-07-18 15:20:00,29.464,46.700,16.9,3.53,-0.2039,0.0000,36.661,39.460,0.0758,850.6,4.339
40,2014-07-18 15:25:00,30.066,45.600,17.1,3.53,-0.2039,0.0000,36.715,39.346,0.0762,831.9,4.327
41,2014-07-18 15:30:00,29.215,46.300,16.5,3.53,-0.2039,0.0000,36.742,39.290,0.0762,823.1,4.393
42,2014-07-18 15:35:00,28.617,47.500,16.4,3.53,-0.2039,0.0000,36.769,39.234,0.0762,814.4,4.357
43,2014-07-18 15:40:00,28.965,46.000,16.2,2.94,-0.2039,0.0000,36.769,39.262,0.0768,584.4,4.351
44,2014-07-18 15:45:00,27.776,48.600,16.0,2.94,-0.2039,0.0000,36.769,39.346,0.0768,423.1,4.333
45,2014-07-18 15:50:00,28.295,48.700,16.5,2.94,-0.2039,0.0000,36.769,39.375,0.0768,553.1,4.333
46,2014-07-18 15:55:00,28.320,48.100,16.3,2.35,-0.2039,0.0000,36.769,39.318,0.0775,454.4,4.357
47,2014-07-18 16:00:00,27.014,49.500,15.6,2.35,-0.2039,0.0000,36.742,39.290,0.0768,428.1,4.351
48,2014-07-18 16:05:00,27.727,49.300,16.2,2.35,-0.2039,0.0000,36.715,39.234,0.0768,679.4,4.369
49,2014-07-18 16:10:00,27.210,50.700,16.1,2.94,-0.2039,0.0000,36.661,39.149,0.0768,684.4,4.345
50,2014-07-18 16:15:00,27.382,51.000,16.4,2.94,-0.2039,0.0000,36.606,39.093,0.0775,688.1,4.357
51,2014-07-18 16:20:00,27.801,49.700,16.4,2.94,-0.2039,0.0000,36.579,39.093,0.0775,679.4,4.363
52,2014-07-18 16:25:00,27.604,49.900,16.2,2.94,-0.2039,0.0000,36.552,39.121,0.0775,665.6,4.381
53,2014-07-18 16:30:00,27.628,50.100,16.3,2.94,-0.2039,0.0000,36.552,39.177,0.0775,660.6,4.351
54,2014-07-18 16:35:00,27.801,50.400,16.6,2.94,-0.2039,0.0000,36.552,39.234,0.0775,645.6,4.333
55,2014-07-18 16:40:00,27.136,50.800,16.1,2.35,-0.2039,0.0000,36.579,39.262,0.0775,624.4,4.375
56,2014-07-18 16:45:00,26.695,52.600,16.2,2.35,-0.2039,0.0000,36.606,39.318,0.0775,616.9,4.363
57,2014-07-18 16:50:00,26.720,51.400,15.9,2.35,-0.2039,0.0000,36.633,39.318,0.0775,608.1,4.381
58,2014-07-18 16:55:00,27.038,51.800,16.3,2.35,-0.2039,0.0000,36.633,39.290,0.0775,576.9,4.339
59,2014-07-18 17:00:00,26.256,51.700,15.5,2.35,-0.2039,0.0000,36.633,39.262,0.0775,579.4,4.351
60,2014-07-18 17:05:00,25.720,54.200,15.8,2.35,-0.2039,0.0000,36.633,39.234,0.0775,578.1,4.363
61,2014-07-18 17:10:00,27.801,50.900,16.7,2.94,-0.2039,0.0000,36.633,39.177,0.0775,573.1,4.369
62,2014-07-18 17:15:00,26.842,51.600,16.1,2.35,-0.2039,0.0000,36.633,39.149,0.0781,566.9,4.351
63,2014-07-18 17:20:00,26.965,51.200,16.0,2.35,-0.2039,0.0000,36.606,39.093,0.0775,553.1,4.333
64,2014-07-18 17:25:00,26.671,51.500,15.9,2.35,-0.2039,0.0000,36.606,39.065,0.0775,539.4,4.357
65,2014-07-18 17:30:00,27.112,51.100,16.2,2.35,-0.2039,0.0000,36.579,39.036,0.0781,528.1,4.363
66,2014-07-18 17:35:00,26.109,52.300,15.6,2.35,-0.2039,0.0000,36.579,38.980,0.0781,511.9,4.357
67,2014-07-18 17:40:00,25.890,52.600,15.5,2.35,-0.2039,0.0000,36.552,38.924,0.0781,489.4,4.357
68,2014-07-18 17:45:00,26.085,52.500,15.6,2.35,-0.2039,0.0000,36.525,38.812,0.0775,456.9,4.345
69,2014-07-18 17:50:00,25.040,54.200,15.2,1.76,-0.2039,0.0000,36.471,38.672,0.0775,235.6,4.339
70,2014-07-18 17:55:00,24.243,55.200,14.7,1.76,-0.2039,0.0000,36.417,38.421,0.0775,84.4,4.333
71,2014-07-18 18:00:00,23.809,56.300,14.6,1.76,-0.2039,0.0000,36.308,38.115,0.0775,74.4,4.321
72,2014-07-18 18:05:00,23.833,56.300,14.6,1.76,-0.2039,0.0000,36.173,37.755,0.0775,70.6,4.321
73,2014-07-18 18:10:00,23.641,56.400,14.5,1.76,-0.2039,0.0000,36.012,37.370,0.0775,63.1,4.321
74,2014-07-18 18:15:00,23.472,56.300,14.3,1.76,-0.2039,0.0000,35.797,36.987,0.0768,59.4,4.321
75,2014-07-18 18:20:00,22.944,57.600,14.2,1.76,-0.2039,0.0000,35.609,36.633,0.0768,58.1,4.315
76,2014-07-18 18:25:00,22.896,57.800,14.2,1.76,-0.2039,0.0000,35.395,36.281,0.0768,58.1,4.315
77,2014-07-18 18:30:00,22.753,58.400,14.2,1.76,-0.2039,0.0000,35.182,35.931,0.0768,59.4,4.315
78,2014-07-18 18:35:00,22.681,58.300,14.1,1.76,-0.2039,0.0000,34.969,35.609,0.0762,58.1,4.309
79,2014-07-18 18:40:00,22.441,58.800,14.0,1.76,-0.2039,0.0000,34.730,35.288,0.0762,58.1,4.309
80,2014-07-18 18:45:00,22.345,59.400,14.1,1.76,-0.2039,0.0000,34.519,34.995,0.0762,55.6,4.303
