"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10221051, SEN S/N: 10200137)","Voltage, V (LGR S/N: 10221051, SEN S/N: 10200855)","Current, mA (LGR S/N: 10221051, SEN S/N: 10200855)","Wetness, % (LGR S/N: 10221051, SEN S/N: 10205905)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213637)","RH, % (LGR S/N: 10221051, SEN S/N: 10213637)","DewPt, °C (LGR S/N: 10221051, SEN S/N: 10213637)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213732, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213733, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221051, SEN S/N: 10222876)","Batt, V (LGR S/N: 10221051)"
1,2013-05-21 15:10:00,526.9,-0.2039,0.0000,1.76,24.122,61.000,16.2,25.817,25.307,0.2410,4.387
2,2013-05-21 15:15:00,619.4,-0.2039,0.0000,2.35,25.016,60.600,16.9,25.720,25.258,0.2406,4.369
3,2013-05-21 15:20:00,580.6,-0.2039,0.0000,2.35,24.847,60.200,16.6,25.647,25.210,0.2406,4.363
4,2013-05-21 15:25:00,564.4,-0.2039,0.0000,2.35,25.113,58.000,16.3,25.574,25.162,0.2410,4.363
5,2013-05-21 15:30:00,526.9,-0.2039,0.0000,2.35,24.436,60.800,16.4,25.501,25.113,0.2410,4.369
6,2013-05-21 15:35:00,524.4,-0.2039,0.0000,2.35,24.267,61.000,16.3,25.404,25.065,0.2406,4.369
7,2013-05-21 15:40:00,496.9,-0.2039,0.0000,1.76,24.002,62.600,16.4,25.331,24.992,0.2406,4.363
8,2013-05-21 15:45:00,498.1,-0.2039,0.0000,1.76,24.050,62.800,16.5,25.210,24.944,0.2410,4.363
9,2013-05-21 15:50:00,473.1,-0.2039,0.0000,1.76,23.064,65.800,16.3,25.113,24.895,0.2406,4.363
10,2013-05-21 15:55:00,461.9,-0.2039,0.0000,1.76,23.064,66.300,16.5,25.016,24.823,0.2410,4.363
11,2013-05-21 16:00:00,224.4,-0.2039,0.0000,1.18,22.154,68.400,16.1,24.944,24.774,0.2410,4.375
12,2013-05-21 16:05:00,268.1,-0.2039,0.0000,1.18,22.274,69.100,16.4,24.847,24.702,0.2406,4.363
13,2013-05-21 16:10:00,161.9,-0.2039,0.0000,1.18,21.724,70.400,16.1,24.750,24.653,0.2410,4.363
14,2013-05-21 16:15:00,186.9,-0.2039,0.0000,1.18,21.533,71.700,16.2,24.677,24.581,0.2410,4.363
15,2013-05-21 16:20:00,310.6,-0.2039,0.0000,1.18,21.127,73.600,16.2,24.581,24.532,0.2410,4.381
16,2013-05-21 16:25:00,183.1,-0.2039,0.0000,0.59,21.342,71.700,16.0,24.484,24.460,0.2410,4.375
17,2013-05-21 16:30:00,136.9,-0.2039,0.0000,0.59,21.103,73.000,16.1,24.412,24.412,0.2410,4.363
18,2013-05-21 16:35:00,120.6,-0.2039,0.0000,0.59,20.579,74.900,16.0,24.315,24.339,0.2410,4.363
19,2013-05-21 16:40:00,281.9,-0.2039,0.0000,0.59,20.627,75.100,16.1,24.243,24.291,0.2410,4.363
20,2013-05-21 16:45:00,83.1,-0.2039,0.0000,0.59,20.579,75.400,16.1,24.146,24.219,0.2406,4.375
21,2013-05-21 16:50:00,101.9,-0.2039,0.0000,0.59,20.317,75.600,15.9,24.074,24.171,0.2406,4.381
22,2013-05-21 16:55:00,88.1,-0.2039,0.0000,0.59,20.246,76.300,16.0,24.002,24.098,0.2406,4.363
23,2013-05-21 17:00:00,95.6,-0.2039,0.0000,0.59,20.341,76.700,16.1,23.930,24.050,0.2410,4.363
24,2013-05-21 17:05:00,84.4,-0.2039,0.0000,0.59,20.436,76.000,16.1,23.857,23.978,0.2406,4.363
25,2013-05-21 17:10:00,90.6,-0.2039,0.0000,0.59,20.293,76.200,16.0,23.809,23.930,0.2410,4.369
26,2013-05-21 17:15:00,119.4,-0.2039,0.0000,0.59,20.269,76.200,16.0,23.761,23.881,0.2410,4.381
27,2013-05-21 17:20:00,84.4,-0.2039,0.0000,0.59,20.126,76.700,15.9,23.689,23.833,0.2410,4.375
28,2013-05-21 17:25:00,64.4,-0.2039,0.0000,0.59,19.770,77.900,15.8,23.641,23.785,0.2406,4.363
