Date Time	Temp (°F)  #10359296	RH (%)  #10359296	Voltage (V)  #10363572	Current (mA)  #10363572	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374517	Wetness (%)  #10374908	Solar Radiation (W/m²)  #10375653	Batt (V) c:5
06/02/15 16:10:00.0	77.335	57.100	-0.1988	0.0000	77.464	80.184	0.0555	2.35	704.4	4.333
06/02/15 16:15:00.0	74.295	58.300	-0.1988	0.0000	77.378	79.963	0.0547	2.35	689.4	4.333
06/02/15 16:20:00.0	74.554	60.100	-0.1988	0.0000	77.292	79.743	0.0547	2.35	678.1	4.339
06/02/15 16:25:00.0	74.338	59.800	-0.1988	0.0000	77.247	79.480	0.0555	2.35	663.1	4.345
06/02/15 16:30:00.0	74.034	60.000	-0.1988	0.0000	77.117	79.261	0.0547	2.35	646.9	4.351
06/02/15 16:35:00.0	73.213	61.100	-0.1988	0.0000	77.029	79.041	0.0547	2.35	630.6	4.357
06/02/15 16:40:00.0	74.120	61.200	-0.1988	0.0000	76.942	78.822	0.0547	2.35	611.9	4.357
06/02/15 16:45:00.0	73.558	61.300	-0.1988	0.0000	76.854	78.645	0.0544	2.35	123.1	4.363
06/02/15 16:50:00.0	73.126	61.000	-0.1988	0.0000	76.768	78.427	0.0544	1.76	100.6	4.363
06/02/15 16:55:00.0	73.299	62.100	-0.1988	0.0000	76.681	78.251	0.0544	1.76	183.1	4.363
06/02/15 17:00:00.0	73.213	61.200	-0.1988	0.0000	76.550	78.076	0.0536	1.76	79.4	4.363
06/02/15 17:05:00.0	73.170	61.200	-0.1988	0.0000	76.464	77.902	0.0536	1.76	66.9	4.357
06/02/15 17:10:00.0	73.558	62.100	-0.1988	0.0000	76.375	77.727	0.0536	1.76	64.4	4.357
06/02/15 17:15:00.0	73.386	62.100	-0.1988	0.0000	76.289	77.596	0.0536	1.76	63.1	4.363
06/02/15 17:20:00.0	72.437	62.300	-0.1988	0.0000	76.203	77.421	0.0528	1.76	61.9	4.363
06/02/15 17:25:00.0	73.256	62.900	-0.1988	0.0000	76.114	77.292	0.0528	2.35	61.9	4.363
06/02/15 17:30:00.0	72.696	62.600	-0.1988	0.0000	76.028	77.117	0.0528	1.76	61.9	4.363
06/02/15 17:35:00.0	72.093	63.200	-0.1988	0.0000	75.985	76.986	0.0528	1.76	61.9	4.363
06/02/15 17:40:00.0	71.103	64.100	-0.1988	0.0000	75.898	76.854	0.0528	1.76	60.6	4.363
06/02/15 17:45:00.0	71.060	64.900	-0.1988	0.0000	75.810	76.725	0.0521	1.76	60.6	4.363
06/02/15 17:50:00.0	71.490	64.800	-0.1988	0.0000	75.724	76.593	0.0521	1.76	59.4	4.363
06/02/15 17:55:00.0	71.447	64.800	-0.1988	0.0000	75.637	76.464	0.0521	1.76	58.1	4.363
06/02/15 18:00:00.0	70.201	65.700	-0.1988	0.0000	75.594	76.332	0.0521	2.35	86.9	4.363
06/02/15 18:05:00.0	70.543	66.400	-0.1988	0.0000	75.508	76.203	0.0517	2.35	56.9	4.363
06/02/15 18:10:00.0	69.643	66.800	-0.1988	0.0000	75.420	76.071	0.0517	2.35	55.6	4.363
06/02/15 18:15:00.0	69.557	67.800	-0.1988	0.0000	75.333	75.942	0.0517	2.35	55.6	4.357
06/02/15 18:20:00.0	69.728	68.200	-0.1988	0.0000	75.290	75.810	0.0517	2.35	54.4	4.357
06/02/15 18:25:00.0	69.985	68.000	-0.1988	0.0000	75.204	75.681	0.0517	2.35	53.1	4.363
06/02/15 18:30:00.0	69.256	68.500	-0.1988	0.0000	75.117	75.594	0.0517	2.94	51.9	4.363
06/02/15 18:35:00.0	68.999	69.300	-0.1988	0.0000	75.074	75.508	0.0517	2.94	50.6	4.363
06/02/15 18:40:00.0	68.527	70.000	-0.1988	0.0000	74.986	75.376	0.0509	2.94	48.1	4.357
06/02/15 18:45:00.0	68.913	69.800	-0.1988	0.0000	74.899	75.247	0.0509	2.94	46.9	4.357
06/02/15 18:50:00.0	68.356	70.100	-0.1988	0.0000	74.856	75.160	0.0509	3.53	44.4	4.351
06/02/15 18:55:00.0	68.571	71.000	-0.1988	0.0000	74.770	75.029	0.0509	3.53	40.6	4.351
06/02/15 19:00:00.0	68.400	70.900	-0.1988	0.0000	74.683	74.943	0.0509	3.53	38.1	4.351
06/02/15 19:05:00.0	67.928	71.400	-0.1988	0.0000	74.640	74.813	0.0501	4.12	35.6	4.345
06/02/15 19:10:00.0	67.199	72.100	-0.1988	0.0000	74.554	74.727	0.0501	5.29	33.1	4.363
06/02/15 19:15:00.0	66.857	73.200	-0.1988	0.0000	74.511	74.597	0.0501	6.47	30.6	4.345
06/02/15 19:20:00.0	66.729	73.800	-0.1988	0.0000	74.424	74.511	0.0501	7.06	26.9	4.339
06/02/15 19:25:00.0	66.301	74.400	-0.1988	0.0000	74.381	74.381	0.0494	8.82	24.4	4.339
06/02/15 19:30:00.0	66.043	75.100	-0.1988	0.0000	74.295	74.295	0.0501	9.41	20.6	4.339
06/02/15 19:35:00.0	65.872	75.400	-0.1988	0.0000	74.250	74.163	0.0494	10.00	15.6	4.339
06/02/15 19:40:00.0	65.615	75.800	-0.1988	0.0000	74.163	74.034	0.0494	11.18	11.9	4.339
06/02/15 19:45:00.0	65.359	76.100	-0.1988	0.0000	74.077	73.947	0.0490	11.76	8.1	4.339
06/02/15 19:50:00.0	65.145	76.900	-0.1988	0.0000	74.034	73.818	0.0494	13.53	5.6	4.339
06/02/15 19:55:00.0	64.845	77.300	-0.1988	0.0000	73.947	73.731	0.0490	15.29	3.1	4.339
06/02/15 20:00:00.0	64.418	78.100	-0.1988	0.0000	73.904	73.602	0.0490	16.47	1.9	4.339
06/02/15 20:05:00.0	64.204	78.700	-0.1988	0.0000	73.818	73.515	0.0490	17.06	0.6	4.339
06/02/15 20:10:00.0	64.117	79.200	-0.1988	0.0000	73.731	73.386	0.0490	18.82	0.6	4.339
06/02/15 20:15:00.0	63.903	79.600	-0.1988	0.0000	73.645	73.256	0.0490	18.82	0.6	4.333
06/02/15 20:20:00.0	63.732	79.800	-0.1988	0.0000	73.602	73.170	0.0490	20.59	0.6	4.339
06/02/15 20:25:00.0	63.518	80.200	-0.1988	0.0000	73.515	73.040	0.0482	21.18	0.6	4.333
06/02/15 20:30:00.0	63.347	80.600	-0.1988	0.0000	73.429	72.955	0.0482	22.94	0.6	4.333
06/02/15 20:35:00.0	63.262	81.000	-0.1988	0.0000	73.386	72.826	0.0482	22.35	0.6	4.333
06/02/15 20:40:00.0	63.262	81.400	-0.1988	0.0000	73.299	72.739	0.0482	22.35	0.6	4.333
06/02/15 20:45:00.0	63.262	81.700	-0.1988	0.0000	73.213	72.610	0.0482	23.53	0.6	4.333
06/02/15 20:50:00.0	63.133	82.000	-0.1988	0.0000	73.126	72.523	0.0482	25.29	0.6	4.333
06/02/15 20:55:00.0	63.005	82.100	-0.1988	0.0000	73.083	72.437	0.0482	28.24	0.6	4.363
06/02/15 21:00:00.0	62.834	82.400	-0.1988	0.0000	72.997	72.351	0.0474	28.24	0.6	4.333
06/02/15 21:05:00.0	62.834	82.800	-0.1988	0.0000	72.955	72.221	0.0482	27.65	0.6	4.333
06/02/15 21:10:00.0	62.704	83.100	-0.1988	0.0000	72.869	72.136	0.0474	29.41	0.6	4.333
06/02/15 21:15:00.0	62.406	83.200	-0.1988	0.0000	72.826	72.050	0.0474	34.12	0.6	4.333
06/02/15 21:20:00.0	62.447	83.700	-0.2039	0.0000	72.739	71.964	0.0474	32.35	0.6	4.333
06/02/15 21:25:00.0	62.362	83.900	-0.1988	0.0000	72.653	71.877	0.0474	33.53	0.6	4.333
06/02/15 21:30:00.0	62.406	84.200	-0.1988	0.0000	72.610	71.791	0.0474	33.53	0.6	4.333
06/02/15 21:35:00.0	62.406	84.400	-0.1988	0.0000	72.523	71.704	0.0474	34.12	0.6	4.333
06/02/15 21:40:00.0	62.319	84.500	-0.1988	0.0000	72.480	71.620	0.0474	35.29	0.6	4.327
06/02/15 21:45:00.0	62.233	84.600	-0.1988	0.0000	72.394	71.533	0.0470	35.88	0.6	4.327
06/02/15 21:50:00.0	62.019	84.700	-0.1988	0.0000	72.351	71.447	0.0470	40.59	0.6	4.327
06/02/15 21:55:00.0	61.848	85.100	-0.1988	0.0000	72.264	71.361	0.0470	47.06	0.6	4.327
06/02/15 22:00:00.0	61.590	85.300	-0.1988	0.0000	72.221	71.274	0.0470	59.41	0.6	4.327
06/02/15 22:05:00.0	61.376	85.500	-0.1988	0.0000	72.178	71.190	0.0470	90.00	0.6	4.327
06/02/15 22:10:00.0	61.590	86.000	-0.1988	0.0000	72.093	71.103	0.0470	75.88	0.6	4.327
06/02/15 22:15:00.0	61.333	86.100	-0.1988	0.0000	72.050	71.017	0.0470	95.29	0.6	4.327
06/02/15 22:20:00.0	61.376	86.400	-0.2039	0.0000	71.964	70.930	0.0470	87.65	0.6	4.321
06/02/15 22:25:00.0	61.162	86.500	-0.1988	0.0000	71.920	70.846	0.0470	100.00	0.6	4.327
06/02/15 22:30:00.0	60.991	86.700	-0.1988	0.0000	71.834	70.759	0.0462	100.00	0.6	4.327
06/02/15 22:35:00.0	60.818	86.900	-0.1988	0.0000	71.791	70.673	0.0462	100.00	0.6	4.327
06/02/15 22:40:00.0	60.690	87.200	-0.1988	0.0000	71.704	70.543	0.0462	100.00	0.6	4.321
06/02/15 22:45:00.0	60.561	87.300	-0.2039	0.0000	71.661	70.459	0.0462	100.00	0.6	4.339
06/02/15 22:50:00.0	60.346	87.500	-0.1988	0.0000	71.577	70.372	0.0462	100.00	0.6	4.321
