Date Time	Solar Radiation (W/m²)  #10200133	Wetness (%)  #10205911	Temp (°F)  #10213634	RH (%)  #10213634	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10222874	Voltage (V)  #10348610	Current (mA)  #10348610	Batt (V) c:5
05/22/15 18:45:00.0	8.1	2.35	60.474	74.400	62.362	62.319	0.2800	-0.2039	0.0000	4.315
05/22/15 18:50:00.0	5.6	2.35	60.346	75.100	62.319	62.319	0.2800	-0.2039	0.0000	4.309
05/22/15 18:55:00.0	4.4	2.35	60.217	75.800	62.319	62.276	0.2800	-0.2039	0.0000	4.303
05/22/15 19:00:00.0	3.1	2.35	60.003	77.000	62.319	62.233	0.2800	-0.2039	0.0000	4.303
05/22/15 19:05:00.0	3.1	2.94	59.959	77.500	62.276	62.233	0.2800	-0.1988	0.0000	4.297
05/22/15 19:10:00.0	3.1	2.35	60.003	77.000	62.276	62.191	0.2800	-0.2039	0.0000	4.297
05/22/15 19:15:00.0	1.9	2.94	60.003	77.400	62.276	62.191	0.2800	-0.2039	0.0000	4.297
05/22/15 19:20:00.0	1.9	2.94	59.916	77.800	62.233	62.191	0.2800	-0.2039	0.0000	4.297
05/22/15 19:25:00.0	0.6	2.94	59.959	77.900	62.233	62.148	0.2800	-0.2039	0.0000	4.291
05/22/15 19:30:00.0	0.6	2.94	59.959	78.200	62.233	62.105	0.2800	-0.2039	0.0000	4.291
05/22/15 19:35:00.0	0.6	2.94	59.830	78.600	62.191	62.105	0.2796	-0.2039	0.0000	4.291
05/22/15 19:40:00.0	0.6	2.94	59.873	78.800	62.191	62.062	0.2800	-0.2039	0.0000	4.291
05/22/15 19:45:00.0	0.6	2.94	59.830	79.100	62.148	62.062	0.2800	-0.2039	0.0000	4.291
05/22/15 19:50:00.0	0.6	2.94	59.788	79.400	62.148	62.019	0.2796	-0.2039	0.0000	4.291
05/22/15 19:55:00.0	0.6	2.94	59.659	79.300	62.148	62.019	0.2800	-0.2039	0.0000	4.291
05/22/15 20:00:00.0	0.6	2.94	59.572	79.200	62.105	61.977	0.2800	-0.2039	0.0000	4.291
05/22/15 20:05:00.0	0.6	2.94	59.572	79.000	62.105	61.977	0.2800	-0.2039	0.0000	4.285
05/22/15 20:10:00.0	0.6	2.94	59.529	78.400	62.105	61.934	0.2800	-0.2039	0.0000	4.285
05/22/15 20:15:00.0	0.6	2.94	59.529	78.300	62.062	61.934	0.2800	-0.2039	0.0000	4.285
05/22/15 20:20:00.0	0.6	2.94	59.572	77.900	62.062	61.934	0.2800	-0.2039	0.0000	4.285
05/22/15 20:25:00.0	0.6	2.94	59.572	77.600	62.062	61.891	0.2800	-0.2039	0.0000	4.285
05/22/15 20:30:00.0	0.6	2.94	59.616	77.600	62.019	61.891	0.2800	-0.2039	0.0000	4.285
05/22/15 20:35:00.0	0.6	2.94	59.659	77.600	62.019	61.848	0.2800	-0.2039	0.0000	4.285
05/22/15 20:40:00.0	0.6	2.94	59.572	77.600	62.019	61.848	0.2800	-0.2039	0.0000	4.285
05/22/15 20:45:00.0	0.6	2.94	59.529	77.700	61.977	61.848	0.2800	-0.2039	0.0000	4.285
05/22/15 20:50:00.0	0.6	2.94	59.529	77.600	61.977	61.804	0.2800	-0.2039	0.0000	4.285
05/22/15 20:55:00.0	0.6	2.94	59.358	77.300	61.977	61.804	0.2803	-0.2039	0.0000	4.279
05/22/15 21:00:00.0	0.6	2.35	59.272	76.800	61.934	61.761	0.2800	-0.2039	0.0000	4.279
05/22/15 21:05:00.0	0.6	2.35	59.272	76.900	61.934	61.761	0.2800	-0.2039	0.0000	4.279
05/22/15 21:10:00.0	0.6	2.35	59.229	76.900	61.891	61.761	0.2800	-0.2039	0.0000	4.279
05/22/15 21:15:00.0	0.6	2.35	59.272	77.200	61.891	61.720	0.2800	-0.2039	0.0000	4.279
05/22/15 21:20:00.0	0.6	2.35	59.272	77.300	61.891	61.677	0.2800	-0.2039	0.0000	4.279
05/22/15 21:25:00.0	0.6	2.35	59.358	77.400	61.891	61.677	0.2800	-0.2039	0.0000	4.273
05/22/15 21:30:00.0	0.6	2.35	59.401	77.400	61.848	61.677	0.2800	-0.2039	0.0000	4.273
05/22/15 21:35:00.0	0.6	2.35	59.401	77.000	61.848	61.677	0.2800	-0.2039	0.0000	4.273
05/22/15 21:40:00.0	0.6	2.35	59.401	76.900	61.848	61.633	0.2800	-0.2039	0.0000	4.273
05/22/15 21:45:00.0	0.6	2.35	59.445	76.900	61.804	61.633	0.2800	-0.2039	0.0000	4.273
05/22/15 21:50:00.0	0.6	2.35	59.401	76.900	61.804	61.590	0.2800	-0.2039	0.0000	4.273
05/22/15 21:55:00.0	0.6	2.35	59.401	76.900	61.804	61.590	0.2803	-0.2039	0.0000	4.273
05/22/15 22:00:00.0	0.6	2.35	59.358	76.900	61.761	61.590	0.2800	-0.2039	0.0000	4.273
05/22/15 22:05:00.0	0.6	2.35	59.315	77.100	61.761	61.547	0.2800	-0.2039	0.0000	4.273
05/22/15 22:10:00.0	0.6	2.35	59.229	77.300	61.761	61.547	0.2800	-0.2039	0.0000	4.273
05/22/15 22:15:00.0	0.6	2.94	59.099	77.500	61.720	61.547	0.2803	-0.2039	0.0000	4.267
05/22/15 22:20:00.0	0.6	2.94	59.056	77.700	61.720	61.506	0.2800	-0.2039	0.0000	4.273
05/22/15 22:25:00.0	0.6	2.94	59.056	78.000	61.720	61.506	0.2800	-0.2039	0.0000	4.267
05/22/15 22:30:00.0	0.6	2.94	59.056	78.200	61.720	61.506	0.2800	-0.2039	0.0000	4.267
05/22/15 22:35:00.0	0.6	2.94	58.885	78.300	61.677	61.506	0.2800	-0.2039	0.0000	4.267
05/22/15 22:40:00.0	0.6	2.94	58.928	78.400	61.677	61.506	0.2800	-0.2039	0.0000	4.267
05/22/15 22:45:00.0	0.6	2.94	58.928	78.500	61.677	61.462	0.2800	-0.2039	0.0000	4.267
05/22/15 22:50:00.0	0.6	2.94	58.928	78.300	61.633	61.462	0.2803	-0.2039	0.0000	4.267
05/22/15 22:55:00.0	0.6	2.94	58.971	78.300	61.633	61.419	0.2800	-0.2039	0.0000	4.267
05/22/15 23:00:00.0	0.6	2.94	58.755	78.500	61.633	61.419	0.2803	-0.2039	0.0000	4.267
05/22/15 23:05:00.0	0.6	2.94	58.626	78.700	61.633	61.419	0.2803	-0.2039	0.0000	4.267
05/22/15 23:10:00.0	0.6	2.94	58.582	78.900	61.590	61.376	0.2803	-0.2039	0.0000	4.267
05/22/15 23:15:00.0	0.6	2.94	58.541	79.100	61.590	61.376	0.2800	-0.2039	0.0000	4.267
05/22/15 23:20:00.0	0.6	2.94	58.541	79.300	61.590	61.376	0.2800	-0.2039	0.0000	4.267
05/22/15 23:25:00.0	0.6	2.94	58.582	79.500	61.590	61.333	0.2803	-0.2039	0.0000	4.267
05/22/15 23:30:00.0	0.6	2.94	58.669	79.500	61.547	61.333	0.2800	-0.2039	0.0000	4.267
05/22/15 23:35:00.0	0.6	2.94	58.669	79.500	61.547	61.333	0.2803	-0.2039	0.0000	4.267
05/22/15 23:40:00.0	0.6	2.94	58.669	79.600	61.547	61.333	0.2800	-0.2039	0.0000	4.267
05/22/15 23:45:00.0	0.6	3.53	58.755	79.900	61.547	61.290	0.2800	-0.2039	0.0000	4.267
05/22/15 23:50:00.0	0.6	2.94	58.669	80.200	61.506	61.290	0.2803	-0.2039	0.0000	4.267
05/22/15 23:55:00.0	0.6	2.94	58.626	80.100	61.506	61.290	0.2800	-0.2039	0.0000	4.267
05/23/15 00:00:00.0	0.6	2.94	58.626	80.100	61.506	61.248	0.2800	-0.2039	0.0000	4.267
05/23/15 00:05:00.0	0.6	2.94	58.626	80.200	61.462	61.248	0.2803	-0.2039	0.0000	4.267
05/23/15 00:10:00.0	0.6	2.94	58.541	80.200	61.462	61.248	0.2803	-0.2039	0.0000	4.267
05/23/15 00:15:00.0	0.6	2.94	58.582	80.300	61.462	61.248	0.2800	-0.2039	0.0000	4.267
05/23/15 00:20:00.0	0.6	2.94	58.582	80.200	61.462	61.248	0.2803	-0.2039	0.0000	4.267
05/23/15 00:25:00.0	0.6	2.94	58.582	80.200	61.462	61.205	0.2803	-0.2039	0.0000	4.267
05/23/15 00:30:00.0	0.6	2.94	58.455	80.100	61.419	61.205	0.2803	-0.2039	0.0000	4.267
05/23/15 00:35:00.0	0.6	3.53	58.455	80.300	61.419	61.205	0.2803	-0.2039	0.0000	4.267
05/23/15 00:40:00.0	0.6	3.53	58.498	80.600	61.419	61.162	0.2803	-0.2039	0.0000	4.267
05/23/15 00:45:00.0	0.6	3.53	58.541	81.000	61.376	61.162	0.2803	-0.2039	0.0000	4.261
05/23/15 00:50:00.0	0.6	3.53	58.498	80.900	61.376	61.162	0.2803	-0.2039	0.0000	4.261
05/23/15 00:55:00.0	0.6	3.53	58.455	81.000	61.376	61.162	0.2803	-0.2039	0.0000	4.261
05/23/15 01:00:00.0	0.6	3.53	58.325	81.100	61.376	61.162	0.2803	-0.2039	0.0000	4.261
05/23/15 01:05:00.0	0.6	3.53	58.023	81.300	61.376	61.119	0.2800	-0.2039	0.0000	4.261
05/23/15 01:10:00.0	0.6	4.12	57.979	81.500	61.333	61.119	0.2803	-0.2039	0.0000	4.261
05/23/15 01:15:00.0	0.6	4.12	57.807	81.900	61.333	61.119	0.2803	-0.2039	0.0000	4.261
05/23/15 01:20:00.0	0.6	4.71	57.722	82.200	61.333	61.119	0.2803	-0.2039	0.0000	4.261
05/23/15 01:25:00.0	0.6	4.71	57.463	82.400	61.333	61.075	0.2800	-0.2039	0.0000	4.261
05/23/15 01:30:00.0	0.6	5.29	57.117	82.700	61.290	61.075	0.2803	-0.2039	0.0000	4.255
05/23/15 01:35:00.0	0.6	5.88	56.815	83.100	61.290	61.075	0.2803	-0.2039	0.0000	4.255
05/23/15 01:40:00.0	0.6	6.47	56.426	83.500	61.290	61.075	0.2803	-0.2039	0.0000	4.255
05/23/15 01:45:00.0	0.6	7.06	56.122	83.900	61.290	61.032	0.2803	-0.2039	0.0000	4.255
05/23/15 01:50:00.0	0.6	8.24	55.906	84.200	61.248	61.032	0.2803	-0.2039	0.0000	4.255
05/23/15 01:55:00.0	0.6	9.41	55.602	84.400	61.248	61.032	0.2803	-0.2039	0.0000	4.255
05/23/15 02:00:00.0	0.6	10.59	55.342	85.000	61.248	60.991	0.2803	-0.2039	0.0000	4.255
05/23/15 02:05:00.0	0.6	10.00	55.125	85.200	61.248	60.991	0.2803	-0.2039	0.0000	4.255
05/23/15 02:10:00.0	0.6	11.18	55.038	85.600	61.205	60.991	0.2803	-0.2039	0.0000	4.255
05/23/15 02:15:00.0	0.6	12.94	54.909	85.900	61.205	60.948	0.2803	-0.2039	0.0000	4.255
05/23/15 02:20:00.0	0.6	12.35	54.865	86.300	61.205	60.904	0.2803	-0.2039	0.0000	4.255
05/23/15 02:25:00.0	0.6	11.18	54.995	86.600	61.162	60.904	0.2803	-0.2039	0.0000	4.255
05/23/15 02:30:00.0	0.6	10.59	55.168	86.700	61.162	60.904	0.2803	-0.2039	0.0000	4.255
05/23/15 02:35:00.0	0.6	10.59	55.256	86.800	61.162	60.861	0.2803	-0.2039	0.0000	4.255
05/23/15 02:40:00.0	0.6	10.59	55.342	87.000	61.119	60.861	0.2803	-0.2039	0.0000	4.285
05/23/15 02:45:00.0	0.6	10.00	55.515	87.100	61.119	60.818	0.2803	-0.2039	0.0000	4.279
05/23/15 02:50:00.0	0.6	10.59	55.558	87.100	61.119	60.818	0.2803	-0.2039	0.0000	4.267
05/23/15 02:55:00.0	0.6	12.35	55.647	87.100	61.075	60.775	0.2803	-0.2039	0.0000	4.267
05/23/15 03:00:00.0	0.6	11.18	55.602	87.200	61.075	60.733	0.2806	-0.2039	0.0000	4.279
05/23/15 03:05:00.0	0.6	10.59	55.647	87.200	61.032	60.733	0.2803	-0.2039	0.0000	4.249
05/23/15 03:10:00.0	0.6	11.76	55.602	87.100	61.032	60.733	0.2803	-0.2039	0.0000	4.249
05/23/15 03:15:00.0	0.6	12.94	55.515	87.000	61.032	60.733	0.2803	-0.2039	0.0000	4.249
05/23/15 03:20:00.0	0.6	12.94	55.515	87.200	60.991	60.690	0.2803	-0.2039	0.0000	4.249
05/23/15 03:25:00.0	0.6	11.76	55.472	87.300	60.991	60.690	0.2806	-0.2039	0.0000	4.249
05/23/15 03:30:00.0	0.6	11.18	55.558	87.400	60.991	60.647	0.2806	-0.2039	0.0000	4.249
05/23/15 03:35:00.0	0.6	13.53	55.776	87.500	60.948	60.647	0.2806	-0.2039	0.0000	4.249
05/23/15 03:40:00.0	0.6	13.53	55.819	87.600	60.948	60.647	0.2803	-0.2039	0.0000	4.249
05/23/15 03:45:00.0	0.6	12.35	55.906	87.700	60.948	60.604	0.2806	-0.2039	0.0000	4.249
05/23/15 03:50:00.0	0.6	12.35	55.906	87.600	60.904	60.604	0.2806	-0.2039	0.0000	4.249
05/23/15 03:55:00.0	0.6	14.12	55.819	87.500	60.904	60.561	0.2803	-0.2039	0.0000	4.249
05/23/15 04:00:00.0	0.6	14.71	55.429	87.300	60.904	60.561	0.2806	-0.2039	0.0000	4.249
05/23/15 04:05:00.0	0.6	16.47	55.038	87.600	60.904	60.561	0.2803	-0.2039	0.0000	4.249
05/23/15 04:10:00.0	0.6	18.82	54.820	87.800	60.861	60.561	0.2803	-0.2039	0.0000	4.249
05/23/15 04:15:00.0	0.6	22.94	54.648	88.100	60.861	60.517	0.2806	-0.2039	0.0000	4.249
05/23/15 04:20:00.0	0.6	28.82	54.516	88.400	60.861	60.517	0.2806	-0.2039	0.0000	4.249
05/23/15 04:25:00.0	0.6	30.59	54.300	88.600	60.818	60.517	0.2806	-0.2039	0.0000	4.249
05/23/15 04:30:00.0	0.6	34.71	54.126	88.800	60.818	60.474	0.2806	-0.2039	0.0000	4.249
05/23/15 04:35:00.0	0.6	37.06	53.908	89.100	60.818	60.474	0.2806	-0.2039	0.0000	4.249
05/23/15 04:40:00.0	0.6	42.94	53.820	89.400	60.775	60.474	0.2803	-0.2039	0.0000	4.249
05/23/15 04:45:00.0	0.6	48.24	53.776	89.600	60.775	60.474	0.2806	-0.2039	0.0000	4.249
05/23/15 04:50:00.0	0.6	48.24	53.602	89.800	60.775	60.433	0.2803	-0.2039	0.0000	4.249
05/23/15 04:55:00.0	0.6	54.71	53.602	90.000	60.775	60.390	0.2806	-0.2039	0.0000	4.249
05/23/15 05:00:00.0	0.6	56.47	53.559	90.200	60.733	60.390	0.2803	-0.2039	0.0000	4.249
05/23/15 05:05:00.0	0.6	55.88	53.645	90.300	60.733	60.390	0.2803	-0.2039	0.0000	4.249
05/23/15 05:10:00.0	0.6	49.41	53.776	90.600	60.690	60.346	0.2806	-0.2039	0.0000	4.249
05/23/15 05:15:00.0	0.6	52.94	53.951	90.600	60.690	60.303	0.2806	-0.2039	0.0000	4.249
05/23/15 05:20:00.0	0.6	54.12	54.037	90.600	60.690	60.303	0.2806	-0.2039	0.0000	4.249
05/23/15 05:25:00.0	0.6	62.35	54.037	90.600	60.647	60.303	0.2806	-0.2039	0.0000	4.249
05/23/15 05:30:00.0	0.6	61.18	53.865	90.700	60.647	60.260	0.2806	-0.2039	0.0000	4.249
05/23/15 05:35:00.0	0.6	64.71	53.733	90.800	60.647	60.217	0.2803	-0.2039	0.0000	4.249
05/23/15 05:40:00.0	0.6	66.47	53.645	90.900	60.604	60.217	0.2806	-0.2039	0.0000	4.249
05/23/15 05:45:00.0	0.6	65.88	53.559	91.000	60.604	60.217	0.2806	-0.2039	0.0000	4.249
05/23/15 05:50:00.0	0.6	67.65	53.515	91.000	60.561	60.174	0.2806	-0.2039	0.0000	4.249
05/23/15 05:55:00.0	0.6	66.47	53.427	91.100	60.561	60.174	0.2806	-0.2039	0.0000	4.249
05/23/15 06:00:00.0	0.6	68.82	53.341	91.300	60.561	60.132	0.2806	-0.2039	0.0000	4.249
05/23/15 06:05:00.0	1.9	68.82	53.427	91.500	60.517	60.132	0.2806	-0.2039	0.0000	4.249
05/23/15 06:10:00.0	1.9	76.47	53.384	91.500	60.517	60.132	0.2806	-0.2039	0.0000	4.249
05/23/15 06:15:00.0	3.1	81.76	53.298	91.600	60.517	60.089	0.2806	-0.2039	0.0000	4.249
05/23/15 06:20:00.0	4.4	85.29	53.384	91.700	60.517	60.089	0.2806	-0.2039	0.0000	4.249
05/23/15 06:25:00.0	4.4	80.00	53.515	91.900	60.474	60.046	0.2806	-0.2039	0.0000	4.249
05/23/15 06:30:00.0	5.6	74.12	53.472	92.000	60.474	60.046	0.2806	-0.2039	0.0000	4.249
05/23/15 06:35:00.0	9.4	68.82	53.602	92.200	60.433	60.046	0.2803	-0.2039	0.0000	4.267
05/23/15 06:40:00.0	10.6	62.94	53.908	92.200	60.433	60.003	0.2806	-0.2039	0.0000	4.267
05/23/15 06:45:00.0	9.4	58.24	54.126	92.200	60.433	60.003	0.2806	-0.2039	0.0000	4.273
05/23/15 06:50:00.0	13.1	41.76	54.473	92.300	60.390	59.959	0.2806	-0.2039	0.0000	4.297
05/23/15 06:55:00.0	9.4	45.29	54.909	92.300	60.390	59.959	0.2806	-0.2039	0.0000	4.291
05/23/15 07:00:00.0	9.4	41.76	55.213	92.100	60.390	59.959	0.2806	-0.2039	0.0000	4.291
05/23/15 07:05:00.0	15.6	32.35	55.429	92.100	60.390	59.916	0.2806	-0.2039	0.0000	4.315
05/23/15 07:10:00.0	19.4	20.00	55.647	91.900	60.346	59.916	0.2806	-0.2039	0.0000	4.333
05/23/15 07:15:00.0	21.9	15.29	55.647	91.500	60.346	59.916	0.2806	-0.2039	0.0000	4.351
05/23/15 07:20:00.0	18.1	15.88	55.906	91.100	60.346	59.873	0.2806	-0.2039	0.0000	4.339
05/23/15 07:25:00.0	41.9	8.82	56.208	90.800	60.303	59.873	0.2806	-0.2039	0.0000	4.321
05/23/15 07:30:00.0	70.6	5.88	56.944	89.800	60.303	59.873	0.2803	-0.2039	0.0000	4.309
05/23/15 07:35:00.0	221.9	3.53	57.636	88.400	60.303	59.873	0.2806	-0.2039	0.0000	4.369
05/23/15 07:40:00.0	250.6	2.94	58.798	86.600	60.260	59.873	0.2806	-0.2039	0.0000	4.514
05/23/15 07:45:00.0	255.6	2.94	59.659	84.600	60.260	59.873	0.2806	-0.2039	0.0000	4.333
05/23/15 07:50:00.0	281.9	2.94	60.046	81.800	60.260	59.873	0.2803	-0.2039	0.0000	4.321
05/23/15 07:55:00.0	303.1	2.94	60.561	80.700	60.260	59.873	0.2806	-0.2039	0.0000	4.315
05/23/15 08:00:00.0	326.9	2.94	61.462	79.400	60.260	59.873	0.2806	-0.2039	0.0000	4.502
05/23/15 08:05:00.0	336.9	2.94	61.804	78.700	60.260	59.873	0.2806	-0.2039	0.0000	4.333
05/23/15 08:10:00.0	360.6	2.94	61.462	76.700	60.260	59.873	0.2806	-0.2039	0.0000	4.321
05/23/15 08:15:00.0	381.9	2.94	62.062	77.500	60.260	59.916	0.2806	-0.2039	0.0000	4.303
05/23/15 08:20:00.0	403.1	2.94	63.219	76.000	60.260	59.916	0.2806	-0.2039	0.0000	4.297
05/23/15 08:25:00.0	115.6	2.35	63.390	74.500	60.260	59.916	0.2806	-0.2039	0.0000	4.327
05/23/15 08:30:00.0	430.6	2.94	64.204	73.200	60.260	59.959	0.2806	-0.2039	0.0000	4.339
05/23/15 08:35:00.0	105.6	2.94	64.674	71.800	60.260	59.959	0.2806	-0.2039	0.0000	4.321
05/23/15 08:40:00.0	115.6	2.94	63.990	71.800	60.260	60.003	0.2806	-0.2039	0.0000	4.321
05/23/15 08:45:00.0	49.4	2.35	62.148	73.400	60.260	60.003	0.2806	-0.2039	0.0000	4.309
05/23/15 08:50:00.0	45.6	1.76	61.248	75.200	60.260	60.046	0.2806	-0.2039	0.0000	4.333
05/23/15 08:55:00.0	50.6	2.35	60.904	76.300	60.303	60.132	0.2806	-0.2039	0.0000	4.321
05/23/15 09:00:00.0	61.9	2.35	60.733	76.800	60.303	60.174	0.2806	-0.2039	0.0000	4.315
05/23/15 09:05:00.0	49.4	1.76	60.647	76.000	60.346	60.217	0.2806	-0.2039	0.0000	4.303
05/23/15 09:10:00.0	35.6	2.35	60.346	76.500	60.346	60.260	0.2806	-0.2039	0.0000	4.333
05/23/15 09:15:00.0	49.4	2.35	61.462	76.600	60.390	60.346	0.2806	-0.2039	0.0000	4.339
05/23/15 09:20:00.0	59.4	2.35	61.290	75.300	60.433	60.390	0.2806	-0.2039	0.0000	4.321
05/23/15 09:25:00.0	60.6	2.35	61.547	75.400	60.474	60.390	0.2803	-0.2039	0.0000	4.321
05/23/15 09:30:00.0	48.1	2.35	61.590	74.900	60.474	60.474	0.2806	-0.2039	0.0000	4.309
05/23/15 09:35:00.0	55.6	2.35	61.205	75.200	60.517	60.474	0.2806	-0.2039	0.0000	4.339
05/23/15 09:40:00.0	39.4	2.35	61.333	75.300	60.517	60.517	0.2803	-0.2039	0.0000	4.321
05/23/15 09:45:00.0	100.6	2.35	62.019	74.800	60.561	60.561	0.2806	-0.2039	0.0000	4.315
05/23/15 09:50:00.0	76.9	2.35	63.005	72.500	60.604	60.604	0.2806	-0.2039	0.0000	4.303
05/23/15 09:55:00.0	53.1	2.35	63.133	72.000	60.604	60.604	0.2806	-0.2039	0.0000	4.339
05/23/15 10:00:00.0	64.4	2.35	62.834	72.800	60.647	60.647	0.2806	-0.2039	0.0000	4.321
05/23/15 10:05:00.0	74.4	1.76	62.748	72.400	60.647	60.690	0.2806	-0.2039	0.0000	4.315
05/23/15 10:10:00.0	449.4	2.35	62.919	72.600	60.690	60.690	0.2806	-0.2039	0.0000	4.303
05/23/15 10:15:00.0	61.9	2.35	63.648	70.700	60.690	60.733	0.2806	-0.2039	0.0000	4.339
05/23/15 10:20:00.0	60.6	2.35	63.433	71.600	60.733	60.775	0.2806	-0.2039	0.0000	4.339
05/23/15 10:25:00.0	56.9	2.35	63.133	71.400	60.775	60.818	0.2806	-0.2039	0.0000	4.321
05/23/15 10:30:00.0	73.1	2.35	63.903	70.900	60.775	60.861	0.2806	-0.2039	0.0000	4.315
05/23/15 10:35:00.0	108.1	2.35	65.188	69.600	60.818	60.904	0.2803	-0.2039	0.0000	4.303
05/23/15 10:40:00.0	89.4	2.35	66.043	65.500	60.861	60.948	0.2806	-0.2039	0.0000	4.339
05/23/15 10:45:00.0	60.6	2.35	65.359	66.400	60.904	60.991	0.2806	-0.2039	0.0000	4.321
05/23/15 10:50:00.0	69.4	2.35	64.845	66.900	60.904	61.075	0.2806	-0.2039	0.0000	4.315
05/23/15 10:55:00.0	89.4	2.35	64.459	67.100	60.948	61.119	0.2806	-0.2039	0.0000	4.303
05/23/15 11:00:00.0	91.9	2.35	64.503	67.700	60.991	61.162	0.2806	-0.2039	0.0000	4.351
05/23/15 11:05:00.0	91.9	2.35	64.888	65.900	61.032	61.248	0.2806	-0.2039	0.0000	4.321
05/23/15 11:10:00.0	156.9	2.35	65.316	66.500	61.075	61.290	0.2806	-0.1988	0.0000	4.315
05/23/15 11:15:00.0	105.6	2.35	66.558	62.600	61.119	61.333	0.2806	-0.2039	0.0000	4.303
05/23/15 11:20:00.0	85.6	2.35	66.173	64.300	61.162	61.419	0.2803	-0.2039	0.0000	4.442
05/23/15 11:25:00.0	71.9	1.76	65.788	62.800	61.205	61.462	0.2803	-0.2039	0.0000	4.442
05/23/15 11:30:00.0	70.6	1.76	65.316	64.000	61.248	61.506	0.2806	-0.2039	0.0000	4.333
05/23/15 11:35:00.0	86.9	2.35	65.829	63.800	61.290	61.590	0.2803	-0.2039	0.0000	4.321
05/23/15 11:40:00.0	128.1	2.35	66.472	62.300	61.333	61.633	0.2803	-0.2039	0.0000	4.327
05/23/15 11:45:00.0	79.4	2.35	66.985	62.000	61.376	61.677	0.2803	-0.2039	0.0000	4.321
05/23/15 11:50:00.0	66.9	2.35	66.043	65.100	61.419	61.720	0.2803	-0.2039	0.0000	4.321
05/23/15 11:55:00.0	84.4	2.35	64.803	67.100	61.462	61.761	0.2803	-0.1988	0.0000	4.363
05/23/15 12:00:00.0	115.6	2.35	64.674	67.400	61.462	61.848	0.2803	-0.2039	0.0000	4.327
05/23/15 12:05:00.0	154.4	2.35	65.658	66.400	61.547	61.891	0.2803	-0.2039	0.0000	4.321
05/23/15 12:10:00.0	104.4	2.35	66.643	64.500	61.547	61.934	0.2803	-0.2039	0.0000	4.309
05/23/15 12:15:00.0	149.4	2.35	67.885	63.700	61.633	61.977	0.2803	-0.2039	0.0000	4.514
05/23/15 12:20:00.0	95.6	2.35	67.757	63.100	61.633	62.019	0.2803	-0.1988	0.0000	4.327
