"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374971, SEN S/N: 10205904)","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2014-07-18 15:10:00,5.29,25.6,22.130,21.628,0.1532,-0.1988,0.0000,25.744,57.200,16.7,4.345
2,2014-07-18 15:15:00,5.29,23.1,22.178,21.676,0.1527,-0.1988,0.0000,25.817,56.700,16.6,4.321
3,2014-07-18 15:20:00,4.71,24.4,22.202,21.700,0.1527,-0.1988,0.0000,25.939,56.600,16.7,4.339
4,2014-07-18 15:25:00,5.88,24.4,22.202,21.748,0.1527,-0.1988,0.0000,25.817,56.500,16.5,4.339
5,2014-07-18 15:30:00,5.29,24.4,22.202,21.772,0.1527,-0.1988,0.0000,25.890,56.500,16.6,4.327
6,2014-07-18 15:35:00,4.71,29.4,22.226,21.795,0.1527,-0.1988,0.0000,26.231,56.400,16.9,4.321
7,2014-07-18 15:40:00,5.29,25.6,22.226,21.819,0.1527,-0.1988,0.0000,25.987,56.100,16.6,4.321
8,2014-07-18 15:45:00,4.71,24.4,22.226,21.843,0.1527,-0.1988,0.0000,26.109,56.100,16.7,4.321
9,2014-07-18 15:50:00,5.88,26.9,22.274,21.843,0.1527,-0.1988,0.0000,25.768,57.100,16.7,4.327
10,2014-07-18 15:55:00,5.29,24.4,22.321,21.867,0.1527,-0.1988,0.0000,25.939,56.600,16.7,4.321
11,2014-07-18 16:00:00,7.06,25.6,22.369,21.891,0.1527,-0.1988,0.0000,25.525,57.900,16.6,4.327
12,2014-07-18 16:05:00,7.65,28.1,22.369,21.939,0.1523,-0.1988,0.0000,25.186,59.100,16.7,4.321
13,2014-07-18 16:10:00,7.06,26.9,22.393,21.939,0.1527,-0.1988,0.0000,25.501,58.700,16.8,4.339
14,2014-07-18 16:15:00,7.06,23.1,22.417,21.963,0.1527,-0.1988,0.0000,25.477,57.800,16.6,4.321
15,2014-07-18 16:20:00,6.47,23.1,22.417,21.987,0.1527,-0.1988,0.0000,25.428,58.200,16.6,4.321
16,2014-07-18 16:25:00,8.24,24.4,22.441,22.011,0.1527,-0.1988,0.0000,24.968,59.100,16.4,4.321
17,2014-07-18 16:30:00,7.65,23.1,22.465,22.034,0.1527,-0.1937,0.0000,24.968,59.000,16.4,4.333
18,2014-07-18 16:35:00,5.88,28.1,22.561,22.058,0.1527,-0.1988,0.0000,25.137,58.300,16.4,4.321
19,2014-07-18 16:40:00,6.47,24.4,22.705,22.082,0.1527,-0.1988,0.0000,25.186,57.700,16.3,4.321
20,2014-07-18 16:45:00,5.88,28.1,22.848,22.130,0.1527,-0.1988,0.0000,25.234,58.200,16.5,4.321
21,2014-07-18 16:50:00,6.47,26.9,23.040,22.178,0.1527,-0.1988,0.0000,24.992,58.900,16.4,4.321
22,2014-07-18 16:55:00,5.88,25.6,23.160,22.274,0.1527,-0.1988,0.0000,24.823,59.400,16.4,4.333
23,2014-07-18 17:00:00,5.88,26.9,23.256,22.345,0.1532,-0.1988,0.0000,25.234,58.600,16.6,4.321
24,2014-07-18 17:05:00,5.88,29.4,23.376,22.417,0.1532,-0.1988,0.0000,25.137,58.700,16.5,4.321
25,2014-07-18 17:10:00,6.47,26.9,23.569,22.489,0.1532,-0.1988,0.0000,25.162,58.600,16.5,4.321
26,2014-07-18 17:15:00,7.65,29.4,23.689,22.561,0.1532,-0.1988,0.0000,24.653,59.200,16.2,4.333
27,2014-07-18 17:20:00,6.47,26.9,23.761,22.657,0.1532,-0.1988,0.0000,24.968,58.900,16.4,4.333
28,2014-07-18 17:25:00,5.29,24.4,23.809,22.729,0.1538,-0.1988,0.0000,25.817,57.600,16.8,4.321
29,2014-07-18 17:30:00,5.88,23.1,23.857,22.800,0.1538,-0.1988,0.0000,25.477,57.100,16.4,4.321
30,2014-07-18 17:35:00,5.29,26.9,23.881,22.848,0.1538,-0.1988,0.0000,25.040,57.300,16.0,4.321
31,2014-07-18 17:40:00,4.12,30.6,23.881,22.920,0.1538,-0.1988,0.0000,24.968,57.800,16.1,4.345
32,2014-07-18 17:45:00,3.53,110.6,23.857,22.968,0.1538,-0.1988,0.0000,24.968,57.300,16.0,4.327
33,2014-07-18 17:50:00,4.71,33.1,23.809,22.992,0.1538,-0.1988,0.0000,24.653,57.000,15.6,4.321
34,2014-07-18 17:55:00,4.12,29.4,23.761,23.016,0.1538,-0.1988,0.0000,24.460,56.900,15.4,4.321
35,2014-07-18 18:00:00,5.88,20.6,23.689,23.016,0.1538,-0.1988,0.0000,24.219,57.400,15.3,4.321
36,2014-07-18 18:05:00,7.65,8.1,23.617,23.016,0.1538,-0.1988,0.0000,23.857,58.600,15.3,4.321
37,2014-07-18 18:10:00,8.82,14.4,23.521,23.016,0.1538,-0.1988,0.0000,23.593,59.400,15.2,4.333
38,2014-07-18 18:15:00,7.65,26.9,23.448,22.992,0.1538,-0.1988,0.0000,23.665,59.000,15.2,4.327
39,2014-07-18 18:20:00,8.24,26.9,23.352,22.968,0.1538,-0.1988,0.0000,23.545,59.200,15.1,4.321
40,2014-07-18 18:25:00,9.41,6.9,23.280,22.944,0.1538,-0.1988,0.0000,23.424,59.500,15.1,4.321
41,2014-07-18 18:30:00,10.59,10.6,23.184,22.920,0.1538,-0.1988,0.0000,23.208,60.300,15.1,4.321
42,2014-07-18 18:35:00,13.53,9.4,23.112,22.896,0.1538,-0.1988,0.0000,22.872,61.500,15.1,4.333
43,2014-07-18 18:40:00,12.35,8.1,23.016,22.848,0.1538,-0.1988,0.0000,22.944,61.900,15.3,4.333
44,2014-07-18 18:45:00,15.88,10.6,22.944,22.800,0.1532,-0.1988,0.0000,22.705,62.100,15.1,4.321
45,2014-07-18 18:50:00,16.47,14.4,22.872,22.776,0.1532,-0.1988,0.0000,22.609,63.500,15.4,4.321
46,2014-07-18 18:55:00,18.82,16.9,22.800,22.729,0.1538,-0.1988,0.0000,22.537,63.900,15.4,4.321
47,2014-07-18 19:00:00,21.18,11.9,22.729,22.681,0.1532,-0.1988,0.0000,22.489,64.200,15.4,4.321
48,2014-07-18 19:05:00,29.41,8.1,22.657,22.657,0.1532,-0.1988,0.0000,22.082,65.800,15.4,4.321
49,2014-07-18 19:10:00,35.29,5.6,22.609,22.609,0.1532,-0.1988,0.0000,21.963,67.000,15.6,4.321
50,2014-07-18 19:15:00,40.00,3.1,22.537,22.561,0.1532,-0.1988,0.0000,21.772,68.000,15.6,4.321
51,2014-07-18 19:20:00,47.06,9.4,22.489,22.537,0.1532,-0.1988,0.0000,21.652,68.800,15.7,4.321
52,2014-07-18 19:25:00,50.00,5.6,22.441,22.489,0.1532,-0.1988,0.0000,21.485,69.100,15.6,4.321
53,2014-07-18 19:30:00,54.12,5.6,22.369,22.465,0.1532,-0.1988,0.0000,21.342,69.900,15.6,4.315
54,2014-07-18 19:35:00,48.82,3.1,22.321,22.417,0.1532,-0.1988,0.0000,21.437,69.600,15.7,4.315
55,2014-07-18 19:40:00,58.82,3.1,22.274,22.369,0.1532,-0.1988,0.0000,21.223,70.400,15.6,4.315
56,2014-07-18 19:45:00,65.88,3.1,22.202,22.345,0.1532,-0.1988,0.0000,21.032,71.500,15.7,4.315
57,2014-07-18 19:50:00,67.06,0.6,22.154,22.298,0.1532,-0.1988,0.0000,20.960,71.800,15.7,4.309
58,2014-07-18 19:55:00,67.65,0.6,22.106,22.274,0.1527,-0.1988,0.0000,20.984,71.700,15.7,4.309
59,2014-07-18 20:00:00,67.65,0.6,22.058,22.226,0.1532,-0.1988,0.0000,20.960,71.500,15.6,4.309
60,2014-07-18 20:05:00,71.76,0.6,22.011,22.202,0.1532,-0.1988,0.0000,20.746,72.300,15.6,4.309
61,2014-07-18 20:10:00,77.06,0.6,21.939,22.154,0.1527,-0.1988,0.0000,20.603,73.100,15.6,4.309
62,2014-07-18 20:15:00,75.29,0.6,21.891,22.130,0.1527,-0.1988,0.0000,20.650,73.600,15.8,4.303
63,2014-07-18 20:20:00,80.59,0.6,21.867,22.082,0.1527,-0.1988,0.0000,20.579,74.000,15.8,4.303
64,2014-07-18 20:25:00,79.41,0.6,21.819,22.058,0.1527,-0.1988,0.0000,20.531,74.000,15.8,4.303
65,2014-07-18 20:30:00,82.35,0.6,21.772,22.011,0.1527,-0.1988,0.0000,20.388,74.500,15.7,4.303
66,2014-07-18 20:35:00,80.59,0.6,21.748,21.987,0.1527,-0.1988,0.0000,20.365,74.400,15.7,4.303
67,2014-07-18 20:40:00,81.76,0.6,21.700,21.963,0.1527,-0.1988,0.0000,20.341,74.500,15.7,4.303
68,2014-07-18 20:45:00,85.29,0.6,21.652,21.915,0.1527,-0.1988,0.0000,20.293,75.300,15.8,4.303
69,2014-07-18 20:50:00,87.65,0.6,21.628,21.891,0.1527,-0.1988,0.0000,20.174,76.100,15.9,4.303
70,2014-07-18 20:55:00,88.82,0.6,21.581,21.867,0.1527,-0.1988,0.0000,20.079,76.500,15.8,4.303
71,2014-07-18 21:00:00,90.00,0.6,21.533,21.843,0.1527,-0.1988,0.0000,19.936,76.600,15.7,4.303
72,2014-07-18 21:05:00,89.41,0.6,21.509,21.795,0.1527,-0.1988,0.0000,19.912,77.100,15.8,4.303
73,2014-07-18 21:10:00,90.59,0.6,21.461,21.772,0.1527,-0.1988,0.0000,19.817,77.000,15.7,4.303
74,2014-07-18 21:15:00,92.35,0.6,21.437,21.748,0.1527,-0.1988,0.0000,19.770,77.700,15.8,4.303
75,2014-07-18 21:20:00,93.53,0.6,21.390,21.700,0.1527,-0.1988,0.0000,19.698,78.400,15.9,4.303
76,2014-07-18 21:25:00,95.29,0.6,21.366,21.676,0.1527,-0.1988,0.0000,19.627,79.100,15.9,4.303
77,2014-07-18 21:30:00,95.88,0.6,21.318,21.652,0.1527,-0.1988,0.0000,19.532,79.800,16.0,4.303
78,2014-07-18 21:35:00,95.88,0.6,21.294,21.628,0.1527,-0.1988,0.0000,19.532,80.200,16.0,4.303
79,2014-07-18 21:40:00,97.65,0.6,21.270,21.604,0.1523,-0.1988,0.0000,19.460,80.800,16.1,4.303
80,2014-07-18 21:45:00,98.24,0.6,21.223,21.557,0.1523,-0.1988,0.0000,19.389,81.100,16.1,4.303
81,2014-07-18 21:50:00,98.24,0.6,21.199,21.533,0.1527,-0.1988,0.0000,19.318,81.200,16.0,4.303
82,2014-07-18 21:55:00,98.82,0.6,21.175,21.509,0.1523,-0.1988,0.0000,19.294,81.600,16.1,4.333
83,2014-07-18 22:00:00,100.00,0.6,21.127,21.485,0.1523,-0.1988,0.0000,19.270,82.100,16.2,4.303
84,2014-07-18 22:05:00,99.41,0.6,21.103,21.461,0.1523,-0.1988,0.0000,19.341,82.100,16.2,4.303
85,2014-07-18 22:10:00,100.00,0.6,21.079,21.437,0.1523,-0.1988,0.0000,19.222,82.200,16.1,4.297
86,2014-07-18 22:15:00,100.00,0.6,21.056,21.413,0.1527,-0.1988,0.0000,19.175,82.500,16.1,4.297
87,2014-07-18 22:20:00,100.00,0.6,21.032,21.390,0.1523,-0.1988,0.0000,19.175,82.900,16.2,4.297
88,2014-07-18 22:25:00,100.00,0.6,21.008,21.366,0.1523,-0.1988,0.0000,19.127,83.000,16.2,4.297
89,2014-07-18 22:30:00,100.00,0.6,20.984,21.342,0.1523,-0.1988,0.0000,19.127,83.200,16.2,4.297
90,2014-07-18 22:35:00,100.00,0.6,20.936,21.318,0.1523,-0.1988,0.0000,19.080,83.100,16.2,4.297
91,2014-07-18 22:40:00,100.00,0.6,20.936,21.294,0.1523,-0.1988,0.0000,19.056,83.300,16.2,4.297
