"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214688, SEN S/N: 10200842)","Current, mA (LGR S/N: 10214688, SEN S/N: 10200842)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10213638, LBL: Blue Conference)","RH, % (LGR S/N: 10214688, SEN S/N: 10213638, LBL: Blue Conference)","DewPt, °C (LGR S/N: 10214688, SEN S/N: 10213638)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365543, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365578, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214688, SEN S/N: 10374519)","Wetness, % (LGR S/N: 10214688, SEN S/N: 10374904)","Solar Radiation, W/m² (LGR S/N: 10214688, SEN S/N: 10375646)","Batt, V (LGR S/N: 10214688)"
39,2014-04-23 16:55:00,-0.2039,0.0000,20.960,33.200,4.2,18.033,17.986,0.2339,0.00,45.6,4.375
40,2014-04-23 17:00:00,-0.2039,0.0000,20.913,33.600,4.3,18.010,17.962,0.2339,0.00,44.4,4.375
41,2014-04-23 17:05:00,-0.2039,0.0000,20.817,32.900,3.9,18.010,17.915,0.2344,0.00,40.6,4.369
42,2014-04-23 17:10:00,-0.2039,0.0000,20.793,33.000,3.9,17.986,17.915,0.2335,0.00,40.6,4.369
43,2014-04-23 17:15:00,-0.2039,0.0000,20.746,33.500,4.1,17.962,17.867,0.2339,0.00,39.4,4.363
44,2014-04-23 17:20:00,-0.2039,0.0000,20.555,33.900,4.1,17.962,17.867,0.2339,0.00,36.9,4.369
45,2014-04-23 17:25:00,-0.2039,0.0000,20.269,34.300,4.0,17.938,17.819,0.2344,0.00,34.4,4.369
46,2014-04-23 17:30:00,-0.2039,0.0000,20.174,34.100,3.9,17.915,17.796,0.2335,0.00,31.9,4.363
47,2014-04-23 17:35:00,-0.2039,0.0000,20.007,33.600,3.5,17.915,17.772,0.2335,0.00,28.1,4.363
48,2014-04-23 17:40:00,-0.2039,0.0000,19.841,33.200,3.2,17.891,17.748,0.2339,0.00,25.6,4.363
49,2014-04-23 17:45:00,-0.2039,0.0000,19.793,32.800,3.0,17.867,17.724,0.2339,0.00,21.9,4.363
50,2014-04-23 17:50:00,-0.2039,0.0000,19.746,33.200,3.1,17.843,17.701,0.2335,0.00,19.4,4.363
51,2014-04-23 17:55:00,-0.2039,0.0000,19.555,34.100,3.3,17.819,17.677,0.2335,0.00,18.1,4.363
52,2014-04-23 18:00:00,-0.2039,0.0000,19.436,34.900,3.6,17.819,17.653,0.2335,0.00,16.9,4.357
53,2014-04-23 18:05:00,-0.2039,0.0000,19.365,35.400,3.7,17.796,17.629,0.2335,0.00,15.6,4.357
54,2014-04-23 18:10:00,-0.2039,0.0000,19.127,36.800,4.0,17.772,17.605,0.2339,0.00,13.1,4.357
55,2014-04-23 18:15:00,-0.2039,0.0000,19.080,38.200,4.5,17.748,17.582,0.2335,0.00,9.4,4.351
56,2014-04-23 18:20:00,-0.2039,0.0000,18.794,40.900,5.2,17.724,17.534,0.2335,0.00,6.9,4.351
57,2014-04-23 18:25:00,-0.2039,0.0000,18.557,43.200,5.8,17.724,17.534,0.2335,0.00,4.4,4.351
58,2014-04-23 18:30:00,-0.2039,0.0000,18.319,46.600,6.7,17.701,17.510,0.2339,0.00,1.9,4.351
59,2014-04-23 18:35:00,-0.2039,0.0000,18.152,49.000,7.3,17.677,17.486,0.2339,0.00,0.6,4.351
60,2014-04-23 18:40:00,-0.2039,0.0000,17.915,50.600,7.5,17.677,17.463,0.2339,0.00,0.6,4.351
61,2014-04-23 18:45:00,-0.2039,0.0000,17.629,52.500,7.8,17.653,17.439,0.2339,0.00,0.6,4.351
62,2014-04-23 18:50:00,-0.2039,0.0000,17.463,53.300,7.9,17.629,17.439,0.2339,0.00,0.6,4.351
63,2014-04-23 18:55:00,-0.2039,0.0000,17.320,54.400,8.0,17.629,17.415,0.2339,0.00,0.6,4.351
64,2014-04-23 19:00:00,-0.2039,0.0000,17.225,55.000,8.1,17.629,17.391,0.2339,0.00,0.6,4.351
65,2014-04-23 19:05:00,-0.2039,0.0000,16.963,56.200,8.2,17.605,17.391,0.2339,0.00,0.6,4.351
66,2014-04-23 19:10:00,-0.2039,0.0000,16.773,57.100,8.3,17.582,17.368,0.2339,0.00,0.6,4.351
67,2014-04-23 19:15:00,-0.2039,0.0000,16.725,58.000,8.4,17.582,17.344,0.2339,0.00,0.6,4.345
68,2014-04-23 19:20:00,-0.2039,0.0000,16.725,58.600,8.6,17.558,17.320,0.2339,0.00,0.6,4.345
69,2014-04-23 19:25:00,-0.2039,0.0000,16.606,59.100,8.6,17.534,17.296,0.2339,0.00,0.6,4.345
70,2014-04-23 19:30:00,-0.2039,0.0000,16.320,60.300,8.6,17.534,17.296,0.2335,0.00,0.6,4.345
71,2014-04-23 19:35:00,-0.2039,0.0000,16.320,61.200,8.8,17.510,17.272,0.2339,0.00,0.6,4.345
72,2014-04-23 19:40:00,-0.2039,0.0000,16.153,61.800,8.8,17.510,17.249,0.2335,0.00,0.6,4.345
73,2014-04-23 19:45:00,-0.2039,0.0000,16.177,62.200,9.0,17.486,17.225,0.2339,0.00,0.6,4.345
74,2014-04-23 19:50:00,-0.2039,0.0000,15.986,62.800,8.9,17.463,17.201,0.2335,0.00,0.6,4.345
75,2014-04-23 19:55:00,-0.2039,0.0000,15.819,63.500,8.9,17.463,17.177,0.2339,0.00,0.6,4.345
76,2014-04-23 20:00:00,-0.2039,0.0000,15.772,64.100,9.0,17.439,17.153,0.2335,0.00,0.6,4.345
77,2014-04-23 20:05:00,-0.2039,0.0000,15.652,64.900,9.1,17.439,17.153,0.2339,0.00,0.6,4.345
78,2014-04-23 20:10:00,-0.2039,0.0000,15.652,65.400,9.2,17.415,17.130,0.2339,0.59,0.6,4.345
79,2014-04-23 20:15:00,-0.2039,0.0000,15.796,65.500,9.4,17.391,17.106,0.2335,0.59,0.6,4.345
80,2014-04-23 20:20:00,-0.2039,0.0000,15.629,65.900,9.3,17.391,17.082,0.2335,0.59,0.6,4.345
81,2014-04-23 20:25:00,-0.2039,0.0000,15.485,66.600,9.3,17.368,17.058,0.2335,0.59,0.6,4.339
82,2014-04-23 20:30:00,-0.2039,0.0000,15.390,67.100,9.3,17.344,17.034,0.2335,0.59,0.6,4.339
83,2014-04-23 20:35:00,-0.2039,0.0000,15.318,67.900,9.4,17.344,17.011,0.2335,0.59,0.6,4.339
84,2014-04-23 20:40:00,-0.2039,0.0000,15.247,68.300,9.5,17.320,17.011,0.2335,0.59,0.6,4.339
85,2014-04-23 20:45:00,-0.2039,0.0000,14.984,69.200,9.4,17.296,16.987,0.2335,1.18,0.6,4.339
86,2014-04-23 20:50:00,-0.2039,0.0000,15.055,69.600,9.6,17.296,16.963,0.2335,1.18,0.6,4.339
87,2014-04-23 20:55:00,-0.2039,0.0000,15.031,69.900,9.6,17.272,16.939,0.2335,1.18,0.6,4.339
88,2014-04-23 21:00:00,-0.2039,0.0000,14.888,70.300,9.5,17.272,16.915,0.2335,1.18,0.6,4.339
89,2014-04-23 21:05:00,-0.2039,0.0000,14.673,70.900,9.5,17.249,16.915,0.2335,1.76,0.6,4.339
90,2014-04-23 21:10:00,-0.2039,0.0000,14.768,71.400,9.7,17.225,16.892,0.2335,1.18,0.6,4.339
91,2014-04-23 21:15:00,-0.2039,0.0000,14.960,71.300,9.8,17.201,16.868,0.2335,1.18,0.6,4.339
92,2014-04-23 21:20:00,-0.2039,0.0000,14.697,71.500,9.6,17.201,16.844,0.2335,1.76,0.6,4.339
93,2014-04-23 21:25:00,-0.2039,0.0000,14.481,72.000,9.5,17.177,16.820,0.2335,1.76,0.6,4.339
94,2014-04-23 21:30:00,-0.2039,0.0000,14.409,72.500,9.5,17.177,16.796,0.2335,1.76,0.6,4.339
95,2014-04-23 21:35:00,-0.2039,0.0000,14.290,72.900,9.5,17.153,16.796,0.2335,2.35,0.6,4.339
96,2014-04-23 21:40:00,-0.2039,0.0000,14.218,72.900,9.4,17.130,16.773,0.2335,1.76,0.6,4.339
97,2014-04-23 21:45:00,-0.2039,0.0000,14.122,73.000,9.4,17.106,16.749,0.2335,1.76,0.6,4.339
98,2014-04-23 21:50:00,-0.2039,0.0000,13.954,73.000,9.2,17.106,16.725,0.2335,2.35,0.6,4.339
99,2014-04-23 21:55:00,-0.2039,0.0000,13.714,73.300,9.0,17.082,16.701,0.2335,2.94,0.6,4.339
100,2014-04-23 22:00:00,-0.2039,0.0000,13.738,74.100,9.2,17.058,16.677,0.2335,2.35,0.6,4.339
101,2014-04-23 22:05:00,-0.2039,0.0000,13.786,73.800,9.2,17.058,16.677,0.2335,1.76,0.6,4.339
102,2014-04-23 22:10:00,-0.2039,0.0000,13.978,74.100,9.5,17.034,16.630,0.2335,1.76,0.6,4.339
103,2014-04-23 22:15:00,-0.2039,0.0000,13.930,74.200,9.4,17.011,16.606,0.2335,2.35,0.6,4.339
104,2014-04-23 22:20:00,-0.2039,0.0000,14.002,74.500,9.6,17.011,16.606,0.2335,2.35,0.6,4.339
105,2014-04-23 22:25:00,-0.2039,0.0000,14.098,74.700,9.7,16.987,16.582,0.2335,1.76,0.6,4.339
106,2014-04-23 22:30:00,-0.2039,0.0000,14.146,74.400,9.7,16.963,16.558,0.2335,2.35,0.6,4.333
107,2014-04-23 22:35:00,-0.2039,0.0000,14.050,75.300,9.8,16.963,16.534,0.2335,4.12,0.6,4.339
108,2014-04-23 22:40:00,-0.2039,0.0000,14.026,75.800,9.8,16.939,16.534,0.2335,3.53,0.6,4.339
109,2014-04-23 22:45:00,-0.2039,0.0000,13.834,76.000,9.7,16.915,16.511,0.2335,7.06,0.6,4.333
110,2014-04-23 22:50:00,-0.2039,0.0000,13.642,76.500,9.6,16.915,16.487,0.2335,11.76,0.6,4.333
111,2014-04-23 22:55:00,-0.2039,0.0000,13.497,77.300,9.6,16.892,16.487,0.2335,15.29,0.6,4.333
112,2014-04-23 23:00:00,-0.2039,0.0000,13.377,77.700,9.6,16.868,16.463,0.2335,16.47,0.6,4.333
113,2014-04-23 23:05:00,-0.2039,0.0000,13.185,78.000,9.4,16.868,16.439,0.2335,34.12,0.6,4.333
114,2014-04-23 23:10:00,-0.2039,0.0000,12.992,78.800,9.4,16.844,16.439,0.2335,38.24,0.6,4.333
115,2014-04-23 23:15:00,-0.2039,0.0000,12.847,79.000,9.3,16.844,16.415,0.2335,54.71,0.6,4.333
116,2014-04-23 23:20:00,-0.2039,0.0000,12.871,79.700,9.5,16.820,16.392,0.2335,48.82,0.6,4.333
117,2014-04-23 23:25:00,-0.2039,0.0000,12.847,79.500,9.4,16.820,16.368,0.2335,58.24,0.6,4.333
118,2014-04-23 23:30:00,-0.2039,0.0000,13.112,79.900,9.7,16.796,16.344,0.2335,23.53,0.6,4.333
119,2014-04-23 23:35:00,-0.2039,0.0000,13.185,79.700,9.8,16.773,16.344,0.2335,27.65,0.6,4.333
120,2014-04-23 23:40:00,-0.2039,0.0000,13.088,79.700,9.7,16.749,16.320,0.2335,44.71,0.6,4.333
121,2014-04-23 23:45:00,-0.2039,0.0000,13.112,79.800,9.7,16.749,16.296,0.2335,28.24,0.6,4.333
122,2014-04-23 23:50:00,-0.2039,0.0000,12.992,79.900,9.6,16.725,16.296,0.2335,40.00,0.6,4.333
123,2014-04-23 23:55:00,-0.2039,0.0000,12.944,80.100,9.6,16.725,16.272,0.2335,38.82,0.6,4.333
124,2014-04-24 00:00:00,-0.2039,0.0000,12.871,79.900,9.5,16.701,16.249,0.2335,36.47,0.6,4.333
125,2014-04-24 00:05:00,-0.2039,0.0000,12.823,80.100,9.5,16.677,16.249,0.2335,36.47,0.6,4.333
126,2014-04-24 00:10:00,-0.2039,0.0000,12.751,80.100,9.4,16.677,16.225,0.2335,47.06,0.6,4.333
127,2014-04-24 00:15:00,-0.2039,0.0000,12.654,80.600,9.4,16.654,16.201,0.2335,53.53,0.6,4.333
128,2014-04-24 00:20:00,-0.2039,0.0000,12.558,80.600,9.3,16.630,16.201,0.2335,72.35,0.6,4.333
129,2014-04-24 00:25:00,-0.2039,0.0000,12.413,81.000,9.3,16.630,16.177,0.2335,67.65,0.6,4.333
130,2014-04-24 00:30:00,-0.2039,0.0000,12.219,81.400,9.1,16.606,16.153,0.2335,74.71,0.6,4.333
131,2014-04-24 00:35:00,-0.2039,0.0000,12.292,81.900,9.3,16.606,16.129,0.2330,70.00,0.6,4.339
132,2014-04-24 00:40:00,-0.2039,0.0000,12.292,81.800,9.3,16.582,16.106,0.2335,78.24,0.6,4.351
133,2014-04-24 00:45:00,-0.2039,0.0000,12.147,82.000,9.2,16.558,16.082,0.2335,75.29,0.6,4.339
134,2014-04-24 00:50:00,-0.2039,0.0000,12.195,82.200,9.3,16.534,16.082,0.2330,68.24,0.6,4.327
135,2014-04-24 00:55:00,-0.2039,0.0000,12.268,82.000,9.3,16.534,16.058,0.2335,70.00,0.6,4.327
136,2014-04-24 01:00:00,-0.2039,0.0000,12.219,81.700,9.2,16.511,16.034,0.2335,44.12,0.6,4.327
137,2014-04-24 01:05:00,-0.2039,0.0000,12.122,81.600,9.1,16.511,16.010,0.2335,62.35,0.6,4.327
138,2014-04-24 01:10:00,-0.2039,0.0000,11.953,81.700,8.9,16.487,15.986,0.2330,58.82,0.6,4.339
139,2014-04-24 01:15:00,-0.2039,0.0000,11.807,81.600,8.8,16.463,15.963,0.2330,55.88,0.6,4.327
140,2014-04-24 01:20:00,-0.2039,0.0000,11.710,81.600,8.7,16.439,15.963,0.2330,57.65,0.6,4.327
141,2014-04-24 01:25:00,-0.2039,0.0000,11.613,81.800,8.6,16.439,15.939,0.2330,60.59,0.6,4.327
142,2014-04-24 01:30:00,-0.2039,0.0000,11.807,81.800,8.8,16.415,15.915,0.2330,30.59,0.6,4.327
143,2014-04-24 01:35:00,-0.2039,0.0000,11.904,80.200,8.6,16.392,15.891,0.2330,25.88,0.6,4.327
144,2014-04-24 01:40:00,-0.2039,0.0000,12.050,79.200,8.6,16.392,15.867,0.2330,11.76,0.6,4.327
145,2014-04-24 01:45:00,-0.2039,0.0000,12.074,78.100,8.4,16.368,15.843,0.2330,9.41,0.6,4.327
146,2014-04-24 01:50:00,-0.2039,0.0000,11.880,78.000,8.2,16.344,15.819,0.2330,11.76,0.6,4.327
147,2014-04-24 01:55:00,-0.2039,0.0000,11.904,78.200,8.2,16.320,15.819,0.2330,11.18,0.6,4.327
148,2014-04-24 02:00:00,-0.2039,0.0000,11.662,78.000,8.0,16.296,15.796,0.2330,17.06,0.6,4.321
149,2014-04-24 02:05:00,-0.2039,0.0000,11.394,78.600,7.8,16.296,15.772,0.2330,21.76,0.6,4.321
150,2014-04-24 02:10:00,-0.2039,0.0000,11.370,79.400,7.9,16.272,15.748,0.2330,18.24,0.6,4.321
151,2014-04-24 02:15:00,-0.2039,0.0000,11.370,79.400,7.9,16.249,15.724,0.2330,21.76,0.6,4.321
152,2014-04-24 02:20:00,-0.2039,0.0000,11.248,79.500,7.8,16.249,15.700,0.2330,21.18,0.6,4.321
153,2014-04-24 02:25:00,-0.2039,0.0000,11.005,80.200,7.7,16.225,15.676,0.2330,29.41,0.6,4.321
154,2014-04-24 02:30:00,-0.2039,0.0000,11.053,80.900,7.9,16.201,15.652,0.2330,29.41,0.6,4.321
155,2014-04-24 02:35:00,-0.2039,0.0000,10.932,80.900,7.8,16.201,15.629,0.2330,40.00,0.6,4.321
156,2014-04-24 02:40:00,-0.2039,0.0000,10.858,81.300,7.8,16.177,15.605,0.2330,38.82,0.6,4.321
157,2014-04-24 02:45:00,-0.2039,0.0000,10.761,81.400,7.7,16.153,15.581,0.2330,53.53,0.6,4.321
158,2014-04-24 02:50:00,-0.2039,0.0000,10.761,82.000,7.8,16.129,15.581,0.2330,52.35,0.6,4.321
159,2014-04-24 02:55:00,-0.2039,0.0000,10.834,81.700,7.8,16.106,15.557,0.2330,43.53,0.6,4.321
160,2014-04-24 03:00:00,-0.2039,0.0000,10.712,81.800,7.7,16.106,15.533,0.2330,47.06,0.6,4.321
161,2014-04-24 03:05:00,-0.2039,0.0000,10.736,82.000,7.8,16.082,15.509,0.2330,38.24,0.6,4.321
162,2014-04-24 03:10:00,-0.2039,0.0000,10.638,81.800,7.7,16.058,15.485,0.2327,53.53,0.6,4.321
163,2014-04-24 03:15:00,-0.2039,0.0000,10.345,81.700,7.4,16.034,15.461,0.2330,62.94,0.6,4.321
164,2014-04-24 03:20:00,-0.2039,0.0000,10.198,82.400,7.3,16.034,15.438,0.2330,56.47,0.6,4.321
165,2014-04-24 03:25:00,-0.2039,0.0000,10.296,82.800,7.5,16.010,15.438,0.2330,60.59,0.6,4.321
166,2014-04-24 03:30:00,-0.2039,0.0000,10.149,82.900,7.4,15.986,15.390,0.2330,60.59,0.6,4.321
167,2014-04-24 03:35:00,-0.2039,0.0000,10.051,83.200,7.3,15.963,15.390,0.2330,64.71,0.6,4.321
168,2014-04-24 03:40:00,-0.2039,0.0000,10.100,83.600,7.5,15.963,15.366,0.2330,66.47,0.6,4.321
169,2014-04-24 03:45:00,-0.2039,0.0000,9.952,83.200,7.2,15.939,15.342,0.2330,61.18,0.6,4.321
170,2014-04-24 03:50:00,-0.2039,0.0000,9.829,83.600,7.2,15.915,15.294,0.2330,68.82,0.6,4.321
171,2014-04-24 03:55:00,-0.2039,0.0000,9.731,83.700,7.1,15.891,15.294,0.2330,70.00,0.6,4.321
172,2014-04-24 04:00:00,-0.2039,0.0000,9.756,84.400,7.3,15.867,15.270,0.2330,78.82,0.6,4.321
173,2014-04-24 04:05:00,-0.2039,0.0000,9.780,84.500,7.3,15.867,15.247,0.2330,81.18,0.6,4.321
174,2014-04-24 04:10:00,-0.2039,0.0000,9.731,84.500,7.3,15.843,15.223,0.2327,86.47,0.6,4.321
175,2014-04-24 04:15:00,-0.2039,0.0000,9.632,84.400,7.1,15.819,15.199,0.2330,91.18,0.6,4.321
176,2014-04-24 04:20:00,-0.2039,0.0000,9.608,84.600,7.2,15.796,15.175,0.2330,91.76,0.6,4.321
177,2014-04-24 04:25:00,-0.2039,0.0000,9.657,84.400,7.2,15.796,15.175,0.2330,87.06,0.6,4.321
178,2014-04-24 04:30:00,-0.2039,0.0000,9.583,84.500,7.1,15.772,15.151,0.2323,90.00,0.6,4.321
179,2014-04-24 04:35:00,-0.2039,0.0000,9.558,84.600,7.1,15.748,15.127,0.2323,89.41,0.6,4.321
180,2014-04-24 04:40:00,-0.2039,0.0000,9.485,84.900,7.1,15.724,15.103,0.2327,99.41,0.6,4.321
181,2014-04-24 04:45:00,-0.2039,0.0000,9.336,84.700,6.9,15.724,15.079,0.2327,98.24,0.6,4.321
182,2014-04-24 04:50:00,-0.2039,0.0000,9.485,85.000,7.1,15.700,15.055,0.2327,92.35,0.6,4.321
183,2014-04-24 04:55:00,-0.2039,0.0000,9.386,84.600,6.9,15.676,15.055,0.2323,97.06,0.6,4.321
184,2014-04-24 05:00:00,-0.2039,0.0000,9.460,84.700,7.0,15.652,15.008,0.2323,80.59,0.6,4.321
185,2014-04-24 05:05:00,-0.2039,0.0000,9.361,84.500,6.9,15.652,15.008,0.2327,91.18,0.6,4.321
186,2014-04-24 05:10:00,-0.2039,0.0000,9.410,84.800,7.0,15.629,14.984,0.2327,84.71,1.9,4.321
187,2014-04-24 05:15:00,-0.2039,0.0000,9.312,84.600,6.9,15.605,14.960,0.2327,90.00,4.4,4.321
188,2014-04-24 05:20:00,-0.2039,0.0000,9.361,84.900,7.0,15.605,14.936,0.2323,88.82,6.9,4.321
189,2014-04-24 05:25:00,-0.2039,0.0000,9.336,85.000,7.0,15.581,14.912,0.2323,73.53,9.4,4.321
190,2014-04-24 05:30:00,-0.2039,0.0000,9.410,84.900,7.0,15.557,14.912,0.2323,67.06,13.1,4.321
191,2014-04-24 05:35:00,-0.2039,0.0000,9.386,84.900,7.0,15.533,14.888,0.2327,58.24,14.4,4.321
192,2014-04-24 05:40:00,-0.2039,0.0000,9.386,84.900,7.0,15.533,14.864,0.2327,41.18,18.1,4.321
193,2014-04-24 05:45:00,-0.2039,0.0000,9.657,85.000,7.3,15.509,14.864,0.2323,28.24,20.6,4.333
194,2014-04-24 05:50:00,-0.2039,0.0000,9.903,84.400,7.4,15.485,14.840,0.2323,20.00,21.9,4.321
195,2014-04-24 05:55:00,-0.2039,0.0000,10.075,84.000,7.5,15.485,14.840,0.2323,16.47,24.4,4.321
196,2014-04-24 06:00:00,-0.2039,0.0000,10.369,83.700,7.7,15.461,14.816,0.2327,11.18,26.9,4.321
197,2014-04-24 06:05:00,-0.2039,0.0000,10.541,83.500,7.9,15.438,14.816,0.2327,8.82,29.4,4.321
198,2014-04-24 06:10:00,-0.2039,0.0000,10.785,82.800,8.0,15.438,14.792,0.2327,6.47,33.1,4.321
199,2014-04-24 06:15:00,-0.2039,0.0000,11.127,82.000,8.2,15.438,14.792,0.2327,5.29,35.6,4.321
200,2014-04-24 06:20:00,-0.2039,0.0000,11.613,80.500,8.4,15.414,14.792,0.2327,3.53,39.4,4.321
201,2014-04-24 06:25:00,-0.2039,0.0000,12.025,79.400,8.6,15.414,14.792,0.2327,2.94,43.1,4.321
202,2014-04-24 06:30:00,-0.2039,0.0000,12.582,77.600,8.8,15.390,14.792,0.2327,2.35,45.6,4.321
203,2014-04-24 06:35:00,-0.2039,0.0000,13.064,75.100,8.8,15.390,14.792,0.2327,1.76,49.4,4.327
204,2014-04-24 06:40:00,-0.2039,0.0000,13.305,73.900,8.8,15.390,14.792,0.2327,1.76,114.4,4.333
205,2014-04-24 06:45:00,-0.2039,0.0000,13.762,72.700,9.0,15.390,14.792,0.2327,1.18,221.9,4.333
206,2014-04-24 06:50:00,-0.2039,0.0000,14.266,71.800,9.3,15.390,14.792,0.2327,1.18,176.9,4.339
207,2014-04-24 06:55:00,-0.2039,0.0000,14.697,70.500,9.4,15.390,14.816,0.2327,1.18,274.4,4.339
208,2014-04-24 07:00:00,-0.2039,0.0000,15.461,69.800,10.0,15.366,14.816,0.2327,1.18,291.9,4.345
209,2014-04-24 07:05:00,-0.2039,0.0000,16.606,67.100,10.5,15.390,14.840,0.2327,1.18,315.6,4.351
