"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10374975, SEN S/N: 10359296)","RH, % (LGR S/N: 10374975, SEN S/N: 10359296)","DewPt, °C (LGR S/N: 10374975, SEN S/N: 10359296)","Voltage, V (LGR S/N: 10374975, SEN S/N: 10363572)","Current, mA (LGR S/N: 10374975, SEN S/N: 10363572)","Temp, °C (LGR S/N: 10374975, SEN S/N: 10365544, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374975, SEN S/N: 10365599, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374975, SEN S/N: 10374517)","Wetness, % (LGR S/N: 10374975, SEN S/N: 10374908)","Solar Radiation, W/m² (LGR S/N: 10374975, SEN S/N: 10375653)","Batt, V (LGR S/N: 10374975)"
1,2014-06-27 12:15:00,27.382,55.800,17.8,-0.1988,0.0000,25.890,26.940,0.0161,2.94,978.1,4.333
2,2014-06-27 12:20:00,27.825,57.200,18.6,-0.1988,0.0000,25.866,26.940,0.0161,3.53,968.1,4.339
3,2014-06-27 12:25:00,28.617,55.200,18.8,-0.1988,0.0000,25.866,27.014,0.0161,4.12,974.4,4.369
4,2014-06-27 12:30:00,27.924,55.600,18.2,-0.1988,0.0000,25.866,27.112,0.0166,4.12,973.1,4.363
5,2014-06-27 12:35:00,27.333,56.400,17.9,-0.1988,0.0000,25.914,27.210,0.0166,3.53,989.4,4.363
6,2014-06-27 12:40:00,27.579,56.300,18.1,-0.1988,0.0000,25.987,27.308,0.0176,4.12,984.4,4.369
7,2014-06-27 12:45:00,27.949,54.800,18.0,-0.1988,0.0000,26.036,27.382,0.0176,3.53,995.6,4.357
8,2014-06-27 12:50:00,27.677,55.300,17.9,-0.1988,0.0000,26.085,27.456,0.0176,4.12,999.4,4.351
9,2014-06-27 12:55:00,27.653,55.800,18.0,-0.1988,0.0000,26.158,27.505,0.0186,3.53,1005.6,4.351
10,2014-06-27 13:00:00,28.345,55.900,18.7,-0.1988,0.0000,26.207,27.604,0.0186,4.12,1001.9,4.363
11,2014-06-27 13:05:00,29.540,51.100,18.4,-0.1988,0.0000,26.280,27.702,0.0190,4.12,1000.6,4.363
12,2014-06-27 13:10:00,28.493,54.100,18.3,-0.1988,0.0000,26.329,27.801,0.0190,4.12,975.6,4.363
13,2014-06-27 13:15:00,27.554,54.600,17.6,-0.1988,0.0000,26.402,27.924,0.0200,3.53,1006.9,4.351
14,2014-06-27 13:20:00,27.579,55.900,18.0,-0.1988,0.0000,26.475,28.122,0.0200,3.53,1000.6,4.351
15,2014-06-27 13:25:00,28.667,52.400,18.0,-0.1988,0.0000,26.549,28.543,0.0205,4.12,1005.6,4.363
16,2014-06-27 13:30:00,27.579,55.300,17.8,-0.1988,0.0000,26.695,29.140,0.0205,3.53,1000.6,4.369
17,2014-06-27 13:35:00,27.850,54.100,17.7,-0.1988,0.0000,26.867,29.815,0.0214,3.53,993.1,4.357
18,2014-06-27 13:40:00,27.949,54.100,17.8,-0.1988,0.0000,27.087,30.469,0.0214,3.53,995.6,4.351
19,2014-06-27 13:45:00,27.924,56.100,18.4,-0.1988,0.0000,27.358,31.052,0.0224,3.53,981.9,4.351
20,2014-06-27 13:50:00,27.136,54.400,17.2,-0.1988,0.0000,27.653,31.535,0.0228,3.53,988.1,4.363
21,2014-06-27 13:55:00,27.998,54.500,18.0,-0.1988,0.0000,27.949,31.919,0.0228,3.53,981.9,4.375
22,2014-06-27 14:00:00,27.949,53.400,17.6,-0.1988,0.0000,28.245,32.355,0.0238,3.53,976.9,4.357
23,2014-06-27 14:05:00,27.727,54.200,17.7,-0.1988,0.0000,28.518,32.742,0.0238,3.53,971.9,4.351
24,2014-06-27 14:10:00,27.899,54.200,17.8,-0.1988,0.0000,28.816,33.131,0.0247,3.53,964.4,4.351
25,2014-06-27 14:15:00,27.825,53.200,17.4,-0.1988,0.0000,29.090,33.495,0.0247,3.53,906.9,4.381
26,2014-06-27 14:20:00,27.161,55.000,17.4,-0.1988,0.0000,29.365,33.835,0.0252,2.94,955.6,4.369
27,2014-06-27 14:25:00,27.284,54.900,17.4,-0.1988,0.0000,29.615,34.150,0.0252,2.94,941.9,4.363
28,2014-06-27 14:30:00,27.481,54.700,17.6,-0.1988,0.0000,29.865,34.387,0.0252,3.53,936.9,4.351
29,2014-06-27 14:35:00,27.210,56.300,17.8,-0.1988,0.0000,30.117,34.624,0.0261,3.53,929.4,4.351
30,2014-06-27 14:40:00,27.210,54.900,17.4,-0.1988,0.0000,30.343,34.889,0.0261,3.53,920.6,4.369
31,2014-06-27 14:45:00,27.186,54.400,17.2,-0.1988,0.0000,30.545,35.128,0.0261,3.53,904.4,4.363
32,2014-06-27 14:50:00,27.358,55.200,17.6,-0.1988,0.0000,30.773,35.368,0.0270,3.53,896.9,4.357
33,2014-06-27 14:55:00,27.899,55.200,18.1,-0.1988,0.0000,30.976,35.555,0.0270,2.94,820.6,4.351
34,2014-06-27 15:00:00,28.270,53.000,17.8,-0.1988,0.0000,31.153,35.770,0.0274,3.53,869.4,4.393
35,2014-06-27 15:05:00,26.940,55.000,17.2,-0.1988,0.0000,31.331,35.958,0.0274,2.94,855.6,4.387
36,2014-06-27 15:10:00,26.818,56.500,17.5,-0.1988,0.0000,31.535,36.092,0.0270,2.94,838.1,4.363
37,2014-06-27 15:15:00,27.112,54.500,17.2,-0.1988,0.0000,31.689,36.227,0.0274,2.94,830.6,4.357
38,2014-06-27 15:20:00,26.695,55.900,17.2,-0.1988,0.0000,31.842,36.362,0.0274,2.94,818.1,4.351
39,2014-06-27 15:25:00,28.617,54.800,18.7,-0.1988,0.0000,31.970,36.444,0.0274,3.53,801.9,4.393
40,2014-06-27 15:30:00,27.604,52.800,17.1,-0.1988,0.0000,32.098,36.471,0.0274,2.94,793.1,4.369
41,2014-06-27 15:35:00,26.720,54.600,16.8,-0.1988,0.0000,32.201,36.417,0.0274,2.94,774.4,4.363
42,2014-06-27 15:40:00,26.940,55.700,17.4,-0.1988,0.0000,32.278,36.335,0.0274,2.94,761.9,4.357
43,2014-06-27 15:45:00,27.087,55.000,17.3,-0.1988,0.0000,32.330,36.200,0.0274,2.94,750.6,4.351
44,2014-06-27 15:50:00,27.628,53.000,17.2,-0.1988,0.0000,32.355,35.985,0.0270,2.94,738.1,4.412
45,2014-06-27 15:55:00,26.378,54.800,16.6,-0.1988,0.0000,32.355,35.662,0.0270,2.94,725.6,4.375
46,2014-06-27 16:00:00,27.382,53.600,17.2,-0.1988,0.0000,32.278,35.315,0.0261,2.94,711.9,4.363
47,2014-06-27 16:05:00,26.818,54.500,16.9,-0.1988,0.0000,32.201,34.942,0.0261,2.94,699.4,4.357
48,2014-06-27 16:10:00,27.358,54.100,17.3,-0.1988,0.0000,32.073,34.598,0.0252,2.94,683.1,4.357
49,2014-06-27 16:15:00,27.407,53.300,17.1,-0.1988,0.0000,31.944,34.255,0.0247,2.94,671.9,4.351
50,2014-06-27 16:20:00,27.677,53.300,17.3,-0.1988,0.0000,31.791,33.940,0.0247,2.94,656.9,4.363
51,2014-06-27 16:25:00,27.924,53.100,17.5,-0.1988,0.0000,31.663,33.652,0.0247,2.94,645.6,4.363
52,2014-06-27 16:30:00,27.038,53.600,16.8,-0.1988,0.0000,31.510,33.391,0.0238,2.94,634.4,4.351
53,2014-06-27 16:35:00,27.776,52.800,17.3,-0.1988,0.0000,31.357,33.131,0.0238,2.94,614.4,4.351
54,2014-06-27 16:40:00,26.989,54.100,16.9,-0.1988,0.0000,31.204,32.872,0.0228,2.94,599.4,4.381
55,2014-06-27 16:45:00,27.333,54.000,17.2,-0.1988,0.0000,31.052,32.639,0.0224,2.94,528.1,4.363
56,2014-06-27 16:50:00,26.475,55.200,16.8,-0.1988,0.0000,30.925,32.433,0.0224,2.94,89.4,4.357
57,2014-06-27 16:55:00,26.940,55.600,17.3,-0.1988,0.0000,30.773,32.201,0.0214,2.94,531.9,4.351
58,2014-06-27 17:00:00,27.063,54.000,17.0,-0.1988,0.0000,30.646,32.021,0.0214,2.94,193.1,4.357
59,2014-06-27 17:05:00,26.061,55.800,16.6,-0.1988,0.0000,30.520,31.816,0.0214,2.94,108.1,4.363
60,2014-06-27 17:10:00,26.573,56.500,17.2,-0.1988,0.0000,30.394,31.637,0.0205,2.94,381.9,4.363
61,2014-06-27 17:15:00,25.744,57.200,16.7,-0.1988,0.0000,30.268,31.459,0.0205,2.94,75.6,4.363
62,2014-06-27 17:20:00,25.283,58.700,16.6,-0.1988,0.0000,30.167,31.281,0.0205,2.35,93.1,4.357
63,2014-06-27 17:25:00,25.307,58.600,16.6,-0.1988,0.0000,30.041,31.103,0.0200,2.35,73.1,4.351
64,2014-06-27 17:30:00,25.598,58.200,16.8,-0.1988,0.0000,29.916,30.950,0.0200,2.94,70.6,4.363
65,2014-06-27 17:35:00,25.307,59.100,16.8,-0.1988,0.0000,29.815,30.773,0.0190,2.35,69.4,4.363
66,2014-06-27 17:40:00,25.258,59.800,16.9,-0.1988,0.0000,29.715,30.621,0.0190,2.94,69.4,4.363
67,2014-06-27 17:45:00,24.944,60.600,16.8,-0.1988,0.0000,29.615,30.469,0.0190,2.94,68.1,4.375
68,2014-06-27 17:50:00,24.677,61.600,16.8,-0.1988,0.0000,29.515,30.343,0.0190,2.94,66.9,4.351
69,2014-06-27 17:55:00,24.605,62.000,16.9,-0.1988,0.0000,29.414,30.192,0.0186,2.94,65.6,4.357
70,2014-06-27 18:00:00,24.581,62.600,17.0,-0.1988,0.0000,29.315,30.066,0.0186,2.94,65.6,4.363
71,2014-06-27 18:05:00,24.484,63.200,17.1,-0.1988,0.0000,29.215,29.916,0.0186,2.94,64.4,4.363
72,2014-06-27 18:10:00,24.412,63.300,17.0,-0.1988,0.0000,29.115,29.790,0.0186,2.94,61.9,4.363
73,2014-06-27 18:15:00,24.750,62.900,17.2,-0.1988,0.0000,29.040,29.665,0.0176,2.94,63.1,4.357
74,2014-06-27 18:20:00,24.315,62.800,16.8,-0.1988,0.0000,28.941,29.565,0.0176,2.94,59.4,4.351
75,2014-06-27 18:25:00,23.954,63.700,16.7,-0.1988,0.0000,28.866,29.439,0.0176,2.94,58.1,4.363
76,2014-06-27 18:30:00,24.026,64.400,16.9,-0.1988,0.0000,28.791,29.315,0.0166,2.94,58.1,4.369
77,2014-06-27 18:35:00,24.122,63.600,16.8,-0.1988,0.0000,28.692,29.215,0.0176,2.94,58.1,4.369
78,2014-06-27 18:40:00,23.954,64.800,16.9,-0.1988,0.0000,28.617,29.090,0.0166,2.35,54.4,4.363
79,2014-06-27 18:45:00,23.857,65.300,17.0,-0.1988,0.0000,28.543,28.990,0.0166,2.94,53.1,4.357
80,2014-06-27 18:50:00,23.761,65.400,16.9,-0.1988,0.0000,28.468,28.891,0.0166,2.94,56.9,4.351
81,2014-06-27 18:55:00,23.376,65.500,16.6,-0.1988,0.0000,28.394,28.791,0.0166,2.94,46.9,4.357
82,2014-06-27 19:00:00,23.400,66.000,16.7,-0.1988,0.0000,28.320,28.667,0.0166,2.94,43.1,4.351
83,2014-06-27 19:05:00,23.184,65.600,16.4,-0.1988,0.0000,28.245,28.568,0.0166,2.94,40.6,4.351
84,2014-06-27 19:10:00,23.016,66.300,16.4,-0.1988,0.0000,28.171,28.468,0.0161,2.94,39.4,4.351
85,2014-06-27 19:15:00,22.896,66.700,16.4,-0.1988,0.0000,28.122,28.369,0.0161,2.94,35.6,4.369
86,2014-06-27 19:20:00,22.872,66.700,16.4,-0.1988,0.0000,28.048,28.270,0.0161,2.94,33.1,4.351
87,2014-06-27 19:25:00,22.633,67.100,16.2,-0.1988,0.0000,27.974,28.171,0.0161,2.94,29.4,4.345
88,2014-06-27 19:30:00,22.513,67.700,16.3,-0.1988,0.0000,27.899,28.048,0.0152,2.94,26.9,4.345
89,2014-06-27 19:35:00,22.274,68.200,16.2,-0.1988,0.0000,27.825,27.949,0.0152,2.94,23.1,4.345
90,2014-06-27 19:40:00,22.154,68.500,16.1,-0.1988,0.0000,27.751,27.850,0.0152,2.94,19.4,4.345
91,2014-06-27 19:45:00,22.011,69.300,16.2,-0.1988,0.0000,27.677,27.751,0.0152,2.94,15.6,4.345
92,2014-06-27 19:50:00,21.867,69.500,16.1,-0.1988,0.0000,27.628,27.653,0.0152,2.94,11.9,4.345
93,2014-06-27 19:55:00,21.772,69.800,16.0,-0.1988,0.0000,27.554,27.554,0.0152,2.94,8.1,4.345
94,2014-06-27 20:00:00,21.652,70.000,16.0,-0.1988,0.0000,27.481,27.456,0.0152,2.94,5.6,4.345
95,2014-06-27 20:05:00,21.604,71.000,16.1,-0.1988,0.0000,27.407,27.358,0.0147,3.53,3.1,4.345
96,2014-06-27 20:10:00,21.533,71.400,16.2,-0.1988,0.0000,27.333,27.259,0.0147,3.53,1.9,4.345
97,2014-06-27 20:15:00,21.413,72.100,16.2,-0.1988,0.0000,27.284,27.161,0.0147,3.53,0.6,4.345
98,2014-06-27 20:20:00,21.318,72.300,16.2,-0.1988,0.0000,27.210,27.087,0.0147,4.12,0.6,4.339
99,2014-06-27 20:25:00,21.246,72.500,16.1,-0.1988,0.0000,27.136,26.989,0.0147,4.12,0.6,4.339
100,2014-06-27 20:30:00,21.079,73.300,16.1,-0.1988,0.0000,27.087,26.891,0.0137,5.29,0.6,4.339
101,2014-06-27 20:35:00,20.936,74.300,16.2,-0.1988,0.0000,27.014,26.793,0.0137,5.88,0.6,4.339
102,2014-06-27 20:40:00,20.865,74.700,16.2,-0.1988,0.0000,26.940,26.695,0.0137,7.65,0.6,4.339
103,2014-06-27 20:45:00,20.865,75.100,16.3,-0.1988,0.0000,26.891,26.598,0.0137,7.06,0.6,4.339
104,2014-06-27 20:50:00,20.841,75.500,16.4,-0.1988,0.0000,26.818,26.524,0.0137,7.65,0.6,4.351
105,2014-06-27 20:55:00,20.722,75.500,16.3,-0.1988,0.0000,26.744,26.426,0.0137,8.82,0.6,4.339
106,2014-06-27 21:00:00,20.746,75.700,16.3,-0.1988,0.0000,26.695,26.353,0.0137,7.65,0.6,4.339
107,2014-06-27 21:05:00,20.698,75.900,16.3,-0.1988,0.0000,26.622,26.280,0.0137,8.82,0.6,4.339
108,2014-06-27 21:10:00,20.603,76.100,16.3,-0.1988,0.0000,26.573,26.182,0.0127,12.35,0.6,4.339
109,2014-06-27 21:15:00,20.507,76.900,16.3,-0.1988,0.0000,26.500,26.109,0.0127,19.41,0.6,4.339
110,2014-06-27 21:20:00,20.317,77.900,16.4,-0.1988,0.0000,26.451,26.036,0.0127,35.29,0.6,4.339
111,2014-06-27 21:25:00,20.198,78.600,16.4,-0.1988,0.0000,26.402,25.963,0.0127,50.00,0.6,4.339
112,2014-06-27 21:30:00,20.246,79.000,16.5,-0.1988,0.0000,26.329,25.890,0.0127,46.47,0.6,4.339
113,2014-06-27 21:35:00,20.126,79.400,16.5,-0.1988,0.0000,26.280,25.817,0.0127,57.06,0.6,4.339
114,2014-06-27 21:40:00,20.079,80.100,16.6,-0.1988,0.0000,26.207,25.744,0.0127,64.71,0.6,4.339
115,2014-06-27 21:45:00,20.103,80.100,16.6,-0.1988,0.0000,26.158,25.671,0.0127,64.12,0.6,4.339
116,2014-06-27 21:50:00,19.960,80.300,16.5,-0.1988,0.0000,26.109,25.598,0.0122,82.94,0.6,4.339
117,2014-06-27 21:55:00,19.936,80.800,16.6,-0.1988,0.0000,26.061,25.525,0.0122,73.53,0.6,4.339
118,2014-06-27 22:00:00,20.007,80.700,16.6,-0.1988,0.0000,26.012,25.453,0.0122,68.82,0.6,4.339
119,2014-06-27 22:05:00,20.079,80.500,16.6,-0.1988,0.0000,25.939,25.380,0.0122,58.82,0.6,4.339
120,2014-06-27 22:10:00,20.031,80.600,16.6,-0.1988,0.0000,25.890,25.331,0.0122,72.94,0.6,4.339
121,2014-06-27 22:15:00,19.984,80.800,16.6,-0.1988,0.0000,25.841,25.283,0.0122,71.76,0.6,4.339
122,2014-06-27 22:20:00,20.150,80.800,16.8,-0.1988,0.0000,25.793,25.210,0.0122,51.76,0.6,4.339
123,2014-06-27 22:25:00,20.126,80.500,16.7,-0.1988,0.0000,25.744,25.186,0.0112,54.12,0.6,4.339
124,2014-06-27 22:30:00,19.960,80.400,16.5,-0.1988,0.0000,25.695,25.137,0.0112,74.71,0.6,4.363
125,2014-06-27 22:35:00,19.960,80.500,16.5,-0.1988,0.0000,25.671,25.089,0.0112,67.65,0.6,4.339
126,2014-06-27 22:40:00,19.722,80.700,16.3,-0.1988,0.0000,25.623,25.016,0.0112,96.47,0.6,4.339
127,2014-06-27 22:45:00,19.579,81.300,16.3,-0.1988,0.0000,25.574,24.992,0.0112,100.00,0.6,4.339
128,2014-06-27 22:50:00,19.532,82.000,16.4,-0.1988,0.0000,25.525,24.895,0.0112,100.00,0.6,4.339
129,2014-06-27 22:55:00,19.460,82.300,16.4,-0.1988,0.0000,25.501,24.847,0.0112,100.00,0.6,4.339
130,2014-06-27 23:00:00,19.532,82.300,16.5,-0.1988,0.0000,25.453,24.798,0.0112,100.00,0.6,4.339
131,2014-06-27 23:05:00,19.413,82.600,16.4,-0.1988,0.0000,25.404,24.726,0.0112,100.00,0.6,4.339
132,2014-06-27 23:10:00,19.555,82.800,16.6,-0.1988,0.0000,25.355,24.653,0.0112,100.00,0.6,4.333
133,2014-06-27 23:15:00,19.603,82.700,16.6,-0.1988,0.0000,25.307,24.605,0.0112,100.00,0.6,4.333
134,2014-06-27 23:20:00,19.579,82.800,16.6,-0.1988,0.0000,25.258,24.557,0.0107,100.00,0.6,4.333
135,2014-06-27 23:25:00,19.603,82.600,16.6,-0.1988,0.0000,25.234,24.508,0.0107,100.00,0.6,4.333
136,2014-06-27 23:30:00,19.460,82.600,16.4,-0.1988,0.0000,25.186,24.460,0.0107,100.00,0.6,4.333
137,2014-06-27 23:35:00,19.365,83.200,16.5,-0.1988,0.0000,25.137,24.412,0.0107,100.00,0.6,4.333
138,2014-06-27 23:40:00,19.365,83.300,16.5,-0.1988,0.0000,25.089,24.339,0.0107,100.00,0.6,4.333
139,2014-06-27 23:45:00,19.080,83.300,16.2,-0.1988,0.0000,25.065,24.291,0.0107,100.00,0.6,4.333
140,2014-06-27 23:50:00,18.866,83.800,16.1,-0.1988,0.0000,25.016,24.243,0.0107,100.00,0.6,4.333
141,2014-06-27 23:55:00,19.151,83.900,16.4,-0.1988,0.0000,24.968,24.171,0.0107,100.00,0.6,4.333
142,2014-06-28 00:00:00,19.032,83.600,16.2,-0.1988,0.0000,24.944,24.122,0.0107,100.00,0.6,4.333
143,2014-06-28 00:05:00,18.842,84.000,16.1,-0.1988,0.0000,24.895,24.074,0.0107,100.00,0.6,4.333
144,2014-06-28 00:10:00,19.056,84.200,16.3,-0.1988,0.0000,24.847,24.026,0.0107,100.00,0.6,4.333
145,2014-06-28 00:15:00,19.175,84.000,16.4,-0.1988,0.0000,24.798,23.978,0.0107,100.00,0.6,4.333
146,2014-06-28 00:20:00,19.151,83.900,16.4,-0.1988,0.0000,24.774,23.930,0.0107,100.00,0.6,4.333
147,2014-06-28 00:25:00,19.246,84.200,16.5,-0.1988,0.0000,24.726,23.905,0.0097,100.00,0.6,4.333
148,2014-06-28 00:30:00,19.080,84.200,16.4,-0.1988,0.0000,24.702,23.857,0.0097,100.00,0.6,4.333
149,2014-06-28 00:35:00,18.842,84.700,16.2,-0.1988,0.0000,24.653,23.833,0.0097,100.00,0.6,4.333
150,2014-06-28 00:40:00,18.652,85.300,16.2,-0.1988,0.0000,24.629,23.785,0.0097,100.00,0.6,4.333
151,2014-06-28 00:45:00,18.461,85.700,16.0,-0.1988,0.0000,24.581,23.737,0.0097,100.00,0.6,4.333
152,2014-06-28 00:50:00,18.319,86.300,16.0,-0.1988,0.0000,24.557,23.689,0.0097,100.00,0.6,4.333
153,2014-06-28 00:55:00,18.271,86.900,16.1,-0.1988,0.0000,24.508,23.641,0.0097,100.00,0.6,4.333
154,2014-06-28 01:00:00,18.176,87.300,16.1,-0.1988,0.0000,24.484,23.593,0.0097,100.00,0.6,4.333
155,2014-06-28 01:05:00,18.295,87.800,16.3,-0.1988,0.0000,24.436,23.545,0.0097,100.00,0.6,4.333
156,2014-06-28 01:10:00,18.224,87.900,16.2,-0.1988,0.0000,24.412,23.497,0.0097,100.00,0.6,4.333
157,2014-06-28 01:15:00,18.152,88.200,16.2,-0.1988,0.0000,24.363,23.448,0.0097,100.00,0.6,4.333
158,2014-06-28 01:20:00,17.986,88.400,16.1,-0.1988,0.0000,24.339,23.400,0.0097,100.00,0.6,4.333
159,2014-06-28 01:25:00,17.819,88.500,15.9,-0.1988,0.0000,24.291,23.352,0.0087,100.00,0.6,4.333
160,2014-06-28 01:30:00,17.843,89.000,16.0,-0.1988,0.0000,24.243,23.304,0.0087,100.00,0.6,4.333
161,2014-06-28 01:35:00,18.010,89.400,16.3,-0.1988,0.0000,24.219,23.256,0.0087,100.00,0.6,4.333
162,2014-06-28 01:40:00,17.819,89.400,16.1,-0.1988,0.0000,24.171,23.208,0.0087,100.00,0.6,4.333
163,2014-06-28 01:45:00,17.819,89.700,16.1,-0.1988,0.0000,24.146,23.160,0.0087,100.00,0.6,4.333
164,2014-06-28 01:50:00,17.843,89.900,16.2,-0.1988,0.0000,24.098,23.112,0.0087,100.00,0.6,4.333
165,2014-06-28 01:55:00,17.915,90.200,16.3,-0.1988,0.0000,24.074,23.064,0.0087,100.00,0.6,4.351
166,2014-06-28 02:00:00,17.724,90.200,16.1,-0.1988,0.0000,24.026,23.040,0.0087,100.00,0.6,4.333
167,2014-06-28 02:05:00,17.605,90.200,16.0,-0.1988,0.0000,24.002,22.992,0.0087,100.00,0.6,4.333
168,2014-06-28 02:10:00,17.582,90.500,16.0,-0.1988,0.0000,23.954,22.944,0.0087,100.00,0.6,4.333
169,2014-06-28 02:15:00,17.510,90.600,16.0,-0.1988,0.0000,23.930,22.896,0.0087,100.00,0.6,4.333
170,2014-06-28 02:20:00,17.415,90.700,15.9,-0.1988,0.0000,23.905,22.848,0.0087,100.00,0.6,4.333
171,2014-06-28 02:25:00,17.272,90.600,15.7,-0.1988,0.0000,23.857,22.824,0.0087,100.00,0.6,4.333
172,2014-06-28 02:30:00,17.249,90.900,15.8,-0.1988,0.0000,23.809,22.776,0.0087,100.00,0.6,4.333
173,2014-06-28 02:35:00,17.344,91.200,15.9,-0.1988,0.0000,23.785,22.729,0.0087,100.00,0.6,4.333
174,2014-06-28 02:40:00,17.296,91.300,15.9,-0.1988,0.0000,23.761,22.681,0.0087,100.00,0.6,4.333
175,2014-06-28 02:45:00,17.249,91.400,15.9,-0.1988,0.0000,23.713,22.657,0.0087,100.00,0.6,4.333
176,2014-06-28 02:50:00,17.177,91.600,15.8,-0.1988,0.0000,23.689,22.609,0.0087,100.00,0.6,4.327
177,2014-06-28 02:55:00,17.225,91.900,15.9,-0.1988,0.0000,23.641,22.585,0.0081,100.00,0.6,4.327
178,2014-06-28 03:00:00,17.415,92.000,16.1,-0.1988,0.0000,23.617,22.561,0.0081,100.00,0.6,4.333
179,2014-06-28 03:05:00,17.510,92.200,16.3,-0.1988,0.0000,23.593,22.537,0.0087,100.00,0.6,4.327
180,2014-06-28 03:10:00,17.772,92.300,16.5,-0.1988,0.0000,23.569,22.537,0.0081,100.00,0.6,4.327
181,2014-06-28 03:15:00,17.938,92.400,16.7,-0.1988,0.0000,23.545,22.537,0.0081,100.00,0.6,4.327
182,2014-06-28 03:20:00,18.057,92.300,16.8,-0.1988,0.0000,23.521,22.537,0.0081,100.00,0.6,4.327
183,2014-06-28 03:25:00,18.319,92.200,17.1,-0.1988,0.0000,23.497,22.537,0.0081,100.00,0.6,4.327
184,2014-06-28 03:30:00,18.509,91.800,17.2,-0.1988,0.0000,23.472,22.561,0.0087,100.00,0.6,4.327
185,2014-06-28 03:35:00,18.652,91.600,17.3,-0.1988,0.0000,23.472,22.585,0.0081,100.00,0.6,4.327
186,2014-06-28 03:40:00,18.771,91.100,17.3,-0.1988,0.0000,23.472,22.609,0.0081,100.00,0.6,4.327
187,2014-06-28 03:45:00,18.889,90.600,17.3,-0.1988,0.0000,23.448,22.633,0.0087,100.00,0.6,4.327
188,2014-06-28 03:50:00,18.937,90.200,17.3,-0.1988,0.0000,23.448,22.657,0.0087,100.00,0.6,4.327
189,2014-06-28 03:55:00,18.937,89.800,17.2,-0.1988,0.0000,23.448,22.681,0.0087,100.00,0.6,4.327
190,2014-06-28 04:00:00,18.985,89.600,17.3,-0.1988,0.0000,23.448,22.705,0.0081,100.00,0.6,4.327
191,2014-06-28 04:05:00,19.032,89.300,17.3,-0.1988,0.0000,23.448,22.729,0.0087,100.00,0.6,4.327
192,2014-06-28 04:10:00,19.032,89.100,17.2,-0.1988,0.0000,23.448,22.753,0.0087,100.00,0.6,4.327
193,2014-06-28 04:15:00,19.032,88.800,17.2,-0.1988,0.0000,23.448,22.776,0.0087,100.00,0.6,4.327
194,2014-06-28 04:20:00,19.056,88.700,17.2,-0.1988,0.0000,23.472,22.776,0.0087,100.00,0.6,4.327
195,2014-06-28 04:25:00,19.080,88.700,17.2,-0.1988,0.0000,23.448,22.800,0.0087,100.00,0.6,4.321
196,2014-06-28 04:30:00,19.103,88.500,17.2,-0.1988,0.0000,23.472,22.800,0.0087,100.00,0.6,4.321
197,2014-06-28 04:35:00,19.127,88.300,17.2,-0.1988,0.0000,23.472,22.824,0.0087,100.00,0.6,4.327
198,2014-06-28 04:40:00,19.127,88.200,17.2,-0.1988,0.0000,23.472,22.824,0.0087,100.00,0.6,4.321
199,2014-06-28 04:45:00,19.151,88.100,17.2,-0.1988,0.0000,23.472,22.848,0.0087,100.00,0.6,4.321
200,2014-06-28 04:50:00,19.175,88.000,17.2,-0.1988,0.0000,23.472,22.872,0.0087,100.00,0.6,4.321
201,2014-06-28 04:55:00,19.199,88.000,17.2,-0.1988,0.0000,23.472,22.872,0.0087,100.00,0.6,4.321
