"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2015-01-16 14:35:00,-0.1988,0.0000,0.00,604.4,25.525,21.800,2.1,15.939,15.652,0.1562,4.363
2,2015-01-16 14:40:00,-0.2039,0.0000,0.00,591.9,26.182,22.000,2.8,16.010,15.724,0.1566,4.357
3,2015-01-16 14:45:00,-0.2039,0.0000,0.00,556.9,26.329,20.900,2.2,16.082,15.796,0.1566,4.369
4,2015-01-16 14:50:00,-0.2039,0.0000,0.00,549.4,26.402,21.500,2.7,16.177,15.891,0.1566,4.393
5,2015-01-16 14:55:00,-0.2039,0.0000,0.00,551.9,26.402,23.000,3.6,16.249,15.963,0.1566,4.381
6,2015-01-16 15:00:00,-0.2039,0.0000,0.00,551.9,26.720,20.900,2.5,16.320,16.034,0.1566,4.369
7,2015-01-16 15:05:00,-0.2039,0.0000,0.00,535.6,26.646,21.100,2.6,16.368,16.106,0.1562,4.363
8,2015-01-16 15:10:00,-0.2039,0.0000,0.00,524.4,26.500,21.000,2.4,16.439,16.177,0.1562,4.418
9,2015-01-16 15:15:00,-0.2039,0.0000,0.00,511.9,25.841,21.700,2.3,16.511,16.225,0.1562,4.393
10,2015-01-16 15:20:00,-0.2039,0.0000,0.00,500.6,25.963,20.900,1.9,16.558,16.296,0.1562,4.381
11,2015-01-16 15:25:00,-0.2039,0.0000,0.00,485.6,26.085,20.800,1.9,16.630,16.368,0.1562,4.369
12,2015-01-16 15:30:00,-0.2039,0.0000,0.00,474.4,25.768,20.800,1.7,16.677,16.415,0.1562,4.363
13,2015-01-16 15:35:00,-0.2039,0.0000,0.00,461.9,25.793,21.800,2.4,16.725,16.463,0.1562,4.418
14,2015-01-16 15:40:00,-0.2039,0.0000,0.00,416.9,26.353,22.100,3.0,16.773,16.511,0.1562,4.393
15,2015-01-16 15:45:00,-0.2039,0.0000,0.00,436.9,26.671,19.800,1.7,16.820,16.558,0.1562,4.375
16,2015-01-16 15:50:00,-0.2039,0.0000,0.00,424.4,26.451,20.200,1.8,16.868,16.630,0.1562,4.363
17,2015-01-16 15:55:00,-0.2039,0.0000,0.00,408.1,25.939,23.500,3.5,16.915,16.654,0.1558,4.363
18,2015-01-16 16:00:00,-0.1988,0.0000,0.00,395.6,25.380,23.900,3.3,16.939,16.701,0.1558,4.400
19,2015-01-16 16:05:00,-0.2039,0.0000,0.00,380.6,25.817,24.900,4.3,16.987,16.749,0.1558,4.381
20,2015-01-16 16:10:00,-0.2039,0.0000,0.00,365.6,25.623,24.500,3.9,17.011,16.796,0.1558,4.369
21,2015-01-16 16:15:00,-0.2039,0.0000,0.00,351.9,25.598,23.800,3.4,17.034,16.820,0.1558,4.363
22,2015-01-16 16:20:00,-0.2039,0.0000,0.00,336.9,25.258,25.700,4.2,17.058,16.844,0.1558,4.357
23,2015-01-16 16:25:00,-0.1988,0.0000,0.00,321.9,24.702,26.300,4.1,17.082,16.868,0.1558,4.393
24,2015-01-16 16:30:00,-0.1988,0.0000,0.00,300.6,24.968,26.700,4.5,17.082,16.892,0.1558,4.381
25,2015-01-16 16:35:00,-0.1988,0.0000,0.00,209.4,23.930,27.800,4.2,17.106,16.915,0.1558,4.369
26,2015-01-16 16:40:00,-0.1988,0.0000,0.00,231.9,22.848,28.500,3.6,17.130,16.939,0.1558,4.363
27,2015-01-16 16:45:00,-0.1988,0.0000,0.00,259.4,22.585,29.900,4.1,17.130,16.939,0.1558,4.363
28,2015-01-16 16:50:00,-0.1988,0.0000,0.00,195.6,22.489,29.900,4.0,17.130,16.963,0.1551,4.369
29,2015-01-16 16:55:00,-0.1988,0.0000,0.00,71.9,22.154,31.700,4.6,17.130,16.987,0.1551,4.369
30,2015-01-16 17:00:00,-0.1988,0.0000,0.00,69.4,21.819,30.600,3.8,17.130,16.987,0.1551,4.369
31,2015-01-16 17:05:00,-0.1988,0.0000,0.00,66.9,21.581,30.500,3.5,17.130,16.987,0.1551,4.375
32,2015-01-16 17:10:00,-0.1988,0.0000,0.00,59.4,21.366,31.600,3.8,17.130,17.011,0.1551,4.375
33,2015-01-16 17:15:00,-0.1988,0.0000,0.00,41.9,21.056,30.700,3.2,17.130,17.011,0.1551,4.369
34,2015-01-16 17:20:00,-0.1988,0.0000,0.00,21.9,20.746,31.200,3.1,17.130,17.011,0.1551,4.363
35,2015-01-16 17:25:00,-0.1988,0.0000,0.00,16.9,20.579,31.400,3.1,17.130,17.011,0.1551,4.357
36,2015-01-16 17:30:00,-0.1988,0.0000,0.00,13.1,20.246,32.000,3.0,17.106,17.011,0.1551,4.357
