"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374971, SEN S/N: 10205904)","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2013-12-27 15:06:44,0.59,33.1,13.161,12.219,0.1514,-0.1988,0.0000,25.866,15.900,-1.9,4.122
2,2013-12-27 15:11:44,0.00,30.6,13.209,12.268,0.1514,-0.1988,0.0000,25.695,13.900,-3.9,4.128
3,2013-12-27 15:16:44,0.59,35.6,13.257,12.316,0.1508,-0.1988,0.0000,25.574,13.600,-4.3,4.128
4,2013-12-27 15:21:44,0.59,23.1,13.305,12.364,0.1508,-0.1988,0.0000,25.647,13.200,-4.6,4.128
5,2013-12-27 15:26:44,0.59,29.4,13.377,12.413,0.1514,-0.1988,0.0000,25.574,14.500,-3.4,4.128
6,2013-12-27 15:31:44,0.59,21.9,13.425,12.437,0.1514,-0.1988,0.0000,25.428,15.700,-2.5,4.128
7,2013-12-27 15:36:44,0.59,25.6,13.473,12.485,0.1514,-0.1988,0.0000,25.162,15.800,-2.6,4.128
8,2013-12-27 15:41:44,0.59,26.9,13.546,12.534,0.1514,-0.1988,0.0000,25.307,15.200,-3.0,4.128
9,2013-12-27 15:46:44,0.59,34.4,13.594,12.558,0.1514,-0.1988,0.0000,25.234,15.400,-2.9,4.128
10,2013-12-27 15:51:44,0.59,33.1,13.690,12.606,0.1514,-0.1988,0.0000,25.307,15.700,-2.6,4.128
11,2013-12-27 15:56:44,0.59,33.1,13.786,12.654,0.1514,-0.1988,0.0000,25.089,15.400,-3.0,4.128
12,2013-12-27 16:01:44,0.59,29.4,13.882,12.703,0.1519,-0.1988,0.0000,24.944,14.900,-3.5,4.128
13,2013-12-27 16:06:44,0.59,24.4,13.978,12.775,0.1514,-0.1988,0.0000,24.726,14.400,-4.2,4.128
14,2013-12-27 16:11:44,0.59,21.9,14.074,12.823,0.1514,-0.1988,0.0000,24.412,13.400,-5.4,4.128
15,2013-12-27 16:16:44,0.59,21.9,14.146,12.871,0.1514,-0.1988,0.0000,24.171,14.100,-4.9,4.128
16,2013-12-27 16:21:44,0.59,18.1,14.218,12.944,0.1519,-0.1988,0.0000,24.050,14.500,-4.6,4.128
17,2013-12-27 16:26:44,0.00,18.1,14.290,12.992,0.1514,-0.1988,0.0000,23.833,15.300,-4.1,4.152
18,2013-12-27 16:31:44,0.59,24.4,14.361,13.040,0.1514,-0.1988,0.0000,23.593,15.800,-3.8,4.128
19,2013-12-27 16:36:44,0.00,30.6,14.409,13.112,0.1519,-0.1988,0.0000,23.472,16.400,-3.4,4.128
20,2013-12-27 16:41:44,0.59,33.1,14.457,13.137,0.1514,-0.1988,0.0000,23.521,16.400,-3.4,4.128
21,2013-12-27 16:46:44,0.59,34.4,14.505,13.185,0.1519,-0.1988,0.0000,23.521,16.800,-3.1,4.128
22,2013-12-27 16:51:44,0.59,34.4,14.553,13.233,0.1519,-0.1988,0.0000,23.400,17.500,-2.6,4.128
23,2013-12-27 16:56:44,0.59,24.4,14.577,13.281,0.1519,-0.1988,0.0000,23.304,17.200,-2.9,4.128
24,2013-12-27 17:01:44,0.00,31.9,14.601,13.329,0.1519,-0.1988,0.0000,23.064,17.100,-3.2,4.128
25,2013-12-27 17:06:44,0.00,30.6,14.625,13.353,0.1514,-0.1988,0.0000,22.920,18.200,-2.5,4.128
26,2013-12-27 17:11:44,0.00,24.4,14.673,13.401,0.1519,-0.1988,0.0000,22.824,17.600,-3.0,4.128
27,2013-12-27 17:16:44,0.00,19.4,14.697,13.425,0.1519,-0.1988,0.0000,22.633,17.800,-3.0,4.128
28,2013-12-27 17:21:44,0.00,14.4,14.697,13.449,0.1514,-0.1988,0.0000,22.178,18.800,-2.7,4.128
29,2013-12-27 17:26:44,0.00,5.6,14.721,13.497,0.1514,-0.1988,0.0000,21.963,18.300,-3.2,4.128
30,2013-12-27 17:31:44,0.00,3.1,14.745,13.522,0.1519,-0.1988,0.0000,21.604,19.000,-3.0,4.128
31,2013-12-27 17:36:44,0.00,3.1,14.745,13.546,0.1519,-0.1988,0.0000,21.223,18.100,-4.0,4.128
