Date Time	Solar Radiation (W/m²)  #10200136	Voltage (V)  #10200856	Current (mA)  #10200856	Wetness (%)  #10205909	Temp (°F)  #10213641	RH (%)  #10213641	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10222872	Batt (V) c:5
03/25/15 17:05:02.0	24.4	-0.2039	0.0000	0.59	76.899	36.700	72.221	74.683	0.1523	4.309
03/25/15 17:10:02.0	24.4	-0.2039	0.0000	0.59	76.636	37.000	72.136	74.295	0.1523	4.321
03/25/15 17:15:02.0	23.1	-0.2039	0.0000	0.59	76.899	39.200	72.050	73.947	0.1523	4.321
03/25/15 17:20:02.0	21.9	-0.2039	0.0000	47.06	75.204	40.600	71.964	73.602	0.1514	4.321
03/25/15 17:25:02.0	20.6	-0.2039	0.0000	11.76	74.683	41.000	71.834	73.213	0.1514	4.321
03/25/15 17:30:02.0	20.6	-0.2039	0.0000	5.88	75.074	40.200	71.704	72.912	0.1514	4.321
03/25/15 17:35:02.0	19.4	-0.2039	0.0000	5.88	75.247	40.200	71.577	72.567	0.1519	4.321
03/25/15 17:40:02.0	18.1	-0.2039	0.0000	1.76	75.508	38.900	71.447	72.264	0.1519	4.327
03/25/15 17:45:02.0	16.9	-0.2039	0.0000	0.59	75.333	39.200	71.274	72.007	0.1519	4.321
03/25/15 17:50:02.0	16.9	-0.2039	0.0000	0.59	75.333	38.900	71.146	71.748	0.1519	4.321
03/25/15 17:55:02.0	15.6	-0.2039	0.0000	0.59	75.290	39.700	71.017	71.490	0.1519	4.321
03/25/15 18:00:02.0	14.4	-0.2039	0.0000	0.59	75.463	40.000	70.887	71.317	0.1519	4.321
03/25/15 18:05:02.0	13.1	-0.2039	0.0000	0.59	75.333	39.400	70.759	71.146	0.1519	4.321
03/25/15 18:10:02.0	11.9	-0.2039	0.0000	0.59	74.899	40.100	70.630	70.974	0.1523	4.321
03/25/15 18:15:02.0	11.9	-0.2039	0.0000	0.59	74.554	40.000	70.502	70.759	0.1519	4.321
03/25/15 18:20:02.0	10.6	-0.2039	0.0000	0.59	74.338	40.900	70.372	70.587	0.1523	4.321
03/25/15 18:25:02.0	9.4	-0.2039	0.0000	0.59	74.295	41.700	70.286	70.416	0.1519	4.321
03/25/15 18:30:02.0	8.1	-0.2039	0.0000	0.59	74.206	42.100	70.158	70.286	0.1519	4.321
03/25/15 18:35:02.0	6.9	-0.2039	0.0000	0.59	73.947	43.100	70.029	70.115	0.1523	4.321
03/25/15 18:40:02.0	5.6	-0.2039	0.0000	0.59	73.602	43.900	69.942	69.942	0.1523	4.321
