"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Wetness, % (LGR S/N: 10374971, SEN S/N: 10314897)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
3911,2014-05-09 04:16:44,0.6,15.342,15.963,0.1642,94.12,-0.1988,0.0000,12.823,79.900,9.5,4.291
3912,2014-05-09 04:21:44,0.6,15.342,15.963,0.1642,92.94,-0.1988,0.0000,12.727,79.700,9.3,4.291
3913,2014-05-09 04:26:44,0.6,15.318,15.939,0.1642,91.18,-0.1988,0.0000,12.678,79.500,9.2,4.291
3914,2014-05-09 04:31:44,0.6,15.294,15.915,0.1642,91.18,-0.1988,0.0000,12.654,79.200,9.2,4.291
3915,2014-05-09 04:36:44,0.6,15.270,15.915,0.1642,90.59,-0.1988,0.0000,12.654,79.300,9.2,4.291
3916,2014-05-09 04:41:44,0.6,15.270,15.891,0.1638,88.82,-0.1988,0.0000,12.654,79.200,9.2,4.291
3917,2014-05-09 04:46:44,0.6,15.247,15.867,0.1642,87.65,-0.1988,0.0000,12.654,79.000,9.1,4.291
3918,2014-05-09 04:51:44,0.6,15.223,15.867,0.1642,90.59,-0.1988,0.0000,12.582,79.000,9.1,4.291
3919,2014-05-09 04:56:44,0.6,15.223,15.843,0.1642,91.18,-0.1988,0.0000,12.509,79.100,9.0,4.291
3920,2014-05-09 05:01:44,0.6,15.199,15.843,0.1642,92.94,-0.1988,0.0000,12.485,79.500,9.0,4.291
3921,2014-05-09 05:06:44,0.6,15.175,15.819,0.1642,90.59,-0.1988,0.0000,12.437,79.300,9.0,4.291
3922,2014-05-09 05:11:44,0.6,15.151,15.796,0.1642,92.94,-0.1988,0.0000,12.389,79.400,8.9,4.291
3923,2014-05-09 05:16:44,0.6,15.151,15.796,0.1642,95.88,-0.1988,0.0000,12.413,80.100,9.1,4.291
3924,2014-05-09 05:21:44,0.6,15.127,15.772,0.1642,90.59,-0.1988,0.0000,12.364,79.800,9.0,4.291
3925,2014-05-09 05:26:44,0.6,15.103,15.748,0.1642,88.24,-0.1988,0.0000,12.316,79.400,8.9,4.291
3926,2014-05-09 05:31:44,0.6,15.079,15.748,0.1642,91.18,-0.1988,0.0000,12.340,79.600,8.9,4.291
3927,2014-05-09 05:36:44,0.6,15.079,15.724,0.1642,92.35,-0.1988,0.0000,12.389,80.000,9.0,4.291
3928,2014-05-09 05:41:44,0.6,15.055,15.724,0.1642,92.94,-0.1988,0.0000,12.437,80.200,9.1,4.291
3929,2014-05-09 05:46:44,0.6,15.031,15.700,0.1642,94.12,-0.1988,0.0000,12.461,80.500,9.2,4.291
3930,2014-05-09 05:51:44,0.6,15.031,15.676,0.1638,95.29,-0.1988,0.0000,12.509,80.700,9.3,4.291
3931,2014-05-09 05:56:44,0.6,15.008,15.676,0.1642,98.82,-0.1988,0.0000,12.437,81.200,9.3,4.291
3932,2014-05-09 06:01:44,0.6,15.008,15.652,0.1642,100.00,-0.1988,0.0000,12.485,81.900,9.5,4.291
3933,2014-05-09 06:06:44,0.6,14.984,15.652,0.1642,100.00,-0.1988,0.0000,12.461,82.500,9.6,4.291
3934,2014-05-09 06:11:44,0.6,14.984,15.629,0.1642,100.00,-0.1988,0.0000,12.413,82.800,9.6,4.291
3935,2014-05-09 06:16:44,0.6,14.984,15.629,0.1642,100.00,-0.1988,0.0000,12.316,82.700,9.5,4.291
3936,2014-05-09 06:21:44,0.6,14.960,15.605,0.1642,99.41,-0.1988,0.0000,12.292,82.400,9.4,4.291
3937,2014-05-09 06:26:44,0.6,14.960,15.605,0.1642,98.24,-0.1988,0.0000,12.292,82.300,9.4,4.291
3938,2014-05-09 06:31:44,3.1,14.936,15.581,0.1642,95.88,-0.1988,0.0000,12.268,82.000,9.3,4.291
3939,2014-05-09 06:36:44,8.1,14.936,15.581,0.1642,95.29,-0.1988,0.0000,12.268,81.700,9.2,4.291
3940,2014-05-09 06:41:44,9.4,14.912,15.557,0.1642,95.29,-0.1988,0.0000,12.389,81.900,9.4,4.291
3941,2014-05-09 06:46:44,11.9,14.912,15.557,0.1642,94.12,-0.1988,0.0000,12.534,82.300,9.6,4.291
3942,2014-05-09 06:51:44,13.1,14.912,15.533,0.1642,87.06,-0.1988,0.0000,12.727,82.000,9.7,4.291
3943,2014-05-09 06:56:44,14.4,14.888,15.533,0.1642,74.12,-0.1988,0.0000,12.896,80.000,9.5,4.291
3944,2014-05-09 07:01:44,15.6,14.912,15.533,0.1642,64.12,-0.1988,0.0000,13.137,79.100,9.6,4.291
3945,2014-05-09 07:06:44,16.9,14.912,15.509,0.1642,61.76,-0.1988,0.0000,13.377,78.300,9.7,4.297
3946,2014-05-09 07:11:44,16.9,14.912,15.509,0.1642,55.88,-0.1988,0.0000,13.618,77.800,9.8,4.297
3947,2014-05-09 07:16:44,14.4,14.936,15.509,0.1642,58.24,-0.1988,0.0000,13.834,77.400,10.0,4.309
3948,2014-05-09 07:21:44,13.1,14.936,15.509,0.1642,55.88,-0.1988,0.0000,14.002,77.000,10.0,4.297
3949,2014-05-09 07:26:44,24.4,14.960,15.485,0.1642,57.65,-0.1988,0.0000,14.170,77.700,10.3,4.297
3950,2014-05-09 07:31:44,28.1,14.960,15.485,0.1642,44.71,-0.1988,0.0000,14.361,77.500,10.5,4.303
3951,2014-05-09 07:36:44,24.4,14.984,15.509,0.1642,38.82,-0.1988,0.0000,14.553,76.400,10.5,4.309
3952,2014-05-09 07:41:44,20.6,15.008,15.509,0.1642,45.29,-0.1988,0.0000,14.792,75.700,10.6,4.309
3953,2014-05-09 07:46:44,26.9,15.031,15.509,0.1642,36.47,-0.1988,0.0000,14.936,74.000,10.4,4.315
3954,2014-05-09 07:51:44,40.6,15.055,15.509,0.1642,31.76,-0.1988,0.0000,15.079,73.900,10.5,4.315
3955,2014-05-09 07:56:44,26.9,15.079,15.533,0.1642,33.53,-0.1988,0.0000,15.366,73.500,10.7,4.321
3956,2014-05-09 08:01:44,41.9,15.103,15.533,0.1642,28.24,-0.1988,0.0000,15.342,72.800,10.5,4.321
3957,2014-05-09 08:06:44,30.6,15.127,15.533,0.1642,25.88,-0.1988,0.0000,15.414,73.200,10.7,4.321
3958,2014-05-09 08:11:44,29.4,15.151,15.557,0.1642,17.65,-0.1988,0.0000,15.843,73.100,11.0,4.321
3959,2014-05-09 08:16:44,29.4,15.199,15.581,0.1642,12.35,-0.1988,0.0000,16.415,71.500,11.3,4.327
3960,2014-05-09 08:21:44,29.4,15.223,15.581,0.1642,24.12,-0.1988,0.0000,16.344,70.200,10.9,4.327
3961,2014-05-09 08:26:44,26.9,15.247,15.605,0.1642,14.71,-0.1988,0.0000,16.106,71.000,10.9,4.333
3962,2014-05-09 08:31:44,28.1,15.270,15.605,0.1642,17.06,-0.1988,0.0000,16.320,71.100,11.1,4.333
3963,2014-05-09 08:36:44,26.9,15.294,15.629,0.1642,10.59,-0.1988,0.0000,16.773,70.100,11.3,4.321
3964,2014-05-09 08:41:44,26.9,15.342,15.629,0.1642,22.35,-0.1988,0.0000,17.225,68.600,11.4,4.327
3965,2014-05-09 08:46:44,220.6,15.390,15.652,0.1642,21.76,-0.1988,0.0000,17.368,66.900,11.2,4.321
3966,2014-05-09 08:51:44,29.4,15.414,15.676,0.1642,22.35,-0.1988,0.0000,17.558,65.900,11.1,4.327
3967,2014-05-09 08:56:44,25.6,15.461,15.700,0.1642,22.35,-0.1988,0.0000,17.653,65.500,11.1,4.333
3968,2014-05-09 09:01:44,25.6,15.485,15.724,0.1642,22.35,-0.1988,0.0000,17.772,65.300,11.2,4.321
3969,2014-05-09 09:06:44,26.9,15.533,15.748,0.1642,23.53,-0.1988,0.0000,17.915,66.200,11.5,4.321
3970,2014-05-09 09:11:44,25.6,15.581,15.748,0.1642,21.76,-0.1988,0.0000,18.105,64.900,11.4,4.321
3971,2014-05-09 09:16:44,88.1,15.605,15.772,0.1642,22.35,-0.1988,0.0000,18.129,65.100,11.5,4.333
3972,2014-05-09 09:21:44,86.9,15.652,15.819,0.1642,20.59,-0.1988,0.0000,18.319,64.200,11.5,4.333
3973,2014-05-09 09:26:44,34.4,15.700,15.819,0.1642,18.24,-0.1988,0.0000,18.628,62.500,11.3,4.321
3974,2014-05-09 09:31:44,43.1,15.724,15.843,0.1642,17.65,-0.1988,0.0000,18.842,62.500,11.5,4.321
3975,2014-05-09 09:36:44,30.6,15.772,15.867,0.1642,20.59,-0.1988,0.0000,18.771,62.300,11.4,4.327
3976,2014-05-09 09:41:44,28.1,15.819,15.915,0.1642,16.47,-0.1988,0.0000,18.961,61.400,11.4,4.333
3977,2014-05-09 09:46:44,73.1,15.867,15.939,0.1642,18.82,-0.1988,0.0000,19.175,61.400,11.6,4.321
3978,2014-05-09 09:51:44,226.9,15.915,15.963,0.1642,14.71,-0.1988,0.0000,19.222,60.700,11.5,4.321
3979,2014-05-09 09:56:44,46.9,15.939,15.986,0.1638,14.12,-0.1988,0.0000,19.460,59.800,11.5,4.321
3980,2014-05-09 10:01:44,44.4,15.986,16.010,0.1642,16.47,-0.1988,0.0000,19.318,60.500,11.5,4.333
3981,2014-05-09 10:06:44,29.4,16.034,16.034,0.1642,14.71,-0.1988,0.0000,19.199,60.300,11.3,4.333
3982,2014-05-09 10:11:44,28.1,16.082,16.082,0.1638,14.12,-0.1988,0.0000,19.341,59.200,11.2,4.321
3983,2014-05-09 10:16:44,28.1,16.106,16.106,0.1638,14.12,-0.1988,0.0000,19.674,59.400,11.6,4.321
3984,2014-05-09 10:21:44,26.9,16.153,16.129,0.1638,14.12,-0.1988,0.0000,19.793,58.100,11.3,4.321
3985,2014-05-09 10:26:44,31.9,16.201,16.153,0.1638,13.53,-0.1988,0.0000,19.888,58.500,11.5,4.333
3986,2014-05-09 10:31:44,91.9,16.249,16.201,0.1638,13.53,-0.1988,0.0000,19.912,57.600,11.3,4.333
3987,2014-05-09 10:36:44,31.9,16.296,16.225,0.1638,12.35,-0.1988,0.0000,20.293,58.300,11.9,4.321
3988,2014-05-09 10:41:44,30.6,16.344,16.249,0.1638,11.76,-0.1988,0.0000,20.484,56.900,11.7,4.321
3989,2014-05-09 10:46:44,29.4,16.415,16.296,0.1638,11.76,-0.1988,0.0000,20.436,56.600,11.5,4.321
3990,2014-05-09 10:51:44,30.6,16.463,16.320,0.1638,15.29,-0.1988,0.0000,20.388,58.400,12.0,4.333
3991,2014-05-09 10:56:44,29.4,16.511,16.368,0.1642,13.53,-0.1988,0.0000,20.603,58.200,12.1,4.339
3992,2014-05-09 11:01:44,29.4,16.558,16.392,0.1638,12.35,-0.1988,0.0000,20.793,56.600,11.9,4.327
3993,2014-05-09 11:06:44,30.6,16.606,16.439,0.1638,12.35,-0.1988,0.0000,20.841,55.900,11.7,4.321
3994,2014-05-09 11:11:44,30.6,16.654,16.463,0.1638,10.00,-0.1988,0.0000,21.056,55.100,11.7,4.321
3995,2014-05-09 11:16:44,30.6,16.701,16.511,0.1638,9.41,-0.1988,0.0000,21.032,55.500,11.8,4.333
3996,2014-05-09 11:21:44,33.1,16.749,16.534,0.1638,10.00,-0.1988,0.0000,21.485,54.000,11.8,4.333
3997,2014-05-09 11:26:44,33.1,16.796,16.582,0.1638,11.76,-0.1988,0.0000,21.342,55.000,12.0,4.321
3998,2014-05-09 11:31:44,34.4,16.844,16.606,0.1638,8.24,-0.1988,0.0000,21.867,53.100,11.9,4.321
3999,2014-05-09 11:36:44,35.6,16.892,16.654,0.1638,8.24,-0.1988,0.0000,21.891,52.600,11.8,4.321
4000,2014-05-09 11:41:44,30.6,16.939,16.677,0.1638,7.65,-0.1988,0.0000,21.843,52.400,11.7,4.339
4001,2014-05-09 11:46:44,31.9,16.987,16.725,0.1638,8.82,-0.1988,0.0000,22.202,52.000,11.9,4.327
4002,2014-05-09 11:51:44,33.1,17.034,16.749,0.1638,8.24,-0.1988,0.0000,22.082,52.500,11.9,4.321
4003,2014-05-09 11:56:44,34.4,17.106,16.796,0.1638,8.82,-0.1988,0.0000,22.561,53.100,12.5,4.321
4004,2014-05-09 12:01:44,35.6,17.177,16.844,0.1638,11.18,-0.1988,0.0000,22.154,53.900,12.4,4.333
4005,2014-05-09 12:06:44,34.4,17.225,16.868,0.1638,10.59,-0.1988,0.0000,22.058,54.600,12.5,4.333
4006,2014-05-09 12:11:44,35.6,17.296,16.915,0.1638,9.41,-0.1988,0.0000,22.729,53.100,12.7,4.321
4007,2014-05-09 12:16:44,35.6,17.368,16.963,0.1638,12.35,-0.1988,0.0000,22.369,53.900,12.6,4.321
4008,2014-05-09 12:21:44,35.6,17.415,17.011,0.1638,14.12,-0.1988,0.0000,22.250,55.300,12.9,4.321
4009,2014-05-09 12:26:44,35.6,17.463,17.058,0.1638,11.76,-0.1988,0.0000,22.321,55.400,13.0,4.339
4010,2014-05-09 12:31:44,34.4,17.534,17.082,0.1638,14.12,-0.1988,0.0000,21.772,57.100,12.9,4.333
4011,2014-05-09 12:36:44,35.6,17.582,17.130,0.1638,12.94,-0.1988,0.0000,22.226,55.800,13.0,4.321
4012,2014-05-09 12:41:44,38.1,17.653,17.177,0.1638,12.94,-0.1988,0.0000,21.987,55.800,12.8,4.321
4013,2014-05-09 12:46:44,38.1,17.701,17.225,0.1638,13.53,-0.1988,0.0000,21.748,56.700,12.8,4.321
4014,2014-05-09 12:51:44,34.4,17.772,17.272,0.1638,15.88,-0.1988,0.0000,21.724,58.300,13.2,4.339
4015,2014-05-09 12:56:44,35.6,17.843,17.320,0.1638,14.71,-0.1988,0.0000,21.581,57.700,12.9,4.327
4016,2014-05-09 13:01:44,41.9,17.891,17.368,0.1638,14.71,-0.1988,0.0000,21.915,57.200,13.1,4.321
4017,2014-05-09 13:06:44,38.1,17.962,17.415,0.1638,12.94,-0.1988,0.0000,21.652,57.800,13.0,4.321
4018,2014-05-09 13:11:44,39.4,18.033,17.463,0.1638,12.94,-0.1988,0.0000,22.178,57.200,13.3,4.321
4019,2014-05-09 13:16:44,34.4,18.105,17.510,0.1638,14.12,-0.1988,0.0000,22.441,56.400,13.4,4.333
4020,2014-05-09 13:21:44,34.4,18.152,17.558,0.1638,12.94,-0.1988,0.0000,22.441,55.300,13.1,4.321
4021,2014-05-09 13:26:44,38.1,18.224,17.605,0.1638,12.35,-0.1988,0.0000,22.202,55.800,13.0,4.321
4022,2014-05-09 13:31:44,34.4,18.271,17.653,0.1642,13.53,-0.1988,0.0000,22.082,55.800,12.9,4.321
4023,2014-05-09 13:36:44,34.4,18.366,17.701,0.1642,14.71,-0.1988,0.0000,21.963,55.600,12.7,4.339
4024,2014-05-09 13:41:44,35.6,18.461,17.748,0.1638,12.35,-0.1988,0.0000,21.987,55.200,12.6,4.327
4025,2014-05-09 13:46:44,34.4,18.604,17.796,0.1642,12.35,-0.1988,0.0000,22.226,55.700,13.0,4.321
4026,2014-05-09 13:51:44,35.6,18.723,17.867,0.1642,10.59,-0.1988,0.0000,22.345,53.800,12.5,4.321
4027,2014-05-09 13:56:44,35.6,18.818,17.938,0.1642,10.00,-0.1988,0.0000,22.633,53.800,12.8,4.333
4028,2014-05-09 14:01:44,36.9,18.889,18.010,0.1638,8.82,-0.1988,0.0000,22.848,53.000,12.8,4.321
4029,2014-05-09 14:06:44,35.6,18.913,18.081,0.1642,8.24,-0.1988,0.0000,23.136,51.400,12.6,4.321
4030,2014-05-09 14:11:44,35.6,18.937,18.129,0.1642,8.24,-0.1988,0.0000,23.088,51.500,12.6,4.321
4031,2014-05-09 14:16:44,35.6,18.961,18.176,0.1642,8.24,-0.1988,0.0000,23.304,52.100,12.9,4.321
4032,2014-05-09 14:21:44,34.4,18.961,18.224,0.1642,8.82,-0.1988,0.0000,22.681,52.500,12.5,4.327
4033,2014-05-09 14:26:44,35.6,18.985,18.271,0.1638,8.82,-0.1988,0.0000,22.705,52.300,12.4,4.333
4034,2014-05-09 14:31:44,39.4,19.008,18.295,0.1642,7.06,-0.1988,0.0000,23.040,50.200,12.1,4.321
4035,2014-05-09 14:36:44,38.1,19.032,18.319,0.1642,8.82,-0.1988,0.0000,22.944,50.900,12.3,4.321
4036,2014-05-09 14:41:44,39.4,19.056,18.366,0.1638,7.06,-0.1988,0.0000,23.016,49.500,11.9,4.321
4037,2014-05-09 14:46:44,35.6,19.103,18.390,0.1642,7.06,-0.1988,0.0000,22.681,50.700,12.0,4.339
4038,2014-05-09 14:51:44,36.9,19.246,18.414,0.1642,7.06,-0.1988,0.0000,23.016,50.800,12.3,4.327
4039,2014-05-09 14:56:44,40.6,19.508,18.485,0.1642,7.65,-0.1988,0.0000,22.753,51.100,12.1,4.345
4040,2014-05-09 15:01:44,36.9,19.984,18.580,0.1642,7.06,-0.1988,0.0000,22.800,50.300,11.9,4.375
4041,2014-05-09 15:06:44,35.6,20.460,18.723,0.1642,7.06,-0.1937,0.0000,22.465,50.200,11.6,4.357
4042,2014-05-09 15:11:44,38.1,20.650,18.889,0.1648,7.65,-0.1988,0.0000,22.250,50.200,11.4,4.345
4043,2014-05-09 15:16:44,38.1,20.698,19.056,0.1648,8.24,-0.1988,0.0000,21.987,51.100,11.4,4.339
4044,2014-05-09 15:21:44,40.6,20.674,19.175,0.1648,5.88,-0.1988,0.0000,22.561,50.900,11.9,4.333
4045,2014-05-09 15:26:44,41.9,20.603,19.270,0.1648,7.65,-0.1988,0.0000,21.915,51.200,11.4,4.333
4046,2014-05-09 15:31:44,36.9,20.531,19.341,0.1648,8.24,-0.1988,0.0000,21.987,52.200,11.8,4.327
4047,2014-05-09 15:36:44,43.1,20.484,19.365,0.1648,10.00,-0.1988,0.0000,22.058,53.100,12.1,4.321
4048,2014-05-09 15:41:44,41.9,20.436,19.389,0.1648,9.41,-0.1988,0.0000,21.915,52.700,11.8,4.321
4049,2014-05-09 15:46:44,40.6,20.460,19.413,0.1648,8.82,-0.1988,0.0000,22.178,52.900,12.1,4.321
4050,2014-05-09 15:51:44,39.4,20.460,19.436,0.1642,8.82,-0.1988,0.0000,22.321,52.200,12.1,4.321
4051,2014-05-09 15:56:44,38.1,20.460,19.460,0.1648,9.41,-0.1988,0.0000,22.393,53.500,12.5,4.333
4052,2014-05-09 16:01:44,40.6,20.460,19.484,0.1642,8.82,-0.1988,0.0000,22.345,52.200,12.1,4.321
4053,2014-05-09 16:06:44,39.4,20.436,19.508,0.1648,10.00,-0.1988,0.0000,21.891,53.900,12.2,4.321
4054,2014-05-09 16:11:44,40.6,20.388,19.532,0.1642,7.65,-0.1988,0.0000,22.154,51.500,11.7,4.321
4055,2014-05-09 16:16:44,40.6,20.341,19.532,0.1642,10.00,-0.1988,0.0000,21.915,53.800,12.1,4.339
4056,2014-05-09 16:21:44,41.9,20.293,19.532,0.1642,9.41,-0.1988,0.0000,22.058,53.500,12.2,4.327
4057,2014-05-09 16:26:44,41.9,20.293,19.532,0.1642,8.82,-0.1988,0.0000,22.250,54.000,12.5,4.321
4058,2014-05-09 16:31:44,40.6,20.341,19.532,0.1642,10.59,-0.1988,0.0000,22.154,54.200,12.5,4.321
4059,2014-05-09 16:36:44,53.1,20.484,19.555,0.1642,8.82,-0.1988,0.0000,22.034,52.600,11.9,4.321
4060,2014-05-09 16:41:44,100.6,20.722,19.603,0.1642,8.82,-0.1988,0.0000,22.250,52.900,12.2,4.327
4061,2014-05-09 16:46:44,39.4,21.032,19.674,0.1642,8.82,-0.1988,0.0000,22.274,52.700,12.2,4.333
4062,2014-05-09 16:51:44,40.6,21.223,19.770,0.1648,8.82,-0.1988,0.0000,22.250,54.100,12.5,4.321
4063,2014-05-09 16:56:44,40.6,21.318,19.888,0.1648,10.00,-0.1988,0.0000,21.987,54.000,12.3,4.321
4064,2014-05-09 17:01:44,141.9,21.366,19.984,0.1642,10.00,-0.1988,0.0000,22.345,53.900,12.6,4.321
4065,2014-05-09 17:06:44,38.1,21.318,20.079,0.1648,8.82,-0.1988,0.0000,22.585,53.500,12.7,4.327
4066,2014-05-09 17:11:44,125.6,21.246,20.126,0.1642,10.00,-0.1988,0.0000,22.154,53.800,12.4,4.333
4067,2014-05-09 17:16:44,263.1,21.175,20.150,0.1648,10.59,-0.1988,0.0000,22.178,53.800,12.4,4.321
4068,2014-05-09 17:21:44,306.9,21.103,20.174,0.1648,11.76,-0.1988,0.0000,22.034,55.100,12.6,4.321
4069,2014-05-09 17:26:44,213.1,21.032,20.174,0.1642,11.76,-0.1988,0.0000,22.058,55.400,12.7,4.321
4070,2014-05-09 17:31:44,60.6,20.960,20.174,0.1642,13.53,-0.1988,0.0000,22.034,56.100,12.9,4.333
4071,2014-05-09 17:36:44,48.1,20.889,20.150,0.1642,14.71,-0.1988,0.0000,21.963,58.100,13.4,4.321
4072,2014-05-09 17:41:44,38.1,20.817,20.126,0.1642,17.65,-0.1988,0.0000,21.199,60.000,13.1,4.321
4073,2014-05-09 17:46:44,39.4,20.746,20.103,0.1642,17.65,-0.1988,0.0000,21.461,60.000,13.4,4.321
4074,2014-05-09 17:51:44,38.1,20.698,20.103,0.1642,20.59,-0.1988,0.0000,20.841,61.400,13.2,4.321
4075,2014-05-09 17:56:44,45.6,20.650,20.079,0.1642,18.82,-0.1988,0.0000,20.984,61.900,13.4,4.339
4076,2014-05-09 18:01:44,33.1,20.603,20.055,0.1642,18.82,-0.1988,0.0000,21.032,61.000,13.2,4.333
4077,2014-05-09 18:06:44,31.9,20.555,20.031,0.1642,22.35,-0.1988,0.0000,20.436,62.900,13.1,4.321
4078,2014-05-09 18:11:44,29.4,20.507,20.007,0.1642,21.76,-0.1988,0.0000,20.317,63.800,13.3,4.327
4079,2014-05-09 18:16:44,29.4,20.460,19.984,0.1642,18.82,-0.1988,0.0000,21.056,61.800,13.5,4.321
4080,2014-05-09 18:21:44,26.9,20.436,19.960,0.1642,21.18,-0.1988,0.0000,20.650,62.100,13.2,4.321
4081,2014-05-09 18:26:44,26.9,20.412,19.936,0.1642,22.94,-0.1988,0.0000,20.460,62.500,13.1,4.321
4082,2014-05-09 18:31:44,25.6,20.341,19.912,0.1642,21.18,-0.1988,0.0000,21.127,61.600,13.5,4.321
4083,2014-05-09 18:36:44,24.4,20.293,19.888,0.1642,21.76,-0.1988,0.0000,21.103,61.000,13.3,4.321
4084,2014-05-09 18:41:44,21.9,20.246,19.865,0.1642,24.12,-0.1988,0.0000,20.650,62.500,13.3,4.321
4085,2014-05-09 18:46:44,21.9,20.198,19.841,0.1642,22.35,-0.1988,0.0000,20.650,62.500,13.3,4.321
4086,2014-05-09 18:51:44,19.4,20.126,19.817,0.1642,25.88,-0.1988,0.0000,20.246,63.600,13.1,4.339
4087,2014-05-09 18:56:44,16.9,20.079,19.793,0.1642,25.88,-0.1988,0.0000,19.770,64.800,13.0,4.327
4088,2014-05-09 19:01:44,13.1,20.031,19.746,0.1642,28.82,-0.1988,0.0000,19.722,65.200,13.0,4.321
4089,2014-05-09 19:06:44,10.6,19.984,19.722,0.1642,32.94,-0.1988,0.0000,19.413,66.600,13.1,4.321
4090,2014-05-09 19:11:44,8.1,19.912,19.698,0.1642,34.71,-0.1988,0.0000,19.294,67.100,13.1,4.321
4091,2014-05-09 19:16:44,5.6,19.865,19.674,0.1642,38.82,-0.1988,0.0000,19.246,67.900,13.2,4.321
4092,2014-05-09 19:21:44,1.9,19.793,19.627,0.1638,35.88,-0.1988,0.0000,19.080,67.700,13.0,4.321
4093,2014-05-09 19:26:44,1.9,19.746,19.603,0.1638,38.24,-0.1988,0.0000,18.794,68.000,12.8,4.321
4094,2014-05-09 19:31:44,0.6,19.698,19.555,0.1638,40.59,-0.1988,0.0000,18.604,68.400,12.7,4.321
4095,2014-05-09 19:36:44,0.6,19.627,19.532,0.1638,38.82,-0.1988,0.0000,18.509,68.100,12.5,4.315
4096,2014-05-09 19:41:44,0.6,19.555,19.484,0.1638,42.35,-0.1988,0.0000,18.247,69.100,12.5,4.321
4097,2014-05-09 19:46:44,0.6,19.508,19.460,0.1638,44.12,-0.1988,0.0000,18.105,69.700,12.5,4.315
4098,2014-05-09 19:51:44,0.6,19.436,19.413,0.1642,44.12,-0.1988,0.0000,18.033,69.800,12.5,4.315
4099,2014-05-09 19:56:44,0.6,19.365,19.365,0.1638,45.88,-0.1988,0.0000,17.915,69.800,12.3,4.315
4100,2014-05-09 20:01:44,0.6,19.318,19.341,0.1638,47.65,-0.1988,0.0000,17.867,70.100,12.4,4.315
4101,2014-05-09 20:06:44,0.6,19.246,19.294,0.1642,50.59,-0.1988,0.0000,17.796,70.500,12.4,4.315
4102,2014-05-09 20:11:44,0.6,19.199,19.246,0.1642,51.18,-0.1988,0.0000,17.605,70.800,12.3,4.315
4103,2014-05-09 20:16:44,0.6,19.127,19.222,0.1638,53.53,-0.1988,0.0000,17.463,71.000,12.2,4.315
4104,2014-05-09 20:21:44,0.6,19.080,19.175,0.1638,51.18,-0.1988,0.0000,17.415,71.200,12.2,4.315
4105,2014-05-09 20:26:44,0.6,19.032,19.127,0.1638,47.06,-0.1988,0.0000,17.415,70.800,12.1,4.315
4106,2014-05-09 20:31:44,0.6,18.985,19.103,0.1642,44.12,-0.1988,0.0000,17.272,70.000,11.8,4.315
4107,2014-05-09 20:36:44,0.6,18.913,19.056,0.1638,47.06,-0.1988,0.0000,16.963,70.500,11.6,4.309
4108,2014-05-09 20:41:44,0.6,18.866,19.008,0.1638,46.47,-0.1988,0.0000,16.892,70.700,11.6,4.309
4109,2014-05-09 20:46:44,0.6,18.794,18.961,0.1638,52.35,-0.1988,0.0000,16.677,71.200,11.5,4.309
4110,2014-05-09 20:51:44,0.6,18.747,18.937,0.1638,50.59,-0.1988,0.0000,16.701,71.500,11.5,4.309
4111,2014-05-09 20:56:44,0.6,18.699,18.889,0.1638,54.12,-0.1988,0.0000,16.534,71.500,11.4,4.309
4112,2014-05-09 21:01:44,0.6,18.628,18.866,0.1638,55.88,-0.1988,0.0000,16.320,72.300,11.3,4.309
4113,2014-05-09 21:06:44,0.6,18.580,18.818,0.1638,56.47,-0.1988,0.0000,16.225,72.500,11.3,4.309
4114,2014-05-09 21:11:44,0.6,18.533,18.771,0.1638,58.82,-0.1988,0.0000,16.225,72.600,11.3,4.309
4115,2014-05-09 21:16:44,0.6,18.461,18.723,0.1638,55.88,-0.1988,0.0000,16.201,72.500,11.3,4.309
4116,2014-05-09 21:21:44,0.6,18.414,18.699,0.1638,58.24,-0.1988,0.0000,16.201,72.700,11.3,4.309
4117,2014-05-09 21:26:44,0.6,18.366,18.652,0.1638,55.88,-0.1988,0.0000,16.201,72.500,11.3,4.309
4118,2014-05-09 21:31:44,0.6,18.319,18.628,0.1638,56.47,-0.1988,0.0000,16.177,72.500,11.2,4.303
4119,2014-05-09 21:36:44,0.6,18.295,18.580,0.1638,57.65,-0.1988,0.0000,16.106,72.700,11.2,4.303
4120,2014-05-09 21:41:44,0.6,18.247,18.533,0.1638,59.41,-0.1988,0.0000,16.058,72.900,11.2,4.321
4121,2014-05-09 21:46:44,0.6,18.200,18.509,0.1638,58.82,-0.1988,0.0000,16.010,72.900,11.2,4.303
4122,2014-05-09 21:51:44,0.6,18.176,18.485,0.1638,62.35,-0.1988,0.0000,15.986,73.600,11.3,4.303
