"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Current, mA (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","RH, % (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","DewPt, °C (LGR S/N: 10214685, SEN S/N: 10213635)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365534, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365547, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214685, SEN S/N: 10374524)","Wetness, % (LGR S/N: 10214685, SEN S/N: 10374913)","Solar Radiation, W/m² (LGR S/N: 10214685, SEN S/N: 10378948)","Batt, V (LGR S/N: 10214685)"
1,2014-06-06 09:56:44,-0.1988,0.0000,24.702,56.700,15.6,27.038,30.369,0.0161,1.76,790.6,4.333
2,2014-06-06 10:01:44,-0.1988,0.0000,24.992,55.800,15.6,27.358,30.900,0.0166,1.76,814.4,4.381
3,2014-06-06 10:06:44,-0.1988,0.0000,24.823,55.900,15.4,27.702,31.357,0.0166,1.76,825.6,4.363
4,2014-06-06 10:11:44,-0.1988,0.0000,23.954,55.800,14.6,28.023,31.791,0.0166,1.76,830.6,4.357
5,2014-06-06 10:16:44,-0.1988,0.0000,24.146,56.600,15.0,28.345,32.201,0.0186,1.76,839.4,4.345
6,2014-06-06 10:21:44,-0.1988,0.0000,25.525,54.900,15.8,28.667,32.613,0.0186,2.35,861.9,4.345
7,2014-06-06 10:26:44,-0.1988,0.0000,25.355,54.300,15.5,28.965,33.079,0.0190,2.35,869.4,4.393
8,2014-06-06 10:31:44,-0.1988,0.0000,25.793,51.300,15.0,29.290,33.548,0.0190,1.76,884.4,4.369
9,2014-06-06 10:36:44,-0.1988,0.0000,25.841,51.900,15.2,29.615,34.071,0.0200,2.35,891.9,4.363
10,2014-06-06 10:41:44,-0.1988,0.0000,25.768,50.800,14.8,29.966,34.572,0.0200,2.35,889.4,4.351
11,2014-06-06 10:46:44,-0.1988,0.0000,26.061,50.600,15.0,30.293,35.075,0.0205,2.35,904.4,4.345
12,2014-06-06 10:51:44,-0.1988,0.0000,26.304,50.500,15.2,30.646,35.582,0.0205,2.35,911.9,4.339
13,2014-06-06 10:56:44,-0.1988,0.0000,26.769,49.400,15.3,31.001,36.092,0.0205,2.35,918.1,4.387
14,2014-06-06 11:01:44,-0.1988,0.0000,27.112,48.400,15.3,31.357,36.579,0.0214,2.35,920.6,4.363
15,2014-06-06 11:06:44,-0.1988,0.0000,26.475,48.300,14.7,31.714,37.069,0.0224,2.35,933.1,4.357
16,2014-06-06 11:11:44,-0.1988,0.0000,25.987,49.800,14.7,32.098,37.563,0.0228,2.35,933.1,4.375
17,2014-06-06 11:16:44,-0.1988,0.0000,26.744,48.300,14.9,32.458,38.060,0.0228,2.35,938.1,4.345
18,2014-06-06 11:21:44,-0.1988,0.0000,26.891,48.000,15.0,32.794,38.504,0.0238,2.35,943.1,4.339
19,2014-06-06 11:26:44,-0.1988,0.0000,26.940,47.900,15.0,33.157,38.952,0.0238,2.35,943.1,4.381
20,2014-06-06 11:31:44,-0.1988,0.0000,27.974,45.900,15.3,33.521,39.403,0.0247,2.35,945.6,4.363
21,2014-06-06 11:36:44,-0.1988,0.0000,28.196,46.900,15.8,33.861,39.829,0.0252,2.35,958.1,4.357
22,2014-06-06 11:41:44,-0.1988,0.0000,26.304,46.800,14.0,34.202,40.257,0.0252,1.76,958.1,4.351
23,2014-06-06 11:46:44,-0.1988,0.0000,27.284,47.400,15.1,34.545,40.660,0.0252,1.76,959.4,4.345
24,2014-06-06 11:51:44,-0.1988,0.0063,27.949,46.100,15.3,34.863,40.978,0.0261,2.35,961.9,4.339
25,2014-06-06 11:56:44,-0.1988,0.0000,27.382,44.800,14.3,35.182,41.239,0.0261,1.76,959.4,4.381
26,2014-06-06 12:01:44,-0.1988,0.0000,27.653,44.800,14.6,35.448,41.385,0.0270,2.35,960.6,4.363
27,2014-06-06 12:06:44,-0.1988,0.0000,28.444,44.600,15.2,35.689,41.473,0.0270,2.35,959.4,4.357
28,2014-06-06 12:11:44,-0.1988,0.0000,28.593,42.700,14.7,35.904,41.531,0.0274,2.35,964.4,4.351
29,2014-06-06 12:16:44,-0.1988,0.0000,28.891,43.000,15.1,36.092,41.531,0.0274,2.35,958.1,4.345
30,2014-06-06 12:21:44,-0.1988,0.0000,28.667,41.300,14.2,36.227,41.473,0.0274,1.76,959.4,4.381
31,2014-06-06 12:26:44,-0.1988,0.0000,27.604,42.900,13.9,36.362,41.385,0.0283,1.76,951.9,4.381
32,2014-06-06 12:31:44,-0.1988,0.0000,29.065,41.900,14.8,36.444,41.268,0.0288,2.35,945.6,4.363
33,2014-06-06 12:36:44,-0.1988,0.0000,29.490,42.200,15.3,36.552,41.210,0.0288,1.76,943.1,4.357
34,2014-06-06 12:41:44,-0.1988,0.0000,28.369,44.900,15.3,36.606,41.239,0.0288,1.76,938.1,4.351
35,2014-06-06 12:46:44,-0.1988,0.0000,27.407,45.900,14.7,36.688,41.356,0.0297,1.18,933.1,4.345
36,2014-06-06 12:51:44,-0.1988,0.0000,27.628,46.000,15.0,36.796,41.531,0.0297,1.18,926.9,4.436
37,2014-06-06 12:56:44,-0.1988,0.0000,26.842,48.400,15.1,36.905,41.736,0.0297,1.18,926.9,4.375
38,2014-06-06 13:01:44,-0.1988,0.0000,26.916,47.400,14.8,37.042,41.942,0.0306,1.18,916.9,4.363
39,2014-06-06 13:06:44,-0.1988,0.0000,27.259,46.700,14.9,37.178,42.179,0.0297,1.18,909.4,4.357
40,2014-06-06 13:11:44,-0.1988,0.0000,26.769,47.600,14.7,37.315,42.416,0.0306,1.18,906.9,4.351
41,2014-06-06 13:16:44,-0.1988,0.0000,26.818,48.100,14.9,37.480,42.654,0.0306,1.18,898.1,4.345
42,2014-06-06 13:21:44,-0.1988,0.0000,26.793,47.700,14.8,37.645,42.863,0.0306,1.18,895.6,4.393
43,2014-06-06 13:26:44,-0.1988,0.0000,27.014,47.500,14.9,37.811,43.103,0.0306,1.18,880.6,4.369
44,2014-06-06 13:31:44,-0.1988,0.0000,26.573,48.000,14.7,37.976,43.314,0.0306,1.18,875.6,4.357
45,2014-06-06 13:36:44,-0.1988,0.0000,27.554,47.100,15.3,38.115,43.495,0.0310,1.18,866.9,4.351
46,2014-06-06 13:41:44,-0.1988,0.0000,27.653,45.600,14.9,38.282,43.707,0.0310,1.18,859.4,4.345
47,2014-06-06 13:46:44,-0.1988,0.0000,27.628,46.000,15.0,38.449,43.890,0.0310,1.18,848.1,4.339
48,2014-06-06 13:51:44,-0.1988,0.0000,27.850,46.800,15.5,38.588,44.073,0.0319,1.18,834.4,4.381
49,2014-06-06 13:56:44,-0.1988,0.0000,27.186,46.200,14.6,38.756,44.257,0.0319,1.18,816.9,4.363
50,2014-06-06 14:01:44,-0.1988,0.0000,26.402,48.400,14.7,38.896,44.411,0.0319,1.18,810.6,4.351
51,2014-06-06 14:06:44,-0.1988,0.0000,27.210,46.900,14.9,39.036,44.534,0.0319,1.18,795.6,4.345
52,2014-06-06 14:11:44,-0.1988,0.0000,26.769,46.900,14.5,39.177,44.688,0.0328,1.18,780.6,4.339
53,2014-06-06 14:16:44,-0.1988,0.0000,27.358,46.700,15.0,39.318,44.781,0.0319,1.18,769.4,4.393
54,2014-06-06 14:21:44,-0.1988,0.0000,26.451,47.300,14.3,39.431,44.874,0.0319,1.18,759.4,4.363
55,2014-06-06 14:26:44,-0.1988,0.0000,26.818,47.400,14.7,39.545,44.968,0.0319,1.18,744.4,4.357
56,2014-06-06 14:31:44,-0.1988,0.0000,26.378,46.900,14.1,39.658,44.999,0.0328,1.18,730.6,4.345
57,2014-06-06 14:36:44,-0.1988,0.0000,26.891,47.400,14.8,39.743,45.061,0.0328,1.18,721.9,4.345
58,2014-06-06 14:41:44,-0.1988,0.0000,26.744,48.000,14.8,39.829,45.092,0.0328,1.18,704.4,4.393
59,2014-06-06 14:46:44,-0.1988,0.0000,26.475,48.200,14.7,39.914,45.092,0.0328,1.18,694.4,4.363
60,2014-06-06 14:51:44,-0.1988,0.0000,26.500,49.500,15.1,39.971,45.092,0.0328,1.18,680.6,4.351
61,2014-06-06 14:56:44,-0.1988,0.0000,26.573,48.000,14.7,40.028,45.092,0.0328,1.18,665.6,4.345
