"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 10384932, SEN S/N: 10314900)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10359308)","RH, % (LGR S/N: 10384932, SEN S/N: 10359308)","DewPt, °C (LGR S/N: 10384932, SEN S/N: 10359308)","Voltage, V (LGR S/N: 10384932, SEN S/N: 10363598)","Current, mA (LGR S/N: 10384932, SEN S/N: 10363598)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10365541, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10365546, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10384932, SEN S/N: 10374508)","Solar Radiation, W/m² (LGR S/N: 10384932, SEN S/N: 10375644)","Batt, V (LGR S/N: 10384932)"
1,2014-07-26 12:35:00,4.12,28.717,57.700,19.6,-0.2039,0.0000,25.914,25.283,0.1064,39.4,4.291
2,2014-07-26 12:40:00,4.12,28.369,57.900,19.3,-0.2039,0.0000,26.012,25.331,0.1075,156.9,4.291
3,2014-07-26 12:45:00,4.12,28.642,58.100,19.6,-0.2039,0.0000,25.793,25.331,0.1080,86.9,4.291
4,2014-07-26 12:50:00,4.12,28.841,56.500,19.4,-0.2039,0.0000,25.671,25.283,0.1080,113.1,4.297
5,2014-07-26 12:55:00,4.12,29.565,55.200,19.6,-0.2039,0.0000,25.623,25.234,0.1075,39.4,4.291
6,2014-07-26 13:00:00,4.12,29.090,55.600,19.3,-0.2039,0.0000,25.623,25.234,0.1080,40.6,4.297
7,2014-07-26 13:05:00,4.12,29.540,54.900,19.5,-0.2039,0.0000,25.550,25.234,0.1080,41.9,4.297
8,2014-07-26 13:10:00,4.12,29.340,54.700,19.3,-0.2039,0.0000,25.501,25.186,0.1080,41.9,4.297
9,2014-07-26 13:15:00,4.12,28.742,56.300,19.2,-0.2039,0.0000,25.380,25.186,0.1080,41.9,4.297
10,2014-07-26 13:20:00,4.12,28.394,56.700,19.0,-0.2039,0.0000,25.307,25.137,0.1080,43.1,4.297
11,2014-07-26 13:25:00,4.12,27.801,58.300,18.9,-0.2039,0.0000,25.113,25.089,0.1080,69.4,4.309
12,2014-07-26 13:30:00,4.12,28.122,57.700,19.0,-0.2039,0.0000,25.040,25.040,0.1080,43.1,4.321
