Date Time	Solar Radiation (W/m²)  #10200137	Voltage (V)  #10200855	Current (mA)  #10200855	Wetness (%)  #10205905	Temp (°F)  #10213637	RH (%)  #10213637	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222876	Batt (V) c:5
09/15/15 11:00:00.0	208.1	-0.2039	0.0000	33.53	73.472	97.800	74.034	73.688	0.1862	4.363
09/15/15 11:05:00.0	241.9	-0.2039	0.0000	19.41	73.861	97.300	74.077	73.731	0.1859	4.406
09/15/15 11:10:00.0	210.6	-0.2039	0.0000	7.65	74.250	95.700	74.120	73.774	0.1859	4.412
09/15/15 11:15:00.0	189.4	-0.2039	0.0000	6.47	74.683	95.000	74.206	73.861	0.1862	4.393
09/15/15 11:20:00.0	213.1	-0.2039	0.0000	5.88	74.899	93.700	74.338	73.904	0.1862	4.387
09/15/15 11:25:00.0	164.4	-0.2039	0.0000	6.47	76.028	94.000	74.424	73.990	0.1862	4.381
09/15/15 11:30:00.0	104.4	-0.2039	0.0000	5.29	75.420	90.700	74.511	74.034	0.1866	4.369
09/15/15 11:35:00.0	105.6	-0.2039	0.0000	5.29	75.376	89.200	74.554	74.120	0.1866	4.363
09/15/15 11:40:00.0	129.4	-0.2039	0.0000	5.88	75.898	90.400	74.597	74.163	0.1866	4.357
09/15/15 11:45:00.0	149.4	-0.2039	0.0000	4.71	76.158	87.600	74.640	74.206	0.1866	4.369
09/15/15 11:50:00.0	139.4	-0.2039	0.0000	4.71	76.725	86.500	74.683	74.250	0.1872	4.393
09/15/15 11:55:00.0	176.9	-0.2039	0.0000	4.71	77.247	87.000	74.727	74.295	0.1866	4.381
09/15/15 12:00:00.0	134.4	-0.2039	0.0000	4.12	77.727	85.100	74.770	74.338	0.1872	4.369
09/15/15 12:05:00.0	118.1	-0.2039	0.0000	4.12	77.770	85.200	74.813	74.381	0.1872	4.387
09/15/15 12:10:00.0	64.4	-0.2039	0.0000	5.29	77.815	86.500	74.813	74.424	0.1872	4.357
09/15/15 12:15:00.0	51.9	-0.2039	0.0000	5.88	77.203	83.800	74.899	74.467	0.1872	4.351
09/15/15 12:20:00.0	68.1	-0.2039	0.0000	10.00	76.725	84.300	74.899	74.511	0.1876	4.351
09/15/15 12:25:00.0	136.9	-0.2039	0.0000	5.29	76.681	85.400	74.943	74.554	0.1872	4.357
