Date Time	Solar Radiation (W/m²)  #10200134	Wetness (%)  #10205908	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222875	Voltage (V)  #10348617	Current (mA)  #10348617	Temp (°F)  #10359302	RH (%)  #10359302	Batt (V) c:5
06/12/15 14:35:00.0	374.4	0.00	91.495	86.482	0.0975	-0.2039	0.0000	73.040	72.100	4.363
06/12/15 14:40:00.0	246.9	0.00	91.308	86.482	0.0975	-0.2039	0.0000	73.299	70.400	4.369
06/12/15 14:45:00.0	440.6	0.00	90.844	86.482	0.0975	-0.2039	0.0000	72.007	72.700	4.363
06/12/15 14:50:00.0	348.1	0.00	91.776	86.437	0.0975	-0.2039	0.0000	74.120	70.600	4.351
06/12/15 14:55:00.0	389.4	0.00	92.151	86.572	0.0975	-0.2039	0.0000	74.554	70.100	4.345
06/12/15 15:00:00.0	914.4	0.00	92.903	86.754	0.0981	-0.2039	0.0000	74.120	70.200	4.339
06/12/15 15:05:00.0	458.1	0.00	94.849	87.073	0.0981	-0.2039	0.0000	76.203	67.300	4.339
06/12/15 15:10:00.0	893.1	0.00	96.386	87.573	0.0981	-0.2039	0.0000	76.681	65.100	4.345
06/12/15 15:15:00.0	855.6	0.00	98.087	88.214	0.0986	-0.2039	0.0000	77.247	64.300	4.351
06/12/15 15:20:00.0	795.6	0.00	97.354	88.902	0.0992	-0.2039	0.0000	73.990	68.300	4.345
06/12/15 15:25:00.0	805.6	0.00	98.627	89.316	0.0998	-0.2039	0.0000	75.247	67.600	4.339
06/12/15 15:30:00.0	495.6	0.00	100.060	89.776	0.0998	-0.2039	0.0000	78.033	63.800	4.339
06/12/15 15:35:00.0	776.9	0.00	98.577	90.286	0.1003	-0.2039	0.0000	76.464	65.700	4.345
06/12/15 15:40:00.0	788.1	0.00	98.920	90.565	0.1003	-0.2039	0.0000	76.419	64.300	4.345
06/12/15 15:45:00.0	770.6	0.00	101.007	90.891	0.1009	-0.2039	0.0000	77.990	62.900	4.339
06/12/15 15:50:00.0	434.4	0.00	102.468	91.402	0.1014	-0.2039	0.0000	78.251	62.600	4.339
06/12/15 15:55:00.0	601.9	0.00	102.265	91.963	0.1014	-0.2039	0.0000	76.942	65.300	4.345
06/12/15 16:00:00.0	454.4	0.00	101.660	92.433	0.1020	-0.2039	0.0000	75.898	65.200	4.351
06/12/15 16:05:00.0	771.9	0.00	103.129	92.667	0.1020	-0.2039	0.0000	77.727	64.800	4.345
06/12/15 16:10:00.0	518.1	0.00	103.435	93.139	0.1020	-0.2039	0.0000	76.986	63.900	4.339
06/12/15 16:15:00.0	284.4	0.00	103.231	93.470	0.1020	-0.2039	0.0000	77.117	63.200	4.339
06/12/15 16:20:00.0	630.6	0.00	103.334	93.706	0.1025	-0.2039	0.0000	77.072	63.100	4.357
06/12/15 16:25:00.0	588.1	0.00	104.153	93.992	0.1025	-0.2039	0.0000	77.902	62.700	4.351
06/12/15 16:30:00.0	548.1	0.00	104.772	94.276	0.1025	-0.2039	0.0000	79.128	60.000	4.339
06/12/15 16:35:00.0	514.4	0.00	105.291	94.609	0.1025	-0.2039	0.0000	76.899	62.300	4.339
06/12/15 16:40:00.0	498.1	0.00	105.499	94.944	0.1025	-0.2039	0.0000	77.160	62.200	4.339
06/12/15 16:45:00.0	508.1	0.00	105.552	95.230	0.1025	-0.2039	0.0000	75.376	64.600	4.351
06/12/15 16:50:00.0	495.6	0.00	105.813	95.472	0.1031	-0.2039	0.0000	77.815	62.600	4.363
06/12/15 16:55:00.0	481.9	0.00	105.969	95.662	0.1025	-0.2039	0.0000	77.770	61.800	4.345
06/12/15 17:00:00.0	465.6	0.00	105.813	95.855	0.1031	-0.2039	0.0000	75.551	64.200	4.339
06/12/15 17:05:00.0	443.1	0.00	105.760	96.048	0.1025	-0.2039	0.0000	76.681	62.800	4.339
06/12/15 17:10:00.0	429.4	0.00	105.499	96.145	0.1025	-0.2039	0.0000	75.724	63.700	4.345
06/12/15 17:15:00.0	403.1	0.00	105.136	96.240	0.1025	-0.2039	0.0000	75.290	64.700	4.351
06/12/15 17:20:00.0	390.6	0.00	104.824	96.240	0.1025	-0.2039	0.0000	75.074	65.700	4.345
06/12/15 17:25:00.0	378.1	0.00	104.463	96.192	0.1025	-0.2039	0.0000	74.467	66.500	4.339
06/12/15 17:30:00.0	365.6	0.00	104.000	96.145	0.1025	-0.2039	0.0000	74.206	68.200	4.339
06/12/15 17:35:00.0	350.6	0.00	103.590	96.096	0.1025	-0.2039	0.0000	73.170	67.800	4.339
06/12/15 17:40:00.0	325.6	0.00	102.976	95.952	0.1020	-0.2039	0.0000	73.558	68.300	4.351
06/12/15 17:45:00.0	314.4	0.00	102.468	95.806	0.1014	-0.2039	0.0000	73.688	67.700	4.351
06/12/15 17:50:00.0	305.6	0.00	101.962	95.662	0.1014	-0.2039	0.0000	74.338	67.800	4.339
06/12/15 17:55:00.0	296.9	0.00	101.458	95.472	0.1014	-0.2039	0.0000	74.424	66.300	4.339
06/12/15 18:00:00.0	284.4	0.00	100.956	95.279	0.1014	-0.2039	0.0000	73.472	67.900	4.339
06/12/15 18:05:00.0	284.4	0.00	100.508	95.040	0.1009	-0.2039	0.0000	74.640	66.900	4.351
06/12/15 18:10:00.0	291.9	0.00	100.060	94.849	0.1009	-0.2039	0.0000	74.899	65.500	4.351
06/12/15 18:15:00.0	273.1	0.00	99.563	94.609	0.1009	-0.2039	0.0000	74.813	66.400	4.339
06/12/15 18:20:00.0	224.4	0.00	98.773	94.419	0.1009	-0.2039	0.0000	75.160	65.600	4.339
06/12/15 18:25:00.0	204.4	0.00	97.452	94.134	0.1003	-0.2039	0.0000	71.964	69.800	4.339
06/12/15 18:30:00.0	186.9	0.00	96.289	93.801	0.1003	-0.2039	0.0000	72.869	68.800	4.339
06/12/15 18:35:00.0	170.6	0.00	95.328	93.423	0.1003	-0.2039	0.0000	73.170	68.400	4.345
06/12/15 18:40:00.0	156.9	0.00	94.323	92.997	0.0998	-0.2039	0.0000	71.834	70.900	4.345
06/12/15 18:45:00.0	145.6	0.00	93.470	92.527	0.0992	-0.2039	0.0000	70.372	72.400	4.345
06/12/15 18:50:00.0	134.4	0.00	92.620	92.057	0.0992	-0.2039	0.0000	71.231	70.900	4.339
06/12/15 18:55:00.0	126.9	0.00	91.636	91.589	0.0992	-0.2039	0.0000	70.803	72.400	4.339
06/12/15 19:00:00.0	114.4	0.00	90.797	91.123	0.0986	-0.2039	0.0000	70.243	72.800	4.339
06/12/15 19:05:00.0	98.1	0.00	89.962	90.612	0.0986	-0.2039	0.0000	69.814	74.300	4.339
06/12/15 19:10:00.0	85.6	0.00	88.947	90.147	0.0981	-0.2039	0.0000	70.115	73.500	4.339
06/12/15 19:15:00.0	75.6	0.00	88.122	89.638	0.0981	-0.2039	0.0000	68.742	75.500	4.339
06/12/15 19:20:00.0	59.4	0.00	87.391	89.085	0.0975	-0.2039	0.0000	68.356	77.000	4.339
06/12/15 19:25:00.0	30.6	0.00	86.617	88.626	0.0969	-0.2039	0.0000	68.356	76.000	4.333
06/12/15 19:30:00.0	39.4	0.00	85.802	88.122	0.0969	-0.2039	0.0000	67.971	77.500	4.333
06/12/15 19:35:00.0	30.6	0.00	85.127	87.620	0.0963	-0.2039	0.0000	67.798	77.800	4.333
06/12/15 19:40:00.0	21.9	0.00	84.407	87.118	0.0961	-0.2039	0.0000	67.456	78.300	4.333
06/12/15 19:45:00.0	15.6	0.00	83.691	86.664	0.0961	-0.2039	0.0000	67.028	79.100	4.333
06/12/15 19:50:00.0	11.9	0.00	83.021	86.164	0.0961	-0.2039	0.0000	66.472	80.100	4.333
06/12/15 19:55:00.0	8.1	0.00	82.396	85.712	0.0955	-0.2039	0.0000	65.959	80.800	4.333
06/12/15 20:00:00.0	5.6	0.59	81.775	85.262	0.0955	-0.2039	0.0000	65.615	82.000	4.327
06/12/15 20:05:00.0	3.1	4.71	81.199	84.812	0.0949	-0.2039	0.0000	65.316	82.500	4.333
06/12/15 20:10:00.0	1.9	5.29	80.668	84.362	0.0943	-0.2039	0.0000	65.059	83.000	4.327
06/12/15 20:15:00.0	0.6	6.47	80.139	83.914	0.0943	-0.2039	0.0000	64.674	83.700	4.333
06/12/15 20:20:00.0	0.6	9.41	79.655	83.511	0.0937	-0.2039	0.0000	64.632	84.200	4.327
06/12/15 20:25:00.0	0.6	11.18	79.173	83.109	0.0932	-0.2039	0.0000	64.546	84.500	4.327
06/12/15 20:30:00.0	0.6	12.35	78.777	82.708	0.0932	-0.2039	0.0000	64.459	84.800	4.327
06/12/15 20:35:00.0	0.6	15.29	78.382	82.353	0.0926	-0.2039	0.0000	64.204	85.300	4.327
06/12/15 20:40:00.0	0.6	19.41	77.990	81.997	0.0926	-0.2039	0.0000	64.117	85.400	4.321
06/12/15 20:45:00.0	0.6	21.18	77.639	81.642	0.0926	-0.2039	0.0000	64.033	85.700	4.321
06/12/15 20:50:00.0	0.6	25.29	77.292	81.288	0.0920	-0.2039	0.0000	63.946	86.000	4.321
