Date Time	Wetness (%)  #10205904	Solar Radiation (W/m²)  #10208649	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222870	Voltage (V)  #10348616	Current (mA)  #10348616	Temp (°F)  #10359304	RH (%)  #10359304	Batt (V) c:5
03/28/15 10:40:00.0	2.35	44.4	64.803	64.674	0.1709	-0.1988	0.0000	75.029	51.600	4.351
03/28/15 10:45:00.0	2.35	53.1	64.845	64.717	0.1714	-0.1988	0.0000	75.290	48.400	4.297
03/28/15 10:50:00.0	1.18	54.4	64.888	64.717	0.1714	-0.1988	0.0000	75.853	46.600	4.297
03/28/15 10:55:00.0	1.76	56.9	64.931	64.760	0.1709	-0.1988	0.0000	77.029	45.500	4.315
03/28/15 11:00:00.0	1.76	98.1	64.974	64.760	0.1709	-0.1988	0.0000	77.945	44.200	4.339
03/28/15 11:05:00.0	1.76	381.9	65.017	64.803	0.1709	-0.1988	0.0000	78.251	42.900	4.351
03/28/15 11:10:00.0	1.18	694.4	65.059	64.845	0.1714	-0.1988	0.0000	78.822	41.900	4.345
03/28/15 11:15:00.0	1.18	113.1	65.145	64.845	0.1709	-0.1988	0.0000	79.480	42.400	4.333
03/28/15 11:20:00.0	1.76	69.4	65.188	64.888	0.1709	-0.1988	0.0000	80.227	42.600	4.327
03/28/15 11:25:00.0	1.18	115.6	65.230	64.931	0.1709	-0.1988	0.0000	80.890	41.800	4.321
03/28/15 11:30:00.0	1.18	70.6	65.273	64.974	0.1709	-0.1988	0.0000	81.288	38.600	4.315
03/28/15 11:35:00.0	1.18	263.1	65.359	64.974	0.1709	-0.1988	0.0000	81.554	39.700	4.333
03/28/15 11:40:00.0	1.18	71.9	65.403	65.017	0.1709	-0.1988	0.0000	82.175	40.400	4.333
03/28/15 11:45:00.0	1.18	73.1	65.487	65.059	0.1709	-0.1988	0.0000	82.486	39.900	4.321
03/28/15 11:50:00.0	0.59	73.1	65.530	65.102	0.1709	-0.1988	0.0000	82.085	40.900	4.321
03/28/15 11:55:00.0	0.59	75.6	65.615	65.145	0.1709	-0.1988	0.0000	82.085	41.400	4.315
03/28/15 12:00:00.0	0.59	84.4	65.701	65.188	0.1709	-0.1988	0.0000	81.952	41.100	4.345
03/28/15 12:05:00.0	1.18	75.6	65.745	65.230	0.1709	-0.1988	0.0000	81.952	40.100	4.333
