"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2014-03-14 14:26:44,66.9,21.318,19.460,0.2464,-0.1988,0.0000,23.064,51.900,12.7,4.321
2,2014-03-14 14:31:44,55.6,21.103,19.413,0.2468,-0.1988,0.0000,22.896,52.000,12.5,4.321
3,2014-03-14 14:36:44,54.4,20.913,19.365,0.2471,-0.1988,0.0000,22.944,50.600,12.2,4.321
4,2014-03-14 14:41:44,50.6,20.746,19.318,0.2471,-0.1988,0.0000,22.705,52.800,12.6,4.327
5,2014-03-14 14:46:44,50.6,20.579,19.294,0.2471,-0.1988,0.0000,22.178,53.500,12.3,4.321
6,2014-03-14 14:51:44,45.6,20.412,19.222,0.2471,-0.1988,0.0000,22.250,53.300,12.3,4.321
7,2014-03-14 14:56:44,44.4,20.269,19.175,0.2471,-0.1988,0.0000,22.369,53.200,12.4,4.321
8,2014-03-14 15:01:44,41.9,20.150,19.127,0.2471,-0.1988,0.0000,22.321,53.900,12.6,4.333
9,2014-03-14 15:06:44,43.1,20.031,19.056,0.2471,-0.1988,0.0000,22.345,53.800,12.5,4.327
10,2014-03-14 15:11:44,41.9,19.912,19.008,0.2471,-0.1988,0.0000,22.417,53.800,12.6,4.321
11,2014-03-14 15:16:44,40.6,19.793,18.961,0.2471,-0.1988,0.0000,22.298,53.400,12.4,4.321
12,2014-03-14 15:21:44,40.6,19.722,18.913,0.2471,-0.1988,0.0000,22.345,54.200,12.7,4.333
13,2014-03-14 15:26:44,49.4,19.674,18.842,0.2471,-0.1988,0.0000,22.298,54.600,12.7,4.321
14,2014-03-14 15:31:44,39.4,19.603,18.818,0.2468,-0.1988,0.0000,22.178,55.400,12.8,4.321
15,2014-03-14 15:36:44,40.6,19.532,18.771,0.2471,-0.1988,0.0000,21.987,56.100,12.9,4.321
16,2014-03-14 15:41:44,43.1,19.460,18.723,0.2468,-0.1988,0.0000,21.819,56.000,12.7,4.321
17,2014-03-14 15:46:44,45.6,19.389,18.699,0.2468,-0.1988,0.0000,22.034,56.400,13.0,4.327
18,2014-03-14 15:51:44,41.9,19.341,18.652,0.2471,-0.1988,0.0000,21.700,57.000,12.8,4.321
19,2014-03-14 15:56:44,45.6,19.270,18.604,0.2471,-0.1988,0.0000,21.461,58.700,13.1,4.321
20,2014-03-14 16:01:44,40.6,19.222,18.580,0.2468,-0.1988,0.0000,21.581,58.500,13.1,4.321
21,2014-03-14 16:06:44,105.6,19.175,18.557,0.2468,-0.1988,0.0000,21.485,59.400,13.3,4.327
22,2014-03-14 16:11:44,41.9,19.103,18.509,0.2471,-0.1988,0.0000,21.199,60.500,13.3,4.321
23,2014-03-14 16:16:44,41.9,19.056,18.485,0.2468,-0.1988,0.0000,20.913,61.500,13.3,4.321
24,2014-03-14 16:21:44,139.4,18.985,18.438,0.2468,-0.1988,0.0000,20.889,61.900,13.3,4.321
25,2014-03-14 16:26:44,41.9,18.937,18.414,0.2471,-0.1988,0.0000,21.151,61.400,13.5,4.333
26,2014-03-14 16:31:44,45.6,18.866,18.366,0.2468,-0.1988,0.0000,20.984,63.000,13.7,4.321
27,2014-03-14 16:36:44,43.1,18.818,18.343,0.2471,-0.1988,0.0000,21.008,62.300,13.5,4.321
28,2014-03-14 16:41:44,85.6,18.771,18.319,0.2471,-0.1988,0.0000,20.865,63.300,13.7,4.321
29,2014-03-14 16:46:44,56.9,18.723,18.271,0.2475,-0.1988,0.0000,20.936,63.400,13.7,4.333
30,2014-03-14 16:51:44,124.4,18.699,18.247,0.2471,-0.1988,0.0000,20.507,64.200,13.5,4.327
31,2014-03-14 16:56:44,43.1,18.652,18.224,0.2471,-0.1988,0.0000,20.627,63.700,13.5,4.321
32,2014-03-14 17:01:44,38.1,18.604,18.176,0.2471,-0.1988,0.0000,20.412,64.700,13.6,4.321
33,2014-03-14 17:06:44,38.1,18.557,18.152,0.2471,-0.1988,0.0000,20.365,65.400,13.7,4.321
34,2014-03-14 17:11:44,36.9,18.509,18.129,0.2471,-0.1988,0.0000,20.126,66.700,13.8,4.333
35,2014-03-14 17:16:44,45.6,18.461,18.105,0.2471,-0.1988,0.0000,19.960,67.600,13.8,4.321
36,2014-03-14 17:21:44,49.4,18.438,18.081,0.2471,-0.1988,0.0000,20.103,67.100,13.8,4.321
37,2014-03-14 17:26:44,49.4,18.414,18.033,0.2471,-0.1988,0.0000,20.222,66.600,13.8,4.321
38,2014-03-14 17:31:44,49.4,18.390,18.010,0.2471,-0.1988,0.0000,20.222,66.900,13.9,4.339
39,2014-03-14 17:36:44,48.1,18.366,17.986,0.2471,-0.1988,0.0000,20.246,67.400,14.0,4.327
40,2014-03-14 17:41:44,44.4,18.343,17.962,0.2471,-0.1988,0.0000,20.007,67.400,13.8,4.321
41,2014-03-14 17:46:44,39.4,18.319,17.962,0.2471,-0.1988,0.0000,19.960,68.100,13.9,4.321
42,2014-03-14 17:51:44,33.1,18.295,17.938,0.2471,-0.1988,0.0000,19.841,67.600,13.7,4.327
43,2014-03-14 17:56:44,21.9,18.271,17.915,0.2471,-0.1988,0.0000,19.603,68.800,13.7,4.333
44,2014-03-14 18:01:44,24.4,18.224,17.891,0.2471,-0.1988,0.0000,19.365,70.400,13.9,4.321
45,2014-03-14 18:06:44,19.4,18.176,17.867,0.2471,-0.1988,0.0000,19.270,70.400,13.8,4.321
46,2014-03-14 18:11:44,23.1,18.129,17.843,0.2471,-0.1988,0.0000,19.270,71.300,14.0,4.321
47,2014-03-14 18:16:44,6.9,18.081,17.819,0.2471,-0.1988,0.0000,18.985,71.100,13.6,4.321
48,2014-03-14 18:21:44,10.6,18.033,17.796,0.2471,-0.1988,0.0000,18.604,72.500,13.6,4.321
49,2014-03-14 18:26:44,10.6,17.986,17.772,0.2471,-0.1988,0.0000,18.533,73.100,13.6,4.321
50,2014-03-14 18:31:44,14.4,17.915,17.724,0.2471,-0.1988,0.0000,18.319,73.800,13.6,4.327
51,2014-03-14 18:36:44,11.9,17.867,17.701,0.2471,-0.1988,0.0000,18.343,74.200,13.7,4.327
52,2014-03-14 18:41:44,5.6,17.819,17.677,0.2471,-0.1988,0.0000,18.033,74.600,13.5,4.321
53,2014-03-14 18:46:44,4.4,17.772,17.629,0.2471,-0.1988,0.0000,17.819,75.300,13.4,4.321
54,2014-03-14 18:51:44,3.1,17.701,17.605,0.2471,-0.1988,0.0000,17.724,75.700,13.4,4.321
55,2014-03-14 18:56:44,0.6,17.653,17.558,0.2471,-0.1988,0.0000,17.605,76.400,13.4,4.321
56,2014-03-14 19:01:44,0.6,17.582,17.534,0.2471,-0.1988,0.0000,17.534,76.800,13.4,4.315
57,2014-03-14 19:06:44,0.6,17.534,17.486,0.2471,-0.1988,0.0000,17.463,76.800,13.4,4.315
58,2014-03-14 19:11:44,0.6,17.463,17.463,0.2471,-0.1988,0.0000,17.368,76.900,13.3,4.315
59,2014-03-14 19:16:44,0.6,17.415,17.415,0.2471,-0.1988,0.0000,17.272,77.400,13.3,4.315
60,2014-03-14 19:21:44,0.6,17.368,17.368,0.2471,-0.1988,0.0000,17.177,77.900,13.3,4.315
61,2014-03-14 19:26:44,0.6,17.320,17.344,0.2475,-0.1988,0.0000,17.106,78.400,13.3,4.309
62,2014-03-14 19:31:44,0.6,17.249,17.296,0.2471,-0.1988,0.0000,17.034,78.500,13.3,4.309
63,2014-03-14 19:36:44,0.6,17.225,17.249,0.2475,-0.1988,0.0000,16.915,79.200,13.3,4.309
64,2014-03-14 19:41:44,0.6,17.177,17.225,0.2475,-0.1988,0.0000,16.844,79.400,13.3,4.309
65,2014-03-14 19:46:44,0.6,17.130,17.177,0.2475,-0.1988,0.0000,16.725,79.900,13.3,4.309
66,2014-03-14 19:51:44,0.6,17.082,17.153,0.2475,-0.1988,0.0000,16.654,80.300,13.3,4.309
67,2014-03-14 19:56:44,0.6,17.034,17.130,0.2471,-0.1988,0.0000,16.582,80.400,13.2,4.309
68,2014-03-14 20:01:44,0.6,17.011,17.082,0.2475,-0.1988,0.0000,16.487,80.900,13.2,4.321
69,2014-03-14 20:06:44,0.6,16.963,17.058,0.2475,-0.1988,0.0000,16.439,81.600,13.3,4.303
70,2014-03-14 20:11:44,0.6,16.939,17.011,0.2475,-0.1988,0.0000,16.415,81.600,13.3,4.303
71,2014-03-14 20:16:44,0.6,16.892,16.987,0.2475,-0.1988,0.0000,16.368,81.600,13.2,4.303
72,2014-03-14 20:21:44,0.6,16.844,16.963,0.2475,-0.1988,0.0000,16.272,82.100,13.2,4.303
73,2014-03-14 20:26:44,0.6,16.820,16.915,0.2475,-0.1988,0.0000,16.201,82.500,13.2,4.303
74,2014-03-14 20:31:44,0.6,16.773,16.892,0.2475,-0.1988,0.0000,16.153,83.100,13.3,4.303
75,2014-03-14 20:36:44,0.6,16.725,16.868,0.2475,-0.1988,0.0000,16.129,83.100,13.3,4.303
76,2014-03-14 20:41:44,0.6,16.701,16.844,0.2475,-0.1988,0.0000,16.106,83.100,13.3,4.303
77,2014-03-14 20:46:44,0.6,16.654,16.796,0.2475,-0.1988,0.0000,16.034,83.300,13.2,4.303
78,2014-03-14 20:51:44,0.6,16.630,16.773,0.2475,-0.1988,0.0000,15.843,84.000,13.2,4.303
79,2014-03-14 20:56:44,0.6,16.582,16.749,0.2475,-0.1988,0.0000,15.772,84.400,13.2,4.303
80,2014-03-14 21:01:44,0.6,16.534,16.701,0.2475,-0.1988,0.0000,15.915,84.300,13.3,4.303
81,2014-03-14 21:06:44,0.6,16.511,16.677,0.2475,-0.1988,0.0000,15.891,84.300,13.3,4.303
82,2014-03-14 21:11:44,0.6,16.463,16.654,0.2475,-0.1988,0.0000,15.819,84.500,13.2,4.303
83,2014-03-14 21:16:44,0.6,16.439,16.630,0.2475,-0.1988,0.0000,15.772,84.600,13.2,4.303
84,2014-03-14 21:21:44,0.6,16.392,16.582,0.2475,-0.1988,0.0000,15.605,85.400,13.2,4.303
85,2014-03-14 21:26:44,0.6,16.368,16.558,0.2475,-0.1988,0.0000,15.509,85.400,13.1,4.303
86,2014-03-14 21:31:44,0.6,16.344,16.534,0.2475,-0.1988,0.0000,15.342,85.900,13.0,4.303
87,2014-03-14 21:36:44,0.6,16.296,16.511,0.2475,-0.1988,0.0000,15.366,86.600,13.2,4.303
88,2014-03-14 21:41:44,0.6,16.272,16.487,0.2475,-0.1988,0.0000,15.390,86.400,13.1,4.303
89,2014-03-14 21:46:44,0.6,16.225,16.463,0.2475,-0.1988,0.0000,15.318,86.700,13.1,4.303
90,2014-03-14 21:51:44,0.6,16.201,16.415,0.2475,-0.1988,0.0000,15.151,86.500,12.9,4.303
91,2014-03-14 21:56:44,0.6,16.177,16.392,0.2475,-0.1988,0.0000,15.031,87.500,13.0,4.303
92,2014-03-14 22:01:44,0.6,16.129,16.368,0.2475,-0.1988,0.0000,14.936,87.500,12.9,4.297
93,2014-03-14 22:06:44,0.6,16.106,16.344,0.2475,-0.1988,0.0000,14.888,88.000,12.9,4.297
94,2014-03-14 22:11:44,0.6,16.082,16.320,0.2479,-0.1988,0.0000,14.792,88.000,12.8,4.297
95,2014-03-14 22:16:44,0.6,16.034,16.296,0.2479,-0.1988,0.0000,14.697,88.500,12.8,4.297
96,2014-03-14 22:21:44,0.6,16.010,16.272,0.2475,-0.1988,0.0000,14.673,88.500,12.8,4.297
97,2014-03-14 22:26:44,0.6,15.986,16.249,0.2475,-0.1988,0.0000,14.577,88.700,12.7,4.297
98,2014-03-14 22:31:44,0.6,15.939,16.201,0.2475,-0.1988,0.0000,14.577,88.500,12.7,4.297
99,2014-03-14 22:36:44,0.6,15.915,16.177,0.2479,-0.1988,0.0000,14.481,88.400,12.6,4.297
100,2014-03-14 22:41:44,0.6,15.891,16.153,0.2475,-0.1988,0.0000,14.337,88.900,12.5,4.297
101,2014-03-14 22:46:44,0.6,15.843,16.129,0.2475,-0.1988,0.0000,14.218,89.200,12.5,4.297
102,2014-03-14 22:51:44,0.6,15.819,16.106,0.2479,-0.1988,0.0000,14.146,90.000,12.5,4.297
103,2014-03-14 22:56:44,0.6,15.772,16.082,0.2479,-0.1988,0.0000,14.098,90.100,12.5,4.297
104,2014-03-14 23:01:44,0.6,15.748,16.058,0.2479,-0.1988,0.0000,14.170,90.200,12.6,4.297
105,2014-03-14 23:06:44,0.6,15.724,16.010,0.2479,-0.1988,0.0000,14.074,90.200,12.5,4.297
106,2014-03-14 23:11:44,0.6,15.676,16.010,0.2479,-0.1988,0.0000,14.074,90.600,12.6,4.297
107,2014-03-14 23:16:44,0.6,15.652,15.963,0.2479,-0.1988,0.0000,14.026,90.800,12.6,4.297
108,2014-03-14 23:21:44,0.6,15.629,15.939,0.2479,-0.1988,0.0000,13.954,90.600,12.5,4.297
109,2014-03-14 23:26:44,0.6,15.605,15.915,0.2479,-0.1988,0.0000,13.834,90.800,12.4,4.297
110,2014-03-14 23:31:44,0.6,15.557,15.891,0.2479,-0.1988,0.0000,13.810,90.800,12.3,4.297
111,2014-03-14 23:36:44,0.6,15.533,15.867,0.2479,-0.1988,0.0000,13.714,90.900,12.3,4.297
112,2014-03-14 23:41:44,0.6,15.509,15.843,0.2479,-0.1988,0.0000,13.618,91.000,12.2,4.297
113,2014-03-14 23:46:44,0.6,15.485,15.819,0.2479,-0.1988,0.0000,13.570,91.800,12.3,4.297
114,2014-03-14 23:51:44,0.6,15.438,15.796,0.2479,-0.1988,0.0000,13.522,91.900,12.2,4.297
115,2014-03-14 23:56:44,0.6,15.414,15.772,0.2479,-0.1988,0.0000,13.449,91.500,12.1,4.297
116,2014-03-15 00:01:44,0.6,15.390,15.748,0.2479,-0.1988,0.0000,13.425,91.500,12.1,4.297
117,2014-03-15 00:06:44,0.6,15.342,15.724,0.2479,-0.1988,0.0000,13.377,91.400,12.0,4.297
118,2014-03-15 00:11:44,0.6,15.318,15.700,0.2479,-0.1988,0.0000,13.377,91.800,12.1,4.297
119,2014-03-15 00:16:44,0.6,15.294,15.676,0.2479,-0.1988,0.0000,13.497,92.400,12.3,4.297
120,2014-03-15 00:21:44,0.6,15.270,15.652,0.2479,-0.1988,0.0000,13.473,92.100,12.2,4.291
121,2014-03-15 00:26:44,0.6,15.223,15.605,0.2483,-0.1988,0.0000,13.425,92.000,12.2,4.297
122,2014-03-15 00:31:44,0.6,15.199,15.581,0.2483,-0.1988,0.0000,13.305,92.100,12.1,4.291
123,2014-03-15 00:36:44,0.6,15.175,15.557,0.2479,-0.1988,0.0000,13.353,92.100,12.1,4.291
124,2014-03-15 00:41:44,0.6,15.151,15.533,0.2483,-0.1988,0.0000,13.377,91.700,12.1,4.291
125,2014-03-15 00:46:44,0.6,15.127,15.509,0.2483,-0.1988,0.0000,13.257,91.500,11.9,4.291
126,2014-03-15 00:51:44,0.6,15.103,15.485,0.2479,-0.1988,0.0000,13.137,91.300,11.8,4.291
127,2014-03-15 00:56:44,0.6,15.055,15.461,0.2483,-0.1988,0.0000,13.040,91.100,11.6,4.291
128,2014-03-15 01:01:44,0.6,15.031,15.438,0.2483,-0.1988,0.0000,12.968,91.800,11.7,4.291
129,2014-03-15 01:06:44,0.6,15.008,15.438,0.2483,-0.1988,0.0000,12.920,92.200,11.7,4.291
130,2014-03-15 01:11:44,0.6,14.984,15.390,0.2483,-0.1988,0.0000,12.944,92.700,11.8,4.291
131,2014-03-15 01:16:44,0.6,14.960,15.366,0.2483,-0.1988,0.0000,12.920,92.500,11.7,4.291
132,2014-03-15 01:21:44,0.6,14.936,15.342,0.2483,-0.1988,0.0000,12.871,92.900,11.8,4.315
133,2014-03-15 01:26:44,0.6,14.912,15.318,0.2483,-0.1988,0.0000,12.751,92.300,11.5,4.303
134,2014-03-15 01:31:44,0.6,14.888,15.318,0.2483,-0.1988,0.0000,12.678,92.300,11.5,4.291
135,2014-03-15 01:36:44,0.6,14.840,15.270,0.2483,-0.1988,0.0000,12.582,92.400,11.4,4.291
136,2014-03-15 01:41:44,0.6,14.816,15.270,0.2483,-0.1988,0.0000,12.582,92.700,11.4,4.291
137,2014-03-15 01:46:44,0.6,14.792,15.247,0.2483,-0.1988,0.0000,12.582,93.000,11.5,4.291
138,2014-03-15 01:51:44,0.6,14.768,15.223,0.2483,-0.1988,0.0000,12.509,92.900,11.4,4.291
139,2014-03-15 01:56:44,0.6,14.745,15.199,0.2483,-0.1988,0.0000,12.485,93.600,11.5,4.291
140,2014-03-15 02:01:44,0.6,14.721,15.175,0.2483,-0.1988,0.0000,12.437,93.500,11.4,4.291
141,2014-03-15 02:06:44,0.6,14.697,15.151,0.2483,-0.1988,0.0000,12.437,93.700,11.5,4.291
142,2014-03-15 02:11:44,0.6,14.673,15.127,0.2483,-0.1988,0.0000,12.413,93.900,11.5,4.291
143,2014-03-15 02:16:44,0.6,14.649,15.103,0.2487,-0.1988,0.0000,12.389,93.900,11.4,4.291
144,2014-03-15 02:21:44,0.6,14.625,15.079,0.2487,-0.1988,0.0000,12.340,94.000,11.4,4.291
145,2014-03-15 02:26:44,0.6,14.601,15.055,0.2487,-0.1988,0.0000,12.316,94.100,11.4,4.291
146,2014-03-15 02:31:44,0.6,14.577,15.031,0.2487,-0.1988,0.0000,12.268,94.200,11.4,4.291
147,2014-03-15 02:36:44,0.6,14.553,15.008,0.2487,-0.1988,0.0000,12.195,94.300,11.3,4.291
148,2014-03-15 02:41:44,0.6,14.529,14.984,0.2487,-0.1988,0.0000,12.025,93.800,11.1,4.291
149,2014-03-15 02:46:44,0.6,14.505,14.960,0.2487,-0.1988,0.0000,11.929,93.500,10.9,4.291
150,2014-03-15 02:51:44,0.6,14.457,14.960,0.2487,-0.1988,0.0000,11.807,93.400,10.8,4.291
151,2014-03-15 02:56:44,0.6,14.433,14.912,0.2487,-0.1988,0.0000,11.783,93.600,10.8,4.291
152,2014-03-15 03:01:44,0.6,14.409,14.912,0.2487,-0.1988,0.0000,11.807,93.900,10.9,4.291
153,2014-03-15 03:06:44,0.6,14.385,14.864,0.2487,-0.1988,0.0000,11.832,94.100,10.9,4.291
154,2014-03-15 03:11:44,0.6,14.361,14.840,0.2487,-0.1988,0.0000,11.832,94.000,10.9,4.291
155,2014-03-15 03:16:44,0.6,14.337,14.840,0.2487,-0.1988,0.0000,11.807,94.200,10.9,4.291
156,2014-03-15 03:21:44,0.6,14.314,14.816,0.2487,-0.1988,0.0000,11.783,94.300,10.9,4.291
157,2014-03-15 03:26:44,0.6,14.290,14.792,0.2487,-0.1988,0.0000,11.832,94.500,11.0,4.291
158,2014-03-15 03:31:44,0.6,14.242,14.768,0.2487,-0.1988,0.0000,11.904,94.100,11.0,4.291
159,2014-03-15 03:36:44,0.6,14.218,14.745,0.2487,-0.1988,0.0000,11.783,93.700,10.8,4.291
160,2014-03-15 03:41:44,0.6,14.218,14.721,0.2487,-0.1988,0.0000,11.565,93.500,10.6,4.291
161,2014-03-15 03:46:44,0.6,14.170,14.697,0.2487,-0.1988,0.0000,11.492,93.600,10.5,4.291
162,2014-03-15 03:51:44,0.6,14.146,14.673,0.2487,-0.1988,0.0000,11.467,94.100,10.6,4.291
163,2014-03-15 03:56:44,0.6,14.122,14.649,0.2487,-0.1988,0.0000,11.443,94.300,10.6,4.291
164,2014-03-15 04:01:44,0.6,14.098,14.625,0.2487,-0.1988,0.0000,11.419,94.400,10.6,4.291
165,2014-03-15 04:06:44,0.6,14.074,14.601,0.2487,-0.1988,0.0000,11.443,94.600,10.6,4.291
166,2014-03-15 04:11:44,0.6,14.050,14.577,0.2487,-0.1988,0.0000,11.492,94.800,10.7,4.291
167,2014-03-15 04:16:44,0.6,14.026,14.577,0.2487,-0.1988,0.0000,11.370,94.500,10.5,4.291
168,2014-03-15 04:21:44,0.6,14.002,14.553,0.2487,-0.1988,0.0000,11.273,94.500,10.4,4.291
169,2014-03-15 04:26:44,0.6,13.978,14.529,0.2487,-0.1988,0.0000,11.224,94.400,10.4,4.291
170,2014-03-15 04:31:44,0.6,13.954,14.505,0.2487,-0.1988,0.0000,11.151,94.600,10.3,4.291
171,2014-03-15 04:36:44,0.6,13.930,14.481,0.2487,-0.1988,0.0000,11.005,93.900,10.1,4.291
172,2014-03-15 04:41:44,0.6,13.906,14.457,0.2490,-0.1988,0.0000,10.956,94.000,10.0,4.291
173,2014-03-15 04:46:44,0.6,13.882,14.433,0.2490,-0.1988,0.0000,10.980,94.300,10.1,4.291
174,2014-03-15 04:51:44,0.6,13.858,14.409,0.2487,-0.1988,0.0000,10.980,94.200,10.1,4.291
175,2014-03-15 04:56:44,0.6,13.810,14.385,0.2487,-0.1988,0.0000,10.956,94.500,10.1,4.291
176,2014-03-15 05:01:44,0.6,13.786,14.385,0.2490,-0.1988,0.0000,10.932,94.400,10.1,4.291
177,2014-03-15 05:06:44,0.6,13.762,14.337,0.2490,-0.1988,0.0000,10.980,94.700,10.2,4.291
178,2014-03-15 05:11:44,0.6,13.738,14.337,0.2490,-0.1988,0.0000,10.980,95.000,10.2,4.291
179,2014-03-15 05:16:44,0.6,13.714,14.314,0.2490,-0.1988,0.0000,10.858,94.800,10.1,4.291
180,2014-03-15 05:21:44,0.6,13.714,14.290,0.2490,-0.1988,0.0000,10.858,94.800,10.1,4.291
181,2014-03-15 05:26:44,0.6,13.690,14.266,0.2490,-0.1988,0.0000,10.810,95.200,10.1,4.291
182,2014-03-15 05:31:44,0.6,13.666,14.242,0.2490,-0.1988,0.0000,10.736,95.200,10.0,4.291
183,2014-03-15 05:36:44,0.6,13.642,14.218,0.2490,-0.1988,0.0000,10.712,95.300,10.0,4.291
184,2014-03-15 05:41:44,0.6,13.618,14.218,0.2487,-0.1988,0.0000,10.638,94.900,9.9,4.291
185,2014-03-15 05:46:44,0.6,13.594,14.194,0.2490,-0.1988,0.0000,10.663,95.100,9.9,4.291
186,2014-03-15 05:51:44,0.6,13.570,14.170,0.2490,-0.1988,0.0000,10.663,95.000,9.9,4.291
187,2014-03-15 05:56:44,0.6,13.546,14.146,0.2490,-0.1988,0.0000,10.712,95.500,10.0,4.285
188,2014-03-15 06:01:44,0.6,13.522,14.122,0.2490,-0.1988,0.0000,10.712,95.200,10.0,4.291
189,2014-03-15 06:06:44,0.6,13.497,14.098,0.2490,-0.1988,0.0000,10.712,95.100,10.0,4.291
190,2014-03-15 06:11:44,0.6,13.473,14.074,0.2490,-0.1988,0.0000,10.638,94.900,9.9,4.285
191,2014-03-15 06:16:44,0.6,13.449,14.050,0.2490,-0.1988,0.0000,10.541,94.600,9.7,4.291
192,2014-03-15 06:21:44,0.6,13.425,14.050,0.2490,-0.1988,0.0000,10.492,94.600,9.7,4.285
193,2014-03-15 06:26:44,0.6,13.401,14.026,0.2490,-0.1988,0.0000,10.394,94.800,9.6,4.285
194,2014-03-15 06:31:44,0.6,13.377,14.002,0.2490,-0.1988,0.0000,10.320,94.600,9.5,4.285
195,2014-03-15 06:36:44,0.6,13.353,13.978,0.2490,-0.1988,0.0000,10.271,94.700,9.5,4.285
196,2014-03-15 06:41:44,0.6,13.329,13.954,0.2490,-0.1988,0.0000,10.247,94.800,9.5,4.285
197,2014-03-15 06:46:44,0.6,13.305,13.930,0.2490,-0.1988,0.0000,10.247,94.800,9.5,4.285
198,2014-03-15 06:51:44,0.6,13.281,13.906,0.2490,-0.1988,0.0000,10.271,94.700,9.5,4.285
199,2014-03-15 06:56:44,0.6,13.257,13.906,0.2490,-0.1988,0.0000,10.369,95.100,9.6,4.285
200,2014-03-15 07:01:44,0.6,13.257,13.882,0.2490,-0.1988,0.0000,10.492,95.200,9.8,4.285
201,2014-03-15 07:06:44,0.6,13.257,13.858,0.2490,-0.1988,0.0000,10.638,94.800,9.9,4.285
202,2014-03-15 07:11:44,1.9,13.257,13.834,0.2490,-0.1988,0.0000,10.736,94.700,9.9,4.285
203,2014-03-15 07:16:44,3.1,13.233,13.834,0.2490,-0.1988,0.0000,10.858,94.700,10.1,4.285
204,2014-03-15 07:21:44,4.4,13.233,13.810,0.2490,-0.1988,0.0000,11.005,94.800,10.2,4.285
205,2014-03-15 07:26:44,8.1,13.233,13.810,0.2490,-0.1988,0.0000,11.151,94.500,10.3,4.285
206,2014-03-15 07:31:44,6.9,13.233,13.786,0.2494,-0.1988,0.0000,11.200,94.100,10.3,4.285
207,2014-03-15 07:36:44,11.9,13.233,13.786,0.2490,-0.1988,0.0000,11.127,94.000,10.2,4.285
208,2014-03-15 07:41:44,13.1,13.233,13.786,0.2490,-0.1988,0.0000,11.151,94.000,10.2,4.291
209,2014-03-15 07:46:44,15.6,13.233,13.762,0.2490,-0.1988,0.0000,11.273,93.800,10.3,4.291
210,2014-03-15 07:51:44,16.9,13.233,13.762,0.2490,-0.1988,0.0000,11.394,93.600,10.4,4.291
211,2014-03-15 07:56:44,18.1,13.233,13.738,0.2490,-0.1988,0.0000,11.540,92.900,10.4,4.297
212,2014-03-15 08:01:44,19.4,13.233,13.738,0.2490,-0.1988,0.0000,11.686,92.300,10.5,4.297
213,2014-03-15 08:06:44,20.6,13.233,13.738,0.2490,-0.1988,0.0000,11.880,92.200,10.7,4.303
214,2014-03-15 08:11:44,21.9,13.233,13.738,0.2494,-0.1988,0.0000,11.977,91.600,10.7,4.303
215,2014-03-15 08:16:44,21.9,13.257,13.714,0.2494,-0.1988,0.0000,12.195,90.900,10.8,4.309
216,2014-03-15 08:21:44,23.1,13.257,13.714,0.2490,-0.1988,0.0000,12.413,90.500,10.9,4.315
217,2014-03-15 08:26:44,24.4,13.281,13.714,0.2490,-0.1988,0.0000,12.775,89.600,11.1,4.321
218,2014-03-15 08:31:44,24.4,13.305,13.714,0.2490,-0.1988,0.0000,13.016,88.600,11.2,4.321
219,2014-03-15 08:36:44,25.6,13.329,13.714,0.2494,-0.1988,0.0000,13.353,87.900,11.4,4.321
220,2014-03-15 08:41:44,26.9,13.353,13.738,0.2494,-0.1988,0.0000,13.642,87.300,11.6,4.333
221,2014-03-15 08:46:44,26.9,13.377,13.738,0.2494,-0.1988,0.0000,13.834,86.300,11.6,4.333
222,2014-03-15 08:51:44,28.1,13.401,13.738,0.2494,-0.1988,0.0000,14.074,84.200,11.5,4.339
223,2014-03-15 08:56:44,29.4,13.425,13.738,0.2494,-0.1988,0.0000,14.290,83.100,11.5,4.327
224,2014-03-15 09:01:44,29.4,13.449,13.762,0.2494,-0.1988,0.0000,14.457,83.300,11.7,4.321
225,2014-03-15 09:06:44,30.6,13.497,13.762,0.2490,-0.1988,0.0000,14.673,83.700,12.0,4.333
226,2014-03-15 09:11:44,30.6,13.522,13.786,0.2490,-0.1988,0.0000,14.888,83.900,12.2,4.333
227,2014-03-15 09:16:44,31.9,13.570,13.786,0.2490,-0.1988,0.0000,15.294,82.700,12.4,4.339
228,2014-03-15 09:21:44,31.9,13.594,13.810,0.2490,-0.1988,0.0000,15.509,82.100,12.5,4.321
229,2014-03-15 09:26:44,31.9,13.642,13.834,0.2490,-0.1988,0.0000,15.724,82.100,12.7,4.321
230,2014-03-15 09:31:44,33.1,13.690,13.834,0.2490,-0.1988,0.0000,15.772,80.600,12.5,4.333
231,2014-03-15 09:36:44,33.1,13.738,13.858,0.2490,-0.1988,0.0000,16.534,78.800,12.9,4.345
