"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1167,2014-03-18 15:36:44,45.6,21.509,20.674,0.2198,-0.1988,0.0000,23.857,46.800,11.8,4.321
1168,2014-03-18 15:41:44,105.6,21.437,20.650,0.2198,-0.1988,0.0000,23.857,46.900,11.8,4.321
1169,2014-03-18 15:46:44,46.9,21.366,20.579,0.2198,-0.1988,0.0000,23.881,47.200,12.0,4.333
1170,2014-03-18 15:51:44,45.6,21.294,20.555,0.2195,-0.1988,0.0000,23.954,47.600,12.2,4.327
1171,2014-03-18 15:56:44,56.9,21.223,20.507,0.2195,-0.1988,0.0000,23.905,48.200,12.3,4.321
1172,2014-03-18 16:01:44,54.4,21.175,20.460,0.2195,-0.1988,0.0000,23.809,47.800,12.1,4.321
1173,2014-03-18 16:06:44,111.9,21.127,20.412,0.2195,-0.1988,0.0000,23.641,49.300,12.4,4.321
1174,2014-03-18 16:11:44,44.4,21.079,20.388,0.2195,-0.1988,0.0000,23.593,50.000,12.6,4.333
1175,2014-03-18 16:16:44,54.4,21.008,20.341,0.2195,-0.1988,0.0000,23.472,49.600,12.3,4.321
1176,2014-03-18 16:21:44,44.4,20.960,20.317,0.2190,-0.1988,0.0000,23.160,50.800,12.4,4.321
1177,2014-03-18 16:26:44,46.9,20.913,20.269,0.2195,-0.1988,0.0000,23.232,51.000,12.6,4.333
1178,2014-03-18 16:31:44,44.4,20.865,20.246,0.2195,-0.1988,0.0000,23.136,51.300,12.6,4.333
1179,2014-03-18 16:36:44,40.6,20.817,20.222,0.2190,-0.1988,0.0000,23.040,51.700,12.6,4.321
1180,2014-03-18 16:41:44,74.4,20.746,20.174,0.2190,-0.1988,0.0000,22.848,52.400,12.6,4.321
1181,2014-03-18 16:46:44,46.9,20.698,20.150,0.2190,-0.1988,0.0000,22.896,52.600,12.7,4.321
1182,2014-03-18 16:51:44,266.9,20.650,20.103,0.2190,-0.1988,0.0000,22.633,52.600,12.5,4.339
1183,2014-03-18 16:56:44,70.6,20.603,20.079,0.2190,-0.1988,0.0000,22.513,53.100,12.5,4.321
1184,2014-03-18 17:01:44,41.9,20.555,20.031,0.2190,-0.1988,0.0000,22.202,54.500,12.6,4.321
1185,2014-03-18 17:06:44,40.6,20.484,20.007,0.2190,-0.1988,0.0000,22.082,55.000,12.6,4.321
1186,2014-03-18 17:11:44,35.6,20.436,19.984,0.2190,-0.1988,0.0000,21.987,55.600,12.7,4.333
1187,2014-03-18 17:16:44,78.1,20.388,19.936,0.2190,-0.1988,0.0000,22.011,56.200,12.9,4.333
1188,2014-03-18 17:21:44,31.9,20.341,19.912,0.2190,-0.1988,0.0000,21.939,55.600,12.7,4.321
1189,2014-03-18 17:26:44,30.6,20.293,19.865,0.2185,-0.1988,0.0000,21.652,56.900,12.8,4.321
1190,2014-03-18 17:31:44,36.9,20.246,19.841,0.2190,-0.1988,0.0000,21.581,57.800,12.9,4.321
1191,2014-03-18 17:36:44,28.1,20.198,19.817,0.2185,-0.1988,0.0000,21.628,57.300,12.8,4.333
1192,2014-03-18 17:41:44,33.1,20.150,19.770,0.2185,-0.1988,0.0000,21.413,57.700,12.7,4.333
1193,2014-03-18 17:46:44,25.6,20.103,19.746,0.2185,-0.1988,0.0000,21.366,58.600,12.9,4.321
1194,2014-03-18 17:51:44,24.4,20.055,19.698,0.2190,-0.1988,0.0000,21.294,59.000,13.0,4.321
1195,2014-03-18 17:56:44,41.9,20.007,19.674,0.2185,-0.1988,0.0000,21.127,60.300,13.2,4.321
1196,2014-03-18 18:01:44,24.4,19.960,19.651,0.2185,-0.1988,0.0000,21.103,60.400,13.2,4.333
1197,2014-03-18 18:06:44,23.1,19.912,19.603,0.2185,-0.1988,0.0000,21.151,59.800,13.0,4.333
1198,2014-03-18 18:11:44,19.4,19.865,19.579,0.2185,-0.1988,0.0000,20.913,60.300,13.0,4.321
1199,2014-03-18 18:16:44,18.1,19.817,19.532,0.2185,-0.1988,0.0000,20.650,60.800,12.8,4.321
1200,2014-03-18 18:21:44,15.6,19.770,19.508,0.2185,-0.1988,0.0000,20.603,61.400,12.9,4.321
1201,2014-03-18 18:26:44,14.4,19.722,19.460,0.2182,-0.1988,0.0000,20.412,61.600,12.8,4.321
1202,2014-03-18 18:31:44,13.1,19.674,19.436,0.2185,-0.1988,0.0000,20.293,61.600,12.7,4.327
1203,2014-03-18 18:36:44,9.4,19.627,19.413,0.2185,-0.1988,0.0000,20.174,62.000,12.7,4.327
1204,2014-03-18 18:41:44,6.9,19.555,19.365,0.2185,-0.1988,0.0000,19.984,62.400,12.6,4.321
1205,2014-03-18 18:46:44,4.4,19.508,19.341,0.2182,-0.1988,0.0000,19.698,63.400,12.6,4.321
1206,2014-03-18 18:51:44,3.1,19.460,19.294,0.2185,-0.1988,0.0000,19.460,64.300,12.6,4.321
1207,2014-03-18 18:56:44,1.9,19.389,19.270,0.2185,-0.1988,0.0000,19.294,65.300,12.6,4.321
1208,2014-03-18 19:01:44,0.6,19.341,19.222,0.2185,-0.1988,0.0000,19.103,66.200,12.7,4.321
1209,2014-03-18 19:06:44,0.6,19.270,19.175,0.2185,-0.1988,0.0000,18.913,66.500,12.6,4.315
1210,2014-03-18 19:11:44,0.6,19.199,19.127,0.2182,-0.1988,0.0000,18.723,67.000,12.5,4.315
1211,2014-03-18 19:16:44,0.6,19.151,19.103,0.2182,-0.1988,0.0000,18.509,67.700,12.4,4.315
1212,2014-03-18 19:21:44,0.6,19.080,19.056,0.2182,-0.1988,0.0000,18.414,68.200,12.5,4.315
1213,2014-03-18 19:26:44,0.6,19.032,19.008,0.2182,-0.1988,0.0000,18.319,68.200,12.4,4.315
1214,2014-03-18 19:31:44,0.6,18.961,18.961,0.2182,-0.1988,0.0000,18.129,68.900,12.3,4.315
1215,2014-03-18 19:36:44,0.6,18.913,18.937,0.2182,-0.1988,0.0000,18.033,69.200,12.3,4.315
1216,2014-03-18 19:41:44,0.6,18.842,18.889,0.2182,-0.1988,0.0000,17.891,69.600,12.3,4.315
1217,2014-03-18 19:46:44,0.6,18.794,18.842,0.2182,-0.1988,0.0000,17.796,69.800,12.2,4.315
1218,2014-03-18 19:51:44,0.6,18.747,18.794,0.2185,-0.1988,0.0000,17.843,69.700,12.2,4.309
1219,2014-03-18 19:56:44,0.6,18.675,18.747,0.2182,-0.1988,0.0000,17.796,69.700,12.2,4.309
1220,2014-03-18 20:01:44,0.6,18.628,18.723,0.2182,-0.1988,0.0000,17.724,69.800,12.2,4.309
1221,2014-03-18 20:06:44,0.6,18.580,18.675,0.2185,-0.1988,0.0000,17.677,69.200,12.0,4.309
1222,2014-03-18 20:11:44,0.6,18.533,18.628,0.2182,-0.1988,0.0000,17.605,68.700,11.8,4.309
1223,2014-03-18 20:16:44,0.6,18.485,18.580,0.2182,-0.1988,0.0000,17.534,68.000,11.6,4.309
1224,2014-03-18 20:21:44,0.6,18.438,18.557,0.2185,-0.1988,0.0000,17.463,67.300,11.4,4.309
1225,2014-03-18 20:26:44,0.6,18.366,18.509,0.2185,-0.1988,0.0000,17.344,67.500,11.3,4.327
1226,2014-03-18 20:31:44,0.6,18.319,18.461,0.2185,-0.1988,0.0000,17.177,67.700,11.2,4.321
1227,2014-03-18 20:36:44,0.6,18.271,18.438,0.2185,-0.1988,0.0000,16.915,68.600,11.1,4.303
1228,2014-03-18 20:41:44,0.6,18.224,18.390,0.2185,-0.1988,0.0000,16.701,69.200,11.0,4.303
1229,2014-03-18 20:46:44,0.6,18.176,18.343,0.2185,-0.1988,0.0000,16.606,69.900,11.1,4.303
1230,2014-03-18 20:51:44,0.6,18.129,18.319,0.2185,-0.1988,0.0000,16.868,69.100,11.2,4.303
1231,2014-03-18 20:56:44,0.6,18.081,18.271,0.2185,-0.1988,0.0000,16.939,69.300,11.3,4.303
1232,2014-03-18 21:01:44,0.6,18.033,18.224,0.2185,-0.1988,0.0000,16.987,68.800,11.2,4.303
1233,2014-03-18 21:06:44,0.6,17.986,18.200,0.2185,-0.1988,0.0000,17.130,68.200,11.2,4.303
1234,2014-03-18 21:11:44,0.6,17.938,18.152,0.2185,-0.1988,0.0000,17.153,68.300,11.3,4.303
1235,2014-03-18 21:16:44,0.6,17.891,18.105,0.2190,-0.1988,0.0000,17.130,68.200,11.2,4.303
1236,2014-03-18 21:21:44,0.6,17.867,18.081,0.2185,-0.1988,0.0000,17.106,68.100,11.2,4.303
1237,2014-03-18 21:26:44,0.6,17.819,18.033,0.2185,-0.1988,0.0000,16.963,69.300,11.3,4.303
1238,2014-03-18 21:31:44,0.6,17.772,18.010,0.2185,-0.1988,0.0000,16.773,70.000,11.3,4.303
1239,2014-03-18 21:36:44,0.6,17.748,17.962,0.2185,-0.1988,0.0000,16.558,70.700,11.2,4.303
1240,2014-03-18 21:41:44,0.6,17.701,17.938,0.2185,-0.1988,0.0000,16.463,71.000,11.2,4.303
1241,2014-03-18 21:46:44,0.6,17.677,17.915,0.2185,-0.1988,0.0000,16.487,70.800,11.2,4.303
1242,2014-03-18 21:51:44,0.6,17.629,17.867,0.2190,-0.1988,0.0000,16.606,70.100,11.2,4.303
1243,2014-03-18 21:56:44,0.6,17.605,17.843,0.2185,-0.1988,0.0000,16.630,70.300,11.2,4.303
1244,2014-03-18 22:01:44,0.6,17.558,17.796,0.2190,-0.1988,0.0000,16.606,71.000,11.3,4.303
1245,2014-03-18 22:06:44,0.6,17.534,17.772,0.2190,-0.1988,0.0000,16.558,71.700,11.4,4.303
1246,2014-03-18 22:11:44,0.6,17.486,17.748,0.2190,-0.1988,0.0000,16.487,72.300,11.5,4.303
1247,2014-03-18 22:16:44,0.6,17.463,17.724,0.2190,-0.1988,0.0000,16.511,73.800,11.8,4.303
1248,2014-03-18 22:21:44,0.6,17.439,17.677,0.2190,-0.1988,0.0000,16.511,76.400,12.4,4.303
1249,2014-03-18 22:26:44,0.6,17.415,17.653,0.2190,-0.1988,0.0000,16.487,77.800,12.6,4.303
1250,2014-03-18 22:31:44,0.6,17.368,17.629,0.2190,-0.1988,0.0000,16.392,78.800,12.7,4.303
1251,2014-03-18 22:36:44,0.6,17.344,17.605,0.2190,-0.1988,0.0000,16.272,79.700,12.8,4.303
1252,2014-03-18 22:41:44,0.6,17.320,17.582,0.2190,-0.1988,0.0000,16.153,80.200,12.8,4.303
1253,2014-03-18 22:46:44,0.6,17.296,17.534,0.2190,-0.1988,0.0000,16.082,80.500,12.7,4.303
1254,2014-03-18 22:51:44,0.6,17.272,17.534,0.2190,-0.1988,0.0000,15.986,80.800,12.7,4.303
1255,2014-03-18 22:56:44,0.6,17.249,17.486,0.2185,-0.1988,0.0000,15.915,81.200,12.7,4.303
1256,2014-03-18 23:01:44,0.6,17.225,17.463,0.2190,-0.1988,0.0000,15.843,81.400,12.7,4.297
1257,2014-03-18 23:06:44,0.6,17.201,17.439,0.2190,-0.1988,0.0000,15.796,81.700,12.7,4.297
1258,2014-03-18 23:11:44,0.6,17.177,17.415,0.2190,-0.1988,0.0000,15.796,81.800,12.7,4.297
1259,2014-03-18 23:16:44,0.6,17.130,17.391,0.2190,-0.1988,0.0000,15.748,81.900,12.7,4.297
1260,2014-03-18 23:21:44,0.6,17.106,17.368,0.2190,-0.1988,0.0000,15.652,82.400,12.7,4.297
1261,2014-03-18 23:26:44,0.6,17.082,17.344,0.2190,-0.1988,0.0000,15.533,82.800,12.6,4.297
1262,2014-03-18 23:31:44,0.6,17.058,17.320,0.2190,-0.1988,0.0000,15.461,82.900,12.6,4.297
1263,2014-03-18 23:36:44,0.6,17.034,17.296,0.2195,-0.1988,0.0000,15.414,83.100,12.6,4.297
1264,2014-03-18 23:41:44,0.6,16.987,17.272,0.2195,-0.1988,0.0000,15.342,82.900,12.5,4.297
1265,2014-03-18 23:46:44,0.6,16.963,17.249,0.2195,-0.1988,0.0000,15.151,82.800,12.3,4.297
1266,2014-03-18 23:51:44,0.6,16.939,17.225,0.2195,-0.1988,0.0000,14.960,83.300,12.2,4.297
1267,2014-03-18 23:56:44,0.6,16.915,17.201,0.2190,-0.1988,0.0000,14.840,83.900,12.2,4.297
1268,2014-03-19 00:01:44,0.6,16.868,17.177,0.2195,-0.1988,0.0000,14.792,84.300,12.2,4.297
1269,2014-03-19 00:06:44,0.6,16.844,17.153,0.2195,-0.1988,0.0000,14.721,84.700,12.2,4.297
1270,2014-03-19 00:11:44,0.6,16.820,17.130,0.2195,-0.1988,0.0000,14.625,84.600,12.1,4.297
1271,2014-03-19 00:16:44,0.6,16.773,17.106,0.2195,-0.1988,0.0000,14.577,84.900,12.1,4.297
1272,2014-03-19 00:21:44,0.6,16.749,17.082,0.2195,-0.1988,0.0000,14.505,84.900,12.0,4.297
1273,2014-03-19 00:26:44,0.6,16.725,17.058,0.2195,-0.1988,0.0000,14.385,85.300,12.0,4.297
1274,2014-03-19 00:31:44,0.6,16.677,17.011,0.2195,-0.1988,0.0000,14.218,85.700,11.9,4.297
1275,2014-03-19 00:36:44,0.6,16.654,16.987,0.2195,-0.1988,0.0000,14.146,86.600,12.0,4.297
1276,2014-03-19 00:41:44,0.6,16.630,16.963,0.2195,-0.1988,0.0000,14.098,86.500,11.9,4.297
1277,2014-03-19 00:46:44,0.6,16.582,16.939,0.2195,-0.1988,0.0000,14.026,87.000,11.9,4.297
1278,2014-03-19 00:51:44,0.6,16.558,16.915,0.2195,-0.1988,0.0000,13.906,87.000,11.8,4.297
1279,2014-03-19 00:56:44,0.6,16.534,16.892,0.2195,-0.1988,0.0000,13.834,87.400,11.8,4.297
1280,2014-03-19 01:01:44,0.6,16.511,16.868,0.2195,-0.1988,0.0000,13.786,87.300,11.7,4.297
1281,2014-03-19 01:06:44,0.6,16.463,16.844,0.2195,-0.1988,0.0000,13.690,87.600,11.7,4.297
1282,2014-03-19 01:11:44,0.6,16.439,16.796,0.2195,-0.1988,0.0000,13.618,87.900,11.7,4.297
1283,2014-03-19 01:16:44,0.6,16.415,16.796,0.2195,-0.1988,0.0000,13.594,88.200,11.7,4.297
1284,2014-03-19 01:21:44,0.6,16.368,16.749,0.2195,-0.1988,0.0000,13.570,88.500,11.7,4.297
1285,2014-03-19 01:26:44,0.6,16.344,16.725,0.2198,-0.1988,0.0000,13.497,88.500,11.6,4.297
1286,2014-03-19 01:31:44,0.6,16.320,16.701,0.2195,-0.1988,0.0000,13.449,88.500,11.6,4.297
1287,2014-03-19 01:36:44,0.6,16.296,16.677,0.2198,-0.1988,0.0000,13.473,88.800,11.7,4.297
1288,2014-03-19 01:41:44,0.6,16.272,16.654,0.2198,-0.1988,0.0000,13.449,88.600,11.6,4.297
1289,2014-03-19 01:46:44,0.6,16.225,16.630,0.2195,-0.1988,0.0000,13.401,88.600,11.6,4.297
1290,2014-03-19 01:51:44,0.6,16.201,16.606,0.2198,-0.1988,0.0000,13.329,89.000,11.6,4.297
1291,2014-03-19 01:56:44,0.6,16.177,16.582,0.2198,-0.1988,0.0000,13.257,89.300,11.5,4.291
1292,2014-03-19 02:01:44,0.6,16.153,16.558,0.2198,-0.1988,0.0000,13.209,89.300,11.5,4.291
1293,2014-03-19 02:06:44,0.6,16.129,16.534,0.2195,-0.1988,0.0000,13.112,88.900,11.3,4.291
1294,2014-03-19 02:11:44,0.6,16.106,16.511,0.2198,-0.1988,0.0000,13.088,89.400,11.4,4.297
1295,2014-03-19 02:16:44,0.6,16.058,16.487,0.2198,-0.1988,0.0000,13.040,89.200,11.3,4.291
1296,2014-03-19 02:21:44,0.6,16.034,16.463,0.2198,-0.1988,0.0000,12.968,88.900,11.2,4.291
1297,2014-03-19 02:26:44,0.6,16.010,16.439,0.2198,-0.1988,0.0000,12.944,89.600,11.3,4.291
1298,2014-03-19 02:31:44,0.6,15.986,16.415,0.2198,-0.1988,0.0000,12.944,89.800,11.3,4.291
1299,2014-03-19 02:36:44,0.6,15.963,16.392,0.2198,-0.1988,0.0000,12.896,89.800,11.3,4.291
1300,2014-03-19 02:41:44,0.6,15.939,16.368,0.2198,-0.1988,0.0000,12.871,90.300,11.3,4.291
1301,2014-03-19 02:46:44,0.6,15.891,16.344,0.2198,-0.1988,0.0000,12.823,90.800,11.4,4.291
1302,2014-03-19 02:51:44,0.6,15.867,16.320,0.2198,-0.1988,0.0000,12.775,90.900,11.3,4.291
1303,2014-03-19 02:56:44,0.6,15.843,16.296,0.2198,-0.1988,0.0000,12.727,91.100,11.3,4.291
1304,2014-03-19 03:01:44,0.6,15.819,16.272,0.2198,-0.1988,0.0000,12.678,91.100,11.3,4.291
1305,2014-03-19 03:06:44,0.6,15.796,16.249,0.2198,-0.1988,0.0000,12.654,91.300,11.3,4.291
1306,2014-03-19 03:11:44,0.6,15.772,16.225,0.2198,-0.1988,0.0000,12.630,91.500,11.3,4.291
1307,2014-03-19 03:16:44,0.6,15.748,16.201,0.2198,-0.1988,0.0000,12.558,91.300,11.2,4.291
1308,2014-03-19 03:21:44,0.6,15.724,16.177,0.2198,-0.1988,0.0000,12.437,91.000,11.0,4.291
1309,2014-03-19 03:26:44,0.6,15.700,16.153,0.2198,-0.1988,0.0000,12.364,90.700,10.9,4.291
1310,2014-03-19 03:31:44,0.6,15.652,16.129,0.2198,-0.1988,0.0000,12.316,90.600,10.8,4.291
1311,2014-03-19 03:36:44,0.6,15.629,16.106,0.2198,-0.1988,0.0000,12.292,90.800,10.8,4.291
1312,2014-03-19 03:41:44,0.6,15.605,16.082,0.2198,-0.1988,0.0000,12.268,90.900,10.8,4.291
1313,2014-03-19 03:46:44,0.6,15.581,16.058,0.2203,-0.1988,0.0000,12.243,91.200,10.9,4.291
1314,2014-03-19 03:51:44,0.6,15.557,16.034,0.2198,-0.1988,0.0000,12.195,91.200,10.8,4.291
1315,2014-03-19 03:56:44,0.6,15.533,16.010,0.2203,-0.1988,0.0000,12.147,91.200,10.8,4.291
1316,2014-03-19 04:01:44,0.6,15.509,15.986,0.2198,-0.1988,0.0000,12.171,91.700,10.9,4.291
1317,2014-03-19 04:06:44,0.6,15.461,15.963,0.2198,-0.1988,0.0000,12.147,91.800,10.9,4.291
1318,2014-03-19 04:11:44,0.6,15.438,15.939,0.2198,-0.1988,0.0000,12.122,92.100,10.9,4.291
1319,2014-03-19 04:16:44,0.6,15.414,15.915,0.2203,-0.1988,0.0000,12.147,92.200,10.9,4.291
1320,2014-03-19 04:21:44,0.6,15.390,15.891,0.2198,-0.1988,0.0000,12.074,92.200,10.9,4.291
1321,2014-03-19 04:26:44,0.6,15.366,15.867,0.2203,-0.1988,0.0000,11.904,91.700,10.6,4.291
1322,2014-03-19 04:31:44,0.6,15.342,15.843,0.2203,-0.1988,0.0000,11.807,91.500,10.5,4.291
1323,2014-03-19 04:36:44,0.6,15.318,15.819,0.2203,-0.1988,0.0000,11.759,91.500,10.4,4.291
1324,2014-03-19 04:41:44,0.6,15.294,15.796,0.2198,-0.1988,0.0000,11.759,92.000,10.5,4.291
1325,2014-03-19 04:46:44,0.6,15.247,15.772,0.2203,-0.1988,0.0000,11.759,92.200,10.5,4.291
1326,2014-03-19 04:51:44,0.6,15.223,15.748,0.2198,-0.1988,0.0000,11.734,92.300,10.5,4.291
1327,2014-03-19 04:56:44,0.6,15.199,15.724,0.2198,-0.1988,0.0000,11.686,92.300,10.5,4.291
1328,2014-03-19 05:01:44,0.6,15.175,15.700,0.2198,-0.1988,0.0000,11.662,92.700,10.5,4.291
1329,2014-03-19 05:06:44,0.6,15.151,15.676,0.2203,-0.1988,0.0000,11.637,92.600,10.5,4.291
1330,2014-03-19 05:11:44,0.6,15.127,15.652,0.2203,-0.1988,0.0000,11.613,92.800,10.5,4.291
1331,2014-03-19 05:16:44,0.6,15.103,15.629,0.2203,-0.1988,0.0000,11.589,92.800,10.5,4.291
1332,2014-03-19 05:21:44,0.6,15.079,15.605,0.2198,-0.1988,0.0000,11.492,92.600,10.3,4.291
1333,2014-03-19 05:26:44,0.6,15.055,15.581,0.2203,-0.1988,0.0000,11.467,92.500,10.3,4.291
1334,2014-03-19 05:31:44,0.6,15.031,15.557,0.2203,-0.1988,0.0000,11.467,92.100,10.2,4.291
1335,2014-03-19 05:36:44,0.6,15.008,15.533,0.2203,-0.1988,0.0000,11.394,91.500,10.1,4.291
1336,2014-03-19 05:41:44,0.6,14.984,15.533,0.2203,-0.1988,0.0000,11.370,91.600,10.1,4.291
1337,2014-03-19 05:46:44,0.6,14.960,15.509,0.2203,-0.1988,0.0000,11.370,91.500,10.0,4.291
1338,2014-03-19 05:51:44,0.6,14.936,15.485,0.2203,-0.1988,0.0000,11.394,91.500,10.1,4.291
1339,2014-03-19 05:56:44,0.6,14.912,15.461,0.2203,-0.1988,0.0000,11.443,91.600,10.1,4.291
1340,2014-03-19 06:01:44,0.6,14.888,15.438,0.2203,-0.1988,0.0000,11.492,91.300,10.1,4.291
1341,2014-03-19 06:06:44,0.6,14.864,15.414,0.2203,-0.1988,0.0000,11.492,91.200,10.1,4.291
1342,2014-03-19 06:11:44,0.6,14.840,15.390,0.2203,-0.1988,0.0000,11.540,91.100,10.2,4.291
1343,2014-03-19 06:16:44,0.6,14.816,15.366,0.2208,-0.1988,0.0000,11.565,90.800,10.1,4.291
1344,2014-03-19 06:21:44,0.6,14.792,15.342,0.2203,-0.1988,0.0000,11.540,90.600,10.1,4.291
1345,2014-03-19 06:26:44,0.6,14.768,15.318,0.2208,-0.1988,0.0000,11.516,90.600,10.0,4.291
1346,2014-03-19 06:31:44,0.6,14.745,15.294,0.2203,-0.1988,0.0000,11.394,90.500,9.9,4.291
1347,2014-03-19 06:36:44,0.6,14.721,15.294,0.2203,-0.1988,0.0000,11.321,90.700,9.9,4.291
1348,2014-03-19 06:41:44,0.6,14.697,15.270,0.2203,-0.1988,0.0000,11.321,90.600,9.9,4.291
1349,2014-03-19 06:46:44,0.6,14.673,15.247,0.2203,-0.1988,0.0000,11.248,90.200,9.7,4.291
1350,2014-03-19 06:51:44,0.6,14.649,15.223,0.2208,-0.1988,0.0000,11.248,90.000,9.7,4.291
1351,2014-03-19 06:56:44,0.6,14.625,15.199,0.2203,-0.1988,0.0000,11.346,89.800,9.7,4.291
1352,2014-03-19 07:01:44,0.6,14.625,15.175,0.2203,-0.1988,0.0000,11.224,89.600,9.6,4.291
1353,2014-03-19 07:06:44,1.9,14.601,15.151,0.2208,-0.1988,0.0000,11.151,89.600,9.5,4.291
1354,2014-03-19 07:11:44,3.1,14.577,15.151,0.2208,-0.1988,0.0000,11.151,89.600,9.5,4.291
1355,2014-03-19 07:16:44,4.4,14.553,15.127,0.2203,-0.1988,0.0000,11.151,89.600,9.5,4.291
1356,2014-03-19 07:21:44,5.6,14.529,15.103,0.2203,-0.1988,0.0000,11.200,90.000,9.6,4.291
1357,2014-03-19 07:26:44,10.6,14.505,15.079,0.2208,-0.1988,0.0000,11.321,90.300,9.8,4.291
1358,2014-03-19 07:31:44,11.9,14.505,15.055,0.2208,-0.1988,0.0000,11.443,90.400,9.9,4.291
1359,2014-03-19 07:36:44,13.1,14.481,15.055,0.2208,-0.1988,0.0000,11.565,90.700,10.1,4.291
1360,2014-03-19 07:41:44,14.4,14.481,15.031,0.2208,-0.1988,0.0000,11.807,90.600,10.3,4.291
1361,2014-03-19 07:46:44,16.9,14.481,15.008,0.2208,-0.1988,0.0000,12.001,89.500,10.3,4.291
1362,2014-03-19 07:51:44,18.1,14.481,15.008,0.2208,-0.1988,0.0000,12.171,89.300,10.5,4.297
1363,2014-03-19 07:56:44,19.4,14.481,14.984,0.2203,-0.1988,0.0000,12.582,89.700,10.9,4.297
1364,2014-03-19 08:01:44,20.6,14.505,14.984,0.2208,-0.1988,0.0000,13.112,88.900,11.3,4.303
1365,2014-03-19 08:06:44,21.9,14.505,14.984,0.2203,-0.1988,0.0000,13.329,88.100,11.4,4.303
1366,2014-03-19 08:11:44,21.9,14.529,14.960,0.2208,-0.1988,0.0000,13.594,87.400,11.6,4.309
1367,2014-03-19 08:16:44,23.1,14.553,14.960,0.2208,-0.1988,0.0000,14.002,85.700,11.7,4.315
1368,2014-03-19 08:21:44,24.4,14.577,14.960,0.2208,-0.1988,0.0000,14.242,84.800,11.7,4.315
1369,2014-03-19 08:26:44,24.4,14.601,14.960,0.2203,-0.1988,0.0000,14.409,83.600,11.7,4.321
1370,2014-03-19 08:31:44,25.6,14.601,14.984,0.2208,-0.1988,0.0000,14.649,83.000,11.8,4.321
1371,2014-03-19 08:36:44,26.9,14.649,14.984,0.2208,-0.1988,0.0000,14.649,82.200,11.7,4.321
1372,2014-03-19 08:41:44,28.1,14.673,14.984,0.2203,-0.1988,0.0000,14.745,81.900,11.7,4.333
1373,2014-03-19 08:46:44,28.1,14.697,14.984,0.2208,-0.1988,0.0000,14.840,81.300,11.7,4.333
1374,2014-03-19 08:51:44,29.4,14.721,15.008,0.2203,-0.1988,0.0000,15.055,80.600,11.8,4.339
1375,2014-03-19 08:56:44,29.4,14.745,15.008,0.2208,-0.1988,0.0000,15.223,79.700,11.8,4.327
1376,2014-03-19 09:01:44,30.6,14.768,15.031,0.2203,-0.1988,0.0000,15.342,79.500,11.8,4.321
1377,2014-03-19 09:06:44,30.6,14.792,15.031,0.2203,-0.1988,0.0000,15.557,78.700,11.9,4.333
1378,2014-03-19 09:11:44,31.9,14.840,15.055,0.2203,-0.1988,0.0000,15.796,78.600,12.1,4.333
1379,2014-03-19 09:16:44,33.1,14.864,15.055,0.2203,-0.1988,0.0000,16.201,77.000,12.2,4.333
1380,2014-03-19 09:21:44,33.1,14.888,15.079,0.2203,-0.1988,0.0000,16.392,76.100,12.2,4.321
1381,2014-03-19 09:26:44,33.1,14.936,15.103,0.2203,-0.1988,0.0000,16.392,75.400,12.0,4.321
1382,2014-03-19 09:31:44,33.1,14.960,15.103,0.2203,-0.1988,0.0000,16.796,73.800,12.1,4.339
1383,2014-03-19 09:36:44,34.4,15.008,15.127,0.2203,-0.1988,0.0000,17.058,72.000,12.0,4.339
1384,2014-03-19 09:41:44,34.4,15.031,15.151,0.2203,-0.1988,0.0000,17.344,69.700,11.8,4.327
1385,2014-03-19 09:46:44,34.4,15.079,15.151,0.2203,-0.1988,0.0000,17.320,69.500,11.7,4.321
1386,2014-03-19 09:51:44,35.6,15.103,15.175,0.2203,-0.1988,0.0000,17.629,67.900,11.6,4.333
1387,2014-03-19 09:56:44,35.6,15.151,15.199,0.2203,-0.1988,0.0000,17.915,66.100,11.5,4.345
1388,2014-03-19 10:01:44,35.6,15.175,15.223,0.2203,-0.1988,0.0000,17.962,67.000,11.8,4.333
1389,2014-03-19 10:06:44,35.6,15.223,15.247,0.2198,-0.1988,0.0000,18.224,66.700,11.9,4.321
1390,2014-03-19 10:11:44,35.6,15.247,15.270,0.2203,-0.1988,0.0000,18.271,64.100,11.4,4.321
1391,2014-03-19 10:16:44,35.6,15.294,15.294,0.2198,-0.1988,0.0000,18.271,64.200,11.4,4.333
1392,2014-03-19 10:21:44,36.9,15.342,15.318,0.2198,-0.1988,0.0000,18.438,63.000,11.3,4.339
1393,2014-03-19 10:26:44,38.1,15.366,15.342,0.2198,-0.1988,0.0000,18.652,60.400,10.9,4.327
