"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10221049, SEN S/N: 10200136)","Voltage, V (LGR S/N: 10221049, SEN S/N: 10200856)","Current, mA (LGR S/N: 10221049, SEN S/N: 10200856)","Wetness, % (LGR S/N: 10221049, SEN S/N: 10205909)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213641)","RH, % (LGR S/N: 10221049, SEN S/N: 10213641)","DewPt, °C (LGR S/N: 10221049, SEN S/N: 10213641)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213736, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213737, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10221049, SEN S/N: 10222872)","Batt, V (LGR S/N: 10221049)"
1,2013-10-02 10:05:02,28.1,-0.2039,0.0000,81.18,19.413,73.800,14.6,19.056,18.699,0.1036,4.297
2,2013-10-02 10:10:02,31.9,-0.2039,0.0000,26.47,19.389,73.400,14.5,19.080,18.723,0.1036,4.291
3,2013-10-02 10:15:02,31.9,-0.2039,0.0000,20.59,19.389,73.500,14.6,19.080,18.747,0.1042,4.297
4,2013-10-02 10:20:02,38.1,-0.2039,0.0000,17.06,19.460,73.300,14.6,19.103,18.794,0.1036,4.297
5,2013-10-02 10:25:02,39.4,-0.2039,0.0000,14.71,19.579,73.000,14.6,19.127,18.818,0.1036,4.303
6,2013-10-02 10:30:02,44.4,-0.2039,0.0000,14.12,19.651,72.500,14.6,19.127,18.842,0.1042,4.303
7,2013-10-02 10:35:02,44.4,-0.2039,0.0000,12.35,19.841,72.200,14.7,19.127,18.889,0.1036,4.309
8,2013-10-02 10:40:02,51.9,-0.2039,0.0000,11.18,20.055,71.700,14.8,19.151,18.937,0.1036,4.315
9,2013-10-02 10:45:02,56.9,-0.2039,0.0000,10.00,20.246,71.000,14.8,19.175,18.985,0.1036,4.321
10,2013-10-02 10:50:02,66.9,-0.2039,0.0000,8.82,20.341,70.700,14.9,19.199,19.056,0.1036,4.327
11,2013-10-02 10:55:02,61.9,-0.2039,0.0000,8.24,20.460,70.400,14.9,19.222,19.103,0.1036,4.333
12,2013-10-02 11:00:02,58.1,-0.2039,0.0000,8.82,20.484,70.100,14.9,19.246,19.175,0.1036,4.333
13,2013-10-02 11:05:02,69.4,-0.2039,0.0000,7.65,20.746,69.100,14.9,19.270,19.222,0.1036,4.333
14,2013-10-02 11:10:02,81.9,-0.2039,0.0000,7.06,20.960,67.500,14.7,19.294,19.294,0.1036,4.339
15,2013-10-02 11:15:02,81.9,-0.2039,0.0000,7.06,20.913,67.600,14.7,19.318,19.365,0.1036,4.345
16,2013-10-02 11:20:02,89.4,-0.2039,0.0000,6.47,21.008,67.200,14.7,19.341,19.413,0.1036,4.351
17,2013-10-02 11:25:02,90.6,-0.2039,0.0000,6.47,21.199,66.900,14.8,19.365,19.508,0.1036,4.381
18,2013-10-02 11:30:02,103.1,-0.2039,0.0000,5.88,21.246,66.300,14.7,19.413,19.555,0.1031,4.363
19,2013-10-02 11:35:02,96.9,-0.2039,0.0000,5.88,21.485,65.900,14.9,19.436,19.603,0.1036,4.369
20,2013-10-02 11:40:02,80.6,-0.2039,0.0000,5.88,21.151,65.900,14.5,19.460,19.651,0.1031,4.369
21,2013-10-02 11:45:02,69.4,-0.2039,0.0000,5.88,21.652,65.100,14.8,19.508,19.674,0.1031,4.363
22,2013-10-02 11:50:02,81.9,-0.2039,0.0000,5.29,22.154,63.400,14.9,19.532,19.698,0.1031,4.363
23,2013-10-02 11:55:02,124.4,-0.2039,0.0000,5.29,22.633,62.100,15.0,19.555,19.746,0.1031,4.369
24,2013-10-02 12:00:02,663.1,-0.2039,0.0000,5.29,23.112,60.000,14.9,19.579,19.817,0.1031,4.381
25,2013-10-02 12:05:02,654.4,-0.2039,0.0000,4.71,24.002,58.100,15.3,19.627,20.007,0.1031,4.412
26,2013-10-02 12:10:02,674.4,-0.2039,0.0000,4.71,23.641,57.900,14.9,19.651,20.293,0.1031,4.381
27,2013-10-02 12:15:02,664.4,-0.2039,0.0000,4.71,24.026,58.500,15.4,19.698,20.627,0.1031,4.363
28,2013-10-02 12:20:02,668.1,-0.2039,0.0000,5.29,24.919,54.500,15.1,19.770,21.056,0.1036,4.351
29,2013-10-02 12:25:02,668.1,-0.2039,0.0000,4.71,24.243,55.300,14.7,19.888,21.509,0.1031,4.393
30,2013-10-02 12:30:02,679.4,-0.2039,0.0000,5.29,25.453,53.100,15.2,20.031,21.891,0.1036,4.400
31,2013-10-02 12:35:02,685.6,-0.2039,0.0000,5.29,25.550,53.000,15.3,20.174,22.298,0.1036,4.369
32,2013-10-02 12:40:02,690.6,-0.2039,0.0000,5.29,25.647,52.200,15.1,20.317,22.657,0.1036,4.357
33,2013-10-02 12:45:02,686.9,-0.2039,0.0000,5.29,25.793,52.500,15.4,20.484,23.040,0.1036,4.351
34,2013-10-02 12:50:02,691.9,-0.2039,0.0000,5.29,26.280,51.100,15.4,20.650,23.376,0.1036,4.448
35,2013-10-02 12:55:02,688.1,-0.2039,0.0000,5.29,25.671,51.600,15.0,20.793,23.593,0.1036,4.381
36,2013-10-02 13:00:02,685.6,-0.2039,0.0000,5.29,25.501,52.600,15.1,20.936,23.689,0.1036,4.363
37,2013-10-02 13:05:02,681.9,-0.2039,0.0000,5.29,25.695,51.000,14.8,21.079,23.785,0.1042,4.351
38,2013-10-02 13:10:02,688.1,-0.2039,0.0000,5.29,26.036,50.900,15.1,21.199,23.881,0.1042,4.381
39,2013-10-02 13:15:02,683.1,-0.2039,0.0000,5.29,26.549,49.300,15.1,21.318,23.930,0.1042,4.393
40,2013-10-02 13:20:02,676.9,-0.2039,0.0000,5.29,26.304,49.900,15.0,21.413,24.002,0.1042,4.363
41,2013-10-02 13:25:02,673.1,-0.2039,0.0000,5.88,26.744,49.300,15.3,21.509,24.050,0.1047,4.351
42,2013-10-02 13:30:02,659.4,-0.2039,0.0000,5.29,26.134,49.300,14.7,21.604,24.050,0.1047,4.381
43,2013-10-02 13:35:02,645.6,-0.2039,0.0000,5.29,25.550,51.000,14.7,21.676,23.978,0.1047,4.393
44,2013-10-02 13:40:02,565.6,-0.2039,0.0000,5.29,25.744,49.900,14.5,21.724,23.905,0.1053,4.393
45,2013-10-02 13:45:02,54.4,-0.2039,0.0000,4.12,25.210,51.000,14.4,21.772,23.761,0.1047,4.363
46,2013-10-02 13:50:02,40.6,-0.2039,0.0000,3.53,24.871,51.800,14.3,21.795,23.569,0.1053,4.357
47,2013-10-02 13:55:02,38.1,-0.2039,0.0000,3.53,24.388,53.500,14.4,21.819,23.376,0.1053,4.351
48,2013-10-02 14:00:02,36.9,-0.2039,0.0000,2.94,24.388,53.700,14.4,21.819,23.184,0.1053,4.351
49,2013-10-02 14:05:02,34.4,-0.2039,0.0000,2.94,24.557,54.000,14.7,21.819,23.016,0.1053,4.351
