"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10374983, SEN S/N: 10359313)","RH, % (LGR S/N: 10374983, SEN S/N: 10359313)","DewPt, °C (LGR S/N: 10374983, SEN S/N: 10359313)","Voltage, V (LGR S/N: 10374983, SEN S/N: 10363573)","Current, mA (LGR S/N: 10374983, SEN S/N: 10363573)","Temp, °C (LGR S/N: 10374983, SEN S/N: 10365594, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374983, SEN S/N: 10365595, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374983, SEN S/N: 10374518)","Wetness, % (LGR S/N: 10374983, SEN S/N: 10374912)","Solar Radiation, W/m² (LGR S/N: 10374983, SEN S/N: 10378954)","Batt, V (LGR S/N: 10374983)"
1,2014-09-12 14:15:00,32.536,41.100,17.6,-0.2039,0.0000,34.969,31.842,0.0869,2.35,825.6,4.333
2,2014-09-12 14:20:00,32.407,42.300,18.0,-0.2039,0.0000,35.022,31.944,0.0875,2.35,813.1,4.357
3,2014-09-12 14:25:00,32.924,41.100,18.0,-0.2039,0.0000,35.075,32.021,0.0875,2.35,808.1,4.339
4,2014-09-12 14:30:00,32.975,41.200,18.1,-0.2039,0.0000,35.155,32.098,0.0875,2.35,796.9,4.339
5,2014-09-12 14:35:00,32.355,41.900,17.8,-0.2039,0.0000,35.235,32.201,0.0875,2.35,788.1,4.339
6,2014-09-12 14:40:00,32.665,40.700,17.6,-0.2039,0.0000,35.368,32.278,0.0875,2.35,778.1,4.363
7,2014-09-12 14:45:00,32.407,41.000,17.5,-0.2039,0.0000,35.475,32.355,0.0875,2.35,764.4,4.339
8,2014-09-12 14:50:00,32.355,40.900,17.4,-0.2039,0.0000,35.555,32.433,0.0875,2.35,756.9,4.351
9,2014-09-12 14:55:00,32.201,40.700,17.2,-0.2039,0.0000,35.636,32.510,0.0881,2.35,740.6,4.339
10,2014-09-12 15:00:00,31.893,42.000,17.4,-0.2039,0.0000,35.716,32.587,0.0881,2.35,728.1,4.393
