"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10221051, SEN S/N: 10200137)","Voltage, V (LGR S/N: 10221051, SEN S/N: 10200855)","Current, mA (LGR S/N: 10221051, SEN S/N: 10200855)","Wetness, % (LGR S/N: 10221051, SEN S/N: 10205905)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213637)","RH, % (LGR S/N: 10221051, SEN S/N: 10213637)","DewPt, °C (LGR S/N: 10221051, SEN S/N: 10213637)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213732, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213733, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221051, SEN S/N: 10222876)","Batt, V (LGR S/N: 10221051)"
1,2013-10-05 11:10:00,671.9,-0.2039,0.0000,2.35,30.798,12.900,-0.9,20.007,19.579,0.2877,4.351
2,2013-10-05 11:15:00,676.9,-0.2039,0.0000,2.35,31.306,14.800,1.4,20.079,19.651,0.2877,4.351
3,2013-10-05 11:20:00,683.1,-0.2039,0.0000,2.35,31.689,15.200,2.1,20.150,19.722,0.2877,4.400
4,2013-10-05 11:25:00,690.6,-0.2039,0.0000,2.35,31.612,11.800,-1.5,20.198,19.793,0.2877,4.381
5,2013-10-05 11:30:00,695.6,-0.2039,0.0000,2.35,32.150,14.200,1.5,20.246,19.841,0.2877,4.369
6,2013-10-05 11:35:00,698.1,-0.2039,0.0000,2.35,30.950,13.500,-0.1,20.269,19.865,0.2877,4.363
7,2013-10-05 11:40:00,699.4,-0.2039,0.0000,2.35,32.047,14.400,1.6,20.317,19.912,0.2877,4.369
8,2013-10-05 11:45:00,701.9,-0.2039,0.0000,2.35,32.794,13.400,1.2,20.341,19.960,0.2874,4.412
9,2013-10-05 11:50:00,706.9,-0.2039,0.0000,2.35,33.443,12.600,0.8,20.412,20.007,0.2877,4.393
10,2013-10-05 11:55:00,710.6,-0.2039,0.0000,2.35,32.949,13.300,1.2,20.460,20.055,0.2874,4.369
11,2013-10-05 12:00:00,714.4,-0.2039,0.0000,2.35,32.433,15.100,2.6,20.531,20.079,0.2877,4.363
12,2013-10-05 12:05:00,714.4,-0.2039,0.0000,2.35,32.304,13.300,0.7,20.579,20.126,0.2874,4.357
13,2013-10-05 12:10:00,711.9,-0.2039,0.0000,2.94,33.183,12.200,0.2,20.650,20.198,0.2874,4.351
14,2013-10-05 12:15:00,713.1,-0.2039,0.0000,2.94,33.209,13.000,1.1,20.770,20.246,0.2871,4.393
15,2013-10-05 12:20:00,715.6,-0.2039,0.0000,2.94,33.548,12.400,0.7,20.960,20.341,0.2874,4.369
16,2013-10-05 12:25:00,718.1,-0.2039,0.0000,2.94,32.536,11.500,-1.1,21.246,20.460,0.2871,4.363
17,2013-10-05 12:30:00,718.1,-0.2039,0.0000,2.94,33.313,14.300,2.5,21.557,20.627,0.2871,4.351
18,2013-10-05 12:35:00,716.9,-0.2039,0.0000,2.94,33.313,11.100,-1.0,21.867,20.793,0.2871,4.351
19,2013-10-05 12:40:00,720.6,-0.2039,0.0000,2.94,32.975,10.600,-1.9,22.178,20.984,0.2871,4.393
20,2013-10-05 12:45:00,723.1,-0.2039,0.0000,2.94,33.730,12.200,0.6,22.489,21.199,0.2871,4.369
21,2013-10-05 12:50:00,723.1,-0.2039,0.0000,2.94,34.229,13.500,2.4,22.848,21.413,0.2868,4.363
22,2013-10-05 12:55:00,714.4,-0.2039,0.0000,2.94,34.071,11.800,0.4,23.232,21.652,0.2871,4.351
23,2013-10-05 13:00:00,714.4,-0.2039,0.0000,2.94,33.365,11.100,-1.0,23.545,21.867,0.2871,4.351
24,2013-10-05 13:05:00,711.9,-0.2039,0.0000,2.94,33.757,11.500,-0.2,23.833,22.106,0.2868,4.393
25,2013-10-05 13:10:00,713.1,-0.2039,0.0000,2.94,33.521,12.100,0.3,24.122,22.345,0.2868,4.369
26,2013-10-05 13:15:00,709.4,-0.2039,0.0000,2.94,33.548,11.200,-0.7,24.388,22.537,0.2868,4.357
27,2013-10-05 13:20:00,710.6,-0.2039,0.0000,2.94,33.783,11.900,0.3,24.581,22.753,0.2864,4.351
28,2013-10-05 13:25:00,705.6,-0.2039,0.0000,2.94,33.809,10.100,-1.9,24.726,22.896,0.2868,4.369
29,2013-10-05 13:30:00,700.6,-0.2039,0.0000,3.53,34.624,14.600,3.8,24.798,23.064,0.2864,4.381
30,2013-10-05 13:35:00,698.1,-0.2039,0.0000,3.53,34.334,13.400,2.4,24.750,23.160,0.2864,4.363
31,2013-10-05 13:40:00,693.1,-0.2039,0.0000,3.53,33.313,12.500,0.6,24.629,23.208,0.2864,4.351
32,2013-10-05 13:45:00,684.4,-0.2039,0.0000,3.53,33.183,10.300,-2.1,24.508,23.232,0.2861,4.351
33,2013-10-05 13:50:00,671.9,-0.2039,0.0000,2.94,33.443,11.200,-0.8,24.363,23.208,0.2864,4.387
34,2013-10-05 13:55:00,385.6,-0.2039,0.0000,3.53,34.545,11.000,-0.2,24.219,23.184,0.2864,4.363
35,2013-10-05 14:00:00,264.4,-0.2039,0.0000,2.94,33.652,10.300,-1.8,24.074,23.136,0.2864,4.357
36,2013-10-05 14:05:00,103.1,-0.2039,0.0000,2.94,32.872,12.800,0.6,23.954,23.088,0.2861,4.351
37,2013-10-05 14:10:00,99.4,-0.2039,0.0000,2.94,33.079,10.500,-1.9,23.809,23.040,0.2861,4.412
38,2013-10-05 14:15:00,340.6,-0.2039,0.0000,2.35,33.079,12.700,0.7,23.689,22.968,0.2861,4.369
39,2013-10-05 14:20:00,398.1,-0.2039,0.0000,1.76,33.339,11.700,-0.3,23.569,22.920,0.2861,4.363
40,2013-10-05 14:25:00,539.4,-0.2039,0.0000,1.76,33.053,10.700,-1.7,23.497,22.872,0.2857,4.351
41,2013-10-05 14:30:00,189.4,-0.2039,0.0000,1.76,32.665,11.800,-0.7,23.424,22.848,0.2857,4.351
42,2013-10-05 14:35:00,124.4,-0.2039,0.0000,1.18,32.458,10.400,-2.5,23.352,22.800,0.2853,4.363
43,2013-10-05 14:40:00,348.1,-0.2039,0.0000,1.76,32.536,11.800,-0.8,23.304,22.776,0.2871,4.369
44,2013-10-05 14:45:00,590.6,-0.2039,0.0000,1.76,32.872,15.200,3.0,23.256,22.753,0.2868,4.363
45,2013-10-05 14:50:00,580.6,-0.2039,0.0000,1.76,33.365,13.200,1.4,23.232,22.729,0.2864,4.357
46,2013-10-05 14:55:00,569.4,-0.2039,0.0000,2.35,33.757,14.900,3.4,23.184,22.705,0.2861,4.351
