"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 10384933, SEN S/N: 10314898)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10359315)","RH, % (LGR S/N: 10384933, SEN S/N: 10359315)","DewPt, °C (LGR S/N: 10384933, SEN S/N: 10359315)","Voltage, V (LGR S/N: 10384933, SEN S/N: 10363599)","Current, mA (LGR S/N: 10384933, SEN S/N: 10363599)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365577, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365579, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10384933, SEN S/N: 10374510)","Solar Radiation, W/m² (LGR S/N: 10384933, SEN S/N: 10375647)","Batt, V (LGR S/N: 10384933)"
1,2014-10-04 09:45:00,3.53,31.612,18.000,4.4,-0.1988,0.0000,22.609,23.569,-0.0389,640.6,4.164
2,2014-10-04 09:50:00,3.53,31.842,18.400,4.9,-0.1988,0.0000,22.705,23.665,-0.0389,424.4,4.164
3,2014-10-04 09:55:00,4.12,32.175,18.600,5.3,-0.1988,0.0000,22.753,23.785,-0.0389,415.6,4.182
4,2014-10-04 10:00:00,4.12,32.613,18.100,5.3,-0.1988,0.0000,22.824,23.905,-0.0389,111.9,4.188
5,2014-10-04 10:05:00,4.12,32.639,17.200,4.6,-0.1988,0.0000,22.896,24.050,-0.0389,80.6,4.182
6,2014-10-04 10:10:00,4.12,33.131,17.500,5.2,-0.1988,0.0000,22.968,24.146,-0.0382,79.4,4.182
7,2014-10-04 10:15:00,4.12,34.229,16.200,5.0,-0.1988,0.0000,23.040,24.243,-0.0382,75.6,4.194
8,2014-10-04 10:20:00,4.12,34.413,15.200,4.2,-0.1988,0.0000,23.112,24.363,-0.0382,75.6,4.182
9,2014-10-04 10:25:00,4.12,34.836,15.600,5.0,-0.1988,0.0000,23.184,24.460,-0.0382,80.6,4.200
10,2014-10-04 10:30:00,4.12,35.155,14.900,4.5,-0.1988,0.0000,23.256,24.581,-0.0382,75.6,4.206
11,2014-10-04 10:35:00,4.12,35.208,15.300,5.0,-0.1988,0.0000,23.328,24.702,-0.0382,71.9,4.200
12,2014-10-04 10:40:00,4.12,35.985,15.300,5.6,-0.1988,0.0000,23.400,24.798,-0.0369,80.6,4.200
13,2014-10-04 10:45:00,4.12,36.417,14.800,5.4,-0.1988,0.0000,23.472,24.919,-0.0369,69.4,4.170
14,2014-10-04 10:50:00,4.12,36.146,15.300,5.7,-0.1988,0.0000,23.545,25.065,-0.0369,88.1,4.170
15,2014-10-04 10:55:00,4.12,36.227,14.700,5.2,-0.1988,0.0000,23.641,25.210,-0.0369,75.6,4.170
16,2014-10-04 11:00:00,4.12,36.281,14.000,4.5,-0.1988,0.0000,23.737,25.380,-0.0369,55.6,4.170
17,2014-10-04 11:05:00,4.12,36.146,13.900,4.3,-0.1988,0.0000,23.857,25.550,-0.0369,115.6,4.170
18,2014-10-04 11:10:00,4.12,36.471,13.900,4.6,-0.1988,0.0000,23.954,25.720,-0.0362,103.1,4.170
