"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214687, SEN S/N: 10200843)","Current, mA (LGR S/N: 10214687, SEN S/N: 10200843)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10359301)","RH, % (LGR S/N: 10214687, SEN S/N: 10359301)","DewPt, °C (LGR S/N: 10214687, SEN S/N: 10359301)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10365586, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10365596, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214687, SEN S/N: 10374513)","Wetness, % (LGR S/N: 10214687, SEN S/N: 10374916)","Solar Radiation, W/m² (LGR S/N: 10214687, SEN S/N: 10378947)","Batt, V (LGR S/N: 10214687)"
1,2015-03-06 12:55:00,-0.2039,0.0000,28.122,17.500,1.2,16.915,18.747,0.1976,2.35,441.9,4.291
2,2015-03-06 13:00:00,-0.2039,0.0000,28.345,16.900,0.9,16.963,18.961,0.1976,2.94,93.1,4.303
3,2015-03-06 13:05:00,-0.2039,0.0000,28.766,17.800,2.0,17.034,19.103,0.1976,2.35,91.9,4.315
4,2015-03-06 13:10:00,-0.2039,0.0000,29.140,16.900,1.5,17.106,19.199,0.1976,2.94,180.6,4.315
5,2015-03-06 13:15:00,-0.2039,0.0000,28.543,15.300,-0.3,17.153,19.246,0.1972,2.35,88.1,4.321
6,2015-03-06 13:20:00,-0.2039,0.0000,27.801,15.300,-0.9,17.225,19.318,0.1976,2.94,90.6,4.321
7,2015-03-06 13:25:00,-0.2039,0.0000,27.998,17.100,0.8,17.296,19.341,0.1972,2.35,89.4,4.321
8,2015-03-06 13:30:00,-0.2039,0.0000,27.949,15.000,-1.1,17.368,19.508,0.1972,2.35,89.4,4.333
9,2015-03-06 13:35:00,-0.2039,0.0000,27.801,15.300,-0.9,17.415,19.722,0.1976,2.35,93.1,4.333
10,2015-03-06 13:40:00,-0.2039,0.0000,27.899,15.500,-0.7,17.463,19.912,0.1976,2.35,165.6,4.339
11,2015-03-06 13:45:00,-0.2039,0.0000,28.419,16.400,0.5,17.534,20.055,0.1976,2.35,100.6,4.351
12,2015-03-06 13:50:00,-0.2039,0.0000,27.924,15.800,-0.4,17.605,20.103,0.1976,2.35,91.9,4.339
13,2015-03-06 13:55:00,-0.2039,0.0000,28.221,16.000,0.0,17.677,20.222,0.1976,2.35,110.6,4.321
14,2015-03-06 14:00:00,-0.2039,0.0000,27.850,15.800,-0.4,17.748,20.531,0.1976,2.94,94.4,4.339
15,2015-03-06 14:05:00,-0.2039,0.0000,28.270,17.100,1.0,17.819,20.841,0.1976,2.35,261.9,4.351
16,2015-03-06 14:10:00,-0.2039,0.0000,27.604,16.500,-0.0,17.915,20.936,0.1981,2.94,263.1,4.351
17,2015-03-06 14:15:00,-0.2039,0.0000,27.604,17.400,0.7,17.986,20.960,0.1976,2.35,96.9,4.333
18,2015-03-06 14:20:00,-0.2039,0.0000,27.505,19.000,1.8,18.081,20.984,0.1981,2.35,98.1,4.327
19,2015-03-06 14:25:00,-0.2039,0.0000,27.456,17.400,0.6,18.152,21.008,0.1981,2.94,98.1,4.345
20,2015-03-06 14:30:00,-0.2039,0.0000,27.308,17.800,0.8,18.224,21.079,0.1981,2.35,98.1,4.363
21,2015-03-06 14:35:00,-0.2039,0.0000,27.628,19.900,2.6,18.319,21.151,0.1981,2.35,98.1,4.339
22,2015-03-06 14:40:00,-0.2039,0.0000,27.358,19.900,2.4,18.390,21.151,0.1981,2.94,98.1,4.321
23,2015-03-06 14:45:00,-0.2039,0.0000,26.842,18.900,1.2,18.461,21.151,0.1981,2.35,98.1,4.339
24,2015-03-06 14:50:00,-0.2039,0.0000,27.161,21.300,3.2,18.509,21.127,0.1981,2.35,96.9,4.351
25,2015-03-06 14:55:00,-0.2039,0.0000,26.793,20.900,2.6,18.580,21.103,0.1981,2.35,96.9,4.387
26,2015-03-06 15:00:00,-0.2039,0.0000,26.280,21.900,2.8,18.628,21.103,0.1985,2.35,98.1,4.339
27,2015-03-06 15:05:00,-0.2039,0.0000,25.598,22.400,2.6,18.699,21.056,0.1981,2.35,201.9,4.327
28,2015-03-06 15:10:00,-0.2039,0.0000,25.671,22.800,2.9,18.723,21.032,0.1981,2.35,125.6,4.321
29,2015-03-06 15:15:00,-0.2039,0.0000,25.331,23.200,2.8,18.771,21.056,0.1981,2.35,96.9,4.357
30,2015-03-06 15:20:00,-0.2039,0.0000,25.404,24.300,3.6,18.818,21.032,0.1985,2.35,198.1,4.351
31,2015-03-06 15:25:00,-0.2039,0.0000,25.380,23.300,2.9,18.842,20.984,0.1981,2.35,103.1,4.333
32,2015-03-06 15:30:00,-0.2039,0.0000,25.404,23.300,3.0,18.889,20.913,0.1985,2.35,469.4,4.327
33,2015-03-06 15:35:00,-0.2039,0.0000,25.428,23.100,2.9,18.913,20.841,0.1985,2.35,390.6,4.339
34,2015-03-06 15:40:00,-0.2039,0.0000,25.137,23.000,2.6,18.937,20.770,0.1985,2.35,206.9,4.345
35,2015-03-06 15:45:00,-0.2039,0.0000,25.380,24.200,3.5,18.961,20.674,0.1985,2.35,96.9,4.351
36,2015-03-06 15:50:00,-0.2039,0.0000,25.768,24.000,3.7,18.985,20.627,0.1985,2.35,95.6,4.339
37,2015-03-06 15:55:00,-0.2039,0.0000,25.525,24.700,3.9,18.985,20.555,0.1990,2.35,94.4,4.327
38,2015-03-06 16:00:00,-0.2039,0.0000,25.695,24.900,4.2,19.008,20.507,0.1990,2.35,93.1,4.339
39,2015-03-06 16:05:00,-0.2039,0.0000,25.695,25.300,4.4,19.008,20.507,0.1985,2.35,99.4,4.345
40,2015-03-06 16:10:00,-0.2039,0.0000,25.623,24.600,3.9,19.032,20.484,0.1985,2.35,116.9,4.351
41,2015-03-06 16:15:00,-0.2039,0.0000,25.501,25.300,4.2,19.032,20.460,0.1985,2.35,100.6,4.333
42,2015-03-06 16:20:00,-0.2039,0.0000,25.768,24.500,4.0,19.032,20.436,0.1985,2.35,101.9,4.327
43,2015-03-06 16:25:00,-0.2039,0.0000,25.355,24.200,3.5,19.032,20.388,0.1990,2.35,136.9,4.339
44,2015-03-06 16:30:00,-0.2039,0.0000,25.428,25.700,4.4,19.032,20.365,0.1990,2.35,166.9,4.345
45,2015-03-06 16:35:00,-0.2039,0.0000,25.186,26.000,4.3,19.056,20.317,0.1985,2.35,80.6,4.363
46,2015-03-06 16:40:00,-0.2039,0.0000,25.113,25.800,4.2,19.056,20.246,0.1990,2.35,69.4,4.345
47,2015-03-06 16:45:00,-0.2039,0.0000,24.992,25.300,3.8,19.056,20.198,0.1990,2.35,60.6,4.333
48,2015-03-06 16:50:00,-0.2039,0.0000,24.823,24.500,3.2,19.056,20.126,0.1990,2.35,51.9,4.333
49,2015-03-06 16:55:00,-0.2039,0.0000,24.798,25.300,3.6,19.056,20.079,0.1990,2.35,43.1,4.321
