Date Time	Temp (°F)  #10213640	RH (%)  #10213640	Wetness (%)  #10314899	Voltage (V)  #10348607	Current (mA)  #10348607	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374522	Solar Radiation (W/m²)  #10378946	Batt (V) c:5
03/28/15 10:10:00.0	72.007	46.800	0.59	-0.2039	0.0000	65.701	65.273	0.1484	61.9	4.224
03/28/15 10:15:00.0	73.040	43.800	0.59	-0.2039	0.0000	65.701	65.359	0.1479	48.1	4.237
03/28/15 10:20:00.0	73.429	41.400	0.59	-0.2039	0.0000	65.745	65.403	0.1479	220.6	4.237
03/28/15 10:25:00.0	73.731	40.400	0.59	-0.2039	0.0000	65.745	65.444	0.1479	94.4	4.237
03/28/15 10:30:00.0	74.683	39.000	1.18	-0.2039	0.0000	65.788	65.487	0.1479	688.1	4.237
03/28/15 10:35:00.0	76.986	37.100	1.76	-0.2039	0.0000	65.788	65.574	0.1479	713.1	4.261
03/28/15 10:40:00.0	77.509	35.400	1.18	-0.2039	0.0000	65.829	65.615	0.1479	235.6	4.333
03/28/15 10:45:00.0	77.029	33.300	0.59	-0.2039	0.0000	65.872	65.701	0.1484	61.9	4.393
03/28/15 10:50:00.0	76.854	35.000	0.59	-0.2039	0.0000	65.916	65.745	0.1484	146.9	4.369
03/28/15 10:55:00.0	76.246	34.100	0.59	-0.2039	0.0000	65.959	65.829	0.1484	138.1	4.339
03/28/15 11:00:00.0	76.636	34.100	0.59	-0.2039	0.0000	65.959	65.872	0.1484	218.1	4.303
03/28/15 11:05:00.0	77.509	33.900	0.59	-0.2039	0.0000	66.000	65.959	0.1484	61.9	4.321
03/28/15 11:10:00.0	77.990	32.700	0.59	-0.2039	0.0000	66.043	66.043	0.1484	58.1	4.309
03/28/15 11:15:00.0	78.602	33.500	0.59	-0.2039	0.0000	66.130	66.130	0.1484	59.4	4.339
03/28/15 11:20:00.0	78.602	33.200	0.59	-0.2039	0.0000	66.173	66.214	0.1484	60.6	4.321
03/28/15 11:25:00.0	79.128	32.700	0.59	-0.2039	0.0000	66.214	66.301	0.1484	64.4	4.303
03/28/15 11:30:00.0	79.831	33.200	0.59	-0.2039	0.0000	66.258	66.385	0.1484	63.1	4.291
03/28/15 11:35:00.0	80.008	34.800	0.59	-0.2039	0.0000	66.301	66.472	0.1484	74.4	4.291
03/28/15 11:40:00.0	80.935	36.800	0.59	-0.2039	0.0000	66.385	66.600	0.1484	94.4	4.285
03/28/15 11:45:00.0	80.537	38.100	0.59	-0.2039	0.0000	66.472	66.729	0.1484	158.1	4.303
03/28/15 11:50:00.0	80.580	39.200	1.18	-0.2039	0.0000	66.515	66.814	0.1484	299.4	4.285
03/28/15 11:55:00.0	81.642	37.400	1.18	-0.2039	0.0000	66.600	66.900	0.1484	869.4	4.285
03/28/15 12:00:00.0	83.064	37.200	1.76	-0.2039	0.0000	66.643	67.028	0.1484	874.4	4.309
03/28/15 12:05:00.0	83.691	35.900	2.35	-0.2039	0.0000	66.729	67.158	0.1484	888.1	4.496
03/28/15 12:10:00.0	83.824	33.700	2.35	-0.2039	0.0000	66.814	67.285	0.1484	896.9	4.400
03/28/15 12:15:00.0	84.452	32.900	2.35	-0.2039	0.0000	66.900	67.372	0.1484	906.9	4.339
03/28/15 12:20:00.0	85.307	32.200	2.35	-0.2039	0.0000	66.985	67.543	0.1484	915.6	4.303
03/28/15 12:25:00.0	85.172	32.500	2.35	-0.2039	0.0000	67.071	67.714	0.1484	918.1	4.363
03/28/15 12:30:00.0	84.272	34.000	2.35	-0.2039	0.0000	67.199	68.013	0.1484	921.9	4.393
03/28/15 12:35:00.0	86.256	31.500	2.94	-0.2039	0.0000	67.372	68.356	0.1484	935.6	4.351
03/28/15 12:40:00.0	87.255	31.000	2.94	-0.2039	0.0000	67.586	68.742	0.1484	939.4	4.315
03/28/15 12:45:00.0	87.346	30.800	2.94	-0.2039	0.0000	67.842	69.213	0.1490	931.9	4.297
03/28/15 12:50:00.0	88.122	30.300	2.94	-0.2039	0.0000	68.142	69.685	0.1490	936.9	4.369
03/28/15 12:55:00.0	87.210	31.000	2.94	-0.2039	0.0000	68.443	70.201	0.1490	938.1	4.502
03/28/15 13:00:00.0	87.118	31.000	2.94	-0.2039	0.0000	68.742	70.716	0.1490	950.6	4.321
03/28/15 13:05:00.0	86.572	31.700	2.35	-0.2039	0.0000	69.085	71.231	0.1495	936.9	4.303
03/28/15 13:10:00.0	86.844	31.900	2.35	-0.2039	0.0000	69.427	71.748	0.1495	948.1	4.418
03/28/15 13:15:00.0	86.301	32.800	2.35	-0.2039	0.0000	69.728	72.307	0.1495	939.4	4.418
03/28/15 13:20:00.0	86.527	34.000	2.35	-0.2039	0.0000	70.072	72.826	0.1495	938.1	4.351
03/28/15 13:25:00.0	87.073	33.000	2.35	-0.2039	0.0000	70.416	73.342	0.1495	934.4	4.315
03/28/15 13:30:00.0	88.763	31.400	2.94	-0.2039	0.0000	70.759	73.904	0.1499	943.1	4.387
03/28/15 13:35:00.0	88.396	32.500	2.94	-0.2039	0.0000	71.103	74.467	0.1499	931.9	4.369
03/28/15 13:40:00.0	89.132	32.000	2.94	-0.2039	0.0000	71.447	75.029	0.1499	925.6	4.363
03/28/15 13:45:00.0	88.579	31.300	2.94	-0.2039	0.0000	71.791	75.594	0.1499	920.6	4.309
03/28/15 13:50:00.0	89.870	31.800	2.94	-0.2039	0.0000	72.178	76.158	0.1503	924.4	4.297
03/28/15 13:55:00.0	88.214	33.000	2.94	-0.2039	0.0000	72.523	76.681	0.1503	908.1	4.442
