"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374973, SEN S/N: 10200135)","Wetness, % (LGR S/N: 10374973, SEN S/N: 10205906)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222765, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222769, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374973, SEN S/N: 10222873)","Voltage, V (LGR S/N: 10374973, SEN S/N: 10348623)","Current, mA (LGR S/N: 10374973, SEN S/N: 10348623)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10359303)","RH, % (LGR S/N: 10374973, SEN S/N: 10359303)","DewPt, °C (LGR S/N: 10374973, SEN S/N: 10359303)","Batt, V (LGR S/N: 10374973)"
1,2013-08-09 11:00:00,0.6,1.76,23.713,23.737,-0.1237,-0.1988,0.0000,23.737,54.500,14.0,4.267
2,2013-08-09 11:05:00,0.6,1.76,23.713,23.737,-0.1218,-0.1988,0.0000,23.737,54.400,14.0,4.249
3,2013-08-09 11:10:00,0.6,1.76,23.737,23.737,-0.1169,-0.1988,0.0000,23.857,54.700,14.2,4.249
4,2013-08-09 11:15:00,0.6,1.76,23.761,23.761,-0.1179,-0.1988,0.0000,23.905,54.000,14.1,4.249
5,2013-08-09 11:20:00,0.6,1.76,23.833,23.857,-0.1218,-0.1937,0.0000,23.905,54.600,14.2,4.249
6,2013-08-09 11:25:00,0.6,1.76,23.978,24.002,-0.1094,-0.1937,0.0000,24.050,54.900,14.4,4.249
7,2013-08-09 11:30:00,0.6,1.76,24.002,23.978,-0.1048,-0.1988,0.0000,24.219,54.900,14.6,4.249
8,2013-08-09 11:35:00,0.6,1.76,23.930,23.930,-0.1030,-0.1988,0.0000,24.146,54.800,14.5,4.249
9,2013-08-09 11:40:00,0.6,1.76,23.689,23.737,-0.1039,-0.1988,0.0000,24.002,54.500,14.3,4.249
10,2013-08-09 11:45:00,0.6,1.76,23.857,23.857,-0.1030,-0.1937,0.0000,23.978,54.100,14.1,4.249
11,2013-08-09 11:50:00,0.6,1.76,23.881,23.857,-0.1012,-0.1988,0.0000,23.930,54.600,14.2,4.249
12,2013-08-09 11:55:00,0.6,1.76,23.930,23.930,-0.1030,-0.1937,0.0000,23.978,55.100,14.4,4.249
13,2013-08-09 12:00:00,0.6,1.76,23.857,23.881,-0.1030,-0.1988,0.0000,23.978,55.100,14.4,4.249
14,2013-08-09 12:05:00,0.6,1.76,23.833,23.857,-0.1012,-0.1988,0.0000,23.978,54.600,14.3,4.249
15,2013-08-09 12:10:00,0.6,1.76,23.857,23.857,-0.1012,-0.1988,0.0000,23.978,54.500,14.3,4.249
16,2013-08-09 12:15:00,0.6,1.76,23.857,23.881,-0.1012,-0.1988,0.0000,23.954,54.300,14.2,4.249
17,2013-08-09 12:20:00,0.6,1.76,23.857,23.881,-0.1012,-0.1988,0.0000,23.954,54.300,14.2,4.249
18,2013-08-09 12:25:00,0.6,1.76,23.809,23.857,-0.1012,-0.1937,0.0000,23.930,55.000,14.4,4.249
19,2013-08-09 12:30:00,0.6,1.76,23.641,23.713,-0.1012,-0.1988,0.0000,23.905,54.700,14.3,4.249
20,2013-08-09 12:35:00,0.6,1.76,23.761,23.809,-0.1012,-0.1988,0.0000,23.905,54.600,14.2,4.249
21,2013-08-09 12:40:00,0.6,1.76,23.689,23.761,-0.1012,-0.1937,0.0000,23.905,54.500,14.2,4.249
22,2013-08-09 12:45:00,0.6,1.76,23.665,23.737,-0.1012,-0.1988,0.0000,23.881,54.500,14.2,4.249
23,2013-08-09 12:50:00,0.6,1.76,23.809,23.833,-0.1012,-0.1937,0.0000,23.881,54.400,14.1,4.249
24,2013-08-09 12:55:00,0.6,1.76,23.809,23.833,-0.1012,-0.1988,0.0000,23.881,54.400,14.1,4.249
25,2013-08-09 13:00:00,0.6,1.76,23.809,23.809,-0.1012,-0.1988,0.0000,23.857,54.300,14.1,4.249
26,2013-08-09 13:05:00,0.6,1.76,23.737,23.785,-0.1012,-0.1988,0.0000,23.833,54.400,14.1,4.249
27,2013-08-09 13:10:00,0.6,1.76,23.785,23.809,-0.1012,-0.1988,0.0000,23.833,54.400,14.1,4.249
28,2013-08-09 13:15:00,0.6,1.76,23.737,23.785,-0.1012,-0.1988,0.0000,23.833,54.400,14.1,4.249
29,2013-08-09 13:20:00,0.6,1.76,23.785,23.809,-0.1012,-0.1937,0.0000,23.833,54.400,14.1,4.249
30,2013-08-09 13:25:00,0.6,1.76,23.761,23.785,-0.1012,-0.1937,0.0000,23.833,54.400,14.1,4.249
31,2013-08-09 13:30:00,0.6,1.76,23.785,23.785,-0.1012,-0.1937,0.0000,23.833,54.500,14.1,4.249
32,2013-08-09 13:35:00,0.6,1.76,23.785,23.809,-0.1012,-0.1988,0.0000,23.833,54.500,14.1,4.249
33,2013-08-09 13:40:00,0.6,1.76,23.737,23.761,-0.1012,-0.1988,0.0000,23.809,54.400,14.1,4.249
34,2013-08-09 13:45:00,0.6,1.76,23.785,23.785,-0.1012,-0.1988,0.0000,23.809,54.400,14.1,4.249
35,2013-08-09 13:50:00,0.6,1.76,23.809,23.809,-0.1012,-0.1988,0.0000,23.809,54.400,14.1,4.249
36,2013-08-09 13:55:00,0.6,1.76,23.857,23.857,-0.1012,-0.1937,0.0000,23.881,54.600,14.2,4.249
37,2013-08-09 14:00:00,0.6,1.76,23.785,23.809,-0.1012,-0.1988,0.0000,23.930,54.500,14.2,4.249
38,2013-08-09 14:05:00,0.6,1.76,23.785,23.809,-0.1012,-0.1937,0.0000,24.002,54.700,14.3,4.249
