"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10221051, SEN S/N: 10200137)","Voltage, V (LGR S/N: 10221051, SEN S/N: 10200855)","Current, mA (LGR S/N: 10221051, SEN S/N: 10200855)","Wetness, % (LGR S/N: 10221051, SEN S/N: 10205905)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213637)","RH, % (LGR S/N: 10221051, SEN S/N: 10213637)","DewPt, °C (LGR S/N: 10221051, SEN S/N: 10213637)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213732, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213733, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221051, SEN S/N: 10222876)","Batt, V (LGR S/N: 10221051)"
1,2013-01-09 12:55:00,360.6,-0.2039,0.0000,1.76,21.724,37.100,6.5,17.201,14.577,0.2790,4.363
2,2013-01-09 13:00:00,334.4,-0.2039,0.0000,1.76,21.175,36.600,5.8,17.201,14.625,0.2790,4.363
3,2013-01-09 13:05:00,371.9,-0.2039,0.0000,1.76,21.175,38.300,6.4,17.177,14.649,0.2790,4.357
4,2013-01-09 13:10:00,343.1,-0.2039,0.0000,1.76,21.342,36.700,6.0,17.130,14.673,0.2790,4.393
5,2013-01-09 13:15:00,296.9,-0.2039,0.0000,1.76,21.366,37.100,6.1,17.082,14.721,0.2790,4.393
6,2013-01-09 13:20:00,258.1,-0.2039,0.0000,1.18,20.817,38.500,6.2,17.011,14.721,0.2790,4.375
7,2013-01-09 13:25:00,271.9,-0.2039,0.0000,1.18,21.008,38.300,6.3,16.939,14.745,0.2786,4.363
8,2013-01-09 13:30:00,258.1,-0.2039,0.0000,1.18,20.793,39.700,6.6,16.868,14.768,0.2786,4.363
9,2013-01-09 13:35:00,248.1,-0.2039,0.0000,1.18,20.770,39.100,6.4,16.796,14.768,0.2786,4.363
10,2013-01-09 13:40:00,214.4,-0.2039,0.0000,1.18,20.293,40.100,6.3,16.725,14.768,0.2790,4.381
11,2013-01-09 13:45:00,214.4,-0.2039,0.0000,1.18,20.198,41.000,6.5,16.654,14.792,0.2786,4.363
12,2013-01-09 13:50:00,186.9,-0.2039,0.0000,1.18,20.174,43.700,7.5,16.558,14.792,0.2786,4.363
13,2013-01-09 13:55:00,204.4,-0.2039,0.0000,0.59,19.722,44.900,7.4,16.487,14.792,0.2783,4.363
14,2013-01-09 14:00:00,204.4,-0.2039,0.0000,0.59,19.484,46.300,7.7,16.415,14.768,0.2783,4.400
15,2013-01-09 14:05:00,190.6,-0.2039,0.0000,0.59,19.341,52.500,9.4,16.368,14.768,0.2780,4.375
16,2013-01-09 14:10:00,189.4,-0.2039,0.0000,1.18,18.747,56.700,10.0,16.320,14.768,0.2780,4.363
17,2013-01-09 14:15:00,191.9,-0.2039,0.0000,0.59,18.580,58.600,10.3,16.249,14.768,0.2780,4.363
18,2013-01-09 14:20:00,205.6,-0.2039,0.0000,0.59,18.366,59.100,10.3,16.201,14.768,0.2780,4.363
19,2013-01-09 14:25:00,201.9,-0.2039,0.0000,0.59,18.390,59.400,10.4,16.153,14.745,0.2780,4.387
20,2013-01-09 14:30:00,198.1,-0.2039,0.0000,0.59,18.366,59.700,10.4,16.106,14.745,0.2780,4.369
21,2013-01-09 14:35:00,215.6,-0.2039,0.0000,0.59,18.628,59.500,10.6,16.058,14.745,0.2780,4.363
22,2013-01-09 14:40:00,191.9,-0.2039,0.0000,0.59,18.366,57.300,9.8,16.034,14.721,0.2780,4.363
23,2013-01-09 14:45:00,238.1,-0.2039,0.0000,0.59,18.414,55.800,9.4,15.986,14.721,0.2780,4.400
24,2013-01-09 14:50:00,159.4,-0.2039,0.0000,0.59,18.319,57.200,9.7,15.963,14.721,0.2780,4.375
25,2013-01-09 14:55:00,154.4,-0.2039,0.0000,0.59,18.224,58.200,9.9,15.915,14.721,0.2780,4.369
26,2013-01-09 15:00:00,141.9,-0.2039,0.0000,0.59,18.200,57.200,9.6,15.867,14.721,0.2780,4.363
27,2013-01-09 15:05:00,146.9,-0.2039,0.0000,0.59,18.081,57.200,9.5,15.819,14.697,0.2780,4.363
28,2013-01-09 15:10:00,138.1,-0.2039,0.0000,0.59,17.938,56.400,9.2,15.796,14.697,0.2780,4.393
29,2013-01-09 15:15:00,118.1,-0.2039,0.0000,0.59,17.915,57.300,9.4,15.748,14.697,0.2780,4.369
30,2013-01-09 15:20:00,104.4,-0.2039,0.0000,0.59,17.819,57.600,9.4,15.700,14.697,0.2780,4.363
31,2013-01-09 15:25:00,94.4,-0.2039,0.0000,0.59,17.724,58.700,9.6,15.652,14.673,0.2783,4.363
32,2013-01-09 15:30:00,89.4,-0.2039,0.0000,0.59,17.605,60.600,9.9,15.605,14.673,0.2783,4.369
33,2013-01-09 15:35:00,86.9,-0.2039,0.0000,0.59,17.486,61.200,9.9,15.557,14.673,0.2783,4.393
34,2013-01-09 15:40:00,99.4,-0.2039,0.0000,0.59,17.415,61.000,9.8,15.509,14.649,0.2783,4.375
35,2013-01-09 15:45:00,101.9,-0.2039,0.0000,0.59,17.439,60.100,9.6,15.461,14.625,0.2783,4.363
36,2013-01-09 15:50:00,88.1,-0.2039,0.0000,0.59,17.391,60.800,9.8,15.414,14.625,0.2780,4.363
37,2013-01-09 15:55:00,86.9,-0.2039,0.0000,0.59,17.225,61.100,9.7,15.366,14.601,0.2780,4.369
38,2013-01-09 16:00:00,74.4,-0.2039,0.0000,0.59,16.939,63.900,10.1,15.318,14.577,0.2780,4.387
39,2013-01-09 16:05:00,68.1,-0.2039,0.0000,0.59,16.773,66.400,10.5,15.270,14.577,0.2780,4.369
40,2013-01-09 16:10:00,60.6,-0.2039,0.0000,0.59,16.487,69.600,10.9,15.223,14.553,0.2780,4.363
41,2013-01-09 16:15:00,50.6,-0.2039,0.0000,0.59,16.272,71.700,11.2,15.175,14.553,0.2780,4.363
42,2013-01-09 16:20:00,43.1,-0.2039,0.0000,0.59,15.939,73.500,11.2,15.127,14.529,0.2783,4.363
43,2013-01-09 16:25:00,30.6,-0.2039,0.0000,0.59,15.652,73.700,11.0,15.079,14.505,0.2780,4.363
44,2013-01-09 16:30:00,15.6,-0.2039,0.0000,0.59,15.175,75.000,10.8,15.031,14.481,0.2783,4.363
45,2013-01-09 16:35:00,14.4,-0.2039,0.0000,0.59,14.912,77.600,11.0,14.960,14.481,0.2783,4.363
46,2013-01-09 16:40:00,13.1,-0.2039,0.0000,0.59,14.697,80.100,11.3,14.912,14.457,0.2780,4.363
47,2013-01-09 16:45:00,10.6,-0.2039,0.0000,1.18,14.505,82.200,11.5,14.840,14.433,0.2780,4.363
48,2013-01-09 16:50:00,9.4,-0.2039,0.0000,1.76,14.218,83.900,11.6,14.768,14.409,0.2780,4.357
49,2013-01-09 16:55:00,9.4,-0.2039,0.0000,2.35,13.858,85.700,11.5,14.697,14.385,0.2780,4.357
50,2013-01-09 17:00:00,5.6,-0.2039,0.0000,3.53,13.570,86.600,11.4,14.625,14.361,0.2780,4.357
51,2013-01-09 17:05:00,0.6,-0.2039,0.0000,6.47,13.353,87.000,11.2,14.577,14.337,0.2780,4.357
52,2013-01-09 17:10:00,0.6,-0.2039,0.0000,20.59,13.233,87.900,11.3,14.505,14.314,0.2783,4.357
53,2013-01-09 17:15:00,0.6,-0.2039,0.0000,54.71,13.161,88.700,11.4,14.433,14.290,0.2780,4.357
54,2013-01-09 17:20:00,0.6,-0.2039,0.0000,77.65,13.040,89.300,11.3,14.385,14.242,0.2780,4.375
55,2013-01-09 17:25:00,0.6,-0.2039,0.0000,60.59,12.992,88.700,11.2,14.314,14.218,0.2783,4.357
56,2013-01-09 17:30:00,0.6,-0.2039,0.0000,59.41,12.847,88.900,11.1,14.266,14.194,0.2783,4.357
57,2013-01-09 17:35:00,0.6,-0.2039,0.0000,58.24,12.678,89.400,11.0,14.194,14.170,0.2780,4.351
58,2013-01-09 17:40:00,0.6,-0.2039,0.0000,53.53,12.678,89.200,11.0,14.146,14.146,0.2783,4.351
59,2013-01-09 17:45:00,0.6,-0.2039,0.0000,61.18,12.558,89.400,10.9,14.098,14.122,0.2780,4.351
60,2013-01-09 17:50:00,0.6,-0.2039,0.0000,66.47,12.461,89.800,10.8,14.050,14.098,0.2780,4.351
61,2013-01-09 17:55:00,0.6,-0.2039,0.0000,65.29,12.437,90.100,10.9,14.002,14.050,0.2783,4.351
62,2013-01-09 18:00:00,0.6,-0.2039,0.0000,65.88,12.413,89.800,10.8,13.954,14.026,0.2783,4.351
63,2013-01-09 18:05:00,0.6,-0.2039,0.0000,75.88,12.316,90.400,10.8,13.906,14.002,0.2780,4.351
64,2013-01-09 18:10:00,0.6,-0.2039,0.0000,76.47,12.268,90.300,10.7,13.858,13.978,0.2780,4.351
65,2013-01-09 18:15:00,0.6,-0.2039,0.0000,85.88,12.098,90.400,10.6,13.810,13.954,0.2783,4.351
66,2013-01-09 18:20:00,0.6,-0.2039,0.0000,90.00,12.050,90.300,10.5,13.762,13.930,0.2783,4.351
67,2013-01-09 18:25:00,0.6,-0.2039,0.0000,95.29,11.904,90.800,10.5,13.714,13.906,0.2780,4.351
68,2013-01-09 18:30:00,0.6,-0.2039,0.0000,100.00,11.807,91.200,10.4,13.666,13.882,0.2780,4.351
69,2013-01-09 18:35:00,0.6,-0.2039,0.0000,99.41,11.734,91.500,10.4,13.642,13.834,0.2780,4.351
70,2013-01-09 18:40:00,0.6,-0.2039,0.0000,82.94,11.783,91.900,10.5,13.570,13.810,0.2783,4.351
71,2013-01-09 18:45:00,0.6,-0.2039,0.0000,66.47,11.856,91.700,10.6,13.546,13.786,0.2783,4.351
72,2013-01-09 18:50:00,0.6,-0.2039,0.0000,67.06,11.832,91.300,10.5,13.497,13.762,0.2783,4.351
73,2013-01-09 18:55:00,0.6,-0.2039,0.0000,62.35,11.734,91.500,10.4,13.473,13.738,0.2780,4.351
74,2013-01-09 19:00:00,0.6,-0.2039,0.0000,54.12,11.759,91.500,10.4,13.449,13.714,0.2780,4.351
75,2013-01-09 19:05:00,0.6,-0.2039,0.0000,47.06,11.783,91.100,10.4,13.449,13.690,0.2780,4.351
76,2013-01-09 19:10:00,0.6,-0.2039,0.0000,43.53,11.856,91.400,10.5,13.425,13.666,0.2780,4.369
77,2013-01-09 19:15:00,0.6,-0.2039,0.0000,34.71,11.953,91.100,10.6,13.401,13.642,0.2780,4.345
78,2013-01-09 19:20:00,0.6,-0.2039,0.0000,31.18,12.001,90.700,10.5,13.401,13.618,0.2780,4.351
79,2013-01-09 19:25:00,0.6,-0.2039,0.0000,28.24,11.977,90.700,10.5,13.401,13.618,0.2780,4.351
80,2013-01-09 19:30:00,0.6,-0.2039,0.0000,27.06,11.977,90.600,10.5,13.377,13.594,0.2780,4.345
81,2013-01-09 19:35:00,0.6,-0.2039,0.0000,24.71,12.025,90.400,10.5,13.377,13.594,0.2780,4.345
82,2013-01-09 19:40:00,0.6,-0.2039,0.0000,24.71,12.001,90.200,10.5,13.377,13.570,0.2780,4.345
83,2013-01-09 19:45:00,0.6,-0.2039,0.0000,23.53,12.001,90.200,10.5,13.377,13.570,0.2780,4.345
84,2013-01-09 19:50:00,0.6,-0.2039,0.0000,22.35,12.025,90.300,10.5,13.377,13.546,0.2780,4.345
85,2013-01-09 19:55:00,0.6,-0.2039,0.0000,21.18,12.050,90.200,10.5,13.353,13.522,0.2780,4.345
86,2013-01-09 20:00:00,0.6,-0.2039,0.0000,20.59,12.050,90.100,10.5,13.353,13.522,0.2776,4.345
87,2013-01-09 20:05:00,0.6,-0.2039,0.0000,20.00,12.050,89.900,10.5,13.353,13.522,0.2780,4.345
88,2013-01-09 20:10:00,0.6,-0.2039,0.0000,19.41,12.025,89.900,10.4,13.353,13.497,0.2780,4.345
89,2013-01-09 20:15:00,0.6,-0.2039,0.0000,19.41,12.050,89.900,10.5,13.353,13.497,0.2780,4.345
90,2013-01-09 20:20:00,0.6,-0.2039,0.0000,18.82,12.050,89.700,10.4,13.329,13.473,0.2780,4.345
91,2013-01-09 20:25:00,0.6,-0.2039,0.0000,19.41,12.001,89.800,10.4,13.329,13.473,0.2776,4.345
92,2013-01-09 20:30:00,0.6,-0.2039,0.0000,20.59,11.953,89.800,10.3,13.329,13.473,0.2780,4.345
93,2013-01-09 20:35:00,0.6,-0.2039,0.0000,20.00,11.929,90.100,10.4,13.305,13.449,0.2780,4.345
94,2013-01-09 20:40:00,0.6,-0.2039,0.0000,19.41,11.953,90.300,10.4,13.305,13.449,0.2780,4.345
95,2013-01-09 20:45:00,0.6,-0.2039,0.0000,18.82,12.050,90.200,10.5,13.305,13.425,0.2780,4.345
96,2013-01-09 20:50:00,0.6,-0.2039,0.0000,18.24,12.098,89.900,10.5,13.281,13.425,0.2776,4.345
97,2013-01-09 20:55:00,0.6,-0.2039,0.0000,18.24,12.147,89.900,10.6,13.281,13.425,0.2780,4.345
98,2013-01-09 21:00:00,0.6,-0.2039,0.0000,17.06,12.195,89.700,10.6,13.257,13.425,0.2780,4.345
99,2013-01-09 21:05:00,0.6,-0.2039,0.0000,17.06,12.171,89.900,10.6,13.257,13.401,0.2780,4.375
100,2013-01-09 21:10:00,0.6,-0.2039,0.0000,17.06,12.243,89.500,10.6,13.257,13.377,0.2780,4.339
101,2013-01-09 21:15:00,0.6,-0.2039,0.0000,17.06,12.292,89.200,10.6,13.233,13.377,0.2780,4.339
102,2013-01-09 21:20:00,0.6,-0.2039,0.0000,16.47,12.389,88.600,10.6,13.233,13.377,0.2780,4.339
103,2013-01-09 21:25:00,0.6,-0.2039,0.0000,18.24,12.340,88.500,10.5,13.209,13.353,0.2780,4.339
104,2013-01-09 21:30:00,0.6,-0.2039,0.0000,20.59,12.171,89.200,10.5,13.209,13.353,0.2776,4.339
105,2013-01-09 21:35:00,0.6,-0.2039,0.0000,21.18,12.122,89.400,10.4,13.185,13.353,0.2776,4.339
106,2013-01-09 21:40:00,0.6,-0.2039,0.0000,19.41,12.268,88.900,10.5,13.161,13.329,0.2780,4.345
107,2013-01-09 21:45:00,0.6,-0.2039,0.0000,19.41,12.219,89.300,10.5,13.137,13.329,0.2780,4.339
108,2013-01-09 21:50:00,0.6,-0.2039,0.0000,18.82,12.268,89.300,10.6,13.112,13.329,0.2776,4.339
109,2013-01-09 21:55:00,0.6,-0.2039,0.0000,17.06,12.534,88.600,10.7,13.112,13.305,0.2776,4.339
110,2013-01-09 22:00:00,0.6,-0.2039,0.0000,17.65,12.485,88.300,10.6,13.088,13.305,0.2776,4.339
111,2013-01-09 22:05:00,0.6,-0.2039,0.0000,18.24,12.340,88.800,10.6,13.064,13.281,0.2776,4.339
112,2013-01-09 22:10:00,0.6,-0.2039,0.0000,17.65,12.292,89.200,10.6,13.064,13.281,0.2776,4.339
113,2013-01-09 22:15:00,0.6,-0.2039,0.0000,15.88,12.364,88.800,10.6,13.040,13.257,0.2776,4.339
114,2013-01-09 22:20:00,0.6,-0.2039,0.0000,15.29,12.389,88.400,10.5,13.040,13.257,0.2776,4.339
115,2013-01-09 22:25:00,0.6,-0.2039,0.0000,13.53,12.437,87.900,10.5,13.016,13.233,0.2776,4.339
116,2013-01-09 22:30:00,0.6,-0.2039,0.0000,12.94,12.461,87.700,10.5,13.016,13.233,0.2776,4.339
117,2013-01-09 22:35:00,0.6,-0.2039,0.0000,12.35,12.461,87.700,10.5,13.016,13.233,0.2776,4.339
118,2013-01-09 22:40:00,0.6,-0.2039,0.0000,12.94,12.437,87.500,10.4,13.016,13.209,0.2776,4.339
119,2013-01-09 22:45:00,0.6,-0.2039,0.0000,11.76,12.389,87.600,10.4,13.016,13.209,0.2776,4.339
120,2013-01-09 22:50:00,0.6,-0.2039,0.0000,11.18,12.509,87.200,10.5,12.992,13.209,0.2776,4.339
121,2013-01-09 22:55:00,0.6,-0.2039,0.0000,10.59,12.558,87.000,10.5,12.992,13.185,0.2776,4.339
122,2013-01-09 23:00:00,0.6,-0.2039,0.0000,10.59,12.582,86.900,10.5,12.992,13.185,0.2776,4.339
123,2013-01-09 23:05:00,0.6,-0.2039,0.0000,10.00,12.558,86.600,10.4,12.992,13.185,0.2776,4.339
124,2013-01-09 23:10:00,0.6,-0.2039,0.0000,9.41,12.558,86.400,10.4,12.992,13.161,0.2776,4.339
125,2013-01-09 23:15:00,0.6,-0.2039,0.0000,10.00,12.534,86.400,10.3,12.992,13.161,0.2776,4.339
126,2013-01-09 23:20:00,0.6,-0.2039,0.0000,10.00,12.485,86.600,10.3,12.992,13.161,0.2776,4.339
127,2013-01-09 23:25:00,0.6,-0.2039,0.0000,9.41,12.461,86.600,10.3,12.992,13.161,0.2776,4.339
128,2013-01-09 23:30:00,0.6,-0.2039,0.0000,9.41,12.437,86.600,10.3,12.992,13.161,0.2776,4.339
129,2013-01-09 23:35:00,0.6,-0.2039,0.0000,9.41,12.437,86.200,10.2,12.992,13.161,0.2776,4.339
130,2013-01-09 23:40:00,0.6,-0.2039,0.0000,8.82,12.364,86.200,10.1,12.992,13.137,0.2776,4.339
131,2013-01-09 23:45:00,0.6,-0.2039,0.0000,8.24,12.364,85.400,10.0,12.968,13.137,0.2776,4.339
132,2013-01-09 23:50:00,0.6,-0.2039,0.0000,8.24,12.316,85.300,9.9,12.968,13.137,0.2780,4.339
133,2013-01-09 23:55:00,0.6,-0.2039,0.0000,8.24,12.292,85.300,9.9,12.968,13.137,0.2780,4.339
134,2013-01-10 00:00:00,0.6,-0.2039,0.0000,8.24,12.195,85.800,9.9,12.968,13.112,0.2776,4.339
