"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374971, SEN S/N: 10205904)","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2013-08-22 11:41:44,0.59,30.6,26.036,23.160,0.1357,-0.1988,0.0000,29.615,37.500,13.6,4.170
2,2013-08-22 11:46:44,0.59,30.6,25.866,23.545,0.1357,-0.1988,0.0000,29.715,35.800,13.0,4.170
3,2013-08-22 11:51:44,0.59,31.9,25.720,23.785,0.1357,-0.1988,0.0000,29.840,34.500,12.5,4.170
4,2013-08-22 11:56:44,0.59,31.9,26.329,23.930,0.1357,-0.1988,0.0000,29.991,34.900,12.8,4.176
5,2013-08-22 12:01:44,0.59,34.4,27.481,24.122,0.1361,-0.1988,0.0000,30.167,34.500,12.8,4.176
6,2013-08-22 12:06:44,0.59,33.1,28.518,24.460,0.1366,-0.1988,0.0000,30.167,34.300,12.7,4.176
7,2013-08-22 12:11:44,0.00,39.4,29.464,24.919,0.1370,-0.1988,0.0000,30.419,35.200,13.3,4.176
8,2013-08-22 12:16:44,0.59,35.6,30.343,25.404,0.1375,-0.1988,0.0000,30.621,33.100,12.6,4.176
9,2013-08-22 12:21:44,0.00,35.6,31.153,25.939,0.1382,-0.1988,0.0000,30.646,33.500,12.8,4.176
10,2013-08-22 12:26:44,0.00,38.1,31.331,26.426,0.1387,-0.1988,0.0000,30.571,33.000,12.5,4.176
11,2013-08-22 12:31:44,0.00,38.1,30.520,26.818,0.1391,-0.1988,0.0000,30.495,31.900,11.9,4.176
12,2013-08-22 12:36:44,0.00,39.4,29.840,26.965,0.1396,-0.1988,0.0000,30.394,32.400,12.1,4.176
13,2013-08-22 12:41:44,0.00,56.9,29.340,26.989,0.1396,-0.1988,0.0000,30.900,29.200,10.9,4.176
14,2013-08-22 12:46:44,0.00,39.4,29.414,26.965,0.1396,-0.1988,0.0000,30.722,30.300,11.3,4.176
15,2013-08-22 12:51:44,0.00,84.4,29.340,26.940,0.1396,-0.1988,0.0000,30.748,30.500,11.4,4.176
16,2013-08-22 12:56:44,0.00,73.1,30.243,26.965,0.1400,-0.1988,0.0000,30.748,30.800,11.6,4.176
17,2013-08-22 13:01:44,0.00,61.9,30.621,27.087,0.1400,-0.1988,0.0000,30.748,33.000,12.6,4.176
18,2013-08-22 13:06:44,0.00,225.6,30.596,27.186,0.1405,-0.1988,0.0000,30.976,31.900,12.3,4.176
19,2013-08-22 13:11:44,0.00,151.9,30.268,27.235,0.1405,-0.1988,0.0000,30.849,32.500,12.5,4.176
20,2013-08-22 13:16:44,0.00,38.1,29.966,27.235,0.1405,-0.1988,0.0000,30.722,31.500,11.9,4.176
21,2013-08-22 13:21:44,0.00,39.4,30.041,27.210,0.1412,-0.1988,0.0000,30.571,31.700,11.9,4.176
