Date Time	Voltage (V)  #10200842	Current (mA)  #10200842	Temp (°F)  #10213638	RH (%)  #10213638	Wetness (%)  #10314897	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374519	Solar Radiation (W/m²)  #10375646	Batt (V) c:5
05/01/15 19:25:00.0	-0.2039	0.0000	72.912	37.400	0.00	69.386	69.427	0.0803	5.6	4.321
05/01/15 19:30:00.0	-0.2039	0.0000	72.523	37.800	0.00	69.386	69.343	0.0797	4.4	4.321
05/01/15 19:35:00.0	-0.2039	0.0000	72.221	38.200	0.00	69.300	69.300	0.0797	3.1	4.321
05/01/15 19:40:00.0	-0.2039	0.0000	71.964	38.600	0.00	69.300	69.213	0.0797	0.6	4.321
05/01/15 19:45:00.0	-0.2039	0.0000	71.533	39.000	0.00	69.213	69.170	0.0797	0.6	4.321
05/01/15 19:50:00.0	-0.2039	0.0000	71.190	39.800	0.00	69.170	69.085	0.0797	0.6	4.321
05/01/15 19:55:00.0	-0.2039	0.0000	70.930	40.400	0.00	69.129	69.042	0.0797	0.6	4.321
05/01/15 20:00:00.0	-0.2039	0.0000	70.416	40.800	0.00	69.085	68.956	0.0797	0.6	4.321
05/01/15 20:05:00.0	-0.2039	0.0000	69.985	41.500	0.00	69.042	68.871	0.0794	0.6	4.321
05/01/15 20:10:00.0	-0.2039	0.0000	69.557	42.000	0.00	68.999	68.828	0.0794	0.6	4.321
05/01/15 20:15:00.0	-0.2039	0.0000	69.386	42.800	0.00	68.956	68.742	0.0794	0.6	4.321
05/01/15 20:20:00.0	-0.2039	0.0000	69.213	43.300	0.00	68.913	68.698	0.0794	0.6	4.321
05/01/15 20:25:00.0	-0.2039	0.0000	68.871	44.200	0.00	68.828	68.614	0.0794	0.6	4.321
05/01/15 20:30:00.0	-0.2039	0.0000	68.484	44.300	0.00	68.785	68.571	0.0794	0.6	4.321
05/01/15 20:35:00.0	-0.2039	0.0000	68.099	45.000	0.00	68.742	68.484	0.0794	0.6	4.321
05/01/15 20:40:00.0	-0.2039	0.0000	67.500	46.000	0.00	68.698	68.400	0.0794	0.6	4.321
05/01/15 20:45:00.0	-0.2039	0.0000	67.028	46.900	0.00	68.657	68.356	0.0794	0.6	4.315
05/01/15 20:50:00.0	-0.2039	0.0000	66.643	47.800	0.00	68.614	68.270	0.0794	0.6	4.315
05/01/15 20:55:00.0	-0.2039	0.0000	66.385	48.400	0.00	68.571	68.185	0.0787	0.6	4.315
05/01/15 21:00:00.0	-0.2039	0.0000	66.173	49.000	0.00	68.484	68.142	0.0787	0.6	4.315
05/01/15 21:05:00.0	-0.2039	0.0000	66.130	49.600	0.00	68.443	68.056	0.0781	0.6	4.315
05/01/15 21:10:00.0	-0.2039	0.0000	65.829	50.000	0.00	68.400	67.971	0.0787	0.6	4.315
05/01/15 21:15:00.0	-0.2039	0.0000	65.487	50.900	0.00	68.356	67.885	0.0787	0.6	4.315
05/01/15 21:20:00.0	-0.2039	0.0000	65.487	51.400	0.00	68.270	67.842	0.0787	0.6	4.315
05/01/15 21:25:00.0	-0.2039	0.0000	65.403	51.800	0.00	68.227	67.757	0.0781	0.6	4.315
05/01/15 21:30:00.0	-0.2039	0.0000	65.102	52.400	0.00	68.185	67.714	0.0787	0.6	4.309
05/01/15 21:35:00.0	-0.2039	0.0000	64.931	52.700	0.00	68.099	67.627	0.0781	0.6	4.309
05/01/15 21:40:00.0	-0.2039	0.0000	64.717	53.300	0.00	68.056	67.586	0.0781	0.6	4.309
05/01/15 21:45:00.0	-0.2039	0.0000	64.674	53.700	0.00	68.013	67.500	0.0781	0.6	4.309
05/01/15 21:50:00.0	-0.2039	0.0000	64.845	53.900	0.00	67.971	67.413	0.0781	0.6	4.309
05/01/15 21:55:00.0	-0.2039	0.0000	64.546	54.200	0.00	67.928	67.372	0.0781	0.6	4.309
05/01/15 22:00:00.0	-0.2039	0.0000	64.247	54.900	0.00	67.885	67.329	0.0781	0.6	4.309
05/01/15 22:05:00.0	-0.2039	0.0000	64.204	55.200	0.00	67.798	67.242	0.0781	0.6	4.303
05/01/15 22:10:00.0	-0.2039	0.0000	64.204	55.500	0.00	67.757	67.199	0.0781	0.6	4.303
05/01/15 22:15:00.0	-0.2039	0.0000	64.074	55.500	0.00	67.714	67.114	0.0775	0.6	4.303
05/01/15 22:20:00.0	-0.2039	0.0000	63.775	55.900	0.00	67.671	67.071	0.0775	0.6	4.303
05/01/15 22:25:00.0	-0.2039	0.0000	63.475	56.600	0.00	67.627	67.028	0.0781	0.6	4.303
05/01/15 22:30:00.0	-0.2039	0.0000	63.648	56.900	0.00	67.586	66.985	0.0781	0.6	4.303
05/01/15 22:35:00.0	-0.2039	0.0000	63.604	57.000	0.00	67.543	66.900	0.0781	0.6	4.303
05/01/15 22:40:00.0	-0.2039	0.0000	63.648	56.800	0.00	67.500	66.857	0.0775	0.6	4.303
05/01/15 22:45:00.0	-0.2039	0.0000	63.604	57.200	0.00	67.456	66.814	0.0775	0.6	4.303
05/01/15 22:50:00.0	-0.2039	0.0000	63.347	57.500	0.00	67.413	66.729	0.0775	0.6	4.303
05/01/15 22:55:00.0	-0.2039	0.0000	63.176	58.100	0.00	67.329	66.686	0.0775	0.6	4.303
05/01/15 23:00:00.0	-0.2039	0.0000	63.390	57.900	0.00	67.285	66.643	0.0775	0.6	4.303
05/01/15 23:05:00.0	-0.2039	0.0000	63.347	57.600	0.00	67.242	66.600	0.0775	0.6	4.303
05/01/15 23:10:00.0	-0.2039	0.0000	62.919	58.000	0.00	67.199	66.558	0.0775	0.6	4.303
05/01/15 23:15:00.0	-0.2039	0.0000	62.962	58.000	0.00	67.158	66.472	0.0775	0.6	4.303
05/01/15 23:20:00.0	-0.2039	0.0000	62.661	58.500	0.00	67.114	66.429	0.0775	0.6	4.303
05/01/15 23:25:00.0	-0.2039	0.0000	62.791	58.900	0.00	67.071	66.385	0.0775	0.6	4.303
05/01/15 23:30:00.0	-0.2039	0.0000	62.447	59.600	0.00	67.028	66.344	0.0775	0.6	4.297
05/01/15 23:35:00.0	-0.2039	0.0000	62.533	59.800	0.00	66.985	66.301	0.0775	0.6	4.297
05/01/15 23:40:00.0	-0.2039	0.0000	62.319	60.200	0.00	66.985	66.214	0.0775	0.6	4.297
05/01/15 23:45:00.0	-0.2039	0.0000	62.191	60.400	0.00	66.900	66.173	0.0775	0.6	4.297
05/01/15 23:50:00.0	-0.2039	0.0000	62.319	60.600	0.00	66.857	66.130	0.0775	0.6	4.297
05/01/15 23:55:00.0	-0.2039	0.0000	62.062	60.900	0.00	66.857	66.087	0.0775	0.6	4.297
05/02/15 00:00:00.0	-0.2039	0.0000	61.804	61.100	0.00	66.814	66.043	0.0768	0.6	4.297
05/02/15 00:05:00.0	-0.2039	0.0000	61.506	61.700	0.00	66.772	66.000	0.0768	0.6	4.297
05/02/15 00:10:00.0	-0.2039	0.0000	61.162	62.400	0.00	66.729	65.959	0.0775	0.6	4.297
05/02/15 00:15:00.0	-0.2039	0.0000	61.075	63.200	0.00	66.686	65.916	0.0775	0.6	4.297
05/02/15 00:20:00.0	-0.2039	0.0000	61.032	63.300	0.00	66.643	65.872	0.0768	0.6	4.297
05/02/15 00:25:00.0	-0.2039	0.0000	61.119	63.500	0.00	66.600	65.788	0.0768	0.6	4.297
05/02/15 00:30:00.0	-0.2039	0.0000	61.119	63.700	0.00	66.558	65.788	0.0768	0.6	4.297
05/02/15 00:35:00.0	-0.2039	0.0000	61.075	63.900	0.00	66.515	65.745	0.0768	0.6	4.297
05/02/15 00:40:00.0	-0.2039	0.0000	61.462	63.700	0.00	66.472	65.658	0.0768	0.6	4.297
05/02/15 00:45:00.0	-0.2039	0.0000	62.661	58.800	0.00	66.429	65.615	0.0768	0.6	4.297
05/02/15 00:50:00.0	-0.2039	0.0000	64.503	49.600	0.00	66.385	65.615	0.0768	0.6	4.297
05/02/15 00:55:00.0	-0.2039	0.0000	66.087	43.400	0.00	66.344	65.530	0.0768	0.6	4.291
05/02/15 01:00:00.0	-0.2039	0.0000	66.772	40.400	0.00	66.301	65.487	0.0768	0.6	4.291
05/02/15 01:05:00.0	-0.2039	0.0000	67.413	38.200	0.00	66.258	65.444	0.0768	0.6	4.291
05/02/15 01:10:00.0	-0.2039	0.0000	67.627	36.700	0.00	66.258	65.403	0.0768	0.6	4.291
05/02/15 01:15:00.0	-0.2039	0.0000	67.199	36.300	0.00	66.214	65.359	0.0762	0.6	4.291
05/02/15 01:20:00.0	-0.2039	0.0000	67.114	35.800	0.00	66.173	65.316	0.0762	0.6	4.303
05/02/15 01:25:00.0	-0.2039	0.0000	67.114	35.200	0.00	66.130	65.273	0.0762	0.6	4.315
05/02/15 01:30:00.0	-0.2039	0.0000	66.429	35.200	0.00	66.087	65.230	0.0768	0.6	4.303
05/02/15 01:35:00.0	-0.2039	0.0000	65.916	35.600	0.00	66.043	65.188	0.0762	0.6	4.291
05/02/15 01:40:00.0	-0.2039	0.0000	64.931	36.800	0.00	66.000	65.145	0.0762	0.6	4.291
05/02/15 01:45:00.0	-0.2039	0.0000	64.074	37.700	0.00	66.000	65.145	0.0762	0.6	4.291
05/02/15 01:50:00.0	-0.2039	0.0000	63.518	38.500	0.00	65.959	65.102	0.0762	0.6	4.291
05/02/15 01:55:00.0	-0.2039	0.0000	63.048	39.400	0.00	65.916	65.059	0.0762	0.6	4.291
05/02/15 02:00:00.0	-0.2039	0.0000	62.748	40.300	0.00	65.872	65.017	0.0762	0.6	4.291
05/02/15 02:05:00.0	-0.2039	0.0000	62.490	40.800	0.00	65.829	64.974	0.0762	0.6	4.291
05/02/15 02:10:00.0	-0.2039	0.0000	62.105	41.600	0.00	65.788	64.931	0.0762	0.6	4.291
05/02/15 02:15:00.0	-0.2039	0.0000	61.547	42.100	0.00	65.788	64.845	0.0762	0.6	4.291
05/02/15 02:20:00.0	-0.2039	0.0000	60.948	43.200	0.00	65.701	64.803	0.0762	0.6	4.291
05/02/15 02:25:00.0	-0.2039	0.0000	60.775	44.600	0.00	65.701	64.760	0.0762	0.6	4.291
05/02/15 02:30:00.0	-0.2039	0.0000	60.861	45.900	0.00	65.658	64.717	0.0762	0.6	4.291
05/02/15 02:35:00.0	-0.2039	0.0000	60.647	46.600	0.00	65.615	64.674	0.0762	0.6	4.291
05/02/15 02:40:00.0	-0.2039	0.0000	60.390	47.200	0.00	65.574	64.632	0.0762	0.6	4.291
05/02/15 02:45:00.0	-0.2039	0.0000	60.089	47.800	0.00	65.530	64.589	0.0762	0.6	4.291
05/02/15 02:50:00.0	-0.2039	0.0000	60.089	48.600	0.00	65.487	64.503	0.0758	0.6	4.291
05/02/15 02:55:00.0	-0.2039	0.0000	59.916	49.000	0.00	65.444	64.503	0.0758	0.6	4.291
05/02/15 03:00:00.0	-0.2039	0.0000	59.529	50.200	0.00	65.403	64.418	0.0758	0.6	4.291
05/02/15 03:05:00.0	-0.2039	0.0000	59.401	51.600	0.00	65.359	64.375	0.0758	0.6	4.291
05/02/15 03:10:00.0	-0.2039	0.0000	59.572	53.600	0.00	65.316	64.332	0.0758	0.6	4.291
05/02/15 03:15:00.0	-0.2039	0.0000	59.616	55.900	0.00	65.273	64.288	0.0758	0.6	4.291
05/02/15 03:20:00.0	-0.2039	0.0000	59.745	58.800	0.00	65.230	64.247	0.0758	0.6	4.291
05/02/15 03:25:00.0	-0.2039	0.0000	59.702	60.800	0.00	65.188	64.204	0.0758	0.6	4.291
05/02/15 03:30:00.0	-0.2039	0.0000	59.486	63.000	0.00	65.188	64.204	0.0758	0.6	4.291
05/02/15 03:35:00.0	-0.2039	0.0000	59.142	64.500	0.00	65.145	64.161	0.0758	0.6	4.291
05/02/15 03:40:00.0	-0.2039	0.0000	58.885	66.300	0.00	65.102	64.161	0.0758	0.6	4.291
05/02/15 03:45:00.0	-0.2039	0.0000	58.842	67.400	0.00	65.102	64.117	0.0758	0.6	4.291
05/02/15 03:50:00.0	-0.2039	0.0000	58.541	68.100	0.59	65.059	64.117	0.0758	0.6	4.291
05/02/15 03:55:00.0	-0.2039	0.0000	58.239	69.100	0.59	65.059	64.117	0.0758	0.6	4.291
05/02/15 04:00:00.0	-0.2039	0.0000	57.979	70.600	0.59	65.017	64.074	0.0758	0.6	4.291
05/02/15 04:05:00.0	-0.2039	0.0000	57.979	71.500	1.18	65.017	64.074	0.0758	0.6	4.291
05/02/15 04:10:00.0	-0.2039	0.0000	57.722	72.100	2.35	64.974	64.074	0.0758	0.6	4.291
05/02/15 04:15:00.0	-0.2039	0.0000	57.506	73.000	2.35	64.974	64.033	0.0758	0.6	4.291
05/02/15 04:20:00.0	-0.2039	0.0000	57.247	73.300	1.76	64.931	64.033	0.0758	0.6	4.291
05/02/15 04:25:00.0	-0.2039	0.0000	57.074	74.100	2.35	64.931	63.990	0.0758	0.6	4.291
05/02/15 04:30:00.0	-0.2039	0.0000	56.901	74.300	2.35	64.888	63.990	0.0758	0.6	4.291
05/02/15 04:35:00.0	-0.2039	0.0000	56.988	75.000	2.35	64.888	63.946	0.0758	0.6	4.291
05/02/15 04:40:00.0	-0.2039	0.0000	56.728	75.200	2.35	64.845	63.946	0.0758	0.6	4.291
05/02/15 04:45:00.0	-0.2039	0.0000	56.426	75.200	2.94	64.845	63.903	0.0758	0.6	4.291
05/02/15 04:50:00.0	-0.2039	0.0000	56.122	75.700	3.53	64.803	63.903	0.0752	0.6	4.291
05/02/15 04:55:00.0	-0.2039	0.0000	56.340	76.500	3.53	64.760	63.862	0.0758	0.6	4.291
05/02/15 05:00:00.0	-0.2039	0.0000	56.469	76.900	2.35	64.760	63.819	0.0752	0.6	4.291
05/02/15 05:05:00.0	-0.2039	0.0000	56.383	76.900	2.94	64.717	63.775	0.0752	0.6	4.285
05/02/15 05:10:00.0	-0.2039	0.0000	56.383	77.100	2.35	64.674	63.775	0.0752	0.6	4.285
05/02/15 05:15:00.0	-0.2039	0.0000	56.383	77.100	2.94	64.674	63.732	0.0752	0.6	4.285
05/02/15 05:20:00.0	-0.2039	0.0000	56.122	77.300	4.12	64.632	63.689	0.0752	0.6	4.285
05/02/15 05:25:00.0	-0.2039	0.0000	55.906	77.700	5.29	64.589	63.648	0.0752	0.6	4.285
05/02/15 05:30:00.0	-0.2039	0.0000	55.819	78.400	4.71	64.589	63.604	0.0752	0.6	4.285
05/02/15 05:35:00.0	-0.2039	0.0000	55.690	78.300	5.88	64.546	63.561	0.0752	0.6	4.285
05/02/15 05:40:00.0	-0.2039	0.0000	55.602	78.700	5.29	64.546	63.561	0.0752	0.6	4.285
05/02/15 05:45:00.0	-0.2039	0.0000	55.515	79.000	8.82	64.503	63.518	0.0752	0.6	4.285
05/02/15 05:50:00.0	-0.2039	0.0000	55.472	79.500	7.65	64.459	63.475	0.0752	0.6	4.285
05/02/15 05:55:00.0	-0.2039	0.0000	55.342	79.500	7.65	64.418	63.433	0.0752	0.6	4.285
05/02/15 06:00:00.0	-0.2039	0.0000	55.429	79.400	5.29	64.418	63.433	0.0752	0.6	4.285
05/02/15 06:05:00.0	-0.2039	0.0000	55.299	79.700	8.24	64.375	63.390	0.0752	1.9	4.285
05/02/15 06:10:00.0	-0.2039	0.0000	55.429	80.000	5.29	64.332	63.347	0.0752	3.1	4.285
05/02/15 06:15:00.0	-0.2039	0.0000	55.429	79.700	4.71	64.332	63.304	0.0752	5.6	4.285
05/02/15 06:20:00.0	-0.2039	0.0000	55.776	79.800	4.12	64.288	63.304	0.0752	8.1	4.285
05/02/15 06:25:00.0	-0.2039	0.0000	55.602	79.200	2.94	64.288	63.262	0.0752	9.4	4.285
05/02/15 06:30:00.0	-0.2039	0.0000	55.558	78.700	2.35	64.247	63.219	0.0752	11.9	4.285
05/02/15 06:35:00.0	-0.2039	0.0000	55.602	78.400	1.76	64.204	63.219	0.0752	13.1	4.285
05/02/15 06:40:00.0	-0.2039	0.0000	56.208	78.100	1.76	64.204	63.176	0.0752	15.6	4.285
05/02/15 06:45:00.0	-0.2039	0.0000	56.295	77.400	1.76	64.161	63.133	0.0752	16.9	4.285
05/02/15 06:50:00.0	-0.2039	0.0000	56.340	77.100	1.76	64.117	63.133	0.0752	18.1	4.285
05/02/15 06:55:00.0	-0.2039	0.0000	56.295	76.900	1.76	64.117	63.090	0.0752	18.1	4.285
05/02/15 07:00:00.0	-0.2039	0.0000	56.556	77.100	1.18	64.074	63.090	0.0752	19.4	4.285
05/02/15 07:05:00.0	-0.2039	0.0000	56.815	76.500	1.18	64.074	63.048	0.0752	20.6	4.285
05/02/15 07:10:00.0	-0.2039	0.0000	57.376	76.200	1.18	64.033	63.048	0.0752	21.9	4.279
05/02/15 07:15:00.0	-0.2039	0.0000	58.325	75.100	1.18	64.033	63.048	0.0752	24.4	4.279
05/02/15 07:20:00.0	-0.2039	0.0000	58.669	73.600	0.59	63.990	63.005	0.0752	25.6	4.279
05/02/15 07:25:00.0	-0.2039	0.0000	59.014	72.100	0.59	63.990	63.005	0.0752	26.9	4.279
05/02/15 07:30:00.0	-0.2039	0.0000	59.229	70.500	0.59	63.946	63.005	0.0752	29.4	4.279
05/02/15 07:35:00.0	-0.2039	0.0000	60.260	68.100	0.59	63.946	63.005	0.0745	31.9	4.285
05/02/15 07:40:00.0	-0.2039	0.0000	61.633	64.000	0.59	63.903	62.962	0.0752	34.4	4.285
05/02/15 07:45:00.0	-0.2039	0.0000	63.262	59.100	0.59	63.903	62.962	0.0752	54.4	4.285
05/02/15 07:50:00.0	-0.2039	0.0000	65.745	57.900	0.59	63.903	62.962	0.0752	68.1	4.321
05/02/15 07:55:00.0	-0.2039	0.0000	68.313	53.700	0.59	63.903	62.962	0.0745	56.9	4.381
05/02/15 08:00:00.0	-0.2039	0.0000	68.614	50.400	0.59	63.862	62.962	0.0752	290.6	4.430
05/02/15 08:05:00.0	-0.2039	0.0000	68.185	46.700	0.59	63.862	62.962	0.0752	271.9	4.442
05/02/15 08:10:00.0	-0.2039	0.0000	69.427	45.600	0.59	63.862	62.962	0.0752	319.4	4.424
05/02/15 08:15:00.0	-0.2039	0.0000	71.404	43.000	1.18	63.819	62.962	0.0752	119.4	4.418
05/02/15 08:20:00.0	-0.2039	0.0000	72.955	41.600	1.18	63.819	63.005	0.0752	159.4	4.400
05/02/15 08:25:00.0	-0.2039	0.0000	72.136	39.500	1.18	63.819	63.048	0.0752	450.6	4.393
05/02/15 08:30:00.0	-0.2039	0.0000	72.394	38.600	1.18	63.819	63.090	0.0752	458.1	4.387
05/02/15 08:35:00.0	-0.2039	0.0000	73.861	37.500	1.18	63.862	63.176	0.0752	461.9	4.381
05/02/15 08:40:00.0	-0.2039	0.0000	76.636	36.500	1.76	63.862	63.219	0.0752	509.4	4.369
05/02/15 08:45:00.0	-0.2039	0.0000	78.645	34.000	1.76	63.903	63.304	0.0752	526.9	4.363
05/02/15 08:50:00.0	-0.2039	0.0000	78.382	33.200	1.76	63.903	63.390	0.0752	545.6	4.393
05/02/15 08:55:00.0	-0.2039	0.0000	78.208	32.600	1.76	63.946	63.475	0.0758	560.6	4.381
05/02/15 09:00:00.0	-0.2039	0.0000	79.831	32.300	1.76	63.990	63.604	0.0752	578.1	4.369
05/02/15 09:05:00.0	-0.2039	0.0000	81.199	30.800	1.76	64.033	63.732	0.0758	596.9	4.363
05/02/15 09:10:00.0	-0.2039	0.0000	81.730	30.500	2.35	64.117	63.862	0.0758	613.1	4.357
05/02/15 09:15:00.0	-0.2039	0.0000	82.708	30.400	2.35	64.161	63.990	0.0758	629.4	4.393
05/02/15 09:20:00.0	-0.2039	0.0000	83.646	29.900	1.76	64.247	64.161	0.0758	644.4	4.381
05/02/15 09:25:00.0	-0.2039	0.0000	84.049	29.100	1.76	64.332	64.332	0.0758	661.9	4.363
05/02/15 09:30:00.0	-0.2039	0.0000	85.352	28.100	2.35	64.418	64.459	0.0758	674.4	4.363
05/02/15 09:35:00.0	-0.2039	0.0000	84.857	27.900	2.35	64.503	64.632	0.0758	691.9	4.351
05/02/15 09:40:00.0	-0.2039	0.0000	83.914	28.400	2.35	64.589	64.803	0.0758	704.4	4.393
05/02/15 09:45:00.0	-0.2039	0.0000	85.487	29.600	2.35	64.674	64.974	0.0762	715.6	4.375
05/02/15 09:50:00.0	-0.2039	0.0000	85.802	29.100	2.35	64.803	65.145	0.0762	726.9	4.363
05/02/15 09:55:00.0	-0.2039	0.0000	86.709	29.300	2.35	64.931	65.316	0.0762	743.1	4.357
05/02/15 10:00:00.0	-0.2039	0.0000	87.163	30.500	2.35	65.017	65.487	0.0762	749.4	4.351
05/02/15 10:05:00.0	-0.2039	0.0000	86.664	31.200	2.35	65.145	65.658	0.0762	765.6	4.387
05/02/15 10:10:00.0	-0.2039	0.0000	87.483	32.000	2.94	65.230	65.872	0.0762	783.1	4.369
05/02/15 10:15:00.0	-0.2039	0.0000	86.346	32.400	2.35	65.359	66.043	0.0762	794.4	4.363
05/02/15 10:20:00.0	-0.2039	0.0000	86.709	32.600	2.35	65.487	66.258	0.0762	806.9	4.351
05/02/15 10:25:00.0	-0.2039	0.0000	87.665	33.100	2.94	65.615	66.429	0.0768	818.1	4.345
