Date Time	Wetness (%)  #10205904	Solar Radiation (W/m²)  #10208649	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222870	Voltage (V)  #10348616	Current (mA)  #10348616	Temp (°F)  #10359304	RH (%)  #10359304	Batt (V) c:5
05/07/15 10:55:00.0	1.76	55.6	61.761	61.934	0.1396	-0.1988	0.0000	64.204	59.500	4.351
05/07/15 11:00:00.0	1.18	35.6	61.761	61.934	0.1396	-0.1988	0.0000	64.204	59.100	4.315
05/07/15 11:05:00.0	1.76	33.1	61.804	61.934	0.1396	-0.1988	0.0000	63.090	61.100	4.333
05/07/15 11:10:00.0	1.76	35.6	61.804	61.934	0.1396	-0.1988	0.0000	62.577	62.000	4.345
05/07/15 11:15:00.0	1.76	66.9	61.848	61.977	0.1396	-0.1988	0.0000	63.005	61.900	4.339
05/07/15 11:20:00.0	1.18	31.9	61.848	61.977	0.1396	-0.1988	0.0000	63.648	59.800	4.333
05/07/15 11:25:00.0	1.76	33.1	61.891	61.977	0.1396	-0.1988	0.0000	62.875	62.200	4.321
05/07/15 11:30:00.0	1.76	31.9	61.891	61.977	0.1396	-0.1988	0.0000	62.406	62.800	4.321
05/07/15 11:35:00.0	1.76	35.6	61.891	62.019	0.1396	-0.1988	0.0000	62.233	63.700	4.333
05/07/15 11:40:00.0	1.18	45.6	61.934	62.019	0.1396	-0.1988	0.0000	64.288	60.300	4.339
05/07/15 11:45:00.0	1.18	44.4	61.934	62.019	0.1396	-0.1988	0.0000	65.916	55.600	4.333
05/07/15 11:50:00.0	1.76	39.4	61.977	62.062	0.1396	-0.1988	0.0000	65.829	56.900	4.327
05/07/15 11:55:00.0	1.76	78.1	61.977	62.062	0.1396	-0.1988	0.0000	65.145	56.800	4.321
05/07/15 12:00:00.0	1.76	71.9	62.019	62.062	0.1396	-0.1988	0.0000	65.701	56.200	4.321
05/07/15 12:05:00.0	1.76	76.9	62.062	62.062	0.1396	-0.1988	0.0000	66.214	54.400	4.339
05/07/15 12:10:00.0	1.18	78.1	62.105	62.105	0.1396	-0.1988	0.0000	66.686	53.100	4.333
05/07/15 12:15:00.0	1.76	75.6	62.148	62.105	0.1396	-0.1988	0.0000	67.285	52.600	4.321
05/07/15 12:20:00.0	1.18	40.6	62.191	62.105	0.1396	-0.1988	0.0000	66.686	51.500	4.321
05/07/15 12:25:00.0	1.18	41.9	62.233	62.148	0.1396	-0.1988	0.0000	66.643	48.500	4.321
05/07/15 12:30:00.0	1.18	38.1	62.276	62.191	0.1396	-0.1988	0.0000	67.500	47.100	4.339
05/07/15 12:35:00.0	1.18	39.4	62.319	62.191	0.1396	-0.1988	0.0000	68.443	47.900	4.339
05/07/15 12:40:00.0	1.18	40.6	62.362	62.233	0.1396	-0.1988	0.0000	67.372	47.800	4.321
05/07/15 12:45:00.0	1.18	48.1	62.406	62.233	0.1396	-0.1988	0.0000	67.971	47.900	4.321
05/07/15 12:50:00.0	1.18	33.1	62.447	62.276	0.1396	-0.1988	0.0000	66.814	48.900	4.321
05/07/15 12:55:00.0	1.18	31.9	62.490	62.319	0.1396	-0.1988	0.0000	65.316	50.700	4.333
05/07/15 13:00:00.0	1.18	41.9	62.533	62.319	0.1396	-0.1988	0.0000	65.959	50.500	4.333
05/07/15 13:05:00.0	1.18	56.9	62.577	62.362	0.1396	-0.1988	0.0000	65.745	49.600	4.327
05/07/15 13:10:00.0	1.18	43.1	62.577	62.362	0.1396	-0.1988	0.0000	66.385	53.700	4.321
05/07/15 13:15:00.0	1.18	84.4	62.620	62.406	0.1396	-0.1988	0.0000	65.574	57.100	4.321
05/07/15 13:20:00.0	1.18	38.1	62.661	62.447	0.1396	-0.1988	0.0000	67.071	55.400	4.339
05/07/15 13:25:00.0	1.18	40.6	62.661	62.490	0.1396	-0.1988	0.0000	65.872	56.700	4.339
05/07/15 13:30:00.0	1.76	40.6	62.704	62.490	0.1396	-0.1988	0.0000	64.803	58.500	4.333
05/07/15 13:35:00.0	1.76	68.1	62.748	62.533	0.1396	-0.1988	0.0000	63.946	60.300	4.321
05/07/15 13:40:00.0	1.18	36.9	62.791	62.533	0.1396	-0.1988	0.0000	64.247	59.900	4.321
05/07/15 13:45:00.0	1.18	54.4	62.834	62.577	0.1396	-0.1988	0.0000	63.347	61.500	4.321
05/07/15 13:50:00.0	1.18	41.9	62.875	62.620	0.1396	-0.1988	0.0000	64.803	59.200	4.339
05/07/15 13:55:00.0	1.76	43.1	62.875	62.620	0.1396	-0.1988	0.0000	64.459	60.400	4.333
05/07/15 14:00:00.0	1.76	89.4	62.919	62.661	0.1400	-0.1988	0.0000	64.117	60.900	4.327
05/07/15 14:05:00.0	1.76	45.6	62.962	62.661	0.1400	-0.1988	0.0000	63.862	61.000	4.321
05/07/15 14:10:00.0	1.18	55.6	62.962	62.704	0.1396	-0.1988	0.0000	64.247	60.500	4.321
05/07/15 14:15:00.0	1.76	78.1	63.005	62.704	0.1396	-0.1988	0.0000	63.903	60.600	4.339
05/07/15 14:20:00.0	1.18	69.4	63.005	62.748	0.1400	-0.1988	0.0000	63.219	61.600	4.333
05/07/15 14:25:00.0	1.18	56.9	63.048	62.748	0.1400	-0.1988	0.0000	63.903	60.800	4.321
05/07/15 14:30:00.0	1.76	74.4	63.048	62.791	0.1400	-0.1988	0.0000	64.332	59.700	4.321
05/07/15 14:35:00.0	1.18	46.9	63.090	62.791	0.1400	-0.1988	0.0000	64.332	59.200	4.333
05/07/15 14:40:00.0	1.76	79.4	63.090	62.834	0.1400	-0.1988	0.0000	63.819	60.500	4.333
05/07/15 14:45:00.0	1.18	55.6	63.133	62.834	0.1400	-0.1988	0.0000	63.604	60.600	4.327
05/07/15 14:50:00.0	1.18	46.9	63.133	62.875	0.1400	-0.1988	0.0000	64.888	58.700	4.321
05/07/15 14:55:00.0	1.76	44.4	63.176	62.875	0.1396	-0.1988	0.0000	64.717	58.100	4.321
05/07/15 15:00:00.0	1.18	51.9	63.176	62.919	0.1400	-0.1988	0.0000	64.204	59.000	4.339
05/07/15 15:05:00.0	1.76	46.9	63.262	62.919	0.1400	-0.1988	0.0000	65.359	57.300	4.333
05/07/15 15:10:00.0	1.18	50.6	63.304	62.962	0.1400	-0.1988	0.0000	64.117	59.200	4.327
05/07/15 15:15:00.0	1.18	46.9	63.304	62.962	0.1400	-0.1988	0.0000	63.005	60.000	4.321
05/07/15 15:20:00.0	1.18	36.9	63.347	63.005	0.1400	-0.1988	0.0000	62.490	61.200	4.321
05/07/15 15:25:00.0	1.18	39.4	63.347	63.048	0.1400	-0.1988	0.0000	62.148	60.400	4.339
05/07/15 15:30:00.0	1.18	29.4	63.347	63.048	0.1400	-0.1988	0.0000	61.891	60.400	4.333
05/07/15 15:35:00.0	1.18	30.6	63.347	63.090	0.1400	-0.1988	0.0000	61.848	60.900	4.327
05/07/15 15:40:00.0	1.18	45.6	63.347	63.090	0.1396	-0.1988	0.0000	62.533	61.500	4.321
05/07/15 15:45:00.0	1.18	53.1	63.304	63.090	0.1400	-0.1988	0.0000	63.819	60.300	4.321
05/07/15 15:50:00.0	1.18	59.4	63.304	63.133	0.1400	-0.1988	0.0000	63.946	59.400	4.333
05/07/15 15:55:00.0	1.18	79.4	63.304	63.133	0.1400	-0.1988	0.0000	63.604	58.000	4.327
05/07/15 16:00:00.0	1.18	38.1	63.304	63.133	0.1400	-0.1988	0.0000	63.433	60.000	4.321
05/07/15 16:05:00.0	1.18	69.4	63.304	63.133	0.1400	-0.1988	0.0000	62.704	58.600	4.321
05/07/15 16:10:00.0	1.18	40.6	63.347	63.133	0.1400	-0.1988	0.0000	63.475	57.700	4.339
05/07/15 16:15:00.0	1.18	40.6	63.347	63.176	0.1400	-0.1988	0.0000	62.577	57.700	4.339
05/07/15 16:20:00.0	1.18	38.1	63.347	63.176	0.1400	-0.1988	0.0000	61.677	59.100	4.333
05/07/15 16:25:00.0	1.18	34.4	63.347	63.176	0.1400	-0.1988	0.0000	62.577	58.600	4.321
05/07/15 16:30:00.0	1.18	29.4	63.347	63.176	0.1400	-0.1988	0.0000	62.105	60.100	4.321
05/07/15 16:35:00.0	1.18	56.9	63.304	63.176	0.1400	-0.1988	0.0000	62.019	60.500	4.339
05/07/15 16:40:00.0	1.18	33.1	63.304	63.219	0.1400	-0.1988	0.0000	61.934	60.000	4.333
05/07/15 16:45:00.0	1.18	43.1	63.304	63.219	0.1400	-0.1988	0.0000	61.032	61.100	4.321
05/07/15 16:50:00.0	1.18	76.9	63.304	63.219	0.1400	-0.1988	0.0000	61.462	59.900	4.339
05/07/15 16:55:00.0	1.18	40.6	63.304	63.219	0.1400	-0.1988	0.0000	61.290	60.100	4.321
05/07/15 17:00:00.0	1.18	41.9	63.304	63.219	0.1400	-0.1988	0.0000	61.290	60.400	4.339
05/07/15 17:05:00.0	1.18	45.6	63.347	63.219	0.1400	-0.1988	0.0000	61.677	59.300	4.333
05/07/15 17:10:00.0	1.18	38.1	63.347	63.219	0.1400	-0.1988	0.0000	61.462	59.800	4.327
05/07/15 17:15:00.0	1.18	31.9	63.347	63.219	0.1400	-0.1988	0.0000	61.290	58.600	4.321
05/07/15 17:20:00.0	1.18	24.4	63.304	63.219	0.1400	-0.1988	0.0000	61.547	57.900	4.321
05/07/15 17:25:00.0	1.76	20.6	63.304	63.219	0.1400	-0.1988	0.0000	60.517	58.900	4.321
05/07/15 17:30:00.0	1.18	24.4	63.262	63.219	0.1400	-0.1988	0.0000	60.132	59.700	4.339
05/07/15 17:35:00.0	1.76	24.4	63.262	63.219	0.1400	-0.1988	0.0000	60.991	58.000	4.333
05/07/15 17:40:00.0	1.76	21.9	63.219	63.219	0.1400	-0.1988	0.0000	60.433	58.800	4.327
05/07/15 17:45:00.0	1.18	15.6	63.176	63.219	0.1400	-0.1988	0.0000	59.486	59.300	4.321
05/07/15 17:50:00.0	1.18	16.9	63.133	63.219	0.1400	-0.1988	0.0000	59.873	60.400	4.321
05/07/15 17:55:00.0	1.18	50.6	63.090	63.219	0.1400	-0.1988	0.0000	59.745	58.200	4.339
05/07/15 18:00:00.0	1.76	26.9	63.090	63.176	0.1400	-0.1988	0.0000	60.089	58.200	4.339
05/07/15 18:05:00.0	1.76	30.6	63.048	63.176	0.1400	-0.1988	0.0000	60.217	58.200	4.333
