"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Current, mA (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","RH, % (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","DewPt, °C (LGR S/N: 10214685, SEN S/N: 10213635)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365534, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365547, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214685, SEN S/N: 10374524)","Wetness, % (LGR S/N: 10214685, SEN S/N: 10374913)","Solar Radiation, W/m² (LGR S/N: 10214685, SEN S/N: 10378948)","Batt, V (LGR S/N: 10214685)"
25,2013-12-18 14:36:44,-0.1988,0.0000,20.484,53.400,10.7,21.461,22.154,0.0639,0.59,118.1,3.995
26,2013-12-18 14:41:44,-0.1988,0.0000,20.484,53.100,10.6,21.413,22.058,0.0639,0.59,113.1,3.995
27,2013-12-18 14:46:44,-0.1988,0.0000,20.365,53.100,10.5,21.366,21.963,0.0632,0.59,104.4,3.995
28,2013-12-18 14:51:44,-0.1988,0.0000,19.722,58.400,11.3,21.318,21.915,0.0632,1.18,83.1,3.989
29,2013-12-18 14:56:44,-0.1988,0.0000,19.294,60.300,11.4,21.270,21.795,0.0632,1.18,83.1,3.989
30,2013-12-18 15:01:44,-0.1988,0.0000,19.056,61.500,11.5,21.223,21.676,0.0632,1.18,65.6,3.983
31,2013-12-18 15:06:44,-0.1988,0.0000,18.866,62.500,11.6,21.175,21.557,0.0632,0.59,71.9,3.983
32,2013-12-18 15:11:44,-0.1988,0.0000,18.604,63.400,11.5,21.103,21.437,0.0632,1.18,69.4,3.983
33,2013-12-18 15:16:44,-0.1988,0.0000,18.485,63.900,11.5,21.056,21.318,0.0632,0.59,66.9,3.983
34,2013-12-18 15:21:44,-0.1988,0.0000,18.295,64.500,11.5,21.008,21.199,0.0628,1.18,70.6,3.983
35,2013-12-18 15:26:44,-0.1988,0.0000,18.105,65.500,11.6,20.936,21.079,0.0628,1.18,69.4,3.983
36,2013-12-18 15:31:44,-0.1988,0.0000,18.152,65.300,11.6,20.865,20.984,0.0628,1.18,56.9,3.983
37,2013-12-18 15:36:44,-0.1988,0.0000,18.010,66.100,11.6,20.793,20.889,0.0628,1.18,50.6,3.983
38,2013-12-18 15:41:44,-0.1988,0.0000,17.938,66.400,11.6,20.746,20.770,0.0628,1.18,43.1,3.983
39,2013-12-18 15:46:44,-0.1988,0.0000,17.819,67.200,11.7,20.674,20.674,0.0628,1.18,35.6,3.977
40,2013-12-18 15:51:44,-0.1988,0.0000,17.724,67.400,11.6,20.603,20.555,0.0628,1.18,31.9,3.977
41,2013-12-18 15:56:44,-0.1988,0.0000,17.605,68.500,11.8,20.531,20.412,0.0621,1.76,26.9,3.983
42,2013-12-18 16:01:44,-0.1988,0.0000,17.439,68.400,11.6,20.460,20.293,0.0621,1.76,23.1,3.977
43,2013-12-18 16:06:44,-0.1988,0.0000,17.320,68.700,11.5,20.388,20.174,0.0621,1.76,19.4,3.977
44,2013-12-18 16:11:44,-0.1988,0.0000,17.201,68.900,11.5,20.317,20.055,0.0621,1.76,16.9,3.977
45,2013-12-18 16:16:44,-0.1988,0.0000,17.130,69.400,11.5,20.246,19.936,0.0621,1.76,13.1,3.977
46,2013-12-18 16:21:44,-0.1988,0.0000,16.939,70.000,11.4,20.174,19.817,0.0621,2.35,11.9,3.977
47,2013-12-18 16:26:44,-0.1988,0.0000,16.749,70.500,11.4,20.079,19.698,0.0614,2.35,9.4,3.977
48,2013-12-18 16:31:44,-0.1988,0.0000,16.558,71.000,11.3,20.007,19.579,0.0614,2.94,11.9,3.977
49,2013-12-18 16:36:44,-0.1988,0.0000,16.463,71.500,11.3,19.936,19.460,0.0614,2.35,6.9,3.977
50,2013-12-18 16:41:44,-0.1988,0.0000,16.534,72.600,11.6,19.865,19.341,0.0614,2.94,4.4,3.977
51,2013-12-18 16:46:44,-0.1988,0.0000,16.606,72.800,11.7,19.770,19.222,0.0614,2.94,1.9,3.977
52,2013-12-18 16:51:44,-0.1988,0.0000,16.701,72.700,11.8,19.698,19.103,0.0614,2.94,1.9,3.977
53,2013-12-18 16:56:44,-0.1988,0.0000,16.677,72.900,11.8,19.627,19.008,0.0607,2.94,1.9,3.977
54,2013-12-18 17:01:44,-0.1988,0.0000,16.582,73.200,11.8,19.532,18.913,0.0614,2.94,0.6,3.977
55,2013-12-18 17:06:44,-0.1988,0.0000,16.392,74.100,11.8,19.460,18.818,0.0607,2.94,0.6,3.977
56,2013-12-18 17:11:44,-0.1988,0.0000,16.129,75.500,11.8,19.389,18.723,0.0607,3.53,0.6,3.977
57,2013-12-18 17:16:44,-0.1988,0.0000,15.891,76.400,11.8,19.318,18.628,0.0607,3.53,0.6,3.977
58,2013-12-18 17:21:44,-0.1988,0.0000,15.557,78.000,11.8,19.246,18.533,0.0607,4.12,0.6,3.977
59,2013-12-18 17:26:44,-0.1988,0.0000,15.461,79.000,11.9,19.151,18.438,0.0607,4.12,0.6,3.971
60,2013-12-18 17:31:44,-0.1988,0.0000,15.294,80.000,11.9,19.080,18.366,0.0607,4.12,0.6,3.977
61,2013-12-18 17:36:44,-0.1988,0.0000,15.199,80.800,11.9,19.008,18.295,0.0599,4.71,0.6,3.971
62,2013-12-18 17:41:44,-0.1988,0.0000,15.127,82.100,12.1,18.961,18.247,0.0599,5.88,0.6,3.977
63,2013-12-18 17:46:44,-0.1988,0.0000,15.079,82.700,12.2,18.889,18.176,0.0596,6.47,0.6,3.971
64,2013-12-18 17:51:44,-0.1988,0.0000,14.984,83.300,12.2,18.818,18.105,0.0596,6.47,0.6,3.971
65,2013-12-18 17:56:44,-0.1988,0.0000,14.936,83.200,12.1,18.771,18.057,0.0599,5.88,0.6,3.971
66,2013-12-18 18:01:44,-0.1988,0.0000,14.936,83.000,12.1,18.699,18.010,0.0599,6.47,0.6,3.971
67,2013-12-18 18:06:44,-0.1988,0.0000,14.864,82.700,12.0,18.652,17.938,0.0599,7.06,0.6,3.971
68,2013-12-18 18:11:44,-0.1988,0.0000,14.721,83.200,11.9,18.604,17.867,0.0599,8.82,0.6,3.971
69,2013-12-18 18:16:44,-0.1988,0.0000,14.553,83.400,11.8,18.533,17.796,0.0599,11.18,0.6,3.971
70,2013-12-18 18:21:44,-0.1988,0.0000,14.433,84.000,11.8,18.485,17.677,0.0599,11.18,0.6,3.971
71,2013-12-18 18:26:44,-0.1988,0.0000,14.337,83.600,11.6,18.414,17.582,0.0599,14.12,0.6,3.971
72,2013-12-18 18:31:44,-0.1988,0.0000,14.170,84.700,11.6,18.343,17.463,0.0588,15.29,0.6,3.971
73,2013-12-18 18:36:44,-0.1988,0.0000,13.978,84.300,11.4,18.271,17.344,0.0574,15.29,0.6,3.971
74,2013-12-18 18:41:44,-0.1988,0.0000,13.738,84.700,11.2,18.224,17.201,0.0574,15.29,0.6,3.971
75,2013-12-18 18:46:44,-0.1988,0.0000,13.618,85.700,11.3,18.129,17.058,0.0570,16.47,0.6,3.971
76,2013-12-18 18:51:44,-0.1988,0.0000,13.425,85.700,11.1,18.057,16.939,0.0570,17.06,0.6,3.971
77,2013-12-18 18:56:44,-0.1988,0.0000,13.185,86.200,10.9,17.986,16.820,0.0562,18.24,0.6,3.971
78,2013-12-18 19:01:44,-0.1988,0.0000,13.064,86.800,10.9,17.891,16.725,0.0562,19.41,0.6,3.971
79,2013-12-18 19:06:44,-0.1988,0.0000,13.281,88.000,11.4,17.819,16.630,0.0562,20.59,0.6,3.971
80,2013-12-18 19:11:44,-0.1988,0.0000,13.425,87.800,11.5,17.724,16.534,0.0562,22.35,0.6,3.971
81,2013-12-18 19:16:44,-0.1988,0.0000,13.161,87.000,11.1,17.653,16.463,0.0562,20.59,0.6,3.971
82,2013-12-18 19:21:44,-0.1988,0.0000,12.920,87.600,10.9,17.582,16.344,0.0562,22.94,0.6,3.971
83,2013-12-18 19:26:44,-0.1988,0.0000,12.727,88.400,10.9,17.510,16.249,0.0562,28.24,0.6,3.971
84,2013-12-18 19:31:44,-0.1988,0.0000,12.509,88.700,10.7,17.439,16.129,0.0562,34.12,0.6,3.971
85,2013-12-18 19:36:44,-0.1988,0.0000,12.268,89.200,10.6,17.368,16.034,0.0562,42.94,0.6,3.971
86,2013-12-18 19:41:44,-0.1988,0.0000,12.050,89.300,10.4,17.296,15.915,0.0555,50.00,0.6,3.971
87,2013-12-18 19:46:44,-0.1988,0.0000,11.856,89.600,10.2,17.201,15.819,0.0562,55.88,0.6,3.971
88,2013-12-18 19:51:44,-0.1988,0.0000,11.759,90.100,10.2,17.130,15.700,0.0555,61.76,0.6,3.977
89,2013-12-18 19:56:44,-0.1988,0.0000,11.686,90.500,10.2,17.058,15.605,0.0555,64.71,0.6,3.971
90,2013-12-18 20:01:44,-0.1988,0.0000,11.589,90.900,10.2,16.963,15.485,0.0555,68.24,0.6,3.971
91,2013-12-18 20:06:44,-0.1988,0.0000,11.734,91.400,10.4,16.892,15.390,0.0555,70.59,0.6,3.971
92,2013-12-18 20:11:44,-0.1988,0.0000,11.783,91.100,10.4,16.820,15.318,0.0555,72.35,0.6,3.971
93,2013-12-18 20:16:44,-0.1988,0.0000,11.807,91.200,10.4,16.725,15.247,0.0555,72.94,0.6,3.971
94,2013-12-18 20:21:44,-0.1988,0.0000,12.171,91.600,10.9,16.654,15.223,0.0555,72.35,0.6,3.971
95,2013-12-18 20:26:44,-0.1988,0.0000,12.775,91.000,11.4,16.582,15.247,0.0555,72.35,0.6,3.971
96,2013-12-18 20:31:44,-0.1988,0.0000,13.161,89.900,11.6,16.534,15.294,0.0555,71.76,0.6,3.971
97,2013-12-18 20:36:44,-0.1988,0.0000,13.401,89.000,11.6,16.487,15.342,0.0555,70.59,0.6,3.971
98,2013-12-18 20:41:44,-0.1988,0.0000,13.497,88.400,11.6,16.463,15.390,0.0555,68.24,0.6,3.971
99,2013-12-18 20:46:44,-0.1988,0.0000,13.594,87.700,11.6,16.439,15.438,0.0555,62.94,0.6,3.971
100,2013-12-18 20:51:44,-0.1988,0.0000,13.738,87.400,11.7,16.415,15.485,0.0555,44.12,0.6,3.971
101,2013-12-18 20:56:44,-0.1988,0.0000,13.786,86.700,11.6,16.392,15.509,0.0555,23.53,0.6,3.971
102,2013-12-18 21:01:44,-0.1988,0.0000,13.786,86.500,11.6,16.392,15.533,0.0547,23.53,0.6,3.965
103,2013-12-18 21:06:44,-0.1988,0.0000,13.690,86.300,11.5,16.368,15.533,0.0547,29.41,0.6,3.965
104,2013-12-18 21:11:44,-0.1988,0.0000,13.522,86.300,11.3,16.344,15.509,0.0547,34.12,0.6,3.965
105,2013-12-18 21:16:44,-0.1988,0.0000,13.377,86.600,11.2,16.344,15.438,0.0547,27.06,0.6,3.965
106,2013-12-18 21:21:44,-0.1988,0.0000,13.425,86.900,11.3,16.320,15.390,0.0547,23.53,0.6,3.965
107,2013-12-18 21:26:44,-0.1988,0.0000,13.449,86.800,11.3,16.296,15.390,0.0547,24.71,0.6,3.965
108,2013-12-18 21:31:44,-0.1988,0.0000,13.401,86.900,11.3,16.272,15.342,0.0547,28.24,0.6,3.965
109,2013-12-18 21:36:44,-0.1988,0.0000,13.329,87.000,11.2,16.225,15.294,0.0547,25.29,0.6,3.965
110,2013-12-18 21:41:44,-0.1988,0.0000,13.257,87.200,11.2,16.201,15.270,0.0547,25.29,0.6,3.965
111,2013-12-18 21:46:44,-0.1988,0.0000,13.281,87.600,11.3,16.177,15.247,0.0544,24.71,0.6,3.965
112,2013-12-18 21:51:44,-0.1988,0.0000,13.281,87.600,11.3,16.153,15.247,0.0547,22.94,0.6,3.965
113,2013-12-18 21:56:44,-0.1988,0.0000,13.305,87.200,11.2,16.129,15.247,0.0547,22.94,0.6,3.965
114,2013-12-18 22:01:44,-0.1988,0.0000,13.281,87.300,11.2,16.106,15.247,0.0547,22.94,0.6,3.965
115,2013-12-18 22:06:44,-0.1988,0.0000,13.305,87.200,11.2,16.082,15.247,0.0547,25.29,0.6,3.965
116,2013-12-18 22:11:44,-0.1988,0.0000,13.257,87.400,11.2,16.058,15.223,0.0547,27.06,0.6,3.977
117,2013-12-18 22:16:44,-0.1988,0.0000,13.185,87.800,11.2,16.034,15.199,0.0547,27.06,0.6,3.965
118,2013-12-18 22:21:44,-0.1988,0.0000,13.161,87.600,11.2,16.010,15.199,0.0547,28.24,0.6,3.965
119,2013-12-18 22:26:44,-0.1988,0.0000,13.161,88.100,11.2,16.010,15.151,0.0547,25.29,0.6,3.965
120,2013-12-18 22:31:44,-0.1988,0.0000,13.161,87.900,11.2,15.986,15.127,0.0547,25.29,0.6,3.965
121,2013-12-18 22:36:44,-0.1988,0.0000,13.185,87.700,11.2,15.963,15.103,0.0547,24.71,0.6,3.965
122,2013-12-18 22:41:44,-0.1988,0.0000,13.137,87.700,11.2,15.939,15.103,0.0547,24.71,0.6,3.965
123,2013-12-18 22:46:44,-0.1988,0.0000,13.209,87.700,11.2,15.915,15.079,0.0547,21.76,0.6,3.965
124,2013-12-18 22:51:44,-0.1988,0.0000,13.257,87.300,11.2,15.891,15.055,0.0547,21.18,0.6,3.965
125,2013-12-18 22:56:44,-0.1988,0.0000,13.329,86.900,11.2,15.867,15.055,0.0547,17.65,0.6,3.965
126,2013-12-18 23:01:44,-0.1988,0.0000,13.377,86.600,11.2,15.867,15.055,0.0547,17.06,0.6,3.965
127,2013-12-18 23:06:44,-0.1988,0.0000,13.377,86.500,11.2,15.843,15.055,0.0547,17.06,0.6,3.965
128,2013-12-18 23:11:44,-0.1988,0.0000,13.353,86.400,11.1,15.819,15.055,0.0547,17.06,0.6,3.965
129,2013-12-18 23:16:44,-0.1988,0.0000,13.353,86.300,11.1,15.819,15.079,0.0544,16.47,0.6,3.965
130,2013-12-18 23:21:44,-0.1988,0.0000,13.377,86.500,11.2,15.796,15.079,0.0547,15.88,0.6,3.965
131,2013-12-18 23:26:44,-0.1988,0.0000,13.353,86.200,11.1,15.796,15.079,0.0544,15.88,0.6,3.965
132,2013-12-18 23:31:44,-0.1988,0.0000,13.329,85.900,11.0,15.772,15.103,0.0544,15.88,0.6,3.965
133,2013-12-18 23:36:44,-0.1988,0.0000,13.257,85.600,10.9,15.772,15.079,0.0547,15.29,0.6,3.965
134,2013-12-18 23:41:44,-0.1988,0.0000,13.233,85.700,10.9,15.748,15.055,0.0547,15.88,0.6,3.965
135,2013-12-18 23:46:44,-0.1988,0.0000,13.209,85.600,10.9,15.748,15.055,0.0544,17.06,0.6,3.965
136,2013-12-18 23:51:44,-0.1988,0.0000,13.209,85.400,10.8,15.724,15.008,0.0547,15.29,0.6,3.965
137,2013-12-18 23:56:44,-0.1988,0.0000,13.185,85.400,10.8,15.724,15.008,0.0536,15.29,0.6,3.965
138,2013-12-19 00:01:44,-0.1988,0.0000,13.209,85.200,10.8,15.700,14.984,0.0544,14.12,0.6,3.965
139,2013-12-19 00:06:44,-0.1988,0.0000,13.257,84.900,10.8,15.700,14.984,0.0536,12.94,0.6,3.965
140,2013-12-19 00:11:44,-0.1988,0.0000,13.281,84.700,10.8,15.676,14.960,0.0536,12.35,0.6,3.965
141,2013-12-19 00:16:44,-0.1988,0.0000,13.281,84.400,10.7,15.652,14.960,0.0544,12.35,0.6,3.965
142,2013-12-19 00:21:44,-0.1988,0.0000,13.305,84.700,10.8,15.652,14.960,0.0536,12.94,0.6,3.965
143,2013-12-19 00:26:44,-0.1988,0.0000,13.281,85.000,10.8,15.652,14.960,0.0536,14.71,0.6,3.965
144,2013-12-19 00:31:44,-0.1988,0.0000,13.257,85.300,10.9,15.629,14.960,0.0544,15.29,0.6,3.965
145,2013-12-19 00:36:44,-0.1988,0.0000,13.209,85.400,10.8,15.629,14.936,0.0536,14.12,0.6,3.965
146,2013-12-19 00:41:44,-0.1988,0.0000,13.257,84.600,10.7,15.605,14.936,0.0536,12.35,0.6,3.965
147,2013-12-19 00:46:44,-0.1988,0.0000,13.281,84.300,10.7,15.605,14.912,0.0544,11.76,0.6,3.965
148,2013-12-19 00:51:44,-0.1988,0.0000,13.281,83.100,10.5,15.581,14.912,0.0536,9.41,0.6,3.965
149,2013-12-19 00:56:44,-0.1988,0.0000,13.281,82.900,10.5,15.581,14.888,0.0536,10.00,0.6,3.965
150,2013-12-19 01:01:44,-0.1988,0.0000,13.257,83.500,10.5,15.557,14.888,0.0536,10.59,0.6,3.965
151,2013-12-19 01:06:44,-0.1988,0.0000,13.233,83.700,10.5,15.557,14.864,0.0536,11.76,0.6,3.965
152,2013-12-19 01:11:44,-0.1988,0.0000,13.209,83.600,10.5,15.533,14.864,0.0536,11.18,0.6,3.965
153,2013-12-19 01:16:44,-0.1988,0.0000,13.161,83.400,10.4,15.533,14.864,0.0536,10.59,0.6,3.965
154,2013-12-19 01:21:44,-0.1988,0.0000,13.112,83.200,10.3,15.509,14.864,0.0536,10.59,0.6,3.965
155,2013-12-19 01:26:44,-0.1988,0.0000,13.112,83.400,10.4,15.509,14.840,0.0536,11.18,0.6,3.965
156,2013-12-19 01:31:44,-0.1988,0.0000,13.064,83.400,10.3,15.485,14.816,0.0536,11.76,0.6,3.965
157,2013-12-19 01:36:44,-0.1988,0.0000,13.016,83.700,10.3,15.485,14.792,0.0536,11.76,0.6,3.965
158,2013-12-19 01:41:44,-0.1988,0.0000,13.016,84.000,10.4,15.461,14.792,0.0536,12.35,0.6,3.965
159,2013-12-19 01:46:44,-0.1988,0.0000,12.968,84.300,10.4,15.461,14.768,0.0536,12.94,0.6,3.965
160,2013-12-19 01:51:44,-0.1988,0.0000,12.920,84.600,10.4,15.438,14.745,0.0544,12.35,0.6,3.965
161,2013-12-19 01:56:44,-0.1988,0.0000,12.944,84.700,10.4,15.438,14.721,0.0536,12.35,0.6,3.965
162,2013-12-19 02:01:44,-0.1988,0.0000,12.920,84.900,10.5,15.414,14.721,0.0536,12.35,0.6,3.965
163,2013-12-19 02:06:44,-0.1988,0.0000,12.871,84.600,10.4,15.390,14.697,0.0536,11.76,0.6,3.965
164,2013-12-19 02:11:44,-0.1988,0.0000,12.775,83.800,10.1,15.390,14.697,0.0536,10.59,0.6,3.965
165,2013-12-19 02:16:44,-0.1988,0.0000,12.678,83.100,9.9,15.366,14.673,0.0536,10.59,0.6,3.965
166,2013-12-19 02:21:44,-0.1988,0.0000,12.606,82.600,9.7,15.342,14.625,0.0536,9.41,0.6,3.965
167,2013-12-19 02:26:44,-0.1988,0.0000,12.558,82.000,9.6,15.342,14.577,0.0536,9.41,0.6,3.965
168,2013-12-19 02:31:44,-0.1988,0.0000,12.534,81.700,9.5,15.318,14.529,0.0528,8.24,0.6,3.965
169,2013-12-19 02:36:44,-0.1988,0.0000,12.509,81.600,9.5,15.294,14.505,0.0528,8.24,0.6,3.965
170,2013-12-19 02:41:44,-0.1988,0.0000,12.509,81.400,9.4,15.270,14.457,0.0536,8.24,0.6,3.965
171,2013-12-19 02:46:44,-0.1988,0.0000,12.485,81.600,9.4,15.247,14.433,0.0544,8.24,0.6,3.965
172,2013-12-19 02:51:44,-0.1988,0.0000,12.485,81.500,9.4,15.223,14.409,0.0544,8.24,0.6,3.965
173,2013-12-19 02:56:44,-0.1988,0.0000,12.485,81.400,9.4,15.199,14.385,0.0536,8.24,0.6,3.965
174,2013-12-19 03:01:44,-0.1988,0.0000,12.485,81.300,9.4,15.175,14.385,0.0528,8.24,0.6,3.965
175,2013-12-19 03:06:44,-0.1988,0.0000,12.461,81.200,9.3,15.175,14.361,0.0544,8.24,0.6,3.965
176,2013-12-19 03:11:44,-0.1988,0.0000,12.461,81.500,9.4,15.151,14.337,0.0536,8.24,0.6,3.965
177,2013-12-19 03:16:44,-0.1988,0.0000,12.437,81.600,9.4,15.127,14.314,0.0536,8.24,0.6,3.965
178,2013-12-19 03:21:44,-0.1988,0.0000,12.413,81.700,9.4,15.103,14.314,0.0528,8.82,0.6,3.959
179,2013-12-19 03:26:44,-0.1988,0.0063,12.364,81.700,9.3,15.079,14.314,0.0528,8.24,0.6,3.965
180,2013-12-19 03:31:44,-0.1988,0.0000,12.243,80.900,9.1,15.079,14.290,0.0528,7.65,0.6,3.965
181,2013-12-19 03:36:44,-0.1988,0.0000,12.195,80.500,9.0,15.055,14.266,0.0528,7.65,0.6,3.965
182,2013-12-19 03:41:44,-0.1988,0.0000,12.171,80.200,8.9,15.055,14.242,0.0528,7.65,0.6,3.965
183,2013-12-19 03:46:44,-0.1988,0.0000,12.147,79.900,8.8,15.031,14.194,0.0528,7.06,0.6,3.965
184,2013-12-19 03:51:44,-0.1988,0.0000,12.122,79.600,8.7,15.008,14.170,0.0528,7.06,0.6,3.965
185,2013-12-19 03:56:44,-0.1988,0.0000,12.074,79.600,8.7,14.984,14.146,0.0528,7.06,0.6,3.965
186,2013-12-19 04:01:44,-0.1988,0.0000,12.025,79.400,8.6,14.960,14.098,0.0536,7.06,0.6,3.965
187,2013-12-19 04:06:44,-0.1988,0.0000,11.977,78.700,8.4,14.936,14.098,0.0528,6.47,0.6,3.965
188,2013-12-19 04:11:44,-0.1988,0.0000,11.953,78.800,8.4,14.912,14.050,0.0536,6.47,0.6,3.959
189,2013-12-19 04:16:44,-0.1988,0.0000,11.929,78.500,8.3,14.888,14.026,0.0528,6.47,0.6,3.965
190,2013-12-19 04:21:44,-0.1988,0.0000,11.904,78.000,8.2,14.888,14.002,0.0528,5.88,0.6,3.965
191,2013-12-19 04:26:44,-0.1988,0.0000,11.856,77.900,8.1,14.864,13.978,0.0528,5.88,0.6,3.965
192,2013-12-19 04:31:44,-0.1988,0.0000,11.904,77.800,8.2,14.840,13.954,0.0528,5.88,0.6,3.959
193,2013-12-19 04:36:44,-0.1988,0.0000,11.856,77.900,8.1,14.816,13.930,0.0528,5.88,0.6,3.959
194,2013-12-19 04:41:44,-0.1988,0.0000,11.807,78.000,8.1,14.792,13.906,0.0528,5.88,0.6,3.965
195,2013-12-19 04:46:44,-0.1988,0.0000,11.807,78.100,8.1,14.768,13.882,0.0528,5.88,0.6,3.965
196,2013-12-19 04:51:44,-0.1988,0.0000,11.807,78.300,8.2,14.745,13.858,0.0528,5.88,0.6,3.959
197,2013-12-19 04:56:44,-0.1988,0.0000,11.807,78.600,8.2,14.745,13.858,0.0528,6.47,0.6,3.965
198,2013-12-19 05:01:44,-0.1988,0.0000,11.783,78.700,8.2,14.721,13.834,0.0528,6.47,0.6,3.959
199,2013-12-19 05:06:44,-0.1988,0.0000,11.759,78.600,8.2,14.697,13.810,0.0528,6.47,0.6,3.989
200,2013-12-19 05:11:44,-0.1988,0.0000,11.759,78.700,8.2,14.673,13.786,0.0528,6.47,0.6,3.959
201,2013-12-19 05:16:44,-0.1988,0.0000,11.734,79.500,8.3,14.673,13.762,0.0528,8.24,0.6,3.959
202,2013-12-19 05:21:44,-0.1988,0.0000,11.662,79.500,8.2,14.649,13.762,0.0528,7.65,0.6,3.959
203,2013-12-19 05:26:44,-0.1988,0.0000,11.662,79.000,8.2,14.625,13.738,0.0528,7.06,0.6,3.959
204,2013-12-19 05:31:44,-0.1988,0.0000,11.662,78.800,8.1,14.601,13.714,0.0528,7.06,0.6,3.959
205,2013-12-19 05:36:44,-0.1988,0.0000,11.662,78.500,8.1,14.577,13.714,0.0528,7.06,0.6,3.959
206,2013-12-19 05:41:44,-0.1988,0.0000,11.637,77.900,7.9,14.577,13.690,0.0528,6.47,0.6,3.959
207,2013-12-19 05:46:44,-0.1988,0.0000,11.637,78.100,8.0,14.553,13.666,0.0528,6.47,0.6,3.959
208,2013-12-19 05:51:44,-0.1988,0.0000,11.565,78.400,7.9,14.529,13.642,0.0528,7.06,0.6,3.959
